Entry ID,[Filter],JP entry name,Width,Depth,Element ID,[Element name],Pad. #0,Pad. #1,Movement flags,Counter%,EXP,Gold,Pad. #2,Pad. #3,MAXHP,Unk. #0,Green,Red,Purple,Blue,Yellow,Silver,Poison,Unconscious,Stone,Sleep,Confusion,Silence,Fatigue,Revival,Weak,State #9,State #10,State #11,State #12,State #13,State #14,Unk. #1,Effect ID,[Effect name],State ID,[State name],State miss%,Pad. #4,Level,Will,Vigor,Agile,Quick,Attack,Defense,MagDef,Hit%,Dodge%,Pad. #5,Pad. #6,Item #0 prob.,Item #0 amount,Item #0 ID,[Item #0 name],Item #1 prob.,Item #1 amount,Item #1 ID,[Item #1 name],Item #2 prob.,Item #2 amount,Item #2 ID,[Item #2 name],Item #3 prob.,Item #3 amount,Item #3 ID,[Item #3 name]
62,*,ヒュドラ将兵,1,1,4,Yellow,-1,-1,0xff7,25,955,346,-1,-1,1037,18.0,9,10,10,11,9,11,6,0,6,6,6,18,0,0,6,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,38,166,114,5,151,344,352,336,110,10,-1,-1,1,1,246,ガツガツのキノコ,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
63,*,シュリヌール,1,1,0,Green,-1,-1,0xfff,5,353,102,-1,-1,106,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,29,139,176,5,118,237,264,264,90,15,-1,-1,1,1,261,ウィルの種,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
64,*,デモンヌール,1,1,0,Green,-1,-1,0xfff,25,137,116,-1,-1,162,18.0,10,11,9,9,11,10,18,0,20,18,18,20,0,10,22,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,15,76,212,10,82,136,212,212,120,30,-1,-1,1,1,180,反撃の腕輪,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
65,*,マウルティア,3,3,1,Red,-1,-1,0xfcd,5,2588,550,-1,-1,1827,18.0,9,7,14,11,10,10,3,5,5,7,7,7,0,10,5,10,10,10,10,10,10,1000,73,Add Weak + Damage,8,Weak,70,-1,34,152,444,5,123,354,334,334,85,5,-1,-1,4,1,179,古代の腕輪,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
66,*,ギャルブ,3,3,2,Purple,-1,-1,0xfc7,15,749,199,-1,-1,761,18.0,11,14,7,9,10,10,11,10,10,9,9,10,0,10,10,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,33,158,88,15,93,303,266,266,80,5,-1,-1,2,1,242,サプハネの葉,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
67,*,ガジュマ,3,3,3,Blue,-1,-1,0xfcf,10,2373,619,-1,-1,2457,18.0,11,9,11,10,9,10,11,10,10,0,11,0,0,10,9,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,34,121,91,10,123,369,273,273,80,5,-1,-1,2,1,277,生命の玉手箱,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
68,*,ヴァルガンド,1,1,2,Purple,-1,-1,0xfc7,10,273,132,-1,-1,188,18.0,11,14,7,9,10,10,0,10,10,9,9,0,0,10,10,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,33,118,98,25,199,282,325,266,95,25,-1,-1,2,1,290,チョム,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
69,*,デ式特機兵,1,1,4,Yellow,-1,-1,0xfc7,30,729,342,-1,-1,1015,18.0,9,10,10,11,9,11,0,11,10,11,10,0,0,10,9,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,35,124,117,30,112,351,390,312,85,10,-1,-1,4,1,252,アパコンデ,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
70,*,ガンドロフス,3,3,1,Red,-1,-1,0x7c5,15,2732,1282,-1,-1,3550,18.0,9,9,11,11,10,10,0,0,0,20,20,0,0,10,4,10,10,10,10,10,10,3000,-1,None,0,Poison,0,-1,35,124,117,20,112,416,390,312,105,0,-1,-1,5,1,274,稲妻の小箱,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
71,*,テンコウ,1,1,3,Blue,-1,-1,0xfc7,10,409,169,-1,-1,589,18.0,11,9,11,10,9,10,11,10,10,10,11,0,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,31,112,84,20,163,287,280,224,100,20,-1,-1,25,1,241,サプガンの葉,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
72,*,警備士,1,1,4,Yellow,-1,-1,0xfc5,15,50,92,-1,-1,214,18.0,9,10,10,11,9,11,9,11,10,11,10,0,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,10,59,36,15,57,116,110,110,105,15,-1,-1,10,1,241,サプガンの葉,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
73,*,採掘士,1,1,4,Yellow,-1,-1,0xfc5,15,167,100,-1,-1,265,18.0,9,10,10,11,9,11,9,11,10,11,10,11,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,18,78,55,15,87,176,167,167,105,15,-1,-1,3,1,252,アパコンデ,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
74,*,アスヒモス,3,3,2,Purple,-1,-1,0xfc5,10,2449,531,-1,-1,2845,18.0,10,20,0,10,10,10,7,5,5,3,3,10,0,10,5,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,33,454,118,5,93,375,355,355,85,5,-1,-1,3,1,270,凍結の小箱,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
75,*,デ式レーダー,1,1,4,Yellow,-1,-1,0xc37,0,234,139,-1,-1,267,18.0,9,10,10,11,9,11,0,11,10,11,0,11,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,24,91,79,0,123,152,273,205,0,25,-1,-1,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
76,*,ヒュドラ機兵,1,1,4,Yellow,-1,-1,0xfc7,30,849,377,-1,-1,1093,18.0,9,10,10,11,9,11,0,11,10,11,10,0,0,10,9,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,38,134,126,30,120,378,420,336,85,10,-1,-1,4,1,29,ヒュドラウィング,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
77,*,テンペリオス,3,3,5,Silver,-1,-1,0x7c7,30,5009,1785,-1,-1,5369,18.0,10,10,10,10,11,9,0,0,4,4,4,0,0,0,4,10,10,10,10,10,10,3000,-1,None,0,Poison,0,-1,39,137,120,10,139,436,344,378,115,0,-1,-1,5,1,167,満月の指輪,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
78,*,テルヴァ,1,1,5,Silver,-1,-1,0xfcf,10,627,223,-1,-1,294,18.0,10,10,10,10,11,9,0,9,10,10,10,0,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,39,137,126,15,232,315,412,344,90,25,-1,-1,2,1,61,いにしえの皇龍刀,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
79,*,ドゥムス,1,1,5,Silver,-1,-1,0xfc7,25,1067,365,-1,-1,684,18.0,10,10,10,10,11,9,0,9,0,10,10,0,0,10,11,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,39,137,126,25,154,344,412,344,90,10,-1,-1,1,1,166,キュピリング,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
80,*,ニンギルス,3,3,5,Silver,-1,-1,0xfcd,30,5009,1785,-1,-1,6193,18.0,10,10,10,10,11,9,0,3,5,5,5,0,0,5,7,10,10,10,10,10,10,3500,-1,None,0,Poison,0,-1,39,137,114,20,170,516,344,344,120,5,-1,-1,20,1,57,シルバーアーム,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
81,*,ヌックア,3,3,2,Purple,-1,-1,0xff7,25,2449,531,-1,-1,3750,18.0,11,14,7,9,10,10,0,5,5,20,3,0,0,10,5,10,10,10,10,10,10,2500,70,Add Confusion + Damage,4,Confusion,40,-1,33,118,148,15,93,375,296,296,85,5,-1,-1,10,1,186,マドワナ石,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
82,*,サムンドラ,3,3,2,Purple,-1,-1,0xfc7,15,2992,1155,-1,-1,5545,18.0,11,14,7,9,10,10,7,5,5,3,3,0,0,10,5,10,10,10,10,10,10,3500,-1,None,0,Poison,0,-1,34,123,154,15,138,434,308,308,100,10,-1,-1,5,1,181,悟りの腕輪,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
83,*,ギラロッシ,3,3,2,Purple,-1,-1,0xfc5,20,5009,973,-1,-1,3721,18.0,11,14,7,9,10,10,7,5,5,3,3,10,0,10,5,10,10,10,10,10,10,3500,72,Add Fatigue + Damage,6,Fatigue,40,-1,39,256,504,10,185,401,378,378,75,10,-1,-1,5,1,179,古代の腕輪,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
84,*,シデンクワイ,1,1,2,Purple,-1,-1,0xfcd,15,449,119,-1,-1,178,18.0,11,14,7,9,10,10,16,15,15,14,14,15,0,10,15,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,33,158,98,15,159,282,296,296,75,20,-1,-1,1,1,260,パワワの種,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
85,*,イモヅル,1,1,0,Green,-1,-1,0xfff,5,581,213,-1,-1,243,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,27,126,15,5,170,252,302,302,75,5,-1,-1,2,1,249,キュアリン草,2,1,250,ライ雑草,2,1,251,ライゾリン草,1,1,258,月の実
86,*,ブライヌール,1,1,0,Green,-1,-1,0xfff,5,285,193,-1,-1,109,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,23,86,144,5,116,194,216,216,90,15,-1,-1,1,1,274,稲妻の小箱,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
87,*,クベンシス,1,1,3,Blue,-1,-1,0xfff,15,481,113,-1,-1,463,18.0,11,9,11,10,9,10,0,10,10,10,11,0,0,10,9,10,10,10,10,10,10,500,4,Add Poison + Damage,0,Poison,80,-1,29,134,52,10,130,252,158,158,80,25,-1,-1,2,1,182,ケガレナ石,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
88,*,エリュオン,1,1,2,Purple,-1,-1,0xfcd,25,571,163,-1,-1,547,18.0,14,14,7,7,10,10,22,20,20,18,18,0,0,10,22,10,10,10,10,10,10,500,71,Add Silence + Damage,5,Silence,40,-1,22,83,69,25,102,219,260,156,95,15,-1,-1,5,1,187,ダマンナ石,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
89,*,アークエルモ,1,1,2,Purple,-1,-1,0xfff,5,2041,1328,-1,-1,134,18.0,11,14,7,9,10,10,11,10,10,9,9,10,0,10,10,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,33,148,207,10,186,288,296,947,110,150,-1,-1,5,1,209,グラシアのわっか,1,1,263,アジルの種,1,1,258,月の実,-1,-1,-1,None
90,*,キュキュ,1,1,3,Blue,-1,-1,0xfcf,15,119,48,-1,-1,107,18.0,11,9,11,10,9,10,16,15,15,15,5,14,0,10,14,10,10,10,10,10,10,500,70,Add Confusion + Damage,4,Confusion,70,-1,18,72,232,15,110,161,140,140,90,20,-1,-1,1,1,271,風の小箱,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
91,*,デ式レイバー,1,1,4,Yellow,-1,-1,0xfc7,20,521,244,-1,-1,626,18.0,9,10,10,14,0,14,0,11,10,11,10,11,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,35,124,109,15,126,364,374,280,105,10,-1,-1,3,1,254,リゲコンデ,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
92,*,ランギット,1,1,3,Blue,-1,-1,0xffd,10,159,48,-1,-1,135,18.0,11,9,11,10,9,10,20,20,20,0,20,0,0,10,20,10,10,10,10,10,10,500,69,Add Sleep + Damage,3,Sleep,50,-1,20,76,38,5,86,164,115,115,80,20,-1,-1,2,1,185,ネーナ石,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
93,*,ヘベレル,1,1,3,Blue,-1,-1,0xfff,10,108,55,-1,-1,123,18.0,11,9,11,10,9,10,22,20,20,20,22,0,0,10,18,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,13,68,43,10,61,127,129,129,90,15,-1,-1,3,1,189,ヘコマナ石,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
94,*,マヌー,1,1,1,Red,-1,-1,0x7c0,15,120,66,-1,-1,65,18.0,9,7,14,11,10,10,0,10,10,20,20,0,0,10,10,10,10,10,10,10,10,400,-1,None,0,Poison,0,-1,20,76,64,15,129,160,192,192,100,15,-1,-1,1,1,266,コジポの種,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
95,*,ケベスク,1,1,3,Blue,-1,-1,0xfff,10,262,91,-1,-1,313,18.0,11,9,11,10,9,10,11,10,10,10,11,0,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,22,83,69,10,93,234,208,208,85,25,-1,-1,2,1,169,ケベスクのうろこ,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
96,*,ロッキ,1,1,4,Yellow,-1,-1,0xfcd,20,152,66,-1,-1,409,18.0,9,10,10,11,9,11,14,16,15,16,15,0,0,10,14,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,12,52,39,15,53,160,118,118,95,15,-1,-1,2,1,188,ツカレナ石,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
97,*,キクシック,1,1,4,Yellow,-1,-1,0xfcd,20,438,127,-1,-1,631,18.0,9,10,10,11,9,11,14,16,15,16,15,0,0,10,14,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,21,81,61,15,82,247,183,183,95,15,-1,-1,4,1,188,ツカレナ石,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
98,*,マセラウト,1,1,0,Green,-1,-1,0xffd,5,678,176,-1,-1,418,18.0,10,11,9,9,11,10,9,10,10,9,9,10,0,10,11,10,10,10,10,10,10,500,72,Add Fatigue + Damage,6,Fatigue,70,-1,34,152,81,15,177,278,243,243,85,40,-1,-1,2,1,137,ファイバーメイル,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
99,*,アルシノ,3,3,4,Yellow,-1,-1,0xfc5,15,2001,642,-1,-1,2716,18.0,9,10,10,11,9,11,6,0,6,6,6,0,0,0,6,10,10,10,10,10,10,3500,-1,None,0,Poison,0,-1,25,92,121,15,93,270,232,255,105,15,-1,-1,2,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
100,*,アサシン,1,1,3,Blue,-1,-1,0xfc5,10,2272,1117,-1,-1,1149,18.0,11,9,11,10,9,10,5,5,5,5,5,10,0,0,5,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,37,168,109,10,191,356,328,328,120,40,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
101,*,イレイザー,1,1,3,Blue,-1,-1,0xfc5,10,955,346,-1,-1,807,18.0,11,9,11,10,9,10,5,5,5,5,5,10,0,10,5,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,38,177,112,10,196,365,336,336,120,40,-1,-1,4,1,68,殺し屋の短銃,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
102,*,要塞将兵,1,1,4,Yellow,-1,-1,0xff7,25,379,373,-1,-1,648,18.0,9,10,10,11,9,11,6,0,6,6,6,18,0,0,6,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,24,100,76,5,100,252,235,224,110,10,-1,-1,1,1,246,ガツガツのキノコ,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
103,*,要塞煌兵,1,1,4,Yellow,-1,-1,0xff5,5,316,204,-1,-1,576,18.0,9,10,10,11,9,11,9,11,10,11,10,11,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,24,123,83,5,112,205,182,319,70,25,-1,-1,1,1,278,沈黙の小箱,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
104,*,要塞兵,1,1,4,Yellow,-1,-1,0xfc7,10,217,142,-1,-1,278,18.0,9,10,10,11,9,11,9,11,10,11,10,0,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,24,89,76,10,100,236,235,224,95,15,-1,-1,3,1,242,サプハネの葉,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
105,*,ベレーザ兵,1,1,4,Yellow,-1,-1,0xfc7,10,545,225,-1,-1,629,18.0,9,10,10,11,9,11,9,11,10,11,10,0,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,31,112,95,10,126,304,294,280,95,15,-1,-1,2,1,245,Ж樹の大玉,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
106,*,工作兵,1,1,4,Yellow,-1,-1,0xfc7,10,586,223,-1,-1,516,18.0,9,10,10,11,9,11,9,11,10,11,10,0,0,10,9,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,35,124,106,10,140,339,327,312,95,15,-1,-1,1,1,178,謎のゆび人形,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
107,*,ワーン,1,1,3,Blue,-1,-1,0xfff,10,192,69,-1,-1,231,18.0,11,9,11,10,9,10,16,15,15,15,16,14,0,10,14,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,21,100,56,15,108,211,170,170,100,20,-1,-1,2,1,183,シナナ石,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
108,*,ヒュドラ巨兵,3,3,4,Yellow,-1,-1,0xfc5,15,1194,432,-1,-1,1759,18.0,9,10,10,11,9,11,6,6,6,6,6,18,0,10,6,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,38,202,111,25,151,448,369,302,95,10,-1,-1,3,1,200,呪いの鉄仮面,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
109,*,イエルモー,1,1,4,Yellow,-1,-1,0xfff,5,911,794,-1,-1,93,18.0,9,10,10,11,9,11,9,11,10,11,10,11,0,10,9,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,21,139,142,10,128,199,204,652,110,150,-1,-1,4,1,210,ブラックマップ,1,1,263,アジルの種,1,1,258,月の実,-1,-1,-1,None
110,*,シュルラット,1,1,5,Silver,-1,-1,0xfcf,15,302,114,-1,-1,156,18.0,10,10,10,10,11,9,0,9,10,10,10,0,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,39,137,114,5,139,436,412,275,90,10,-1,-1,2,1,66,戦士の拳銃,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
111,*,盗掘者シモン,1,1,1,Red,-1,-1,0xfc7,22,1587,2912,-1,-1,3229,18.0,9,9,11,11,10,10,4,4,4,4,4,0,0,5,4,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,20,76,69,22,95,219,192,153,115,22,-1,-1,10,1,263,アジルの種,33,1,264,スピィの種,50,1,265,ヒトポの種,100,1,266,コジポの種
112,*,盗掘者シモン,1,1,1,Red,-1,-1,0xfc7,24,1036,3444,-1,-1,1817,18.0,9,9,11,11,10,10,4,4,4,4,4,0,0,5,4,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,23,86,77,24,106,250,216,172,115,24,-1,-1,10,1,263,アジルの種,33,1,260,パワワの種,50,1,261,ウィルの種,100,1,262,ストレの種
113,*,盗掘者シモン,1,1,1,Red,-1,-1,0xfc7,26,2425,3807,-1,-1,3901,18.0,9,9,11,11,10,10,4,4,4,4,4,0,0,5,4,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,25,92,83,26,114,272,232,185,115,26,-1,-1,10,1,263,アジルの種,33,1,264,スピィの種,50,1,265,ヒトポの種,100,1,266,コジポの種
114,*,盗掘者シモン,1,1,1,Red,-1,-1,0xfc7,28,3001,4361,-1,-1,4843,18.0,9,9,11,11,10,10,4,4,4,4,4,0,0,5,4,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,28,102,92,28,138,305,256,204,115,28,-1,-1,10,1,263,アジルの種,33,1,260,パワワの種,50,1,261,ウィルの種,100,1,262,ストレの種
115,*,盗掘者シモン,1,1,1,Red,-1,-1,0xfc7,30,3415,4738,-1,-1,5144,18.0,9,9,11,11,10,10,4,4,4,4,4,0,0,5,4,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,30,108,97,30,146,330,272,217,115,30,-1,-1,10,1,263,アジルの種,33,1,264,スピィの種,50,1,265,ヒトポの種,100,1,266,コジポの種
116,*,盗掘者シモン,1,1,1,Red,-1,-1,0xfc7,32,4081,5312,-1,-1,5599,18.0,9,9,11,11,10,10,4,4,4,4,4,0,0,5,4,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,33,118,106,32,159,365,296,236,115,32,-1,-1,10,1,263,アジルの種,33,1,260,パワワの種,50,1,261,ウィルの種,100,1,262,ストレの種
117,*,盗掘王シモン,1,1,1,Red,-1,-1,0xfc7,34,5565,6491,-1,-1,8671,18.0,9,9,11,11,10,10,4,4,4,4,4,0,0,5,4,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,39,137,123,34,201,432,344,275,115,34,-1,-1,10,1,263,アジルの種,33,1,264,スピィの種,50,1,265,ヒトポの種,100,1,266,コジポの種
118,*,シュルラット,1,1,5,Silver,-1,-1,0xfcf,15,302,114,-1,-1,156,18.0,10,10,10,10,11,9,0,9,10,10,10,0,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,39,137,114,5,139,436,412,275,90,10,-1,-1,2,1,66,戦士の拳銃,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
119,*,テルヴァ,1,1,5,Silver,-1,-1,0xfcf,10,627,223,-1,-1,294,18.0,10,10,10,10,11,9,0,9,10,10,10,0,0,10,11,10,10,10,10,10,10,500,-1,None,0,Poison,0,-1,39,137,126,15,232,315,412,344,90,25,-1,-1,2,1,61,いにしえの皇龍刀,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
120,*,ドゥムス,1,1,5,Silver,-1,-1,0xfc7,25,1067,365,-1,-1,684,18.0,10,10,10,10,11,9,0,9,0,10,10,0,0,10,11,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,39,137,126,25,154,344,412,344,90,10,-1,-1,1,1,166,キュピリング,1,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None
121,*,エルシアン,1,1,4,Yellow,-1,-1,0xfcd,50,30000,15000,-1,-1,10000,18.0,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,500,72,Add Fatigue + Damage,6,Fatigue,0,-1,50,1200,250,50,400,2000,700,700,200,50,-1,-1,10,1,210,ブラックマップ,10,1,218,アルマダの勲章,50,1,263,アジルの種,100,1,258,月の実
128,*,アントニオ,3,3,4,Yellow,-1,-1,0xfc5,15,36,165,-1,-1,565,18.0,10,10,10,10,10,10,6,0,6,6,6,0,0,0,6,10,10,10,10,10,10,3500,-1,None,0,Poison,0,-1,2,19,16,15,19,52,48,52,105,15,-1,-1,100,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
129,*,アガタウマス,3,3,5,Silver,-1,-1,0x7c7,30,233,755,-1,-1,1171,18.0,10,10,10,10,11,9,0,0,4,4,4,0,0,0,4,10,10,10,10,10,10,3000,-1,None,0,Poison,0,-1,6,32,28,10,32,101,80,88,115,0,-1,-1,100,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
130,*,イマゴタリア,3,3,0,Green,-1,-1,0xfc5,10,1299,953,-1,-1,4681,18.0,10,11,9,9,11,10,0,0,0,12,12,0,0,0,8,10,10,10,10,10,10,3500,4,Add Poison + Damage,0,Poison,80,-1,9,43,28,15,34,117,86,86,75,5,-1,-1,100,1,265,ヒトポの種,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
131,*,獄長,3,3,4,Yellow,-1,-1,0xfc5,15,643,1014,-1,-1,1709,18.0,9,10,10,11,9,11,6,0,6,6,6,18,0,0,6,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,10,32,37,25,50,149,123,100,95,10,-1,-1,100,1,273,雷の小箱,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
132,*,ガルシアン,1,1,4,Yellow,-1,-1,0xfc5,0,0,0,-1,-1,9999999,18.0,9,10,10,11,9,11,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,10,177,67,0,31,348,203,203,200,0,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
133,*,護送将兵,1,1,4,Yellow,-1,-1,0xff7,25,440,781,-1,-1,694,18.0,9,10,10,11,9,11,6,0,6,6,6,18,0,0,6,10,10,10,10,10,10,800,-1,None,0,Poison,0,-1,11,66,41,5,54,123,126,120,110,10,-1,-1,100,5,244,Ж樹の玉,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
134,*,ラァス,3,3,1,Red,-1,-1,0x7c9,20,3062,1584,-1,-1,4223,18.0,10,1,19,10,10,10,0,0,0,6,6,0,0,0,6,10,10,10,10,10,10,3500,-1,None,0,Poison,0,-1,14,59,54,10,73,208,148,177,105,0,-1,-1,100,1,277,生命の玉手箱,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
136,*,アントニオＪｒ,3,3,4,Yellow,-1,-1,0xfc5,15,6012,2387,-1,-1,5266,18.0,9,10,10,11,9,11,6,0,6,6,6,0,0,0,6,10,10,10,10,10,10,3500,-1,None,0,Poison,0,-1,18,72,126,25,72,228,180,198,105,15,-1,-1,100,1,258,月の実,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
137,*,ディアトリマ,3,3,0,Green,-1,-1,0xfc4,15,7319,2700,-1,-1,6913,18.0,10,11,9,9,11,10,12,0,12,4,4,0,0,0,4,10,10,10,10,10,10,3000,73,Add Weak + Damage,8,Weak,40,-1,20,78,58,15,114,261,176,176,105,15,-1,-1,100,1,264,スピィの種,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
138,*,シニストラ,3,3,1,Red,-1,-1,0xfc9,20,4745,1590,-1,-1,4621,18.0,10,1,19,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,23,88,91,10,99,256,275,275,90,20,-1,-1,100,1,261,ウィルの種,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
139,*,デクストラ,3,3,2,Purple,-1,-1,0xfc9,20,4745,1590,-1,-1,4621,18.0,10,19,1,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1500,-1,None,0,Poison,0,-1,23,88,91,10,99,256,275,275,90,20,-1,-1,100,1,266,コジポの種,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
140,*,ラミレス,1,1,5,Silver,-1,-1,0xfc5,0,0,0,-1,-1,9999999,18.0,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,1000,-1,None,0,Poison,0,-1,24,112,130,0,120,672,392,392,200,80,-1,-1,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None,-1,-1,-1,None
