Entry ID,EU SOT Pos,[Entry GB Name],Category ID,[Category Name],Effect ID,[Effect Name],Scope ID,[Scope Name],Pad 1,Effect Param ID,Effect Param Name,Effect Base,Element ID,[Element Name],Type ID,[Type Name],State Inflict ID,State Inflict Name,State Resist ID,State Resist Name,State ID,[State Name],State Miss%,Pad 2,Pad 3
173,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
174,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
175,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
176,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
177,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
178,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
179,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
180,0x802b1164,Lava Storm,0,S-Move,0,Damage,2,All PCs,0,16,Attack,10,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
181,0x802b1170,Blast Breath,0,S-Move,0,Damage,2,All PCs,0,16,Attack,15,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
182,0x802b1180,Loqua Spray,0,S-Move,0,Damage,2,All PCs,0,16,Attack,25,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
183,0x802b118c,Frost Breath,0,S-Move,0,Damage,2,All PCs,0,16,Attack,15,2,Purple,0,Physical,0,Power,0,Power,0,Poison,0,0,0
184,0x802b118c,Frost Breath,0,S-Move,0,Damage,2,All PCs,0,16,Attack,15,2,Purple,0,Physical,0,Power,0,Power,0,Poison,0,0,0
185,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
186,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
187,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
188,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
189,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
190,0x8034c128,Damyun,0,S-Move,12,Silence,2,All PCs,0,0,Power,0,0,Green,0,Physical,16,Attack,17,Defense,5,Silence,40,0,0
191,0x802b119c,Slumber Dust,0,S-Move,9,Sleep,102,PC Ray S5,0,0,Power,0,0,Green,0,Physical,16,Attack,17,Defense,3,Sleep,40,0,0
192,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
193,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
194,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
195,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
196,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
197,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
198,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
199,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
200,0x802b0ef8,Call Allies,0,S-Move,43,Call EC,0,None,0,13,Azbeth,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
201,0x802b0ef8,Call Allies,0,S-Move,43,Call EC,0,None,0,96,Ballista Rostram,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
202,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
203,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
204,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
205,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
206,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
207,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
208,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
209,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
210,0x802b11ac,HP Absorb,0,S-Move,44,Absorb HP,1,Single PC,0,2,Vigor,10,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
211,0x802b11ac,HP Absorb,0,S-Move,44,Absorb HP,1,Single PC,0,2,Vigor,10,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
212,0x802b11ac,HP Absorb,0,S-Move,44,Absorb HP,1,Single PC,0,2,Vigor,20,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
213,0x802b11ac,HP Absorb,0,S-Move,44,Absorb HP,1,Single PC,0,2,Vigor,20,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
214,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
215,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
216,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
217,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
218,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
219,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
220,0x802b11b8,Rapid Fire,0,S-Move,0,Damage,1,Single PC,0,16,Attack,30,4,Yellow,0,Physical,0,Power,0,Power,0,Poison,0,0,0
221,0x8034c0a0,KETSUBAN,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
222,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
223,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
224,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
225,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
226,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
227,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
228,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
229,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
230,0x8034c130,Irnagun,0,S-Move,0,Damage,1,Single PC,0,16,Attack,40,3,Blue,0,Physical,0,Power,0,Power,0,Poison,0,0,0
231,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
232,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
233,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
234,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
235,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
236,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
237,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
238,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
239,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
240,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
241,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
242,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
243,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
244,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
245,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
246,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
247,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
248,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
249,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
250,0x802b11c4,Wind Slash,0,S-Move,0,Damage,103,PC Triangle 60°,0,16,Attack,15,3,Blue,0,Physical,0,Power,0,Power,0,Poison,0,0,0
251,0x802b11d0,Sonic Wave,0,S-Move,0,Damage,103,PC Triangle 60°,0,16,Attack,15,4,Yellow,0,Physical,0,Power,0,Power,0,Poison,0,0,0
252,0x8034c0a0,KETSUBAN,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
253,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
254,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
255,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
256,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
257,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
258,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
259,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
260,0x8034c138,Quake,0,S-Move,0,Damage,2,All PCs,0,16,Attack,20,2,Purple,0,Physical,0,Power,0,Power,0,Poison,0,0,0
261,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
262,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
263,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
264,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
265,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
266,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
267,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
268,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
269,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
270,0x802b11dc,Self-destruct,0,S-Move,62,Defeat User + Damage,200,PCs Nearby S1,0,16,Attack,40,0,Green,0,Physical,16,Attack,17,Defense,0,Poison,100,0,0
271,0x802b11ec,Poison Explode,0,S-Move,62,Defeat User + Damage,200,PCs Nearby S1,0,16,Attack,40,0,Green,0,Physical,16,Attack,17,Defense,0,Poison,50,0,0
272,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
273,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
274,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
275,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
276,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
277,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
278,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
279,0x8034c108,DUMMY,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
280,0x802b11fc,Chak Mol,0,S-Move,72,Fatigue + Damage,2,All PCs,0,16,Attack,30,0,Green,0,Physical,16,Attack,17,Defense,6,Fatigue,70,0,0
281,0x802b1208,Golden Flurry,0,S-Move,70,Confusion + Damage,2,All PCs,0,16,Attack,30,3,Blue,0,Physical,16,Attack,17,Defense,4,Confusion,70,0,0
282,0x802b1218,Bodyguard,0,S-Move,43,Call EC,0,None,0,248,Youjin,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
283,0x802b1224,Berserk Rupee,0,S-Move,0,Damage,1,Single PC,0,16,Attack,90,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
284,0x802b1234,Legendary Fire,0,S-Move,72,Fatigue + Damage,1,Single PC,0,16,Attack,20,1,Red,0,Physical,16,Attack,17,Defense,6,Fatigue,70,0,0
285,0x802b1244,Legendary Punch,0,S-Move,0,Damage,1,Single PC,0,16,Attack,40,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
286,0x802b1254,Legendary Charge,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
287,0x802b1070,Sacri Crystal,0,S-Move,31,Recover HP,3,Single EC,0,500,HP,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
288,0x802b1268,Cutlass Wrath,0,S-Move,0,Damage,1,Single PC,0,16,Attack,40,6,Neutral,0,Physical,0,Power,0,Power,0,Poison,0,0,0
289,0x8034c140,Revenge,0,S-Move,38,Counter% to 100% + Guard,5,Self,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
290,0x802b1278,Anita Burst,0,S-Move,0,Damage,2,All PCs,0,16,Attack,30,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
291,0x802b1284,Anita Shield,0,S-Move,39,Block Magic,4,All ECs,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
292,0x802b1294,Pipes of Doom,0,S-Move,43,Call EC,0,None,0,251,Zivilyn Bane,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
293,0x802b12a4,Explosive Powder,0,S-Move,0,Damage,2,All PCs,0,16,Attack,40,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
294,0x802b12b8,Magic Lamp,0,S-Move,16,Rem Pos States,2,All PCs,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
295,0x802b12c4,Medicine Box,0,S-Move,78,"Regenerate + Incr Atk, Def & Qck",5,Self,0,0,HP,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
296,0x802b12d4,Vase of Echos,0,S-Move,26,Decr All Attr,2,All PCs,0,0,Power,0,0,Green,0,Physical,1,Will,1,Will,8,Weak,90,0,0
297,0x802b12e4,Moonstone Blast,0,S-Move,68,Unconscious + Damage B,1,Single PC,0,16,Attack,30,4,Yellow,0,Physical,16,Attack,17,Defense,1,Unconscious,60,0,0
298,0x8034c0b8,Charge,0,S-Move,43,Call EC,0,None,0,254,Frock,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
299,0x8034c148,Rampage,0,S-Move,0,Damage,1,Single PC,0,16,Attack,70,4,Yellow,0,Physical,0,Power,0,Power,0,Poison,0,0,0
300,0x802b12f4,Sidewinder,0,S-Move,0,Damage,2,All PCs,0,16,Attack,30,4,Yellow,0,Physical,0,Power,0,Power,0,Poison,0,0,0
301,0x802b0e4c,Target Search,0,S-Move,-1,None,0,None,0,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
302,0x802b1300,Tempest Dance,0,S-Move,0,Damage,1,Single PC,0,16,Attack,40,6,Neutral,0,Physical,0,Power,0,Power,0,Poison,0,0,0
303,0x802b1300,Tempest Dance,0,S-Move,0,Damage,1,Single PC,0,16,Attack,50,6,Neutral,0,Physical,0,Power,0,Power,0,Poison,0,0,0
304,0x802b1300,Tempest Dance,0,S-Move,0,Damage,1,Single PC,0,16,Attack,60,6,Neutral,0,Physical,0,Power,0,Power,0,Poison,0,0,0
305,0x802b1300,Tempest Dance,0,S-Move,0,Damage,1,Single PC,0,16,Attack,50,6,Neutral,0,Physical,0,Power,0,Power,0,Poison,0,0,0
306,0x8034c150,Deluge,0,S-Move,0,Damage,2,All PCs,0,16,Attack,25,6,Neutral,0,Physical,0,Power,0,Power,0,Poison,0,0,0
307,0x802b101c,Vigoro's Charm,0,S-Move,70,Confusion + Damage,1,Single PC,0,16,Attack,5,1,Red,0,Physical,16,Attack,17,Defense,4,Confusion,0,0,0
308,0x802b1218,Bodyguard,0,S-Move,43,Call EC,0,None,0,250,Boo,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
