Entry ID,EU Message ID,[DE Entry Name Pos],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos],[GB Entry Name Size],GB Entry Name,MAXHP,Will,Defense,MagDef,Quick,Agile,Dodge%,Green,Red,Purple,Blue,Yellow,Silver,[DE Arm 1 Name Pos],[DE Arm 1 Name Size],DE Arm 1 Name Str,[ES Arm 1 Name Pos],[ES Arm 1 Name Size],ES Arm 1 Name Str,[FR Arm 1 Name Pos],[FR Arm 1 Name Size],FR Arm 1 Name Str,[GB Arm 1 Name Pos],[GB Arm 1 Name Size],GB Arm 1 Name Str,Arm 1 Type ID,[Arm 1 Type name],Arm 1 Attack,Arm 1 Range,Arm 1 Hit%,Arm 1 Element ID,[Arm 1 Element Name],[DE Arm 2 Name Pos],[DE Arm 2 Name Size],DE Arm 2 Name Str,[ES Arm 2 Name Pos],[ES Arm 2 Name Size],ES Arm 2 Name Str,[FR Arm 2 Name Pos],[FR Arm 2 Name Size],FR Arm 2 Name Str,[GB Arm 2 Name Pos],[GB Arm 2 Name Size],GB Arm 2 Name Str,Arm 2 Type ID,[Arm 2 Type name],Arm 2 Attack,Arm 2 Range,Arm 2 Hit%,Arm 2 Element ID,[Arm 2 Element Name],[DE Arm 3 Name Pos],[DE Arm 3 Name Size],DE Arm 3 Name Str,[ES Arm 3 Name Pos],[ES Arm 3 Name Size],ES Arm 3 Name Str,[FR Arm 3 Name Pos],[FR Arm 3 Name Size],FR Arm 3 Name Str,[GB Arm 3 Name Pos],[GB Arm 3 Name Size],GB Arm 3 Name Str,Arm 3 Type ID,[Arm 3 Type name],Arm 3 Attack,Arm 3 Range,Arm 3 Hit%,Arm 3 Element ID,[Arm 3 Element Name],[DE Arm 4 Name Pos],[DE Arm 4 Name Size],DE Arm 4 Name Str,[ES Arm 4 Name Pos],[ES Arm 4 Name Size],ES Arm 4 Name Str,[FR Arm 4 Name Pos],[FR Arm 4 Name Size],FR Arm 4 Name Str,[GB Arm 4 Name Pos],[GB Arm 4 Name Size],GB Arm 4 Name Str,Arm 4 Type ID,[Arm 4 Type name],Arm 4 Attack,Arm 4 Range,Arm 4 Hit%,Arm 4 Element ID,[Arm 4 Element Name],Pad 1,Pad 2,Pad 3,Pad 4,Pad 5,Pad 6,EXP,Gold,Item Drop 1 ID,[Item Drop 1 Name],Item 1 ID,[Item 1 Name],Item Drop 2 ID,[Item Drop 2 Name],Item 2 ID,[Item 2 Name],Item Drop 3 ID,[Item Drop 3 Name],Item 3 ID,[Item 3 Name]
22,0x802d54bc,0x1e73a,14,Spell Pirates,0x1e4ac,14,Spell Pirates,0x1e6fd,14,Spell Pirates,0x1dd84,14,Spell Pirates,12000,100,70,220,50,8,15,9,9,9,9,9,10,0x1f19d,17,Schwarzer Kanone,0x1ef80,12,Cañón Negro,0x1f197,11,Canon Noir,0x1e7f1,13,Black Cannon,0,Main Cannon,140,0,80,6,Neutral,0x1f1ae,16,Schwarzer Torp.,0x1ef8c,14,Torpedo Negro,0x1f1a2,15,Torpille Noire,0x1e7fe,14,Black Torpedo,2,Torpedo,200,1,40,6,Neutral,0x1f1be,2,-,0x1ef9a,2,-,0x1f1b1,2,-,0x1e80c,2,-,-1,None,-1,-1,-1,-1,None,0x1f1c0,2,-,0x1ef9c,2,-,0x1f1b3,2,-,0x1e80e,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,1030,600,0,100%,484,Pyro Bomb,-1,None,-1,None,-1,None,-1,None
23,0x802d54cc,0x1e748,11,Blackbeard,0x1e4ba,11,Blackbeard,0x1e70b,11,Blackbeard,0x1dd92,11,Blackbeard,10000,50,40,10,50,10,10,10,10,10,10,10,10,0x1f1c2,16,Schwarze Kanone,0x1ef9e,12,Cañón Negro,0x1f1b5,11,Canon Noir,0x1e810,13,Black Cannon,0,Main Cannon,115,0,75,6,Neutral,0x1f1d2,2,-,0x1efaa,2,-,0x1f1c0,2,-,0x1e81d,2,-,-1,None,-1,-1,-1,-1,None,0x1f1d4,2,-,0x1efac,2,-,0x1f1c2,2,-,0x1e81f,2,-,-1,None,-1,-1,-1,-1,None,0x1f1d6,2,-,0x1efae,2,-,0x1f1c4,2,-,0x1e821,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,410,300,0,100%,496,Captain's Stripe,0,100%,480,Bomb,-1,None,-1,None
24,0x8034fec8,0x1e753,8,Recumen,0x1e4c5,8,Recumen,0x1e716,8,Recumen,0x1dd9d,8,Recumen,100000,150,0,400,40,0,1,10,0,10,10,10,10,0x1f1d8,13,Roter Strahl,0x1efb0,10,Rayo Rojo,0x1f1c6,12,Rayon Rouge,0x1e823,8,Red Ray,3,Special,400,0,-1,6,Neutral,0x1f1e5,13,Roter Strahl,0x1efba,10,Rayo Rojo,0x1f1d2,12,Rayon Rouge,0x1e82b,8,Red Ray,-1,None,-1,-1,-1,-1,None,0x1f1f2,13,Roter Strahl,0x1efc4,10,Rayo Rojo,0x1f1de,12,Rayon Rouge,0x1e833,8,Red Ray,-1,None,-1,-1,-1,-1,None,0x1f1ff,13,Roter Strahl,0x1efce,10,Rayo Rojo,0x1f1ea,12,Rayon Rouge,0x1e83b,8,Red Ray,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,0,0,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
25,0x8034fed0,0x1e75b,8,Grendel,0x1e4cd,8,Grendel,0x1e71e,8,Grendel,0x1dda5,8,Grendel,110000,300,100,250,70,10,1,0,10,5,5,5,5,0x1f20c,14,Grendel-Faust,0x1efd8,16,Puño de Grendel,0x1f1f6,17,Poing de Grendel,0x1e843,16,Fist of Grendel,3,Special,180,0,-1,6,Neutral,0x1f21a,12,Steinwerfer,0x1efe8,14,Lanzar Piedra,0x1f207,14,Jet de Pierre,0x1e853,14,Boulder Throw,3,Special,200,0,-1,6,Neutral,0x1f226,7,Stampf,0x1eff6,7,Patear,0x1f215,11,Pas Pesant,0x1e861,6,Stomp,3,Special,400,0,-1,6,Neutral,0x1f22d,2,-,0x1effd,2,-,0x1f220,2,-,0x1e867,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,4640,2700,0,100%,496,Captain's Stripe,0,100%,30,Grendel Wing,0,100%,493,Complete Kit
26,0x8034fed8,0x1e763,8,Bluheim,0x1e4d5,8,Bluheim,0x1e726,8,Bluheim,0x1ddad,8,Bluheim,100000,350,200,350,130,10,70,10,15,10,0,10,10,0x1f22f,12,Blaue Winde,0x1efff,15,Vientos Azules,0x1f222,12,Vents Bleus,0x1e869,11,Blue Winds,3,Special,250,0,-1,6,Neutral,0x1f23b,13,Blauer Blitz,0x1f00e,10,Rayo Azul,0x1f22e,12,Éclair Bleu,0x1e874,15,Blue Lightning,3,Special,300,0,-1,6,Neutral,0x1f248,15,Phoenix-Strahl,0x1f018,11,Rayo Fénix,0x1f23a,14,Rayon Phoenix,0x1e883,12,Phoenix Ray,3,Special,450,0,-1,6,Neutral,0x1f257,16,Göttliche Winde,0x1f023,16,Vientos Divinos,0x1f248,12,Vents Bleus,0x1e88f,11,Blue Winds,3,Special,200,0,-1,6,Neutral,0,0,0,0,0,0,17140,8100,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
27,0x8034fee0,0x1e76b,8,Yeligar,0x1e4dd,8,Yeligar,0x1e72e,8,Yeligar,0x1ddb5,8,Yeligar,150000,400,100,330,80,5,2,10,10,10,10,0,10,0x1f267,9,Voltigar,0x1f033,9,Voltigar,0x1f254,9,Voltigar,0x1e89a,9,Voltigar,3,Special,330,0,-1,6,Neutral,0x1f270,16,Photonen-Ladung,0x1f03c,17,Ataque de Photon,0x1f25d,15,Attaque Photon,0x1e8a3,14,Photon Charge,3,Special,300,0,-1,6,Neutral,0x1f280,13,Donnerschlag,0x1f04d,17,Clamor de Trueno,0x1f26c,17,Coup de Tonnerre,0x1e8b1,14,Thunder Crash,3,Special,500,0,-1,6,Neutral,0x1f28d,2,-,0x1f05e,2,-,0x1f27d,2,-,0x1e8bf,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,19050,8700,0,100%,496,Captain's Stripe,0,100%,5,Thunder Cutlass,-1,None,-1,None
28,0x8034fee8,0x1e773,6,Zelos,0x1e4e5,6,Zelos,0x1e736,6,Zelos,0x1ddbd,6,Zelos,240000,240,300,350,250,30,20,8,8,8,8,8,0,0x1f28f,11,Mondstrahl,0x1f060,13,Rayo de Luna,0x1f27f,14,Rayon de Lune,0x1e8c1,9,Moon Ray,3,Special,800,0,-1,6,Neutral,0x1f29a,15,Gr. Mondstrahl,0x1f06d,16,Gran Rayo Lunar,0x1f28d,17,Faisceau lunaire,0x1e8ca,15,Great Moon Ray,3,Special,900,0,-1,6,Neutral,0x1f2a9,11,Mondgeheul,0x1f07d,14,Lamento Lunar,0x1f29e,16,Plainte lunaire,0x1e8d9,12,Moon Lament,3,Special,1000,0,-1,6,Neutral,0x1f2b4,8,Gericht,0x1f08b,7,Juicio,0x1f2ae,9,Jugement,0x1e8e5,10,Judgement,3,Special,1300,1,-1,6,Neutral,0,0,0,0,0,0,33590,0,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
29,0x8034fef0,0x1e779,8,Anguila,0x1e4eb,8,Anguila,0x1e73c,8,Anguila,0x1ddc3,8,Anguila,56000,300,100,100,80,10,5,10,25,10,10,10,10,0x1f2bc,10,Giftnebel,0x1f092,15,Spray Venenoso,0x1f2b7,16,Spray de Poison,0x1e8ef,13,Poison Spray,3,Special,250,0,-1,6,Neutral,0x1f2c6,5,Biss,0x1f0a1,9,Mordisco,0x1f2c7,8,Morsure,0x1e8fc,5,Bite,3,Special,300,0,-1,6,Neutral,0x1f2cb,2,-,0x1f0aa,2,-,0x1f2cf,2,-,0x1e901,2,-,-1,None,-1,-1,-1,-1,None,0x1f2cd,2,-,0x1f0ac,2,-,0x1f2d1,2,-,0x1e903,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,10830,5400,0,100%,482,Concussion Bomb,0,100%,425,Heavy Torpedo,7,Osman,456,Timing Valve
30,0x8034fef8,0x1e781,5,Raja,0x1e4f3,5,Raja,0x1e744,5,Raja,0x1ddcb,5,Raja,15000,270,50,100,80,10,45,10,10,15,10,5,10,0x1f2cf,9,Leuchten,0x1f0ae,16,Ráfaga Luminosa,0x1f2d3,10,Luminesce,0x1e905,10,Luminesce,3,Special,230,0,-1,6,Neutral,0x1f2d8,2,-,0x1f0be,2,-,0x1f2dd,2,-,0x1e90f,2,-,-1,None,-1,-1,-1,-1,None,0x1f2da,2,-,0x1f0c0,2,-,0x1f2df,2,-,0x1e911,2,-,-1,None,-1,-1,-1,-1,None,0x1f2dc,2,-,0x1f0c2,2,-,0x1f2e1,2,-,0x1e913,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,2630,1100,4,50%,491,Deluxe Kit,6,Kalifa,508,Crystal Ball,2,10%,475,Soundproofing
31,0x802d54d8,0x1e786,11,Raja Embla,0x1e4f8,11,Raja Embla,0x1e749,11,Raja Embla,0x1ddd0,11,Raja Embla,25000,300,100,150,120,15,45,10,10,15,10,3,10,0x1f2de,9,Leuchten,0x1f0c4,16,Ráfaga Luminosa,0x1f2e3,10,Luminesce,0x1e915,10,Luminesce,3,Special,270,0,-1,6,Neutral,0x1f2e7,2,-,0x1f0d4,2,-,0x1f2ed,2,-,0x1e91f,2,-,-1,None,-1,-1,-1,-1,None,0x1f2e9,2,-,0x1f0d6,2,-,0x1f2ef,2,-,0x1e921,2,-,-1,None,-1,-1,-1,-1,None,0x1f2eb,2,-,0x1f0d8,2,-,0x1f2f1,2,-,0x1e923,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,2630,1100,4,50%,493,Complete Kit,7,Osman,507,Gold Bullion,-1,None,-1,None
32,0x8034ff00,0x1e791,7,Obispo,0x1e503,7,Obispo,0x1e754,7,Obispo,0x1dddb,7,Obispo,60000,220,200,300,80,10,18,8,13,10,15,10,10,0x1f2ed,17,Tintenfischtinte,0x1f0da,17,Tinta de Calamar,0x1f2f3,16,Encre de Calmar,0x1e925,10,Squid Ink,3,Special,250,0,-1,6,Neutral,0x1f2fe,2,-,0x1f0eb,2,-,0x1f303,2,-,0x1e92f,2,-,-1,None,-1,-1,-1,-1,None,0x1f300,2,-,0x1f0ed,2,-,0x1f305,2,-,0x1e931,2,-,-1,None,-1,-1,-1,-1,None,0x1f302,2,-,0x1f0ef,2,-,0x1f307,2,-,0x1e933,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,11480,5600,0,100%,465,Alloy Deck,7,Osman,508,Crystal Ball,-1,None,-1,None
33,0x802d54e4,0x1e798,6,CUT33,0x1e50a,6,CUT33,0x1e75b,6,CUT33,0x1dde2,6,CUT33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1f304,2,-,0x1f0f1,2,-,0x1f309,2,-,0x1e935,2,-,-1,None,-1,-1,-1,-1,None,0x1f306,2,-,0x1f0f3,2,-,0x1f30b,2,-,0x1e937,2,-,-1,None,-1,-1,-1,-1,None,0x1f308,2,-,0x1f0f5,2,-,0x1f30d,2,-,0x1e939,2,-,-1,None,-1,-1,-1,-1,None,0x1f30a,2,-,0x1f0f7,2,-,0x1f30f,2,-,0x1e93b,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
34,0x802d54f0,0x1e79e,6,CUT34,0x1e510,6,CUT34,0x1e761,6,CUT34,0x1dde8,6,CUT34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1f30c,2,-,0x1f0f9,2,-,0x1f311,2,-,0x1e93d,2,-,-1,None,-1,-1,-1,-1,None,0x1f30e,2,-,0x1f0fb,2,-,0x1f313,2,-,0x1e93f,2,-,-1,None,-1,-1,-1,-1,None,0x1f310,2,-,0x1f0fd,2,-,0x1f315,2,-,0x1e941,2,-,-1,None,-1,-1,-1,-1,None,0x1f312,2,-,0x1f0ff,2,-,0x1f317,2,-,0x1e943,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
35,0x8034ff08,0x1e7a4,4,Roc,0x1e516,4,Roc,0x1e767,4,Roc,0x1ddee,4,Roc,45000,50,150,300,90,6,23,10,13,10,10,15,10,0x1f314,13,Donnerstimme,0x1f101,17,Explosión de Voz,0x1f319,15,Voix explosive,0x1e945,12,Blast Voice,3,Special,300,0,-1,6,Neutral,0x1f321,2,-,0x1f112,2,-,0x1f328,2,-,0x1e951,2,-,-1,None,-1,-1,-1,-1,None,0x1f323,2,-,0x1f114,2,-,0x1f32a,2,-,0x1e953,2,-,-1,None,-1,-1,-1,-1,None,0x1f325,8,Greifer,0x1f116,7,Garfio,0x1f32c,7,Saisie,0x1e955,5,Grab,3,Special,400,0,-1,6,Neutral,0,0,0,0,0,0,13580,6900,6,Kalifa,478,Wooden Doll,7,Osman,507,Gold Bullion,-1,None,-1,None
36,0x802d54fc,0x1e7a8,13,Giant Looper,0x1e51a,13,Giant Looper,0x1e76b,13,Giant Looper,0x1ddf2,13,Giant Looper,30000,999,260,999,130,15,50,10,10,10,10,10,10,0x1f32d,12,Looper-Ring,0x1f11d,14,Anillo Looper,0x1f333,17,Anneau de Looper,0x1e95a,12,Looper Ring,3,Special,500,0,-1,6,Neutral,0x1f339,2,-,0x1f12b,2,-,0x1f344,2,-,0x1e966,2,-,-1,None,-1,-1,-1,-1,None,0x1f33b,2,-,0x1f12d,2,-,0x1f346,2,-,0x1e968,2,-,-1,None,-1,-1,-1,-1,None,0x1f33d,2,-,0x1f12f,2,-,0x1f348,2,-,0x1e96a,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,28580,13000,0,100%,495,Thermal Grease,0,100%,496,Captain's Stripe,0,100%,505,Hex Shell
37,0x8034ff0c,0x1e7b5,7,Alania,0x1e527,7,Alania,0x1e778,7,Alania,0x1ddff,7,Alania,52000,250,200,250,85,10,80,10,15,1,8,10,5,0x1f33f,8,Spirale,0x1f131,8,Espiral,0x1f34a,8,Spirale,0x1e96c,7,Spiral,3,Special,280,0,-1,6,Neutral,0x1f347,4,Rau,0x1f139,7,Shaggy,0x1f352,8,Hirsute,0x1e973,7,Shaggy,3,Special,220,0,-1,6,Neutral,0x1f34b,2,-,0x1f140,2,-,0x1f35a,2,-,0x1e97a,2,-,-1,None,-1,-1,-1,-1,None,0x1f34d,2,-,0x1f142,2,-,0x1f35c,2,-,0x1e97c,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,14290,6500,6,Kalifa,447,Goddess Figure,6,Kalifa,473,Air Purifier,-1,None,-1,None
38,0x802d550c,0x1e7bc,15,Fortress Gates,0x1e52e,15,Fortress Gates,0x1e77f,15,Fortress Gates,0x1de06,15,Fortress Gates,200000,350,999,999,0,10,1,10,10,10,10,10,10,0x1f34f,14,Kleine Kanone,0x1f144,14,Cañón Pequeño,0x1f35e,12,Petit Canon,0x1e97e,13,Small Cannon,0,Main Cannon,500,2,80,6,Neutral,0x1f35d,2,-,0x1f152,2,-,0x1f36a,2,-,0x1e98b,2,-,1,Sec Cannon,500,2,80,6,Neutral,0x1f35f,2,-,0x1f154,2,-,0x1f36c,2,-,0x1e98d,2,-,2,Torpedo,500,2,80,6,Neutral,0x1f361,2,-,0x1f156,2,-,0x1f36e,2,-,0x1e98f,2,-,3,Special,500,2,80,6,Neutral,0,0,0,0,0,0,5630,3000,0,100%,494,Gear Grease,-1,None,-1,None,-1,None,-1,None
39,0x802d551c,0x1e7cb,6,CUT39,0x1e53d,6,CUT39,0x1e78e,6,CUT39,0x1de15,6,CUT39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1f363,2,-,0x1f158,2,-,0x1f370,2,-,0x1e991,2,-,-1,None,-1,-1,-1,-1,None,0x1f365,2,-,0x1f15a,2,-,0x1f372,2,-,0x1e993,2,-,-1,None,-1,-1,-1,-1,None,0x1f367,2,-,0x1f15c,2,-,0x1f374,2,-,0x1e995,2,-,-1,None,-1,-1,-1,-1,None,0x1f369,2,-,0x1f15e,2,-,0x1f376,2,-,0x1e997,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
40,0x802d5528,0x1e7d1,9,Gadianos,0x1e543,9,Gadianos,0x1e794,9,Gadianos,0x1de1b,9,Gadianos,15000,999,100,999,235,25,30,10,10,10,10,10,10,0x1f36b,12,Jeda-Balken,0x1f160,10,Rayo Jeda,0x1f378,14,Faisceau Jeda,0x1e999,10,Jeda Beam,3,Special,300,0,-1,6,Neutral,0x1f377,13,Jedos-Strahl,0x1f16a,12,Rayo Jedos ,0x1f386,12,Rayon Jedos,0x1e9a3,10,Jedos Ray,3,Special,450,0,-1,6,Neutral,0x1f384,2,-,0x1f176,2,-,0x1f392,2,-,0x1e9ad,2,-,-1,None,-1,-1,-1,-1,None,0x1f386,2,-,0x1f178,2,-,0x1f394,2,-,0x1e9af,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,6120,2500,0,100%,493,Complete Kit,0,100%,469,Sparkling Deck,0,100%,433,Moon Gun
41,0x802d5534,0x1e7da,9,Gaditaos,0x1e54c,9,Gaditaos,0x1e79d,9,Gaditaos,0x1de24,9,Gaditaos,15000,999,150,999,235,25,45,10,10,10,10,10,10,0x1f388,12,Jeda-Balken,0x1f17a,10,Rayo Jeda,0x1f396,14,Faisceau Jeda,0x1e9b1,10,Jeda Beam,3,Special,350,0,-1,6,Neutral,0x1f394,13,Jedos-Strahl,0x1f184,12,Rayos Jedos,0x1f3a4,12,Rayon Jedos,0x1e9bb,10,Jedos Ray,3,Special,500,0,-1,6,Neutral,0x1f3a1,2,-,0x1f190,2,-,0x1f3b0,2,-,0x1e9c5,2,-,-1,None,-1,-1,-1,-1,None,0x1f3a3,2,-,0x1f192,2,-,0x1f3b2,2,-,0x1e9c7,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,6120,2500,0,100%,493,Complete Kit,0,100%,469,Sparkling Deck,-1,None,-1,None
42,0x802d5540,0x1e7e3,6,CUT42,0x1e555,6,CUT42,0x1e7a6,6,CUT42,0x1de2d,6,CUT42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1f3a5,2,-,0x1f194,2,-,0x1f3b4,2,-,0x1e9c9,2,-,-1,None,-1,-1,-1,-1,None,0x1f3a7,2,-,0x1f196,2,-,0x1f3b6,2,-,0x1e9cb,2,-,-1,None,-1,-1,-1,-1,None,0x1f3a9,2,-,0x1f198,2,-,0x1f3b8,2,-,0x1e9cd,2,-,-1,None,-1,-1,-1,-1,None,0x1f3ab,2,-,0x1f19a,2,-,0x1f3ba,2,-,0x1e9cf,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
43,0x802d554c,0x1e7e9,15,The Blackbeard,0x1e55b,15,The Blackbeard,0x1e7ac,15,The Blackbeard,0x1de33,15,The Blackbeard,15000,100,200,90,100,30,20,3,3,3,3,3,3,0x1f3ad,14,Vega-Kanone +,0x1f19c,16,Cañón Vega Plus,0x1f3bc,16,Canon Plus Vega,0x1e9d1,17,Vega Cannon Plus,0,Main Cannon,350,0,85,6,Neutral,0x1f3bb,2,-,0x1f1ac,2,-,0x1f3cc,2,-,0x1e9e2,2,-,-1,None,-1,-1,-1,-1,None,0x1f3bd,2,-,0x1f1ae,2,-,0x1f3ce,2,-,0x1e9e4,2,-,-1,None,-1,-1,-1,-1,None,0x1f3bf,2,-,0x1f1b0,2,-,0x1f3d0,2,-,0x1e9e6,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,5520,2400,0,100%,456,Timing Valve,0,100%,449,Spherical Figure,0,100%,500,Hybrid Wax
44,0x802d555c,0x1e7f8,17,Tenkou Spellship,0x1e56a,17,Tenkou Spellship,0x1e7bb,17,Tenkou Spellship,0x1de42,17,Tenkou Spellship,25000,250,300,300,90,20,3,7,7,7,7,7,7,0x1f3c1,7,Kanone,0x1f1b2,6,Cañón,0x1f3d2,6,Canon,0x1e9e8,8,Cannon ,0,Main Cannon,250,0,80,6,Neutral,0x1f3c8,11,Feuerpfeil,0x1f1b8,16,Flecha de Fuego,0x1f3d8,14,Flêche de Feu,0x1e9f0,11,Fire Arrow,1,Sec Cannon,220,2,75,6,Neutral,0x1f3d3,16,Houroku Torpedo,0x1f1c8,16,Torpedo Houroku,0x1f3e6,17,Torpille Houroku,0x1e9fb,16,Houroku Torpedo,2,Torpedo,250,3,60,6,Neutral,0x1f3e3,2,-,0x1f1d8,2,-,0x1f3f7,2,-,0x1ea0b,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,1910,900,0,100%,484,Pyro Bomb,7,Osman,508,Crystal Ball,-1,None,-1,None
