Entry ID,[Filter],[EC ID],[EC JP Name],[EC EU Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Ranged Speed,Close Speed
4,mb032.std,32,調査兵,Enforca,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb032.std,32,調査兵,Enforca,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB033.std,33,ガランガラン,Serpantis,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,13,1.00,5.00
1,MB033.std,33,ガランガラン,Serpantis,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB033.std,33,ガランガラン,Serpantis,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB033.std,33,ガランガラン,Serpantis,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB033.std,33,ガランガラン,Serpantis,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB033.std,33,ガランガラン,Serpantis,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb034.std,34,マブルール,Dralnog,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,-1,None,2,0.60,4.10
1,mb034.std,34,マブルール,Dralnog,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb034.std,34,マブルール,Dralnog,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,-1,None,0,5.00,0.60
3,mb034.std,34,マブルール,Dralnog,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,35,???,2,5.00,0.30
4,mb034.std,34,マブルール,Dralnog,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b01010000100000000000000000000000,36,???,3,5.00,0.30
5,mb034.std,34,マブルール,Dralnog,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,37,???,3,5.00,0.30
0,MB035.std,35,クチュ,Que'lak,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,2.20,13.10
1,MB035.std,35,クチュ,Que'lak,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB035.std,35,クチュ,Que'lak,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB035.std,35,クチュ,Que'lak,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB035.std,35,クチュ,Que'lak,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB035.std,35,クチュ,Que'lak,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB036.std,36,ソピローテ,Pinalisk,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,6,1.50,16.10
1,MB036.std,36,ソピローテ,Pinalisk,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB036.std,36,ソピローテ,Pinalisk,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB036.std,36,ソピローテ,Pinalisk,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB036.std,36,ソピローテ,Pinalisk,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB036.std,36,ソピローテ,Pinalisk,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB037.std,37,シーサー,Crylbeast,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.70,20.10
1,MB037.std,37,シーサー,Crylbeast,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,1.00,1.00
2,MB037.std,37,シーサー,Crylbeast,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,0.80
3,MB037.std,37,シーサー,Crylbeast,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB037.std,37,シーサー,Crylbeast,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB037.std,37,シーサー,Crylbeast,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB038.std,38,レジボン,Slothstra,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,10,0.40,3.00
1,MB038.std,38,レジボン,Slothstra,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB038.std,38,レジボン,Slothstra,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,0.50
3,MB038.std,38,レジボン,Slothstra,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB038.std,38,レジボン,Slothstra,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB038.std,38,レジボン,Slothstra,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB039.std,39,ミラドール,Polraxis,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,6,1.00,12.00
1,MB039.std,39,ミラドール,Polraxis,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,0.50
2,MB039.std,39,ミラドール,Polraxis,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,0.60
3,MB039.std,39,ミラドール,Polraxis,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB039.std,39,ミラドール,Polraxis,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB039.std,39,ミラドール,Polraxis,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb040.std,40,ラフレシア,Roseln,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,13,1.00,8.00
1,mb040.std,40,ラフレシア,Roseln,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb040.std,40,ラフレシア,Roseln,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb040.std,40,ラフレシア,Roseln,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb040.std,40,ラフレシア,Roseln,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb040.std,40,ラフレシア,Roseln,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb041.std,41,エルモンテ,Elooper,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.20,17.00
1,mb041.std,41,エルモンテ,Elooper,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb041.std,41,エルモンテ,Elooper,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb041.std,41,エルモンテ,Elooper,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb041.std,41,エルモンテ,Elooper,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb041.std,41,エルモンテ,Elooper,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb042.std,42,フードン,Grapor,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.70,11.90
1,mb042.std,42,フードン,Grapor,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb042.std,42,フードン,Grapor,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb042.std,42,フードン,Grapor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb042.std,42,フードン,Grapor,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb042.std,42,フードン,Grapor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB043.std,43,フィモソマ,Sphyrus,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,2,1.00,5.00
1,MB043.std,43,フィモソマ,Sphyrus,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB043.std,43,フィモソマ,Sphyrus,3,Set Turn Speed,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,0.50
3,MB043.std,43,フィモソマ,Sphyrus,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB043.std,43,フィモソマ,Sphyrus,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB043.std,43,フィモソマ,Sphyrus,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB044.std,44,プジョット,Iridzu,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,6,1.60,13.00
1,MB044.std,44,プジョット,Iridzu,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB044.std,44,プジョット,Iridzu,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB044.std,44,プジョット,Iridzu,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB044.std,44,プジョット,Iridzu,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB044.std,44,プジョット,Iridzu,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb045.std,45,モペール,Flyst,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,0.90,12.10
1,mb045.std,45,モペール,Flyst,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb045.std,45,モペール,Flyst,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb045.std,45,モペール,Flyst,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb045.std,45,モペール,Flyst,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb045.std,45,モペール,Flyst,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb046.std,46,メスカリナ,Medulizk,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,8,1.20,15.00
1,mb046.std,46,メスカリナ,Medulizk,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb046.std,46,メスカリナ,Medulizk,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb046.std,46,メスカリナ,Medulizk,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb046.std,46,メスカリナ,Medulizk,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb046.std,46,メスカリナ,Medulizk,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb047.std,47,プラニナ,Lucich,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,-1,None,2,0.60,4.10
1,mb047.std,47,プラニナ,Lucich,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb047.std,47,プラニナ,Lucich,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,-1,None,0,5.00,0.60
3,mb047.std,47,プラニナ,Lucich,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,35,???,2,5.00,0.30
4,mb047.std,47,プラニナ,Lucich,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b01010000100000000000000000000000,36,???,3,5.00,0.30
5,mb047.std,47,プラニナ,Lucich,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,37,???,3,5.00,0.30
0,mb048.std,48,デ式ディガー,Digger,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,7,0.80,10.00
1,mb048.std,48,デ式ディガー,Digger,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb048.std,48,デ式ディガー,Digger,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb048.std,48,デ式ディガー,Digger,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb048.std,48,デ式ディガー,Digger,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb048.std,48,デ式ディガー,Digger,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB049.std,49,レナウト,Fiendo,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.00,9.50
1,MB049.std,49,レナウト,Fiendo,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB049.std,49,レナウト,Fiendo,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB049.std,49,レナウト,Fiendo,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB049.std,49,レナウト,Fiendo,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB049.std,49,レナウト,Fiendo,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb050.std,50,ブブロッカ,Burocca,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.00,15.00
1,mb050.std,50,ブブロッカ,Burocca,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb050.std,50,ブブロッカ,Burocca,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb050.std,50,ブブロッカ,Burocca,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb050.std,50,ブブロッカ,Burocca,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb050.std,50,ブブロッカ,Burocca,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb051.std,51,アイガムハ,Drogerp,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,8,1.50,7.00
1,mb051.std,51,アイガムハ,Drogerp,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb051.std,51,アイガムハ,Drogerp,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb051.std,51,アイガムハ,Drogerp,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb051.std,51,アイガムハ,Drogerp,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb051.std,51,アイガムハ,Drogerp,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB052.std,52,ニウニウ,Nadnarb,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.00,13.00
1,MB052.std,52,ニウニウ,Nadnarb,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB052.std,52,ニウニウ,Nadnarb,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB052.std,52,ニウニウ,Nadnarb,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB052.std,52,ニウニウ,Nadnarb,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB052.std,52,ニウニウ,Nadnarb,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb053.std,53,ニャカラガ,Nairad,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.00,13.00
1,mb053.std,53,ニャカラガ,Nairad,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb053.std,53,ニャカラガ,Nairad,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb053.std,53,ニャカラガ,Nairad,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb053.std,53,ニャカラガ,Nairad,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb053.std,53,ニャカラガ,Nairad,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB054.std,54,カネヅル,Kanezl,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,7,1.00,9.50
1,MB054.std,54,カネヅル,Kanezl,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB054.std,54,カネヅル,Kanezl,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB054.std,54,カネヅル,Kanezl,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB054.std,54,カネヅル,Kanezl,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB054.std,54,カネヅル,Kanezl,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb055.std,55,メメゾーレ,Mantoid,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,13,1.00,5.00
1,mb055.std,55,メメゾーレ,Mantoid,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb055.std,55,メメゾーレ,Mantoid,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb055.std,55,メメゾーレ,Mantoid,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb055.std,55,メメゾーレ,Mantoid,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb055.std,55,メメゾーレ,Mantoid,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb056.std,56,ヒュドラ煌兵,Sorcerer,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.30,18.00
1,mb056.std,56,ヒュドラ煌兵,Sorcerer,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb056.std,56,ヒュドラ煌兵,Sorcerer,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.50
3,mb056.std,56,ヒュドラ煌兵,Sorcerer,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb056.std,56,ヒュドラ煌兵,Sorcerer,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb056.std,56,ヒュドラ煌兵,Sorcerer,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb057.std,57,イラブ,Slithar,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,3,0.20,4.10
1,mb057.std,57,イラブ,Slithar,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb057.std,57,イラブ,Slithar,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb057.std,57,イラブ,Slithar,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb057.std,57,イラブ,Slithar,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb057.std,57,イラブ,Slithar,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb058.std,58,ゴーヤエルモ,Golooper,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.20,17.00
1,mb058.std,58,ゴーヤエルモ,Golooper,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb058.std,58,ゴーヤエルモ,Golooper,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb058.std,58,ゴーヤエルモ,Golooper,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb058.std,58,ゴーヤエルモ,Golooper,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb058.std,58,ゴーヤエルモ,Golooper,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB059.std,59,ナマトヌカ,Alusphere,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,9,1.00,5.00
1,MB059.std,59,ナマトヌカ,Alusphere,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB059.std,59,ナマトヌカ,Alusphere,3,Set Turn Speed,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB059.std,59,ナマトヌカ,Alusphere,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB059.std,59,ナマトヌカ,Alusphere,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB059.std,59,ナマトヌカ,Alusphere,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB060.std,60,モノノフ,Mereo,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.50,20.00
1,MB060.std,60,モノノフ,Mereo,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB060.std,60,モノノフ,Mereo,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.50
3,MB060.std,60,モノノフ,Mereo,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB060.std,60,モノノフ,Mereo,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB060.std,60,モノノフ,Mereo,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb061.std,61,ヴィヒム,Delzool,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,-1,None,2,0.60,4.10
1,mb061.std,61,ヴィヒム,Delzool,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb061.std,61,ヴィヒム,Delzool,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,-1,None,0,5.00,0.60
3,mb061.std,61,ヴィヒム,Delzool,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,35,???,2,5.00,0.30
4,mb061.std,61,ヴィヒム,Delzool,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b01010000100000000000000000000000,36,???,3,5.00,0.30
5,mb061.std,61,ヴィヒム,Delzool,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,37,???,3,5.00,0.30
0,mb062.std,62,ヒュドラ将兵,Defensor,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.60,13.60
1,mb062.std,62,ヒュドラ将兵,Defensor,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,mb062.std,62,ヒュドラ将兵,Defensor,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,mb062.std,62,ヒュドラ将兵,Defensor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,mb062.std,62,ヒュドラ将兵,Defensor,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,mb062.std,62,ヒュドラ将兵,Defensor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,mb063.std,63,シュリヌール,Ghrost,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.60,16.50
