Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,PC Flags,[V],[A],[F],[D],[E],[G],Retail Price in %,Order by Prio.,EU Order by ABC,Purchase Price,Feat. 1 ID,[Feat. 1 Name],Pad. 1,Feat. 1 Value,Feat. 2 ID,[Feat. 2 Name],Pad. 2,Feat. 2 Value,Feat. 3 ID,[Feat. 3 Name],Pad. 3,Feat. 3 Value,Feat. 4 ID,[Feat. 4 Name],Pad. 4,Feat. 4 Value,Pad. 5,Pad. 6,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.
119,0x8c344dcc,0x1a278,15,Berzerker Mail,0x1a11e,16,Malla Berzerker,0x1a40f,16,Maille de Furie,0x19d1a,15,Berzerker Mail,0x27,X,"","",X,X,X,50,56,4,4020,17,Defense,0,140,18,MagDef,0,140,16,Attack,0,20,19,Hit%,0,20,0,0,0x11c60,75,"Ein Waffenrock, der Vyse passt. Er erhöht die\\nKampffähigkeit des Trägers.",0x11b0f,77,"Tunica de la talla de Vyse, que aumenta la\\ndestreza en el campo de batalla.",0x11b18,89,Une tunique qui va bien à Vyse. Elle améliore\\nles talents de combat de son utilisateur.,0x11931,70,A tunic that fits Vyse. It enhances the wearer's\\nfighting abilities.
120,0x8c344ddc,0x1a287,12,Light Dress,0x1a12e,14,Túnica Ligera,0x1a41f,12,Robe d'Aika,0x19d29,12,Light Dress,0x18,"",X,X,"","","",75,57,31,940,17,Defense,0,70,18,MagDef,0,70,20,Dodge%,0,30,4,Quick,0,30,0,0,0x11cab,87,"Sehr leichte, aber widerstandsfähige Rüstung für\\nAika. Sie erhöht ihre Beweglichkeit.",0x11b5c,79,"Armadura de Aika, ligera pero resistente.\\nDiseñada para aumentar su agilidad.",0x11b71,74,Armure très légère mais de qualité pour Aika.\\nElle améliore son agilité.,0x11977,68,"Very light, yet durable armor for Aika. \\nIt increases her agility."
121,0x8c344de8,0x1a293,11,Focus Robe,0x1a13c,15,Túnica Enfoque,0x1a42b,11,Robe Focus,0x19d35,11,Focus Robe,0x18,"",X,X,"","","",75,58,21,970,17,Defense,0,70,18,MagDef,0,70,1,Will,0,100,-1,None,0,0,0,0,0x11d02,83,"Robe, die es der Trägerin erlaubt, durch mentale\\nEnergie ihren Willen zu stärken.",0x11bab,84,Esta túnica ayuda a canalizar la energía\\nmental y potenciar la fuerza de voluntad.,0x11bbb,99,"Une robe qui permet à l'utilisateur de canaliser\\nmentalement de l'énergie, augmentant sa volonté.",0x119bb,80,"A Robe that allows the wearer to mentally\\nchannel energy, increasing her will."
122,0x8c344df4,0x1a29e,17,Nasr Combat Mail,0x1a14b,11,Malla Nasr,0x1a436,15,Maille de Nasr,0x19d40,17,Nasr Combat Mail,0x3f,X,X,X,X,X,X,100,15,41,320,17,Defense,0,66,18,MagDef,0,66,16,Attack,0,5,1,Will,0,5,0,0,0x11d55,93,"Eine alte Uniform, die im Valua-Nasr-Krieg\\ngetragen wurde. Erhöht Angriffskraft und Spirit.",0x11bff,83,Uniforme de la guerra de Valua-Nasr que\\naumenta el poder de Ataque y de Espíritu.,0x11c1e,97,Un vieil uniforme porté à la guerre Valua-Nasr.\\nIl augmente la puissance d'attaque et l'Esprit.,0x11a0b,79,An old uniform worn in the Valua-Nasr War.\\nIt boosts attack power and spirit.
123,0x8c344e08,0x1a2af,14,De Loco Armor,0x1a156,17,Armadura De Loco,0x1a445,15,Armure De Loco,0x19d51,14,De Loco Armor,0x25,X,"","",X,"",X,100,50,11,2420,17,Defense,0,172,18,MagDef,0,147,-1,None,0,0,-1,None,0,0,0,0,0x11db2,76,"Eine unglaublich hässliche, aber effektive\\nRüstung, von De Loco entworfen.",0x11c52,74,"Una armadura muy útil, pero horriblemente\\nfea. Fue disenada por De Loco.",0x11c7f,57,Une armure très laide mais efficace conçue par\\nDe Loco.,0x11a5a,70,"An incredibly ugly, yet effective suit of armor\\ndesigned by De Loco."
124,0x8c344e18,0x1a2bd,15,Maiden's Armor,0x1a167,16,Armadura Bélica,0x1a454,15,Armure Amazone,0x19d5f,15,Maiden's Armor,0x18,"",X,X,"","","",100,28,34,840,17,Defense,0,103,18,MagDef,0,112,-1,None,0,0,-1,None,0,0,0,0,0x11dfe,76,"Legendäre Rüstung, die einer großen\\nKriegerin von Daccat überreicht wurde.",0x11c9c,63,Legendaria armadura concedida por Daccat\\na una gran guerrera.,0x11cb8,62,Armure légendaire offerte à une grande\\nguerrière par Daccat.,0x11aa0,60,Legendary armor given to a great female warrior\\nby Daccat.
125,0x8c344e28,0x1a2cc,12,Heavy Armor,0x1a177,16,Armadura Pesada,0x1a463,14,Armure Lourde,0x19d6e,12,Heavy Armor,0x27,X,"","",X,X,X,100,10,26,230,17,Defense,0,58,18,MagDef,0,53,-1,None,0,0,-1,None,0,0,0,0,0x11e4a,82,Sehr dicke und schwere Rüstung für einen Mann.\\nSchützt gegen physische Angriffe.,0x11cdb,79,Armadura muy pesada hecha para el hombre.\\nProtege contra los ataques fisicos.,0x11cf6,84,Armure très épaisse et lourde faite pour un\\nhomme. Protège des attaques physiques.,0x11adc,88,Very thick and heavy armor made for a man.\\nOffers protection against physical attacks.
126,0x8c344e34,0x1a2d8,13,Ancient Robe,0x1a187,17,Túnica Ancestral,0x1a471,14,Robe Ancienne,0x19d7a,13,Ancient Robe,0x1a,"",X,X,"",X,"",100,17,2,370,17,Defense,0,69,18,MagDef,0,82,-1,None,0,0,-1,None,0,0,0,0,0x11e9c,70,"Robe, die einem lang verstorbenen, einst\\nmächtigen Zauberer gehörte.",0x11d2a,66,Túnica perteneciente a un gran mago\\nque murió hace mucho tiempo.,0x11d4a,49,Une robe portée jadis par un magicien\\npuissant.,0x11b34,60,"A robe belonging to a long-dead, but once\\npowerful wizard."
127,0x8c344e44,0x1a2e5,13,De Loco Mail,0x1a198,14,Malla De Loco,0x1a47f,15,Maille De Loco,0x19d87,13,De Loco Mail,0x25,X,"","",X,"",X,100,21,12,730,17,Defense,0,99,18,MagDef,0,84,-1,None,0,0,-1,None,0,0,0,0,0x11ee2,87,"Eine von De Loco gefertigte Rüstung, die den\\nTräger vor Feindangriffen schützen soll.",0x11d6c,83,Armadura hecha por De Loco para proteger\\nal que la lleva de los ataques enemigos.,0x11d7b,95,"Une armure fabriquée par De Loco, conçue pour\\nprotéger son utilisateur des attaques ennemies.",0x11b70,88,"A suit of armor crafted by De Loco, designed\\nto protect the wearer from enemy attacks."
128,0x8c344e54,0x1a2f2,15,Daccat's Armor,0x1a1a6,16,Armadura Daccat,0x1a48e,17,Armure de Daccat,0x19d94,15,Daccat's Armor,0x35,X,X,"",X,"",X,100,29,9,910,17,Defense,0,108,18,MagDef,0,108,-1,None,0,0,-1,None,0,0,0,0,0x11f39,68,"Sehr widerstandsfähige, leichte Rüstung, die\\nDaccats Siegel trägt.",0x11dbf,78,"Armadura ligera pero muy resistente,\\nque lleva grabado el emblema de Daccat.",0x11dda,65,Armure légère et de qualité qui porte le sceau\\ngravé de Daccat.,0x11bc8,58,"Very durable, light armor, engraved with \\nDaccat's seal."
129,0x8c344e64,0x1a301,11,Moss Armor,0x1a1b6,15,Armadura Musgo,0x1a49f,17,Armure de Mousse,0x19da3,11,Moss Armor,0xa,"","",X,"",X,"",100,38,39,1280,17,Defense,0,126,18,MagDef,0,126,19,Hit%,0,20,20,Dodge%,0,10,0,0,0x11f7d,64,"Eine alte Rüstung, die aus Moos vom Dark Rift\\ngefertigt wurde.",0x11e0d,67,Vieja armadura fabricada con musgo\\nque crecia en la Gruta Oscura.,0x11e1b,76,Une vieille armure fabriquée avec de la mousse\\ntrouvée dans le Récif Noir.,0x11c02,65,An old suit of armor crafted from moss found in\\nthe Dark Rift. 
130,0x8c344e70,0x1a30c,15,Moonlight Robe,0x1a1c5,13,Túnica Lunar,0x1a4b0,15,Robe de Clarté,0x19dae,15,Moonlight Robe,0x18,"",X,X,"","","",100,43,38,4460,17,Defense,0,134,18,MagDef,0,145,20,Dodge%,0,20,-1,None,0,0,0,0,0x11fbd,95,"Schimmernde Robe, in der sich das Mondlicht wie\\nin einem stillen See bei Nacht widerspiegelt.",0x11e50,84,Esta túnica de tenue brillo refleja la luna\\ncomo un lago refleja la luz nocturna. ,0x11e67,83,Une robe chatoyante qui reflète le clair de lune\\ncomme un lac reflète la lumière.,0x11c43,89,"A shimmering robe that reflects moonlight, the\\nway a calm lake reflects light at night."
131,0x8c344e80,0x1a31b,13,Silver Armor,0x1a1d2,15,Armadura Plata,0x1a4bf,16,Armure d'Argent,0x19dbd,13,Silver Armor,0x3f,X,X,X,X,X,X,100,51,51,8580,17,Defense,0,160,18,MagDef,0,160,37,Silver,0,-2,-1,None,0,0,0,0,0x1201c,90,"Eine silberne Rüstung, die hohe Widerstands-\\nfähigkeit gegen silberne Angriffe aufweist.",0x11ea4,75,Una armadura de plata que ofrece gran\\nresistencia a los Ataques de Plata.,0x11eba,78,Une armure d'argent qui a un taux de résistance\\nélevé aux attaques d'Argent.,0x11c9c,70,A silver suit of armor that has a high\\nresistance to Silver attacks.
132,0x8c344e90,0x1a328,13,Victory Mail,0x1a1e1,15,Malla Victoria,0x1a4cf,16,Maille Victoire,0x19dca,13,Victory Mail,0x3f,X,X,X,X,X,X,100,22,57,620,17,Defense,0,90,18,MagDef,0,90,16,Attack,0,5,1,Will,0,5,0,0,0x12076,71,"Verzauberte Rüstung, die Angriffskraft und Willen\\ndes Trägers erhöht.",0x11eef,85,Armadura encantada que aumenta la fuerza de\\nataque y la voluntad de quien la lleva.,0x11f08,91,Armure enchantée qui améliore la puissance\\nd'attaque et la volonté de celui qui la porte.,0x11ce2,78,Enchanted suit of armor that raises the attack\\npower and will of the wearer.
133,0x8c344ea0,0x1a335,13,Flame Mantle,0x1a1f0,16,Traje Flamígero,0x1a4df,12,Robe Flamme,0x19dd7,13,Flame Mantle,0x27,X,"","",X,X,X,100,16,20,390,17,Defense,0,74,18,MagDef,0,69,-1,None,0,0,-1,None,0,0,0,0,0x120bd,71,"Ein Kleid, das aus außergewöhnlich leichtem\\nMaterial gefertigt wurde.",0x11f44,55,Traje fabricado de un material finísimo y\\nmuy ligero.,0x11f63,53,Une robe fabriquée avec un tissu extrêmement\\nléger.,0x11d30,53,A dress crafted from extremely light weight\\nfabric.
134,0x8c344eb0,0x1a342,13,Female Armor,0x1a200,14,Armadura Dama,0x1a4eb,16,Armure féminine,0x19de4,13,Female Armor,0x18,"",X,X,"","","",100,23,16,660,17,Defense,0,92,18,MagDef,0,99,-1,None,0,0,-1,None,0,0,0,0,0x12104,84,"Rüstung, die dem Körper der Frau angepasst ist\\nund sie vor Feindangriffen schützt.",0x11f7b,83,Diseñada para adaptarse al cuerpo de la\\nmujer. Protege de muchos tipos de ataque.,0x11f98,94,Armure conçue pour s'adapter au corps d'une\\nfemme et pour la protèger des attaques ennemies.,0x11d65,73,"Armor crafted to fit a woman's body, and\\nprotect it from enemy attacks."
135,0x8c344ec0,0x1a34f,11,Ghost Mail,0x1a20e,15,Malla Fantasma,0x1a4fb,15,Maille Fantôme,0x19df1,11,Ghost Mail,0x35,X,X,"",X,"",X,100,37,23,1310,17,Defense,0,128,18,MagDef,0,128,-1,None,0,0,-1,None,0,0,0,0,0x12158,77,"Eine merkwürdige Kluft, die bei Licht\\ndurchsichtig ist und seltsam schwebt.",0x11fce,79,Extraña malla que se pone transparente con\\nla luz y flota de forma fantasmal.,0x11ff6,77,"Tenue étrange, qui semble translucide\\net flotte tel un fantôme si on l'ôte.",0x11dae,86,"A strange outfit that appears translucent in\\nlight, and floats eerily when released."
136,0x8c344ecc,0x1a35a,16,Leichter Mantel,0x1a21d,13,Manto Ligero,0x1a50a,14,Manteau léger,0x19dfc,11,Light Coat,0xa,"","",X,"",X,"",100,30,30,830,17,Defense,0,103,18,MagDef,0,103,19,Hit%,0,10,20,Dodge%,0,5,0,0,0x121a5,64,"Ein leichter Mantel, der die\\nBeweglichkeit des Trägers erhöht.",0x1201d,67,Este manto de tejido ligero aumenta la \\nagilidad de quien lo usa.,0x12043,61,Manteau léger qui améliore l'agilité de celui\\nqui le porte.,0x11e04,57,A lightweight coat that increases the wearer's\\nagility.
137,0x8c344ed8,0x1a36a,11,Fiber Mail,0x1a22a,15,Malla de Fibra,0x1a518,17,Maille de Fibres,0x19e07,11,Fiber Mail,0x25,X,"","",X,"",X,100,47,17,2180,17,Defense,0,164,18,MagDef,0,139,-1,None,0,0,-1,None,0,0,0,0,0x121e5,94,"Sehr wirksame Rüstung, die aus einer speziellen\\nArt von Moos aus dem Dark Rift gewebt wurde.",0x12060,83,Malla extremadamente útil hecha con un tipo\\nespecial de musgo de la Gruta Oscura.,0x12080,92,"Armure très efficace, tissée avec une sorte de\\nmousse spéciale trouvée dans le Récif Noir.",0x11e3d,80,Very effective armor woven from a special type\\nof moss found in the Dark Rift.
138,0x8c344ee4,0x1a375,10,Moon Robe,0x1a239,15,Túnica de Luna,0x1a529,13,Robe Lunaire,0x19e12,10,Moon Robe,0x1a,"",X,X,"",X,"",100,42,37,1300,17,Defense,0,125,18,MagDef,0,146,-1,None,0,0,-1,None,0,0,0,0,0x12243,82,"Eine hübsche Robe, die nachts blau glüht.\\nWidersteht feindlichen Zaubersprüchen.",0x120b3,83,Preciosa túnica que de noche refleja el\\ncolor azul. A prueba de ataques enemigos.,0x120dc,87,Une robe magnifique qui luit de couleur bleu\\nla nuit. Résiste aux sortilèges ennemis.,0x11e8d,76,A beautiful robe that glows blue in the night.\\nResists enemy magic spells.
139,0x8c344ef0,0x1a37f,11,DUMMYBOUGU,0x1a248,11,DUMMYBOUGU,0x1a536,11,DUMMYBOUGU,0x19e1c,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x12295,9,DUMMY\\n ,0x12106,9,DUMMY\\n ,0x12133,9,DUMMY\\n ,0x11ed9,14,DUMMY\\n------
140,0x8c344ef0,0x1a38a,11,DUMMYBOUGU,0x1a253,11,DUMMYBOUGU,0x1a541,11,DUMMYBOUGU,0x19e27,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x1229e,9,DUMMY\\n ,0x1210f,9,DUMMY\\n ,0x1213c,9,DUMMY\\n ,0x11ee7,14,DUMMY\\n------
141,0x8c344ef0,0x1a395,11,DUMMYBOUGU,0x1a25e,11,DUMMYBOUGU,0x1a54c,11,DUMMYBOUGU,0x19e32,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x122a7,9,DUMMY\\n ,0x12118,9,DUMMY\\n ,0x12145,9,DUMMY\\n ,0x11ef5,14,DUMMY\\n------
142,0x8c344ef0,0x1a3a0,11,DUMMYBOUGU,0x1a269,11,DUMMYBOUGU,0x1a557,11,DUMMYBOUGU,0x19e3d,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x122b0,9,DUMMY\\n ,0x12121,9,DUMMY\\n ,0x1214e,9,DUMMY\\n ,0x11f03,14,DUMMY\\n------
143,0x8c344ef0,0x1a3ab,11,DUMMYBOUGU,0x1a274,11,DUMMYBOUGU,0x1a562,11,DUMMYBOUGU,0x19e48,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x122b9,9,DUMMY\\n ,0x1212a,9,DUMMY\\n ,0x12157,9,DUMMY\\n ,0x11f11,14,DUMMY\\n------
144,0x8c344ef0,0x1a3b6,11,DUMMYBOUGU,0x1a27f,11,DUMMYBOUGU,0x1a56d,11,DUMMYBOUGU,0x19e53,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x122c2,9,DUMMY\\n ,0x12133,9,DUMMY\\n ,0x12160,9,DUMMY\\n ,0x11f1f,14,DUMMY\\n------
145,0x8c344ef0,0x1a3c1,11,DUMMYBOUGU,0x1a28a,11,DUMMYBOUGU,0x1a578,11,DUMMYBOUGU,0x19e5e,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x122cb,9,DUMMY\\n ,0x1213c,9,DUMMY\\n ,0x12169,9,DUMMY\\n ,0x11f2d,14,DUMMY\\n------
146,0x8c344ef0,0x1a3cc,11,DUMMYBOUGU,0x1a295,11,DUMMYBOUGU,0x1a583,11,DUMMYBOUGU,0x19e69,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x122d4,9,DUMMY\\n ,0x12145,9,DUMMY\\n ,0x12172,9,DUMMY\\n ,0x11f3b,14,DUMMY\\n------
147,0x8c344ef0,0x1a3d7,11,DUMMYBOUGU,0x1a2a0,11,DUMMYBOUGU,0x1a58e,11,DUMMYBOUGU,0x19e74,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x122dd,9,DUMMY\\n ,0x1214e,9,DUMMY\\n ,0x1217b,9,DUMMY\\n ,0x11f49,14,DUMMY\\n------
148,0x8c344ef0,0x1a3e2,11,DUMMYBOUGU,0x1a2ab,11,DUMMYBOUGU,0x1a599,11,DUMMYBOUGU,0x19e7f,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x122e6,9,DUMMY\\n ,0x12157,9,DUMMY\\n ,0x12184,9,DUMMY\\n ,0x11f57,14,DUMMY\\n------
149,0x8c344ef0,0x1a3ed,11,DUMMYBOUGU,0x1a2b6,11,DUMMYBOUGU,0x1a5a4,11,DUMMYBOUGU,0x19e8a,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x122ef,9,DUMMY\\n ,0x12160,9,DUMMY\\n ,0x1218d,9,DUMMY\\n ,0x11f65,14,DUMMY\\n------
150,0x8c344ef0,0x1a3f8,11,DUMMYBOUGU,0x1a2c1,11,DUMMYBOUGU,0x1a5af,11,DUMMYBOUGU,0x19e95,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x122f8,9,DUMMY\\n ,0x12169,9,DUMMY\\n ,0x12196,9,DUMMY\\n ,0x11f73,14,DUMMY\\n------
151,0x8c344ef0,0x1a403,11,DUMMYBOUGU,0x1a2cc,11,DUMMYBOUGU,0x1a5ba,11,DUMMYBOUGU,0x19ea0,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x12301,9,DUMMY\\n ,0x12172,9,DUMMY\\n ,0x1219f,9,DUMMY\\n ,0x11f81,14,DUMMY\\n------
152,0x8c344ef0,0x1a40e,11,DUMMYBOUGU,0x1a2d7,11,DUMMYBOUGU,0x1a5c5,11,DUMMYBOUGU,0x19eab,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x1230a,9,DUMMY\\n ,0x1217b,9,DUMMY\\n ,0x121a8,9,DUMMY\\n ,0x11f8f,14,DUMMY\\n------
153,0x8c344ef0,0x1a419,11,DUMMYBOUGU,0x1a2e2,11,DUMMYBOUGU,0x1a5d0,11,DUMMYBOUGU,0x19eb6,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x12313,9,DUMMY\\n ,0x12184,9,DUMMY\\n ,0x121b1,9,DUMMY\\n ,0x11f9d,14,DUMMY\\n------
154,0x8c344ef0,0x1a424,11,DUMMYBOUGU,0x1a2ed,11,DUMMYBOUGU,0x1a5db,11,DUMMYBOUGU,0x19ec1,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x1231c,9,DUMMY\\n ,0x1218d,9,DUMMY\\n ,0x121ba,9,DUMMY\\n ,0x11fab,14,DUMMY\\n------
155,0x8c344ef0,0x1a42f,11,DUMMYBOUGU,0x1a2f8,11,DUMMYBOUGU,0x1a5e6,11,DUMMYBOUGU,0x19ecc,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x12325,9,DUMMY\\n ,0x12196,9,DUMMY\\n ,0x121c3,9,DUMMY\\n ,0x11fb9,14,DUMMY\\n------
156,0x8c344ef0,0x1a43a,11,DUMMYBOUGU,0x1a303,11,DUMMYBOUGU,0x1a5f1,11,DUMMYBOUGU,0x19ed7,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x1232e,9,DUMMY\\n ,0x1219f,9,DUMMY\\n ,0x121cc,9,DUMMY\\n ,0x11fc7,14,DUMMY\\n------
157,0x8c344ef0,0x1a445,11,DUMMYBOUGU,0x1a30e,11,DUMMYBOUGU,0x1a5fc,11,DUMMYBOUGU,0x19ee2,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x12337,9,DUMMY\\n ,0x121a8,9,DUMMY\\n ,0x121d5,9,DUMMY\\n ,0x11fd5,14,DUMMY\\n------
158,0x8c344ef0,0x1a450,11,DUMMYBOUGU,0x1a319,11,DUMMYBOUGU,0x1a607,11,DUMMYBOUGU,0x19eed,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x12340,9,DUMMY\\n ,0x121b1,9,DUMMY\\n ,0x121de,9,DUMMY\\n ,0x11fe3,14,DUMMY\\n------
159,0x8c344ef0,0x1a45b,11,DUMMYBOUGU,0x1a324,11,DUMMYBOUGU,0x1a612,11,DUMMYBOUGU,0x19ef8,11,DUMMYBOUGU,0x0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x12349,9,DUMMY\\n ,0x121ba,9,DUMMY\\n ,0x121e7,9,DUMMY\\n ,0x11ff1,14,DUMMY\\n------
