Entry ID,Magic EXP,Chara. #0 ID,[Chara. #0 name],Chara. #0 X,[Chara. #0 Y],Chara. #1 ID,[Chara. #1 name],Chara. #1 X,[Chara. #1 Y],Chara. #2 ID,[Chara. #2 name],Chara. #2 X,[Chara. #2 Y],Chara. #3 ID,[Chara. #3 name],Chara. #3 X,[Chara. #3 Y],Enemy #0 ID,[JP enemy #0 name],[US enemy #0 name],[EU enemy #0 name],Enemy #0 X,Enemy #0 Y,Enemy #1 ID,[JP enemy #1 name],[US enemy #1 name],[EU enemy #1 name],Enemy #1 X,Enemy #1 Y,Enemy #2 ID,[JP enemy #2 name],[US enemy #2 name],[EU enemy #2 name],Enemy #2 X,Enemy #2 Y,Enemy #3 ID,[JP enemy #3 name],[US enemy #3 name],[EU enemy #3 name],Enemy #3 X,Enemy #3 Y,Enemy #4 ID,[JP enemy #4 name],[US enemy #4 name],[EU enemy #4 name],Enemy #4 X,Enemy #4 Y,Enemy #5 ID,[JP enemy #5 name],[US enemy #5 name],[EU enemy #5 name],Enemy #5 X,Enemy #5 Y,Enemy #6 ID,[JP enemy #6 name],[US enemy #6 name],[EU enemy #6 name],Enemy #6 X,Enemy #6 Y,Unknown,Defeat cond. ID,[Defeat cond. name],Escape cond. ID,[Escape cond. name]
73,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,199,ルピー,Rupee,Rupee,5,2,209,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,58,1,May try again,1,Cannot escape
74,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,200,ルピー,Rupee,Rupee,5,2,210,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,82,1,May try again,1,Cannot escape
75,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,201,ルピー,Rupee,Rupee,5,2,211,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,102,1,May try again,1,Cannot escape
76,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,202,ルピー,Rupee,Rupee,5,2,212,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,122,1,May try again,1,Cannot escape
77,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,198,ルピー,Rupee,Rupee,5,2,208,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,42,1,May try again,1,Cannot escape
78,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,199,ルピー,Rupee,Rupee,5,2,209,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,58,1,May try again,1,Cannot escape
79,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,200,ルピー,Rupee,Rupee,5,2,210,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,82,1,May try again,1,Cannot escape
80,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,201,ルピー,Rupee,Rupee,5,2,211,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,102,1,May try again,1,Cannot escape
81,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,202,ルピー,Rupee,Rupee,5,2,212,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,122,1,May try again,1,Cannot escape
82,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,198,ルピー,Rupee,Rupee,5,2,208,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,42,1,May try again,1,Cannot escape
83,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,199,ルピー,Rupee,Rupee,5,2,209,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,58,1,May try again,1,Cannot escape
84,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,200,ルピー,Rupee,Rupee,5,2,210,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,82,1,May try again,1,Cannot escape
85,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,201,ルピー,Rupee,Rupee,5,2,211,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,102,1,May try again,1,Cannot escape
86,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,202,ルピー,Rupee,Rupee,5,2,212,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,122,1,May try again,1,Cannot escape
87,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,198,ルピー,Rupee,Rupee,5,2,208,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,42,1,May try again,1,Cannot escape
88,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,199,ルピー,Rupee,Rupee,5,2,209,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,58,1,May try again,1,Cannot escape
89,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,200,ルピー,Rupee,Rupee,5,2,210,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,82,1,May try again,1,Cannot escape
90,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,201,ルピー,Rupee,Rupee,5,2,211,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,102,1,May try again,1,Cannot escape
91,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,202,ルピー,Rupee,Rupee,5,2,212,バーツ,Barta,Barta,5,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,122,1,May try again,1,Cannot escape
92,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,233,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,118,1,May try again,1,Cannot escape
93,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,234,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
94,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,235,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
95,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,236,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
96,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,237,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
97,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,233,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,118,1,May try again,1,Cannot escape
98,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,234,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
99,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,235,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
100,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,236,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
101,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,237,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
102,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,233,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,118,1,May try again,1,Cannot escape
103,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,234,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
104,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,235,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
105,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,236,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
106,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,237,ガンナーム,Gunarm,Gunarm,4,1,254,フロック,Frock,Frock,4,5,254,フロック,Frock,Frock,6,5,254,フロック,Frock,Frock,5,5,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
107,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,178,タラ,Tara,Tara,5,4,183,リラ,Lira,Lira,6,2,188,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,118,1,May try again,1,Cannot escape
108,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,179,タラ,Tara,Tara,5,4,184,リラ,Lira,Lira,6,2,189,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
109,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,180,タラ,Tara,Tara,5,4,185,リラ,Lira,Lira,6,2,190,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
110,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,181,タラ,Tara,Tara,5,4,186,リラ,Lira,Lira,6,2,191,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
111,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,182,タラ,Tara,Tara,5,4,187,リラ,Lira,Lira,6,2,192,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
112,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,178,タラ,Tara,Tara,5,4,183,リラ,Lira,Lira,6,2,188,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,118,1,May try again,1,Cannot escape
113,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,179,タラ,Tara,Tara,5,4,184,リラ,Lira,Lira,6,2,189,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
114,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,180,タラ,Tara,Tara,5,4,185,リラ,Lira,Lira,6,2,190,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
115,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,181,タラ,Tara,Tara,5,4,186,リラ,Lira,Lira,6,2,191,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
116,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,182,タラ,Tara,Tara,5,4,187,リラ,Lira,Lira,6,2,192,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
117,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,178,タラ,Tara,Tara,5,4,183,リラ,Lira,Lira,6,2,188,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,118,1,May try again,1,Cannot escape
118,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,179,タラ,Tara,Tara,5,4,184,リラ,Lira,Lira,6,2,189,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
119,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,180,タラ,Tara,Tara,5,4,185,リラ,Lira,Lira,6,2,190,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
120,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,181,タラ,Tara,Tara,5,4,186,リラ,Lira,Lira,6,2,191,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
121,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,182,タラ,Tara,Tara,5,4,187,リラ,Lira,Lira,6,2,192,プラ,Pera,Pera,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
122,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,213,バイス,Vize,Vize,5,4,218,アニタ,Anita,Anita,6,2,223,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,150,1,May try again,1,Cannot escape
123,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,214,バイス,Vize,Vize,5,4,219,アニタ,Anita,Anita,6,2,224,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
124,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,215,バイス,Vize,Vize,5,4,220,アニタ,Anita,Anita,6,2,225,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
125,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,216,バイス,Vize,Vize,5,4,221,アニタ,Anita,Anita,6,2,226,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
126,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,217,バイス,Vize,Vize,5,4,222,アニタ,Anita,Anita,6,2,227,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
127,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,213,バイス,Vize,Vize,5,4,218,アニタ,Anita,Anita,6,2,223,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,150,1,May try again,1,Cannot escape
128,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,214,バイス,Vize,Vize,5,4,219,アニタ,Anita,Anita,6,2,224,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
129,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,215,バイス,Vize,Vize,5,4,220,アニタ,Anita,Anita,6,2,225,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
130,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,216,バイス,Vize,Vize,5,4,221,アニタ,Anita,Anita,6,2,226,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
131,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,217,バイス,Vize,Vize,5,4,222,アニタ,Anita,Anita,6,2,227,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
132,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,213,バイス,Vize,Vize,5,4,218,アニタ,Anita,Anita,6,2,223,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,150,1,May try again,1,Cannot escape
133,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,214,バイス,Vize,Vize,5,4,219,アニタ,Anita,Anita,6,2,224,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,162,1,May try again,1,Cannot escape
134,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,215,バイス,Vize,Vize,5,4,220,アニタ,Anita,Anita,6,2,225,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
135,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,216,バイス,Vize,Vize,5,4,221,アニタ,Anita,Anita,6,2,226,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
136,6,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,217,バイス,Vize,Vize,5,4,222,アニタ,Anita,Anita,6,2,227,フィーラ,Faina,Faina,4,2,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
137,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,193,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,158,1,May try again,1,Cannot escape
138,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,194,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
139,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,195,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
140,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,196,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
141,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,3,Drachma,7,7,197,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,242,1,May try again,1,Cannot escape
142,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,193,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,158,1,May try again,1,Cannot escape
143,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,194,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
144,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,195,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
145,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,196,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
146,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,4,Enrique,7,7,197,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,242,1,May try again,1,Cannot escape
147,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,193,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,158,1,May try again,1,Cannot escape
148,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,194,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,182,1,May try again,1,Cannot escape
149,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,195,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,202,1,May try again,1,Cannot escape
150,8,0,Vyse,4,8,1,Aika,6,8,2,Fina,3,7,5,Gilder,7,7,196,ダイコクヤ,Daikokuya,Daikokuya,4,1,248,ヨウジン,Youjin,Youjin,3,4,250,ボゥ,Boo,Boo,7,4,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,255,None,None,None,255,255,222,1,May try again,1,Cannot escape
