Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value,[Str Data]
862,0x337260,5,Shift_JIS,噴！,"""\x95\xAC\x81I"""
863,0x337290,5,Shift_JIS,滅！,"""\x96\xC5\x81I"""
864,0x3372c0,17,Shift_JIS,ミル・エスパーダ,"""\x83~\x83\x8B\x81E\x83G\x83X\x83p\x81[\x83_"""
865,0x3372f0,17,Shift_JIS,ラ・コロナシオン,"""\x83\x89\x81E\x83R\x83\x8D\x83i\x83V\x83I\x83\x93"""
866,0x337320,15,Shift_JIS,ハデにやろうぜ,"""\x83n\x83f\x82\xC9\x82\xE2\x82\xEB\x82\xA4\x82\xBA"""
867,0x337350,17,Shift_JIS,俺がギルダーだ！,"""\x89\xB4\x82\xAA\x83M\x83\x8B\x83_\x81[\x82\xBE\x81I"""
868,0x337380,11,Shift_JIS,リヴェンジ,"""\x83\x8A\x83\x94\x83F\x83\x93\x83W"""
869,0x3373b0,15,Shift_JIS,スカルシールド,"""\x83X\x83J\x83\x8B\x83V\x81[\x83\x8B\x83h"""
870,0x3373e0,15,Shift_JIS,デルタシールド,"""\x83f\x83\x8B\x83^\x83V\x81[\x83\x8B\x83h"""
871,0x337410,17,Shift_JIS,ユプシロンミラー,"""\x83\x86\x83v\x83V\x83\x8D\x83\x93\x83~\x83\x89\x81["""
872,0x337440,9,Shift_JIS,月の恵み,"""\x8C\x8E\x82\xCC\x8Cb\x82\xDD"""
873,0x337470,9,Shift_JIS,月の浄化,"""\x8C\x8E\x82\xCC\x8F\xF2\x89\xBB"""
874,0x3374a0,17,Shift_JIS,月の大いなるЖき,"""\x8C\x8E\x82\xCC\x91\xE5\x82\xA2\x82\xC8\x82\xE9\x84G\x82\xAB"""
875,0x3374d0,5,Shift_JIS,怒！,"""\x93{\x81I"""
876,0x337500,11,Shift_JIS,エスクード,"""\x83G\x83X\x83N\x81[\x83h"""
877,0x337530,13,Shift_JIS,効かねえなあ,"""\x8C\xF8\x82\xA9\x82\xCB\x82\xA6\x82\xC8\x82\xA0"""
878,0x337560,11,Shift_JIS,クルー召喚,"""\x83N\x83\x8B\x81[\x8F\xA2\x8A\xAB"""
879,0x337590,9,Shift_JIS,４人合体,"""\x82S\x90l\x8D\x87\x91\xCC"""
880,0x3375c0,8,Shift_JIS,Cutlass,"""Cutlass"""
881,0x3375e0,13,Shift_JIS,空賊のナイフ,"""\x8B\xF3\x91\xAF\x82\xCC\x83i\x83C\x83t"""
882,0x337600,12,Shift_JIS,Sea Cutlass,"""Sea Cutlass"""
883,0x337620,11,Shift_JIS,古き良き剣,"""\x8C\xC3\x82\xAB\x97\xC7\x82\xAB\x8C\x95"""
884,0x337640,9,Shift_JIS,処刑の剣,"""\x8F\x88\x8CY\x82\xCC\x8C\x95"""
885,0x337660,12,Shift_JIS,Sky Cutlass,"""Sky Cutlass"""
886,0x337680,9,Shift_JIS,聖なる剣,"""\x90\xB9\x82\xC8\x82\xE9\x8C\x95"""
887,0x3376a0,13,Shift_JIS,ナスルソード,"""\x83i\x83X\x83\x8B\x83\\\x81[\x83h"""
888,0x3376c0,13,Shift_JIS,ダカットの剣,"""\x83_\x83J\x83b\x83g\x82\xCC\x8C\x95"""
889,0x3376e0,15,Shift_JIS,ディスカバリー,"""\x83f\x83B\x83X\x83J\x83o\x83\x8A\x81["""
890,0x337700,9,Shift_JIS,大地の剣,"""\x91\xE5\x92n\x82\xCC\x8C\x95"""
891,0x337720,11,Shift_JIS,夢追いの剣,"""\x96\xB2\x92\xC7\x82\xA2\x82\xCC\x8C\x95"""
892,0x337740,9,Shift_JIS,ヒデヨシ,"""\x83q\x83f\x83\x88\x83V"""
893,0x337760,9,Shift_JIS,ノブナガ,"""\x83m\x83u\x83i\x83K"""
894,0x337780,9,Shift_JIS,イエヤス,"""\x83C\x83G\x83\x84\x83X"""
895,0x3377a0,13,Shift_JIS,銀のカトラス,"""\x8B\xE2\x82\xCC\x83J\x83g\x83\x89\x83X"""
896,0x3377c0,10,Shift_JIS,Boomerang,"""Boomerang"""
897,0x3377e0,13,Shift_JIS,ガルウィング,"""\x83K\x83\x8B\x83E\x83B\x83\x93\x83O"""
898,0x337800,13,Shift_JIS,船乗りの飛刀,"""\x91D\x8F\xE6\x82\xE8\x82\xCC\x94\xF2\x93\x81"""
899,0x337820,7,Shift_JIS,氷の翼,"""\x95X\x82\xCC\x97\x83"""
900,0x337840,17,Shift_JIS,Leather Crescent,"""Leather Crescent"""
901,0x337860,11,Shift_JIS,古代の飛刀,"""\x8C\xC3\x91\xE3\x82\xCC\x94\xF2\x93\x81"""
902,0x337880,11,Shift_JIS,原人の飛刀,"""\x8C\xB4\x90l\x82\xCC\x94\xF2\x93\x81"""
903,0x3378a0,11,Shift_JIS,バルメラン,"""\x83o\x83\x8B\x83\x81\x83\x89\x83\x93"""
904,0x3378c0,9,Shift_JIS,勾玉の翼,"""\x8C\xF9\x8B\xCA\x82\xCC\x97\x83"""
905,0x3378e0,13,Shift_JIS,遊牧民の飛刀,"""\x97V\x96q\x96\xAF\x82\xCC\x94\xF2\x93\x81"""
906,0x337900,9,Shift_JIS,希望の翼,"""\x8A\xF3\x96]\x82\xCC\x97\x83"""
907,0x337920,11,Shift_JIS,呪いの飛刀,"""\x8E\xF4\x82\xA2\x82\xCC\x94\xF2\x93\x81"""
908,0x337940,9,Shift_JIS,風神の翼,"""\x95\x97\x90_\x82\xCC\x97\x83"""
909,0x337960,13,Shift_JIS,バルウィング,"""\x83o\x83\x8B\x83E\x83B\x83\x93\x83O"""
910,0x337980,13,Shift_JIS,スカルボーン,"""\x83X\x83J\x83\x8B\x83{\x81[\x83\x93"""
911,0x3379a0,7,Shift_JIS,舞梅蘭,"""\x95\x91\x94~\x97\x96"""
912,0x3379c0,11,Shift_JIS,キュピル１,"""\x83L\x83\x85\x83s\x83\x8B\x82P"""
913,0x3379e0,13,Shift_JIS,Cupil Knight,"""Cupil Knight"""
914,0x337a00,11,Shift_JIS,キュピル３,"""\x83L\x83\x85\x83s\x83\x8B\x82R"""
915,0x337a20,11,Shift_JIS,キュピル４,"""\x83L\x83\x85\x83s\x83\x8B\x82S"""
916,0x337a40,11,Shift_JIS,キュピル５,"""\x83L\x83\x85\x83s\x83\x8B\x82T"""
917,0x337a60,11,Shift_JIS,キュピル６,"""\x83L\x83\x85\x83s\x83\x8B\x82U"""
918,0x337a80,11,Shift_JIS,キュピル７,"""\x83L\x83\x85\x83s\x83\x8B\x82V"""
919,0x337aa0,11,Shift_JIS,キュピル８,"""\x83L\x83\x85\x83s\x83\x8B\x82W"""
920,0x337ac0,11,Shift_JIS,キュピル９,"""\x83L\x83\x85\x83s\x83\x8B\x82X"""
921,0x337ae0,13,Shift_JIS,キュピル１０,"""\x83L\x83\x85\x83s\x83\x8B\x82P\x82O"""
922,0x337b00,13,Shift_JIS,キュピル１１,"""\x83L\x83\x85\x83s\x83\x8B\x82P\x82P"""
923,0x337b20,13,Shift_JIS,キュピル１２,"""\x83L\x83\x85\x83s\x83\x8B\x82P\x82Q"""
924,0x337b40,13,Shift_JIS,キュピル１３,"""\x83L\x83\x85\x83s\x83\x8B\x82P\x82R"""
925,0x337b60,13,Shift_JIS,キュピル１４,"""\x83L\x83\x85\x83s\x83\x8B\x82P\x82S"""
926,0x337b80,13,Shift_JIS,キュピル１５,"""\x83L\x83\x85\x83s\x83\x8B\x82P\x82T"""
927,0x337ba0,13,Shift_JIS,キュピル１６,"""\x83L\x83\x85\x83s\x83\x8B\x82P\x82U"""
928,0x337bc0,5,Shift_JIS,義手,"""\x8B`\x8E\xE8"""
929,0x337be0,7,Shift_JIS,カギ爪,"""\x83J\x83M\x92\xDC"""
930,0x337c00,17,Shift_JIS,モーニングスター,"""\x83\x82\x81[\x83j\x83\x93\x83O\x83X\x83^\x81["""
931,0x337c20,11,Shift_JIS,デ式アーム,"""\x83f\x8E\xAE\x83A\x81[\x83\x80"""
932,0x337c40,15,Shift_JIS,ギルガメッシュ,"""\x83M\x83\x8B\x83K\x83\x81\x83b\x83V\x83\x85"""
933,0x337c60,15,Shift_JIS,パロットアーム,"""\x83p\x83\x8D\x83b\x83g\x83A\x81[\x83\x80"""
934,0x337c80,11,Shift_JIS,デ式ドリル,"""\x83f\x8E\xAE\x83h\x83\x8A\x83\x8B"""
935,0x337ca0,11,Shift_JIS,発掘アーム,"""\x94\xAD\x8C@\x83A\x81[\x83\x80"""
936,0x337cc0,11,Shift_JIS,古代アーム,"""\x8C\xC3\x91\xE3\x83A\x81[\x83\x80"""
937,0x337ce0,15,Shift_JIS,シルバーアーム,"""\x83V\x83\x8B\x83o\x81[\x83A\x81[\x83\x80"""
938,0x337d00,9,Shift_JIS,レイピア,"""\x83\x8C\x83C\x83s\x83A"""
939,0x337d20,15,Shift_JIS,レアルブレード,"""\x83\x8C\x83A\x83\x8B\x83u\x83\x8C\x81[\x83h"""
940,0x337d40,11,Shift_JIS,王家の宝刀,"""\x89\xA4\x89\xC6\x82\xCC\x95\xF3\x93\x81"""
941,0x337d60,13,Shift_JIS,古代戦士の刀,"""\x8C\xC3\x91\xE3\x90\xED\x8Em\x82\xCC\x93\x81"""
942,0x337d80,7,Shift_JIS,紫氷刀,"""\x8E\x87\x95X\x93\x81"""
943,0x337da0,7,Shift_JIS,青波刀,"""\x90\xC2\x94g\x93\x81"""
944,0x337dc0,11,Shift_JIS,俺様の拳銃,"""\x89\xB4\x97l\x82\xCC\x8C\x9D\x8Fe"""
945,0x337de0,13,Shift_JIS,ナスル式拳銃,"""\x83i\x83X\x83\x8B\x8E\xAE\x8C\x9D\x8Fe"""
946,0x337e00,15,Shift_JIS,古代勇者の拳銃,"""\x8C\xC3\x91\xE3\x97E\x8E\xD2\x82\xCC\x8C\x9D\x8Fe"""
947,0x337e20,13,Shift_JIS,バルア式拳銃,"""\x83o\x83\x8B\x83A\x8E\xAE\x8C\x9D\x8Fe"""
948,0x337e40,9,Shift_JIS,暗殺短銃,"""\x88\xC3\x8EE\x92Z\x8Fe"""
949,0x337e60,15,Shift_JIS,ダカットの拳銃,"""\x83_\x83J\x83b\x83g\x82\xCC\x8C\x9D\x8Fe"""
950,0x337e80,13,Shift_JIS,ギルダーＳＰ,"""\x83M\x83\x8B\x83_\x81[\x82r\x82o"""
951,0x337ea0,11,Shift_JIS,ダミー武器,"""\x83_\x83~\x81[\x95\x90\x8A\xED"""
952,0x337ec0,11,Shift_JIS,ダミー武器,"""\x83_\x83~\x81[\x95\x90\x8A\xED"""
953,0x337ee0,11,Shift_JIS,ダミー武器,"""\x83_\x83~\x81[\x95\x90\x8A\xED"""
954,0x337f00,11,Shift_JIS,ダミー武器,"""\x83_\x83~\x81[\x95\x90\x8A\xED"""
955,0x337f20,11,Shift_JIS,ダミー武器,"""\x83_\x83~\x81[\x95\x90\x8A\xED"""
956,0x337f40,11,Shift_JIS,ダミー武器,"""\x83_\x83~\x81[\x95\x90\x8A\xED"""
957,0x337f60,11,Shift_JIS,ダミー武器,"""\x83_\x83~\x81[\x95\x90\x8A\xED"""
958,0x337f80,11,Shift_JIS,ダミー武器,"""\x83_\x83~\x81[\x95\x90\x8A\xED"""
959,0x337fa0,11,Shift_JIS,ダミー武器,"""\x83_\x83~\x81[\x95\x90\x8A\xED"""
960,0x337fc0,11,Shift_JIS,ヴァイス服,"""\x83\x94\x83@\x83C\x83X\x95\x9E"""
961,0x337fe8,9,Shift_JIS,アイカ服,"""\x83A\x83C\x83J\x95\x9E"""
962,0x338010,10,Shift_JIS,Silk Robe,"""Silk Robe"""
963,0x338038,11,Shift_JIS,ドラクマ服,"""\x83h\x83\x89\x83N\x83}\x95\x9E"""
964,0x338060,13,Shift_JIS,エンリック服,"""\x83G\x83\x93\x83\x8A\x83b\x83N\x95\x9E"""
965,0x338088,11,Shift_JIS,ギルダー服,"""\x83M\x83\x8B\x83_\x81[\x95\x9E"""
966,0x3380b0,17,Shift_JIS,Leather Clothing,"""Leather Clothing"""
967,0x3380d8,15,Shift_JIS,Pirate Clothes,"""Pirate Clothes"""
968,0x338100,9,Shift_JIS,クルー服,"""\x83N\x83\x8B\x81[\x95\x9E"""
969,0x338128,11,Shift_JIS,綿のローブ,"""\x96\xC8\x82\xCC\x83\x8D\x81[\x83u"""
970,0x338150,17,Shift_JIS,Soranche Clothes,"""Soranche Clothes"""
971,0x338178,9,Shift_JIS,丈夫な服,"""\x8F\xE4\x95v\x82\xC8\x95\x9E"""
972,0x3381a0,11,Shift_JIS,シーマン服,"""\x83V\x81[\x83}\x83\x93\x95\x9E"""
973,0x3381c8,9,Shift_JIS,高貴な衣,"""\x8D\x82\x8BM\x82\xC8\x88\xDF"""
974,0x3381f0,7,Shift_JIS,鉄の鎧,"""\x93S\x82\xCC\x8AZ"""
975,0x338218,15,Shift_JIS,シルクのローブ,"""\x83V\x83\x8B\x83N\x82\xCC\x83\x8D\x81[\x83u"""
976,0x338240,11,Shift_JIS,鉱夫ツナギ,"""\x8Dz\x95v\x83c\x83i\x83M"""
977,0x338268,15,Shift_JIS,ステキなビキニ,"""\x83X\x83e\x83L\x82\xC8\x83r\x83L\x83j"""
978,0x338290,9,Shift_JIS,黄金の鎧,"""\x89\xA9\x8B\xE0\x82\xCC\x8AZ"""
979,0x3382b8,9,Shift_JIS,戦いの服,"""\x90\xED\x82\xA2\x82\xCC\x95\x9E"""
980,0x3382e0,11,Shift_JIS,ネイビー服,"""\x83l\x83C\x83r\x81[\x95\x9E"""
981,0x338308,11,Shift_JIS,アラビアン,"""\x83A\x83\x89\x83r\x83A\x83\x93"""
982,0x338330,13,Shift_JIS,キャラバン服,"""\x83L\x83\x83\x83\x89\x83o\x83\x93\x95\x9E"""
983,0x338358,13,Shift_JIS,貴族のローブ,"""\x8BM\x91\xB0\x82\xCC\x83\x8D\x81[\x83u"""
984,0x338380,9,Shift_JIS,希望の服,"""\x8A\xF3\x96]\x82\xCC\x95\x9E"""
985,0x3383a8,7,Shift_JIS,鋼の鎧,"""\x8D|\x82\xCC\x8AZ"""
986,0x3383d0,13,Shift_JIS,伝説のローブ,"""\x93`\x90\xE0\x82\xCC\x83\x8D\x81[\x83u"""
987,0x3383f8,11,Shift_JIS,鎖かたびら,"""\x8D\xBD\x82\xA9\x82\xBD\x82\xD1\x82\xE7"""
988,0x338420,13,Shift_JIS,ウミンチュ服,"""\x83E\x83~\x83\x93\x83`\x83\x85\x95\x9E"""
989,0x338448,9,Shift_JIS,王族の衣,"""\x89\xA4\x91\xB0\x82\xCC\x88\xDF"""
990,0x338470,15,Shift_JIS,ネプチューン服,"""\x83l\x83v\x83`\x83\x85\x81[\x83\x93\x95\x9E"""
991,0x338498,9,Shift_JIS,水神の衣,"""\x90\x85\x90_\x82\xCC\x88\xDF"""
992,0x3384c0,15,Shift_JIS,もっこりスーツ,"""\x82\xE0\x82\xC1\x82\xB1\x82\xE8\x83X\x81[\x83c"""
993,0x3384e8,14,Shift_JIS,Leather Skirt,"""Leather Skirt"""
994,0x338510,9,Shift_JIS,最後の服,"""\x8D\xC5\x8C\xE3\x82\xCC\x95\x9E"""
995,0x338538,15,Shift_JIS,アルカディア服,"""\x83A\x83\x8B\x83J\x83f\x83B\x83A\x95\x9E"""
996,0x338560,9,Shift_JIS,真実の衣,"""\x90^\x8E\xC0\x82\xCC\x88\xDF"""
997,0x338588,9,Shift_JIS,聖戦の鎧,"""\x90\xB9\x90\xED\x82\xCC\x8AZ"""
998,0x3385b0,13,Shift_JIS,奇跡のローブ,"""\x8A\xEF\x90\xD5\x82\xCC\x83\x8D\x81[\x83u"""
999,0x3385d8,13,Shift_JIS,ヴァイスＳＰ,"""\x83\x94\x83@\x83C\x83X\x82r\x82o"""
1000,0x338600,11,Shift_JIS,アイカＳＰ,"""\x83A\x83C\x83J\x82r\x82o"""
1001,0x338628,13,Shift_JIS,ファイナＳＰ,"""\x83t\x83@\x83C\x83i\x82r\x82o"""
1002,0x338650,13,Shift_JIS,ドラクマＳＰ,"""\x83h\x83\x89\x83N\x83}\x82r\x82o"""
1003,0x338678,15,Shift_JIS,エンリックＳＰ,"""\x83G\x83\x93\x83\x8A\x83b\x83N\x82r\x82o"""
1004,0x3386a0,13,Shift_JIS,ギルダーＳＰ,"""\x83M\x83\x8B\x83_\x81[\x82r\x82o"""
1005,0x3386c8,7,Shift_JIS,銀の服,"""\x8B\xE2\x82\xCC\x95\x9E"""
1006,0x3386f0,11,Shift_JIS,清掃ツナギ,"""\x90\xB4\x91|\x83c\x83i\x83M"""
1007,0x338718,11,Shift_JIS,天女の羽衣,"""\x93V\x8F\x97\x82\xCC\x89H\x88\xDF"""
1008,0x338740,13,Shift_JIS,ダカットの服,"""\x83_\x83J\x83b\x83g\x82\xCC\x95\x9E"""
1009,0x338768,15,Shift_JIS,レオナルドの服,"""\x83\x8C\x83I\x83i\x83\x8B\x83h\x82\xCC\x95\x9E"""
1010,0x338790,17,Shift_JIS,クリスタルメイル,"""\x83N\x83\x8A\x83X\x83^\x83\x8B\x83\x81\x83C\x83\x8B"""
1011,0x3387b8,11,Shift_JIS,ラーの煌布,"""\x83\x89\x81[\x82\xCC\xE0\x8A\x95z"""
1012,0x3387e0,13,Shift_JIS,ＥＣ宝レア０,"""\x82d\x82b\x95\xF3\x83\x8C\x83A\x82O"""
1013,0x338808,13,Shift_JIS,ＥＣ宝レア１,"""\x82d\x82b\x95\xF3\x83\x8C\x83A\x82P"""
1014,0x338830,13,Shift_JIS,ＥＣ宝レア２,"""\x82d\x82b\x95\xF3\x83\x8C\x83A\x82Q"""
1015,0x338858,13,Shift_JIS,ＥＣ宝レア３,"""\x82d\x82b\x95\xF3\x83\x8C\x83A\x82R"""
1016,0x338880,13,Shift_JIS,ＥＣ宝レア４,"""\x82d\x82b\x95\xF3\x83\x8C\x83A\x82S"""
1017,0x3388a8,13,Shift_JIS,ＥＣ宝レア５,"""\x82d\x82b\x95\xF3\x83\x8C\x83A\x82T"""
1018,0x3388d0,13,Shift_JIS,ＥＣ宝レア６,"""\x82d\x82b\x95\xF3\x83\x8C\x83A\x82U"""
1019,0x3388f8,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1020,0x338920,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1021,0x338948,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1022,0x338970,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1023,0x338998,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1024,0x3389c0,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1025,0x3389e8,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1026,0x338a10,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1027,0x338a38,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1028,0x338a60,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1029,0x338a88,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1030,0x338ab0,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1031,0x338ad8,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1032,0x338b00,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1033,0x338b28,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1034,0x338b50,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1035,0x338b78,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1036,0x338ba0,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1037,0x338bc8,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1038,0x338bf0,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1039,0x338c18,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1040,0x338c40,13,Shift_JIS,Ж防の指輪１,"""\x84G\x96h\x82\xCC\x8Ew\x97\xD6\x82P"""
1041,0x338c68,13,Shift_JIS,Ж防の指輪２,"""\x84G\x96h\x82\xCC\x8Ew\x97\xD6\x82Q"""
1042,0x338c90,12,Shift_JIS,Ring of Oak,"""Ring of Oak"""
1043,0x338cb8,13,Shift_JIS,気力の指輪２,"""\x8BC\x97\xCD\x82\xCC\x8Ew\x97\xD6\x82Q"""
1044,0x338ce0,13,Shift_JIS,Ж術の指輪１,"""\x84G\x8Fp\x82\xCC\x8Ew\x97\xD6\x82P"""
1045,0x338d08,13,Shift_JIS,Ж術の指輪２,"""\x84G\x8Fp\x82\xCC\x8Ew\x97\xD6\x82Q"""
1046,0x338d30,15,Shift_JIS,Ж術無効の指輪,"""\x84G\x8Fp\x96\xB3\x8C\xF8\x82\xCC\x8Ew\x97\xD6"""
1047,0x338d58,11,Shift_JIS,気合の指輪,"""\x8BC\x8D\x87\x82\xCC\x8Ew\x97\xD6"""
1048,0x338d80,13,Shift_JIS,攻撃の腕輪１,"""\x8DU\x8C\x82\x82\xCC\x98r\x97\xD6\x82P"""
1049,0x338da8,13,Shift_JIS,攻撃の腕輪２,"""\x8DU\x8C\x82\x82\xCC\x98r\x97\xD6\x82Q"""
1050,0x338dd0,13,Shift_JIS,防御の腕輪１,"""\x96h\x8C\xE4\x82\xCC\x98r\x97\xD6\x82P"""
1051,0x338df8,13,Shift_JIS,防御の腕輪２,"""\x96h\x8C\xE4\x82\xCC\x98r\x97\xD6\x82Q"""
1052,0x338e20,13,Shift_JIS,命中の腕輪１,"""\x96\xBD\x92\x86\x82\xCC\x98r\x97\xD6\x82P"""
1053,0x338e48,13,Shift_JIS,命中の腕輪２,"""\x96\xBD\x92\x86\x82\xCC\x98r\x97\xD6\x82Q"""
1054,0x338e70,13,Shift_JIS,回避の腕輪１,"""\x89\xF1\x94\xF0\x82\xCC\x98r\x97\xD6\x82P"""
1055,0x338e98,13,Shift_JIS,回避の腕輪２,"""\x89\xF1\x94\xF0\x82\xCC\x98r\x97\xD6\x82Q"""
1056,0x338ec0,9,Shift_JIS,Warbeads,"""Warbeads"""
1057,0x338ee8,11,Shift_JIS,守りの腕輪,"""\x8E\xE7\x82\xE8\x82\xCC\x98r\x97\xD6"""
1058,0x338f10,13,Shift_JIS,万能の腕輪１,"""\x96\x9C\x94\\\x82\xCC\x98r\x97\xD6\x82P"""
1059,0x338f38,13,Shift_JIS,アレスの腕輪,"""\x83A\x83\x8C\x83X\x82\xCC\x98r\x97\xD6"""
1060,0x338f60,11,Shift_JIS,反撃の腕輪,"""\x94\xBD\x8C\x82\x82\xCC\x98r\x97\xD6"""
1061,0x338f88,15,Shift_JIS,攻撃無効の腕輪,"""\x8DU\x8C\x82\x96\xB3\x8C\xF8\x82\xCC\x98r\x97\xD6"""
1062,0x338fb0,17,Shift_JIS,Marocca's bangle,"""Marocca's bangle"""
1063,0x338fd8,15,Shift_JIS,守りの首飾り２,"""\x8E\xE7\x82\xE8\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8\x82Q"""
1064,0x339000,13,Shift_JIS,無毒の首飾り,"""\x96\xB3\x93\xC5\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8"""
1065,0x339028,13,Shift_JIS,不死の首飾り,"""\x95s\x8E\x80\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8"""
1066,0x339050,13,Shift_JIS,人形の首飾り,"""\x90l\x8C`\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8"""
1067,0x339078,15,Shift_JIS,眠らずの首飾り,"""\x96\xB0\x82\xE7\x82\xB8\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8"""
1068,0x3390a0,15,Shift_JIS,乱れずの首飾り,"""\x97\x90\x82\xEA\x82\xB8\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8"""
1069,0x3390c8,15,Shift_JIS,うるさい首飾り,"""\x82\xA4\x82\xE9\x82\xB3\x82\xA2\x8E\xF1\x8F\xFC\x82\xE8"""
1070,0x3390f0,13,Shift_JIS,元気の首飾り,"""\x8C\xB3\x8BC\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8"""
1071,0x339118,13,Shift_JIS,タカの首飾り,"""\x83^\x83J\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8"""
1072,0x339140,15,Shift_JIS,Stonehawk Beak,"""Stonehawk Beak"""
1073,0x339168,15,Shift_JIS,攻めの首飾り２,"""\x8DU\x82\xDF\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8\x82Q"""
1074,0x339190,15,Shift_JIS,万能の首飾り１,"""\x96\x9C\x94\\\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8\x82P"""
1075,0x3391b8,15,Shift_JIS,万能の首飾り２,"""\x96\x9C\x94\\\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8\x82Q"""
1076,0x3391e0,15,Shift_JIS,生命力の首飾り,"""\x90\xB6\x96\xBD\x97\xCD\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8"""
1077,0x339208,15,Shift_JIS,器用さの首飾り,"""\x8A\xED\x97p\x82\xB3\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8"""
1078,0x339230,15,Shift_JIS,素早さの首飾り,"""\x91f\x91\x81\x82\xB3\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8"""
1079,0x339258,13,Shift_JIS,奇跡の首飾り,"""\x8A\xEF\x90\xD5\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8"""
1080,0x339280,13,Shift_JIS,肉弾の首飾り,"""\x93\xF7\x92e\x82\xCC\x8E\xF1\x8F\xFC\x82\xE8"""
1081,0x3392a8,7,Shift_JIS,Ribbon,"""Ribbon"""
1082,0x3392d0,9,Shift_JIS,髪飾り２,"""\x94\xAF\x8F\xFC\x82\xE8\x82Q"""
1083,0x3392f8,9,Shift_JIS,髪飾りＳ,"""\x94\xAF\x8F\xFC\x82\xE8\x82r"""
1084,0x339320,7,Shift_JIS,Goggle,"""Goggle"""
1085,0x339348,11,Shift_JIS,ゴーグル２,"""\x83S\x81[\x83O\x83\x8B\x82Q"""
1086,0x339370,11,Shift_JIS,ゴーグルＳ,"""\x83S\x81[\x83O\x83\x8B\x82r"""
1087,0x339398,9,Shift_JIS,パイプ１,"""\x83p\x83C\x83v\x82P"""
1088,0x3393c0,9,Shift_JIS,パイプ２,"""\x83p\x83C\x83v\x82Q"""
1089,0x3393e8,13,Shift_JIS,ガッツのブラ,"""\x83K\x83b\x83c\x82\xCC\x83u\x83\x89"""
1090,0x339410,13,Shift_JIS,出会いのブラ,"""\x8Fo\x89\xEF\x82\xA2\x82\xCC\x83u\x83\x89"""
1091,0x339438,11,Shift_JIS,別れのブラ,"""\x95\xCA\x82\xEA\x82\xCC\x83u\x83\x89"""
1092,0x339460,11,Shift_JIS,ヴァイス用,"""\x83\x94\x83@\x83C\x83X\x97p"""
1093,0x339488,9,Shift_JIS,アイカ用,"""\x83A\x83C\x83J\x97p"""
1094,0x3394b0,11,Shift_JIS,ファイナ用,"""\x83t\x83@\x83C\x83i\x97p"""
1095,0x3394d8,11,Shift_JIS,ドラクマ用,"""\x83h\x83\x89\x83N\x83}\x97p"""
1096,0x339500,13,Shift_JIS,エンリック用,"""\x83G\x83\x93\x83\x8A\x83b\x83N\x97p"""
