Entry ID,[Filter],[Enemy Ship ID],[Enemy Ship Name],Unk.,Task Rating,Task A Type ID,[Task A Type Name],Task A Arm. ID,Task A Param. ID,[Task A Param. Name],Task A Arm. Range,Task B Type ID,[Task B Type Name],Task B Arm. ID,Task B Param. ID,[Task B Param. Name],Task B Arm. Range
54,R535A.BIN,27,イェラーガ,3,50,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
55,R535A.BIN,27,イェラーガ,3,80,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
0,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
1,R537A.BIN,30,ラージャ,3,70,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
2,R537A.BIN,30,ラージャ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
3,R537A.BIN,30,ラージャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
4,R537A.BIN,30,ラージャ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
5,R537A.BIN,30,ラージャ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
6,R537A.BIN,30,ラージャ,3,50,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
7,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
8,R537A.BIN,30,ラージャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
9,R537A.BIN,30,ラージャ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
10,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
11,R537A.BIN,30,ラージャ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
12,R537A.BIN,30,ラージャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
13,R537A.BIN,30,ラージャ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
14,R537A.BIN,30,ラージャ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
15,R537A.BIN,30,ラージャ,3,20,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
16,R537A.BIN,30,ラージャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
17,R537A.BIN,30,ラージャ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
18,R537A.BIN,30,ラージャ,3,50,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
19,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
20,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
21,R537A.BIN,30,ラージャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
22,R537A.BIN,30,ラージャ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
23,R537A.BIN,30,ラージャ,3,80,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
24,R537A.BIN,30,ラージャ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
25,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
26,R537A.BIN,30,ラージャ,3,50,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
27,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
28,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
29,R537A.BIN,30,ラージャ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
30,R537A.BIN,30,ラージャ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
31,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
32,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
33,R537A.BIN,30,ラージャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
34,R537A.BIN,30,ラージャ,3,60,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
35,R537A.BIN,30,ラージャ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
36,R537A.BIN,30,ラージャ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
37,R537A.BIN,30,ラージャ,3,60,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
38,R537A.BIN,30,ラージャ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
39,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
40,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
41,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
42,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
43,R537A.BIN,30,ラージャ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
0,R538A.BIN,31,ラージャエンブラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
1,R538A.BIN,31,ラージャエンブラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
2,R538A.BIN,31,ラージャエンブラ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
3,R538A.BIN,31,ラージャエンブラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
4,R538A.BIN,31,ラージャエンブラ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
5,R538A.BIN,31,ラージャエンブラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
6,R538A.BIN,31,ラージャエンブラ,3,60,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
7,R538A.BIN,31,ラージャエンブラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
8,R538A.BIN,31,ラージャエンブラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
9,R538A.BIN,31,ラージャエンブラ,0,50,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
10,R538A.BIN,31,ラージャエンブラ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
11,R538A.BIN,31,ラージャエンブラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
12,R538A.BIN,31,ラージャエンブラ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
13,R538A.BIN,31,ラージャエンブラ,5,0,3,Guard,-1,-1,None,0,0,Attack,0,-1,None,0
14,R538A.BIN,31,ラージャエンブラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
15,R538A.BIN,31,ラージャエンブラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
16,R538A.BIN,31,ラージャエンブラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
17,R538A.BIN,31,ラージャエンブラ,3,50,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
18,R538A.BIN,31,ラージャエンブラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
19,R538A.BIN,31,ラージャエンブラ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
20,R538A.BIN,31,ラージャエンブラ,0,30,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
21,R538A.BIN,31,ラージャエンブラ,3,50,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
22,R538A.BIN,31,ラージャエンブラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
23,R538A.BIN,31,ラージャエンブラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
24,R538A.BIN,31,ラージャエンブラ,3,60,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
25,R538A.BIN,31,ラージャエンブラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
26,R538A.BIN,31,ラージャエンブラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
27,R538A.BIN,31,ラージャエンブラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
28,R538A.BIN,31,ラージャエンブラ,3,70,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
29,R538A.BIN,31,ラージャエンブラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
30,R538A.BIN,31,ラージャエンブラ,3,40,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
31,R538A.BIN,31,ラージャエンブラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
32,R538A.BIN,31,ラージャエンブラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
33,R538A.BIN,31,ラージャエンブラ,3,30,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
34,R538A.BIN,31,ラージャエンブラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
35,R538A.BIN,31,ラージャエンブラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
36,R538A.BIN,31,ラージャエンブラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
37,R538A.BIN,31,ラージャエンブラ,0,40,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
38,R538A.BIN,31,ラージャエンブラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
39,R538A.BIN,31,ラージャエンブラ,3,50,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
40,R538A.BIN,31,ラージャエンブラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
41,R538A.BIN,31,ラージャエンブラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
42,R538A.BIN,31,ラージャエンブラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
43,R538A.BIN,31,ラージャエンブラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
0,R540A.BIN,14,カミュレオン,3,70,0,Attack,2,-1,None,2,2,Focus,-1,-1,None,0
1,R540A.BIN,14,カミュレオン,3,80,0,Attack,0,-1,None,3,0,Attack,1,-1,None,2
2,R540A.BIN,14,カミュレオン,-1,0,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
3,R540A.BIN,14,カミュレオン,-1,0,4,Nothing,-1,0,Awaiting Orders,0,-1,None,-1,-1,None,0
4,R540A.BIN,14,カミュレオン,3,30,0,Attack,1,-1,None,1,0,Attack,2,-1,None,1
5,R540A.BIN,14,カミュレオン,-1,0,0,Attack,0,-1,None,1,-1,None,-1,-1,None,0
6,R540A.BIN,14,カミュレオン,-1,0,0,Attack,2,-1,None,1,-1,None,-1,-1,None,0
7,R540A.BIN,14,カミュレオン,-1,0,4,Nothing,-1,1,Target Lost,0,-1,None,-1,-1,None,0
8,R540A.BIN,14,カミュレオン,-1,0,0,Attack,2,-1,None,2,-1,None,-1,-1,None,0
9,R540A.BIN,14,カミュレオン,-1,0,4,Nothing,-1,0,Awaiting Orders,0,-1,None,-1,-1,None,0
10,R540A.BIN,14,カミュレオン,3,80,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
11,R540A.BIN,14,カミュレオン,-1,0,2,Focus,-1,0,Focus,0,-1,None,-1,-1,None,0
0,R541A.BIN,14,カミュレオン,3,30,3,Guard,-1,0,Evasive Action,0,0,Attack,2,-1,None,1
1,R541A.BIN,14,カミュレオン,3,50,1,Magic,-1,2,サイレシャ,0,0,Attack,0,-1,None,0
2,R541A.BIN,14,カミュレオン,3,10,1,Magic,-1,24,バーニィ,0,0,Attack,1,-1,None,1
3,R541A.BIN,14,カミュレオン,3,20,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
4,R541A.BIN,14,カミュレオン,3,50,2,Focus,-1,0,Focus,0,3,Guard,-1,0,Evasive Action,0
5,R541A.BIN,14,カミュレオン,3,65,0,Attack,1,-1,None,1,1,Magic,-1,5,ダウノス,0
6,R541A.BIN,14,カミュレオン,1,70,1,Magic,-1,7,サプリィ,0,1,Magic,-1,24,バーニィ,0
7,R541A.BIN,14,カミュレオン,3,30,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
8,R541A.BIN,14,カミュレオン,3,80,2,Focus,-1,-1,None,0,0,Attack,1,-1,None,2
9,R541A.BIN,14,カミュレオン,3,50,1,Magic,-1,24,バーニィ,0,0,Attack,0,-1,None,0
10,R541A.BIN,14,カミュレオン,3,50,1,Magic,-1,24,バーニィ,0,0,Attack,2,-1,None,1
11,R541A.BIN,14,カミュレオン,3,50,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
0,R542A.BIN,4,バルア戦艦,-1,0,2,Focus,-1,0,Focus,0,-1,None,-1,0,None,0
1,R542A.BIN,4,バルア戦艦,3,50,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
2,R542A.BIN,4,バルア戦艦,-1,0,0,Attack,1,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
3,R542A.BIN,4,バルア戦艦,-1,0,0,Attack,1,-1,None,0,2,Focus,-1,0,Focus,0
4,R542A.BIN,4,バルア戦艦,3,50,2,Focus,-1,-1,None,0,0,Attack,2,-1,None,3
5,R542A.BIN,4,バルア戦艦,-1,0,0,Attack,1,-1,None,2,-1,None,-1,-1,None,0
6,R542A.BIN,4,バルア戦艦,-1,0,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
7,R542A.BIN,4,バルア戦艦,-1,0,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
8,R542A.BIN,4,バルア戦艦,3,50,2,Focus,-1,0,Focus,0,3,Guard,-1,0,Evasive Action,0
9,R542A.BIN,4,バルア戦艦,-1,0,0,Attack,1,-1,None,1,-1,None,-1,-1,None,0
10,R542A.BIN,4,バルア戦艦,-1,0,0,Attack,2,-1,None,1,-1,None,-1,-1,None,0
11,R542A.BIN,4,バルア戦艦,-1,0,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
12,R542A.BIN,4,バルア戦艦,-1,0,2,Focus,-1,0,Focus,0,-1,None,-1,-1,None,0
13,R542A.BIN,4,バルア戦艦,-1,0,0,Attack,1,-1,None,0,-1,None,-1,-1,None,0
14,R542A.BIN,4,バルア戦艦,-1,0,0,Attack,1,-1,None,0,-1,None,-1,-1,None,0
15,R542A.BIN,4,バルア戦艦,-1,0,3,Guard,-1,0,Evasive Action,0,-1,None,-1,-1,None,0
0,R543A.BIN,5,バルアЖ戦艦,3,30,0,Attack,2,-1,None,3,-1,None,-1,0,None,0
1,R543A.BIN,5,バルアЖ戦艦,3,20,2,Focus,0,-1,None,0,0,Attack,2,0,None,2
2,R543A.BIN,5,バルアЖ戦艦,-1,0,0,Attack,1,-1,None,1,0,Attack,0,-1,None,0
3,R543A.BIN,5,バルアЖ戦艦,3,15,0,Attack,0,-1,None,0,1,Magic,-1,34,ボルテス,0
4,R543A.BIN,5,バルアЖ戦艦,3,50,0,Attack,0,-1,None,1,1,Magic,-1,13,クイッカ,0
5,R543A.BIN,5,バルアЖ戦艦,3,50,0,Attack,1,-1,None,0,1,Magic,-1,4,ダウナ,0
6,R543A.BIN,5,バルアЖ戦艦,3,15,0,Attack,0,-1,None,0,1,Magic,-1,27,グラシィ,0
7,R543A.BIN,5,バルアЖ戦艦,-1,0,4,Nothing,-1,0,Awaiting Orders,0,-1,None,-1,-1,None,0
8,R543A.BIN,5,バルアЖ戦艦,3,80,0,Attack,2,-1,None,3,0,Attack,2,-1,None,2
9,R543A.BIN,5,バルアЖ戦艦,3,50,1,Magic,-1,34,ボルテス,0,1,Magic,-1,27,グラシィ,0
10,R543A.BIN,5,バルアЖ戦艦,3,30,3,Guard,-1,0,Evasive Action,0,2,Focus,-1,0,Focus,0
11,R543A.BIN,5,バルアЖ戦艦,-1,0,1,Magic,-1,34,ボルテス,0,-1,None,-1,-1,None,0
12,R543A.BIN,5,バルアЖ戦艦,-1,0,0,Attack,2,-1,None,2,0,Attack,2,-1,None,3
13,R543A.BIN,5,バルアЖ戦艦,3,50,0,Attack,1,-1,None,0,3,Guard,-1,-1,None,0
14,R543A.BIN,5,バルアЖ戦艦,3,50,2,Focus,-1,0,Focus,0,4,Nothing,-1,0,Awaiting Orders,0
15,R543A.BIN,5,バルアЖ戦艦,3,80,2,Focus,-1,34,Preparing Attack,0,0,Attack,1,-1,None,0
16,R543A.BIN,5,バルアЖ戦艦,-1,0,0,Attack,2,-1,None,2,0,Attack,2,-1,None,3
17,R543A.BIN,5,バルアЖ戦艦,3,50,0,Attack,1,-1,None,0,2,Focus,-1,0,Focus,0
18,R543A.BIN,5,バルアЖ戦艦,3,50,2,Focus,-1,0,Focus,0,4,Nothing,-1,0,Awaiting Orders,0
19,R543A.BIN,5,バルアЖ戦艦,-1,0,1,Magic,-1,27,グラシィ,0,-1,None,-1,-1,None,0
0,R544A.BIN,8,ガルシアン親衛艦,5,0,4,Nothing,-1,0,Awaiting Orders,0,2,Focus,-1,0,Focus,0
1,R544A.BIN,8,ガルシアン親衛艦,3,90,0,Attack,0,-1,None,0,0,Attack,1,0,None,2
2,R544A.BIN,8,ガルシアン親衛艦,3,30,0,Attack,1,-1,None,1,0,Attack,0,-1,None,0
3,R544A.BIN,8,ガルシアン親衛艦,3,60,0,Attack,0,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
4,R544A.BIN,8,ガルシアン親衛艦,3,30,2,Focus,-1,0,Focus,0,0,Attack,0,-1,None,0
5,R544A.BIN,8,ガルシアン親衛艦,3,20,4,Nothing,-1,0,Awaiting Orders,0,0,Attack,1,-1,None,3
6,R544A.BIN,8,ガルシアン親衛艦,-1,0,0,Attack,0,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
7,R544A.BIN,8,ガルシアン親衛艦,3,40,4,Nothing,-1,0,Awaiting Orders,0,2,Focus,-1,0,Focus,0
8,R544A.BIN,8,ガルシアン親衛艦,3,50,0,Attack,2,-1,None,2,2,Focus,-1,0,Focus,0
9,R544A.BIN,8,ガルシアン親衛艦,-1,0,0,Attack,0,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
10,R544A.BIN,8,ガルシアン親衛艦,-1,0,0,Attack,1,-1,None,1,2,Focus,-1,0,Focus,0
11,R544A.BIN,8,ガルシアン親衛艦,5,0,0,Attack,0,-1,None,0,2,Focus,-1,0,Focus,0
12,R544A.BIN,8,ガルシアン親衛艦,-1,0,0,Attack,1,-1,None,3,2,Focus,-1,0,Focus,0
13,R544A.BIN,8,ガルシアン親衛艦,3,80,2,Focus,-1,0,Focus,0,0,Attack,0,-1,None,0
14,R544A.BIN,8,ガルシアン親衛艦,3,30,2,Focus,-1,0,Focus,0,4,Nothing,-1,0,Awaiting Orders,0
15,R544A.BIN,8,ガルシアン親衛艦,5,0,0,Attack,0,-1,None,0,2,Focus,-1,0,Focus,0
16,R544A.BIN,8,ガルシアン親衛艦,3,50,0,Attack,2,-1,None,2,4,Nothing,-1,0,Awaiting Orders,0
17,R544A.BIN,8,ガルシアン親衛艦,3,50,4,Nothing,-1,0,Awaiting Orders,0,0,Attack,0,-1,None,0
18,R544A.BIN,8,ガルシアン親衛艦,3,50,0,Attack,1,-1,None,1,2,Focus,-1,0,Focus,0
19,R544A.BIN,8,ガルシアン親衛艦,-1,0,0,Attack,0,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
0,R545A.BIN,18,ヒュドラ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
1,R545A.BIN,18,ヒュドラ,-1,0,0,Attack,1,-1,None,1,0,Attack,1,-1,None,1
2,R545A.BIN,18,ヒュドラ,3,50,0,Attack,2,-1,None,0,2,Focus,-1,-1,None,0
3,R545A.BIN,18,ヒュドラ,4,0,2,Focus,-1,-1,None,0,0,Attack,2,-1,None,0
4,R545A.BIN,18,ヒュドラ,3,80,3,Guard,-1,-1,None,0,0,Attack,1,-1,None,1
5,R545A.BIN,18,ヒュドラ,3,20,0,Attack,2,-1,None,1,2,Focus,-1,-1,None,0
6,R545A.BIN,18,ヒュドラ,4,0,3,Guard,-1,-1,None,0,0,Attack,2,-1,None,1
7,R545A.BIN,18,ヒュドラ,1,50,1,Magic,-1,7,サプリィ,0,2,Focus,-1,-1,None,0
8,R545A.BIN,18,ヒュドラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
9,R545A.BIN,18,ヒュドラ,3,60,0,Attack,2,-1,None,1,3,Guard,-1,-1,None,0
10,R545A.BIN,18,ヒュドラ,3,80,3,Guard,-1,-1,None,0,2,Focus,-1,-1,None,0
11,R545A.BIN,18,ヒュドラ,1,70,0,Attack,1,-1,None,0,3,Guard,-1,-1,None,0
12,R545A.BIN,18,ヒュドラ,-1,0,0,Attack,1,-1,None,1,0,Attack,1,-1,None,1
13,R545A.BIN,18,ヒュドラ,-1,0,2,Focus,-1,-1,None,0,2,Focus,-1,-1,None,0
14,R545A.BIN,18,ヒュドラ,-1,0,1,Magic,-1,7,サプリィ,0,1,Magic,-1,7,サプリィ,0
15,R545A.BIN,18,ヒュドラ,1,30,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
16,R545A.BIN,18,ヒュドラ,-1,0,0,Attack,1,-1,None,1,2,Focus,-1,-1,None,0
17,R545A.BIN,18,ヒュドラ,4,0,2,Focus,-1,-1,None,0,0,Attack,1,-1,None,1
18,R545A.BIN,18,ヒュドラ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
19,R545A.BIN,18,ヒュドラ,3,50,0,Attack,0,-1,None,0,1,Magic,-1,7,サプリィ,0
20,R545A.BIN,18,ヒュドラ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
21,R545A.BIN,18,ヒュドラ,0,70,0,Attack,0,-1,None,0,0,Attack,1,-1,None,1
22,R545A.BIN,18,ヒュドラ,-1,0,2,Focus,-1,-1,None,0,2,Focus,-1,-1,None,0
23,R545A.BIN,18,ヒュドラ,-1,0,0,Attack,3,-1,None,0,0,Attack,3,-1,None,0
24,R545A.BIN,18,ヒュドラ,5,50,3,Guard,-1,-1,None,0,0,Attack,1,-1,None,1
25,R545A.BIN,18,ヒュドラ,4,0,3,Guard,-1,-1,None,0,0,Attack,1,-1,None,0
26,R545A.BIN,18,ヒュドラ,3,50,0,Attack,2,-1,None,1,2,Focus,-1,-1,None,0
27,R545A.BIN,18,ヒュドラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
28,R545A.BIN,18,ヒュドラ,-1,0,0,Attack,3,-1,None,0,0,Attack,3,-1,None,0
29,R545A.BIN,18,ヒュドラ,3,20,0,Attack,2,-1,None,1,2,Focus,-1,-1,None,0
30,R545A.BIN,18,ヒュドラ,4,0,2,Focus,-1,-1,None,0,0,Attack,2,-1,None,1
31,R545A.BIN,18,ヒュドラ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
32,R545A.BIN,18,ヒュドラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
33,R545A.BIN,18,ヒュドラ,3,60,0,Attack,2,-1,None,1,3,Guard,-1,-1,None,0
34,R545A.BIN,18,ヒュドラ,-1,0,2,Focus,-1,-1,None,0,2,Focus,-1,-1,None,0
35,R545A.BIN,18,ヒュドラ,-1,0,0,Attack,3,-1,None,0,0,Attack,3,-1,None,0
0,R547A.BIN,28,ジェロス,-1,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
1,R547A.BIN,28,ジェロス,3,80,1,Magic,-1,4,ダウナ,0,1,Magic,-1,2,サイレシャ,0
2,R547A.BIN,28,ジェロス,-1,0,3,Guard,-1,-1,None,0,0,Attack,0,-1,None,0
3,R547A.BIN,28,ジェロス,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
4,R547A.BIN,28,ジェロス,-1,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
5,R547A.BIN,28,ジェロス,3,80,1,Magic,-1,4,ダウナ,0,1,Magic,-1,2,サイレシャ,0
6,R547A.BIN,28,ジェロス,3,50,1,Magic,-1,30,バーノーン,0,1,Magic,-1,29,グラゾーバ,0
7,R547A.BIN,28,ジェロス,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
8,R547A.BIN,28,ジェロス,-1,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
9,R547A.BIN,28,ジェロス,-1,0,1,Magic,-1,2,サイレシャ,0,0,Attack,0,-1,None,0
10,R547A.BIN,28,ジェロス,3,50,1,Magic,-1,30,バーノーン,0,1,Magic,-1,29,グラゾーバ,0
11,R547A.BIN,28,ジェロス,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
12,R547A.BIN,28,ジェロス,-1,0,1,Magic,-1,13,クイッカ,0,0,Attack,0,-1,None,0
13,R547A.BIN,28,ジェロス,3,50,1,Magic,-1,30,バーノーン,0,1,Magic,-1,29,グラゾーバ,0
14,R547A.BIN,28,ジェロス,3,50,1,Magic,-1,30,バーノーン,0,1,Magic,-1,29,グラゾーバ,0
15,R547A.BIN,28,ジェロス,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
16,R547A.BIN,28,ジェロス,-1,0,1,Magic,-1,13,クイッカ,0,0,Attack,0,-1,None,0
17,R547A.BIN,28,ジェロス,3,50,1,Magic,-1,30,バーノーン,0,1,Magic,-1,29,グラゾーバ,0
18,R547A.BIN,28,ジェロス,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
19,R547A.BIN,28,ジェロス,9,0,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
20,R547A.BIN,28,ジェロス,3,80,1,Magic,-1,4,ダウナ,0,1,Magic,-1,2,サイレシャ,0
21,R547A.BIN,28,ジェロス,3,50,1,Magic,-1,30,バーノーン,0,1,Magic,-1,29,グラゾーバ,0
22,R547A.BIN,28,ジェロス,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
23,R547A.BIN,28,ジェロス,9,0,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
24,R547A.BIN,28,ジェロス,-1,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
25,R547A.BIN,28,ジェロス,-1,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
