Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value,[Str Data]
1314,0x366b38,94,Shift_JIS,月Ж石の落ちた地で、１粒だけ実をつけるという\n月Ж草の果実。これを食べることで技が習得できる。,"""\x8C\x8E\x84G\x90\xCE\x82\xCC\x97\x8E\x82\xBF\x82\xBD\x92n\x82\xC5\x81A\x82P\x97\xB1\x82\xBE\x82\xAF\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x8C\x8E\x84G\x91\x90\x82\xCC\x89\xCA\x8E\xC0\x81B\x82\xB1\x82\xEA\x82\xF0\x90H\x82\xD7\x82\xE9\x82\xB1\x82\xC6\x82\xC5\x8BZ\x82\xAA\x8FK\x93\xBE\x82\xC5\x82\xAB\x82\xE9\x81B"""
1315,0x366b98,96,Shift_JIS,キュピルの大好物。近づくとキュピルが鳴きながら\n大暴れする。与えるとさまざまな姿に成長していく。,"""\x83L\x83\x85\x83s\x83\x8B\x82\xCC\x91\xE5\x8DD\x95\xA8\x81B\x8B\xDF\x82\xC3\x82\xAD\x82\xC6\x83L\x83\x85\x83s\x83\x8B\x82\xAA\x96\xC2\x82\xAB\x82\xC8\x82\xAA\x82\xE7\n\x91\xE5\x96\\\x82\xEA\x82\xB7\x82\xE9\x81B\x97^\x82\xA6\x82\xE9\x82\xC6\x82\xB3\x82\xDC\x82\xB4\x82\xDC\x82\xC8\x8Ep\x82\xC9\x90\xAC\x92\xB7\x82\xB5\x82\xC4\x82\xA2\x82\xAD\x81B"""
1316,0x366bf8,90,Shift_JIS,赤満月の晩に、わずかばかりの実をつけるという\nパワワ樹の種。飲むと腕力が３ポイント上がる。,"""\x90\xD4\x96\x9E\x8C\x8E\x82\xCC\x94\xD3\x82\xC9\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83p\x83\x8F\x83\x8F\x8E\xF7\x82\xCC\x8E\xED\x81B\x88\xF9\x82\xDE\x82\xC6\x98r\x97\xCD\x82\xAA\x82R\x83|\x83C\x83\x93\x83g\x8F\xE3\x82\xAA\x82\xE9\x81B"""
1317,0x366c54,90,Shift_JIS,紫満月の晩に、わずかばかりの実をつけるという\nウィル樹の種。飲むと気力が３ポイント上がる。,"""\x8E\x87\x96\x9E\x8C\x8E\x82\xCC\x94\xD3\x82\xC9\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83E\x83B\x83\x8B\x8E\xF7\x82\xCC\x8E\xED\x81B\x88\xF9\x82\xDE\x82\xC6\x8BC\x97\xCD\x82\xAA\x82R\x83|\x83C\x83\x93\x83g\x8F\xE3\x82\xAA\x82\xE9\x81B"""
1318,0x366cb0,92,Shift_JIS,黄満月の晩に、わずかばかりの実をつけるという\nストレ樹の種。飲むと生命力が３ポイント上がる。,"""\x89\xA9\x96\x9E\x8C\x8E\x82\xCC\x94\xD3\x82\xC9\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83X\x83g\x83\x8C\x8E\xF7\x82\xCC\x8E\xED\x81B\x88\xF9\x82\xDE\x82\xC6\x90\xB6\x96\xBD\x97\xCD\x82\xAA\x82R\x83|\x83C\x83\x93\x83g\x8F\xE3\x82\xAA\x82\xE9\x81B"""
1319,0x366d0c,94,Shift_JIS,六色満月の晩に、わずかばかりの実をつけるという\nアジル樹の種。飲むと器用さが１ポイント上がる。,"""\x98Z\x90F\x96\x9E\x8C\x8E\x82\xCC\x94\xD3\x82\xC9\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83A\x83W\x83\x8B\x8E\xF7\x82\xCC\x8E\xED\x81B\x88\xF9\x82\xDE\x82\xC6\x8A\xED\x97p\x82\xB3\x82\xAA\x82P\x83|\x83C\x83\x93\x83g\x8F\xE3\x82\xAA\x82\xE9\x81B"""
1320,0x366d6c,94,Shift_JIS,青満月の晩に、わずかばかりの実をつけるという\nスピィ樹の種。飲むとスピードが３ポイント上がる。,"""\x90\xC2\x96\x9E\x8C\x8E\x82\xCC\x94\xD3\x82\xC9\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83X\x83s\x83B\x8E\xF7\x82\xCC\x8E\xED\x81B\x88\xF9\x82\xDE\x82\xC6\x83X\x83s\x81[\x83h\x82\xAA\x82R\x83|\x83C\x83\x93\x83g\x8F\xE3\x82\xAA\x82\xE9\x81B"""
1321,0x366dcc,94,Shift_JIS,緑満月の晩に、わずかばかりの実をつけるという\nヒトポ樹の種。飲むと最大ＨＰが30ポイント上がる。,"""\x97\xCE\x96\x9E\x8C\x8E\x82\xCC\x94\xD3\x82\xC9\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83q\x83g\x83|\x8E\xF7\x82\xCC\x8E\xED\x81B\x88\xF9\x82\xDE\x82\xC6\x8D\xC5\x91\xE5\x82g\x82o\x82\xAA30\x83|\x83C\x83\x93\x83g\x8F\xE3\x82\xAA\x82\xE9\x81B"""
1322,0x366e2c,94,Shift_JIS,銀満月の晩に、わずかばかりの実をつけるという\nコジポ樹の種。飲むと最大ＫＰが１ポイント上がる。,"""\x8B\xE2\x96\x9E\x8C\x8E\x82\xCC\x94\xD3\x82\xC9\x81A\x82\xED\x82\xB8\x82\xA9\x82\xCE\x82\xA9\x82\xE8\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\x82\xE9\x82\xC6\x82\xA2\x82\xA4\n\x83R\x83W\x83|\x8E\xF7\x82\xCC\x8E\xED\x81B\x88\xF9\x82\xDE\x82\xC6\x8D\xC5\x91\xE5\x82j\x82o\x82\xAA\x82P\x83|\x83C\x83\x93\x83g\x8F\xE3\x82\xAA\x82\xE9\x81B"""
1323,0x366e8c,90,Shift_JIS,砂漠の老Ж術師がバーナの効果を封じ込めた小箱。\n長く使っていると、たまに壊れることがある。,"""\x8D\xBB\x94\x99\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83o\x81[\x83i\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xAC\x94\xA0\x81B\n\x92\xB7\x82\xAD\x8Eg\x82\xC1\x82\xC4\x82\xA2\x82\xE9\x82\xC6\x81A\x82\xBD\x82\xDC\x82\xC9\x89\xF3\x82\xEA\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x82\xA0\x82\xE9\x81B"""
1324,0x366ee8,94,Shift_JIS,砂漠の老Ж術師がバーネスの効果を封じ込めた小箱。\n５〜６回ほど使ったところで壊れることが多い。,"""\x8D\xBB\x94\x99\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83o\x81[\x83l\x83X\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xAC\x94\xA0\x81B\n\x82T\x81`\x82U\x89\xF1\x82\xD9\x82\xC7\x8Eg\x82\xC1\x82\xBD\x82\xC6\x82\xB1\x82\xEB\x82\xC5\x89\xF3\x82\xEA\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x91\xBD\x82\xA2\x81B"""
1325,0x366f48,92,Shift_JIS,南の老Ж術師がグラシィの効果を封じ込めた小箱。\n７〜８回ほど使ったところで壊れることが多い。,"""\x93\xEC\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83O\x83\x89\x83V\x83B\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xAC\x94\xA0\x81B\n\x82V\x81`\x82W\x89\xF1\x82\xD9\x82\xC7\x8Eg\x82\xC1\x82\xBD\x82\xC6\x82\xB1\x82\xEB\x82\xC5\x89\xF3\x82\xEA\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x91\xBD\x82\xA2\x81B"""
1326,0x366fa4,92,Shift_JIS,南の老Ж術師がグラゾーバの効果を封じ込めた小箱。\n３〜４回も使うと大抵の場合、壊れてしまう。,"""\x93\xEC\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83O\x83\x89\x83]\x81[\x83o\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xAC\x94\xA0\x81B\n\x82R\x81`\x82S\x89\xF1\x82\xE0\x8Eg\x82\xA4\x82\xC6\x91\xE5\x92\xEF\x82\xCC\x8F\xEA\x8D\x87\x81A\x89\xF3\x82\xEA\x82\xC4\x82\xB5\x82\xDC\x82\xA4\x81B"""
1327,0x367000,94,Shift_JIS,東の老Ж術師がウェイビィの効果を封じ込めた小箱。\n７〜８回ほど使ったところで壊れることが多い。,"""\x93\x8C\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83E\x83F\x83C\x83r\x83B\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xAC\x94\xA0\x81B\n\x82V\x81`\x82W\x89\xF1\x82\xD9\x82\xC7\x8Eg\x82\xC1\x82\xBD\x82\xC6\x82\xB1\x82\xEB\x82\xC5\x89\xF3\x82\xEA\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x91\xBD\x82\xA2\x81B"""
1328,0x367060,92,Shift_JIS,東の老Ж術師がウェボーンの効果を封じ込めた小箱。\n３〜４回も使うと大抵の場合、壊れてしまう。,"""\x93\x8C\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83E\x83F\x83{\x81[\x83\x93\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xAC\x94\xA0\x81B\n\x82R\x81`\x82S\x89\xF1\x82\xE0\x8Eg\x82\xA4\x82\xC6\x91\xE5\x92\xEF\x82\xCC\x8F\xEA\x8D\x87\x81A\x89\xF3\x82\xEA\x82\xC4\x82\xB5\x82\xDC\x82\xA4\x81B"""
1329,0x3670bc,88,Shift_JIS,北の老Ж術師がボルタの効果を封じ込めた小箱。\n長く使っていると、たまに壊れることがある。,"""\x96k\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83{\x83\x8B\x83^\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xAC\x94\xA0\x81B\n\x92\xB7\x82\xAD\x8Eg\x82\xC1\x82\xC4\x82\xA2\x82\xE9\x82\xC6\x81A\x82\xBD\x82\xDC\x82\xC9\x89\xF3\x82\xEA\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x82\xA0\x82\xE9\x81B"""
1330,0x367114,92,Shift_JIS,北の老Ж術師がボルテスの効果を封じ込めた小箱。\n５〜６回ほど使ったところで壊れることが多い。,"""\x96k\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83{\x83\x8B\x83e\x83X\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xAC\x94\xA0\x81B\n\x82T\x81`\x82U\x89\xF1\x82\xD9\x82\xC7\x8Eg\x82\xC1\x82\xBD\x82\xC6\x82\xB1\x82\xEB\x82\xC5\x89\xF3\x82\xEA\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x91\xBD\x82\xA2\x81B"""
1331,0x367170,88,Shift_JIS,西の老Ж術師がサプラの効果を封じ込めた小箱。\n長く使っていると、たまに壊れることがある。,"""\x90\xBC\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83T\x83v\x83\x89\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xAC\x94\xA0\x81B\n\x92\xB7\x82\xAD\x8Eg\x82\xC1\x82\xC4\x82\xA2\x82\xE9\x82\xC6\x81A\x82\xBD\x82\xDC\x82\xC9\x89\xF3\x82\xEA\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x82\xA0\x82\xE9\x81B"""
1332,0x3671c8,94,Shift_JIS,西の老Ж術師がサプレスの効果を封じ込めた玉手箱。\n５〜６回ほど使ったところで壊れることが多い。,"""\x90\xBC\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83T\x83v\x83\x8C\x83X\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8B\xCA\x8E\xE8\x94\xA0\x81B\n\x82T\x81`\x82U\x89\xF1\x82\xD9\x82\xC7\x8Eg\x82\xC1\x82\xBD\x82\xC6\x82\xB1\x82\xEB\x82\xC5\x89\xF3\x82\xEA\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x91\xBD\x82\xA2\x81B"""
1333,0x367228,86,Shift_JIS,伝説の不死Ж術師がライゾンの効果を封じ込めた\n玉手箱。１回の使用でも壊れることがある。,"""\x93`\x90\xE0\x82\xCC\x95s\x8E\x80\x84G\x8Fp\x8Et\x82\xAA\x83\x89\x83C\x83]\x83\x93\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\n\x8B\xCA\x8E\xE8\x94\xA0\x81B\x82P\x89\xF1\x82\xCC\x8Eg\x97p\x82\xC5\x82\xE0\x89\xF3\x82\xEA\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x82\xA0\x82\xE9\x81B"""
1334,0x367280,94,Shift_JIS,南の老Ж術師がサイレシャの効果を封じ込めた小箱。\n７〜８回ほど使ったところで壊れることが多い。,"""\x93\xEC\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83T\x83C\x83\x8C\x83V\x83\x83\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xAC\x94\xA0\x81B\n\x82V\x81`\x82W\x89\xF1\x82\xD9\x82\xC7\x8Eg\x82\xC1\x82\xBD\x82\xC6\x82\xB1\x82\xEB\x82\xC5\x89\xF3\x82\xEA\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x91\xBD\x82\xA2\x81B"""
1335,0x3672e0,88,Shift_JIS,南の老Ж術師がパニカの効果を封じ込めた小箱。\n３〜４回も使うと大抵の場合、壊れてしまう。,"""\x93\xEC\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83p\x83j\x83J\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xAC\x94\xA0\x81B\n\x82R\x81`\x82S\x89\xF1\x82\xE0\x8Eg\x82\xA4\x82\xC6\x91\xE5\x92\xEF\x82\xCC\x8F\xEA\x8D\x87\x81A\x89\xF3\x82\xEA\x82\xC4\x82\xB5\x82\xDC\x82\xA4\x81B"""
1336,0x367338,90,Shift_JIS,北の老Ж術師がダウナの効果を封じ込めた小箱。\n７〜８回ほど使ったところで壊れることが多い。,"""\x96k\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83_\x83E\x83i\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xAC\x94\xA0\x81B\n\x82V\x81`\x82W\x89\xF1\x82\xD9\x82\xC7\x8Eg\x82\xC1\x82\xBD\x82\xC6\x82\xB1\x82\xEB\x82\xC5\x89\xF3\x82\xEA\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x91\xBD\x82\xA2\x81B"""
1337,0x367394,90,Shift_JIS,東の老Ж術師がスリーパの効果を封じ込めた小箱。\n３〜４回も使うと大抵の場合、壊れてしまう。,"""\x93\x8C\x82\xCC\x98V\x84G\x8Fp\x8Et\x82\xAA\x83X\x83\x8A\x81[\x83p\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\x8F\xAC\x94\xA0\x81B\n\x82R\x81`\x82S\x89\xF1\x82\xE0\x8Eg\x82\xA4\x82\xC6\x91\xE5\x92\xEF\x82\xCC\x8F\xEA\x8D\x87\x81A\x89\xF3\x82\xEA\x82\xC4\x82\xB5\x82\xDC\x82\xA4\x81B"""
1338,0x3673f0,88,Shift_JIS,伝説の不死Ж術師がジェドーサの効果を封じ込めた\n玉手箱。１回の使用でも壊れることがある。,"""\x93`\x90\xE0\x82\xCC\x95s\x8E\x80\x84G\x8Fp\x8Et\x82\xAA\x83W\x83F\x83h\x81[\x83T\x82\xCC\x8C\xF8\x89\xCA\x82\xF0\x95\x95\x82\xB6\x8D\x9E\x82\xDF\x82\xBD\n\x8B\xCA\x8E\xE8\x94\xA0\x81B\x82P\x89\xF1\x82\xCC\x8Eg\x97p\x82\xC5\x82\xE0\x89\xF3\x82\xEA\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x82\xA0\x82\xE9\x81B"""
1339,0x367448,94,Shift_JIS,盗掘者シモンが、ピュラミスで狙っていた宝物。\nコレクションしてもいいが、売ればそれなりに高い。,"""\x93\x90\x8C@\x8E\xD2\x83V\x83\x82\x83\x93\x82\xAA\x81A\x83s\x83\x85\x83\x89\x83~\x83X\x82\xC5\x91_\x82\xC1\x82\xC4\x82\xA2\x82\xBD\x95\xF3\x95\xA8\x81B\n\x83R\x83\x8C\x83N\x83V\x83\x87\x83\x93\x82\xB5\x82\xC4\x82\xE0\x82\xA2\x82\xA2\x82\xAA\x81A\x94\x84\x82\xEA\x82\xCE\x82\xBB\x82\xEA\x82\xC8\x82\xE8\x82\xC9\x8D\x82\x82\xA2\x81B"""
1340,0x3674a8,90,Shift_JIS,盗掘者シモンが、ドラドで狙っていた宝物。\nコレクションしてもいいが、売ればそれなりに高い。,"""\x93\x90\x8C@\x8E\xD2\x83V\x83\x82\x83\x93\x82\xAA\x81A\x83h\x83\x89\x83h\x82\xC5\x91_\x82\xC1\x82\xC4\x82\xA2\x82\xBD\x95\xF3\x95\xA8\x81B\n\x83R\x83\x8C\x83N\x83V\x83\x87\x83\x93\x82\xB5\x82\xC4\x82\xE0\x82\xA2\x82\xA2\x82\xAA\x81A\x94\x84\x82\xEA\x82\xCE\x82\xBB\x82\xEA\x82\xC8\x82\xE8\x82\xC9\x8D\x82\x82\xA2\x81B"""
1341,0x367504,88,Shift_JIS,空に広く生息する魚の一種。味はイマイチ。\n白身をすりつぶして、焼いて食べるのが一般的だ。,"""\x8B\xF3\x82\xC9\x8DL\x82\xAD\x90\xB6\x91\xA7\x82\xB7\x82\xE9\x8B\x9B\x82\xCC\x88\xEA\x8E\xED\x81B\x96\xA1\x82\xCD\x83C\x83}\x83C\x83`\x81B\n\x94\x92\x90g\x82\xF0\x82\xB7\x82\xE8\x82\xC2\x82\xD4\x82\xB5\x82\xC4\x81A\x8F\xC4\x82\xA2\x82\xC4\x90H\x82\xD7\x82\xE9\x82\xCC\x82\xAA\x88\xEA\x94\xCA\x93I\x82\xBE\x81B"""
1342,0x36755c,92,Shift_JIS,ソライワシの一種で、基本的に味は変わらないが\n美しい姿形のためか、やや高値で取り引きされる。,"""\x83\\\x83\x89\x83C\x83\x8F\x83V\x82\xCC\x88\xEA\x8E\xED\x82\xC5\x81A\x8A\xEE\x96{\x93I\x82\xC9\x96\xA1\x82\xCD\x95\xCF\x82\xED\x82\xE7\x82\xC8\x82\xA2\x82\xAA\n\x94\xFC\x82\xB5\x82\xA2\x8Ep\x8C`\x82\xCC\x82\xBD\x82\xDF\x82\xA9\x81A\x82\xE2\x82\xE2\x8D\x82\x92l\x82\xC5\x8E\xE6\x82\xE8\x88\xF8\x82\xAB\x82\xB3\x82\xEA\x82\xE9\x81B"""
1343,0x3675b8,92,Shift_JIS,オーシャンを中心に分布している。皮はザラザラ\nしているが、肉は煮れば食べられないことはない。,"""\x83I\x81[\x83V\x83\x83\x83\x93\x82\xF0\x92\x86\x90S\x82\xC9\x95\xAA\x95z\x82\xB5\x82\xC4\x82\xA2\x82\xE9\x81B\x94\xE7\x82\xCD\x83U\x83\x89\x83U\x83\x89\n\x82\xB5\x82\xC4\x82\xA2\x82\xE9\x82\xAA\x81A\x93\xF7\x82\xCD\x8E\xCF\x82\xEA\x82\xCE\x90H\x82\xD7\x82\xE7\x82\xEA\x82\xC8\x82\xA2\x82\xB1\x82\xC6\x82\xCD\x82\xC8\x82\xA2\x81B"""
1344,0x367614,86,Shift_JIS,ソラマンボウの群れの中にまれに混じっていることが\nある。味も売り値も、ともにそこそこ。,"""\x83\\\x83\x89\x83}\x83\x93\x83{\x83E\x82\xCC\x8CQ\x82\xEA\x82\xCC\x92\x86\x82\xC9\x82\xDC\x82\xEA\x82\xC9\x8D\xAC\x82\xB6\x82\xC1\x82\xC4\x82\xA2\x82\xE9\x82\xB1\x82\xC6\x82\xAA\n\x82\xA0\x82\xE9\x81B\x96\xA1\x82\xE0\x94\x84\x82\xE8\x92l\x82\xE0\x81A\x82\xC6\x82\xE0\x82\xC9\x82\xBB\x82\xB1\x82\xBB\x82\xB1\x81B"""
1345,0x36766c,94,Shift_JIS,世界に３つしかないといわれるキュピルの大々好物。\nベリーグッドなお味で、与えると必ず成長する。,"""\x90\xA2\x8AE\x82\xC9\x82R\x82\xC2\x82\xB5\x82\xA9\x82\xC8\x82\xA2\x82\xC6\x82\xA2\x82\xED\x82\xEA\x82\xE9\x83L\x83\x85\x83s\x83\x8B\x82\xCC\x91\xE5\x81X\x8DD\x95\xA8\x81B\n\x83x\x83\x8A\x81[\x83O\x83b\x83h\x82\xC8\x82\xA8\x96\xA1\x82\xC5\x81A\x97^\x82\xA6\x82\xE9\x82\xC6\x95K\x82\xB8\x90\xAC\x92\xB7\x82\xB7\x82\xE9\x81B"""
1346,0x3676cc,94,Shift_JIS,一見チャムにそっくりだが、実はまったくの別物。\nキュピルに与えると、胃の中のすべてを吐き出す。,"""\x88\xEA\x8C\xA9\x83`\x83\x83\x83\x80\x82\xC9\x82\xBB\x82\xC1\x82\xAD\x82\xE8\x82\xBE\x82\xAA\x81A\x8E\xC0\x82\xCD\x82\xDC\x82\xC1\x82\xBD\x82\xAD\x82\xCC\x95\xCA\x95\xA8\x81B\n\x83L\x83\x85\x83s\x83\x8B\x82\xC9\x97^\x82\xA6\x82\xE9\x82\xC6\x81A\x88\xDD\x82\xCC\x92\x86\x82\xCC\x82\xB7\x82\xD7\x82\xC4\x82\xF0\x93f\x82\xAB\x8Fo\x82\xB7\x81B"""
1347,0x36772c,96,Shift_JIS,ナスル北方空域を中心に生息するカネヅルの花粉。\nナスラードの名産品として、高値で取り引きされる。,"""\x83i\x83X\x83\x8B\x96k\x95\xFB\x8B\xF3\x88\xE6\x82\xF0\x92\x86\x90S\x82\xC9\x90\xB6\x91\xA7\x82\xB7\x82\xE9\x83J\x83l\x83d\x83\x8B\x82\xCC\x89\xD4\x95\xB2\x81B\n\x83i\x83X\x83\x89\x81[\x83h\x82\xCC\x96\xBC\x8EY\x95i\x82\xC6\x82\xB5\x82\xC4\x81A\x8D\x82\x92l\x82\xC5\x8E\xE6\x82\xE8\x88\xF8\x82\xAB\x82\xB3\x82\xEA\x82\xE9\x81B"""
1348,0x36778c,98,Shift_JIS,アルキュミスが値段を抑えて作った、すごい回復薬。\n移動中のみ、仲間全員のＨＰとＫＰを完全回復する。,"""\x83A\x83\x8B\x83L\x83\x85\x83~\x83X\x82\xAA\x92l\x92i\x82\xF0\x97}\x82\xA6\x82\xC4\x8D\xEC\x82\xC1\x82\xBD\x81A\x82\xB7\x82\xB2\x82\xA2\x89\xF1\x95\x9C\x96\xF2\x81B\n\x88\xDA\x93\xAE\x92\x86\x82\xCC\x82\xDD\x81A\x92\x87\x8A\xD4\x91S\x88\xF5\x82\xCC\x82g\x82o\x82\xC6\x82j\x82o\x82\xF0\x8A\xAE\x91S\x89\xF1\x95\x9C\x82\xB7\x82\xE9\x81B"""
1349,0x3677f0,94,Shift_JIS,盗掘王シモンが、アトランティアで狙っていた宝物。\nコレクションしてもいいが、売ればかなり高い。,"""\x93\x90\x8C@\x89\xA4\x83V\x83\x82\x83\x93\x82\xAA\x81A\x83A\x83g\x83\x89\x83\x93\x83e\x83B\x83A\x82\xC5\x91_\x82\xC1\x82\xC4\x82\xA2\x82\xBD\x95\xF3\x95\xA8\x81B\n\x83R\x83\x8C\x83N\x83V\x83\x87\x83\x93\x82\xB5\x82\xC4\x82\xE0\x82\xA2\x82\xA2\x82\xAA\x81A\x94\x84\x82\xEA\x82\xCE\x82\xA9\x82\xC8\x82\xE8\x8D\x82\x82\xA2\x81B"""
1350,0x367850,86,Shift_JIS,ヒツジの肉をあぶって焼いた、ナスルの郷土料理。\n仲間ひとりのＫＰを２ポイント回復する。,"""\x83q\x83c\x83W\x82\xCC\x93\xF7\x82\xF0\x82\xA0\x82\xD4\x82\xC1\x82\xC4\x8F\xC4\x82\xA2\x82\xBD\x81A\x83i\x83X\x83\x8B\x82\xCC\x8B\xBD\x93y\x97\xBF\x97\x9D\x81B\n\x92\x87\x8A\xD4\x82\xD0\x82\xC6\x82\xE8\x82\xCC\x82j\x82o\x82\xF0\x82Q\x83|\x83C\x83\x93\x83g\x89\xF1\x95\x9C\x82\xB7\x82\xE9\x81B"""
1351,0x3678a8,92,Shift_JIS,厳選されたこだわりの素材を、魂を込めて焼いた\nシシカバブ。仲間ひとりのＫＰを完全に回復する。,"""\x8C\xB5\x91I\x82\xB3\x82\xEA\x82\xBD\x82\xB1\x82\xBE\x82\xED\x82\xE8\x82\xCC\x91f\x8D\xDE\x82\xF0\x81A\x8D\xB0\x82\xF0\x8D\x9E\x82\xDF\x82\xC4\x8F\xC4\x82\xA2\x82\xBD\n\x83V\x83V\x83J\x83o\x83u\x81B\x92\x87\x8A\xD4\x82\xD0\x82\xC6\x82\xE8\x82\xCC\x82j\x82o\x82\xF0\x8A\xAE\x91S\x82\xC9\x89\xF1\x95\x9C\x82\xB7\x82\xE9\x81B"""
1352,0x367904,95,Shift_JIS,モンテスマ王ですら、めったに口にできないという\n至高の果実。最大ＨＰを一気に200ポイント上げる。,"""\x83\x82\x83\x93\x83e\x83X\x83}\x89\xA4\x82\xC5\x82\xB7\x82\xE7\x81A\x82\xDF\x82\xC1\x82\xBD\x82\xC9\x8C\xFB\x82\xC9\x82\xC5\x82\xAB\x82\xC8\x82\xA2\x82\xC6\x82\xA2\x82\xA4\n\x8E\x8A\x8D\x82\x82\xCC\x89\xCA\x8E\xC0\x81B\x8D\xC5\x91\xE5\x82g\x82o\x82\xF0\x88\xEA\x8BC\x82\xC9200\x83|\x83C\x83\x93\x83g\x8F\xE3\x82\xB0\x82\xE9\x81B"""
