Entry ID,[Filter],[EC ID],[EC JP Name],[EC US Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Ranged Speed,Close Speed
1,MB032.STD,32,調査兵,Enforcer,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB032.STD,32,調査兵,Enforcer,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB032.STD,32,調査兵,Enforcer,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB032.STD,32,調査兵,Enforcer,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB032.STD,32,調査兵,Enforcer,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB033.STD,33,ガランガラン,Serpantis,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,13,1.00,5.00
1,MB033.STD,33,ガランガラン,Serpantis,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB033.STD,33,ガランガラン,Serpantis,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB033.STD,33,ガランガラン,Serpantis,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB033.STD,33,ガランガラン,Serpantis,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB033.STD,33,ガランガラン,Serpantis,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB034.STD,34,マブルール,Dralnog,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,-1,None,2,0.60,4.10
1,MB034.STD,34,マブルール,Dralnog,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB034.STD,34,マブルール,Dralnog,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,-1,None,0,5.00,0.60
3,MB034.STD,34,マブルール,Dralnog,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,35,???,2,5.00,0.30
4,MB034.STD,34,マブルール,Dralnog,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b01010000100000000000000000000000,36,???,3,5.00,0.30
5,MB034.STD,34,マブルール,Dralnog,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,37,???,3,5.00,0.30
0,MB035.STD,35,クチュ,Que'lak,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,2.20,13.10
1,MB035.STD,35,クチュ,Que'lak,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB035.STD,35,クチュ,Que'lak,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB035.STD,35,クチュ,Que'lak,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB035.STD,35,クチュ,Que'lak,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB035.STD,35,クチュ,Que'lak,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB036.STD,36,ソピローテ,Pinalisk,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,6,1.20,12.40
1,MB036.STD,36,ソピローテ,Pinalisk,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB036.STD,36,ソピローテ,Pinalisk,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB036.STD,36,ソピローテ,Pinalisk,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB036.STD,36,ソピローテ,Pinalisk,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB036.STD,36,ソピローテ,Pinalisk,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB037.STD,37,シーサー,Crylbeast,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.50,17.10
1,MB037.STD,37,シーサー,Crylbeast,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,1.00,1.00
2,MB037.STD,37,シーサー,Crylbeast,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,0.80
3,MB037.STD,37,シーサー,Crylbeast,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB037.STD,37,シーサー,Crylbeast,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB037.STD,37,シーサー,Crylbeast,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB038.STD,38,レジボン,Slothstra,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,10,0.40,3.00
1,MB038.STD,38,レジボン,Slothstra,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB038.STD,38,レジボン,Slothstra,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,0.50
3,MB038.STD,38,レジボン,Slothstra,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB038.STD,38,レジボン,Slothstra,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB038.STD,38,レジボン,Slothstra,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB039.STD,39,ミラドール,Polraxis,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,6,0.50,5.00
1,MB039.STD,39,ミラドール,Polraxis,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,0.50
2,MB039.STD,39,ミラドール,Polraxis,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,0.60
3,MB039.STD,39,ミラドール,Polraxis,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB039.STD,39,ミラドール,Polraxis,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB039.STD,39,ミラドール,Polraxis,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB040.STD,40,ラフレシア,Roseln,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,13,0.80,4.80
1,MB040.STD,40,ラフレシア,Roseln,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB040.STD,40,ラフレシア,Roseln,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB040.STD,40,ラフレシア,Roseln,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB040.STD,40,ラフレシア,Roseln,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB040.STD,40,ラフレシア,Roseln,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB041.STD,41,エルモンテ,Elooper,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,0,0.90,8.90
1,MB041.STD,41,エルモンテ,Elooper,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB041.STD,41,エルモンテ,Elooper,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB041.STD,41,エルモンテ,Elooper,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB041.STD,41,エルモンテ,Elooper,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB041.STD,41,エルモンテ,Elooper,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB042.STD,42,フードン,Grapor,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.70,11.90
1,MB042.STD,42,フードン,Grapor,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB042.STD,42,フードン,Grapor,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB042.STD,42,フードン,Grapor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB042.STD,42,フードン,Grapor,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB042.STD,42,フードン,Grapor,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB043.STD,43,フィモソマ,Sphyrus,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,2,1.00,5.00
1,MB043.STD,43,フィモソマ,Sphyrus,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB043.STD,43,フィモソマ,Sphyrus,3,Set Turn Speed,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,0.50
3,MB043.STD,43,フィモソマ,Sphyrus,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB043.STD,43,フィモソマ,Sphyrus,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB043.STD,43,フィモソマ,Sphyrus,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB044.STD,44,プジョット,Iridzu,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,6,1.60,8.20
1,MB044.STD,44,プジョット,Iridzu,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB044.STD,44,プジョット,Iridzu,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB044.STD,44,プジョット,Iridzu,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB044.STD,44,プジョット,Iridzu,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB044.STD,44,プジョット,Iridzu,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB045.STD,45,モペール,Flyst,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,0.60,10.10
1,MB045.STD,45,モペール,Flyst,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB045.STD,45,モペール,Flyst,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB045.STD,45,モペール,Flyst,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB045.STD,45,モペール,Flyst,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB045.STD,45,モペール,Flyst,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB046.STD,46,メスカリナ,Medulizk,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,8,1.00,5.00
1,MB046.STD,46,メスカリナ,Medulizk,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB046.STD,46,メスカリナ,Medulizk,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB046.STD,46,メスカリナ,Medulizk,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB046.STD,46,メスカリナ,Medulizk,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB046.STD,46,メスカリナ,Medulizk,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB047.STD,47,プラニナ,Lucich,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,-1,None,2,0.60,4.10
1,MB047.STD,47,プラニナ,Lucich,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB047.STD,47,プラニナ,Lucich,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,-1,None,0,5.00,0.60
3,MB047.STD,47,プラニナ,Lucich,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,35,???,2,5.00,0.30
4,MB047.STD,47,プラニナ,Lucich,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b01010000100000000000000000000000,36,???,3,5.00,0.30
5,MB047.STD,47,プラニナ,Lucich,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,37,???,3,5.00,0.30
0,MB048.STD,48,デ式ディガー,Digger,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,7,0.50,5.00
1,MB048.STD,48,デ式ディガー,Digger,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB048.STD,48,デ式ディガー,Digger,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB048.STD,48,デ式ディガー,Digger,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB048.STD,48,デ式ディガー,Digger,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB048.STD,48,デ式ディガー,Digger,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB049.STD,49,レナウト,Flat Fiend,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,0.50,5.00
1,MB049.STD,49,レナウト,Flat Fiend,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB049.STD,49,レナウト,Flat Fiend,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB049.STD,49,レナウト,Flat Fiend,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB049.STD,49,レナウト,Flat Fiend,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB049.STD,49,レナウト,Flat Fiend,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB050.STD,50,ブブロッカ,Burocca,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.00,7.50
1,MB050.STD,50,ブブロッカ,Burocca,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB050.STD,50,ブブロッカ,Burocca,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB050.STD,50,ブブロッカ,Burocca,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB050.STD,50,ブブロッカ,Burocca,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB050.STD,50,ブブロッカ,Burocca,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB051.STD,51,アイガムハ,Drogerp,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,8,1.50,7.00
1,MB051.STD,51,アイガムハ,Drogerp,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB051.STD,51,アイガムハ,Drogerp,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB051.STD,51,アイガムハ,Drogerp,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB051.STD,51,アイガムハ,Drogerp,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB051.STD,51,アイガムハ,Drogerp,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB052.STD,52,ニウニウ,Nadnarb,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,0.50,5.00
1,MB052.STD,52,ニウニウ,Nadnarb,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB052.STD,52,ニウニウ,Nadnarb,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB052.STD,52,ニウニウ,Nadnarb,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB052.STD,52,ニウニウ,Nadnarb,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB052.STD,52,ニウニウ,Nadnarb,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB053.STD,53,ニャカラガ,Nairad,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,0.50,5.00
1,MB053.STD,53,ニャカラガ,Nairad,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB053.STD,53,ニャカラガ,Nairad,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB053.STD,53,ニャカラガ,Nairad,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB053.STD,53,ニャカラガ,Nairad,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB053.STD,53,ニャカラガ,Nairad,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB054.STD,54,カネヅル,Kanezl,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,7,0.40,5.00
1,MB054.STD,54,カネヅル,Kanezl,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB054.STD,54,カネヅル,Kanezl,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB054.STD,54,カネヅル,Kanezl,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB054.STD,54,カネヅル,Kanezl,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB054.STD,54,カネヅル,Kanezl,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB055.STD,55,メメゾーレ,Mantoid,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,13,1.00,5.00
1,MB055.STD,55,メメゾーレ,Mantoid,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB055.STD,55,メメゾーレ,Mantoid,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB055.STD,55,メメゾーレ,Mantoid,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB055.STD,55,メメゾーレ,Mantoid,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB055.STD,55,メメゾーレ,Mantoid,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB056.STD,56,ヒュドラ煌兵,Sorcerer,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.00,10.00
1,MB056.STD,56,ヒュドラ煌兵,Sorcerer,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB056.STD,56,ヒュドラ煌兵,Sorcerer,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.50
3,MB056.STD,56,ヒュドラ煌兵,Sorcerer,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB056.STD,56,ヒュドラ煌兵,Sorcerer,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB056.STD,56,ヒュドラ煌兵,Sorcerer,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB057.STD,57,イラブ,Slithar,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,3,0.20,4.10
1,MB057.STD,57,イラブ,Slithar,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB057.STD,57,イラブ,Slithar,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB057.STD,57,イラブ,Slithar,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB057.STD,57,イラブ,Slithar,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB057.STD,57,イラブ,Slithar,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB058.STD,58,ゴーヤエルモ,Golooper,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,0,0.90,8.90
1,MB058.STD,58,ゴーヤエルモ,Golooper,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB058.STD,58,ゴーヤエルモ,Golooper,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB058.STD,58,ゴーヤエルモ,Golooper,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB058.STD,58,ゴーヤエルモ,Golooper,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB058.STD,58,ゴーヤエルモ,Golooper,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB059.STD,59,ナマトヌカ,Alusphere,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,9,1.00,5.00
1,MB059.STD,59,ナマトヌカ,Alusphere,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB059.STD,59,ナマトヌカ,Alusphere,3,Set Turn Speed,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB059.STD,59,ナマトヌカ,Alusphere,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB059.STD,59,ナマトヌカ,Alusphere,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB059.STD,59,ナマトヌカ,Alusphere,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB060.STD,60,モノノフ,Soldier,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.10,10.00
1,MB060.STD,60,モノノフ,Soldier,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB060.STD,60,モノノフ,Soldier,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.50
3,MB060.STD,60,モノノフ,Soldier,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB060.STD,60,モノノフ,Soldier,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB060.STD,60,モノノフ,Soldier,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB061.STD,61,ヴィヒム,Delzool,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,-1,None,2,0.60,4.10
1,MB061.STD,61,ヴィヒム,Delzool,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB061.STD,61,ヴィヒム,Delzool,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,-1,None,0,5.00,0.60
3,MB061.STD,61,ヴィヒム,Delzool,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,35,???,2,5.00,0.30
4,MB061.STD,61,ヴィヒム,Delzool,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b01010000100000000000000000000000,36,???,3,5.00,0.30
5,MB061.STD,61,ヴィヒム,Delzool,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,37,???,3,5.00,0.30
0,MB062.STD,62,ヒュドラ将兵,Defender,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,0,1.60,10.20
1,MB062.STD,62,ヒュドラ将兵,Defender,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
