Entry ID,[Filter],[EC ID],[EC JP Name],[EC US Name],Type ID,[Type Name],Task ID,[Task Name],Param ID,[Param Name]
10,*,120,ドゥムス,Hopril,1,Action,551,Guard,-1,None
11,*,120,ドゥムス,Hopril,1,Action,552,Run,-1,None
12,*,120,ドゥムス,Hopril,1,Action,61,Laser Blast,13,PC w/o Stone
1,*,121,エルシアン,Elcian,0,Branch,37,Turn ≥ 5,5,Go to 5
2,*,121,エルシアン,Elcian,0,Branch,24,Rating 40%,8,Go to 8
3,*,121,エルシアン,Elcian,0,Branch,25,Rating 50%,11,Go to 11
4,*,121,エルシアン,Elcian,0,Branch,30,Always,12,Go to 12
5,*,121,エルシアン,Elcian,0,Branch,25,Rating 50%,9,Go to 9
6,*,121,エルシアン,Elcian,0,Branch,24,Rating 40%,10,Go to 10
7,*,121,エルシアン,Elcian,0,Branch,30,Always,2,Go to 2
8,*,121,エルシアン,Elcian,1,Action,550,Attack,2,Random PC
9,*,121,エルシアン,Elcian,1,Action,552,Run,-1,None
10,*,121,エルシアン,Elcian,1,Action,507,Sacres,22,Self
11,*,121,エルシアン,Elcian,1,Action,512,Slipara,-1,None
12,*,121,エルシアン,Elcian,1,Action,523,Pyri,-1,None
1,*,128,アントニオ,Antonio,0,Branch,11,Turn 1,9,Go to 9
2,*,128,アントニオ,Antonio,0,Branch,12,Turn 2,11,Go to 11
3,*,128,アントニオ,Antonio,0,Branch,13,Turn 3,13,Go to 13
4,*,128,アントニオ,Antonio,0,Branch,14,Turn 4,13,Go to 13
5,*,128,アントニオ,Antonio,0,Branch,62,PCs Alive = 1,16,Go to 16
6,*,128,アントニオ,Antonio,0,Branch,2,HP < 25%,9,Go to 9
7,*,128,アントニオ,Antonio,0,Branch,27,Rating 70%,19,Go to 19
8,*,128,アントニオ,Antonio,0,Branch,30,Always,20,Go to 20
9,*,128,アントニオ,Antonio,0,Branch,25,Rating 50%,19,Go to 19
10,*,128,アントニオ,Antonio,0,Branch,30,Always,20,Go to 20
11,*,128,アントニオ,Antonio,0,Branch,50,Used S-Move Last Turn?,19,Go to 19
12,*,128,アントニオ,Antonio,0,Branch,30,Always,20,Go to 20
13,*,128,アントニオ,Antonio,0,Branch,26,Rating 60%,19,Go to 19
14,*,128,アントニオ,Antonio,0,Branch,25,Rating 50%,20,Go to 20
15,*,128,アントニオ,Antonio,0,Branch,30,Always,21,Go to 21
16,*,128,アントニオ,Antonio,0,Branch,25,Rating 50%,19,Go to 19
17,*,128,アントニオ,Antonio,0,Branch,23,Rating 30%,20,Go to 20
18,*,128,アントニオ,Antonio,0,Branch,30,Always,21,Go to 21
19,*,128,アントニオ,Antonio,1,Action,550,Attack,2,Random PC
20,*,128,アントニオ,Antonio,1,Action,5,Thunder of Fury,2,Random PC
21,*,128,アントニオ,Antonio,1,Action,34,Assess Damage,-1,None
1,*,129,アガタウマス,Sentinel,0,Branch,48,Used Target Search?,8,Go to 8
2,*,129,アガタウマス,Sentinel,0,Branch,5,Got Hit by Spell?,6,Go to 6
3,*,129,アガタウマス,Sentinel,0,Branch,0,HP = 100%,6,Go to 6
4,*,129,アガタウマス,Sentinel,0,Branch,26,Rating 60%,10,Go to 10
5,*,129,アガタウマス,Sentinel,0,Branch,30,Always,11,Go to 11
6,*,129,アガタウマス,Sentinel,0,Branch,29,Rating 90%,11,Go to 11
7,*,129,アガタウマス,Sentinel,0,Branch,30,Always,10,Go to 10
8,*,129,アガタウマス,Sentinel,0,Branch,28,Rating 80%,12,Go to 12
9,*,129,アガタウマス,Sentinel,0,Branch,30,Always,10,Go to 10
10,*,129,アガタウマス,Sentinel,1,Action,550,Attack,2,Random PC
11,*,129,アガタウマス,Sentinel,1,Action,9,Target Search,-1,None
12,*,129,アガタウマス,Sentinel,1,Action,99,Blaster,2,Random PC
1,*,130,イマゴタリア,Bleigock,0,Branch,11,Turn 1,5,Go to 5
2,*,130,イマゴタリア,Bleigock,0,Branch,12,Turn 2,7,Go to 7
3,*,130,イマゴタリア,Bleigock,0,Branch,50,Used S-Move Last Turn?,17,Go to 17
4,*,130,イマゴタリア,Bleigock,0,Branch,30,Always,14,Go to 14
5,*,130,イマゴタリア,Bleigock,0,Branch,25,Rating 50%,20,Go to 20
6,*,130,イマゴタリア,Bleigock,0,Branch,30,Always,19,Go to 19
7,*,130,イマゴタリア,Bleigock,0,Branch,50,Used S-Move Last Turn?,9,Go to 9
8,*,130,イマゴタリア,Bleigock,0,Branch,25,Rating 50%,21,Go to 21
9,*,130,イマゴタリア,Bleigock,0,Branch,24,Rating 40%,21,Go to 21
10,*,130,イマゴタリア,Bleigock,0,Branch,30,Always,19,Go to 19
11,*,130,イマゴタリア,Bleigock,0,Branch,21,Rating 10%,21,Go to 21
12,*,130,イマゴタリア,Bleigock,0,Branch,25,Rating 50%,20,Go to 20
13,*,130,イマゴタリア,Bleigock,0,Branch,30,Always,19,Go to 19
14,*,130,イマゴタリア,Bleigock,0,Branch,25,Rating 50%,21,Go to 21
15,*,130,イマゴタリア,Bleigock,0,Branch,22,Rating 20%,20,Go to 20
16,*,130,イマゴタリア,Bleigock,0,Branch,30,Always,19,Go to 19
17,*,130,イマゴタリア,Bleigock,0,Branch,22,Rating 20%,20,Go to 20
18,*,130,イマゴタリア,Bleigock,0,Branch,30,Always,19,Go to 19
19,*,130,イマゴタリア,Bleigock,1,Action,550,Attack,2,Random PC
20,*,130,イマゴタリア,Bleigock,1,Action,183,Frost Breath,-1,None
21,*,130,イマゴタリア,Bleigock,1,Action,25,Poisonous Bile,-1,None
1,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,11,Turn 1,5,Go to 5
2,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,12,Turn 2,7,Go to 7
3,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,50,Used S-Move Last Turn?,11,Go to 11
4,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,30,Always,14,Go to 14
5,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,25,Rating 50%,18,Go to 18
6,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,30,Always,17,Go to 17
7,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,50,Used S-Move Last Turn?,9,Go to 9
8,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,25,Rating 50%,19,Go to 19
9,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,22,Rating 20%,19,Go to 19
10,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,30,Always,17,Go to 17
11,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,21,Rating 10%,19,Go to 19
12,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,25,Rating 50%,18,Go to 18
13,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,30,Always,17,Go to 17
14,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,25,Rating 50%,19,Go to 19
15,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,22,Rating 20%,18,Go to 18
16,ebinit002.dat,130,イマゴタリア,Bleigock,0,Branch,30,Always,17,Go to 17
17,ebinit002.dat,130,イマゴタリア,Bleigock,1,Action,550,Attack,2,Random PC
18,ebinit002.dat,130,イマゴタリア,Bleigock,1,Action,183,Frost Breath,-1,None
19,ebinit002.dat,130,イマゴタリア,Bleigock,1,Action,25,Poisonous Bile,-1,None
1,*,131,獄長,Executioner,0,Branch,17,ECs Alive = 1,28,Go to 28
2,*,131,獄長,Executioner,0,Branch,16,Has Silence?,20,Go to 20
3,*,131,獄長,Executioner,0,Branch,11,Turn 1,7,Go to 7
4,*,131,獄長,Executioner,0,Branch,12,Turn 2,9,Go to 9
5,*,131,獄長,Executioner,0,Branch,13,Turn 3,9,Go to 9
6,*,131,獄長,Executioner,0,Branch,30,Always,13,Go to 13
7,*,131,獄長,Executioner,0,Branch,25,Rating 50%,35,Go to 35
8,*,131,獄長,Executioner,0,Branch,30,Always,37,Go to 37
9,*,131,獄長,Executioner,0,Branch,50,Used S-Move Last Turn?,11,Go to 11
10,*,131,獄長,Executioner,0,Branch,30,Always,36,Go to 36
11,*,131,獄長,Executioner,0,Branch,25,Rating 50%,35,Go to 35
12,*,131,獄長,Executioner,0,Branch,30,Always,38,Go to 38
13,*,131,獄長,Executioner,0,Branch,50,Used S-Move Last Turn?,17,Go to 17
14,*,131,獄長,Executioner,0,Branch,24,Rating 40%,37,Go to 37
15,*,131,獄長,Executioner,0,Branch,27,Rating 70%,36,Go to 36
16,*,131,獄長,Executioner,0,Branch,30,Always,35,Go to 35
17,*,131,獄長,Executioner,0,Branch,25,Rating 50%,35,Go to 35
18,*,131,獄長,Executioner,0,Branch,28,Rating 80%,38,Go to 38
19,*,131,獄長,Executioner,0,Branch,30,Always,39,Go to 39
20,*,131,獄長,Executioner,0,Branch,50,Used S-Move Last Turn?,25,Go to 25
21,*,131,獄長,Executioner,0,Branch,22,Rating 20%,35,Go to 35
22,*,131,獄長,Executioner,0,Branch,24,Rating 40%,37,Go to 37
23,*,131,獄長,Executioner,0,Branch,28,Rating 80%,36,Go to 36
24,*,131,獄長,Executioner,0,Branch,30,Always,39,Go to 39
25,*,131,獄長,Executioner,0,Branch,25,Rating 50%,35,Go to 35
26,*,131,獄長,Executioner,0,Branch,26,Rating 60%,37,Go to 37
27,*,131,獄長,Executioner,0,Branch,30,Always,39,Go to 39
28,*,131,獄長,Executioner,0,Branch,50,Used S-Move Last Turn?,31,Go to 31
29,*,131,獄長,Executioner,0,Branch,25,Rating 50%,36,Go to 36
30,*,131,獄長,Executioner,0,Branch,30,Always,37,Go to 37
31,*,131,獄長,Executioner,0,Branch,24,Rating 40%,35,Go to 35
32,*,131,獄長,Executioner,0,Branch,24,Rating 40%,37,Go to 37
33,*,131,獄長,Executioner,0,Branch,26,Rating 60%,38,Go to 38
34,*,131,獄長,Executioner,0,Branch,30,Always,39,Go to 39
35,*,131,獄長,Executioner,1,Action,550,Attack,2,Random PC
36,*,131,獄長,Executioner,1,Action,11,Tackle,3,PC w/ Most HP
37,*,131,獄長,Executioner,1,Action,251,Sonic Wave,2,Random PC
38,*,131,獄長,Executioner,1,Action,533,Electres,2,Random PC
39,*,131,獄長,Executioner,1,Action,551,Guard,-1,None
1,ebinit003.dat,131,獄長,Executioner,0,Branch,17,ECs Alive = 1,26,Go to 26
2,ebinit003.dat,131,獄長,Executioner,0,Branch,16,Has Silence?,22,Go to 22
3,ebinit003.dat,131,獄長,Executioner,0,Branch,11,Turn 1,7,Go to 7
4,ebinit003.dat,131,獄長,Executioner,0,Branch,12,Turn 2,9,Go to 9
5,ebinit003.dat,131,獄長,Executioner,0,Branch,13,Turn 3,9,Go to 9
6,ebinit003.dat,131,獄長,Executioner,0,Branch,30,Always,13,Go to 13
7,ebinit003.dat,131,獄長,Executioner,0,Branch,25,Rating 50%,28,Go to 28
8,ebinit003.dat,131,獄長,Executioner,0,Branch,30,Always,30,Go to 30
9,ebinit003.dat,131,獄長,Executioner,0,Branch,50,Used S-Move Last Turn?,11,Go to 11
10,ebinit003.dat,131,獄長,Executioner,0,Branch,30,Always,29,Go to 29
11,ebinit003.dat,131,獄長,Executioner,0,Branch,25,Rating 50%,28,Go to 28
12,ebinit003.dat,131,獄長,Executioner,0,Branch,30,Always,31,Go to 31
13,ebinit003.dat,131,獄長,Executioner,0,Branch,50,Used S-Move Last Turn?,17,Go to 17
14,ebinit003.dat,131,獄長,Executioner,0,Branch,24,Rating 40%,30,Go to 30
15,ebinit003.dat,131,獄長,Executioner,0,Branch,27,Rating 70%,29,Go to 29
16,ebinit003.dat,131,獄長,Executioner,0,Branch,30,Always,28,Go to 28
17,ebinit003.dat,131,獄長,Executioner,0,Branch,24,Rating 40%,28,Go to 28
18,ebinit003.dat,131,獄長,Executioner,0,Branch,24,Rating 40%,31,Go to 31
19,ebinit003.dat,131,獄長,Executioner,0,Branch,24,Rating 40%,32,Go to 32
20,ebinit003.dat,131,獄長,Executioner,0,Branch,25,Rating 50%,30,Go to 30
21,ebinit003.dat,131,獄長,Executioner,0,Branch,30,Always,29,Go to 29
22,ebinit003.dat,131,獄長,Executioner,0,Branch,22,Rating 20%,28,Go to 28
23,ebinit003.dat,131,獄長,Executioner,0,Branch,24,Rating 40%,30,Go to 30
24,ebinit003.dat,131,獄長,Executioner,0,Branch,28,Rating 80%,29,Go to 29
25,ebinit003.dat,131,獄長,Executioner,0,Branch,30,Always,32,Go to 32
26,ebinit003.dat,131,獄長,Executioner,0,Branch,25,Rating 50%,29,Go to 29
27,ebinit003.dat,131,獄長,Executioner,0,Branch,30,Always,30,Go to 30
28,ebinit003.dat,131,獄長,Executioner,1,Action,550,Attack,2,Random PC
29,ebinit003.dat,131,獄長,Executioner,1,Action,11,Tackle,3,PC w/ Most HP
30,ebinit003.dat,131,獄長,Executioner,1,Action,251,Sonic Wave,2,Random PC
31,ebinit003.dat,131,獄長,Executioner,1,Action,533,Electres,2,Random PC
32,ebinit003.dat,131,獄長,Executioner,1,Action,551,Guard,-1,None
1,*,132,ガルシアン,Galcian,0,Branch,1,HP < 50%,13,Go to 13
2,*,132,ガルシアン,Galcian,0,Branch,11,Turn 1,7,Go to 7
3,*,132,ガルシアン,Galcian,0,Branch,12,Turn 2,7,Go to 7
4,*,132,ガルシアン,Galcian,0,Branch,25,Rating 50%,9,Go to 9
5,*,132,ガルシアン,Galcian,0,Branch,26,Rating 60%,10,Go to 10
6,*,132,ガルシアン,Galcian,0,Branch,30,Always,11,Go to 11
7,*,132,ガルシアン,Galcian,0,Branch,25,Rating 50%,9,Go to 9
8,*,132,ガルシアン,Galcian,0,Branch,30,Always,12,Go to 12
9,*,132,ガルシアン,Galcian,1,Action,550,Attack,2,Random PC
10,*,132,ガルシアン,Galcian,1,Action,518,Eternes,-1,None
11,*,132,ガルシアン,Galcian,1,Action,534,Electrum,2,Random PC
12,*,132,ガルシアン,Galcian,1,Action,24,Devolver,-1,None
13,*,132,ガルシアン,Galcian,1,Action,509,Sacrulen,22,Self
1,ebinit004.dat,132,ガルシアン,Galcian,0,Branch,1,HP < 50%,12,Go to 12
2,ebinit004.dat,132,ガルシアン,Galcian,0,Branch,11,Turn 1,6,Go to 6
3,ebinit004.dat,132,ガルシアン,Galcian,0,Branch,12,Turn 2,6,Go to 6
4,ebinit004.dat,132,ガルシアン,Galcian,0,Branch,25,Rating 50%,9,Go to 9
5,ebinit004.dat,132,ガルシアン,Galcian,0,Branch,30,Always,10,Go to 10
6,ebinit004.dat,132,ガルシアン,Galcian,0,Branch,25,Rating 50%,8,Go to 8
7,ebinit004.dat,132,ガルシアン,Galcian,0,Branch,30,Always,11,Go to 11
8,ebinit004.dat,132,ガルシアン,Galcian,1,Action,550,Attack,2,Random PC
9,ebinit004.dat,132,ガルシアン,Galcian,1,Action,518,Eternes,-1,None
10,ebinit004.dat,132,ガルシアン,Galcian,1,Action,534,Electrum,2,Random PC
11,ebinit004.dat,132,ガルシアン,Galcian,1,Action,24,Devolver,-1,None
12,ebinit004.dat,132,ガルシアン,Galcian,1,Action,509,Sacrulen,22,Self
1,*,133,護送将兵,Royal Guard,0,Branch,5,Got Hit by Spell?,11,Go to 11
2,*,133,護送将兵,Royal Guard,0,Branch,38,Any EC HP < 50%,8,Go to 8
3,*,133,護送将兵,Royal Guard,0,Branch,25,Rating 50%,14,Go to 14
4,*,133,護送将兵,Royal Guard,0,Branch,24,Rating 40%,16,Go to 16
5,*,133,護送将兵,Royal Guard,0,Branch,25,Rating 50%,17,Go to 17
6,*,133,護送将兵,Royal Guard,0,Branch,28,Rating 80%,18,Go to 18
7,*,133,護送将兵,Royal Guard,0,Branch,30,Always,15,Go to 15
8,*,133,護送将兵,Royal Guard,0,Branch,25,Rating 50%,17,Go to 17
9,*,133,護送将兵,Royal Guard,0,Branch,32,Used Sacri Spells ≥ 2,11,Go to 11
10,*,133,護送将兵,Royal Guard,0,Branch,30,Always,15,Go to 15
11,*,133,護送将兵,Royal Guard,0,Branch,24,Rating 40%,14,Go to 14
12,*,133,護送将兵,Royal Guard,0,Branch,25,Rating 50%,16,Go to 16
13,*,133,護送将兵,Royal Guard,0,Branch,30,Always,17,Go to 17
14,*,133,護送将兵,Royal Guard,1,Action,550,Attack,2,Random PC
15,*,133,護送将兵,Royal Guard,1,Action,506,Sacri,7,EC w/ Least HP
16,*,133,護送将兵,Royal Guard,1,Action,533,Electres,2,Random PC
17,*,133,護送将兵,Royal Guard,1,Action,19,Counter Stance,-1,None
18,*,133,護送将兵,Royal Guard,1,Action,551,Guard,-1,None
1,*,134,ラァス,Rokwyrm,0,Branch,1,HP < 50%,6,Go to 6
2,*,134,ラァス,Rokwyrm,0,Branch,2,HP < 25%,9,Go to 9
3,*,134,ラァス,Rokwyrm,0,Branch,23,Rating 30%,14,Go to 14
4,*,134,ラァス,Rokwyrm,0,Branch,25,Rating 50%,13,Go to 13
5,*,134,ラァス,Rokwyrm,0,Branch,30,Always,12,Go to 12
6,*,134,ラァス,Rokwyrm,0,Branch,25,Rating 50%,14,Go to 14
7,*,134,ラァス,Rokwyrm,0,Branch,24,Rating 40%,13,Go to 13
8,*,134,ラァス,Rokwyrm,0,Branch,30,Always,12,Go to 12
9,*,134,ラァス,Rokwyrm,0,Branch,22,Rating 20%,14,Go to 14
10,*,134,ラァス,Rokwyrm,0,Branch,27,Rating 70%,13,Go to 13
11,*,134,ラァス,Rokwyrm,0,Branch,30,Always,12,Go to 12
12,*,134,ラァス,Rokwyrm,1,Action,550,Attack,2,Random PC
13,*,134,ラァス,Rokwyrm,1,Action,0,Volcanic Blast,-1,None
14,*,134,ラァス,Rokwyrm,1,Action,1,Cinder Storm,13,PC w/o Stone
1,*,136,アントニオＪｒ,Antonio 2,0,Branch,50,Used S-Move Last Turn?,4,Go to 4
2,*,136,アントニオＪｒ,Antonio 2,0,Branch,23,Rating 30%,6,Go to 6
3,*,136,アントニオＪｒ,Antonio 2,0,Branch,30,Always,7,Go to 7
4,*,136,アントニオＪｒ,Antonio 2,0,Branch,27,Rating 70%,6,Go to 6
5,*,136,アントニオＪｒ,Antonio 2,0,Branch,30,Always,7,Go to 7
6,*,136,アントニオＪｒ,Antonio 2,1,Action,550,Attack,2,Random PC
7,*,136,アントニオＪｒ,Antonio 2,1,Action,5,Thunder of Fury,2,Random PC
1,*,137,ディアトリマ,Rik'talish,0,Branch,11,Turn 1,11,Go to 11
2,*,137,ディアトリマ,Rik'talish,0,Branch,12,Turn 2,11,Go to 11
3,*,137,ディアトリマ,Rik'talish,0,Branch,1,HP < 50%,15,Go to 15
4,*,137,ディアトリマ,Rik'talish,0,Branch,50,Used S-Move Last Turn?,6,Go to 6
5,*,137,ディアトリマ,Rik'talish,0,Branch,30,Always,15,Go to 15
6,*,137,ディアトリマ,Rik'talish,0,Branch,22,Rating 20%,22,Go to 22
7,*,137,ディアトリマ,Rik'talish,0,Branch,22,Rating 20%,23,Go to 23
8,*,137,ディアトリマ,Rik'talish,0,Branch,22,Rating 20%,21,Go to 21
9,*,137,ディアトリマ,Rik'talish,0,Branch,28,Rating 80%,19,Go to 19
10,*,137,ディアトリマ,Rik'talish,0,Branch,30,Always,20,Go to 20
11,*,137,ディアトリマ,Rik'talish,0,Branch,23,Rating 30%,22,Go to 22
12,*,137,ディアトリマ,Rik'talish,0,Branch,24,Rating 40%,23,Go to 23
13,*,137,ディアトリマ,Rik'talish,0,Branch,29,Rating 90%,21,Go to 21
14,*,137,ディアトリマ,Rik'talish,0,Branch,30,Always,19,Go to 19
15,*,137,ディアトリマ,Rik'talish,0,Branch,22,Rating 20%,22,Go to 22
16,*,137,ディアトリマ,Rik'talish,0,Branch,24,Rating 40%,23,Go to 23
17,*,137,ディアトリマ,Rik'talish,0,Branch,27,Rating 70%,21,Go to 21
18,*,137,ディアトリマ,Rik'talish,0,Branch,30,Always,19,Go to 19
19,*,137,ディアトリマ,Rik'talish,1,Action,550,Attack,16,PC w/o Sleep
20,*,137,ディアトリマ,Rik'talish,1,Action,551,Guard,-1,None
21,*,137,ディアトリマ,Rik'talish,1,Action,2,Feather Slash,2,Random PC
22,*,137,ディアトリマ,Rik'talish,1,Action,7,Circle of Panic,14,PC w/o Confusion
23,*,137,ディアトリマ,Rik'talish,1,Action,8,Ring of Sleep,16,PC w/o Sleep
1,*,138,シニストラ,Sinistra,0,Branch,17,ECs Alive = 1,18,Go to 18
2,*,138,シニストラ,Sinistra,0,Branch,53,Used Engage?,22,Go to 22
3,*,138,シニストラ,Sinistra,0,Branch,11,Turn 1,9,Go to 9
4,*,138,シニストラ,Sinistra,0,Branch,12,Turn 2,12,Go to 12
5,*,138,シニストラ,Sinistra,0,Branch,38,Any EC HP < 50%,16,Go to 16
6,*,138,シニストラ,Sinistra,0,Branch,39,Any EC HP < 25%,17,Go to 17
7,*,138,シニストラ,Sinistra,0,Branch,25,Rating 50%,20,Go to 20
8,*,138,シニストラ,Sinistra,0,Branch,30,Always,21,Go to 21
9,*,138,シニストラ,Sinistra,0,Branch,25,Rating 50%,23,Go to 23
10,*,138,シニストラ,Sinistra,0,Branch,25,Rating 50%,20,Go to 20
11,*,138,シニストラ,Sinistra,0,Branch,30,Always,21,Go to 21
12,*,138,シニストラ,Sinistra,0,Branch,50,Used S-Move Last Turn?,14,Go to 14
13,*,138,シニストラ,Sinistra,0,Branch,30,Always,15,Go to 15
14,*,138,シニストラ,Sinistra,0,Branch,25,Rating 50%,20,Go to 20
15,*,138,シニストラ,Sinistra,0,Branch,30,Always,21,Go to 21
16,*,138,シニストラ,Sinistra,0,Branch,23,Rating 30%,23,Go to 23
17,*,138,シニストラ,Sinistra,0,Branch,21,Rating 10%,23,Go to 23
18,*,138,シニストラ,Sinistra,0,Branch,23,Rating 30%,20,Go to 20
19,*,138,シニストラ,Sinistra,0,Branch,30,Always,21,Go to 21
20,*,138,シニストラ,Sinistra,1,Action,550,Attack,2,Random PC
21,*,138,シニストラ,Sinistra,1,Action,51,Explode,-1,None
22,*,138,シニストラ,Sinistra,1,Action,54,Death Waltz,-1,None
23,*,138,シニストラ,Sinistra,1,Action,55,Engage,-1,None
1,*,139,デクストラ,Destra,0,Branch,17,ECs Alive = 1,18,Go to 18
2,*,139,デクストラ,Destra,0,Branch,53,Used Engage?,22,Go to 22
3,*,139,デクストラ,Destra,0,Branch,12,Turn 2,9,Go to 9
4,*,139,デクストラ,Destra,0,Branch,13,Turn 3,12,Go to 12
5,*,139,デクストラ,Destra,0,Branch,38,Any EC HP < 50%,16,Go to 16
6,*,139,デクストラ,Destra,0,Branch,39,Any EC HP < 25%,17,Go to 17
7,*,139,デクストラ,Destra,0,Branch,25,Rating 50%,20,Go to 20
8,*,139,デクストラ,Destra,0,Branch,30,Always,21,Go to 21
9,*,139,デクストラ,Destra,0,Branch,25,Rating 50%,23,Go to 23
10,*,139,デクストラ,Destra,0,Branch,25,Rating 50%,20,Go to 20
11,*,139,デクストラ,Destra,0,Branch,30,Always,21,Go to 21
12,*,139,デクストラ,Destra,0,Branch,50,Used S-Move Last Turn?,14,Go to 14
13,*,139,デクストラ,Destra,0,Branch,30,Always,15,Go to 15
14,*,139,デクストラ,Destra,0,Branch,25,Rating 50%,20,Go to 20
15,*,139,デクストラ,Destra,0,Branch,30,Always,21,Go to 21
16,*,139,デクストラ,Destra,0,Branch,23,Rating 30%,23,Go to 23
17,*,139,デクストラ,Destra,0,Branch,21,Rating 10%,23,Go to 23
18,*,139,デクストラ,Destra,0,Branch,23,Rating 30%,20,Go to 20
19,*,139,デクストラ,Destra,0,Branch,30,Always,21,Go to 21
20,*,139,デクストラ,Destra,1,Action,550,Attack,2,Random PC
21,*,139,デクストラ,Destra,1,Action,53,Tundra Blast,-1,None
22,*,139,デクストラ,Destra,1,Action,59,Death Waltz,-1,None
23,*,139,デクストラ,Destra,1,Action,55,Engage,-1,None
1,*,140,ラミレス,Ramirez,0,Branch,1,HP < 50%,14,Go to 14
2,*,140,ラミレス,Ramirez,0,Branch,11,Turn 1,10,Go to 10
3,*,140,ラミレス,Ramirez,0,Branch,12,Turn 2,9,Go to 9
4,*,140,ラミレス,Ramirez,0,Branch,13,Turn 3,8,Go to 8
5,*,140,ラミレス,Ramirez,0,Branch,14,Turn 4,7,Go to 7
6,*,140,ラミレス,Ramirez,0,Branch,24,Rating 40%,13,Go to 13
7,*,140,ラミレス,Ramirez,0,Branch,24,Rating 40%,13,Go to 13
8,*,140,ラミレス,Ramirez,0,Branch,24,Rating 40%,13,Go to 13
9,*,140,ラミレス,Ramirez,0,Branch,24,Rating 40%,12,Go to 12
10,*,140,ラミレス,Ramirez,0,Branch,22,Rating 20%,12,Go to 12
11,*,140,ラミレス,Ramirez,1,Action,550,Attack,2,Random PC
12,*,140,ラミレス,Ramirez,1,Action,519,Eternum,2,Random PC
13,*,140,ラミレス,Ramirez,1,Action,43,Silver Eclipse,-1,None
14,*,140,ラミレス,Ramirez,1,Action,509,Sacrulen,22,Self
1,*,141,ビゴロ,Vigoro,0,Branch,50,Used S-Move Last Turn?,5,Go to 5
2,*,141,ビゴロ,Vigoro,0,Branch,11,Turn 1,9,Go to 9
3,*,141,ビゴロ,Vigoro,0,Branch,14,Turn 4,9,Go to 9
4,*,141,ビゴロ,Vigoro,0,Branch,30,Always,13,Go to 13
5,*,141,ビゴロ,Vigoro,0,Branch,22,Rating 20%,19,Go to 19
6,*,141,ビゴロ,Vigoro,0,Branch,21,Rating 10%,20,Go to 20
7,*,141,ビゴロ,Vigoro,0,Branch,25,Rating 50%,17,Go to 17
8,*,141,ビゴロ,Vigoro,0,Branch,30,Always,18,Go to 18
9,*,141,ビゴロ,Vigoro,0,Branch,28,Rating 80%,19,Go to 19
10,*,141,ビゴロ,Vigoro,0,Branch,21,Rating 10%,20,Go to 20
11,*,141,ビゴロ,Vigoro,0,Branch,25,Rating 50%,17,Go to 17
12,*,141,ビゴロ,Vigoro,0,Branch,30,Always,18,Go to 18
13,*,141,ビゴロ,Vigoro,0,Branch,24,Rating 40%,19,Go to 19
14,*,141,ビゴロ,Vigoro,0,Branch,21,Rating 10%,20,Go to 20
15,*,141,ビゴロ,Vigoro,0,Branch,25,Rating 50%,17,Go to 17
16,*,141,ビゴロ,Vigoro,0,Branch,30,Always,18,Go to 18
17,*,141,ビゴロ,Vigoro,1,Action,550,Attack,1,Same PC
18,*,141,ビゴロ,Vigoro,1,Action,550,Attack,21,PC w/ Most Attack
19,*,141,ビゴロ,Vigoro,1,Action,60,Vigoro's Charm,23,Aika
20,*,141,ビゴロ,Vigoro,1,Action,551,Guard,-1,None
1,*,142,ブラキロフス,Dralkor Tank,0,Branch,50,Used S-Move Last Turn?,4,Go to 4
2,*,142,ブラキロフス,Dralkor Tank,0,Branch,22,Rating 20%,6,Go to 6
3,*,142,ブラキロフス,Dralkor Tank,0,Branch,30,Always,7,Go to 7
4,*,142,ブラキロフス,Dralkor Tank,0,Branch,28,Rating 80%,6,Go to 6
5,*,142,ブラキロフス,Dralkor Tank,0,Branch,30,Always,7,Go to 7
6,*,142,ブラキロフス,Dralkor Tank,1,Action,550,Attack,2,Random PC
7,*,142,ブラキロフス,Dralkor Tank,1,Action,30,Wheel Blast,2,Random PC
1,*,144,ディーゴ,Tortigar,0,Branch,18,Party SP = 100%,43,Go to 43
2,*,144,ディーゴ,Tortigar,0,Branch,19,Party SP ≤ 50%,4,Go to 4
3,*,144,ディーゴ,Tortigar,0,Branch,30,Always,16,Go to 16
4,*,144,ディーゴ,Tortigar,0,Branch,20,Party SP ≤ 25%,6,Go to 6
5,*,144,ディーゴ,Tortigar,0,Branch,30,Always,17,Go to 17
6,*,144,ディーゴ,Tortigar,0,Branch,11,Turn 1,19,Go to 19
