Entry ID,[Filter],[EC ID],[JP EC Name],Type ID,[Type Name],Task ID,[Task Name],Param ID,[Param Name]
9,*,66,ギャルブ,1,Action,528,グラシェス,2,Random PC
1,*,72,警備士,0,Branch,1,HP < 50%,4,Go to 4
2,*,72,警備士,0,Branch,28,Rating 80%,7,Go to 7
3,*,72,警備士,0,Branch,30,Always,9,Go to 9
4,*,72,警備士,0,Branch,26,Rating 60%,7,Go to 7
5,*,72,警備士,0,Branch,24,Rating 40%,8,Go to 8
6,*,72,警備士,0,Branch,30,Always,9,Go to 9
7,*,72,警備士,1,Action,550,Attack,2,Random PC
8,*,72,警備士,1,Action,80,薬草,7,EC w/ Least HP
9,*,72,警備士,1,Action,551,Guard,-1,None
1,*,86,はぐれクリオネ,0,Branch,45,1st PC ΔLevel > 7,3,Go to 3
2,*,86,はぐれクリオネ,0,Branch,30,Always,4,Go to 4
3,*,86,はぐれクリオネ,0,Branch,29,Rating 90%,16,Go to 16
4,*,86,はぐれクリオネ,0,Branch,44,1st PC ΔLevel > 3,6,Go to 6
5,*,86,はぐれクリオネ,0,Branch,30,Always,7,Go to 7
6,*,86,はぐれクリオネ,0,Branch,26,Rating 60%,16,Go to 16
7,*,86,はぐれクリオネ,0,Branch,0,HP = 100%,10,Go to 10
8,*,86,はぐれクリオネ,0,Branch,46,Used HP Absorbs ≥ 1,10,Go to 10
9,*,86,はぐれクリオネ,0,Branch,26,Rating 60%,17,Go to 17
10,*,86,はぐれクリオネ,0,Branch,33,Used Attack Spells ≥ 1,12,Go to 12
11,*,86,はぐれクリオネ,0,Branch,23,Rating 30%,18,Go to 18
12,*,86,はぐれクリオネ,0,Branch,23,Rating 30%,19,Go to 19
13,*,86,はぐれクリオネ,0,Branch,23,Rating 30%,20,Go to 20
14,*,86,はぐれクリオネ,0,Branch,25,Rating 50%,16,Go to 16
15,*,86,はぐれクリオネ,1,Action,550,Attack,2,Random PC
16,*,86,はぐれクリオネ,1,Action,552,Run,-1,None
17,*,86,はぐれクリオネ,1,Action,210,ＨＰ吸収,3,PC w/ Most HP
18,*,86,はぐれクリオネ,1,Action,519,ジェドーサ,19,PC w/o Poison
19,*,86,はぐれクリオネ,1,Action,100,Ж術詠唱？,-1,None
20,*,86,はぐれクリオネ,1,Action,56,電撃,-1,None
1,*,88,ユールマラー２,0,Branch,45,1st PC ΔLevel > 7,3,Go to 3
2,*,88,ユールマラー２,0,Branch,30,Always,4,Go to 4
3,*,88,ユールマラー２,0,Branch,24,Rating 40%,6,Go to 6
4,*,88,ユールマラー２,0,Branch,21,Rating 10%,6,Go to 6
5,*,88,ユールマラー２,1,Action,550,Attack,1,Same PC
6,*,88,ユールマラー２,1,Action,552,Run,-1,None
1,*,90,ヴァンピレッサ２,0,Branch,44,1st PC ΔLevel > 3,3,Go to 3
2,*,90,ヴァンピレッサ２,0,Branch,30,Always,4,Go to 4
3,*,90,ヴァンピレッサ２,0,Branch,24,Rating 40%,11,Go to 11
4,*,90,ヴァンピレッサ２,0,Branch,0,HP = 100%,7,Go to 7
5,*,90,ヴァンピレッサ２,0,Branch,46,Used HP Absorbs ≥ 1,7,Go to 7
6,*,90,ヴァンピレッサ２,0,Branch,25,Rating 50%,12,Go to 12
7,*,90,ヴァンピレッサ２,0,Branch,33,Used Attack Spells ≥ 1,9,Go to 9
8,*,90,ヴァンピレッサ２,0,Branch,24,Rating 40%,13,Go to 13
9,*,90,ヴァンピレッサ２,0,Branch,21,Rating 10%,11,Go to 11
10,*,90,ヴァンピレッサ２,1,Action,550,Attack,2,Random PC
11,*,90,ヴァンピレッサ２,1,Action,552,Run,-1,None
12,*,90,ヴァンピレッサ２,1,Action,211,ＨＰ吸収,3,PC w/ Most HP
13,*,90,ヴァンピレッサ２,1,Action,533,ボルティ,2,Random PC
1,*,92,ヘムヘム２,0,Branch,44,1st PC ΔLevel > 3,3,Go to 3
2,*,92,ヘムヘム２,0,Branch,30,Always,4,Go to 4
3,*,92,ヘムヘム２,0,Branch,28,Rating 80%,15,Go to 15
4,*,92,ヘムヘム２,0,Branch,17,ECs Alive = 1,9,Go to 9
5,*,92,ヘムヘム２,0,Branch,25,Rating 50%,12,Go to 12
6,*,92,ヘムヘム２,0,Branch,25,Rating 50%,13,Go to 13
7,*,92,ヘムヘム２,0,Branch,26,Rating 60%,14,Go to 14
8,*,92,ヘムヘム２,0,Branch,30,Always,15,Go to 15
9,*,92,ヘムヘム２,0,Branch,25,Rating 50%,13,Go to 13
10,*,92,ヘムヘム２,0,Branch,25,Rating 50%,14,Go to 14
11,*,92,ヘムヘム２,0,Branch,30,Always,15,Go to 15
12,*,92,ヘムヘム２,1,Action,550,Attack,2,Random PC
13,*,92,ヘムヘム２,1,Action,82,仲間を呼ぶ,-1,None
14,*,92,ヘムヘム２,1,Action,98,仲間を呼ぶ,-1,None
15,*,92,ヘムヘム２,1,Action,552,Run,-1,None
1,*,95,セベスク２,0,Branch,44,1st PC ΔLevel > 3,3,Go to 3
2,*,95,セベスク２,0,Branch,30,Always,4,Go to 4
3,*,95,セベスク２,0,Branch,24,Rating 40%,13,Go to 13
4,*,95,セベスク２,0,Branch,40,Used Gather Strength?,15,Go to 15
5,*,95,セベスク２,0,Branch,5,Got Hit by Spell?,14,Go to 14
6,*,95,セベスク２,0,Branch,1,HP < 50%,14,Go to 14
7,*,95,セベスク２,0,Branch,24,Rating 40%,14,Go to 14
8,*,95,セベスク２,0,Branch,28,Rating 80%,11,Go to 11
9,*,95,セベスク２,0,Branch,27,Rating 70%,12,Go to 12
10,*,95,セベスク２,0,Branch,30,Always,13,Go to 13
11,*,95,セベスク２,1,Action,550,Attack,2,Random PC
12,*,95,セベスク２,1,Action,551,Guard,-1,None
13,*,95,セベスク２,1,Action,552,Run,-1,None
14,*,95,セベスク２,1,Action,20,ためる,-1,None
15,*,95,セベスク２,1,Action,170,針乱射,2,Random PC
1,*,96,ロッキ,0,Branch,44,1st PC ΔLevel > 3,3,Go to 3
2,*,96,ロッキ,0,Branch,30,Always,4,Go to 4
3,*,96,ロッキ,0,Branch,28,Rating 80%,7,Go to 7
4,*,96,ロッキ,0,Branch,27,Rating 70%,6,Go to 6
5,*,96,ロッキ,0,Branch,30,Always,8,Go to 8
6,*,96,ロッキ,1,Action,550,Attack,2,Random PC
7,*,96,ロッキ,1,Action,552,Run,-1,None
8,*,96,ロッキ,1,Action,93,疲労ブレス,2,Random PC
1,*,104,汎用兵Ｃ１,0,Branch,42,Used Sacri Crystals ≥ 1,5,Go to 5
2,*,104,汎用兵Ｃ１,0,Branch,38,Any EC HP < 50%,4,Go to 4
3,*,104,汎用兵Ｃ１,0,Branch,30,Always,5,Go to 5
4,*,104,汎用兵Ｃ１,0,Branch,22,Rating 20%,9,Go to 9
5,*,104,汎用兵Ｃ１,0,Branch,21,Rating 10%,13,Go to 13
6,*,104,汎用兵Ｃ１,0,Branch,23,Rating 30%,11,Go to 11
7,*,104,汎用兵Ｃ１,1,Action,550,Attack,2,Random PC
8,*,104,汎用兵Ｃ１,1,Action,71,毒ガス弾,19,PC w/o Poison
9,*,104,汎用兵Ｃ１,1,Action,72,薬草３,-1,None
10,*,104,汎用兵Ｃ１,1,Action,551,Guard,-1,None
1,*,105,汎用兵Ｃ２,0,Branch,21,Rating 10%,5,Go to 5
2,*,105,汎用兵Ｃ２,0,Branch,23,Rating 30%,4,Go to 4
3,*,105,汎用兵Ｃ２,1,Action,550,Attack,2,Random PC
4,*,105,汎用兵Ｃ２,1,Action,70,手榴弾,2,Random PC
5,*,105,汎用兵Ｃ２,1,Action,551,Guard,-1,None
1,*,106,汎用兵Ｂ２,0,Branch,42,Used Sacri Crystals ≥ 1,5,Go to 5
2,*,106,汎用兵Ｂ２,0,Branch,38,Any EC HP < 50%,4,Go to 4
3,*,106,汎用兵Ｂ２,0,Branch,30,Always,5,Go to 5
4,*,106,汎用兵Ｂ２,0,Branch,22,Rating 20%,9,Go to 9
5,*,106,汎用兵Ｂ２,0,Branch,21,Rating 10%,13,Go to 13
6,*,106,汎用兵Ｂ２,0,Branch,23,Rating 30%,11,Go to 11
7,*,106,汎用兵Ｂ２,1,Action,550,Attack,2,Random PC
8,*,106,汎用兵Ｂ２,1,Action,71,毒ガス弾,19,PC w/o Poison
9,*,106,汎用兵Ｂ２,1,Action,72,薬草３,-1,None
10,*,106,汎用兵Ｂ２,1,Action,551,Guard,-1,None
1,*,128,アントニオ,0,Branch,2,HP < 25%,9,Go to 9
2,*,128,アントニオ,0,Branch,20,Party SP ≤ 25%,6,Go to 6
3,*,128,アントニオ,0,Branch,26,Rating 60%,11,Go to 11
4,*,128,アントニオ,0,Branch,28,Rating 80%,12,Go to 12
5,*,128,アントニオ,0,Branch,30,Always,13,Go to 13
6,*,128,アントニオ,0,Branch,27,Rating 70%,11,Go to 11
7,*,128,アントニオ,0,Branch,26,Rating 60%,12,Go to 12
8,*,128,アントニオ,0,Branch,30,Always,13,Go to 13
9,*,128,アントニオ,0,Branch,25,Rating 50%,11,Go to 11
10,*,128,アントニオ,0,Branch,30,Always,12,Go to 12
11,*,128,アントニオ,1,Action,550,Attack,2,Random PC
12,*,128,アントニオ,1,Action,5,怒雷,2,Random PC
13,*,128,アントニオ,1,Action,34,様子を見る,-1,None
1,*,129,アガタウマス,0,Branch,48,Used Target Search?,9,Go to 9
2,*,129,アガタウマス,0,Branch,5,Got Hit by Spell?,6,Go to 6
3,*,129,アガタウマス,0,Branch,0,HP = 100%,6,Go to 6
4,*,129,アガタウマス,0,Branch,21,Rating 10%,9,Go to 9
5,*,129,アガタウマス,0,Branch,26,Rating 60%,7,Go to 7
6,*,129,アガタウマス,0,Branch,30,Always,8,Go to 8
7,*,129,アガタウマス,1,Action,550,Attack,1,Same PC
8,*,129,アガタウマス,1,Action,9,ターゲットサーチ,-1,None
9,*,129,アガタウマス,1,Action,99,ブラスター,2,Random PC
1,*,130,イマゴタリア,0,Branch,11,Turn 1,8,Go to 8
2,*,130,イマゴタリア,0,Branch,5,Got Hit by Spell?,8,Go to 8
3,*,130,イマゴタリア,0,Branch,20,Party SP ≤ 25%,10,Go to 10
4,*,130,イマゴタリア,0,Branch,37,Turn ≥ 5,10,Go to 10
5,*,130,イマゴタリア,0,Branch,22,Rating 20%,15,Go to 15
6,*,130,イマゴタリア,0,Branch,24,Rating 40%,14,Go to 14
7,*,130,イマゴタリア,0,Branch,30,Always,13,Go to 13
8,*,130,イマゴタリア,0,Branch,24,Rating 40%,14,Go to 14
9,*,130,イマゴタリア,0,Branch,30,Always,13,Go to 13
10,*,130,イマゴタリア,0,Branch,22,Rating 20%,15,Go to 15
11,*,130,イマゴタリア,0,Branch,23,Rating 30%,14,Go to 14
12,*,130,イマゴタリア,0,Branch,30,Always,13,Go to 13
13,*,130,イマゴタリア,1,Action,550,Attack,2,Random PC
14,*,130,イマゴタリア,1,Action,183,凍結ブレス,-1,None
15,*,130,イマゴタリア,1,Action,25,毒ゲロ,-1,None
1,*,131,獄長,0,Branch,17,ECs Alive = 1,12,Go to 12
2,*,131,獄長,0,Branch,16,Has Silence?,8,Go to 8
3,*,131,獄長,0,Branch,21,Rating 10%,16,Go to 16
4,*,131,獄長,0,Branch,23,Rating 30%,17,Go to 17
5,*,131,獄長,0,Branch,23,Rating 30%,18,Go to 18
6,*,131,獄長,0,Branch,28,Rating 80%,15,Go to 15
7,*,131,獄長,0,Branch,30,Always,19,Go to 19
8,*,131,獄長,0,Branch,22,Rating 20%,16,Go to 16
9,*,131,獄長,0,Branch,24,Rating 40%,17,Go to 17
10,*,131,獄長,0,Branch,28,Rating 80%,15,Go to 15
11,*,131,獄長,0,Branch,30,Always,19,Go to 19
12,*,131,獄長,0,Branch,24,Rating 40%,16,Go to 16
13,*,131,獄長,0,Branch,25,Rating 50%,17,Go to 17
14,*,131,獄長,0,Branch,30,Always,15,Go to 15
15,*,131,獄長,1,Action,550,Attack,2,Random PC
16,*,131,獄長,1,Action,11,肉弾アタック,3,PC w/ Most HP
17,*,131,獄長,1,Action,251,扇状ソニック,2,Random PC
18,*,131,獄長,1,Action,533,ボルティ,2,Random PC
19,*,131,獄長,1,Action,551,Guard,-1,None
1,*,133,護送将兵,0,Branch,5,Got Hit by Spell?,11,Go to 11
2,*,133,護送将兵,0,Branch,38,Any EC HP < 50%,8,Go to 8
3,*,133,護送将兵,0,Branch,25,Rating 50%,14,Go to 14
4,*,133,護送将兵,0,Branch,24,Rating 40%,16,Go to 16
5,*,133,護送将兵,0,Branch,25,Rating 50%,17,Go to 17
6,*,133,護送将兵,0,Branch,28,Rating 80%,18,Go to 18
7,*,133,護送将兵,0,Branch,30,Always,15,Go to 15
8,*,133,護送将兵,0,Branch,25,Rating 50%,17,Go to 17
9,*,133,護送将兵,0,Branch,32,Used Sacri Spells ≥ 2,11,Go to 11
10,*,133,護送将兵,0,Branch,30,Always,15,Go to 15
11,*,133,護送将兵,0,Branch,24,Rating 40%,14,Go to 14
12,*,133,護送将兵,0,Branch,25,Rating 50%,16,Go to 16
13,*,133,護送将兵,0,Branch,30,Always,17,Go to 17
14,*,133,護送将兵,1,Action,550,Attack,2,Random PC
15,*,133,護送将兵,1,Action,506,サプラ,7,EC w/ Least HP
16,*,133,護送将兵,1,Action,533,ボルティ,2,Random PC
17,*,133,護送将兵,1,Action,19,反撃の構え,-1,None
18,*,133,護送将兵,1,Action,551,Guard,-1,None
1,*,134,ラァス,0,Branch,1,HP < 50%,6,Go to 6
2,*,134,ラァス,0,Branch,2,HP < 25%,9,Go to 9
3,*,134,ラァス,0,Branch,23,Rating 30%,14,Go to 14
4,*,134,ラァス,0,Branch,25,Rating 50%,13,Go to 13
5,*,134,ラァス,0,Branch,30,Always,12,Go to 12
6,*,134,ラァス,0,Branch,25,Rating 50%,14,Go to 14
7,*,134,ラァス,0,Branch,24,Rating 40%,13,Go to 13
8,*,134,ラァス,0,Branch,30,Always,12,Go to 12
9,*,134,ラァス,0,Branch,22,Rating 20%,14,Go to 14
10,*,134,ラァス,0,Branch,27,Rating 70%,13,Go to 13
11,*,134,ラァス,0,Branch,30,Always,12,Go to 12
12,*,134,ラァス,1,Action,550,Attack,2,Random PC
13,*,134,ラァス,1,Action,0,火山弾乱舞,-1,None
14,*,134,ラァス,1,Action,1,石化ガス,13,PC w/o Stone
