Entry ID,US entry name,Pad. #0,Pad. #1,Pad. #2,Pad. #3,Category ID,[Category name],Effect ID,[Effect name],Scope ID,[Scope name],Effect value #0,Effect value #1,Element ID,[Element name],Type ID,[Type name],Unk. #0,Unk. #1,State ID,[State name],State hit%,Pad. #4,Pad. #5
207,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
208,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
209,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
210,HP Absorb,0,0,0,0,0,Super Move,44,Absorb HP,1,One character,2,10,0,Green,0,Physical,0,0,0,Poison,0,0,0
211,HP Absorb,0,0,0,0,0,Super Move,44,Absorb HP,1,One character,2,10,0,Green,0,Physical,0,0,0,Poison,0,0,0
212,HP Absorb,0,0,0,0,0,Super Move,44,Absorb HP,1,One character,2,20,0,Green,0,Physical,0,0,0,Poison,0,0,0
213,HP Absorb,0,0,0,0,0,Super Move,44,Absorb HP,1,One character,2,20,0,Green,0,Physical,0,0,0,Poison,0,0,0
214,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
215,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
216,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
217,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
218,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
219,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
220,Rapid Fire,0,0,0,0,0,Super Move,0,Damage,1,One character,16,30,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
221,欠番,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
222,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
223,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
224,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
225,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
226,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
227,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
228,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
229,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
230,Irnagun,0,0,0,0,0,Super Move,0,Damage,1,One character,16,40,3,Blue,0,Physical,0,0,0,Poison,0,0,0
231,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
232,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
233,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
234,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
235,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
236,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
237,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
238,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
239,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
240,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
241,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
242,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
243,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
244,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
245,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
246,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
247,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
248,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
249,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
250,Wind Slash,0,0,0,0,0,Super Move,0,Damage,103,Character line #4,16,15,3,Blue,0,Physical,0,0,0,Poison,0,0,0
251,Sonic Wave,0,0,0,0,0,Super Move,0,Damage,103,Character line #4,16,15,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
252,欠番,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
253,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
254,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
255,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
256,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
257,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
258,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
259,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
260,Quake,0,0,0,0,0,Super Move,0,Damage,2,All characters,16,20,2,Purple,0,Physical,0,0,0,Poison,0,0,0
261,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
262,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
263,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
264,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
265,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
266,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
267,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
268,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
269,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
270,Self-destruct,0,0,0,0,0,Super Move,62,Damage + Defeat user,200,Characters nearby #1,16,40,0,Green,0,Physical,16,17,0,Poison,100,0,0
271,Poison Explode,0,0,0,0,0,Super Move,62,Damage + Defeat user,200,Characters nearby #1,16,40,0,Green,0,Physical,16,17,0,Poison,50,0,0
272,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
273,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
274,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
275,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
276,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
277,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
278,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
279,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
280,Chak Mol,0,0,0,0,0,Super Move,72,Add Fatigue + Damage,2,All characters,16,30,0,Green,0,Physical,16,17,6,Fatigue,70,0,0
281,Golden Flurry,0,0,0,0,0,Super Move,70,Add Confusion + Damage,2,All characters,16,30,3,Blue,0,Physical,16,17,4,Confusion,70,0,0
282,Bodyguard,0,0,0,0,0,Super Move,43,Call enemy,0,None,248,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
283,Berserk Rupee,0,0,0,0,0,Super Move,0,Damage,1,One character,16,90,1,Red,0,Physical,0,0,0,Poison,0,0,0
284,Legendary Fire,0,0,0,0,0,Super Move,72,Add Fatigue + Damage,1,One character,16,20,1,Red,0,Physical,16,17,6,Fatigue,70,0,0
285,Legendary Punch,0,0,0,0,0,Super Move,0,Damage,1,One character,16,40,1,Red,0,Physical,0,0,0,Poison,0,0,0
286,Legendary Charge,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
287,Sacri Crystal,0,0,0,0,0,Super Move,31,Recover HP,3,One enemy,500,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
288,Cutlass Wrath,0,0,0,0,0,Super Move,0,Damage,1,One character,16,40,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
289,Revenge,0,0,0,0,0,Super Move,38,Counter attack + Guard,5,User,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
290,Anita Burst,0,0,0,0,0,Super Move,0,Damage,2,All characters,16,30,1,Red,0,Physical,0,0,0,Poison,0,0,0
291,Anita Shield,0,0,0,0,0,Super Move,39,Block magic,4,All enemies,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
292,Pipes of Doom,0,0,0,0,0,Super Move,43,Call enemy,0,None,251,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
293,Explosive Powder,0,0,0,0,0,Super Move,0,Damage,2,All characters,16,40,1,Red,0,Physical,0,0,0,Poison,0,0,0
294,Magic Lamp,0,0,0,0,0,Super Move,16,Add Weak,2,All characters,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
295,Medicine Box,0,0,0,0,0,Super Move,78,Add Quickened + Add Regenerate + Add Strengthen,5,User,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
296,Vase of Echos,0,0,0,0,0,Super Move,26,Add Weak,2,All characters,0,0,0,Green,0,Physical,1,1,8,Weak,90,0,0
297,Moonstone Blast,0,0,0,0,0,Super Move,68,Add Unconscious + Damage #2,1,One character,16,30,4,Yellow,0,Physical,16,17,1,Unconscious,60,0,0
298,Charge,0,0,0,0,0,Super Move,43,Call enemy,0,None,254,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
299,Rampage,0,0,0,0,0,Super Move,0,Damage,1,One character,16,70,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
300,Sidewinder,0,0,0,0,0,Super Move,0,Damage,2,All characters,16,30,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
301,Target Search,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
302,Tempest Dance,0,0,0,0,0,Super Move,0,Damage,1,One character,16,40,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
303,Tempest Dance,0,0,0,0,0,Super Move,0,Damage,1,One character,16,50,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
304,Tempest Dance,0,0,0,0,0,Super Move,0,Damage,1,One character,16,60,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
305,Tempest Dance,0,0,0,0,0,Super Move,0,Damage,1,One character,16,50,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
306,Deluge,0,0,0,0,0,Super Move,0,Damage,2,All characters,16,25,6,Neutral,0,Physical,0,0,0,Poison,0,0,0
307,Vigoro's Charm,0,0,0,0,0,Super Move,70,Add Confusion + Damage,1,One character,16,5,1,Red,0,Physical,16,17,4,Confusion,0,0,0
308,Bodyguard,0,0,0,0,0,Super Move,43,Call enemy,0,None,250,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
