Entry ID,Pad. 1,EU Message ID,[ DE Descr. Pos.],[ DE Descr. Size],DE Descr. Str.,[ ES Descr. Pos.],[ ES Descr. Size],ES Descr. Str.,[ FR Descr. Pos.],[ FR Descr. Size],FR Descr. Str.,[ GB Descr. Pos.],[ GB Descr. Size],GB Descr. Str.,Item 1 ID,[Item 1 Name],Item 2 ID,[Item 2 Name],Item 3 ID,[Item 3 Name],Item 4 ID,[Item 4 Name],Item 5 ID,[Item 5 Name],Item 6 ID,[Item 6 Name],Item 7 ID,[Item 7 Name],Item 8 ID,[Item 8 Name],Item 9 ID,[Item 9 Name],Item 10 ID,[Item 10 Name],Item 11 ID,[Item 11 Name],Item 12 ID,[Item 12 Name],Item 13 ID,[Item 13 Name],Item 14 ID,[Item 14 Name],Item 15 ID,[Item 15 Name],Item 16 ID,[Item 16 Name],Item 17 ID,[Item 17 Name],Item 18 ID,[Item 18 Name],Item 19 ID,[Item 19 Name],Item 20 ID,[Item 20 Name],Item 21 ID,[Item 21 Name],Item 22 ID,[Item 22 Name],Item 23 ID,[Item 23 Name],Item 24 ID,[Item 24 Name],Item 25 ID,[Item 25 Name],Item 26 ID,[Item 26 Name],Item 27 ID,[Item 27 Name],Item 28 ID,[Item 28 Name],Item 29 ID,[Item 29 Name],Item 30 ID,[Item 30 Name],Item 31 ID,[Item 31 Name],Item 32 ID,[Item 32 Name],Item 33 ID,[Item 33 Name],Item 34 ID,[Item 34 Name],Item 35 ID,[Item 35 Name],Item 36 ID,[Item 36 Name],Item 37 ID,[Item 37 Name],Item 38 ID,[Item 38 Name],Item 39 ID,[Item 39 Name],Item 40 ID,[Item 40 Name],Item 41 ID,[Item 41 Name],Item 42 ID,[Item 42 Name],Item 43 ID,[Item 43 Name],Item 44 ID,[Item 44 Name],Item 45 ID,[Item 45 Name],Item 46 ID,[Item 46 Name],Item 47 ID,[Item 47 Name],Item 48 ID,[Item 48 Name]
32,0,0x8c34ca60,0xde54,15,Bazras Objekte,0xdd89,17,Objetos de Bazra,0xddd9,15,Bazar de Bazra,0xdb89,16,Bazra's Weapons,240,Sacri Crystal,245,Magic Dew,249,Curia Crystal,290,Chom,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
33,0,0x8c34c954,0xde63,14,Zauberhändler,0xdd9a,16,Mercader Enigma,0xdde8,17,Marchand Étrange,0xdb99,17,Mystery Merchant,220,Thermo Ring,221,Slayer Ring,269,Crystales Box,278,Sylenis Box,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
34,0,0x8c34ca70,0xde71,14,Wüstenhändler,0xddaa,15,Merc. Desierto,0xddf9,16,Marchand Désert,0xdbaa,16,Desert Merchant,3,Admiral Cutlass,26,Wing of Hope,104,Daccat's Tunic,105,Battleworn Armor,106,Miracle Robe,176,Vigoro's Chain,177,Sailor's Buckler,205,Nocturnal Sight,242,Sacrum Crystal,244,Magic Droplet,245,Magic Dew,249,Curia Crystal,406,Advanced Cannon,416,"10"" Cannon Coil",424,Valuan Torpedo,442,Pyrynn Figure,463,Compound Deck,491,Deluxe Kit,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
35,0,0x8c34ca80,0xde7f,17,Kans Schiffteile,0xddb9,14,Repuestos Kan,0xde09,16,"Kan, l'armateur",0xdbba,17,Kan's Ship Parts,407,Yamato Spirit,418,3'Cannon,419,5'Cannon,426,Serpent Torpedo,446,Bluheim Figure,474,Yafutoman Alcove,482,Concussion Bomb,491,Deluxe Kit,494,Gear Grease,502,Rudder Grease,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
36,0,0x8c34ca94,0xde90,14,Jetahs Waffen,0xddc7,15,Armas de Jetah,0xde19,15,Armes de Jetah,0xdbcb,16,Jetah's Weapons,14,Suiran Blade,24,Yin Wing,63,Blade of Slumber,107,Scale Mail,108,Soranchu Robe,109,Long Robe,165,Jade Swirl Ring,202,The Unseen Hand,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
37,0,0x8c34caa4,0xde9e,15,Thorns Objekte,0xddd6,17,Objetos de Thorn,0xde28,15,Bazar de Thorn,0xdbdb,14,Thorn's Items,242,Sacrum Crystal,243,Sacrulen Crystal,244,Magic Droplet,245,Magic Dew,250,Risan Crystal,251,Riselem Crystal,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
38,0,0x8c34cab4,0xdead,13,Schwarzmarkt,0xdde7,17,El Mercado Negro,0xde37,15,Le Marché Noir,0xdbe9,17,The Black Market,403,G-Type Cannon,412,"5"" Cannon",422,Shock Torpedo,441,Pryn Figure,452,Bore-up Kit,472,Floor Heater,482,Concussion Bomb,491,Deluxe Kit,494,Gear Grease,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
39,0,0x8c34cac8,0xdeba,13,Belles Laden,0xddf8,16,Tienda de Belle,0xde46,15,Boutique Belle,0xdbfa,14,Belle's Store,408,Ancient Cannon,436,Wevl Cannon,428,Arcwhale Torpedo,447,Goddess Figure,454,Air Intake,477,Chandelier,483,Shredder Bomb,493,Complete Kit,502,Rudder Grease,503,Machine Oil,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
40,0,0x8c34c954,0xdec7,14,Zauberhändler,0xde08,16,Mercader Enigma,0xde55,17,Marchand Étrange,0xdc08,17,Mystery Merchant,71,Tuna Cutlass,72,Swirlmerang,220,Thermo Ring,221,Slayer Ring,269,Crystales Box,278,Sylenis Box,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
41,0,0x8c34c954,0xded5,14,Zauberhändler,0xde18,16,Mercader Enigma,0xde66,17,Marchand Étrange,0xdc19,17,Mystery Merchant,71,Tuna Cutlass,72,Swirlmerang,220,Thermo Ring,221,Slayer Ring,269,Crystales Box,278,Sylenis Box,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
42,0,0x8c34c954,0xdee3,14,Zauberhändler,0xde28,16,Mercader Enigma,0xde77,17,Marchand Étrange,0xdc2a,17,Mystery Merchant,71,Tuna Cutlass,72,Swirlmerang,220,Thermo Ring,221,Slayer Ring,269,Crystales Box,278,Sylenis Box,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
