Entry ID,EU Message ID,[DE Entry Name Pos],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos],[GB Entry Name Size],GB Entry Name,PC Flags,[V],[A],[F],[D],[E],[G],Sell%,Ord by 123,EU Ord by ABC,Buy,Trait 1 ID,[Trait 1 Name],Pad 1,Trait 1 Value,Trait 2 ID,[Trait 2 Name],Pad 2,Trait 2 Value,Trait 3 ID,[Trait 3 Name],Pad 3,Trait 3 Value,Trait 4 ID,[Trait 4 Name],Pad 4,Trait 4 Value,Pad 5,Pad 6,[DE Descr Pos],[DE Descr Size],DE Descr Str,[ES Descr Pos],[ES Descr Size],ES Descr Str,[FR Descr Pos],[FR Descr Size],FR Descr Str,[GB Descr Pos],[GB Descr Size],GB Descr Str
197,0x8c345150,0x1a671,11,Mörderring,0x1a55d,15,Anillo Asesino,0x1a85c,17,Bague d'Assassin,0x1a11f,14,Assassin Ring,0x3f,X,X,X,X,X,X,50,36,1,3200,80,First Strike%,0,40,19,Hit%,0,40,-1,None,0,0,-1,None,0,0,0,0,0x12fd8,91,Ein in Nasr gefertigter Ring. Erhöht Wahrschein-\\nlichkeit eines Erstschlags und Treffer%.,0x12da7,75,Anillo hecho en Nasr. Aumenta la\\nposibilidad de Primer Golpe y Aciertos%.,0x12ef1,78,Une bague fabriquée à Nasr. Augmente\\nl'initiative et les chances de toucher.,0x12bcd,72,"A ring crafted in Nasr. Improves chances for\\na First Strike, and Hit%."
198,0x8c345160,0x1a67c,13,Stealth Ring,0x1a56c,16,Anillo Sigiloso,0x1a86d,14,Bague Furtive,0x1a12d,13,Stealth Ring,0x3f,X,X,X,X,X,X,50,37,51,3000,81,PC Run%,0,100,4,Quick,0,10,20,Dodge%,0,10,-1,None,0,0,0,0,0x13033,79,"Ring, der Geschicklichkeit und Ausweich%\\nverbessert. Man entkommt fast immer.",0x12df2,83,Anillo que aumenta Agilidad y Esquivar%.\\nLa mayor parte de las veces puedes huir.,0x12f3f,89,Une bague qui améliore Agilité et Esquive. Vous\\npouvez vous enfuir la plupart du temps.,0x12c15,90,"A ring that improves Agile and Dodge%. In\\nmost cases, you can run away 100% of the time."
199,0x8c345170,0x1a689,11,Dhabu Haut,0x1a57c,12,Cuero Dhabu,0x1a87b,14,Cuir de Dhabu,0x1a13a,11,Dhabu Hide,0x3f,X,X,X,X,X,X,50,38,16,2800,4,Quick,0,50,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13082,61,"Zusammengefaltetes Stück Dhabu-Leder, als Panzer\\nverwendet.",0x12e45,69,Una pieza de cuero Dhabu envejecido\\nque hace las veces de armadura.,0x12f98,67,"Un morceau de cuir plié et traité de Dhabu,\\nutilisé comme armure.",0x12c6f,54,"A folded piece of cured Dhabu hide, used as a\\narmor."
200,0x8c34517c,0x1a694,14,Ominöse Maske,0x1a588,16,Máscara Ominosa,0x1a889,16,Masque sinistre,0x1a145,13,Ominous Mask,0x25,X,"","",X,"",X,50,42,38,4760,68,Reduce SP,0,1,16,Attack,0,75,17,Defense,0,75,-1,None,0,0,0,0,0x130bf,87,"Verstärkt Angriff und Abwehr gewaltig,\\naber reduziert den Spirit der Gruppe auf Null.",0x12e8a,85,"Potencia el poder de Ataque y la Defensa,\\npero reduce a cero el Espíritu del Grupo.",0x12fdb,80,Augmente Puissance d'Attaque et Défense mais\\nreduit l'Esprit du groupe à zéro.,0x12ca5,90,"Gives a large boost to Attack Power and Defense,\\nbut reduces the party's Spirit to zero."
201,0x8c34518c,0x1a6a2,10,Flitzband,0x1a598,16,Cinta Encantada,0x1a899,12,Ruban Flash,0x1a152,13,Flash Ribbon,0x1d,"",X,X,X,"",X,50,43,19,60,4,Quick,0,2,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13116,56,"Verzaubertes Band, das Aikas Schnelligkeit\\nverbessert.",0x12edf,52,Una cinta encantada que mejora la Rapidez\\nde Aika.,0x1302b,51,Ruban enchanté qui améliore la Rapidité d'Aika.\\n ,0x12cff,49,An enchanted Ribbon that improves Aika's\\nQuick.
202,0x8c34519c,0x1a6ac,17,Unsichtbare Hand,0x1a5a8,15,Mano Invisible,0x1a8a5,15,La Main Cachée,0x1a15f,16,The Unseen Hand,0x1d,"",X,X,X,"",X,50,44,52,2960,4,Quick,0,30,20,Dodge%,0,5,-1,None,0,0,-1,None,0,0,0,0,0x1314e,83,"Zauberspruch, der den Krieger schneller\\nattackieren und Feinden ausweichen lässt.",0x12f13,85,Hechizo que da al guerrero el poder de un\\nAtaque más rápido y de evitar al enemigo.,0x1305e,93,Enchantement qui permet à un guerrier d'Attaquer\\net d'esquiver plus rapidement les ennemis.,0x12d30,76,"An enchantment that enables a warrior to Attack\\nfaster, and avoid enemies."
203,0x8c3451ac,0x1a6bd,16,Halbmondamulett,0x1a5b7,14,Amuleto Lunar,0x1a8b4,17,Amulette Lunaire,0x1a16f,16,Crescent Amulet,0x1d,"",X,X,X,"",X,50,45,11,5710,4,Quick,0,19,17,Defense,0,28,18,MagDef,0,28,-1,None,0,0,0,0,0x131a1,99,"Magisches Amulett in Form eines Halbmondes. Ver-\\nbessert Schnelligkeit, Abwehr & Magie-Resistenz.",0x12f68,86,"Amuleto en forma de media luna que mejora\\nRapidez, Defensa y Resistencia a la Magia.",0x130bb,99,"Amulette magique, en forme de Croissant de Lune.\\nAccroît Rapidité, Défense et Résistance Magique.",0x12d7c,92,"A magic amulet, in the form of a Crescent Moon.\\nImproves Quick, Defense and Magic Defense."
204,0x8c3451bc,0x1a6cd,15,Fernzielbrille,0x1a5c5,9,Anteojos,0x1a8c5,14,Lunettes Zoom,0x1a17f,16,Skyseer Goggles,0x30,X,X,"","","","",50,46,49,40,19,Hit%,0,5,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13204,76,"Fliegerbrille, die entfernte Ziele näherbringen\\nkann. Verbessert Treffer%.",0x12fbe,85,Un par de anteojos que acercan el objetivo\\nde un blanco distante. Mejoran Acierto%.,0x1311e,94,Paire de lunettes pouvant zoomer sur des cibles\\nlointaines. Améliore les chances de toucher.,0x12dd8,71,A pair of goggles that can zoom in on distant\\ntargets. Improves Hit%.
205,0x8c3451cc,0x1a6dc,11,Nachtsicht,0x1a5ce,16,Visión nocturna,0x1a8d3,16,Vision Nocturne,0x1a18f,16,Nocturnal Sight,0x30,X,X,"","","","",50,47,36,1930,19,Hit%,0,60,16,Attack,0,6,-1,None,0,0,-1,None,0,0,0,0,0x13250,69,"Verzauberung, die es dem Kämpfer erlaubt, nachts\\nZiele auszumachen.",0x13013,71,Encantamiento que permite al combatiente\\ndetectar objetivos de noche.,0x1317c,71,Enchantement qui permet au combattant de\\ndétecter des cibles la nuit.,0x12e1f,66,An enchantment that allows a fighter to detect\\ntargets at night.
206,0x8c3451dc,0x1a6e7,17,Kritischer Blick,0x1a5de,15,Visión Critica,0x1a8e3,16,Vision Critique,0x1a19f,16,Critical Vision,0x30,X,X,"","","","",50,48,12,6660,19,Hit%,0,50,16,Attack,0,19,1,Will,0,19,-1,None,0,0,0,0,0x13295,86,"Verzauberung, die es dem Kämpfer erlaubt, die\\nSchwachpunkte des Feindes zu erkennen.",0x1305a,89,Un encantamiento que permite al combatiente \\ndetectar los puntos débiles de un enemigo.,0x131c3,83,Enchantement qui permet au combattant de\\ndétecter les points faibles d'un ennemi.,0x12e61,72,An enchantment that allows a fighter to detect\\nan enemy's weak points.
207,0x8c3451ec,0x1a6f8,15,Reinheitsjuwel,0x1a5ed,10,Gema Pura,0x1a8f3,16,Gemme de Pureté,0x1a1af,14,Gem of Purity,0x5,"","","",X,"",X,50,49,22,300,79,Block Neg States,0,-3,17,Defense,0,8,-1,None,0,0,-1,None,0,0,0,0,0x132eb,99,"Verzauberter Edelstein, der den Träger beschützt.\\nErhöht Abwehr und Resistenz gegen neg. Effekte.",0x130b3,81,"Gema encantada que protege, mejora la\\nDefensa y Resistencia a Efectos Adversos.",0x13216,92,Pierre précieuse enchantée qui protège. Accroît\\nDéfense et Résistance aux Effets Néfastes.,0x12ea9,92,An enchanted gem that protects the bearer.\\nBoosts Defense & Resistance to Adverse Effects.
208,0x8c3451fc,0x1a707,17,Reinheitsscherbe,0x1a5f7,12,Casco Lunar,0x1a903,17,Pierre de Pureté,0x1a1bd,16,Shard of Purity,0x5,"","","",X,"",X,50,51,45,4760,79,Block Neg States,0,-9,17,Defense,0,38,-1,None,0,0,-1,None,0,0,0,0,0x1334e,94,"Verzauberte Mondscherbe, die den Träger vor\\nnegativen Effekten schützt und Abwehr verstärkt.",0x13104,87,Casco lunar encantado que protege al que lo\\nusa de Efectos Adversos y mejora Defensa.,0x13272,82,Morceau de Lune enchanté qui protège des effets\\nNéfastes et améliore la Défense.,0x12f05,94,"An enchanted Moon Shard that protects the wearer\\nfrom Adverse Effects, and improves Defense."
209,0x8c34520c,0x1a718,11,Glücksring,0x1a603,15,Anillo Fortuna,0x1a914,17,Bague de Fortune,0x1a1cd,13,Fortune Ring,0x18,"",X,X,"","","",50,16,20,2860,20,Dodge%,0,100,17,Defense,0,8,-1,None,0,0,-1,None,0,0,0,0,0x133ac,98,"Mysteriöser Ring, der es dem Träger ermöglicht,\\nnormale Angriffe zu vermeiden. Verstärkt Abwehr.",0x1315b,86,Misterioso anillo que protege de la mayoría\\nde Ataques normales y mejora la Defensa.,0x132c4,94,Bague mystérieuse qui permet d'éviter la plupart\\ndes Attaques normales. Améliore la Défense.,0x12f63,90,A mysterious ring that allows the wearer to\\navoid most normal Attacks. Improves Defense.
210,0x8c34521c,0x1a723,15,Schwarze Karte,0x1a612,11,Mapa Negro,0x1a925,12,Carte Noire,0x1a1da,10,Black Map,0x20,X,"","","","","",100,56,4,777,84,Random Encounter%,0,100,80,First Strike%,0,25,82,???,0,0,83,EC Run%,0,0,0,0,0x1340e,88,Karte führt feindliche Kreaturen zum Besitzer.\\nErhöht außerdem Chancen für Erstschlag.,0x131b1,98,Mapa que guía a seres enemigos hacia el poseedor.\\nAdemás mejora la posibilidad de Primer Golpe. ,0x13322,76,Force mystique qui attire les créatures ennemies\\net augmente l'initiative.,0x12fbd,89,A map that leads enemy creatures to the holder.\\nAlso improves chances for First Strike.
211,0x8c345228,0x1a732,12,Weiße Karte,0x1a61d,12,Mapa Blanco,0x1a931,14,Carte Blanche,0x1a1e4,10,White Map,0x20,X,"","","","","",100,57,61,666,84,Random Encounter%,0,5,80,First Strike%,0,0,82,???,0,0,81,PC Run%,0,100,0,0,0x13466,77,"Karte führt Besitzer von Feinden weg.\\nErhöht außerdem Chancen, wegzulaufen.",0x13213,88,Mapa que guía al poseedor lejos de los enemigos.\\nAdemás mejora la posibilidad de huir.,0x1336e,89,Force mystique qui repousse les créatures\\nennemies et augmente les chances de s'enfuir.,0x13016,87,A map that leads the holder away from enemies.\\nAlso improves chances of running away.
212,0x8c345234,0x1a73e,12,Kapitänshut,0x1a629,17,Gorra de Capitán,0x1a93f,16,Chapeau de Vyse,0x1a1ee,14,Captain's Hat,0x20,X,"","","","","",100,61,7,10,16,Attack,0,80,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x134b3,83,"Hut, den Vyse von der Mannschaft der Delphinus\\nerhielt. Verbessert Angriffskraft.",0x1326b,82,Gorra que la tripulación del Delphinus\\nregaló a Vyse. Mejora el poder de Ataque.,0x133c7,88,Chapeau offert à Vyse par l'équipage du\\nDelphinus. Il améliore la puissance d'Attaque.,0x1306d,72,A hat given to Vyse by the Delphinus' crew. \\nIt improves Attack Power.
213,0x8c345244,0x1a74a,13,Netzstrümpfe,0x1a63a,16,Medias de Malla,0x1a94f,13,Bas magiques,0x1a1fc,12,Mesh Tights,0x10,"",X,"","","","",100,62,34,10,16,Attack,0,40,1,Will,0,40,-1,None,0,0,-1,None,0,0,0,0,0x13506,96,"Magisches Tuch, das Aika von einem Bewunderer\\ngegeben wurde. Verstärkt Angriffskraft & Willen.",0x132bd,88,Regalo de un admirador secreto de Aika. Su\\nmagia mejora el poder de Ataque y Voluntad.,0x1341f,99,Cadeau d'un admirateur secret pour Aika. Matière\\nmagique. Améliore Puissance d'Attaque & Volonté.,0x130b5,81,Given to Aika by a secret admirer. Magic Cloth.\\nImproves Attack Power and Will.
214,0x8c345250,0x1a757,12,Augenklappe,0x1a64a,13,Parche Negro,0x1a95c,16,Cache-oeil Noir,0x1a208,15,Black Eyepatch,0x25,X,"","",X,"",X,100,52,3,10,16,Attack,0,7,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13566,85,Drachmas alte Augenklappe aus der Haut eines\\nwilden Tiers. Verstärkt Angriffskraft.,0x13315,89,"Parche de cuero de Drachma, hecho con cuero\\nde animal salvaje. Aumenta poder de Ataque.",0x13482,96,"Vieux cache-oeil en cuir de Drachma, en peau de\\nbête sauvage. Augmente la Puissance d'Attaque.",0x13106,93,"Drachma's old leather eyepatch, made from the\\nhide of a wild beast. Increases Attack Power."
215,0x8c345260,0x1a763,15,Silberschleier,0x1a657,14,Velo de Plata,0x1a96c,15,Voile d'Argent,0x1a217,12,Silver Veil,0x18,"",X,X,"","","",100,53,46,100,1,Will,0,16,18,MagDef,0,16,-1,None,0,0,-1,None,0,0,0,0,0x135bb,98,"Mystischer Schleier, der Finas Kopf abschirmt.\\nSilberfäden verstärken Willen u. Magie-Resistenz.",0x1336e,86,Velo místico de Fina. Sus hilos de plata\\naumentan Voluntad y Resistencia a la Magia.,0x134e2,92,Voile mystique protègeant Fina. Les fils\\nd'argent augmentent Volonté & Résistance Magique.,0x13163,89,A mystic veil that protects the head. The\\nsilver strands increase Will & Magic Defense.
216,0x8c34526c,0x1a772,13,Kaiserwappen,0x1a665,17,Penacho Imperial,0x1a97b,16,Blason Impérial,0x1a223,15,Imperial Crest,0x2,"","","","",X,"",100,55,27,1000,17,Defense,0,20,18,MagDef,0,20,-1,None,0,0,-1,None,0,0,0,0,0x1361d,85,Zum Schutz von Mitgliedern der Kaiserfamilie.\\nVerstärkt Abwehr und Magie-Resistenz.,0x133c4,88,Protege a los miembros de la Familia Real.\\nMejora la Defensa y Resistencia a la Magia.,0x1353e,95,Protège les membres de la Famille Impériale.\\nAméliore la Défense et la Résistance à la Magie.,0x131bc,83,Given to protect members of the Royal Family.\\nImproves Defense and Magic Defense.
217,0x8c34527c,0x1a77f,16,Gilders Amulett,0x1a676,15,Amuleto Gilder,0x1a98b,16,Amulette Gilder,0x1a232,16,Gilder's Amulet,0x31,X,X,"","","",X,100,54,24,500,17,Defense,0,11,18,MagDef,0,11,16,Attack,0,11,1,Will,0,11,0,0,0x13672,91,"Um Gilders Hals getragen. Verstärkt Abwehr und\\nMagie-Resistenz, Angriffskraft und Willen.",0x1341c,85,"Lo usa Gilder. Aumenta Defensa, Resistencia\\na la Magia, poder de Ataque y Voluntad.",0x1359d,93,"Gilder la porte autour du cou. Améliore Défense,\\nRésistance à la Magie, Attaque et Volonté.",0x1320f,85,"Worn around Gilder's neck. Improves Defense,\\nMagic Defense, Attack Power, and Will."
218,0x8c34528c,0x1a78f,17,Valuan Medaillon,0x1a685,16,Medallón Valuan,0x1a99b,17,Médaillon Valuan,0x1a242,17,Valuan Medallion,0x3f,X,X,X,X,X,X,100,60,57,5000,49,Unconscious,0,-10,17,Defense,0,30,18,MagDef,0,30,-1,None,0,0,0,0,0x136cd,94,"Verzaubertes Medaillon, von den Offizieren der\\nArmada getragen. Neutralisiert Eterni-Zauber.",0x13471,86,Medallón encantado que llevan los oficiales\\nde la Armada. Anula los hechizos Eterni.,0x135fa,87,Médaillon enchanté porté par les officiers de\\nl'Armada. Annule les Sortilèges Eterni.,0x13264,76,Enchanted medallion worn by officers in the\\nArmada. Negates Eterni spells.
219,0x8c3452a0,0x1a7a0,15,Immunitätsring,0x1a695,14,Anillo Inmune,0x1a9ac,17,Bague d'Immunité,0x1a253,14,Immunity Ring,0x5,"","","",X,"",X,50,50,26,1490,79,Block Neg States,0,-6,17,Defense,0,21,-1,None,0,0,-1,None,0,0,0,0,0x1372b,71,Heiliger Ring. Verstärkt Abwehr und Resistenz\\ngegen negative Effekte.,0x134c7,72,Anillo sagrado. Potencia la Defensa y\\nResistencia a efectos adversos. ,0x13651,73,Bague sacrée. Améliore la Défense et la\\nRésistance aux effets néfastes.,0x132b0,64,Sacred Ring. Boosts Defense and Resistance to\\nadverse effects.
220,0x8c3452b0,0x1a7af,12,Thermo Ring,0x1a6a3,13,Anillo Termo,0x1a9bd,13,Bague Thermo,0x1a261,12,Thermo Ring,0x3f,X,X,X,X,X,X,50,58,53,2080,33,Red,0,-5,34,Purple,0,-5,-1,None,0,0,-1,None,0,0,0,0,0x13772,62,"Ring, der Widerstand gegen rote und Purpur-\\nAngriffe erhöht.",0x1350f,66,Anillo que aumenta la Resistencia\\na los Ataques Rojos y Púrpura.,0x1369a,65,Bague qui augmente la résistance aux Attaques\\nRouges et Mauves.,0x132f0,62,A ring that increases resistance to Red and \\nPurple Attacks.
221,0x8c3452bc,0x1a7bb,12,Tötungsring,0x1a6b0,15,Anillo Verdugo,0x1a9ca,13,Bague Tueuse,0x1a26d,12,Slayer Ring,0x3f,X,X,X,X,X,X,50,59,50,1010,1,Will,0,8,17,Defense,0,8,19,Hit%,0,10,4,Quick,0,8,0,0,0x137b0,74,"Steigert Abwehr, Treffer%, Willen und\\nSchnelligkeit. Herkunft unbekannt.",0x13551,78,"Aumenta la Defensa, Aciertos%, Voluntad y\\nRapidez. Es de origen desconocido.",0x136db,67,"Accroît Défense, Frappe, Volonté et Rapidité.\\nD'origine inconnue.",0x1332e,67,"Raises Defense, Hit%, Will, and Quick.\\nIts background is unknown."
222,0x8c3452c8,0x1a7c7,12,Chancenring,0x1a6bf,16,Anillo del Azar,0x1a9d7,16,Bague de Chance,0x1a279,12,Chance Ring,0x3f,X,X,X,X,X,X,100,32,8,1000,79,Block Neg States,0,90,17,Defense,0,75,18,MagDef,0,75,-1,None,0,0,0,0,0x137fa,86,"Steigert Abwehr und Magie-Resistenz, setzt den\\nTräger jedoch negativen Effekten aus.",0x1359f,88,"Potencia la Defensa y la Resistencia a la\\nMagia, pero no protege de efectos adversos. ",0x1371e,96,Améliore Défense et Résistance Magique mais rend\\nl'utilisateur vulnérable aux effets néfastes.,0x13371,89,"Boosts Defense and Magic Defense, but leaves\\nthe wearer susceptible to adverse effects."
223,0x8c3452d4,0x1a7d3,15,DUMMYACCESARRY,0x1a6cf,15,DUMMYACCESARRY,0x1a9e7,15,DUMMYACCESARRY,0x1a285,15,DUMMYACCESARRY,0x0,"","","","","","",0,63,63,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13850,9,DUMMY\\n ,0x135f7,9,DUMMY\\n ,0x1377e,9,DUMMY\\n ,0x133ca,14,DUMMY\\n------
224,0x8c3452d4,0x1a7e2,15,DUMMYACCESARRY,0x1a6de,15,DUMMYACCESARRY,0x1a9f6,15,DUMMYACCESARRY,0x1a294,15,DUMMYACCESARRY,0x0,"","","","","","",0,64,64,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13859,9,DUMMY\\n ,0x13600,9,DUMMY\\n ,0x13787,9,DUMMY\\n ,0x133d8,14,DUMMY\\n------
225,0x8c3452d4,0x1a7f1,15,DUMMYACCESARRY,0x1a6ed,15,DUMMYACCESARRY,0x1aa05,15,DUMMYACCESARRY,0x1a2a3,15,DUMMYACCESARRY,0x0,"","","","","","",0,65,65,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13862,9,DUMMY\\n ,0x13609,9,DUMMY\\n ,0x13790,9,DUMMY\\n ,0x133e6,14,DUMMY\\n------
226,0x8c3452d4,0x1a800,15,DUMMYACCESARRY,0x1a6fc,15,DUMMYACCESARRY,0x1aa14,15,DUMMYACCESARRY,0x1a2b2,15,DUMMYACCESARRY,0x0,"","","","","","",0,66,66,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x1386b,9,DUMMY\\n ,0x13612,9,DUMMY\\n ,0x13799,9,DUMMY\\n ,0x133f4,14,DUMMY\\n------
227,0x8c3452d4,0x1a80f,15,DUMMYACCESARRY,0x1a70b,15,DUMMYACCESARRY,0x1aa23,15,DUMMYACCESARRY,0x1a2c1,15,DUMMYACCESARRY,0x0,"","","","","","",0,67,67,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13874,9,DUMMY\\n ,0x1361b,9,DUMMY\\n ,0x137a2,9,DUMMY\\n ,0x13402,14,DUMMY\\n------
228,0x8c3452d4,0x1a81e,15,DUMMYACCESARRY,0x1a71a,15,DUMMYACCESARRY,0x1aa32,15,DUMMYACCESARRY,0x1a2d0,15,DUMMYACCESARRY,0x0,"","","","","","",0,68,68,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x1387d,9,DUMMY\\n ,0x13624,9,DUMMY\\n ,0x137ab,9,DUMMY\\n ,0x13410,14,DUMMY\\n------
229,0x8c3452d4,0x1a82d,15,DUMMYACCESARRY,0x1a729,15,DUMMYACCESARRY,0x1aa41,15,DUMMYACCESARRY,0x1a2df,15,DUMMYACCESARRY,0x0,"","","","","","",0,69,69,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13886,9,DUMMY\\n ,0x1362d,9,DUMMY\\n ,0x137b4,9,DUMMY\\n ,0x1341e,14,DUMMY\\n------
230,0x8c3452d4,0x1a83c,15,DUMMYACCESARRY,0x1a738,15,DUMMYACCESARRY,0x1aa50,15,DUMMYACCESARRY,0x1a2ee,15,DUMMYACCESARRY,0x0,"","","","","","",0,70,70,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x1388f,9,DUMMY\\n ,0x13636,9,DUMMY\\n ,0x137bd,9,DUMMY\\n ,0x1342c,14,DUMMY\\n------
231,0x8c3452d4,0x1a84b,15,DUMMYACCESARRY,0x1a747,15,DUMMYACCESARRY,0x1aa5f,15,DUMMYACCESARRY,0x1a2fd,15,DUMMYACCESARRY,0x0,"","","","","","",0,71,71,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13898,9,DUMMY\\n ,0x1363f,9,DUMMY\\n ,0x137c6,9,DUMMY\\n ,0x1343a,14,DUMMY\\n------
232,0x8c3452d4,0x1a85a,15,DUMMYACCESARRY,0x1a756,15,DUMMYACCESARRY,0x1aa6e,15,DUMMYACCESARRY,0x1a30c,15,DUMMYACCESARRY,0x0,"","","","","","",0,72,72,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x138a1,9,DUMMY\\n ,0x13648,9,DUMMY\\n ,0x137cf,9,DUMMY\\n ,0x13448,14,DUMMY\\n------
233,0x8c3452d4,0x1a869,15,DUMMYACCESARRY,0x1a765,15,DUMMYACCESARRY,0x1aa7d,15,DUMMYACCESARRY,0x1a31b,15,DUMMYACCESARRY,0x0,"","","","","","",0,73,73,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x138aa,9,DUMMY\\n ,0x13651,9,DUMMY\\n ,0x137d8,9,DUMMY\\n ,0x13456,14,DUMMY\\n------
234,0x8c3452d4,0x1a878,15,DUMMYACCESARRY,0x1a774,15,DUMMYACCESARRY,0x1aa8c,15,DUMMYACCESARRY,0x1a32a,15,DUMMYACCESARRY,0x0,"","","","","","",0,74,74,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x138b3,9,DUMMY\\n ,0x1365a,9,DUMMY\\n ,0x137e1,9,DUMMY\\n ,0x13464,14,DUMMY\\n------
235,0x8c3452d4,0x1a887,15,DUMMYACCESARRY,0x1a783,15,DUMMYACCESARRY,0x1aa9b,15,DUMMYACCESARRY,0x1a339,15,DUMMYACCESARRY,0x0,"","","","","","",0,75,75,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x138bc,9,DUMMY\\n ,0x13663,9,DUMMY\\n ,0x137ea,9,DUMMY\\n ,0x13472,14,DUMMY\\n------
236,0x8c3452d4,0x1a896,15,DUMMYACCESARRY,0x1a792,15,DUMMYACCESARRY,0x1aaaa,15,DUMMYACCESARRY,0x1a348,15,DUMMYACCESARRY,0x0,"","","","","","",0,76,76,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x138c5,9,DUMMY\\n ,0x1366c,9,DUMMY\\n ,0x137f3,9,DUMMY\\n ,0x13480,14,DUMMY\\n------
237,0x8c3452d4,0x1a8a5,15,DUMMYACCESARRY,0x1a7a1,15,DUMMYACCESARRY,0x1aab9,15,DUMMYACCESARRY,0x1a357,15,DUMMYACCESARRY,0x0,"","","","","","",0,77,77,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x138ce,9,DUMMY\\n ,0x13675,9,DUMMY\\n ,0x137fc,9,DUMMY\\n ,0x1348e,14,DUMMY\\n------
238,0x8c3452d4,0x1a8b4,15,DUMMYACCESARRY,0x1a7b0,15,DUMMYACCESARRY,0x1aac8,15,DUMMYACCESARRY,0x1a366,15,DUMMYACCESARRY,0x0,"","","","","","",0,78,78,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x138d7,9,DUMMY\\n ,0x1367e,9,DUMMY\\n ,0x13805,9,DUMMY\\n ,0x1349c,14,DUMMY\\n------
239,0x8c3452d4,0x1a8c3,15,DUMMYACCESARRY,0x1a7bf,15,DUMMYACCESARRY,0x1aad7,15,DUMMYACCESARRY,0x1a375,15,DUMMYACCESARRY,0x0,"","","","","","",0,79,79,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x138e0,9,DUMMY\\n ,0x13687,9,DUMMY\\n ,0x1380e,9,DUMMY\\n ,0x134aa,14,DUMMY\\n------
