Entry ID,[Filter],[EC ID],[EC JP Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Blend Time,Play Rate
6,MB096.STD,96,ロッキ,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MB096.STD,96,ロッキ,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB096.STD,96,ロッキ,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MB096.STD,96,ロッキ,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,0.80
10,MB096.STD,96,ロッキ,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB096.STD,96,ロッキ,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB096.STD,96,ロッキ,32,Knockdown,1,10,12,Revive,0b10001000000000000000000000000000,-1,None,0,0.00,0.70
13,MB096.STD,96,ロッキ,29,Exec S-Move,1,8,13,Focus,0b10001000000000000000000000000000,93,疲労ブレス,0,5.00,1.00
0,MG000.STD,128,アントニオ,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MG000.STD,128,アントニオ,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MG000.STD,128,アントニオ,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MG000.STD,128,アントニオ,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MG000.STD,128,アントニオ,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MG000.STD,128,アントニオ,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
6,MG000.STD,128,アントニオ,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.10
7,MG000.STD,128,アントニオ,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MG000.STD,128,アントニオ,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
9,MG000.STD,128,アントニオ,13,Dodge,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
10,MG000.STD,128,アントニオ,14,Defeat,1,8,10,Dodge,0b10011000000000000000000000000000,-1,None,0,5.00,1.00
11,MG000.STD,128,アントニオ,32,Knockdown,1,10,11,Defeat,0b10001000000000000000000000000000,-1,None,0,0.00,0.80
12,MG000.STD,128,アントニオ,30,Silver Nightmare,1,8,12,Revive,0b10001000000000000000000000000000,0,???,0,5.00,1.00
13,MG000.STD,128,アントニオ,29,Exec S-Move,1,8,13,Focus,0b10001000000000000000000000000000,5,怒雷,0,5.00,1.00
14,MG000.STD,128,アントニオ,29,Exec S-Move,1,8,14,Widthdraw,0b10001000000000000000000000000000,34,様子を見る,0,5.00,0.90
0,MG001.STD,129,アガタウマス,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MG001.STD,129,アガタウマス,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MG001.STD,129,アガタウマス,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.10
3,MG001.STD,129,アガタウマス,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.80
4,MG001.STD,129,アガタウマス,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MG001.STD,129,アガタウマス,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MG001.STD,129,アガタウマス,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.90
7,MG001.STD,129,アガタウマス,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MG001.STD,129,アガタウマス,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.10
9,MG001.STD,129,アガタウマス,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.10
10,MG001.STD,129,アガタウマス,14,Defeat,1,8,10,Dodge,0b10011000000000000000000000000000,-1,None,0,5.00,1.00
11,MG001.STD,129,アガタウマス,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.10
12,MG001.STD,129,アガタウマス,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MG001.STD,129,アガタウマス,32,Knockdown,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
14,MG001.STD,129,アガタウマス,30,Silver Nightmare,1,8,14,Widthdraw,0b10001000000000000000000000000000,0,???,0,5.00,1.00
15,MG001.STD,129,アガタウマス,29,Exec S-Move,1,8,15,Run,0b10001000000000000000000000000000,99,ブラスター,0,5.00,1.00
16,MG001.STD,129,アガタウマス,29,Exec S-Move,1,8,16,Magic,0b10001000000000000000000000000000,9,ターゲットサーチ,0,5.00,0.80
17,MG001.STD,129,アガタウマス,29,Exec S-Move,1,8,6,Ranged Attack,0b10001000000000000000000000000000,31,石化レーザー,0,5.00,0.90
18,MG001.STD,129,アガタウマス,29,Exec S-Move,1,8,6,Ranged Attack,0b10001000000000000000000000000000,32,即死レーザー,0,5.00,0.90
0,MG002.STD,130,イマゴタリア,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,0.70
1,MG002.STD,130,イマゴタリア,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MG002.STD,130,イマゴタリア,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,2.50
3,MG002.STD,130,イマゴタリア,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.10
4,MG002.STD,130,イマゴタリア,8,Critical Attack,1,8,4,Critical Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.30
5,MG002.STD,130,イマゴタリア,9,Take Damage 1,1,11,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
6,MG002.STD,130,イマゴタリア,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
7,MG002.STD,130,イマゴタリア,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MG002.STD,130,イマゴタリア,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MG002.STD,130,イマゴタリア,13,Dodge,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,0.80
10,MG002.STD,130,イマゴタリア,32,Knockdown,1,10,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,1.10
11,MG002.STD,130,イマゴタリア,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,25,毒ゲロ,0,5.00,1.00
12,MG002.STD,130,イマゴタリア,29,Exec S-Move,1,8,12,Revive,0b10001000000000000000000000000000,183,凍結ブレス,0,5.00,1.00
0,MG003.STD,131,獄長,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MG003.STD,131,獄長,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,7.50,0.40
2,MG003.STD,131,獄長,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MG003.STD,131,獄長,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MG003.STD,131,獄長,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.80
5,MG003.STD,131,獄長,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MG003.STD,131,獄長,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MG003.STD,131,獄長,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.20
8,MG003.STD,131,獄長,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MG003.STD,131,獄長,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,0.80
10,MG003.STD,131,獄長,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,0.60
11,MG003.STD,131,獄長,21,Cast Magic,1,8,11,Defeat,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
12,MG003.STD,131,獄長,32,Knockdown,1,10,12,Revive,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
13,MG003.STD,131,獄長,29,Exec S-Move,1,8,13,Focus,0b10001010000000000000000000000000,11,肉弾アタック,0,5.00,1.00
14,MG003.STD,131,獄長,29,Exec S-Move,1,8,14,Widthdraw,0b10001000000000000000000000000000,251,扇状ソニック,0,5.00,0.80
15,MG003.STD,131,獄長,24,Exec Magic/S-Move,1,8,11,Defeat,0b10001000001000000000000000000000,33,ボルティ,0,5.00,1.00
16,MG003.STD,131,獄長,24,Exec Magic/S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,35,ボルドーラ,0,5.00,1.00
0,MG005.STD,133,護送将兵,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MG005.STD,133,護送将兵,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MG005.STD,133,護送将兵,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MG005.STD,133,護送将兵,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,1.00,1.10
4,MG005.STD,133,護送将兵,8,Critical Attack,1,8,4,Critical Attack,0b10001010001000000000000000000000,-1,None,0,1.00,1.00
5,MG005.STD,133,護送将兵,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MG005.STD,133,護送将兵,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MG005.STD,133,護送将兵,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MG005.STD,133,護送将兵,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MG005.STD,133,護送将兵,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MG005.STD,133,護送将兵,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
11,MG005.STD,133,護送将兵,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MG005.STD,133,護送将兵,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MG005.STD,133,護送将兵,21,Cast Magic,1,8,13,Focus,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
14,MG005.STD,133,護送将兵,32,Knockdown,1,10,14,Widthdraw,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
15,MG005.STD,133,護送将兵,29,Exec S-Move,1,8,15,Run,0b10001000000000000000000000000000,19,反撃の構え,0,5.00,1.00
16,MG005.STD,133,護送将兵,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,6,サプラ,0,5.00,1.00
17,MG005.STD,133,護送将兵,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,7,サプリィ,0,5.00,1.00
18,MG005.STD,133,護送将兵,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,9,サプローネ,0,5.00,1.00
19,MG005.STD,133,護送将兵,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,33,ボルティ,0,5.00,1.00
20,MG005.STD,133,護送将兵,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,34,ボルテス,0,5.00,1.00
21,MG005.STD,133,護送将兵,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,25,バーネス,0,5.00,1.00
0,MG006.STD,134,ラァス,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MG006.STD,134,ラァス,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MG006.STD,134,ラァス,6,Approach,1,16,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MG006.STD,134,ラァス,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.70
4,MG006.STD,134,ラァス,8,Critical Attack,1,8,4,Critical Attack,0b10001000001000000000000000000000,-1,None,0,5.00,0.80
5,MG006.STD,134,ラァス,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MG006.STD,134,ラァス,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.90
7,MG006.STD,134,ラァス,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MG006.STD,134,ラァス,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,0.90
9,MG006.STD,134,ラァス,13,Dodge,1,8,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MG006.STD,134,ラァス,14,Defeat,1,13,10,Dodge,0b10011000000000000000000000000000,-1,None,0,5.00,1.00
11,MG006.STD,134,ラァス,32,Knockdown,1,10,11,Defeat,0b10001000000000000000000000000000,-1,None,0,0.00,0.80
12,MG006.STD,134,ラァス,29,Exec S-Move,1,8,12,Revive,0b10001000000000000000000000000000,0,火山弾乱舞,0,5.00,1.00
13,MG006.STD,134,ラァス,29,Exec S-Move,1,8,13,Focus,0b10001000000000000000000000000000,1,石化ガス,0,5.00,0.90
14,MG006.STD,134,ラァス,30,Silver Nightmare,1,8,2,Approach,0b10001100001000000000000000000000,2,???,0,5.00,0.90
15,MG006.STD,134,ラァス,30,Silver Nightmare,1,8,15,Run,0b10001100001000000000000000000000,3,???,0,5.00,1.00
16,MG006.STD,134,ラァス,30,Silver Nightmare,1,8,16,Magic,0b10001100001000000000000000000000,4,???,0,5.00,0.70
