Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Category ID,[Category name],Effect ID,[Effect name],Scope ID,[Scope name],Pad. #0,Effect value #0,Effect value #1,Element ID,[Element name],Type ID,[Type name],Unk. #0,Unk. #1,State ID,[State name],State hit%,Pad. #1,Pad. #2
122,2352311496,6570,6,DUMMY,6692,6,DUMMY,6638,6,DUMMY,6452,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
123,2352311496,6576,6,DUMMY,6698,6,DUMMY,6644,6,DUMMY,6458,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
124,2352311496,6582,6,DUMMY,6704,6,DUMMY,6650,6,DUMMY,6464,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
125,2352311496,6588,6,DUMMY,6710,6,DUMMY,6656,6,DUMMY,6470,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
126,2352311496,6594,6,DUMMY,6716,6,DUMMY,6662,6,DUMMY,6476,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
127,2352311496,6600,6,DUMMY,6722,6,DUMMY,6668,6,DUMMY,6482,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
128,2352311496,6606,6,DUMMY,6728,6,DUMMY,6674,6,DUMMY,6488,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
129,2352311496,6612,6,DUMMY,6734,6,DUMMY,6680,6,DUMMY,6494,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
130,2352311496,6618,6,DUMMY,6740,6,DUMMY,6686,6,DUMMY,6500,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
131,2352311496,6624,6,DUMMY,6746,6,DUMMY,6692,6,DUMMY,6506,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
132,2352311496,6630,6,DUMMY,6752,6,DUMMY,6698,6,DUMMY,6512,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
133,2352311496,6636,6,DUMMY,6758,6,DUMMY,6704,6,DUMMY,6518,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
134,2352311496,6642,6,DUMMY,6764,6,DUMMY,6710,6,DUMMY,6524,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
135,2352311496,6648,6,DUMMY,6770,6,DUMMY,6716,6,DUMMY,6530,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
136,2352311496,6654,6,DUMMY,6776,6,DUMMY,6722,6,DUMMY,6536,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
137,2352311496,6660,6,DUMMY,6782,6,DUMMY,6728,6,DUMMY,6542,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
138,2352311496,6666,6,DUMMY,6788,6,DUMMY,6734,6,DUMMY,6548,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
139,2352311496,6672,6,DUMMY,6794,6,DUMMY,6740,6,DUMMY,6554,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
140,2352311496,6678,6,DUMMY,6800,6,DUMMY,6746,6,DUMMY,6560,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
141,2352311496,6684,6,DUMMY,6806,6,DUMMY,6752,6,DUMMY,6566,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
142,2352311496,6690,6,DUMMY,6812,6,DUMMY,6758,6,DUMMY,6572,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
143,2352311496,6696,6,DUMMY,6818,6,DUMMY,6764,6,DUMMY,6578,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
144,2352311496,6702,6,DUMMY,6824,6,DUMMY,6770,6,DUMMY,6584,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
145,2352311496,6708,6,DUMMY,6830,6,DUMMY,6776,6,DUMMY,6590,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
146,2352311496,6714,6,DUMMY,6836,6,DUMMY,6782,6,DUMMY,6596,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
147,2352311496,6720,6,DUMMY,6842,6,DUMMY,6788,6,DUMMY,6602,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
148,2352311496,6726,6,DUMMY,6848,6,DUMMY,6794,6,DUMMY,6608,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
149,2352311496,6732,6,DUMMY,6854,6,DUMMY,6800,6,DUMMY,6614,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
150,2352311496,6738,6,DUMMY,6860,6,DUMMY,6806,6,DUMMY,6620,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
151,2352311496,6744,6,DUMMY,6866,6,DUMMY,6812,6,DUMMY,6626,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
152,2352311496,6750,6,DUMMY,6872,6,DUMMY,6818,6,DUMMY,6632,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
153,2352311496,6756,6,DUMMY,6878,6,DUMMY,6824,6,DUMMY,6638,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
154,2352311496,6762,6,DUMMY,6884,6,DUMMY,6830,6,DUMMY,6644,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
155,2352311496,6768,6,DUMMY,6890,6,DUMMY,6836,6,DUMMY,6650,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
156,2352311496,6774,6,DUMMY,6896,6,DUMMY,6842,6,DUMMY,6656,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
157,2352311496,6780,6,DUMMY,6902,6,DUMMY,6848,6,DUMMY,6662,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
158,2352311496,6786,6,DUMMY,6908,6,DUMMY,6854,6,DUMMY,6668,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
159,2352311496,6792,6,DUMMY,6914,6,DUMMY,6860,6,DUMMY,6674,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
160,2352311596,6798,6,Suche,6920,9,Búsqueda,6866,10,Recherche,6680,7,Search,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
161,2352310776,6804,8,Giftgas,6929,13,Gas Venenoso,6876,15,Gaz Empoisonné,6687,11,Poison Gas,0,Super Move,4,Add Poison + Damage,96,Character area #1,0,16,15,0,Green,0,Physical,16,17,0,Poison,50,0,0
162,2352311604,6812,13,Ermüdungsgas,6942,14,Gas de Fatiga,6891,15,Gaz de Fatigue,6698,12,Fatigue Gas,0,Super Move,72,Add Fatigue + Damage,96,Character area #1,0,16,15,4,Yellow,0,Physical,16,17,6,Fatigue,20,0,0
163,2352311496,6825,6,DUMMY,6956,6,DUMMY,6906,6,DUMMY,6710,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
164,2352311496,6831,6,DUMMY,6962,6,DUMMY,6912,6,DUMMY,6716,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
165,2352311496,6837,6,DUMMY,6968,6,DUMMY,6918,6,DUMMY,6722,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
166,2352311496,6843,6,DUMMY,6974,6,DUMMY,6924,6,DUMMY,6728,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
167,2352311496,6849,6,DUMMY,6980,6,DUMMY,6930,6,DUMMY,6734,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
168,2352311496,6855,6,DUMMY,6986,6,DUMMY,6936,6,DUMMY,6740,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
169,2352311496,6861,6,DUMMY,6992,6,DUMMY,6942,6,DUMMY,6746,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
170,2352311616,6867,11,Nadelsturm,6998,17,Ráfaga de Agujas,6948,16,Orage Aiguilles,6752,13,Needle Storm,0,Super Move,0,Damage,1,One character,0,16,40,3,Blue,0,Physical,0,0,0,Poison,0,0,0
171,2352311496,6878,6,DUMMY,7015,6,DUMMY,6964,6,DUMMY,6765,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
172,2352311496,6884,6,DUMMY,7021,6,DUMMY,6970,6,DUMMY,6771,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
173,2352311496,6890,6,DUMMY,7027,6,DUMMY,6976,6,DUMMY,6777,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
174,2352311496,6896,6,DUMMY,7033,6,DUMMY,6982,6,DUMMY,6783,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
175,2352311496,6902,6,DUMMY,7039,6,DUMMY,6988,6,DUMMY,6789,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
176,2352311496,6908,6,DUMMY,7045,6,DUMMY,6994,6,DUMMY,6795,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
177,2352311496,6914,6,DUMMY,7051,6,DUMMY,7000,6,DUMMY,6801,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
178,2352311496,6920,6,DUMMY,7057,6,DUMMY,7006,6,DUMMY,6807,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
179,2352311496,6926,6,DUMMY,7063,6,DUMMY,7012,6,DUMMY,6813,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
180,2352311632,6932,10,Lavasturm,7069,17,Tormenta de lava,7018,14,Orage de Lave,6819,11,Lava Storm,0,Super Move,0,Damage,2,All characters,0,16,10,1,Red,0,Physical,0,0,0,Poison,0,0,0
181,2352311644,6942,13,Blast-Breath,7086,16,Ráfaga de Brisa,7032,16,Soufflexplosion,6830,13,Blast Breath,0,Super Move,0,Damage,2,All characters,0,16,15,1,Red,0,Physical,0,0,0,Poison,0,0,0
182,2352311660,6955,12,Loqua-Spray,7102,12,Spray Loqua,7048,12,Spray Loqua,6843,12,Loqua Spray,0,Super Move,0,Damage,2,All characters,0,16,25,1,Red,0,Physical,0,0,0,Poison,0,0,0
183,2352311672,6967,10,Frostatem,7114,15,Brisa de Hielo,7060,15,Souffle de Gel,6855,13,Frost Breath,0,Super Move,0,Damage,2,All characters,0,16,15,2,Purple,0,Physical,0,0,0,Poison,0,0,0
184,2352311672,6977,10,Frostatem,7129,15,Brisa de Hielo,7075,15,Souffle de Gel,6868,13,Frost Breath,0,Super Move,0,Damage,2,All characters,0,16,15,2,Purple,0,Physical,0,0,0,Poison,0,0,0
185,2352311496,6987,6,DUMMY,7144,6,DUMMY,7090,6,DUMMY,6881,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
186,2352311496,6993,6,DUMMY,7150,6,DUMMY,7096,6,DUMMY,6887,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
187,2352311496,6999,6,DUMMY,7156,6,DUMMY,7102,6,DUMMY,6893,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
188,2352311496,7005,6,DUMMY,7162,6,DUMMY,7108,6,DUMMY,6899,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
189,2352311496,7011,6,DUMMY,7168,6,DUMMY,7114,6,DUMMY,6905,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
190,2352311688,7017,7,Damyun,7174,7,Damyun,7120,7,Damyun,6911,7,Damyun,0,Super Move,12,Add Silence,2,All characters,0,0,0,0,Green,0,Physical,16,17,5,Silence,40,0,0
191,2352311696,7024,15,Schlummerstaub,7181,16,Polvo de Dormir,7127,15,Poudre Sommeil,6918,13,Slumber Dust,0,Super Move,9,Add Sleep,102,Character line #3,0,0,0,0,Green,0,Physical,16,17,3,Sleep,40,0,0
192,2352311496,7039,6,DUMMY,7197,6,DUMMY,7142,6,DUMMY,6931,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
193,2352311496,7045,6,DUMMY,7203,6,DUMMY,7148,6,DUMMY,6937,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
194,2352311496,7051,6,DUMMY,7209,6,DUMMY,7154,6,DUMMY,6943,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
195,2352311496,7057,6,DUMMY,7215,6,DUMMY,7160,6,DUMMY,6949,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
196,2352311496,7063,6,DUMMY,7221,6,DUMMY,7166,6,DUMMY,6955,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
197,2352311496,7069,6,DUMMY,7227,6,DUMMY,7172,6,DUMMY,6961,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
198,2352311496,7075,6,DUMMY,7233,6,DUMMY,7178,6,DUMMY,6967,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
199,2352311496,7081,6,DUMMY,7239,6,DUMMY,7184,6,DUMMY,6973,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
200,2352310924,7087,17,Verbündete rufen,7245,17,Convocar aliados,7190,15,Appel d'alliés,6979,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,13,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
201,2352310924,7104,17,Verbündete rufen,7262,17,Convocar aliados,7205,15,Appel d'alliés,6991,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,96,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
202,2352311496,7121,6,DUMMY,7279,6,DUMMY,7220,6,DUMMY,7003,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
203,2352311496,7127,6,DUMMY,7285,6,DUMMY,7226,6,DUMMY,7009,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
204,2352311496,7133,6,DUMMY,7291,6,DUMMY,7232,6,DUMMY,7015,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
205,2352311496,7139,6,DUMMY,7297,6,DUMMY,7238,6,DUMMY,7021,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
206,2352311496,7145,6,DUMMY,7303,6,DUMMY,7244,6,DUMMY,7027,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
207,2352311496,7151,6,DUMMY,7309,6,DUMMY,7250,6,DUMMY,7033,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
208,2352311496,7157,6,DUMMY,7315,6,DUMMY,7256,6,DUMMY,7039,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
209,2352311496,7163,6,DUMMY,7321,6,DUMMY,7262,6,DUMMY,7045,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
210,2352311712,7169,14,HP übernehmen,7327,15,Absorber Salud,7268,12,Absorber PV,7051,10,HP Absorb,0,Super Move,44,Absorb HP,1,One character,0,2,10,0,Green,0,Physical,0,0,0,Poison,0,0,0
211,2352311712,7183,14,HP übernehmen,7342,15,Absorber Salud,7280,12,Absorber PV,7061,10,HP Absorb,0,Super Move,44,Absorb HP,1,One character,0,2,10,0,Green,0,Physical,0,0,0,Poison,0,0,0
212,2352311712,7197,14,HP übernehmen,7357,15,Absorber Salud,7292,12,Absorber PV,7071,10,HP Absorb,0,Super Move,44,Absorb HP,1,One character,0,2,20,0,Green,0,Physical,0,0,0,Poison,0,0,0
213,2352311712,7211,14,HP übernehmen,7372,15,Absorber Salud,7304,12,Absorber PV,7081,10,HP Absorb,0,Super Move,44,Absorb HP,1,One character,0,2,20,0,Green,0,Physical,0,0,0,Poison,0,0,0
214,2352311496,7225,6,DUMMY,7387,6,DUMMY,7316,6,DUMMY,7091,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
215,2352311496,7231,6,DUMMY,7393,6,DUMMY,7322,6,DUMMY,7097,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
216,2352311496,7237,6,DUMMY,7399,6,DUMMY,7328,6,DUMMY,7103,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
217,2352311496,7243,6,DUMMY,7405,6,DUMMY,7334,6,DUMMY,7109,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
218,2352311496,7249,6,DUMMY,7411,6,DUMMY,7340,6,DUMMY,7115,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
219,2352311496,7255,6,DUMMY,7417,6,DUMMY,7346,6,DUMMY,7121,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
220,2352311724,7261,13,Schnellfeuer,7423,13,Fuego Rápido,7352,11,Tir Rapide,7127,11,Rapid Fire,0,Super Move,0,Damage,1,One character,0,16,30,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
221,2352310664,7274,9,KETSUBAN,7436,9,KETSUBAN,7363,9,KETSUBAN,7138,9,KETSUBAN,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
222,2352311496,7283,6,DUMMY,7445,6,DUMMY,7372,6,DUMMY,7147,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
223,2352311496,7289,6,DUMMY,7451,6,DUMMY,7378,6,DUMMY,7153,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
224,2352311496,7295,6,DUMMY,7457,6,DUMMY,7384,6,DUMMY,7159,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
225,2352311496,7301,6,DUMMY,7463,6,DUMMY,7390,6,DUMMY,7165,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
226,2352311496,7307,6,DUMMY,7469,6,DUMMY,7396,6,DUMMY,7171,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
227,2352311496,7313,6,DUMMY,7475,6,DUMMY,7402,6,DUMMY,7177,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
228,2352311496,7319,6,DUMMY,7481,6,DUMMY,7408,6,DUMMY,7183,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
229,2352311496,7325,6,DUMMY,7487,6,DUMMY,7414,6,DUMMY,7189,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
230,2352311736,7331,8,Irnagun,7493,8,Irnagun,7420,8,Irnagun,7195,8,Irnagun,0,Super Move,0,Damage,1,One character,0,16,40,3,Blue,0,Physical,0,0,0,Poison,0,0,0
231,2352311496,7339,6,DUMMY,7501,6,DUMMY,7428,6,DUMMY,7203,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
232,2352311496,7345,6,DUMMY,7507,6,DUMMY,7434,6,DUMMY,7209,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
233,2352311496,7351,6,DUMMY,7513,6,DUMMY,7440,6,DUMMY,7215,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
234,2352311496,7357,6,DUMMY,7519,6,DUMMY,7446,6,DUMMY,7221,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
235,2352311496,7363,6,DUMMY,7525,6,DUMMY,7452,6,DUMMY,7227,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
236,2352311496,7369,6,DUMMY,7531,6,DUMMY,7458,6,DUMMY,7233,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
237,2352311496,7375,6,DUMMY,7537,6,DUMMY,7464,6,DUMMY,7239,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
238,2352311496,7381,6,DUMMY,7543,6,DUMMY,7470,6,DUMMY,7245,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
239,2352311496,7387,6,DUMMY,7549,6,DUMMY,7476,6,DUMMY,7251,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
240,2352311496,7393,6,DUMMY,7555,6,DUMMY,7482,6,DUMMY,7257,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
241,2352311496,7399,6,DUMMY,7561,6,DUMMY,7488,6,DUMMY,7263,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
242,2352311496,7405,6,DUMMY,7567,6,DUMMY,7494,6,DUMMY,7269,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
243,2352311496,7411,6,DUMMY,7573,6,DUMMY,7500,6,DUMMY,7275,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
244,2352311496,7417,6,DUMMY,7579,6,DUMMY,7506,6,DUMMY,7281,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
245,2352311496,7423,6,DUMMY,7585,6,DUMMY,7512,6,DUMMY,7287,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
246,2352311496,7429,6,DUMMY,7591,6,DUMMY,7518,6,DUMMY,7293,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
247,2352311496,7435,6,DUMMY,7597,6,DUMMY,7524,6,DUMMY,7299,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
248,2352311496,7441,6,DUMMY,7603,6,DUMMY,7530,6,DUMMY,7305,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
249,2352311496,7447,6,DUMMY,7609,6,DUMMY,7536,6,DUMMY,7311,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
250,2352311744,7453,12,Windschnitt,7615,14,Corta Vientos,7542,15,Vent Tranchant,7317,11,Wind Slash,0,Super Move,0,Damage,103,Character line #4,0,16,15,3,Blue,0,Physical,0,0,0,Poison,0,0,0
251,2352311756,7465,12,Schallwelle,7629,11,Ola Sónica,7557,14,Vague Sonique,7328,11,Sonic Wave,0,Super Move,0,Damage,103,Character line #4,0,16,15,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
252,2352310664,7477,9,KETSUBAN,7640,9,KETSUBAN,7571,9,KETSUBAN,7339,9,KETSUBAN,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
253,2352311496,7486,6,DUMMY,7649,6,DUMMY,7580,6,DUMMY,7348,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
254,2352311496,7492,6,DUMMY,7655,6,DUMMY,7586,6,DUMMY,7354,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
255,2352311496,7498,6,DUMMY,7661,6,DUMMY,7592,6,DUMMY,7360,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
256,2352311496,7504,6,DUMMY,7667,6,DUMMY,7598,6,DUMMY,7366,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
