Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Retail price in %,Order by prio.,EU order by ABC,Padding #0,Purchase price,Padding #1,Padding #2,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
385,2352241004,110523,11,DUMMYCLEAR,110342,11,DUMMYCLEAR,111164,11,DUMMYCLEAR,109169,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89818,9,DUMMY\n,89372,9,DUMMY\n,89789,9,DUMMY\n,88828,14,DUMMY\n------
386,2352241004,110534,11,DUMMYCLEAR,110353,11,DUMMYCLEAR,111175,11,DUMMYCLEAR,109180,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89827,9,DUMMY\n,89381,9,DUMMY\n,89798,9,DUMMY\n,88842,14,DUMMY\n------
387,2352241004,110545,11,DUMMYCLEAR,110364,11,DUMMYCLEAR,111186,11,DUMMYCLEAR,109191,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89836,9,DUMMY\n,89390,9,DUMMY\n,89807,9,DUMMY\n,88856,14,DUMMY\n------
388,2352241004,110556,11,DUMMYCLEAR,110375,11,DUMMYCLEAR,111197,11,DUMMYCLEAR,109202,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89845,9,DUMMY\n,89399,9,DUMMY\n,89816,9,DUMMY\n,88870,14,DUMMY\n------
389,2352241004,110567,11,DUMMYCLEAR,110386,11,DUMMYCLEAR,111208,11,DUMMYCLEAR,109213,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89854,9,DUMMY\n,89408,9,DUMMY\n,89825,9,DUMMY\n,88884,14,DUMMY\n------
390,2352241004,110578,11,DUMMYCLEAR,110397,11,DUMMYCLEAR,111219,11,DUMMYCLEAR,109224,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89863,9,DUMMY\n,89417,9,DUMMY\n,89834,9,DUMMY\n,88898,14,DUMMY\n------
391,2352241004,110589,11,DUMMYCLEAR,110408,11,DUMMYCLEAR,111230,11,DUMMYCLEAR,109235,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89872,9,DUMMY\n,89426,9,DUMMY\n,89843,9,DUMMY\n,88912,14,DUMMY\n------
392,2352241004,110600,11,DUMMYCLEAR,110419,11,DUMMYCLEAR,111241,11,DUMMYCLEAR,109246,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89881,9,DUMMY\n,89435,9,DUMMY\n,89852,9,DUMMY\n,88926,14,DUMMY\n------
393,2352241004,110611,11,DUMMYCLEAR,110430,11,DUMMYCLEAR,111252,11,DUMMYCLEAR,109257,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89890,9,DUMMY\n,89444,9,DUMMY\n,89861,9,DUMMY\n,88940,14,DUMMY\n------
394,2352241004,110622,11,DUMMYCLEAR,110441,11,DUMMYCLEAR,111263,11,DUMMYCLEAR,109268,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89899,9,DUMMY\n,89453,9,DUMMY\n,89870,9,DUMMY\n,88954,14,DUMMY\n------
395,2352241004,110633,11,DUMMYCLEAR,110452,11,DUMMYCLEAR,111274,11,DUMMYCLEAR,109279,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89908,9,DUMMY\n,89462,9,DUMMY\n,89879,9,DUMMY\n,88968,14,DUMMY\n------
396,2352241004,110644,11,DUMMYCLEAR,110463,11,DUMMYCLEAR,111285,11,DUMMYCLEAR,109290,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89917,9,DUMMY\n,89471,9,DUMMY\n,89888,9,DUMMY\n,88982,14,DUMMY\n------
397,2352241004,110655,11,DUMMYCLEAR,110474,11,DUMMYCLEAR,111296,11,DUMMYCLEAR,109301,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89926,9,DUMMY\n,89480,9,DUMMY\n,89897,9,DUMMY\n,88996,14,DUMMY\n------
398,2352241004,110666,11,DUMMYCLEAR,110485,11,DUMMYCLEAR,111307,11,DUMMYCLEAR,109312,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89935,9,DUMMY\n,89489,9,DUMMY\n,89906,9,DUMMY\n,89010,14,DUMMY\n------
399,2352241004,110677,11,DUMMYCLEAR,110496,11,DUMMYCLEAR,111318,11,DUMMYCLEAR,109323,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,89944,9,DUMMY\n,89498,9,DUMMY\n,89915,9,DUMMY\n,89024,14,DUMMY\n------
