Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,Element ID,[Element Name],Pad. 1,Order by Prio.,Occ. Flags,[M],[B],[S],Effect ID,[Effect Name],Scope ID,[Scope Name],Category ID,[Category Name],Effect Prio.,Effect Spirit,Pad. 2,Pad. 3,Effect Value,Type ID,[Type Name],State ID,[State Name],State Miss%,Pad. 4,Pad. 5,Pad. 6,Ship Occ. ID,[Ship Occ. Name],Pad. 7,Ship Effect ID,[Ship Effect Name],Ship Effect Spirit,Ship Effect Turns,Ship Effect Amount,Unk.,Pad. 8,Pad. 9,Pad. 10,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.,[DE Ship Descr. Pos.],[DE Ship Descr. Size],DE Ship Descr. Str.,[ES Ship Descr. Pos.],[ES Ship Descr. Size],ES Ship Descr. Str.,[FR Ship Descr. Pos.],[FR Ship Descr. Size],FR Ship Descr. Str.,[GB Ship Descr. Pos.],[GB Ship Descr. Size],GB Ship Descr. Str.
24,0x8c344594,0x19ac2,6,Pyres,0x198cc,6,Pyres,0x19bf5,6,Pyres,0x1958a,6,Pyres,1,Red,0,1,0x3,"",X,X,0,Damage,4,All Enemies,6,Magic,0,4,0,0,85,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),4,-1,90,1,0,0,0,0xe8d1,96,Löst eine gewaltige Explosion aus und schädigt\\nalle Feinde auf dem Bildschirm.            SP 4,0xe81b,85,Produce una gran explosión y hiere\\na todos los enemigos en pantalla.           SEP4,0xe86f,95,Provoque une énorme explosion et blesse tous\\nles ennemis à l'écran.                      ES 4,0xe636,91,Summons a great explosion and damages all\\nenemies on screen.                         SP 4,0x189f0,98,Feuert eine mit Red Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.            4 SP,0x187a2,92,Dispara una bala de cañón con Magia Roja.\\nLanzar hechizos requiere un equipo especial. 4SP,0x18a27,98,Lance un boulet de canon chargé de Magie Rouge.\\nÉquipement spécial requis.                  4 ES,0x184e0,93,Fires a cannonball charged with Red Magic.\\nSpecial equipment is needed to cast.        4 SP
25,0x8c34459c,0x19ac8,6,Pyrum,0x198d2,6,Pyrum,0x19bfb,6,Pyrum,0x19590,6,Pyrum,1,Red,0,2,0x3,"",X,X,0,Damage,4,All Enemies,6,Magic,0,6,0,0,120,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),6,-1,120,1,0,0,0,0xe931,97,Lässt Feuerbälle vom Himmel kommen und schädigt\\nalle Feinde auf dem Bildschirm.            SP 6,0xe870,89,Hace surgir bolas de fuego del cielo y\\nhiere a todos los enemigos en pantalla.     SEP6,0xe8ce,97,Invoque des boules de feu tombant des cieux et\\nblesse tous les ennemis à l'écran.          ES 6,0xe691,92,Summons fireballs from the sky and damages\\nall enemies on the screen.                 SP 6,0x18a52,98,Feuert eine mit Red Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.            6 SP,0x187fe,92,Dispara una bala de cañón con Magia Roja.\\nLanzar hechizos requiere un equipo especial. 6SP,0x18a89,98,Lance un boulet de canon chargé de Magie Rouge.\\nÉquipement spécial requis.                  6 ES,0x1853d,93,Fires a cannonball charged with Red Magic.\\nSpecial equipment is needed to cast.        6 SP
26,0x8c3445a4,0x19ace,9,Crystali,0x198d8,9,Crystali,0x19c01,9,Crystali,0x19596,9,Crystali,2,Purple,0,10,0x3,"",X,X,0,Damage,3,One Enemy,6,Magic,0,1,0,0,70,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),1,-1,30,2,0,0,0,0xe992,97,Überzieht einen Feind mit einer Eisschicht.Sehr\\nwirkungsvoll und verbraucht wenig Spirit.  SP 1,0xe8c9,99,Cubre de hielo a un solo enemigo. Tiene bastante\\npotencia y usa muy poco Espíritu.           SEP1,0xe92f,97,Emprisonne un seul ennemi dans la glace. C'est\\nassez puissant et nécessite peu d'Esprit.   ES 1,0xe6ed,92,Encases a single enemy in ice. It is quite\\npowerful and uses very little Spirit.      SP 1,0x18ab4,88,Feuert eine mit Purple Magic geladene\\nKanonenkugel ab. Erfordert Spezialausrüstung.1SP,0x1885a,95,Dispara una bala de cañón con Magia Púrpura.\\nLanzar hechizos requiere un equipo especial. 1SP,0x18aeb,98,Lance un boulet de canon chargé de Magie Mauve.\\nÉquipement spécial requis.                  1 ES,0x1859a,96,Fires a cannonball charged with Purple Magic.\\nSpecial equipment is needed to cast.        1 SP
27,0x8c3445b0,0x19ad7,10,Crystales,0x198e1,10,Crystales,0x19c0a,10,Crystales,0x1959f,10,Crystales,2,Purple,0,11,0x3,"",X,X,0,Damage,3,One Enemy,6,Magic,0,2,0,0,120,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),2,-1,50,2,0,0,0,0xe9f3,95,Erzeugt einen Eiszapfen am Fuß eines Feindes.\\nRichtet erheblichen Schaden an.            SP 2,0xe92c,94,"Crea un punzón de hielo a los pies de un enemigo\\ny lo atraviesa, produciendo gran daño. SEP2",0xe990,97,"Invoque un rocher de glace sur un seul ennemi,\\ncausant beaucoup de dégâts.                 ES 2",0xe749,97,"Summons an icicle at the foot of a single enemy\\nand impales it, causing great damage.      SP 2",0x18b0c,88,Feuert eine mit Purple Magic geladene\\nKanonenkugel ab. Erfordert Spezialausrüstung.2SP,0x188b9,95,Dispara una bala de cañón con Magia Púrpura.\\nLanzar hechizos requiere un equipo especial. 2SP,0x18b4d,98,Lance un boulet de canon chargé de Magie Mauve.\\nÉquipement spécial requis.                  2 ES,0x185fa,96,Fires a cannonball charged with Purple Magic.\\nSpecial equipment is needed to cast.        2 SP
28,0x8c3445bc,0x19ae1,10,Crystalum,0x198eb,10,Crystalum,0x19c14,10,Crystalum,0x195a9,10,Crystalum,2,Purple,0,12,0x3,"",X,X,0,Damage,3,One Enemy,6,Magic,0,3,0,0,170,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),3,-1,70,2,0,0,0,0xea52,95,Lässt einen Feind zu einer Eissäule erstarren\\nund richtet so erheblichen Schaden an.     SP 3,0xe98a,89,Atrapa a un enemigo en una columna de\\nhielo y le produce grandes daños.           SEP3 ,0xe9f1,96,"Emprisonne un seul ennemi dans une colonne de\\nglace, causant beaucoup de dégâts.          ES 3",0xe7aa,89,Traps a single enemy in a column of ice\\nan extensive amount of damage.             SP 3,0x18b64,88,Feuert eine mit Purple Magic geladene\\nKanonenkugel ab. Erfordert Spezialausrüstung.3SP,0x18918,95,Dispara una bala de cañón con Magia Púrpura.\\nLanzar hechizos requiere un equipo especial. 3SP,0x18baf,98,Lance un boulet de canon chargé de Magie Mauve.\\nÉquipement spécial requis.                  3 ES,0x1865a,96,Fires a cannonball charged with Purple Magic.\\nSpecial equipment is needed to cast.        3 SP
29,0x8c3445c8,0x19aeb,10,Crystalen,0x198f5,10,Crystalen,0x19c1e,10,Crystalen,0x195b3,10,Crystalen,2,Purple,0,13,0x3,"",X,X,0,Damage,3,One Enemy,6,Magic,0,4,0,0,220,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),4,-1,90,2,0,0,0,0xeab1,91,Riesige Eissäulen durchbohren einen Feind\\nund richten erheblichen Schaden an.        SP 4,0xe9e3,92,"Enormes columnas de hielo caen del cielo,\\natraviesan a un enemigo y le producen daños.SEP4",0xea51,91,Grands pilliers de grêle tombant du ciel\\npour causer beaucoup de dégâts.             ES 4,0xe803,97,Huge pillars of ice rain from the sky to impale\\none enemy for enormous damage.             SP 4,0x18bbc,88,Feuert eine mit Purple Magic geladene\\nKanonenkugel ab. Erfordert Spezialausrüstung.4SP,0x18977,95,Dispara una bala de cañón con Magia Púrpura.\\nLanzar hechizos requiere un equipo especial. 4SP,0x18c11,98,Lance un boulet de canon chargé de Magie Mauve.\\nÉquipement spécial requis.                  4 ES,0x186ba,96,Fires a cannonball charged with Purple Magic.\\nSpecial equipment is needed to cast.        4 SP
30,0x8c3445d4,0x19af5,8,Pyrulen,0x198ff,8,Pyrulen,0x19c28,8,Pyrulen,0x195bd,8,Pyrulen,1,Red,0,3,0x3,"",X,X,0,Damage,4,All Enemies,6,Magic,0,10,0,0,155,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),10,-1,150,1,0,0,0,0xeb0c,96,Entzündet die Luft und setzt alle Feinde auf \\ndem Bildschirm einem Feuersturm aus.       SP 10,0xea3f,92,Arde el aire y rodea a todos los enemigos\\nen una cortina de fuego.                   SEP10,0xeaac,95,Enflamme l'air et engouffre tous les ennemis\\nà l'écran dans une tempête de feu.         ES 10,0xe864,97,Sets the air aflame and engulfs all enemies on\\nscreen in a firestorm.                     SP 10,0x18c14,98,Feuert eine mit Red Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.           10 SP,0x189d6,92,Dispara una bala de cañón con Magia Roja.\\nLanzar hechizos requiere un equipo especial.10SP,0x18c73,98,Lance un boulet de canon chargé de Magie Rouge.\\nÉquipement spécial requis.                 10 ES,0x1871a,93,Fires a cannonball charged with Red Magic.\\nSpecial equipment is needed to cast.       10 SP
31,0x8c3445dc,0x19afd,7,Wevlum,0x19907,7,Wevlum,0x19c30,7,Wevlum,0x195c5,7,Wevlum,3,Blue,0,62,0x3,"",X,X,0,Damage,33,Enemy Area 2,6,Magic,0,6,0,0,150,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),6,-1,120,4,0,0,0,0xeb6c,96,"Erzeugt heftige Winde und stechenden Regen, um\\nFeinde in einem großen Gebiet zu schädigen.SP 6",0xea9b,95,Crea una zona de fuertes vientos y punzantes\\nlluvias que causan danos al enemigo.        SEP6,0xeb0b,97,Invoque la force des vents et de la pluie pour\\nblesser les ennemis sur une large surface.  ES 6,0xe8c5,94,Summons a field of fierce winds and stinging\\nrain to damage enemies in a large area.    SP 6,0x18c76,99,Feuert eine mit Blue Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.            6 SP,0x18a32,92,Dispara una bala de cañón con Magia Azul.\\nLanzar hechizos requiere un equipo especial. 6SP,0x18cd5,98,Lance un boulet de canon chargé de Magie Bleue.\\nÉquipement spécial requis.                  6 ES,0x18777,94,Fires a cannonball charged with Blue Magic.\\nSpecial equipment is needed to cast.        6 SP
32,0x8c3445e4,0x19b04,8,Electri,0x1990e,8,Electri,0x19c37,8,Electri,0x195cc,8,Electri,4,Yellow,0,30,0x3,"",X,X,0,Damage,36,Enemy Line 1,6,Magic,0,2,0,0,60,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),2,-1,60,3,0,0,0,0xebcc,94,"Schädigt einen Feind und alle Feinde, die im\\nWeg stehen, mit einem Stromstoß.           SP 2",0xeafa,96,Dispara una descarga de electricidad sobre un\\nobjetivo y hiere a quienes haya en medio.   SEP2,0xeb6c,96,"Envoie une décharge électrique sur une cible,\\nblessant au passage tous les ennemis.       ES 2",0xe923,96,"Shoots a bolt of electricity at a target, also\\ndamaging any enemies in the way.           SP 2",0x18cd9,97,Feuert eine mit Yellow Magic geladene Kanonen-\\nkugel ab. Erfordert Spezialausrüstung.      2 SP,0x18a8e,96,Dispara una bala de cañón con Magia Amarilla.\\nLanzar hechizos requiere un equipo especial. 2SP,0x18d37,98,Lance un boulet de canon chargé de Magie Jaune.\\nÉquipement spécial requis.                  2 ES,0x187d5,96,Fires a cannonball charged with Yellow Magic.\\nSpecial equipment is needed to cast.        2 SP
33,0x8c3445ec,0x19b0c,9,Electres,0x19916,9,Electres,0x19c3f,9,Electres,0x195d4,9,Electres,4,Yellow,0,31,0x3,"",X,X,0,Damage,37,Enemy Line 2,6,Magic,0,4,0,0,105,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),4,-1,90,3,0,0,0,0xec2a,91,"Schädigt alle Feinde, die auf einer Linie\\nstehen, mit einem Blitzschlag.             SP 4",0xeb5a,90,Envía un relámpago a través de una fila\\nde enemigos produciendo un gran daño.       SEP4,0xebcc,96,"Envoie un éclair sur une brochette d'ennemis,\\ncausant d'importants dégâts.                ES 4",0xe983,98,Sends a lightning bolt through a line of enemies\\ncausing major damage.                      SP 4,0x18d3a,97,Feuert eine mit Yellow Magic geladene Kanonen-\\nkugel ab. Erfordert Spezialausrüstung.      4 SP,0x18aee,96,Dispara una bala de cañón con Magia Amarilla.\\nLanzar hechizos requiere un equipo especial. 4SP,0x18d99,98,Lance un boulet de canon chargé de Magie Jaune.\\nÉquipement spécial requis.                  4 ES,0x18835,96,Fires a cannonball charged with Yellow Magic.\\nSpecial equipment is needed to cast.        4 SP
34,0x8c3445f8,0x19b15,9,Electrum,0x1991f,9,Electrum,0x19c48,9,Electrum,0x195dd,9,Electrum,4,Yellow,0,32,0x3,"",X,X,0,Damage,37,Enemy Line 2,6,Magic,0,6,0,0,150,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),6,-1,120,3,0,0,0,0xec85,91,"Schädigt alle Feinde, die auf einer Linie\\nstehen, mit einem starken Stromschlag.     SP 6",0xebb4,90,Dispara una enorme descarga eléctrica y\\nhiere a todos los enemigos en línea recta.  SEP6,0xec2c,93,Une énorme décharge électrique est envoyée\\nsur la brochette d'ennemis.                 ES 6,0xe9e5,95,A massive bolt of electricity is shot out and\\nhits all enemies in a straight line.       SP 6,0x18d9b,97,Feuert eine mit Yellow Magic geladene Kanonen-\\nkugel ab. Erfordert Spezialausrüstung.      6 SP,0x18b4e,96,Dispara una bala de cañón con Magia Amarilla.\\nLanzar hechizos requiere un equipo especial. 6SP,0x18dfb,98,Lance un boulet de canon chargé de Magie Jaune.\\nÉquipement spécial requis.                  6 ES,0x18895,96,Fires a cannonball charged with Yellow Magic.\\nSpecial equipment is needed to cast.        6 SP
35,0x8c344604,0x19b1e,11,Electrulen,0x19928,11,Electrulen,0x19c51,11,Electrulen,0x195e6,11,Electrulen,4,Yellow,0,33,0x3,"",X,X,0,Damage,38,Enemy Line 3,6,Magic,0,8,0,0,195,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),8,-1,150,3,0,0,0,0xece0,96,Ultimativer Angriffszauber. Fügt allen Feinden\\nauf einer Linie erheblichen Schaden zu.    SP 8,0xec0e,99,El más poderoso hechizo de ataque. Produce mucho\\ndaño a todos los enemigos en línea recta.   SEP8,0xec89,91,L'ultime sortilège d'attaque. Il causera\\nd'énormes dégâts sur les ennemis alignés.   ES 8,0xea44,96,The ultimate attack spell. It will cause major\\ndamage on all enemies in a straight line.  SP 8,0x18dfc,97,Feuert eine mit Yellow Magic geladene Kanonen-\\nkugel ab. Erfordert Spezialausrüstung.      8 SP,0x18bae,96,Dispara una bala de cañón con Magia Amarilla.\\nLanzar hechizos requiere un equipo especial. 8SP,0x18e5d,98,Lance un boulet de canon chargé de Magie Jaune.\\nÉquipement spécial requis.                  8 ES,0x188f5,96,Fires a cannonball charged with Yellow Magic.\\nSpecial equipment is needed to cast.        8 SP
