Entry ID,Message ID,[DE entry name position],[DE entry name size],DE entry name,[ES entry name position],[ES entry name size],ES entry name,[FR entry name position],[FR entry name size],FR entry name,[GB entry name position],[GB entry name size],GB entry name,Category ID,[Category name],Effect ID,[Effect name],Scope ID,[Scope name],Padding #1,Effect value #1,Effect value #2,Element ID,[Element name],Type ID,[Type name],Unknown #1,Unknown #2,Unknown #3,Hit%,Padding #2,Padding #3
128,2150306012,6494,14,Ermüdungsatem,6596,16,Brisa de Fatiga,6579,16,Souffle Fatigue,6427,15,Fatigue Breath,0,Super Move,72,Add Fatigue + Damage,1,One ally,0,16,15,0,Green,0,Physical,16,17,6,20,0,0
129,2150306012,6508,14,Ermüdungsatem,6612,16,Brisa de Fatiga,6595,16,Souffle Fatigue,6442,15,Fatigue Breath,0,Super Move,72,Add Fatigue + Damage,1,One ally,0,16,15,1,Red,0,Physical,16,17,6,20,0,0
130,2150306028,6522,12,Mondsegnung,6628,16,Bendición Lunar,6611,17,Bienfait lunaire,6457,15,Lunar Blessing,0,Super Move,33,Add Regenerate,5,User,0,600,0,0,Green,0,Physical,0,0,0,0,0,0
131,2150940936,6534,6,DUMMY,6644,6,DUMMY,6628,6,DUMMY,6472,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
132,2150940832,6540,9,KETSUBAN,6650,9,KETSUBAN,6634,9,KETSUBAN,6478,9,KETSUBAN,0,Super Move,0,Damage,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
133,2150306044,6549,8,Notfall,6659,11,Emergencia,6643,8,Urgence,6487,10,Emergency,0,Super Move,64,Call enemy + Defeat all enemies,0,None,0,99,0,0,Green,0,Physical,0,0,0,0,0,0
134,2150305528,6557,17,Verbündete rufen,6670,17,Convocar aliados,6651,15,Appel d'alliés,6497,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
135,2150940944,6574,8,Blaster,6687,8,Blaster,6666,9,Explosif,6509,8,Blaster,0,Super Move,0,Damage,101,Ally line #2,0,16,25,5,Silver,0,Physical,0,0,0,0,0,0
136,2150940952,6582,7,Magie?,6695,8,¿Magia?,6675,8,Magie ?,6517,7,Magic?,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
137,2150306056,6589,6,DUMMY,6703,6,DUMMY,6683,6,DUMMY,6524,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
138,2150306056,6595,6,DUMMY,6709,6,DUMMY,6689,6,DUMMY,6530,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
139,2150306056,6601,6,DUMMY,6715,6,DUMMY,6695,6,DUMMY,6536,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
140,2150306056,6607,6,DUMMY,6721,6,DUMMY,6701,6,DUMMY,6542,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
141,2150306056,6613,6,DUMMY,6727,6,DUMMY,6707,6,DUMMY,6548,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
142,2150305528,6619,17,Verbündete rufen,6733,17,Convocar aliados,6713,15,Appel d'alliés,6554,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
143,2150305528,6636,17,Verbündete rufen,6750,17,Convocar aliados,6728,15,Appel d'alliés,6566,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
144,2150305528,6653,17,Verbündete rufen,6767,17,Convocar aliados,6743,15,Appel d'alliés,6578,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
145,2150305528,6670,17,Verbündete rufen,6784,17,Convocar aliados,6758,15,Appel d'alliés,6590,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
146,2150305528,6687,17,Verbündete rufen,6801,17,Convocar aliados,6773,15,Appel d'alliés,6602,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
147,2150305528,6704,17,Verbündete rufen,6818,17,Convocar aliados,6788,15,Appel d'alliés,6614,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
148,2150305528,6721,17,Verbündete rufen,6835,17,Convocar aliados,6803,15,Appel d'alliés,6626,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
149,2150305528,6738,17,Verbündete rufen,6852,17,Convocar aliados,6818,15,Appel d'alliés,6638,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
150,2150305528,6755,17,Verbündete rufen,6869,17,Convocar aliados,6833,15,Appel d'alliés,6650,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
151,2150305528,6772,17,Verbündete rufen,6886,17,Convocar aliados,6848,15,Appel d'alliés,6662,12,Call Allies,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
152,2150306072,6789,11,Krafttrank,6903,16,Poción Poderosa,6863,15,Potion pouvoir,6674,13,Power Potion,0,Super Move,21,Add Strengthen,3,One enemy,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
153,2150306088,6800,11,Tempotrank,6919,17,Poción Velocidad,6878,15,Potion vitesse,6687,13,Speed Potion,0,Super Move,20,Add Quickened,4,All enemies,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
154,2150305920,6811,15,Sacres Crystal,6936,15,Cristal Sacres,6893,15,Cristal Sacres,6700,15,Sacres Crystal,0,Super Move,31,Recover HP,3,One enemy,0,1000,0,0,Green,0,Physical,0,0,0,0,0,0
155,2150306104,6826,13,Todesattacke,6951,17,Embestida Mortal,6908,13,Tacle Mortel,6715,13,Death Tackle,0,Super Move,0,Damage,102,Ally line #3,0,16,40,4,Yellow,0,Physical,0,0,0,0,0,0
156,2150940936,6839,6,DUMMY,6968,6,DUMMY,6921,6,DUMMY,6728,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
157,2150940936,6845,6,DUMMY,6974,6,DUMMY,6927,6,DUMMY,6734,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
158,2150940936,6851,6,DUMMY,6980,6,DUMMY,6933,6,DUMMY,6740,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
159,2150940936,6857,6,DUMMY,6986,6,DUMMY,6939,6,DUMMY,6746,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
160,2150940936,6863,6,DUMMY,6992,6,DUMMY,6945,6,DUMMY,6752,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
161,2150940936,6869,6,DUMMY,6998,6,DUMMY,6951,6,DUMMY,6758,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
162,2150940936,6875,6,DUMMY,7004,6,DUMMY,6957,6,DUMMY,6764,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
163,2150940936,6881,6,DUMMY,7010,6,DUMMY,6963,6,DUMMY,6770,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
164,2150940936,6887,6,DUMMY,7016,6,DUMMY,6969,6,DUMMY,6776,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
165,2150940936,6893,6,DUMMY,7022,6,DUMMY,6975,6,DUMMY,6782,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
166,2150940936,6899,6,DUMMY,7028,6,DUMMY,6981,6,DUMMY,6788,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
167,2150940936,6905,6,DUMMY,7034,6,DUMMY,6987,6,DUMMY,6794,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
168,2150940936,6911,6,DUMMY,7040,6,DUMMY,6993,6,DUMMY,6800,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
169,2150940936,6917,6,DUMMY,7046,6,DUMMY,6999,6,DUMMY,6806,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
170,2150940936,6923,6,DUMMY,7052,6,DUMMY,7005,6,DUMMY,6812,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
171,2150940936,6929,6,DUMMY,7058,6,DUMMY,7011,6,DUMMY,6818,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
172,2150940936,6935,6,DUMMY,7064,6,DUMMY,7017,6,DUMMY,6824,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
173,2150940936,6941,6,DUMMY,7070,6,DUMMY,7023,6,DUMMY,6830,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
174,2150940936,6947,6,DUMMY,7076,6,DUMMY,7029,6,DUMMY,6836,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
175,2150940936,6953,6,DUMMY,7082,6,DUMMY,7035,6,DUMMY,6842,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
176,2150940936,6959,6,DUMMY,7088,6,DUMMY,7041,6,DUMMY,6848,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
177,2150940936,6965,6,DUMMY,7094,6,DUMMY,7047,6,DUMMY,6854,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
178,2150940936,6971,6,DUMMY,7100,6,DUMMY,7053,6,DUMMY,6860,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
179,2150940936,6977,6,DUMMY,7106,6,DUMMY,7059,6,DUMMY,6866,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
180,2150940936,6983,6,DUMMY,7112,6,DUMMY,7065,6,DUMMY,6872,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
181,2150940936,6989,6,DUMMY,7118,6,DUMMY,7071,6,DUMMY,6878,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
182,2150940936,6995,6,DUMMY,7124,6,DUMMY,7077,6,DUMMY,6884,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
183,2150940936,7001,6,DUMMY,7130,6,DUMMY,7083,6,DUMMY,6890,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
184,2150940936,7007,6,DUMMY,7136,6,DUMMY,7089,6,DUMMY,6896,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
185,2150940936,7013,6,DUMMY,7142,6,DUMMY,7095,6,DUMMY,6902,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
186,2150940936,7019,6,DUMMY,7148,6,DUMMY,7101,6,DUMMY,6908,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
187,2150940936,7025,6,DUMMY,7154,6,DUMMY,7107,6,DUMMY,6914,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
188,2150940936,7031,6,DUMMY,7160,6,DUMMY,7113,6,DUMMY,6920,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
189,2150940936,7037,6,DUMMY,7166,6,DUMMY,7119,6,DUMMY,6926,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
190,2150940936,7043,6,DUMMY,7172,6,DUMMY,7125,6,DUMMY,6932,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
191,2150940936,7049,6,DUMMY,7178,6,DUMMY,7131,6,DUMMY,6938,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
192,2150940936,7055,6,DUMMY,7184,6,DUMMY,7137,6,DUMMY,6944,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
193,2150940936,7061,6,DUMMY,7190,6,DUMMY,7143,6,DUMMY,6950,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
194,2150940936,7067,6,DUMMY,7196,6,DUMMY,7149,6,DUMMY,6956,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
195,2150940936,7073,6,DUMMY,7202,6,DUMMY,7155,6,DUMMY,6962,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
196,2150940960,7079,6,Suche,7208,9,Búsqueda,7161,10,Recherche,6968,7,Search,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
197,2150305388,7085,8,Giftgas,7217,13,Gas Venenoso,7171,15,Gaz Empoisonné,6975,11,Poison Gas,0,Super Move,4,Add Poison + Damage,96,Ally area #1,0,16,15,0,Green,0,Physical,16,17,0,50,0,0
198,2150306120,7093,13,Ermüdungsgas,7230,14,Gas de Fatiga,7186,15,Gaz de Fatigue,6986,12,Fatigue Gas,0,Super Move,72,Add Fatigue + Damage,96,Ally area #1,0,16,15,4,Yellow,0,Physical,16,17,6,20,0,0
199,2150940936,7106,6,DUMMY,7244,6,DUMMY,7201,6,DUMMY,6998,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
200,2150940936,7112,6,DUMMY,7250,6,DUMMY,7207,6,DUMMY,7004,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
201,2150940936,7118,6,DUMMY,7256,6,DUMMY,7213,6,DUMMY,7010,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
202,2150940936,7124,6,DUMMY,7262,6,DUMMY,7219,6,DUMMY,7016,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
203,2150940936,7130,6,DUMMY,7268,6,DUMMY,7225,6,DUMMY,7022,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
204,2150940936,7136,6,DUMMY,7274,6,DUMMY,7231,6,DUMMY,7028,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
205,2150940936,7142,6,DUMMY,7280,6,DUMMY,7237,6,DUMMY,7034,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
206,2150306132,7148,11,Nadelsturm,7286,17,Ráfaga de Agujas,7243,16,Orage Aiguilles,7040,13,Needle Storm,0,Super Move,0,Damage,1,One ally,0,16,40,3,Blue,0,Physical,0,0,0,0,0,0
207,2150940936,7159,6,DUMMY,7303,6,DUMMY,7259,6,DUMMY,7053,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
208,2150940936,7165,6,DUMMY,7309,6,DUMMY,7265,6,DUMMY,7059,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
209,2150940936,7171,6,DUMMY,7315,6,DUMMY,7271,6,DUMMY,7065,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
210,2150940936,7177,6,DUMMY,7321,6,DUMMY,7277,6,DUMMY,7071,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
211,2150940936,7183,6,DUMMY,7327,6,DUMMY,7283,6,DUMMY,7077,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
212,2150940936,7189,6,DUMMY,7333,6,DUMMY,7289,6,DUMMY,7083,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
213,2150940936,7195,6,DUMMY,7339,6,DUMMY,7295,6,DUMMY,7089,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
214,2150940936,7201,6,DUMMY,7345,6,DUMMY,7301,6,DUMMY,7095,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
215,2150940936,7207,6,DUMMY,7351,6,DUMMY,7307,6,DUMMY,7101,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
216,2150306148,7213,10,Lavasturm,7357,17,Tormenta de lava,7313,14,Orage de Lave,7107,11,Lava Storm,0,Super Move,0,Damage,2,All allies,0,16,10,1,Red,0,Physical,0,0,0,0,0,0
217,2150306160,7223,13,Blast-Breath,7374,16,Ráfaga de Brisa,7327,16,Soufflexplosion,7118,13,Blast Breath,0,Super Move,0,Damage,2,All allies,0,16,15,1,Red,0,Physical,0,0,0,0,0,0
218,2150306176,7236,12,Loqua-Spray,7390,12,Spray Loqua,7343,12,Spray Loqua,7131,12,Loqua Spray,0,Super Move,0,Damage,2,All allies,0,16,25,1,Red,0,Physical,0,0,0,0,0,0
219,2150306188,7248,10,Frostatem,7402,15,Brisa de Hielo,7355,15,Souffle de Gel,7143,13,Frost Breath,0,Super Move,0,Damage,2,All allies,0,16,15,2,Purple,0,Physical,0,0,0,0,0,0
220,2150306188,7258,10,Frostatem,7417,15,Brisa de Hielo,7370,15,Souffle de Gel,7156,13,Frost Breath,0,Super Move,0,Damage,2,All allies,0,16,15,2,Purple,0,Physical,0,0,0,0,0,0
221,2150940936,7268,6,DUMMY,7432,6,DUMMY,7385,6,DUMMY,7169,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
222,2150940936,7274,6,DUMMY,7438,6,DUMMY,7391,6,DUMMY,7175,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
223,2150940936,7280,6,DUMMY,7444,6,DUMMY,7397,6,DUMMY,7181,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
224,2150940936,7286,6,DUMMY,7450,6,DUMMY,7403,6,DUMMY,7187,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
225,2150940936,7292,6,DUMMY,7456,6,DUMMY,7409,6,DUMMY,7193,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
226,2150940968,7298,7,Damyun,7462,7,Damyun,7415,7,Damyun,7199,7,Damyun,0,Super Move,12,Add Silence,2,All allies,0,0,0,0,Green,0,Physical,16,17,5,40,0,0
227,2150306204,7305,15,Schlummerstaub,7469,16,Polvo de Dormir,7422,15,Poudre Sommeil,7206,13,Slumber Dust,0,Super Move,9,Add Sleep,102,Ally line #3,0,0,0,0,Green,0,Physical,16,17,3,40,0,0
228,2150940936,7320,6,DUMMY,7485,6,DUMMY,7437,6,DUMMY,7219,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
229,2150940936,7326,6,DUMMY,7491,6,DUMMY,7443,6,DUMMY,7225,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
230,2150940936,7332,6,DUMMY,7497,6,DUMMY,7449,6,DUMMY,7231,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
231,2150940936,7338,6,DUMMY,7503,6,DUMMY,7455,6,DUMMY,7237,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
232,2150940936,7344,6,DUMMY,7509,6,DUMMY,7461,6,DUMMY,7243,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
233,2150940936,7350,6,DUMMY,7515,6,DUMMY,7467,6,DUMMY,7249,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
234,2150940936,7356,6,DUMMY,7521,6,DUMMY,7473,6,DUMMY,7255,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
235,2150940936,7362,6,DUMMY,7527,6,DUMMY,7479,6,DUMMY,7261,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
236,2150305528,7368,17,Verbündete rufen,7533,17,Convocar aliados,7485,15,Appel d'alliés,7267,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,13,0,0,Green,0,Physical,0,0,0,0,0,0
237,2150305528,7385,17,Verbündete rufen,7550,17,Convocar aliados,7500,15,Appel d'alliés,7279,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,96,0,0,Green,0,Physical,0,0,0,0,0,0
238,2150940936,7402,6,DUMMY,7567,6,DUMMY,7515,6,DUMMY,7291,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
239,2150940936,7408,6,DUMMY,7573,6,DUMMY,7521,6,DUMMY,7297,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
240,2150940936,7414,6,DUMMY,7579,6,DUMMY,7527,6,DUMMY,7303,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
241,2150940936,7420,6,DUMMY,7585,6,DUMMY,7533,6,DUMMY,7309,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
242,2150940936,7426,6,DUMMY,7591,6,DUMMY,7539,6,DUMMY,7315,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
243,2150940936,7432,6,DUMMY,7597,6,DUMMY,7545,6,DUMMY,7321,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
244,2150940936,7438,6,DUMMY,7603,6,DUMMY,7551,6,DUMMY,7327,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
245,2150940936,7444,6,DUMMY,7609,6,DUMMY,7557,6,DUMMY,7333,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
246,2150306220,7450,14,HP übernehmen,7615,15,Absorber Salud,7563,12,Absorber PV,7339,10,HP Absorb,0,Super Move,44,Absorb HP,1,One ally,0,2,10,0,Green,0,Physical,0,0,0,0,0,0
247,2150306220,7464,14,HP übernehmen,7630,15,Absorber Salud,7575,12,Absorber PV,7349,10,HP Absorb,0,Super Move,44,Absorb HP,1,One ally,0,2,10,0,Green,0,Physical,0,0,0,0,0,0
248,2150306220,7478,14,HP übernehmen,7645,15,Absorber Salud,7587,12,Absorber PV,7359,10,HP Absorb,0,Super Move,44,Absorb HP,1,One ally,0,2,20,0,Green,0,Physical,0,0,0,0,0,0
249,2150306220,7492,14,HP übernehmen,7660,15,Absorber Salud,7599,12,Absorber PV,7369,10,HP Absorb,0,Super Move,44,Absorb HP,1,One ally,0,2,20,0,Green,0,Physical,0,0,0,0,0,0
250,2150940936,7506,6,DUMMY,7675,6,DUMMY,7611,6,DUMMY,7379,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
251,2150940936,7512,6,DUMMY,7681,6,DUMMY,7617,6,DUMMY,7385,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
252,2150940936,7518,6,DUMMY,7687,6,DUMMY,7623,6,DUMMY,7391,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
253,2150940936,7524,6,DUMMY,7693,6,DUMMY,7629,6,DUMMY,7397,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
254,2150940936,7530,6,DUMMY,7699,6,DUMMY,7635,6,DUMMY,7403,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
255,2150940936,7536,6,DUMMY,7705,6,DUMMY,7641,6,DUMMY,7409,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
256,2150306232,7542,13,Schnellfeuer,7711,13,Fuego Rápido,7647,11,Tir Rapide,7415,11,Rapid Fire,0,Super Move,0,Damage,1,One ally,0,16,30,4,Yellow,0,Physical,0,0,0,0,0,0
257,2150940832,7555,9,KETSUBAN,7724,9,KETSUBAN,7658,9,KETSUBAN,7426,9,KETSUBAN,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
258,2150940936,7564,6,DUMMY,7733,6,DUMMY,7667,6,DUMMY,7435,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
259,2150940936,7570,6,DUMMY,7739,6,DUMMY,7673,6,DUMMY,7441,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
260,2150940936,7576,6,DUMMY,7745,6,DUMMY,7679,6,DUMMY,7447,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
261,2150940936,7582,6,DUMMY,7751,6,DUMMY,7685,6,DUMMY,7453,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
262,2150940936,7588,6,DUMMY,7757,6,DUMMY,7691,6,DUMMY,7459,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
263,2150940936,7594,6,DUMMY,7763,6,DUMMY,7697,6,DUMMY,7465,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
264,2150940936,7600,6,DUMMY,7769,6,DUMMY,7703,6,DUMMY,7471,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
265,2150940936,7606,6,DUMMY,7775,6,DUMMY,7709,6,DUMMY,7477,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,0,0,0
