Entry ID,Message ID,[DE entry name position],[DE entry name size],DE entry name,[ES entry name position],[ES entry name size],ES entry name,[FR entry name position],[FR entry name size],FR entry name,[GB entry name position],[GB entry name size],GB entry name,Occasion flags,[Menu],[Battle],[Ship battle],Effect ID,[Effect name],Scope ID,[Scope name],Consume%,Retail price in %,Order by importance,Order by alphabet,Padding #1,Purchase price,Padding #2,Padding #3,Effect value,Unknown #1,Unknown #2,Padding #4,Unknown #3,Padding #5,Hit%,[DE description position],[DE description size],DE description string,[ES description position],[ES description size],ES description string,[FR description position],[FR description size],FR description string,[GB description position],[GB description size],GB description string
284,2150397104,122176,12,Golden Mask,121506,15,Máscara Dorada,122117,12,Masque Doré,119736,12,Golden Mask,0,"","","",-1,None,0,None,0,100,48,21,0,2000,0,0,0,0,0,0,0,0,0,96101,58,"Wertvoller Schatz, nach dem Zivilyn Bane in\nRixis sucht.",95175,54,Un valioso tesoro buscado por Zivilyn Bane en\nRixis.,95397,59,Un précieux trésor recherché par Zivilyn Bane\ndans Rixis.,94079,54,A valuable treasure sought by Zivilyn Bane in\nRixis.
285,2150397116,122188,11,Sky Sardis,121521,15,Sardis Celeste,122129,7,Sardis,119748,11,Sky Sardis,4,X,"","",31,Recover HP,1,One ally,100,100,58,60,0,1,0,0,1,-1,-1,0,0,0,0,96159,83,Ein häufig vorkommender Fisch. Dient den\nden meisten Meeresbewohnern als Nahrung.,95229,97,Un pez común del final de la cadena alimenticia.\nCasi todos los habitantes del océano lo comen.,95456,67,Poisson banal. La plupart\ndes habitants de l'océan en consomment.,94133,92,A common fish at the bottom of the food chain.\nThey are fare for most Mid Ocean residents.
286,2150397128,122199,11,Red Sardis,121536,12,Sardis Rojo,122136,13,Sardis Rouge,119759,11,Red Sardis,4,X,"","",31,Recover HP,1,One ally,100,100,59,47,0,10,0,0,1,-1,-1,0,0,0,0,96242,87,"Ein Fisch, der nicht gut schmeckt, aber\nwegen seiner feuerroten Schuppen beliebt ist.",95326,89,"Un tipo de pescado que no sabe muy bien,\npero es valorado por sus escamas rojo intenso.",95523,88,"Une sorte de poisson peu ragoûtant, mais\nqui est prisé pour ses écailles rougeoyantes.",94225,86,"A type of fish that doesn't taste very good,\nbut is valued for its fiery red scales."
287,2150397140,122210,12,Flying Fish,121548,12,Pez Volador,122149,15,Poisson Volant,119770,12,Flying Fish,4,X,"","",31,Recover HP,1,One ally,100,100,60,16,0,2,0,0,1,-1,-1,0,0,0,0,96329,74,"Gewöhnlich nahe des Mid Ocean zu finden.\nHat dicke, stachelige Schuppen.",95415,77,Suele encontrarse junto al Océano Medio.\nSus escamas son gruesas y dañinas.,95611,88,Se trouve le plus souvent près de l'Océan\nCentral. A des écailles épaisses et poilues.,94311,63,"Most commonly found near Mid Ocean. Has thick,\nbarbed scales."
288,2150397152,122222,15,Spiked Sunfish,121560,12,Pez de púas,122164,15,Poisson-soleil,119782,15,Spiked Sunfish,4,X,"","",31,Recover HP,1,One ally,100,100,61,64,0,20,0,0,1,-1,-1,0,0,0,0,96403,94,"Sonnenfische schwimmen in Schwärmen, um Raub-\nfische abzuwehren. Man isst oder verkauft sie.",95492,76,Pez que viaja en grupo para evitar\nser devorado. Puede comerse o venderse.,95699,88,Le Poisson-soleil voyage en bancs pour\néviter les prédateurs. A consommer ou à vendre.,94374,91,"Spiked Sunfish travel in schools, in order to\navoid predators. They can be eaten or sold."
289,2150397168,122237,12,Abirik Cham,121572,12,Chum Abirik,122179,12,Abirik Cham,119797,12,Abirik Cham,4,X,"","",75,Evolve Cupil with Abirik Cham,0,None,100,0,15,0,0,50000,0,0,-1,-1,-1,0,0,0,0,96497,89,"Wenn Cupil einen Abirik Cham frisst, entwickelt\ner sich zu seiner nächsten Form weiter.",95568,58,"Si Cupil come un chum Abirik,\nadoptará su próxima forma.",95787,69,"Si Cupil mange un Abirik Cham, il atteindra sa\nsa forme supérieure.",94465,66,"If Cupil eats an Abirik Cham, he will evolve\ninto his next form."
290,2150955952,122249,5,Chom,121584,5,Chom,122191,5,Chom,119809,5,Chom,4,X,"","",76,Reset Cupil,0,None,100,1,16,4,0,3000,0,0,-1,-1,-1,0,0,0,0,96586,79,"Eine verseuchte Art von Cham. Sie bringt Cupil\ndazu, alle Chams auszuspucken.",95626,82,Es un chum contaminado y hará que Cupil\nregurgite todos los chums que ha comido.,95856,86,Une espèce de Cham contaminé qui fait\nrégurgiter à Cupil tous les Chams déjà mangés.,94531,73,A contaminated form of Cham that causes Cupil\nto regurgitate all Chams.
291,2150397180,122254,12,Gold Pollen,121589,13,Polen de Oro,122196,12,Pollen D'or,119814,12,Gold Pollen,0,"","","",-1,None,0,None,100,100,41,20,0,5000,0,0,0,0,0,0,0,0,0,96665,79,Pollen von den Kanezl Plants nördlich von\nNasr. Ein teurer Export von Nasrad.,95708,96,Polen de las plantas Kanezl que se encuentra al\nnorte de Nasr. Una exportación cara de Nasrad.,95942,90,Pollen des Plantes Kanezl qui se trouvent au\nnord de Nasr. Produit d'exportation Nasran.,94604,83,Pollen from the Kanezl Plants found north of\nNasr. An expensive export of Nasrad.
292,2150397192,122266,9,Ilchymix,121602,9,Ilchymix,122208,9,Ilchymix,119826,9,Ilchymix,4,X,"","",51,Recover HP and MP,2,All allies,100,100,46,27,0,400,0,0,10000,-1,-1,0,0,0,0,96744,85,Ilchymis' spezielle Kräutermischung. Dieser\nTrank stellt HP and MP voll wieder her.,95804,94,Mezcla especial de hierbas hecha por Ilchymis\nque repone toda la Salud y la Magia del grupo.,96032,93,"Un mélange spécial d'herbes d'Ilchymis, cette\npotion redonnera au groupe tous ses PV et PM.",94687,95,"Ilchymis' special mix of herbs, this amazing\npotion will fully restore the party's HP and MP."
293,2150397204,122275,16,Orb of Serenity,121611,14,Esfera Serena,122217,17,Orbe de Sérénité,119835,16,Orb of Serenity,0,"","","",-1,None,0,None,0,100,54,38,0,10000,0,0,0,0,0,0,0,0,0,96829,59,"Wertvoller Schatz, nach dem Zivilyn Bane in\nSoltis sucht.",95898,55,Un valioso tesoro buscado por Zivilyn Bane en\nSoltis.,96125,60,Un précieux trésor recherché par Zivilyn Bane\ndans Soltis.,94782,55,A valuable treasure sought by Zivilyn Bane in\nSoltis.
294,2150397220,122291,13,Kabal Skewer,121625,15,Brocheta Kabal,122234,16,Brochette Kabal,119851,13,Kabal Skewer,6,X,X,"",48,Recover MP,1,One ally,100,100,42,28,0,100,0,0,2,-1,-1,0,0,0,0,96888,94,Traditionelles Nasr-Gericht mit gegrilltem Kabal\n-Fleisch. Erhöht MP eines Verbündeten um 2.,95953,93,"Plato tradicional de Nasr, con carne de Kabal\nde brasa. Repone 2 puntos de Magia de aliado.",96185,77,Un plat traditionnel de Nasr avec du Kabal\ngrillé. Redonne 2 PM à un allié.,94837,84,A traditional Nasr dish featuring grilled Kabal\nmeat. Restores one ally's MP by 2.
295,2150397236,122304,13,Mom's Skewer,121640,17,Brocheta de mamá,122250,16,Brochette Maman,119864,13,Mom's Skewer,6,X,X,"",49,Recover MP to 100%,1,One ally,100,100,43,34,0,200,0,0,100,-1,-1,0,0,0,0,96982,95,"Shish Kebab, aus den besten Zutaten hergestellt.\nStellt MP eines Verbündeten voll wieder her.",96046,81,Un kebab hecho con los mejores ingredientes.\nRepone toda la Magia de un aliado.,96262,87,Un shishkebab cuisiné avec les meilleurs\ningrédients. Redonne à un allié tous ses PM.,94921,93,A Kabal Skewer made with only the finest of\ningredients. Completely restores one ally's MP.
296,2150397252,122317,9,Tropica,121657,8,Tropica,122266,8,Tropica,119877,9,Tropica,4,X,"","",59,Increase MAXHP,1,One ally,100,100,40,68,0,1000,0,0,200,-1,-1,0,0,0,0,97077,97,"Sehr seltener Kürbis, der in Ixa'taka vorkommt\nund die max. HP eines Verbündeten um 200 erhöht.",96127,96,"Calabaza muy difícil de encontrar, de Ixa'taka,\nque aumenta en 200 la Salud máxima del aliado.",96349,86,"Une gourde très rare, trouvée à Ixa'taka, qui\naugmente les PV Max d'un allié de 200.",95014,85,"An extremely rare gourd, found in Ixa'taka,\nthat increases an ally's Max HP by 200."
297,2150397264,122326,14,Urala's Lunch,121665,15,Almuerzo Urala,122274,14,Repas d'Urala,119886,14,Urala's Lunch,4,X,"","",51,Recover HP and MP,1,One ally,100,100,44,70,0,200,0,0,10000,-1,-1,0,0,0,0,97174,91,"Aus exotischen Zutaten bereitete Mahlzeit, die\nHP und MP der Gruppe vollständig auffüllt.",96223,80,Una comida con ingredientes exóticos que\nrepone la Salud y la Magia del grupo.,96435,83,Un repas composé d'ingrédients exotiques qui\nredonne au groupe tous ses PV et PM.,95099,84,A meal made from exotic ingredients that \nfully replenishes the party's HP and MP.
298,2150397280,122340,14,Polly Special,121680,15,Especial Polly,122288,17,Spécialité Polly,119900,14,Polly Special,4,X,"","",51,Recover HP and MP,1,One ally,100,100,45,42,0,200,0,0,10000,-1,-1,0,0,0,0,97265,93,"Aus seltenen Zutaten bereitete Mahlzeit, die\ndie HP und MP der Gruppe vollständig auffüllt.",96303,80,Una comida con ingredientes exóticos que\nrepone la Salud y la Magia del grupo.,96518,79,Un repas composé d'ingrédients rares qui\nredonne au groupe tous ses PV et PM.,95183,90,A meal made from rare ingredients that fully\nreplenishes a single characters HP and MP.
299,2150397296,122354,14,Magillex Idol,121695,15,Ídolo Magillex,122305,15,Idole Magillex,119914,14,Magillex Idol,0,"","","",-1,None,0,None,0,100,55,32,0,25000,0,0,0,0,0,0,0,0,0,97358,72,"Eine der drei verschwundenen heiligen Figuren,\nnach denen Pinta sucht.",96383,63,Una de las tres estatuillas sagradas que Pinta\nestá buscando.,96597,62,Une des trois figurines sacrées perdues que\nPinta recherche.,95273,67,One of the three lost sacred figurines that\nPinta is looking for.
300,2150397312,122368,12,Pharax Idol,121710,16,Ídolo de Pharax,122320,13,Idole Pharax,119928,12,Pharax Idol,0,"","","",-1,None,0,None,0,100,56,41,0,25000,0,0,0,0,0,0,0,0,0,97430,72,"Eine der drei verschwundenen heiligen Figuren,\nnach denen Pinta sucht.",96446,63,Una de las tres estatuillas sagradas que Pinta\nestá buscando.,96659,62,Une des trois figurines sacrées perdues que\nPinta recherche.,95340,68,One of the three lost sacred figurines that\nPinta is looking for.
301,2150397324,122380,13,Euconyx Idol,121726,17,Ídolo de Euconyx,122333,14,Idole Euconyx,119940,13,Euconyx Idol,0,"","","",-1,None,0,None,0,100,57,15,0,25000,0,0,0,0,0,0,0,0,0,97502,72,"Eine der drei verschwundenen heiligen Figuren,\nnach denen Pinta sucht.",96509,63,Una de las tres estatuillas sagradas que Pinta\nestá buscando.,96721,62,Une des trois figurines sacrées perdues que\nPinta recherche.,95408,68,One of the three lost sacred figurines that\nPinta is looking for.
302,2150955960,122393,6,DUMMY,121743,6,DUMMY,122347,6,DUMMY,119953,6,DUMMY,0,"","","",-1,None,0,None,0,0,77,-1,0,0,0,0,0,0,0,0,0,0,0,97574,9,DUMMY\n,96572,9,DUMMY\n,96783,9,DUMMY\n,95476,14,DUMMY\n------
303,2150955960,122399,6,DUMMY,121749,6,DUMMY,122353,6,DUMMY,119959,6,DUMMY,0,"","","",-1,None,0,None,0,0,78,-1,0,0,0,0,0,0,0,0,0,0,0,97583,9,DUMMY\n,96581,9,DUMMY\n,96792,9,DUMMY\n,95490,14,DUMMY\n------
304,2150955960,122405,6,DUMMY,121755,6,DUMMY,122359,6,DUMMY,119965,6,DUMMY,0,"","","",-1,None,0,None,0,0,79,-1,0,0,0,0,0,0,0,0,0,0,0,97592,9,DUMMY\n,96590,9,DUMMY\n,96801,9,DUMMY\n,95504,14,DUMMY\n------
305,2150397340,122411,12,Drajik Fish,121761,11,Pez Drajik,122365,15,Poisson Drajik,119971,12,Drajik Fish,0,"","","",-1,None,0,None,100,100,76,9,0,3000,0,0,0,0,0,0,0,0,0,97601,95,"Fisch, der seit der Alten Welt als ausgestorben\ngalt, vor kurzem nahe der Dark Rift entdeckt.",96599,96,"Pez, supuestamente extinto en el Mundo Antiguo,\ndescubierto hace poco junto a la Gruta Oscura.",96810,92,"Un poisson soi-disant disparu depuis l'Ancien\nMonde, découvert près de la Grande crevasse.",95518,93,"A fish, believed to be extinct since the Old\nWorld, recently discovered near the Dark Rift."
306,2150397352,122423,9,Kite Ray,121772,12,Raya Cometa,122380,17,Raie Cerf-volant,119983,9,Kite Ray,4,X,"","",31,Recover HP,1,One ally,100,100,62,29,0,5,0,0,10,-1,-1,0,0,0,0,97696,89,"Nahe Valua anzutreffen. Fliegender Fisch,\nfür seinen ausgezeichneten Geschmack bekannt.",96695,81,Vive junto a la zona de Valua. Es un pez aéreo\nconocido por su estupendo sabor.,96902,76,"Trouvé près de Valua. Un poisson volant, réputé\npour sa saveur délicieuse.",95611,65,Found near Valua. An air fish that's known\nfor its great taste.
307,2150397364,122432,12,Stealth Ray,121784,14,Raya Sigilosa,122397,13,Raie Furtive,119992,12,Stealth Ray,4,X,"","",31,Recover HP,1,One ally,100,100,63,65,0,50,0,0,10,-1,-1,0,0,0,0,97785,95,"Größerer Rochen, der selten auftritt. Wird für\nseine Haut, nicht seinen Geschmack, geschätzt.",96776,85,"Raya grande y difícil de pescar. Valorada\npor sus escamas, más que para el consumo.",96978,83,"Une raie plus grande, rarement attrapée. Prisée\npour sa peau plutôt que son goût.",95676,76,"A larger ray, rarely caught. Valued for its\nhide, rather than consumption."
308,2150397376,122444,12,Spear Squid,121798,14,Calamar Arpón,122410,13,Calmar Lance,120004,12,Spear Squid,4,X,"","",31,Recover HP,1,One ally,100,100,64,63,0,30,0,0,1,-1,-1,0,0,0,0,97880,84,Diese kleinen Lebewesen halten sich oft in\nwindigen Gebieten auf. Sie sind essbar.,96861,86,Estos diminutos seres suelen encontrarse en\nzonas con bastante viento. No están mal.,97061,98,Ces petites créatures sont souvent trouvées dans\ndes endroits venteux. Petites mais comestibles.,95752,83,"These small creatures are often found in windy\nareas. They are small, but edible."
309,2150397388,122456,12,Drill Squid,121812,16,Calamar Taladro,122423,15,Calmar Perceur,120016,12,Drill Squid,4,X,"","",31,Recover HP,1,One ally,100,100,65,10,0,300,0,0,10,-1,-1,0,0,0,0,97964,87,"Größer als ein Speerfisch, ergibt eine akzeptable\nMahlzeit. Kann roh gegessen werden.",96947,84,"Más grande que el calamar Arpón, constituye\nuna buena comida. Puede comerse crudo.",97159,80,"Plus grand qu'un Calmar Lance, peut faire\nun bon repas et peut être mangé cru.",95835,74,"Larger than a Spear Squid, and can make a\ndecent meal. Can be eaten raw."
310,2150955968,122468,6,Grule,121828,6,Grule,122438,6,Grule,120028,6,Grule,4,X,"","",31,Recover HP,1,One ally,100,100,66,23,0,40,0,0,10,-1,-1,0,0,0,0,98051,95,"Fisch, der nahe der Dark Rift anzutreffen ist.\nSchmeckt trotz seines Äußeren erstaunlich gut.",97031,95,"Un pez descubierto junto a la Gruta Oscura. A\npesar de su grotesco aspecto, tiene buen sabor.",97239,90,Un poisson trouvé près de la Grande crevasse.\nD'apparence grotesque mais très savoureux.,95909,91,"A fish found near the Dark Rift. Despite its\ngrotesque appearance, it tastes pretty good."
311,2150397400,122474,14,Rainbow Grule,121834,15,Grule Arcoiris,122444,14,Grule colorée,120034,14,Rainbow Grule,4,X,"","",31,Recover HP,1,One ally,100,100,67,45,0,400,0,0,50,-1,-1,0,0,0,0,98146,94,"Fisch, der zum Fangen kleinerer Fische einen\nleuchtenden Fangarm benutzt. Schmeckt köstlich.",97126,90,Pez que usa un tentáculo luminoso como cebo\npara atrapar peces pequenos. Son deliciosos.,97329,97,Poisson qui utilise une tentacule brillante pour\nattirer les petits poissons. Il est délicieux.,96000,96,A fish that uses a glowing tentacle as a lure\nto catch smaller fish. These fish are delicious.
312,2150397416,122488,14,Himmelsqualle,121849,15,Medusa celeste,122458,15,Méduse céleste,120048,14,Sky Jellyfish,4,X,"","",31,Recover HP,1,One ally,100,100,68,36,0,150,0,0,10,-1,-1,0,0,0,0,98240,68,Ihr Körper ist durchsichtig. Sie lebt\nhoch oben und schmeckt fade.,97216,74,Su cuerpo es traslúcido. Vive en latitudes altas\ny tiene un sabor suave.,97426,78,Son corps est translucide. On la trouve en\nhaute altitude et a un goût fade.,96096,87,"Its body is a translucent white. It's found at\nhigh altitudes, and has a bland taste."
313,2150397432,122502,11,Silverfish,121864,13,Pez de Plata,122473,17,Poisson d'argent,120062,11,Silverfish,4,X,"","",31,Recover HP,1,One ally,100,100,69,59,0,1500,0,0,500,-1,-1,0,0,0,0,98308,77,Ein seltener Fisch in großen Höhen über dem\nMid Ocean. Sehr hoher Nährwert.,97290,96,Pez muy raro que vive en latitudes altas sobre\nel Océano Medio. Tiene un gran valor nutritivo.,97504,98,Poisson rare trouvé en haute altitude au-dessus\nde l'Océan Central. Forte teneur nutritionnelle.,96183,86,A rare fish found at high altitudes above Mid\nOcean. Very high in nutritional value.
314,2150397444,122513,13,Romuhai Fish,121877,12,Pez Romuhai,122490,16,Poisson Romuhai,120073,13,Romuhai Fish,4,X,"","",31,Recover HP,1,One ally,100,100,70,51,0,100,0,0,50,-1,-1,0,0,0,0,98385,95,"Hat Flossen, die wie Flügel aussehen. Im Osten\ngewöhnlich roh gegessen oder in Brühe gekocht.",97386,96,Tiene aletas en forma de alas. En zonas del este\nse suele comer crudo o cocinarse en un caldo.,97602,94,"Ses nageoires ressemblent à des ailes. Souvent\nmangé cru dans l'Est, ou cuisiné en bouillon.",96269,84,"Has fins that look like wings. Commonly eaten in\nthe East raw, or cooked in broth."
315,2150397460,122526,13,Hamahai Fish,121889,12,Pez Hamahai,122506,16,Poisson Hamahai,120086,13,Hamahai Fish,4,X,"","",31,Recover HP,1,One ally,100,100,71,24,0,1000,0,0,100,-1,-1,0,0,0,0,98480,96,"Auf Höhen über Yafutoma anzutreffen. Als Deli-\nkatesse geschätzt, nicht viel davon ist essbar.",97482,89,"Vive en latitudes altas, sobre Yafutoma. Se\nconsidera un manjar, pero tiene poca carne.",97696,95,Trouvé en haute altitude au-dessus de Yafutoma.\nUne partie de ce mets délicat est comestible.,96353,93,"Found at high altitudes above Yafutoma. Prized\nas a delicacy, but not much of it is edible."
316,2150397476,122539,11,Nerath Eel,121901,15,Anguila Nerath,122522,16,Anguille Nerath,120099,11,Nerath Eel,4,X,"","",31,Recover HP,1,One ally,100,100,72,37,0,80,0,0,10,-1,-1,0,0,0,0,98576,89,"Aal, der in dunklen Gefilden, unter Wolken oder\nKontinenten zu finden ist. Kaum essbar.",97571,90,"Esta anguila vive en zonas oscuras, debajo de\nnubes y continentes. Apenas es comestible.",97791,96,"Une anguille trouvée dans des endroits sombres,\nsous les nuages ou continents. Peu comestible.",96446,72,"An eel found in dark areas, under clouds or\ncontinents. Barely edible."
317,2150397488,122550,17,Great Nerath Eel,121916,12,Gran Nerath,122538,16,Grande Anguille,120110,17,Great Nerath Eel,4,X,"","",31,Recover HP,1,One ally,100,100,73,22,0,800,0,0,1,-1,-1,0,0,0,0,98665,74,"Ein großer Nerath-Aal. Gut für jemanden,\nder einen Energieschub braucht.",97661,97,Una anguila Nerath que ha vivido durante años.\nBuena para quien necesite comer algo energético.,97887,87,Anguille Nerath qui existe depuis toujours.\nIdéal pour ceux qui ont besoin d'énergie.,96518,86,A Nerath Eel that has lived for years.\nGood food for those who need an energy boost.
318,2150397508,122567,11,Red Dragon,121928,12,Dragón Rojo,122554,13,Dragon Rouge,120127,11,Red Dragon,4,X,"","",31,Recover HP,1,One ally,100,100,74,46,0,200,0,0,50,-1,-1,0,0,0,0,98739,81,Über diese seltene Kreatur ist wenig bekannt.\nIhr Fleisch ist eine Delikatesse.,97758,70,Se sabe muy poco sobre esta extraña criatura.\nSu carne es un manjar.,97974,73,Cette créature rare est très peu connue.\nSa viande est un mets délicat.,96604,72,Very little is known about this rare creature.\nIts meat is a delicacy.
319,2150397520,122578,12,Gold Dragon,121940,14,Dragón de Oro,122567,12,Dragon D'or,120138,12,Gold Dragon,4,X,"","",31,Recover HP,1,One ally,100,100,75,19,0,2000,0,0,100,-1,-1,0,0,0,0,98820,94,"Eine äußerst rare Kreatur. Reiche Leute würden\nSäcke voller Gold bezahlen, um sie anzusehen.",97828,75,Un espécimen muy difícil de encontrar.\nLos ricos pagarían sólo por verlo.,98047,90,Une créature extrêmement rare. Les gens aisés\npaieraient une fortune juste pour la voir.,96676,85,An extremely rare creature. The wealthy would \npay bags of gold just to look at it.
