Entry ID,Message ID,[DE entry name position],[DE entry name size],DE entry name,[ES entry name position],[ES entry name size],ES entry name,[FR entry name position],[FR entry name size],FR entry name,[GB entry name position],[GB entry name size],GB entry name,Character ID,[Character name],Retail price in %,Order by importance,Order by alphabet,Inflict state ID,[Inflict state name],Padding #1,Purchase price,Attack,Hit%,Feature ID,[Feature name],Padding #2,Feature value,[DE description position],[DE description size],DE description string,[ES description position],[ES description size],ES description string,[FR description position],[FR description size],FR description string,[GB description position],[GB description size],GB description string
48,2150393804,119040,9,Kunstarm,118143,17,Brazo Artificial,118763,16,Bras Artificiel,116641,15,Artificial Arm,3,Drachma,50,50,1,-1,None,0,390,43,80,-1,None,0,0,79709,87,"Mechanischer Arm, der Anzeichen sehr starker\nBenutzung zeigt, ist jedoch sehr robust.",78969,83,"Un brazo mecánico desgastado por muchos años de\nuso, pero de aspecto resistente.",78911,79,Bras mécanique qui montre les signes d'un usage\nintensif mais semble robuste.,78005,89,"A mechanical arm that shows signs of rigorous\nuse over many years, yet it looks sturdy."
49,2150393820,119049,10,Hakenhand,118160,15,Mano de garfio,118779,8,Crochet,116656,10,Hook Hand,3,Drachma,50,51,34,-1,None,0,580,51,80,-1,None,0,0,79796,82,"Aufsatz für Drachmas Arm, eine hakenförmige\nKlinge, scharf wie ein Rasiermesser.",79052,92,Una extensión del brazo de Drachma. Un sable\nen forma de garfio y afilado como una navaja.,78990,98,"Un accessoire pour le bras de Drachma, une épée\nen forme de crochet, tranchante comme un rasoir.",78094,81,"An attachment for Drachma's arm, it is a\nhook-shaped blade that is razor sharp."
50,2150393832,119059,12,Morgenstern,118175,13,Mano de maza,118787,12,Main Massue,116666,10,Mace Hand,3,Drachma,50,54,42,-1,None,0,2000,125,0,-1,None,0,0,79878,95,"Schwere, stachelige Stahlkugel mit schrecklicher\nZerstörungskraft, aber geringer Genauigkeit.",79144,88,"Pesada bola de acero con púas con un increíble\npoder destructivo, pero poca precisión.",79088,93,"Boule lourde, en acier avec des pointes, au\npouvoir destructeur immense mais guère précise.",78175,78,"A heavy, spiked steel ball with awesome\ndestructive power, but low accuracy."
51,2150393844,119071,10,Schürfarm,118188,15,Brazo de Minas,118799,15,Bras Extractif,116676,11,Mining Arm,3,Drachma,50,57,44,-1,None,0,9980,172,80,-1,None,0,0,79973,80,Vorrichtung zur Gewinnung von Moon Stones. Von\nDe Loco in Ixa'taka entwickelt.,79232,87,"Instrumento para extraer Piedras Lunares,\ncreado por De Loco al marcharse a Ixa'taka.",79181,82,Équipement conçu pour extraire les Pierres de\nLune. Crée par De Loco à Ixa'taka.,78253,94,Equipment designed to mine Moon Stones. Created\nby De Loco when he was assigned to Ixa'taka.
52,2150393856,119081,11,Drachenarm,118203,17,Brazo del Dragón,118814,12,Bras Dragon,116687,11,Dragon Arm,3,Drachma,50,58,25,-1,None,0,11850,181,80,-1,None,0,0,80053,78,"Ein extra für Drachma kreierter Arm, vom \nMeister-Schmied Ryu-kan entworfen.",79319,87,"Brazo especialmente diseñado para Drachma por\nRiu-kan, el maestro creador de espadas.",79263,75,"Un bras conçu spécialement pour Drachma par le\nfaçonneur d'épée, Ryu-kan.",78347,74,"An arm specially designed for Drachma by the\nmaster swordsmith, Ryu-kan."
53,2150393868,119092,13,Schnabelhand,118220,13,Mano de pico,118826,9,Main Bec,116698,10,Beak Hand,3,Drachma,50,52,3,5,Confusion #2,0,880,60,80,-1,None,0,0,80131,86,Aufsatz für Drachmas Arm in Form eines Vogel-\nschnabels. Kann auch Feinde verwirren.,79406,92,"Extensión del brazo de Drachma, con forma de\npico de ave. Sirve para confundir al enemigo.",79338,98,"Accessoire pour le bras de Drachma, en forme de\nbec d'oiseau qui peut aussi tromper les ennemis.",78421,97,An attachment for Drachma's arm that is shaped\nlike a bird's beak. It can also Confuse enemies.
54,2150393880,119105,15,De Loco-Bohrer,118233,16,Taladro De Loco,118835,16,Foreuse De Loco,116708,14,De Loco Drill,3,Drachma,50,55,24,6,Death #1,0,2600,95,80,-1,None,0,0,80217,89,Von De Loco zum Schürfen entworfener Bohrer;\nseine rotierende klinge kann sofort töten.,79498,89,Un taladro del equipo de minas creado por De\nLoco. Su cuchilla-hélice mata al instante.,79436,94,"Foreuse de l'équipement minier conçue par De\nLoco, sa lame tournante peut tuer sur le champ.",78518,97,"A drill taken from mining equipment designed by\nDe Loco, its spinning blade can kill instantly."
55,2150393896,119120,15,Ausgrabungsarm,118249,16,Brazo Excavador,118851,16,Bras Excavateur,116722,15,Excavation Arm,3,Drachma,50,53,27,-1,None,0,1340,73,80,-1,None,0,0,80306,95,"Instrument für archäologische Ausgrabungen, kann\nsogar für feinere Bewegungen benutzt werden.",79587,87,"Instrumento diseñado para excavaciones\narqueológicas, que hace movimientos delicados.",79530,98,"Instrument destiné aux fouilles archéologiques,\npeut également servir à un travail de précision.",78615,92,"An instrument designed for archeological digs,\nit can even be used for delicate movements."
56,2150393912,119135,10,Ruinenarm,118265,16,Brazo de Ruinas,118867,16,Bras des Ruines,116737,9,Ruin Arm,3,Drachma,50,56,50,-1,None,0,3860,112,80,-1,None,0,0,80401,83,"Seltsamer Arm unbekannter Bauart, in den\nRuinen einer alten Stadt zurückgelassen.",79674,95,"Un extraño brazo, de tecnología desconocida,\nolvidado entre las ruinas de una ciudad antigua.",79628,92,Un bras bizarre de technologie inconnue est\nabandonné dans les ruines d'une ancienne cité.,78707,90,"A strange arm, based on unknown technology,\nleft behind in the ruins of an ancient city."
57,2150393924,119145,10,Silberarm,118281,15,Brazo de Plata,118883,14,Bras d'argent,116746,11,Silver Arm,3,Drachma,50,59,53,-1,None,0,13710,190,80,37,Silver,0,-2,80484,89,"Teil eines androiden Soldaten, von der Silver\nCivilization kreiert. Hohe Angriffskraft.",79769,88,Parte de un soldado androide creado por la\nCivilización de Plata. Tiene gran potencia.,79720,85,Partie d'un androïde créé par la civilisation\nd'Argent. Puissant pouvoir d'attaque.,78797,90,Part of an android soldier created by the Silver\nCivilization. Boasts high attack power.
58,2150955936,119155,7,Rapier,118296,8,Estoque,118897,8,Rapière,116757,7,Rapier,4,Enrique,50,60,49,12,Silence #2,0,4200,122,95,-1,None,0,0,80573,90,"Dünne, scharfe Klinge, ein Symbol des noblen\nKriegers. Kann bei Feinden Stille bewirken.",79857,93,"Espada fina y afilada, símbolo del guerrero\nnoble. Puede imponer Silencio sobre el enemigo.",79805,97,"Une épée mince mais tranchante, symbole du noble\nguerrier. Peut imposer le Silence aux ennemis.",78887,87,"A thin but sharp blade, a symbol of the noble\nwarrior. Can impose Silence on enemies."
59,2150393936,119162,12,Steinklinge,118304,17,Espada de Piedra,118905,12,Épée Pierre,116764,11,Stoneblade,4,Enrique,50,64,57,13,Stone #2,0,9850,171,95,-1,None,0,0,80663,89,Geniale Arbeit vom meisterhaften Schmied Ryu-kan.\nKann Feinde auch zu Stein verwandeln.,79950,97,Una obra genial del maestro creador de espadas\nRyu-kan. También convierte al enemigo en piedra.,79902,94,Un travail de génie par le façonneur d'épée\nRyu-kan. Peut transformer les ennemis en pierre.,78974,88,"A work of genius by the master swordsmith,\nRyu-kan. It can also turn enemies to stone."
60,2150393948,119174,13,Kaiserklinge,118321,16,Espada Imperial,118917,15,Épée Impériale,116775,15,Imperial Blade,4,Enrique,50,63,39,7,Silence #1,0,8660,163,95,-1,None,0,0,80752,77,Das Schwert des legitimen Thronanwärters.\nKann bei Feinden Stille bewirken.,80047,84,La espada del heredero legítimo al trono.\nPuede imponer Silencio sobre el enemigo.,79996,78,L'épée de l'héritier légitime du trône.\nPeut imposer le Silence aux ennemis.,79062,80,The sword of the legitimate heir to the throne.\nCan impose Silence on enemies.
61,2150393964,119187,14,Schlangenhieb,118337,16,Golpe Serpiente,118932,16,Épée du Serpent,116790,15,Serpent Strike,4,Enrique,50,65,52,8,Stone #1,0,11150,179,95,-1,None,0,0,80829,89,Mächtiges Schwert der Krieger der Silver\nCivilization. Kann Feinde zu Stein verwandeln.,80131,92,Poderosa espada usada por los guerreros de la\nCivilización de Plata. Petrifica al enemigo.,80074,95,Épée puissante des guerriers de la Civilisation\nd'Argent. Peut changer les ennemis en Pierre.,79142,90,A powerful sword worn by warriors of the Silver\nCivilization. Can turn enemies to Stone.
62,2150393980,119201,12,Frostklinge,118353,14,Espada Helada,118948,14,Épée de Glace,116805,11,Frostblade,4,Enrique,50,62,30,14,Confusion #4,0,7020,150,95,-1,None,0,0,80918,93,"Eine so scharfe und kalte Klinge, dass man fast\ndaran festfriert. Kann Verwirrung auslösen.",80223,91,Una espada tan afilada y fría que casi entumece\nal tocarla. Provoca confusión al enemigo.,80169,91,Épée si aiguisée et si froide qu'elle engourdit\nau toucher. Peut désorienter les ennemis.,79232,87,"A blade so sharp and cold, it is almost numbing\nto the touch. It can Confuse enemies."
63,2150393992,119213,16,Schlummerklinge,118367,17,Espada de Dormir,118962,16,Épée du Sommeil,116816,17,Blade of Slumber,4,Enrique,50,61,4,15,Sleep #4,0,5690,138,95,-1,None,0,0,81011,90,"Riesiges Schwert, das in yafutomanischen \nZeremonien benutzt wird; schläfert Feinde ein.",80314,87,Larga espada usada en ceremonias de Yafutoman.\nSu misterioso poder duerme al enemigo.,80260,84,"Une grosse épée utilisée lors des cérémonies\nYafutoman, peut endormir les ennemis.",79319,93,"A large sword used in Yafutoman ceremonies, its\nmysterious powers can put enemies to Sleep."
64,2150394012,119229,14,Gilders Waffe,118384,15,Arma de Gilder,118978,15,Petit revolver,116833,13,Gilder's Own,5,Gilder,50,66,32,-1,None,0,2910,104,100,-1,None,0,0,81101,95,"Eine Schusswaffe, die Gilder schon durch manche\nGefahr half. Klein, aber leicht zu handhaben.",80401,81,Este arma ha sacado a Gilder de muchos aprietos.\nPequeña pero fácil de manejar.,80344,88,Un revolver qui a aidé Gilder à s'en sortir plus\nd'une fois. Petit et facile à manier.,79412,84,"A gun that has gotten Gilder through many a\ntight spot. Small, but easy to handle."
65,2150394028,119243,13,Nasr-Pistole,118399,13,Pistola Nasr,118993,14,Pistolet Nasr,116846,12,Nasr Pistol,5,Gilder,50,67,47,-1,None,0,3520,112,100,33,Red,0,-2,81196,72,"Nachbildung einer Waffe der Royal Guard,\nnur ohne unnötige Verzierung.",80482,94,"Una réplica del arma usada por la Guardia Real,\npero sin elementos decorativos innecesarios.",80432,92,"Une réplique de l'arme utilisée par la Garde\nRoyale, dénuée de ses décorations superflues.",79496,95,"A replica of the weapon used by the Royal Guard,\nwithout the unnecessary decorative elements."
66,2150394040,119256,15,Kriegerpistole,118412,17,Pistola Guerrera,119007,9,Pistolet,116858,17,Warrior's Pistol,5,Gilder,50,72,69,-1,None,0,10920,176,100,-1,None,0,0,81268,88,Kleine Schusswaffe der alten Krieger. Ihr\nÄußeres verrät nichts von ihrer Schusskraft.,80576,83,Arma pequeña usada por antiguos guerreros.\nSu aspecto inocente oculta gran poder.,80524,98,Petit revolver utilisé par d'anciens guerriers.\nSon apparence dissimule son pouvoir destructeur.,79591,88,A small gun used by ancient warriors. Its\nappearance hides its destructive power well.
67,2150394060,119271,14,Valua-Pistole,118429,15,Pistola Valuan,119016,16,Pistolet Valuan,116875,14,Valuan Pistol,5,Gilder,50,69,66,-1,None,0,8140,160,100,-1,None,0,0,81356,86,Eine von Matrosen umgebaute valuanische Pistole\nmit hoher Schusskraft und Präzision.,80659,94,"Una pistola robada de los Valuan, modificada\npara aumentar su potencia sin restar precisión.",80622,97,"Pistolet Valuan dérobé, modifié par les marins\npour le rendre plus puissant et toujours précis.",79679,94,"A stolen Valuan pistol, modified by sailors to\nincrease power, without sacrificing accuracy."
68,2150394076,119285,16,Schützenpistole,118444,17,Pistola Marksman,119032,17,Arme de Marksman,116889,13,Marksman Gun,5,Gilder,50,71,43,10,Death #2,0,3000,100,200,-1,None,0,0,81442,99,"Kleine, von valuanischen Mördern verwendete Pis-\ntole. Bei einem gezielten Schuss sofort tödlich.",80753,96,Pistola pequeña de los asesinos Valuan. Puede\ncausar la muerte instantánea si se apunta bien.,80719,83,Petit pistolet utilisé par les assassins Valuan.\nPeut causer la mort instantanée.,79773,84,A small pistol used by Valuan assassins. Can\ncause instant death with a good shot.
69,2150394092,119301,15,Daccat-Pistole,118461,17,Costumbre Daccat,119049,15,Arme de Daccat,116902,14,Daccat Custom,5,Gilder,50,68,22,9,Sleep #3,0,4290,120,100,-1,None,0,0,81541,72,Lange Pistole des legendären Piraten Daccat.\nKann Feinde einschläfern.,80849,93,El legendario Pirata Aéreo Daccat usa esta\npistola larga que hace que el enemigo se duerma.,80802,90,Long pistolet utilisé par le fameux Pirate de\nDaccat. Peut parfois endormir les ennemis.,79857,93,"A long pistol used by the legendary Air Pirate,\nDaccat. Can sometimes put enemies to Sleep."
70,2150394108,119316,15,Gilder-Spezial,118478,16,Especial Gilder,119064,17,L'arme de Gilder,116916,15,Gilder Special,5,Gilder,50,70,31,-1,None,0,9460,168,100,-1,None,0,0,81613,98,Speziell an Gilders Schusshand angepasste Waffe\nmit unübertroffener Genauigkeit und Schusskraft.,80942,97,Arma hecha especialmente para adaptarse al tacto\nde Gilder. Su potencia y precisión son únicas.,80892,92,Un revolver fabriqué spécialement pour Gilder.\nIl a une précision et une puissance unique.,79950,85,A gun made specifically to fit Gilder's touch.\nIt has unequaled accuracy and power.
71,2150394124,119331,17,Thunfischmachete,118494,11,Sable Atún,119081,11,Sabre thon,116931,13,Tuna Cutlass,0,Vyse,100,16,65,-1,None,0,22222,150,0,-1,None,0,0,81711,59,"Von Vize, dem Betrüger.\nSehr schlagkräftig, aber ungenau.",81039,78,Regalo del impostor Vize. Posee un gran poder\nde ataque pero poca precisión.,80984,94,"Un cadeau de l'imposteur, Vize. A une grande\npuissance d'attaque, mais une faible précision.",80035,78,"Received from the imposter, Vize.\nBoasts high attack power, but low accuracy"
72,2150394140,119348,13,Wirbelmerang,118505,13,Crea-molinos,119092,17,Tourbillonmerang,116944,12,Swirlmerang,1,Aika,100,33,61,11,Confusion #3,0,11111,100,200,-1,None,0,0,81770,94,"Von Anita, der Betrügerin. Sorgt bei Feinden\nfür ""Verwirrung"", die dagegen nicht immun sind.",81117,94,"Regalo de Anita la impostora. ""Confundirá"" a\nlos enemigos no inmunizados contra ""Confusión"".",81078,95,"Cadeau de l'imposteur, Anita. ""Désoriente"" les\nennemis non immunisés contre ""Désorientation.""",80113,93,"Received from the imposter, Anita. Will always\n""Confuse"" any enemy not immune to ""Confuse."""
73,2150394152,119361,12,Himmelsfang,118518,17,Colmillo Celeste,119109,13,Croc céleste,116956,9,Sky Fang,0,Vyse,50,16,54,-1,None,0,50000,255,224,-1,None,0,0,81864,98,"Ein Schwert, das so machtvoll sein soll, dass es\nden Himmel teilen kann. Das ultimative Schwert.",81211,83,"Espada tan poderosa, que se dice que puede\ndividir los cielos. La espada suprema.",81173,88,"Une épée si puissante, qu'elle peut soi-disant\nfendre le ciel en deux. L'épée suprême.",80206,84,"A sword so powerful, it is said that it can\nsplit the heavens. The ultimate sword."
74,2150394164,119373,10,DUMMYBUKI,118535,10,DUMMYBUKI,119122,10,DUMMYBUKI,116965,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,81962,9,DUMMY\n,81294,9,DUMMY\n,81261,9,DUMMY\n,80290,14,DUMMY\n------
75,2150394164,119383,10,DUMMYBUKI,118545,10,DUMMYBUKI,119132,10,DUMMYBUKI,116975,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,81971,9,DUMMY\n,81303,9,DUMMY\n,81270,9,DUMMY\n,80304,14,DUMMY\n------
76,2150394164,119393,10,DUMMYBUKI,118555,10,DUMMYBUKI,119142,10,DUMMYBUKI,116985,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,81980,9,DUMMY\n,81312,9,DUMMY\n,81279,9,DUMMY\n,80318,14,DUMMY\n------
77,2150394164,119403,10,DUMMYBUKI,118565,10,DUMMYBUKI,119152,10,DUMMYBUKI,116995,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,81989,9,DUMMY\n,81321,9,DUMMY\n,81288,9,DUMMY\n,80332,14,DUMMY\n------
78,2150394164,119413,10,DUMMYBUKI,118575,10,DUMMYBUKI,119162,10,DUMMYBUKI,117005,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,81998,9,DUMMY\n,81330,9,DUMMY\n,81297,9,DUMMY\n,80346,14,DUMMY\n------
79,2150394164,119423,10,DUMMYBUKI,118585,10,DUMMYBUKI,119172,10,DUMMYBUKI,117015,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,82007,9,DUMMY\n,81339,9,DUMMY\n,81306,9,DUMMY\n,80360,14,DUMMY\n------
