Entry ID,[Filter],[EC ID],[EC JP Name],[EC US Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Blend Time,Play Rate
12,MB072.STD,72,警備士,Guard,21,Cast Magic,1,8,12,Revive,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
13,MB072.STD,72,警備士,Guard,32,Knockdown,1,10,13,Focus,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
14,MB072.STD,72,警備士,Guard,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,13,Quika,0,5.00,1.00
15,MB072.STD,72,警備士,Guard,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,1,アポス,0,5.00,1.00
16,MB072.STD,72,警備士,Guard,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,32,ボルタ,0,5.00,1.00
17,MB072.STD,72,警備士,Guard,24,Exec Magic/S-Move,1,8,12,Revive,0b10001000000000000000000000000000,27,グラシィ,0,5.00,1.00
18,MB072.STD,72,警備士,Guard,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,79,Medicinal Herb,0,5.00,1.00
19,MB072.STD,72,警備士,Guard,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,80,Medicinal Herb,0,5.00,1.00
20,MB072.STD,72,警備士,Guard,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,81,薬草,0,5.00,1.00
0,MB096.STD,96,ロッキ,Stonehawk,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB096.STD,96,ロッキ,Stonehawk,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB096.STD,96,ロッキ,Stonehawk,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB096.STD,96,ロッキ,Stonehawk,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB096.STD,96,ロッキ,Stonehawk,8,Critical Attack,1,8,4,Critical Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
5,MB096.STD,96,ロッキ,Stonehawk,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB096.STD,96,ロッキ,Stonehawk,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MB096.STD,96,ロッキ,Stonehawk,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB096.STD,96,ロッキ,Stonehawk,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MB096.STD,96,ロッキ,Stonehawk,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,0.80
10,MB096.STD,96,ロッキ,Stonehawk,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB096.STD,96,ロッキ,Stonehawk,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB096.STD,96,ロッキ,Stonehawk,32,Knockdown,1,10,12,Revive,0b10001000000000000000000000000000,-1,None,0,0.00,0.70
13,MB096.STD,96,ロッキ,Stonehawk,29,Exec S-Move,1,8,13,Focus,0b10001000000000000000000000000000,93,Fatigue Breath,0,5.00,1.00
0,MG000.STD,128,アントニオ,Antonio,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MG000.STD,128,アントニオ,Antonio,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MG000.STD,128,アントニオ,Antonio,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MG000.STD,128,アントニオ,Antonio,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MG000.STD,128,アントニオ,Antonio,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MG000.STD,128,アントニオ,Antonio,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
6,MG000.STD,128,アントニオ,Antonio,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.10
7,MG000.STD,128,アントニオ,Antonio,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MG000.STD,128,アントニオ,Antonio,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
9,MG000.STD,128,アントニオ,Antonio,13,Dodge,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
10,MG000.STD,128,アントニオ,Antonio,14,Defeat,1,8,10,Dodge,0b10011000000000000000000000000000,-1,None,0,5.00,1.00
11,MG000.STD,128,アントニオ,Antonio,32,Knockdown,1,10,11,Defeat,0b10001000000000000000000000000000,-1,None,0,0.00,0.80
12,MG000.STD,128,アントニオ,Antonio,30,Silver Nightmare,1,8,12,Revive,0b10001000000000000000000000000000,0,???,0,5.00,1.00
13,MG000.STD,128,アントニオ,Antonio,29,Exec S-Move,1,8,13,Focus,0b10001000000000000000000000000000,5,Thunder of Fury,0,5.00,1.00
14,MG000.STD,128,アントニオ,Antonio,29,Exec S-Move,1,8,14,Widthdraw,0b10001000000000000000000000000000,34,Wait,0,5.00,0.90
0,MG001.STD,129,アガタウマス,Agathamaus,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MG001.STD,129,アガタウマス,Agathamaus,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MG001.STD,129,アガタウマス,Agathamaus,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.10
3,MG001.STD,129,アガタウマス,Agathamaus,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.80
4,MG001.STD,129,アガタウマス,Agathamaus,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MG001.STD,129,アガタウマス,Agathamaus,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MG001.STD,129,アガタウマス,Agathamaus,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.90
7,MG001.STD,129,アガタウマス,Agathamaus,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MG001.STD,129,アガタウマス,Agathamaus,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.10
9,MG001.STD,129,アガタウマス,Agathamaus,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.10
10,MG001.STD,129,アガタウマス,Agathamaus,14,Defeat,1,8,10,Dodge,0b10011000000000000000000000000000,-1,None,0,5.00,1.00
11,MG001.STD,129,アガタウマス,Agathamaus,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.10
12,MG001.STD,129,アガタウマス,Agathamaus,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MG001.STD,129,アガタウマス,Agathamaus,32,Knockdown,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
14,MG001.STD,129,アガタウマス,Agathamaus,30,Silver Nightmare,1,8,14,Widthdraw,0b10001000000000000000000000000000,0,???,0,5.00,1.00
15,MG001.STD,129,アガタウマス,Agathamaus,29,Exec S-Move,1,8,15,Run,0b10001000000000000000000000000000,99,Blaster,0,5.00,1.00
16,MG001.STD,129,アガタウマス,Agathamaus,29,Exec S-Move,1,8,16,Magic,0b10001000000000000000000000000000,9,Target Search,0,5.00,0.80
17,MG001.STD,129,アガタウマス,Agathamaus,29,Exec S-Move,1,8,6,Ranged Attack,0b10001000000000000000000000000000,31,石化レーザー,0,5.00,0.90
18,MG001.STD,129,アガタウマス,Agathamaus,29,Exec S-Move,1,8,6,Ranged Attack,0b10001000000000000000000000000000,32,即死レーザー,0,5.00,0.90
0,MG002.STD,130,イマゴタリア,Imagotalia,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,0.70
1,MG002.STD,130,イマゴタリア,Imagotalia,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MG002.STD,130,イマゴタリア,Imagotalia,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,2.50
3,MG002.STD,130,イマゴタリア,Imagotalia,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.10
4,MG002.STD,130,イマゴタリア,Imagotalia,8,Critical Attack,1,8,4,Critical Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.30
5,MG002.STD,130,イマゴタリア,Imagotalia,9,Take Damage 1,1,11,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
6,MG002.STD,130,イマゴタリア,Imagotalia,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
7,MG002.STD,130,イマゴタリア,Imagotalia,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MG002.STD,130,イマゴタリア,Imagotalia,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MG002.STD,130,イマゴタリア,Imagotalia,13,Dodge,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,0.80
10,MG002.STD,130,イマゴタリア,Imagotalia,32,Knockdown,1,10,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,1.10
11,MG002.STD,130,イマゴタリア,Imagotalia,29,Exec S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,25,Poisonous Bile,0,5.00,1.00
12,MG002.STD,130,イマゴタリア,Imagotalia,29,Exec S-Move,1,8,12,Revive,0b10001000000000000000000000000000,183,Frozen Breath,0,5.00,1.00
0,MG003.STD,131,獄長,Warden,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MG003.STD,131,獄長,Warden,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,7.50,0.40
2,MG003.STD,131,獄長,Warden,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MG003.STD,131,獄長,Warden,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MG003.STD,131,獄長,Warden,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.80
5,MG003.STD,131,獄長,Warden,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MG003.STD,131,獄長,Warden,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MG003.STD,131,獄長,Warden,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.20
8,MG003.STD,131,獄長,Warden,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MG003.STD,131,獄長,Warden,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,0.80
10,MG003.STD,131,獄長,Warden,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,0.60
11,MG003.STD,131,獄長,Warden,21,Cast Magic,1,8,11,Defeat,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
12,MG003.STD,131,獄長,Warden,32,Knockdown,1,10,12,Revive,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
13,MG003.STD,131,獄長,Warden,29,Exec S-Move,1,8,13,Focus,0b10001010000000000000000000000000,11,Tackle,0,5.00,1.00
14,MG003.STD,131,獄長,Warden,29,Exec S-Move,1,8,13,Focus,0b10001000000000000000000000000000,119,ダミー,0,5.00,1.00
15,MG003.STD,131,獄長,Warden,29,Exec S-Move,1,8,15,Run,0b10001000000000000000000000000000,251,Sonic Blast,0,5.00,0.80
16,MG003.STD,131,獄長,Warden,24,Exec Magic/S-Move,1,8,11,Defeat,0b10001000001000000000000000000000,33,Electres,0,5.00,1.00
17,MG003.STD,131,獄長,Warden,24,Exec Magic/S-Move,1,8,11,Defeat,0b10001000000000000000000000000000,35,ボルドーラ,0,5.00,1.00
0,MG005.STD,133,護送将兵,Escort Officer,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MG005.STD,133,護送将兵,Escort Officer,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MG005.STD,133,護送将兵,Escort Officer,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MG005.STD,133,護送将兵,Escort Officer,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,1.00,1.10
4,MG005.STD,133,護送将兵,Escort Officer,8,Critical Attack,1,8,4,Critical Attack,0b10001010001000000000000000000000,-1,None,0,1.00,1.00
5,MG005.STD,133,護送将兵,Escort Officer,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MG005.STD,133,護送将兵,Escort Officer,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
7,MG005.STD,133,護送将兵,Escort Officer,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MG005.STD,133,護送将兵,Escort Officer,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MG005.STD,133,護送将兵,Escort Officer,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MG005.STD,133,護送将兵,Escort Officer,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
11,MG005.STD,133,護送将兵,Escort Officer,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MG005.STD,133,護送将兵,Escort Officer,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MG005.STD,133,護送将兵,Escort Officer,21,Cast Magic,1,8,13,Focus,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
14,MG005.STD,133,護送将兵,Escort Officer,32,Knockdown,1,10,14,Widthdraw,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
15,MG005.STD,133,護送将兵,Escort Officer,29,Exec S-Move,1,8,15,Run,0b10001000000000000000000000000000,19,Set for Counter,0,5.00,1.00
16,MG005.STD,133,護送将兵,Escort Officer,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,6,Sacri,0,5.00,1.00
17,MG005.STD,133,護送将兵,Escort Officer,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,7,サプリィ,0,5.00,1.00
18,MG005.STD,133,護送将兵,Escort Officer,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,9,サプローネ,0,5.00,1.00
19,MG005.STD,133,護送将兵,Escort Officer,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,33,Electres,0,5.00,1.00
20,MG005.STD,133,護送将兵,Escort Officer,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,34,Electralis,0,5.00,1.00
21,MG005.STD,133,護送将兵,Escort Officer,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,25,バーネス,0,5.00,1.00
0,MG006.STD,134,ラァス,Laas,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MG006.STD,134,ラァス,Laas,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MG006.STD,134,ラァス,Laas,6,Approach,1,16,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MG006.STD,134,ラァス,Laas,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.70
4,MG006.STD,134,ラァス,Laas,8,Critical Attack,1,8,4,Critical Attack,0b10001000001000000000000000000000,-1,None,0,5.00,0.80
5,MG006.STD,134,ラァス,Laas,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MG006.STD,134,ラァス,Laas,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.90
7,MG006.STD,134,ラァス,Laas,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MG006.STD,134,ラァス,Laas,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,0.90
9,MG006.STD,134,ラァス,Laas,13,Dodge,1,8,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MG006.STD,134,ラァス,Laas,14,Defeat,1,13,10,Dodge,0b10011000000000000000000000000000,-1,None,0,5.00,1.00
11,MG006.STD,134,ラァス,Laas,32,Knockdown,1,10,11,Defeat,0b10001000000000000000000000000000,-1,None,0,0.00,0.80
12,MG006.STD,134,ラァス,Laas,29,Exec S-Move,1,8,12,Revive,0b10001000000000000000000000000000,0,Volcanic Blast,0,5.00,1.00
13,MG006.STD,134,ラァス,Laas,29,Exec S-Move,1,8,13,Focus,0b10001000000000000000000000000000,1,Stone Gas,0,5.00,0.90
14,MG006.STD,134,ラァス,Laas,30,Silver Nightmare,1,8,2,Approach,0b10001100001000000000000000000000,2,???,0,5.00,0.90
15,MG006.STD,134,ラァス,Laas,30,Silver Nightmare,1,8,15,Run,0b10001100001000000000000000000000,3,???,0,5.00,1.00
16,MG006.STD,134,ラァス,Laas,30,Silver Nightmare,1,8,16,Magic,0b10001100001000000000000000000000,4,???,0,5.00,0.70
