Entry ID,EU Message ID,[Entry DE Name Pos],[Entry DE Name Size],Entry DE Name,[Entry ES Name Pos],[Entry ES Name Size],Entry ES Name,[Entry FR Name Pos],[Entry FR Name Size],Entry FR Name,[Entry GB Name Pos],[Entry GB Name Size],Entry GB Name,MAXHP,Will,Defense,MagDef,Quick,Agile,Dodge%,Green,Red,Purple,Blue,Yellow,Silver,[Arm 1 DE Name Pos],[Arm 1 DE Name Size],Arm 1 DE Name Str,[Arm 1 ES Name Pos],[Arm 1 ES Name Size],Arm 1 ES Name Str,[Arm 1 FR Name Pos],[Arm 1 FR Name Size],Arm 1 FR Name Str,[Arm 1 GB Name Pos],[Arm 1 GB Name Size],Arm 1 GB Name Str,Arm 1 Type ID,[Arm 1 Type name],Arm 1 Attack,Arm 1 Range,Arm 1 Hit%,Arm 1 Element ID,[Arm 1 Element Name],[Arm 2 DE Name Pos],[Arm 2 DE Name Size],Arm 2 DE Name Str,[Arm 2 ES Name Pos],[Arm 2 ES Name Size],Arm 2 ES Name Str,[Arm 2 FR Name Pos],[Arm 2 FR Name Size],Arm 2 FR Name Str,[Arm 2 GB Name Pos],[Arm 2 GB Name Size],Arm 2 GB Name Str,Arm 2 Type ID,[Arm 2 Type name],Arm 2 Attack,Arm 2 Range,Arm 2 Hit%,Arm 2 Element ID,[Arm 2 Element Name],[Arm 3 DE Name Pos],[Arm 3 DE Name Size],Arm 3 DE Name Str,[Arm 3 ES Name Pos],[Arm 3 ES Name Size],Arm 3 ES Name Str,[Arm 3 FR Name Pos],[Arm 3 FR Name Size],Arm 3 FR Name Str,[Arm 3 GB Name Pos],[Arm 3 GB Name Size],Arm 3 GB Name Str,Arm 3 Type ID,[Arm 3 Type name],Arm 3 Attack,Arm 3 Range,Arm 3 Hit%,Arm 3 Element ID,[Arm 3 Element Name],[Arm 4 DE Name Pos],[Arm 4 DE Name Size],Arm 4 DE Name Str,[Arm 4 ES Name Pos],[Arm 4 ES Name Size],Arm 4 ES Name Str,[Arm 4 FR Name Pos],[Arm 4 FR Name Size],Arm 4 FR Name Str,[Arm 4 GB Name Pos],[Arm 4 GB Name Size],Arm 4 GB Name Str,Arm 4 Type ID,[Arm 4 Type name],Arm 4 Attack,Arm 4 Range,Arm 4 Hit%,Arm 4 Element ID,[Arm 4 Element Name],Pad 1,Pad 2,Pad 3,Pad 4,Pad 5,Pad 6,EXP,Gold,Item Drop 1 ID,[Item Drop 1 Name],Item 1 ID,[Item 1 Name],Item Drop 2 ID,[Item Drop 2 Name],Item 2 ID,[Item 2 Name],Item Drop 3 ID,[Item Drop 3 Name],Item 3 ID,[Item 3 Name]
23,0x8c373e08,0x1af7e,11,Blackbeard,0x1b487,11,Blackbeard,0x1b901,11,Blackbeard,0x1af4e,11,Blackbeard,10000,50,40,10,50,10,10,10,10,10,10,10,10,0x1b9f5,13,Black Cannon,0x1bf01,13,Black Cannon,0x1c393,11,Canon Noir,0x1b9c5,13,Black Cannon,0,Main Cannon,115,0,75,6,Neutral,0x1ba02,2,-,0x1bf0e,2,-,0x1c39e,2,-,0x1b9d2,2,-,-1,None,-1,-1,-1,-1,None,0x1ba04,2,-,0x1bf10,2,-,0x1c3a0,2,-,0x1b9d4,2,-,-1,None,-1,-1,-1,-1,None,0x1ba06,2,-,0x1bf12,2,-,0x1c3a2,2,-,0x1b9d6,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,410,300,0,100%,496,Captain's Stripe,0,100%,480,Bomb,-1,None,-1,None
24,0x8c373e14,0x1af89,8,Recumen,0x1b492,8,Recumen,0x1b90c,8,Recumen,0x1af59,8,Recumen,100000,150,0,400,40,0,1,10,0,10,10,10,10,0x1ba08,8,Red Ray,0x1bf14,8,Red Ray,0x1c3a4,12,Rayon Rouge,0x1b9d8,8,Red Ray,3,Special,400,0,-1,6,Neutral,0x1ba10,8,Red Ray,0x1bf1c,8,Red Ray,0x1c3b0,12,Rayon Rouge,0x1b9e0,8,Red Ray,-1,None,-1,-1,-1,-1,None,0x1ba18,8,Red Ray,0x1bf24,8,Red Ray,0x1c3bc,12,Rayon Rouge,0x1b9e8,8,Red Ray,-1,None,-1,-1,-1,-1,None,0x1ba20,8,Red Ray,0x1bf2c,8,Red Ray,0x1c3c8,12,Rayon Rouge,0x1b9f0,8,Red Ray,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,0,0,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
25,0x8c373e1c,0x1af91,8,Grendel,0x1b49a,8,Grendel,0x1b914,8,Grendel,0x1af61,8,Grendel,110000,300,100,250,70,10,1,0,10,5,5,5,5,0x1ba28,16,Fist of Grendel,0x1bf34,16,Fist of Grendel,0x1c3d4,17,Poing de Grendel,0x1b9f8,16,Fist of Grendel,3,Special,180,0,-1,6,Neutral,0x1ba38,14,Boulder Throw,0x1bf44,14,Boulder Throw,0x1c3e5,14,Jet de rocher,0x1ba08,14,Boulder Throw,3,Special,200,0,-1,6,Neutral,0x1ba46,6,Stomp,0x1bf52,6,Stomp,0x1c3f3,11,Pas Lourds,0x1ba16,6,Stomp,3,Special,400,0,-1,6,Neutral,0x1ba4c,2,-,0x1bf58,2,-,0x1c3fe,2,-,0x1ba1c,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,4640,2700,0,100%,496,Captain's Stripe,0,100%,30,Grendel Wing,0,100%,493,Complete Kit
26,0x8c373e24,0x1af99,8,Bluheim,0x1b4a2,8,Bluheim,0x1b91c,8,Bluheim,0x1af69,8,Bluheim,100000,350,200,350,130,10,70,10,15,10,0,10,10,0x1ba4e,11,Blue Winds,0x1bf5a,11,Blue Winds,0x1c400,12,Vents Bleus,0x1ba1e,11,Blue Winds,3,Special,250,0,-1,6,Neutral,0x1ba59,15,Blue Lightning,0x1bf65,15,Blue Lightning,0x1c40c,12,Éclair Bleu,0x1ba29,15,Blue Lightning,3,Special,300,0,-1,6,Neutral,0x1ba68,12,Phoenix Ray,0x1bf74,12,Phoenix Ray,0x1c418,14,Rayon Phoenix,0x1ba38,12,Phoenix Ray,3,Special,450,0,-1,6,Neutral,0x1ba74,11,Blue Winds,0x1bf80,11,Blue Winds,0x1c426,12,Vents Bleus,0x1ba44,11,Blue Winds,3,Special,200,0,-1,6,Neutral,0,0,0,0,0,0,17140,8100,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
27,0x8c373e2c,0x1afa1,8,Yeligar,0x1b4aa,8,Yeligar,0x1b924,8,Yeligar,0x1af71,8,Yeligar,150000,400,100,330,80,5,2,10,10,10,10,0,10,0x1ba7f,9,Voltigar,0x1bf8b,9,Voltigar,0x1c432,9,Voltigar,0x1ba4f,9,Voltigar,3,Special,330,0,-1,6,Neutral,0x1ba88,14,Photon Charge,0x1bf94,14,Photon Charge,0x1c43b,15,Attaque Photon,0x1ba58,14,Photon Charge,3,Special,300,0,-1,6,Neutral,0x1ba96,14,Thunder Crash,0x1bfa2,14,Thunder Crash,0x1c44a,17,Coup de Tonnerre,0x1ba66,14,Thunder Crash,3,Special,500,0,-1,6,Neutral,0x1baa4,2,-,0x1bfb0,2,-,0x1c45b,2,-,0x1ba74,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,19050,8700,0,100%,496,Captain's Stripe,0,100%,5,Thunder Cutlass,-1,None,-1,None
28,0x8c373e34,0x1afa9,6,Zelos,0x1b4b2,6,Zelos,0x1b92c,6,Zelos,0x1af79,6,Zelos,240000,240,300,350,250,30,20,8,8,8,8,8,0,0x1baa6,9,Moon Ray,0x1bfb2,9,Moon Ray,0x1c45d,14,Rayon de Lune,0x1ba76,9,Moon Ray,3,Special,800,0,-1,6,Neutral,0x1baaf,15,Great Moon Ray,0x1bfbb,15,Great Moon Ray,0x1c46b,17,Faisceau lunaire,0x1ba7f,15,Great Moon Ray,3,Special,900,0,-1,6,Neutral,0x1babe,12,Moon Lament,0x1bfca,12,Moon Lament,0x1c47c,16,Plainte lunaire,0x1ba8e,12,Moon Lament,3,Special,1000,0,-1,6,Neutral,0x1baca,10,Judgement,0x1bfd6,10,Judgement,0x1c48c,9,Jugement,0x1ba9a,10,Judgement,3,Special,1300,1,-1,6,Neutral,0,0,0,0,0,0,33590,0,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
29,0x8c373e3c,0x1afaf,8,Anguila,0x1b4b8,8,Anguila,0x1b932,8,Anguila,0x1af7f,8,Anguila,56000,300,100,100,80,10,5,10,25,10,10,10,10,0x1bad4,13,Poison Spray,0x1bfe0,13,Poison Spray,0x1c495,16,Spray de Poison,0x1baa4,13,Poison Spray,3,Special,250,0,-1,6,Neutral,0x1bae1,5,Bite,0x1bfed,5,Bite,0x1c4a5,8,Morsure,0x1bab1,5,Bite,3,Special,300,0,-1,6,Neutral,0x1bae6,2,-,0x1bff2,2,-,0x1c4ad,2,-,0x1bab6,2,-,-1,None,-1,-1,-1,-1,None,0x1bae8,2,-,0x1bff4,2,-,0x1c4af,2,-,0x1bab8,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,10830,5400,0,100%,482,Concussion Bomb,0,100%,425,Heavy Torpedo,7,Osman,456,Timing Valve
30,0x8c373e44,0x1afb7,5,Raja,0x1b4c0,5,Raja,0x1b93a,5,Raja,0x1af87,5,Raja,15000,270,50,100,80,10,45,10,10,15,10,5,10,0x1baea,10,Luminesce,0x1bff6,10,Luminesce,0x1c4b1,10,Luminesce,0x1baba,10,Luminesce,3,Special,230,0,-1,6,Neutral,0x1baf4,2,-,0x1c000,2,-,0x1c4bb,2,-,0x1bac4,2,-,-1,None,-1,-1,-1,-1,None,0x1baf6,2,-,0x1c002,2,-,0x1c4bd,2,-,0x1bac6,2,-,-1,None,-1,-1,-1,-1,None,0x1baf8,2,-,0x1c004,2,-,0x1c4bf,2,-,0x1bac8,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,2630,1100,4,50%,491,Deluxe Kit,6,Kalifa,508,Crystal Ball,2,10%,475,Soundproofing
31,0x8c373e4c,0x1afbc,11,Raja Embla,0x1b4c5,11,Raja Embla,0x1b93f,11,Raja Embla,0x1af8c,11,Raja Embla,25000,300,100,150,120,15,45,10,10,15,10,3,10,0x1bafa,10,Luminesce,0x1c006,10,Luminesce,0x1c4c1,10,Luminesce,0x1baca,10,Luminesce,3,Special,270,0,-1,6,Neutral,0x1bb04,2,-,0x1c010,2,-,0x1c4cb,2,-,0x1bad4,2,-,-1,None,-1,-1,-1,-1,None,0x1bb06,2,-,0x1c012,2,-,0x1c4cd,2,-,0x1bad6,2,-,-1,None,-1,-1,-1,-1,None,0x1bb08,2,-,0x1c014,2,-,0x1c4cf,2,-,0x1bad8,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,2630,1100,4,50%,493,Complete Kit,7,Osman,507,Gold Bullion,-1,None,-1,None
32,0x8c373e58,0x1afc7,7,Obispo,0x1b4d0,7,Obispo,0x1b94a,7,Obispo,0x1af97,7,Obispo,60000,220,200,300,80,10,18,8,13,10,15,10,10,0x1bb0a,10,Squid Ink,0x1c016,10,Squid Ink,0x1c4d1,16,Encre de Calmar,0x1bada,10,Squid Ink,3,Special,250,0,-1,6,Neutral,0x1bb14,2,-,0x1c020,2,-,0x1c4e1,2,-,0x1bae4,2,-,-1,None,-1,-1,-1,-1,None,0x1bb16,2,-,0x1c022,2,-,0x1c4e3,2,-,0x1bae6,2,-,-1,None,-1,-1,-1,-1,None,0x1bb18,2,-,0x1c024,2,-,0x1c4e5,2,-,0x1bae8,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,11480,5600,0,100%,465,Alloy Deck,7,Osman,508,Crystal Ball,-1,None,-1,None
33,0x8c373e60,0x1afce,6,CUT33,0x1b4d7,6,CUT33,0x1b951,6,CUT33,0x1af9e,6,CUT33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1bb1a,2,-,0x1c026,2,-,0x1c4e7,2,-,0x1baea,2,-,-1,None,-1,-1,-1,-1,None,0x1bb1c,2,-,0x1c028,2,-,0x1c4e9,2,-,0x1baec,2,-,-1,None,-1,-1,-1,-1,None,0x1bb1e,2,-,0x1c02a,2,-,0x1c4eb,2,-,0x1baee,2,-,-1,None,-1,-1,-1,-1,None,0x1bb20,2,-,0x1c02c,2,-,0x1c4ed,2,-,0x1baf0,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
34,0x8c373e6c,0x1afd4,6,CUT34,0x1b4dd,6,CUT34,0x1b957,6,CUT34,0x1afa4,6,CUT34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1bb22,2,-,0x1c02e,2,-,0x1c4ef,2,-,0x1baf2,2,-,-1,None,-1,-1,-1,-1,None,0x1bb24,2,-,0x1c030,2,-,0x1c4f1,2,-,0x1baf4,2,-,-1,None,-1,-1,-1,-1,None,0x1bb26,2,-,0x1c032,2,-,0x1c4f3,2,-,0x1baf6,2,-,-1,None,-1,-1,-1,-1,None,0x1bb28,2,-,0x1c034,2,-,0x1c4f5,2,-,0x1baf8,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
35,0x8c373e78,0x1afda,4,Roc,0x1b4e3,4,Roc,0x1b95d,4,Roc,0x1afaa,4,Roc,45000,50,150,300,90,6,23,10,13,10,10,15,10,0x1bb2a,12,Blast Voice,0x1c036,12,Blast Voice,0x1c4f7,15,Voix explosive,0x1bafa,12,Blast Voice,3,Special,300,0,-1,6,Neutral,0x1bb36,2,-,0x1c042,2,-,0x1c506,2,-,0x1bb06,2,-,-1,None,-1,-1,-1,-1,None,0x1bb38,2,-,0x1c044,2,-,0x1c508,2,-,0x1bb08,2,-,-1,None,-1,-1,-1,-1,None,0x1bb3a,5,Grab,0x1c046,5,Grab,0x1c50a,7,Saisie,0x1bb0a,5,Grab,3,Special,400,0,-1,6,Neutral,0,0,0,0,0,0,13580,6900,6,Kalifa,478,Wooden Doll,7,Osman,507,Gold Bullion,-1,None,-1,None
36,0x8c373e7c,0x1afde,13,Giant Looper,0x1b4e7,13,Giant Looper,0x1b961,13,Giant Looper,0x1afae,13,Giant Looper,30000,999,260,999,130,15,50,10,10,10,10,10,10,0x1bb3f,12,Looper Ring,0x1c04b,12,Looper Ring,0x1c511,17,Anneau de Looper,0x1bb0f,12,Looper Ring,3,Special,500,0,-1,6,Neutral,0x1bb4b,2,-,0x1c057,2,-,0x1c522,2,-,0x1bb1b,2,-,-1,None,-1,-1,-1,-1,None,0x1bb4d,2,-,0x1c059,2,-,0x1c524,2,-,0x1bb1d,2,-,-1,None,-1,-1,-1,-1,None,0x1bb4f,2,-,0x1c05b,2,-,0x1c526,2,-,0x1bb1f,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,28580,13000,0,100%,495,Thermal Grease,0,100%,496,Captain's Stripe,0,100%,505,Hex Shell
37,0x8c373e8c,0x1afeb,7,Alania,0x1b4f4,7,Alania,0x1b96e,7,Alania,0x1afbb,7,Alania,52000,250,200,250,85,10,80,10,15,1,8,10,5,0x1bb51,7,Spiral,0x1c05d,7,Spiral,0x1c528,8,Spirale,0x1bb21,7,Spiral,3,Special,280,0,-1,6,Neutral,0x1bb58,7,Shaggy,0x1c064,7,Shaggy,0x1c530,8,Hirsute,0x1bb28,7,Shaggy,3,Special,220,0,-1,6,Neutral,0x1bb5f,2,-,0x1c06b,2,-,0x1c538,2,-,0x1bb2f,2,-,-1,None,-1,-1,-1,-1,None,0x1bb61,2,-,0x1c06d,2,-,0x1c53a,2,-,0x1bb31,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,14290,6500,6,Kalifa,447,Goddess Figure,6,Kalifa,473,Air Purifier,-1,None,-1,None
38,0x8c373e94,0x1aff2,15,Fortress Gates,0x1b4fb,15,Fortress Gates,0x1b975,15,Fortress Gates,0x1afc2,15,Fortress Gates,200000,350,999,999,0,10,1,10,10,10,10,10,10,0x1bb63,13,Small Cannon,0x1c06f,13,Small Cannon,0x1c53c,12,Petit Canon,0x1bb33,13,Small Cannon,0,Main Cannon,500,2,80,6,Neutral,0x1bb70,2,-,0x1c07c,2,-,0x1c548,2,-,0x1bb40,2,-,1,Sec Cannon,500,2,80,6,Neutral,0x1bb72,2,-,0x1c07e,2,-,0x1c54a,2,-,0x1bb42,2,-,2,Torpedo,500,2,80,6,Neutral,0x1bb74,2,-,0x1c080,2,-,0x1c54c,2,-,0x1bb44,2,-,3,Special,500,2,80,6,Neutral,0,0,0,0,0,0,5630,3000,0,100%,494,Gear Grease,-1,None,-1,None,-1,None,-1,None
39,0x8c373ea4,0x1b001,6,CUT39,0x1b50a,6,CUT39,0x1b984,6,CUT39,0x1afd1,6,CUT39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1bb76,2,-,0x1c082,2,-,0x1c54e,2,-,0x1bb46,2,-,-1,None,-1,-1,-1,-1,None,0x1bb78,2,-,0x1c084,2,-,0x1c550,2,-,0x1bb48,2,-,-1,None,-1,-1,-1,-1,None,0x1bb7a,2,-,0x1c086,2,-,0x1c552,2,-,0x1bb4a,2,-,-1,None,-1,-1,-1,-1,None,0x1bb7c,2,-,0x1c088,2,-,0x1c554,2,-,0x1bb4c,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
40,0x8c373eb0,0x1b007,9,Gadianos,0x1b510,9,Gadianos,0x1b98a,9,Gadianos,0x1afd7,9,Gadianos,15000,999,100,999,235,25,30,10,10,10,10,10,10,0x1bb7e,10,Jeda Beam,0x1c08a,10,Jeda Beam,0x1c556,14,Faisceau Jeda,0x1bb4e,10,Jeda Beam,3,Special,300,0,-1,6,Neutral,0x1bb88,10,Jedos Ray,0x1c094,10,Jedos Ray,0x1c564,12,Rayon Jedos,0x1bb58,10,Jedos Ray,3,Special,450,0,-1,6,Neutral,0x1bb92,2,-,0x1c09e,2,-,0x1c570,2,-,0x1bb62,2,-,-1,None,-1,-1,-1,-1,None,0x1bb94,2,-,0x1c0a0,2,-,0x1c572,2,-,0x1bb64,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,6120,2500,0,100%,493,Complete Kit,0,100%,469,Sparkling Deck,0,100%,433,Moon Gun
41,0x8c373ebc,0x1b010,9,Gaditaos,0x1b519,9,Gaditaos,0x1b993,9,Gaditaos,0x1afe0,9,Gaditaos,15000,999,150,999,235,25,45,10,10,10,10,10,10,0x1bb96,10,Jeda Beam,0x1c0a2,10,Jeda Beam,0x1c574,14,Faisceau Jeda,0x1bb66,10,Jeda Beam,3,Special,350,0,-1,6,Neutral,0x1bba0,10,Jedos Ray,0x1c0ac,10,Jedos Ray,0x1c582,12,Rayon Jedos,0x1bb70,10,Jedos Ray,3,Special,500,0,-1,6,Neutral,0x1bbaa,2,-,0x1c0b6,2,-,0x1c58e,2,-,0x1bb7a,2,-,-1,None,-1,-1,-1,-1,None,0x1bbac,2,-,0x1c0b8,2,-,0x1c590,2,-,0x1bb7c,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,6120,2500,0,100%,493,Complete Kit,0,100%,469,Sparkling Deck,-1,None,-1,None
42,0x8c373ec8,0x1b019,6,CUT42,0x1b522,6,CUT42,0x1b99c,6,CUT42,0x1afe9,6,CUT42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1bbae,2,-,0x1c0ba,2,-,0x1c592,2,-,0x1bb7e,2,-,-1,None,-1,-1,-1,-1,None,0x1bbb0,2,-,0x1c0bc,2,-,0x1c594,2,-,0x1bb80,2,-,-1,None,-1,-1,-1,-1,None,0x1bbb2,2,-,0x1c0be,2,-,0x1c596,2,-,0x1bb82,2,-,-1,None,-1,-1,-1,-1,None,0x1bbb4,2,-,0x1c0c0,2,-,0x1c598,2,-,0x1bb84,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
43,0x8c373ed4,0x1b01f,15,The Blackbeard,0x1b528,15,The Blackbeard,0x1b9a2,15,The Blackbeard,0x1afef,15,The Blackbeard,15000,100,200,90,100,30,20,3,3,3,3,3,3,0x1bbb6,17,Vega Cannon Plus,0x1c0c2,17,Vega Cannon Plus,0x1c59a,16,Canon Plus Vega,0x1bb86,17,Vega Cannon Plus,0,Main Cannon,350,0,85,6,Neutral,0x1bbc7,2,-,0x1c0d3,2,-,0x1c5aa,2,-,0x1bb97,2,-,-1,None,-1,-1,-1,-1,None,0x1bbc9,2,-,0x1c0d5,2,-,0x1c5ac,2,-,0x1bb99,2,-,-1,None,-1,-1,-1,-1,None,0x1bbcb,2,-,0x1c0d7,2,-,0x1c5ae,2,-,0x1bb9b,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,5520,2400,0,100%,456,Timing Valve,0,100%,449,Spherical Figure,0,100%,500,Hybrid Wax
44,0x8c373ee4,0x1b02e,17,Tenkou Spellship,0x1b537,17,Tenkou Spellship,0x1b9b1,17,Tenkou Spellship,0x1affe,17,Tenkou Spellship,25000,250,300,300,90,20,3,7,7,7,7,7,7,0x1bbcd,8,Cannon ,0x1c0d9,8,Cannon ,0x1c5b0,6,Canon,0x1bb9d,8,Cannon ,0,Main Cannon,250,0,80,6,Neutral,0x1bbd5,11,Fire Arrow,0x1c0e1,11,Fire Arrow,0x1c5b6,14,Flêche de Feu,0x1bba5,11,Fire Arrow,1,Sec Cannon,220,2,75,6,Neutral,0x1bbe0,16,Houroku Torpedo,0x1c0ec,16,Houroku Torpedo,0x1c5c4,8,Grenade,0x1bbb0,16,Houroku Torpedo,2,Torpedo,250,3,60,6,Neutral,0x1bbf0,2,-,0x1c0fc,2,-,0x1c5cc,2,-,0x1bbc0,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,1910,900,0,100%,484,Pyro Bomb,7,Osman,508,Crystal Ball,-1,None,-1,None
