Entry ID,[Filter],[ES ID],[ES Name],Turn ID,Phase ID,Cond ID,[Cond Name],Cond Param ID,[Cond Param Name],T1 Type ID,[T1 Type Name],T1 Arm ID,[T1 Arm Name],T1 Param ID,[T1 Param Name],T1 Arm Dur,T2 Type ID,[T2 Type Name],T2 Arm ID,[T2 Arm Name],T2 Param ID,[T2 Param Name],T2 Arm Dur
8,R513A.BIN,35,Roc,2,0,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
9,R513A.BIN,35,Roc,2,1,-1,None,0,None,0,Attack,3,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
10,R513A.BIN,35,Roc,2,2,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
11,R513A.BIN,35,Roc,2,3,-1,None,0,None,0,Attack,3,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
12,R513A.BIN,35,Roc,3,0,3,Rating,50,%,0,Attack,0,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
13,R513A.BIN,35,Roc,3,1,-1,None,0,None,0,Attack,3,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
14,R513A.BIN,35,Roc,3,2,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
15,R513A.BIN,35,Roc,3,3,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
16,R513A.BIN,35,Roc,4,0,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
17,R513A.BIN,35,Roc,4,1,-1,None,0,None,0,Attack,3,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
18,R513A.BIN,35,Roc,4,2,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
19,R513A.BIN,35,Roc,4,3,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
20,R513A.BIN,35,Roc,5,0,-1,None,0,None,0,Attack,3,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
21,R513A.BIN,35,Roc,5,1,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
22,R513A.BIN,35,Roc,5,2,-1,None,0,None,0,Attack,3,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
23,R513A.BIN,35,Roc,5,3,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
24,R513A.BIN,35,Roc,6,0,3,Rating,50,%,0,Attack,0,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
25,R513A.BIN,35,Roc,6,1,-1,None,0,None,0,Attack,3,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
26,R513A.BIN,35,Roc,6,2,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
27,R513A.BIN,35,Roc,6,3,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
28,R513A.BIN,35,Roc,7,0,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
29,R513A.BIN,35,Roc,7,1,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
30,R513A.BIN,35,Roc,7,2,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,3,Guard,-1,None,0,Evasive Action,0
31,R513A.BIN,35,Roc,7,3,-1,None,0,None,0,Attack,0,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
32,R513A.BIN,35,Roc,8,0,-1,None,0,None,0,Attack,0,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
33,R513A.BIN,35,Roc,8,1,-1,None,0,None,0,Attack,3,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
34,R513A.BIN,35,Roc,8,2,3,Rating,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
35,R513A.BIN,35,Roc,8,3,-1,None,0,None,0,Attack,0,Blast Voice,-1,None,0,0,Attack,0,-,-1,None,0
0,R514A.BIN,13,Chameleon,0,0,3,Rating,50,%,0,Attack,0,Handgun,-1,None,0,0,Attack,2,Type D Subcannon,-1,None,3
1,R514A.BIN,13,Chameleon,0,1,3,Rating,50,%,0,Attack,0,Handgun,-1,None,0,0,Attack,1,Type D Subcannon,-1,None,1
2,R514A.BIN,13,Chameleon,0,2,3,Rating,50,%,2,Focus,-1,None,0,Focus,0,4,Nothing,-1,None,-1,None,0
3,R514A.BIN,13,Chameleon,0,3,-1,None,1,None,0,Attack,1,Handgun,-1,None,0,-1,None,-1,None,-1,None,0
4,R514A.BIN,13,Chameleon,1,0,-1,None,0,None,0,Attack,2,Handgun,-1,None,1,0,Attack,2,Type D Subcannon,-1,None,2
5,R514A.BIN,13,Chameleon,1,1,-1,None,0,None,4,Nothing,0,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
6,R514A.BIN,13,Chameleon,1,2,3,Rating,50,%,0,Attack,0,Handgun,-1,None,1,0,Attack,0,Type D Subcannon,-1,None,0
7,R514A.BIN,13,Chameleon,1,3,3,Rating,50,%,0,Attack,0,Handgun,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
8,R514A.BIN,13,Chameleon,2,0,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
9,R514A.BIN,13,Chameleon,2,1,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
10,R514A.BIN,13,Chameleon,2,2,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
11,R514A.BIN,13,Chameleon,2,3,-1,None,0,None,0,Attack,3,Handgun,-1,None,0,-1,None,-1,None,-1,None,0
12,R514A.BIN,13,Chameleon,3,0,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
13,R514A.BIN,13,Chameleon,3,1,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
14,R514A.BIN,13,Chameleon,3,2,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
15,R514A.BIN,13,Chameleon,3,3,-1,None,0,None,0,Attack,3,Handgun,-1,None,0,-1,None,-1,None,-1,None,0
16,R514A.BIN,13,Chameleon,4,0,-1,None,0,None,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
17,R514A.BIN,13,Chameleon,4,1,3,Rating,50,%,0,Attack,2,Handgun,-1,None,1,3,Guard,-1,None,0,Evasive Action,0
18,R514A.BIN,13,Chameleon,4,2,-1,None,0,None,0,Attack,0,Handgun,-1,None,0,-1,None,-1,None,-1,None,0
19,R514A.BIN,13,Chameleon,4,3,-1,None,0,None,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
20,R514A.BIN,13,Chameleon,5,0,-1,None,0,None,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
21,R514A.BIN,13,Chameleon,5,1,3,Rating,50,%,0,Attack,2,Handgun,-1,None,1,3,Guard,-1,None,0,Evasive Action,0
22,R514A.BIN,13,Chameleon,5,2,3,Rating,70,%,0,Attack,0,Handgun,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
23,R514A.BIN,13,Chameleon,5,3,-1,None,0,None,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
24,R514A.BIN,13,Chameleon,6,0,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
25,R514A.BIN,13,Chameleon,6,1,-1,None,0,None,0,Attack,1,Handgun,-1,None,0,-1,None,-1,None,-1,None,0
26,R514A.BIN,13,Chameleon,6,2,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
27,R514A.BIN,13,Chameleon,6,3,-1,None,0,None,0,Attack,3,Handgun,-1,None,0,-1,None,-1,None,-1,None,0
28,R514A.BIN,13,Chameleon,7,0,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
29,R514A.BIN,13,Chameleon,7,1,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
30,R514A.BIN,13,Chameleon,7,2,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
31,R514A.BIN,13,Chameleon,7,3,-1,None,0,None,0,Attack,3,Handgun,1,None,0,-1,None,-1,None,-1,None,0
32,R514A.BIN,13,Chameleon,8,0,-1,None,0,None,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
33,R514A.BIN,13,Chameleon,8,1,-1,None,0,None,0,Attack,2,Handgun,-1,None,2,3,Guard,-1,None,0,Evasive Action,0
34,R514A.BIN,13,Chameleon,8,2,-1,None,0,None,0,Attack,0,Handgun,-1,None,0,-1,None,-1,None,-1,None,0
35,R514A.BIN,13,Chameleon,8,3,-1,None,0,None,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
36,R514A.BIN,13,Chameleon,9,0,-1,None,0,None,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
37,R514A.BIN,13,Chameleon,9,1,3,Rating,50,%,0,Attack,1,Handgun,-1,None,1,3,Guard,-1,None,0,Evasive Action,0
38,R514A.BIN,13,Chameleon,9,2,3,Rating,50,%,0,Attack,0,Handgun,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
39,R514A.BIN,13,Chameleon,9,3,-1,None,0,None,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
40,R514A.BIN,13,Chameleon,10,0,-1,None,0,None,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
41,R514A.BIN,13,Chameleon,10,1,-1,None,0,None,0,Attack,2,Handgun,-1,None,1,0,Attack,-1,None,-1,None,0
42,R514A.BIN,13,Chameleon,10,2,3,Rating,50,%,0,Attack,2,Handgun,-1,None,1,3,Guard,-1,None,0,Evasive Action,0
43,R514A.BIN,13,Chameleon,10,3,3,Rating,50,%,0,Attack,0,Handgun,-1,None,0,0,Attack,1,Type D Subcannon,-1,None,0
44,R514A.BIN,13,Chameleon,11,0,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
45,R514A.BIN,13,Chameleon,11,1,-1,None,0,None,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
46,R514A.BIN,13,Chameleon,11,2,3,Rating,50,%,0,Attack,1,Handgun,-1,None,0,0,Attack,0,Type D Subcannon,-1,None,3
47,R514A.BIN,13,Chameleon,11,3,-1,None,0,None,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
48,R514A.BIN,13,Chameleon,12,0,-1,None,0,None,0,Attack,2,Handgun,-1,None,1,0,Attack,2,Type D Subcannon,-1,None,2
49,R514A.BIN,13,Chameleon,12,1,3,Rating,50,%,0,Attack,0,Handgun,-1,None,1,0,Attack,0,Type D Subcannon,-1,None,0
50,R514A.BIN,13,Chameleon,12,2,3,Rating,50,%,0,Attack,0,Handgun,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
51,R514A.BIN,13,Chameleon,12,3,3,Rating,50,%,0,Attack,0,Handgun,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
0,R515A.BIN,25,Grendel,0,0,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
1,R515A.BIN,25,Grendel,0,1,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
2,R515A.BIN,25,Grendel,0,2,-1,None,0,None,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Boulder Throw,-1,None,0
3,R515A.BIN,25,Grendel,0,3,-1,None,0,None,0,Attack,1,Fist of Grendel,-1,None,0,0,Attack,1,Boulder Throw,-1,None,0
4,R515A.BIN,25,Grendel,1,0,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Boulder Throw,-1,None,0
5,R515A.BIN,25,Grendel,1,1,-1,None,0,None,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Boulder Throw,-1,None,0
6,R515A.BIN,25,Grendel,1,2,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
7,R515A.BIN,25,Grendel,1,3,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
8,R515A.BIN,25,Grendel,2,0,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
9,R515A.BIN,25,Grendel,2,1,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Boulder Throw,-1,None,0
10,R515A.BIN,25,Grendel,2,2,-1,None,0,None,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Boulder Throw,-1,None,0
11,R515A.BIN,25,Grendel,2,3,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
12,R515A.BIN,25,Grendel,3,0,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
13,R515A.BIN,25,Grendel,3,1,-1,None,0,None,0,Attack,1,Fist of Grendel,-1,None,0,0,Attack,1,Boulder Throw,-1,None,0
14,R515A.BIN,25,Grendel,3,2,-1,None,0,None,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Boulder Throw,-1,None,0
15,R515A.BIN,25,Grendel,3,3,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
16,R515A.BIN,25,Grendel,4,0,-1,None,0,None,4,Nothing,-1,None,1,Target Lost,0,4,Nothing,-1,None,1,Target Lost,0
17,R515A.BIN,25,Grendel,4,1,-1,None,0,None,0,Attack,1,Fist of Grendel,-1,None,0,0,Attack,1,Boulder Throw,-1,None,0
18,R515A.BIN,25,Grendel,4,2,-1,None,0,None,4,Nothing,-1,None,1,Target Lost,0,4,Nothing,-1,None,1,Target Lost,0
19,R515A.BIN,25,Grendel,4,3,-1,None,0,None,0,Attack,1,Fist of Grendel,-1,None,0,0,Attack,1,Boulder Throw,-1,None,0
20,R515A.BIN,25,Grendel,5,0,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
21,R515A.BIN,25,Grendel,5,1,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
22,R515A.BIN,25,Grendel,5,2,-1,None,0,None,0,Attack,2,Fist of Grendel,-1,None,0,0,Attack,2,Boulder Throw,-1,None,0
23,R515A.BIN,25,Grendel,5,3,-1,None,0,None,0,Attack,1,Fist of Grendel,-1,None,0,0,Attack,1,Boulder Throw,-1,None,0
24,R515A.BIN,25,Grendel,6,0,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
25,R515A.BIN,25,Grendel,6,1,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
26,R515A.BIN,25,Grendel,6,2,3,Rating,80,%,0,Attack,0,Fist of Grendel,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
27,R515A.BIN,25,Grendel,6,3,4,ES Previous Task Type =,0,Attack,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Boulder Throw,-1,None,0
28,R515A.BIN,25,Grendel,7,0,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
29,R515A.BIN,25,Grendel,7,1,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
30,R515A.BIN,25,Grendel,7,2,-1,None,0,None,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Boulder Throw,-1,None,0
31,R515A.BIN,25,Grendel,7,3,-1,None,0,None,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Boulder Throw,-1,None,0
32,R515A.BIN,25,Grendel,8,0,-1,None,0,None,4,Nothing,-1,None,1,Target Lost,0,4,Nothing,-1,None,1,Target Lost,0
33,R515A.BIN,25,Grendel,8,1,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
34,R515A.BIN,25,Grendel,8,2,-1,None,0,None,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Boulder Throw,-1,None,0
35,R515A.BIN,25,Grendel,8,3,0,PS HP ≤,50,%,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Boulder Throw,-1,None,0
36,R515A.BIN,25,Grendel,9,0,-1,None,0,None,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
37,R515A.BIN,25,Grendel,9,1,9,PS Phase Actions ≥ 2 or Used S-Cannon?,0,None,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Boulder Throw,-1,None,0
38,R515A.BIN,25,Grendel,9,2,-1,None,0,None,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Boulder Throw,-1,None,0
39,R515A.BIN,25,Grendel,9,3,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
0,R518A.BIN,4,Valuan Gunboat,0,0,-1,None,0,None,0,Attack,0,Large Cannon,-1,None,0,0,Attack,0,Heavy Subcannon,-1,None,0
1,R518A.BIN,4,Valuan Gunboat,0,1,3,Rating,80,%,0,Attack,1,Large Cannon,-1,None,1,4,Nothing,0,None,0,Awaiting Orders,0
2,R518A.BIN,4,Valuan Gunboat,0,2,-1,None,0,None,0,Attack,0,Large Cannon,-1,None,0,0,Attack,-1,None,-1,None,0
3,R518A.BIN,4,Valuan Gunboat,0,3,3,Rating,50,%,0,Attack,1,Large Cannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
4,R518A.BIN,4,Valuan Gunboat,1,0,-1,None,0,None,0,Attack,2,Large Cannon,-1,None,1,0,Attack,0,Heavy Subcannon,-1,None,0
5,R518A.BIN,4,Valuan Gunboat,1,1,3,Rating,80,%,0,Attack,0,Large Cannon,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
6,R518A.BIN,4,Valuan Gunboat,1,2,3,Rating,50,%,0,Attack,1,Large Cannon,-1,None,2,4,Nothing,-1,None,0,Awaiting Orders,0
7,R518A.BIN,4,Valuan Gunboat,1,3,-1,None,0,None,0,Attack,0,Large Cannon,-1,None,0,0,Attack,0,Heavy Subcannon,-1,None,0
8,R518A.BIN,4,Valuan Gunboat,2,0,3,Rating,80,%,0,Attack,2,Large Cannon,-1,None,3,2,Focus,-1,None,0,Focus,0
9,R518A.BIN,4,Valuan Gunboat,2,1,3,Rating,30,%,0,Attack,1,Large Cannon,-1,None,1,3,Guard,0,None,0,Evasive Action,0
10,R518A.BIN,4,Valuan Gunboat,2,2,-1,None,0,None,0,Attack,0,Large Cannon,-1,None,0,0,Attack,0,Heavy Subcannon,-1,None,0
11,R518A.BIN,4,Valuan Gunboat,2,3,3,Rating,30,%,0,Attack,1,Large Cannon,-1,None,0,0,Attack,0,Heavy Subcannon,-1,None,0
12,R518A.BIN,4,Valuan Gunboat,3,0,-1,None,0,None,0,Attack,2,Large Cannon,-1,None,1,0,Attack,-1,None,-1,None,0
13,R518A.BIN,4,Valuan Gunboat,3,1,-1,None,0,None,0,Attack,2,Large Cannon,-1,None,2,0,Attack,-1,None,-1,None,0
14,R518A.BIN,4,Valuan Gunboat,3,2,3,Rating,50,%,0,Attack,0,Large Cannon,-1,None,0,2,Focus,0,None,-1,None,0
15,R518A.BIN,4,Valuan Gunboat,3,3,3,Rating,30,%,0,Attack,1,Large Cannon,-1,None,0,0,Attack,0,Heavy Subcannon,-1,None,0
0,R519A.BIN,38,Fortress Gates,0,0,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
1,R519A.BIN,38,Fortress Gates,0,1,-1,None,0,None,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,-,-1,None,0
2,R519A.BIN,38,Fortress Gates,0,2,-1,None,0,None,0,Attack,0,Small Cannon,-1,None,0,0,Attack,0,-,-1,None,0
3,R519A.BIN,38,Fortress Gates,0,3,-1,None,0,None,0,Attack,0,Small Cannon,-1,None,0,0,Attack,0,-,-1,None,0
0,R520A.BIN,9,Gregorio Cruiser,0,0,-1,None,0,None,0,Attack,0,Main Cannon,-1,None,0,-1,None,-1,None,-1,None,0
1,R520A.BIN,9,Gregorio Cruiser,0,1,3,Rating,25,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragmentation ,-1,None,1
2,R520A.BIN,9,Gregorio Cruiser,0,2,-1,None,0,None,0,Attack,0,Main Cannon,-1,None,0,-1,None,-1,None,-1,None,0
3,R520A.BIN,9,Gregorio Cruiser,0,3,3,Rating,20,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragmentation ,-1,None,0
4,R520A.BIN,9,Gregorio Cruiser,1,0,-1,None,0,None,0,Attack,1,Main Cannon,-1,None,0,-1,None,-1,None,-1,None,0
5,R520A.BIN,9,Gregorio Cruiser,1,1,3,Rating,50,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragmentation ,-1,None,1
6,R520A.BIN,9,Gregorio Cruiser,1,2,-1,None,0,None,0,Attack,0,Main Cannon,-1,None,0,-1,None,-1,None,-1,None,0
7,R520A.BIN,9,Gregorio Cruiser,1,3,3,Rating,30,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragmentation ,-1,None,0
0,R521A.BIN,10,Gregorio Gunboat,0,0,-1,None,0,None,3,Guard,-1,None,-1,None,0,0,Attack,0,Fragmenter Gun,-1,None,0
1,R521A.BIN,10,Gregorio Gunboat,0,1,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,0,Attack,0,Fragmenter Gun,-1,None,0
2,R521A.BIN,10,Gregorio Gunboat,0,2,-1,None,0,None,0,Attack,0,Main Cannon,-1,None,0,0,Attack,0,Fragmenter Gun,-1,None,0
3,R521A.BIN,10,Gregorio Gunboat,0,3,-1,None,0,None,0,Attack,1,Main Cannon,-1,None,0,0,Attack,0,Fragmenter Gun,-1,None,0
4,R521A.BIN,10,Gregorio Gunboat,1,0,-1,None,0,None,0,Attack,1,Main Cannon,-1,None,3,0,Attack,0,Fragmenter Gun,-1,None,0
5,R521A.BIN,10,Gregorio Gunboat,1,1,-1,None,0,None,0,Attack,2,Main Cannon,-1,None,2,0,Attack,0,Fragmenter Gun,-1,None,0
6,R521A.BIN,10,Gregorio Gunboat,1,2,-1,None,0,None,3,Guard,-1,None,-1,None,0,0,Attack,0,Fragmenter Gun,-1,None,0
7,R521A.BIN,10,Gregorio Gunboat,1,3,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,0,Attack,0,Fragmenter Gun,-1,None,0
8,R521A.BIN,10,Gregorio Gunboat,2,0,-1,None,0,None,4,Nothing,-1,None,1,Target Lost,0,0,Attack,0,Fragmenter Gun,-1,None,0
9,R521A.BIN,10,Gregorio Gunboat,2,1,-1,None,0,None,2,Focus,-1,None,1,Taking Aim,0,0,Attack,0,Fragmenter Gun,-1,None,0
10,R521A.BIN,10,Gregorio Gunboat,2,2,-1,None,0,None,0,Attack,0,Main Cannon,-1,None,0,0,Attack,0,Fragmenter Gun,-1,None,0
11,R521A.BIN,10,Gregorio Gunboat,2,3,-1,None,0,None,0,Attack,1,Main Cannon,-1,None,3,0,Attack,0,Fragmenter Gun,-1,None,0
12,R521A.BIN,10,Gregorio Gunboat,3,0,-1,None,0,None,0,Attack,0,Main Cannon,-1,None,0,0,Attack,0,Fragmenter Gun,-1,None,0
13,R521A.BIN,10,Gregorio Gunboat,3,1,-1,None,0,None,0,Attack,2,Main Cannon,-1,None,3,0,Attack,0,Fragmenter Gun,-1,None,0
14,R521A.BIN,10,Gregorio Gunboat,3,2,-1,None,0,None,0,Attack,1,Main Cannon,-1,None,1,0,Attack,0,Fragmenter Gun,-1,None,0
15,R521A.BIN,10,Gregorio Gunboat,3,3,-1,None,0,None,3,Guard,-1,None,-1,None,0,0,Attack,0,Fragmenter Gun,-1,None,0
0,R522A.BIN,16,Auriga,0,0,3,Rating,20,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,2,Fragment Gun,-1,None,2
1,R522A.BIN,16,Auriga,0,1,3,Rating,60,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,0,Fragment Gun,-1,None,0
2,R522A.BIN,16,Auriga,0,2,3,Rating,80,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragment Gun,-1,None,1
3,R522A.BIN,16,Auriga,0,3,3,Rating,10,%,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,0,Focus,0
4,R522A.BIN,16,Auriga,1,0,-1,None,0,None,3,Guard,-1,None,0,Evasive Action,0,3,Guard,-1,None,0,Evasive Action,0
5,R522A.BIN,16,Auriga,1,1,3,Rating,35,%,0,Attack,0,AP Cannon,-1,None,0,0,Attack,1,Fragment Gun,-1,None,3
6,R522A.BIN,16,Auriga,1,2,-1,None,0,None,3,Guard,-1,None,0,Evasive Action,0,3,Guard,-1,None,0,Evasive Action,0
7,R522A.BIN,16,Auriga,1,3,3,Rating,70,%,0,Attack,0,AP Cannon,-1,None,0,2,Focus,-1,None,0,Focus,0
8,R522A.BIN,16,Auriga,2,0,3,Rating,40,%,4,Nothing,-1,None,0,Awaiting Orders,0,0,Attack,0,Fragment Gun,-1,None,0
9,R522A.BIN,16,Auriga,2,1,-1,None,0,None,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
10,R522A.BIN,16,Auriga,2,2,-1,None,0,None,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
11,R522A.BIN,16,Auriga,2,3,6,PS Has Quickened in Same Turn?,0,None,4,Nothing,0,None,3,Hull Ram,0,0,Attack,3,Fragment Gun,-1,None,0
12,R522A.BIN,16,Auriga,3,0,3,Rating,20,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,2,Fragment Gun,-1,None,2
13,R522A.BIN,16,Auriga,3,1,3,Rating,80,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragment Gun,-1,None,3
14,R522A.BIN,16,Auriga,3,2,3,Rating,10,%,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,0,Focus,0
15,R522A.BIN,16,Auriga,3,3,3,Rating,60,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,0,Fragment Gun,-1,None,0
16,R522A.BIN,16,Auriga,4,0,3,Rating,20,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragment Gun,-1,None,3
17,R522A.BIN,16,Auriga,4,1,3,Rating,20,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,2,Fragment Gun,-1,None,2
18,R522A.BIN,16,Auriga,4,2,3,Rating,10,%,3,Guard,-1,None,0,Evasive Action,0,0,Attack,0,Fragment Gun,-1,None,0
