Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value,[Str Data]
1115,0x36282c,14,Shift_JIS,The Judgement,"""The Judgement"""
1116,0x36283c,11,Shift_JIS,Gunslinger,"""Gunslinger"""
1117,0x362848,12,Shift_JIS,The Claudia,"""The Claudia"""
1118,0x362854,14,Shift_JIS,Counterstrike,"""Counterstrike"""
1119,0x362864,13,Shift_JIS,Skull Shield,"""Skull Shield"""
1120,0x362874,13,Shift_JIS,Delta Shield,"""Delta Shield"""
1121,0x362884,15,Shift_JIS,Epsilon Mirror,"""Epsilon Mirror"""
1122,0x362894,15,Shift_JIS,Lunar Blessing,"""Lunar Blessing"""
1123,0x3628a4,16,Shift_JIS,Lunar Cleansing,"""Lunar Cleansing"""
1124,0x3628b4,12,Shift_JIS,Lunar Light,"""Lunar Light"""
1125,0x3628c0,14,Shift_JIS,Spirit Charge,"""Spirit Charge"""
1126,0x3628d0,15,Shift_JIS,Justice Shield,"""Justice Shield"""
1127,0x3628e0,15,Shift_JIS,Aura of Denial,"""Aura of Denial"""
1128,0x3628f0,12,Shift_JIS,Blue Rogues,"""Blue Rogues"""
1129,0x3628fc,9,Shift_JIS,Prophecy,"""Prophecy"""
1130,0x362908,8,Shift_JIS,Cutlass,"""Cutlass"""
1131,0x362910,15,Shift_JIS,Pirate Cutlass,"""Pirate Cutlass"""
1132,0x362920,12,Shift_JIS,Sky Cutlass,"""Sky Cutlass"""
1133,0x36292c,16,Shift_JIS,Admiral Cutlass,"""Admiral Cutlass"""
1134,0x36293c,15,Shift_JIS,Assassin Blade,"""Assassin Blade"""
1135,0x36294c,16,Shift_JIS,Thunder Cutlass,"""Thunder Cutlass"""
1136,0x36295c,12,Shift_JIS,Iron-cutter,"""Iron-cutter"""
1137,0x362968,13,Shift_JIS,Nasr Cutlass,"""Nasr Cutlass"""
1138,0x362978,16,Shift_JIS,Sword of Daccat,"""Sword of Daccat"""
1139,0x362988,15,Shift_JIS,Hunter's Sword,"""Hunter's Sword"""
1140,0x362998,12,Shift_JIS,Stonecutter,"""Stonecutter"""
1141,0x3629a4,14,Shift_JIS,Dream Cutlass,"""Dream Cutlass"""
1142,0x3629b4,11,Shift_JIS,Windslicer,"""Windslicer"""
1143,0x3629c0,13,Shift_JIS,Vorlik Blade,"""Vorlik Blade"""
1144,0x3629d0,13,Shift_JIS,Suiran Blade,"""Suiran Blade"""
1145,0x3629e0,11,Shift_JIS,Soul Sword,"""Soul Sword"""
1146,0x3629ec,10,Shift_JIS,Boomerang,"""Boomerang"""
1147,0x3629f8,8,Shift_JIS,Skywing,"""Skywing"""
1148,0x362a00,11,Shift_JIS,Scout Wing,"""Scout Wing"""
1149,0x362a0c,13,Shift_JIS,Ice Splitter,"""Ice Splitter"""
1150,0x362a1c,17,Shift_JIS,Leather Crescent,"""Leather Crescent"""
1151,0x362a30,15,Shift_JIS,Throwing Blade,"""Throwing Blade"""
1152,0x362a40,12,Shift_JIS,Hunting Arc,"""Hunting Arc"""
1153,0x362a4c,10,Shift_JIS,Valuarang,"""Valuarang"""
1154,0x362a58,9,Shift_JIS,Yin Wing,"""Yin Wing"""
1155,0x362a64,12,Shift_JIS,Dancing Arc,"""Dancing Arc"""
1156,0x362a70,13,Shift_JIS,Wing of Hope,"""Wing of Hope"""
1157,0x362a80,11,Shift_JIS,Storm Wing,"""Storm Wing"""
1158,0x362a8c,10,Shift_JIS,Moon Wing,"""Moon Wing"""
1159,0x362a98,11,Shift_JIS,Hydra Wing,"""Hydra Wing"""
1160,0x362aa4,13,Shift_JIS,Grendel Wing,"""Grendel Wing"""
1161,0x362ab4,14,Shift_JIS,Flutter Blade,"""Flutter Blade"""
1162,0x362ac4,6,Shift_JIS,Cupil,"""Cupil"""
1163,0x362acc,12,Shift_JIS,Cupil Lance,"""Cupil Lance"""
1164,0x362ad8,11,Shift_JIS,Cupil Star,"""Cupil Star"""
1165,0x362ae4,9,Shift_JIS,Cupicone,"""Cupicone"""
1166,0x362af0,12,Shift_JIS,Cupil Spear,"""Cupil Spear"""
1167,0x362afc,12,Shift_JIS,Cupil Blade,"""Cupil Blade"""
1168,0x362b08,12,Shift_JIS,Cupil Sword,"""Cupil Sword"""
1169,0x362b14,14,Shift_JIS,Cupil Cutlass,"""Cupil Cutlass"""
1170,0x362b24,15,Shift_JIS,Cupil Claymore,"""Cupil Claymore"""
1171,0x362b34,13,Shift_JIS,Cupil Cannon,"""Cupil Cannon"""
1172,0x362b44,12,Shift_JIS,Cupil Spike,"""Cupil Spike"""
1173,0x362b50,13,Shift_JIS,Cupil Weight,"""Cupil Weight"""
1174,0x362b60,10,Shift_JIS,Cupil Pan,"""Cupil Pan"""
1175,0x362b6c,11,Shift_JIS,Cupil Club,"""Cupil Club"""
1176,0x362b78,13,Shift_JIS,Cupil Hammer,"""Cupil Hammer"""
1177,0x362b88,12,Shift_JIS,Final Cupil,"""Final Cupil"""
1178,0x362b94,15,Shift_JIS,Artificial Arm,"""Artificial Arm"""
1179,0x362ba4,10,Shift_JIS,Hook Hand,"""Hook Hand"""
1180,0x362bb0,10,Shift_JIS,Mace Hand,"""Mace Hand"""
1181,0x362bbc,11,Shift_JIS,Mining Arm,"""Mining Arm"""
1182,0x362bc8,11,Shift_JIS,Dragon Arm,"""Dragon Arm"""
1183,0x362bd4,10,Shift_JIS,Beak Hand,"""Beak Hand"""
1184,0x362be0,14,Shift_JIS,De Loco Drill,"""De Loco Drill"""
1185,0x362bf0,15,Shift_JIS,Excavation Arm,"""Excavation Arm"""
1186,0x362c00,9,Shift_JIS,Ruin Arm,"""Ruin Arm"""
1187,0x362c0c,11,Shift_JIS,Silver Arm,"""Silver Arm"""
1188,0x362c18,7,Shift_JIS,Rapier,"""Rapier"""
1189,0x362c20,11,Shift_JIS,Stoneblade,"""Stoneblade"""
1190,0x362c2c,15,Shift_JIS,Imperial Blade,"""Imperial Blade"""
1191,0x362c3c,15,Shift_JIS,Serpent Strike,"""Serpent Strike"""
1192,0x362c4c,11,Shift_JIS,Frostblade,"""Frostblade"""
1193,0x362c58,17,Shift_JIS,Blade of Slumber,"""Blade of Slumber"""
1194,0x362c6c,13,Shift_JIS,Gilder's Own,"""Gilder's Own"""
1195,0x362c7c,12,Shift_JIS,Nasr Pistol,"""Nasr Pistol"""
1196,0x362c88,17,Shift_JIS,Warrior's Pistol,"""Warrior's Pistol"""
1197,0x362c9c,14,Shift_JIS,Valuan Pistol,"""Valuan Pistol"""
1198,0x362cac,13,Shift_JIS,Marksman Gun,"""Marksman Gun"""
1199,0x362cbc,14,Shift_JIS,Daccat Custom,"""Daccat Custom"""
1200,0x362ccc,15,Shift_JIS,Gilder Special,"""Gilder Special"""
1201,0x362cdc,13,Shift_JIS,Tuna Cutlass,"""Tuna Cutlass"""
1202,0x362cec,12,Shift_JIS,Swirlmerang,"""Swirlmerang"""
1203,0x362cf8,11,Shift_JIS,ダミー武器,"""\x83_\x83~\x81[\x95\x90\x8A\xED"""
1204,0x362d04,15,Shift_JIS,Vyse's Uniform,"""Vyse's Uniform"""
1205,0x362d14,14,Shift_JIS,Aika's Shorts,"""Aika's Shorts"""
1206,0x362d24,12,Shift_JIS,Fina's Robe,"""Fina's Robe"""
1207,0x362d30,16,Shift_JIS,Drachma's Shirt,"""Drachma's Shirt"""
1208,0x362d40,15,Shift_JIS,Enrique's Coat,"""Enrique's Coat"""
1209,0x362d50,14,Shift_JIS,Gilder's Mail,"""Gilder's Mail"""
1210,0x362d60,11,Shift_JIS,Light Robe,"""Light Robe"""
1211,0x362d6c,15,Shift_JIS,Valuan Uniform,"""Valuan Uniform"""
1212,0x362d7c,15,Shift_JIS,Sailor Uniform,"""Sailor Uniform"""
1213,0x362d8c,13,Shift_JIS,Mystic Dress,"""Mystic Dress"""
1214,0x362d9c,13,Shift_JIS,Valuan Armor,"""Valuan Armor"""
1215,0x362dac,10,Shift_JIS,Elastamor,"""Elastamor"""
1216,0x362db8,9,Shift_JIS,Raincoat,"""Raincoat"""
1217,0x362dc4,13,Shift_JIS,Nasrean Mail,"""Nasrean Mail"""
1218,0x362dd4,14,Shift_JIS,Ceramic Armor,"""Ceramic Armor"""
1219,0x362de4,11,Shift_JIS,Agile Robe,"""Agile Robe"""
1220,0x362df0,17,Shift_JIS,Miner's Overalls,"""Miner's Overalls"""
1221,0x362e04,11,Shift_JIS,Fiber Robe,"""Fiber Robe"""
1222,0x362e10,13,Shift_JIS,Golden Armor,"""Golden Armor"""
1223,0x362e20,16,Shift_JIS,Ixa'takan Armor,"""Ixa'takan Armor"""
1224,0x362e30,14,Shift_JIS,Naval Uniform,"""Naval Uniform"""
1225,0x362e40,13,Shift_JIS,Nasr Uniform,"""Nasr Uniform"""
1226,0x362e50,14,Shift_JIS,Caravan Armor,"""Caravan Armor"""
1227,0x362e60,10,Shift_JIS,Holy Robe,"""Holy Robe"""
1228,0x362e6c,15,Shift_JIS,Daccat's Tunic,"""Daccat's Tunic"""
1229,0x362e7c,17,Shift_JIS,Battleworn Armor,"""Battleworn Armor"""
1230,0x362e90,13,Shift_JIS,Miracle Robe,"""Miracle Robe"""
1231,0x362ea0,11,Shift_JIS,Scale Mail,"""Scale Mail"""
1232,0x362eac,14,Shift_JIS,Soranchu Robe,"""Soranchu Robe"""
1233,0x362ebc,10,Shift_JIS,Long Robe,"""Long Robe"""
1234,0x362ec8,16,Shift_JIS,Captain's Cloak,"""Captain's Cloak"""
1235,0x362ed8,13,Shift_JIS,Blessed Robe,"""Blessed Robe"""
1236,0x362ee8,15,Shift_JIS,Insulated Mail,"""Insulated Mail"""
1237,0x362ef8,16,Shift_JIS,Vengeance Armor,"""Vengeance Armor"""
1238,0x362f08,12,Shift_JIS,Swift Dress,"""Swift Dress"""
1239,0x362f14,10,Shift_JIS,Gaia Cape,"""Gaia Cape"""
1240,0x362f20,14,Shift_JIS,Robe of Faith,"""Robe of Faith"""
1241,0x362f30,13,Shift_JIS,Plated Armor,"""Plated Armor"""
1242,0x362f40,14,Shift_JIS,Robe of Truth,"""Robe of Truth"""
1243,0x362f50,15,Shift_JIS,Berzerker Mail,"""Berzerker Mail"""
1244,0x362f60,12,Shift_JIS,Light Dress,"""Light Dress"""
1245,0x362f6c,11,Shift_JIS,Focus Robe,"""Focus Robe"""
1246,0x362f78,17,Shift_JIS,Nasr Combat Mail,"""Nasr Combat Mail"""
1247,0x362f8c,14,Shift_JIS,De Loco Armor,"""De Loco Armor"""
1248,0x362f9c,15,Shift_JIS,Maiden's Armor,"""Maiden's Armor"""
1249,0x362fac,12,Shift_JIS,Heavy Armor,"""Heavy Armor"""
1250,0x362fb8,13,Shift_JIS,Ancient Robe,"""Ancient Robe"""
1251,0x362fc8,13,Shift_JIS,De Loco Mail,"""De Loco Mail"""
1252,0x362fd8,15,Shift_JIS,Daccat's Armor,"""Daccat's Armor"""
1253,0x362fe8,11,Shift_JIS,Moss Armor,"""Moss Armor"""
1254,0x362ff4,15,Shift_JIS,Moonlight Robe,"""Moonlight Robe"""
1255,0x363004,13,Shift_JIS,Silver Armor,"""Silver Armor"""
1256,0x363014,13,Shift_JIS,Victory Mail,"""Victory Mail"""
1257,0x363024,13,Shift_JIS,Flame Mantle,"""Flame Mantle"""
1258,0x363034,13,Shift_JIS,Female Armor,"""Female Armor"""
1259,0x363044,11,Shift_JIS,Ghost Mail,"""Ghost Mail"""
1260,0x363050,11,Shift_JIS,Light Coat,"""Light Coat"""
1261,0x36305c,11,Shift_JIS,Fiber Mail,"""Fiber Mail"""
1262,0x363068,10,Shift_JIS,Moon Robe,"""Moon Robe"""
1263,0x363074,11,Shift_JIS,ダミー防具,"""\x83_\x83~\x81[\x96h\x8B\xEF"""
1264,0x363080,14,Shift_JIS,Gemstone Ring,"""Gemstone Ring"""
1265,0x363090,15,Shift_JIS,Prophet's Sand,"""Prophet's Sand"""
1266,0x3630a0,16,Shift_JIS,Meditation Ring,"""Meditation Ring"""
1267,0x3630b0,14,Shift_JIS,Moondust Ring,"""Moondust Ring"""
1268,0x3630c0,13,Shift_JIS,Lover's Ring,"""Lover's Ring"""
1269,0x3630d0,16,Shift_JIS,Jade Swirl Ring,"""Jade Swirl Ring"""
1270,0x3630e0,11,Shift_JIS,Cupil Ring,"""Cupil Ring"""
1271,0x3630ec,16,Shift_JIS,Warrior's Heart,"""Warrior's Heart"""
1272,0x3630fc,17,Shift_JIS,Throkryn's Scale,"""Throkryn's Scale"""
1273,0x363110,17,Shift_JIS,Thryllak's Scale,"""Thryllak's Scale"""
1274,0x363124,16,Shift_JIS,Marocca's Shell,"""Marocca's Shell"""
1275,0x363134,16,Shift_JIS,Burocca's Shell,"""Burocca's Shell"""
1276,0x363144,17,Shift_JIS,Crylhound's Claw,"""Crylhound's Claw"""
1277,0x363158,14,Shift_JIS,Hunter's Hand,"""Hunter's Hand"""
1278,0x363168,13,Shift_JIS,Thief's Aura,"""Thief's Aura"""
1279,0x363178,15,Shift_JIS,Quetya Feather,"""Quetya Feather"""
1280,0x363188,15,Shift_JIS,Vigoro's Chain,"""Vigoro's Chain"""
1281,0x363198,17,Shift_JIS,Sailor's Buckler,"""Sailor's Buckler"""
1282,0x3631ac,15,Shift_JIS,Warrior's Rune,"""Warrior's Rune"""
1283,0x3631bc,15,Shift_JIS,Ancient Bracer,"""Ancient Bracer"""
1284,0x3631cc,15,Shift_JIS,Counter Bracer,"""Counter Bracer"""
1285,0x3631dc,15,Shift_JIS,Defensive Aura,"""Defensive Aura"""
1286,0x3631ec,9,Shift_JIS,Ivy Band,"""Ivy Band"""
1287,0x3631f8,13,Shift_JIS,Silvite Ring,"""Silvite Ring"""
1288,0x363208,16,Shift_JIS,Gem of Fluidity,"""Gem of Fluidity"""
1289,0x363218,14,Shift_JIS,Wind Gem Ring,"""Wind Gem Ring"""
1290,0x363228,13,Shift_JIS,Eye of Truth,"""Eye of Truth"""
1291,0x363238,14,Shift_JIS,Revered Voice,"""Revered Voice"""
1292,0x363248,16,Shift_JIS,Everlasting Gem,"""Everlasting Gem"""
1293,0x363258,16,Shift_JIS,Behemoth's Ring,"""Behemoth's Ring"""
1294,0x363268,17,Shift_JIS,Constitution Gem,"""Constitution Gem"""
1295,0x36327c,13,Shift_JIS,Nomadic Veil,"""Nomadic Veil"""
1296,0x36328c,12,Shift_JIS,Radiant Fur,"""Radiant Fur"""
1297,0x363298,16,Shift_JIS,Sand Storm Ring,"""Sand Storm Ring"""
1298,0x3632a8,10,Shift_JIS,Skull Cap,"""Skull Cap"""
1299,0x3632b4,12,Shift_JIS,Mage's Bane,"""Mage's Bane"""
1300,0x3632c0,17,Shift_JIS,Blue Rogue Patch,"""Blue Rogue Patch"""
1301,0x3632d4,14,Shift_JIS,Assassin Ring,"""Assassin Ring"""
1302,0x3632e4,13,Shift_JIS,Stealth Ring,"""Stealth Ring"""
1303,0x3632f4,11,Shift_JIS,Dhabu Hide,"""Dhabu Hide"""
1304,0x363300,13,Shift_JIS,Ominous Mask,"""Ominous Mask"""
1305,0x363310,13,Shift_JIS,Flash Ribbon,"""Flash Ribbon"""
1306,0x363320,16,Shift_JIS,The Unseen Hand,"""The Unseen Hand"""
1307,0x363330,16,Shift_JIS,Crescent Amulet,"""Crescent Amulet"""
1308,0x363340,16,Shift_JIS,Skyseer Goggles,"""Skyseer Goggles"""
1309,0x363350,16,Shift_JIS,Nocturnal Sight,"""Nocturnal Sight"""
1310,0x363360,16,Shift_JIS,Critical Vision,"""Critical Vision"""
1311,0x363370,14,Shift_JIS,Gem of Purity,"""Gem of Purity"""
1312,0x363380,16,Shift_JIS,Shard of Purity,"""Shard of Purity"""
1313,0x363390,13,Shift_JIS,Fortune Ring,"""Fortune Ring"""
1314,0x3633a0,10,Shift_JIS,Black Map,"""Black Map"""
1315,0x3633ac,10,Shift_JIS,White Map,"""White Map"""
1316,0x3633b8,14,Shift_JIS,Captain's Hat,"""Captain's Hat"""
1317,0x3633c8,12,Shift_JIS,Mesh Tights,"""Mesh Tights"""
1318,0x3633d4,15,Shift_JIS,Black Eyepatch,"""Black Eyepatch"""
1319,0x3633e4,12,Shift_JIS,Silver Veil,"""Silver Veil"""
1320,0x3633f0,15,Shift_JIS,Imperial Crest,"""Imperial Crest"""
1321,0x363400,16,Shift_JIS,Gilder's Amulet,"""Gilder's Amulet"""
1322,0x363410,17,Shift_JIS,Valuan Medallion,"""Valuan Medallion"""
1323,0x363424,14,Shift_JIS,Immunity Ring,"""Immunity Ring"""
1324,0x363434,12,Shift_JIS,Thermo Ring,"""Thermo Ring"""
1325,0x363440,12,Shift_JIS,Slayer Ring,"""Slayer Ring"""
1326,0x36344c,12,Shift_JIS,Chance Ring,"""Chance Ring"""
1327,0x363458,17,Shift_JIS,ダミーアクセサリ,"""\x83_\x83~\x81[\x83A\x83N\x83Z\x83T\x83\x8A"""
1328,0x36346c,14,Shift_JIS,Sacri Crystal,"""Sacri Crystal"""
1329,0x36347c,15,Shift_JIS,Sacres Crystal,"""Sacres Crystal"""
1330,0x36348c,15,Shift_JIS,Sacrum Crystal,"""Sacrum Crystal"""
1331,0x36349c,17,Shift_JIS,Sacrulen Crystal,"""Sacrulen Crystal"""
1332,0x3634b0,14,Shift_JIS,Magic Droplet,"""Magic Droplet"""
1333,0x3634c0,10,Shift_JIS,Magic Dew,"""Magic Dew"""
1334,0x3634cc,14,Shift_JIS,Aura of Valor,"""Aura of Valor"""
1335,0x3634dc,13,Shift_JIS,Soul Crystal,"""Soul Crystal"""
1336,0x3634ec,14,Shift_JIS,Unholy Dagger,"""Unholy Dagger"""
1337,0x3634fc,14,Shift_JIS,Curia Crystal,"""Curia Crystal"""
1338,0x36350c,14,Shift_JIS,Risan Crystal,"""Risan Crystal"""
1339,0x36351c,16,Shift_JIS,Riselem Crystal,"""Riselem Crystal"""
1340,0x36352c,15,Shift_JIS,Glyph of Might,"""Glyph of Might"""
1341,0x36353c,15,Shift_JIS,Glyph of Speed,"""Glyph of Speed"""
1342,0x36354c,14,Shift_JIS,Healing Salve,"""Healing Salve"""
1343,0x36355c,17,Shift_JIS,Chalice of Blood,"""Chalice of Blood"""
1344,0x363570,13,Shift_JIS,Windsong Orb,"""Windsong Orb"""
1345,0x363580,11,Shift_JIS,Winter Orb,"""Winter Orb"""
1346,0x36358c,10,Shift_JIS,Moonberry,"""Moonberry"""
1347,0x363598,5,Shift_JIS,Cham,"""Cham"""
1348,0x3635a0,13,Shift_JIS,Paranta Seed,"""Paranta Seed"""
1349,0x3635b0,10,Shift_JIS,Icyl Seed,"""Icyl Seed"""
1350,0x3635bc,10,Shift_JIS,Zaal Seed,"""Zaal Seed"""
1351,0x3635c8,11,Shift_JIS,Dexus Seed,"""Dexus Seed"""
1352,0x3635d4,11,Shift_JIS,Sylph Seed,"""Sylph Seed"""
1353,0x3635e0,11,Shift_JIS,Vidal Seed,"""Vidal Seed"""
1354,0x3635ec,11,Shift_JIS,Magus Seed,"""Magus Seed"""
1355,0x3635f8,9,Shift_JIS,Pyri Box,"""Pyri Box"""
1356,0x363604,10,Shift_JIS,Pyrum Box,"""Pyrum Box"""
1357,0x363610,14,Shift_JIS,Crystales Box,"""Crystales Box"""
1358,0x363620,14,Shift_JIS,Crystalen Box,"""Crystalen Box"""
1359,0x363630,11,Shift_JIS,Wevles Box,"""Wevles Box"""
1360,0x36363c,11,Shift_JIS,Wevlen Box,"""Wevlen Box"""
1361,0x363648,12,Shift_JIS,Electri Box,"""Electri Box"""
1362,0x363654,13,Shift_JIS,Electrum Box,"""Electrum Box"""
1363,0x363664,10,Shift_JIS,Sacri Box,"""Sacri Box"""
1364,0x363670,13,Shift_JIS,Sacrulen Box,"""Sacrulen Box"""
1365,0x363680,12,Shift_JIS,Riselem Box,"""Riselem Box"""
1366,0x36368c,12,Shift_JIS,Sylenis Box,"""Sylenis Box"""
1367,0x363698,11,Shift_JIS,Panika Box,"""Panika Box"""
1368,0x3636a4,10,Shift_JIS,Driln Box,"""Driln Box"""
1369,0x3636b0,12,Shift_JIS,Slipara Box,"""Slipara Box"""
1370,0x3636bc,12,Shift_JIS,Eternum Box,"""Eternum Box"""
1371,0x3636c8,17,Shift_JIS,Rune of Ill Omen,"""Rune of Ill Omen"""
1372,0x3636dc,12,Shift_JIS,Golden Mask,"""Golden Mask"""
1373,0x3636e8,11,Shift_JIS,Sky Sardis,"""Sky Sardis"""
1374,0x3636f4,11,Shift_JIS,Red Sardis,"""Red Sardis"""
1375,0x363700,12,Shift_JIS,Flying Fish,"""Flying Fish"""
1376,0x36370c,15,Shift_JIS,Spiked Sunfish,"""Spiked Sunfish"""
1377,0x36371c,12,Shift_JIS,Abirik Cham,"""Abirik Cham"""
1378,0x363728,5,Shift_JIS,Chom,"""Chom"""
1379,0x363730,12,Shift_JIS,Gold Pollen,"""Gold Pollen"""
1380,0x36373c,9,Shift_JIS,Ilchymix,"""Ilchymix"""
1381,0x363748,16,Shift_JIS,Orb of Serenity,"""Orb of Serenity"""
1382,0x363758,13,Shift_JIS,Kabal Skewer,"""Kabal Skewer"""
1383,0x363768,13,Shift_JIS,Mom's Skewer,"""Mom's Skewer"""
1384,0x363778,9,Shift_JIS,Tropica ,"""Tropica """
1385,0x363784,14,Shift_JIS,Urala's Lunch,"""Urala's Lunch"""
1386,0x363794,14,Shift_JIS,Polly Special,"""Polly Special"""
1387,0x3637a4,14,Shift_JIS,Magillex Idol,"""Magillex Idol"""
1388,0x3637b4,12,Shift_JIS,Pharax Idol,"""Pharax Idol"""
1389,0x3637c0,13,Shift_JIS,Euconyx Idol,"""Euconyx Idol"""
1390,0x3637d0,7,Shift_JIS,ダミー,"""\x83_\x83~\x81["""
1391,0x3637d8,12,Shift_JIS,Drajik Fish,"""Drajik Fish"""
1392,0x3637e4,9,Shift_JIS,Kite Ray,"""Kite Ray"""
1393,0x3637f0,12,Shift_JIS,Stealth Ray,"""Stealth Ray"""
1394,0x3637fc,12,Shift_JIS,Spear Squid,"""Spear Squid"""
1395,0x363808,12,Shift_JIS,Drill Squid,"""Drill Squid"""
1396,0x363814,6,Shift_JIS,Grule,"""Grule"""
1397,0x36381c,14,Shift_JIS,Rainbow Grule,"""Rainbow Grule"""
1398,0x36382c,9,Shift_JIS,Moonfish,"""Moonfish"""
1399,0x363838,11,Shift_JIS,Silverfish,"""Silverfish"""
1400,0x363844,13,Shift_JIS,Romuhai Fish,"""Romuhai Fish"""
1401,0x363854,13,Shift_JIS,Hamahai Fish,"""Hamahai Fish"""
1402,0x363864,11,Shift_JIS,Nerath Eel,"""Nerath Eel"""
1403,0x363870,17,Shift_JIS,Great Nerath Eel,"""Great Nerath Eel"""
1404,0x363884,11,Shift_JIS,Red Dragon,"""Red Dragon"""
1405,0x363890,12,Shift_JIS,Gold Dragon,"""Gold Dragon"""
1406,0x36389c,14,Shift_JIS,Green Crystal,"""Green Crystal"""
1407,0x3638ac,12,Shift_JIS,Red Crystal,"""Red Crystal"""
1408,0x3638b8,15,Shift_JIS,Purple Crystal,"""Purple Crystal"""
1409,0x3638c8,13,Shift_JIS,Blue Crystal,"""Blue Crystal"""
1410,0x3638d8,15,Shift_JIS,Yellow Crystal,"""Yellow Crystal"""
1411,0x3638e8,7,Shift_JIS,銀月晶,"""\x8B\xE2\x8C\x8E\x8F\xBB"""
1412,0x3638f0,17,Shift_JIS,Green Moon Stone,"""Green Moon Stone"""
1413,0x363904,15,Shift_JIS,Red Moon Stone,"""Red Moon Stone"""
1414,0x363914,17,Shift_JIS,Purple MoonStone,"""Purple MoonStone"""
1415,0x363928,16,Shift_JIS,Blue Moon Stone,"""Blue Moon Stone"""
1416,0x363938,17,Shift_JIS,Yellow MoonStone,"""Yellow MoonStone"""
1417,0x36394c,17,Shift_JIS,Silver MoonStone,"""Silver MoonStone"""
1418,0x363960,16,Shift_JIS,Underwater Suit,"""Underwater Suit"""
1419,0x363970,17,Shift_JIS,Note in a Bottle,"""Note in a Bottle"""
1420,0x363984,16,Shift_JIS,Cannon Room Key,"""Cannon Room Key"""
1421,0x363994,16,Shift_JIS,Ship Schematics,"""Ship Schematics"""
1422,0x3639a4,14,Shift_JIS,Gonzales' Map,"""Gonzales' Map"""
1423,0x3639b4,12,Shift_JIS,Pedro's Map,"""Pedro's Map"""
1424,0x3639c0,17,Shift_JIS,アルフォンソの鍵,"""\x83A\x83\x8B\x83t\x83H\x83\x93\x83\\\x82\xCC\x8C\xAE"""
1425,0x3639d4,17,Shift_JIS,Golden Man's Eye,"""Golden Man's Eye"""
1426,0x3639e8,17,Shift_JIS,Great Bird's Eye,"""Great Bird's Eye"""
1427,0x3639fc,15,Shift_JIS,Raw Moon Stone,"""Raw Moon Stone"""
1428,0x363a0c,14,Shift_JIS,Daccat's Coin,"""Daccat's Coin"""
1429,0x363a1c,11,Shift_JIS,シシカバブ,"""\x83V\x83V\x83J\x83o\x83u"""
1430,0x363a28,6,Shift_JIS,Kabal,"""Kabal"""
1431,0x363a30,7,Shift_JIS,Gentum,"""Gentum"""
1432,0x363a38,6,Shift_JIS,Khale,"""Khale"""
1433,0x363a40,17,Shift_JIS,究極のシシカバブ,"""\x8B\x86\x8B\xC9\x82\xCC\x83V\x83V\x83J\x83o\x83u"""
1434,0x363a54,16,Shift_JIS,Valuan Passport,"""Valuan Passport"""
1435,0x363a64,16,Shift_JIS,Moon Stone Fuel,"""Moon Stone Fuel"""
1436,0x363a74,14,Shift_JIS,Clara's Purse,"""Clara's Purse"""
1437,0x363a84,17,Shift_JIS,Book of Polarity,"""Book of Polarity"""
1438,0x363a98,9,Shift_JIS,Velorium,"""Velorium"""
1439,0x363aa4,11,Shift_JIS,最終兵器３,"""\x8D\xC5\x8FI\x95\xBA\x8A\xED\x82R"""
1440,0x363ab0,11,Shift_JIS,Harbor Key,"""Harbor Key"""
1441,0x363abc,13,Shift_JIS,Magic Cannon,"""Magic Cannon"""
1442,0x363acc,6,Shift_JIS,Wages,"""Wages"""
1443,0x363ad4,12,Shift_JIS,Grapor Meat,"""Grapor Meat"""
1444,0x363ae0,16,Shift_JIS,Domingo's Title,"""Domingo's Title"""
1445,0x363af0,13,Shift_JIS,ダミークリア,"""\x83_\x83~\x81[\x83N\x83\x8A\x83A"""
1446,0x363b00,15,Shift_JIS,Vyse the Ninny,"""Vyse the Ninny"""
1447,0x363b10,16,Shift_JIS,Vyse the Coward,"""Vyse the Coward"""
1448,0x363b20,22,Shift_JIS,Vyse the Unimpressive,"""Vyse the Unimpressive"""
1449,0x363b38,20,Shift_JIS,Vyse the Blue Rogue,"""Vyse the Blue Rogue"""
1450,0x363b4c,19,Shift_JIS,Vyse the Competent,"""Vyse the Competent"""
1451,0x363b60,20,Shift_JIS,Vyse the Determined,"""Vyse the Determined"""
1452,0x363b74,19,Shift_JIS,Vyse the Respected,"""Vyse the Respected"""
1453,0x363b88,19,Shift_JIS,Vyse the Admirable,"""Vyse the Admirable"""
1454,0x363b9c,14,Shift_JIS,Vyse the Bold,"""Vyse the Bold"""
1455,0x363bac,17,Shift_JIS,Vyse the Valiant,"""Vyse the Valiant"""
1456,0x363bc0,16,Shift_JIS,Vyse the Daring,"""Vyse the Daring"""
1457,0x363bd0,17,Shift_JIS,Vyse the Dashing,"""Vyse the Dashing"""
1458,0x363be4,18,Shift_JIS,Vyse the Fearless,"""Vyse the Fearless"""
1459,0x363bf8,14,Shift_JIS,Vyse the Hero,"""Vyse the Hero"""
1460,0x363c08,21,Shift_JIS,"Vyse, King of Rogues","""Vyse, King of Rogues"""
1461,0x363c20,16,Shift_JIS,Vyse the Legend,"""Vyse the Legend"""
1462,0x363c30,17,Shift_JIS,PlShipInitParamP,"""PlShipInitParamP"""
1463,0x363c44,17,Shift_JIS,EnShipInitParamP,"""EnShipInitParamP"""
