Entry ID,EU Message ID,[Entry DE Name Pos],[Entry DE Name Size],Entry DE Name,[Entry ES Name Pos],[Entry ES Name Size],Entry ES Name,[Entry FR Name Pos],[Entry FR Name Size],Entry FR Name,[Entry GB Name Pos],[Entry GB Name Size],Entry GB Name,Sell%,EU Order 1,EU Order 2,Pad 1,Buy,Pad 2,Pad 3,[DE Descr Pos],[DE Descr Size],DE Descr Str,[ES Descr Pos],[ES Descr Size],ES Descr Str,[FR Descr Pos],[FR Descr Size],FR Descr Str,[GB Descr Pos],[GB Descr Size],GB Descr Str
372,0x8c34596c,0x1af2c,11,DUMMYCLEAR,0x1ae77,11,DUMMYCLEAR,0x1b1ad,11,DUMMYCLEAR,0x1a9e2,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15e65,9,DUMMY\\n ,0x15ca7,9,DUMMY\\n ,0x15e48,9,DUMMY\\n ,0x15a46,14,DUMMY\\n------
373,0x8c34596c,0x1af37,11,DUMMYCLEAR,0x1ae82,11,DUMMYCLEAR,0x1b1b8,11,DUMMYCLEAR,0x1a9ed,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15e6e,9,DUMMY\\n ,0x15cb0,9,DUMMY\\n ,0x15e51,9,DUMMY\\n ,0x15a54,14,DUMMY\\n------
374,0x8c34596c,0x1af42,11,DUMMYCLEAR,0x1ae8d,11,DUMMYCLEAR,0x1b1c3,11,DUMMYCLEAR,0x1a9f8,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15e77,9,DUMMY\\n ,0x15cb9,9,DUMMY\\n ,0x15e5a,9,DUMMY\\n ,0x15a62,14,DUMMY\\n------
375,0x8c34596c,0x1af4d,11,DUMMYCLEAR,0x1ae98,11,DUMMYCLEAR,0x1b1ce,11,DUMMYCLEAR,0x1aa03,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15e80,9,DUMMY\\n ,0x15cc2,9,DUMMY\\n ,0x15e63,9,DUMMY\\n ,0x15a70,14,DUMMY\\n------
376,0x8c34596c,0x1af58,11,DUMMYCLEAR,0x1aea3,11,DUMMYCLEAR,0x1b1d9,11,DUMMYCLEAR,0x1aa0e,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15e89,9,DUMMY\\n ,0x15ccb,9,DUMMY\\n ,0x15e6c,9,DUMMY\\n ,0x15a7e,14,DUMMY\\n------
377,0x8c34596c,0x1af63,11,DUMMYCLEAR,0x1aeae,11,DUMMYCLEAR,0x1b1e4,11,DUMMYCLEAR,0x1aa19,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15e92,9,DUMMY\\n ,0x15cd4,9,DUMMY\\n ,0x15e75,9,DUMMY\\n ,0x15a8c,14,DUMMY\\n------
378,0x8c34596c,0x1af6e,11,DUMMYCLEAR,0x1aeb9,11,DUMMYCLEAR,0x1b1ef,11,DUMMYCLEAR,0x1aa24,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15e9b,9,DUMMY\\n ,0x15cdd,9,DUMMY\\n ,0x15e7e,9,DUMMY\\n ,0x15a9a,14,DUMMY\\n------
379,0x8c34596c,0x1af79,11,DUMMYCLEAR,0x1aec4,11,DUMMYCLEAR,0x1b1fa,11,DUMMYCLEAR,0x1aa2f,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15ea4,9,DUMMY\\n ,0x15ce6,9,DUMMY\\n ,0x15e87,9,DUMMY\\n ,0x15aa8,14,DUMMY\\n------
380,0x8c34596c,0x1af84,11,DUMMYCLEAR,0x1aecf,11,DUMMYCLEAR,0x1b205,11,DUMMYCLEAR,0x1aa3a,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15ead,9,DUMMY\\n ,0x15cef,9,DUMMY\\n ,0x15e90,9,DUMMY\\n ,0x15ab6,14,DUMMY\\n------
381,0x8c34596c,0x1af8f,11,DUMMYCLEAR,0x1aeda,11,DUMMYCLEAR,0x1b210,11,DUMMYCLEAR,0x1aa45,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15eb6,9,DUMMY\\n ,0x15cf8,9,DUMMY\\n ,0x15e99,9,DUMMY\\n ,0x15ac4,14,DUMMY\\n------
382,0x8c34596c,0x1af9a,11,DUMMYCLEAR,0x1aee5,11,DUMMYCLEAR,0x1b21b,11,DUMMYCLEAR,0x1aa50,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15ebf,9,DUMMY\\n ,0x15d01,9,DUMMY\\n ,0x15ea2,9,DUMMY\\n ,0x15ad2,14,DUMMY\\n------
383,0x8c34596c,0x1afa5,11,DUMMYCLEAR,0x1aef0,11,DUMMYCLEAR,0x1b226,11,DUMMYCLEAR,0x1aa5b,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15ec8,9,DUMMY\\n ,0x15d0a,9,DUMMY\\n ,0x15eab,9,DUMMY\\n ,0x15ae0,14,DUMMY\\n------
384,0x8c34596c,0x1afb0,11,DUMMYCLEAR,0x1aefb,11,DUMMYCLEAR,0x1b231,11,DUMMYCLEAR,0x1aa66,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15ed1,9,DUMMY\\n ,0x15d13,9,DUMMY\\n ,0x15eb4,9,DUMMY\\n ,0x15aee,14,DUMMY\\n------
385,0x8c34596c,0x1afbb,11,DUMMYCLEAR,0x1af06,11,DUMMYCLEAR,0x1b23c,11,DUMMYCLEAR,0x1aa71,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15eda,9,DUMMY\\n ,0x15d1c,9,DUMMY\\n ,0x15ebd,9,DUMMY\\n ,0x15afc,14,DUMMY\\n------
386,0x8c34596c,0x1afc6,11,DUMMYCLEAR,0x1af11,11,DUMMYCLEAR,0x1b247,11,DUMMYCLEAR,0x1aa7c,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15ee3,9,DUMMY\\n ,0x15d25,9,DUMMY\\n ,0x15ec6,9,DUMMY\\n ,0x15b0a,14,DUMMY\\n------
387,0x8c34596c,0x1afd1,11,DUMMYCLEAR,0x1af1c,11,DUMMYCLEAR,0x1b252,11,DUMMYCLEAR,0x1aa87,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15eec,9,DUMMY\\n ,0x15d2e,9,DUMMY\\n ,0x15ecf,9,DUMMY\\n ,0x15b18,14,DUMMY\\n------
388,0x8c34596c,0x1afdc,11,DUMMYCLEAR,0x1af27,11,DUMMYCLEAR,0x1b25d,11,DUMMYCLEAR,0x1aa92,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15ef5,9,DUMMY\\n ,0x15d37,9,DUMMY\\n ,0x15ed8,9,DUMMY\\n ,0x15b26,14,DUMMY\\n------
389,0x8c34596c,0x1afe7,11,DUMMYCLEAR,0x1af32,11,DUMMYCLEAR,0x1b268,11,DUMMYCLEAR,0x1aa9d,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15efe,9,DUMMY\\n ,0x15d40,9,DUMMY\\n ,0x15ee1,9,DUMMY\\n ,0x15b34,14,DUMMY\\n------
390,0x8c34596c,0x1aff2,11,DUMMYCLEAR,0x1af3d,11,DUMMYCLEAR,0x1b273,11,DUMMYCLEAR,0x1aaa8,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15f07,9,DUMMY\\n ,0x15d49,9,DUMMY\\n ,0x15eea,9,DUMMY\\n ,0x15b42,14,DUMMY\\n------
391,0x8c34596c,0x1affd,11,DUMMYCLEAR,0x1af48,11,DUMMYCLEAR,0x1b27e,11,DUMMYCLEAR,0x1aab3,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15f10,9,DUMMY\\n ,0x15d52,9,DUMMY\\n ,0x15ef3,9,DUMMY\\n ,0x15b50,14,DUMMY\\n------
392,0x8c34596c,0x1b008,11,DUMMYCLEAR,0x1af53,11,DUMMYCLEAR,0x1b289,11,DUMMYCLEAR,0x1aabe,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15f19,9,DUMMY\\n ,0x15d5b,9,DUMMY\\n ,0x15efc,9,DUMMY\\n ,0x15b5e,14,DUMMY\\n------
393,0x8c34596c,0x1b013,11,DUMMYCLEAR,0x1af5e,11,DUMMYCLEAR,0x1b294,11,DUMMYCLEAR,0x1aac9,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15f22,9,DUMMY\\n ,0x15d64,9,DUMMY\\n ,0x15f05,9,DUMMY\\n ,0x15b6c,14,DUMMY\\n------
394,0x8c34596c,0x1b01e,11,DUMMYCLEAR,0x1af69,11,DUMMYCLEAR,0x1b29f,11,DUMMYCLEAR,0x1aad4,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15f2b,9,DUMMY\\n ,0x15d6d,9,DUMMY\\n ,0x15f0e,9,DUMMY\\n ,0x15b7a,14,DUMMY\\n------
395,0x8c34596c,0x1b029,11,DUMMYCLEAR,0x1af74,11,DUMMYCLEAR,0x1b2aa,11,DUMMYCLEAR,0x1aadf,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15f34,9,DUMMY\\n ,0x15d76,9,DUMMY\\n ,0x15f17,9,DUMMY\\n ,0x15b88,14,DUMMY\\n------
396,0x8c34596c,0x1b034,11,DUMMYCLEAR,0x1af7f,11,DUMMYCLEAR,0x1b2b5,11,DUMMYCLEAR,0x1aaea,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15f3d,9,DUMMY\\n ,0x15d7f,9,DUMMY\\n ,0x15f20,9,DUMMY\\n ,0x15b96,14,DUMMY\\n------
397,0x8c34596c,0x1b03f,11,DUMMYCLEAR,0x1af8a,11,DUMMYCLEAR,0x1b2c0,11,DUMMYCLEAR,0x1aaf5,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15f46,9,DUMMY\\n ,0x15d88,9,DUMMY\\n ,0x15f29,9,DUMMY\\n ,0x15ba4,14,DUMMY\\n------
398,0x8c34596c,0x1b04a,11,DUMMYCLEAR,0x1af95,11,DUMMYCLEAR,0x1b2cb,11,DUMMYCLEAR,0x1ab00,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15f4f,9,DUMMY\\n ,0x15d91,9,DUMMY\\n ,0x15f32,9,DUMMY\\n ,0x15bb2,14,DUMMY\\n------
399,0x8c34596c,0x1b055,11,DUMMYCLEAR,0x1afa0,11,DUMMYCLEAR,0x1b2d6,11,DUMMYCLEAR,0x1ab0b,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15f58,9,DUMMY\\n ,0x15d9a,9,DUMMY\\n ,0x15f3b,9,DUMMY\\n ,0x15bc0,14,DUMMY\\n------
