Entry ID,[Filter],[Enemy ID],[JP Enemy Name],Type ID,[Type Name],Instr. ID,[Instr. Name],Param. ID,[Param. Name]
5,*,88,ユールマラー２,1,Action,550,Attack,1,Same Character
6,*,88,ユールマラー２,1,Action,552,Run,-1,None
1,*,90,ヴァンピレッサ２,0,Branch,44,???,3,Jump To 3
2,*,90,ヴァンピレッサ２,0,Branch,30,???,4,Jump To 4
3,*,90,ヴァンピレッサ２,0,Branch,24,???,11,Jump To 11
4,*,90,ヴァンピレッサ２,0,Branch,0,???,7,Jump To 7
5,*,90,ヴァンピレッサ２,0,Branch,46,???,7,Jump To 7
6,*,90,ヴァンピレッサ２,0,Branch,25,???,12,Jump To 12
7,*,90,ヴァンピレッサ２,0,Branch,33,???,9,Jump To 9
8,*,90,ヴァンピレッサ２,0,Branch,24,???,13,Jump To 13
9,*,90,ヴァンピレッサ２,0,Branch,21,???,11,Jump To 11
10,*,90,ヴァンピレッサ２,1,Action,550,Attack,2,Random Character
11,*,90,ヴァンピレッサ２,1,Action,552,Run,-1,None
12,*,90,ヴァンピレッサ２,1,Action,211,ＨＰ吸収,3,Character w/ Most HP
13,*,90,ヴァンピレッサ２,1,Action,533,ボルティ,2,Random Character
1,*,92,ヘムヘム２,0,Branch,44,???,3,Jump To 3
2,*,92,ヘムヘム２,0,Branch,30,???,4,Jump To 4
3,*,92,ヘムヘム２,0,Branch,28,???,15,Jump To 15
4,*,92,ヘムヘム２,0,Branch,17,???,9,Jump To 9
5,*,92,ヘムヘム２,0,Branch,25,???,12,Jump To 12
6,*,92,ヘムヘム２,0,Branch,25,???,13,Jump To 13
7,*,92,ヘムヘム２,0,Branch,26,???,14,Jump To 14
8,*,92,ヘムヘム２,0,Branch,30,???,15,Jump To 15
9,*,92,ヘムヘム２,0,Branch,25,???,13,Jump To 13
10,*,92,ヘムヘム２,0,Branch,25,???,14,Jump To 14
11,*,92,ヘムヘム２,0,Branch,30,???,15,Jump To 15
12,*,92,ヘムヘム２,1,Action,550,Attack,2,Random Character
13,*,92,ヘムヘム２,1,Action,82,仲間を呼ぶ,-1,None
14,*,92,ヘムヘム２,1,Action,98,仲間を呼ぶ,-1,None
15,*,92,ヘムヘム２,1,Action,552,Run,-1,None
1,*,95,セベスク２,0,Branch,44,???,3,Jump To 3
2,*,95,セベスク２,0,Branch,30,???,4,Jump To 4
3,*,95,セベスク２,0,Branch,24,???,13,Jump To 13
4,*,95,セベスク２,0,Branch,40,???,15,Jump To 15
5,*,95,セベスク２,0,Branch,5,???,14,Jump To 14
6,*,95,セベスク２,0,Branch,1,???,14,Jump To 14
7,*,95,セベスク２,0,Branch,24,???,14,Jump To 14
8,*,95,セベスク２,0,Branch,28,???,11,Jump To 11
9,*,95,セベスク２,0,Branch,27,???,12,Jump To 12
10,*,95,セベスク２,0,Branch,30,???,13,Jump To 13
11,*,95,セベスク２,1,Action,550,Attack,2,Random Character
12,*,95,セベスク２,1,Action,551,Guard,-1,None
13,*,95,セベスク２,1,Action,552,Run,-1,None
14,*,95,セベスク２,1,Action,20,ためる,-1,None
15,*,95,セベスク２,1,Action,170,針乱射,2,Random Character
1,*,96,ロッキ,0,Branch,44,???,3,Jump To 3
2,*,96,ロッキ,0,Branch,30,???,4,Jump To 4
3,*,96,ロッキ,0,Branch,28,???,7,Jump To 7
4,*,96,ロッキ,0,Branch,27,???,6,Jump To 6
5,*,96,ロッキ,0,Branch,30,???,8,Jump To 8
6,*,96,ロッキ,1,Action,550,Attack,2,Random Character
7,*,96,ロッキ,1,Action,552,Run,-1,None
8,*,96,ロッキ,1,Action,93,疲労ブレス,2,Random Character
1,*,104,汎用兵Ｃ１,0,Branch,42,???,5,Jump To 5
2,*,104,汎用兵Ｃ１,0,Branch,38,???,4,Jump To 4
3,*,104,汎用兵Ｃ１,0,Branch,30,???,5,Jump To 5
4,*,104,汎用兵Ｃ１,0,Branch,22,???,9,Jump To 9
5,*,104,汎用兵Ｃ１,0,Branch,21,???,13,Jump To 13
6,*,104,汎用兵Ｃ１,0,Branch,23,???,11,Jump To 11
7,*,104,汎用兵Ｃ１,1,Action,550,Attack,2,Random Character
8,*,104,汎用兵Ｃ１,1,Action,71,毒ガス弾,19,Character w/o Poison
9,*,104,汎用兵Ｃ１,1,Action,72,薬草３,-1,None
10,*,104,汎用兵Ｃ１,1,Action,551,Guard,-1,None
1,*,105,汎用兵Ｃ２,0,Branch,21,???,5,Jump To 5
2,*,105,汎用兵Ｃ２,0,Branch,23,???,4,Jump To 4
3,*,105,汎用兵Ｃ２,1,Action,550,Attack,2,Random Character
4,*,105,汎用兵Ｃ２,1,Action,70,手榴弾,2,Random Character
5,*,105,汎用兵Ｃ２,1,Action,551,Guard,-1,None
1,*,106,汎用兵Ｂ２,0,Branch,42,???,5,Jump To 5
2,*,106,汎用兵Ｂ２,0,Branch,38,???,4,Jump To 4
3,*,106,汎用兵Ｂ２,0,Branch,30,???,5,Jump To 5
4,*,106,汎用兵Ｂ２,0,Branch,22,???,9,Jump To 9
5,*,106,汎用兵Ｂ２,0,Branch,21,???,13,Jump To 13
6,*,106,汎用兵Ｂ２,0,Branch,23,???,11,Jump To 11
7,*,106,汎用兵Ｂ２,1,Action,550,Attack,2,Random Character
8,*,106,汎用兵Ｂ２,1,Action,71,毒ガス弾,19,Character w/o Poison
9,*,106,汎用兵Ｂ２,1,Action,72,薬草３,-1,None
10,*,106,汎用兵Ｂ２,1,Action,551,Guard,-1,None
1,*,128,アントニオ,0,Branch,2,???,9,Jump To 9
2,*,128,アントニオ,0,Branch,20,???,6,Jump To 6
3,*,128,アントニオ,0,Branch,26,???,11,Jump To 11
4,*,128,アントニオ,0,Branch,28,???,12,Jump To 12
5,*,128,アントニオ,0,Branch,30,???,13,Jump To 13
6,*,128,アントニオ,0,Branch,27,???,11,Jump To 11
7,*,128,アントニオ,0,Branch,26,???,12,Jump To 12
8,*,128,アントニオ,0,Branch,30,???,13,Jump To 13
9,*,128,アントニオ,0,Branch,25,???,11,Jump To 11
10,*,128,アントニオ,0,Branch,30,???,12,Jump To 12
11,*,128,アントニオ,1,Action,550,Attack,2,Random Character
12,*,128,アントニオ,1,Action,5,怒雷,2,Random Character
13,*,128,アントニオ,1,Action,34,様子を見る,-1,None
1,*,129,アガタウマス,0,Branch,48,???,9,Jump To 9
2,*,129,アガタウマス,0,Branch,5,???,6,Jump To 6
3,*,129,アガタウマス,0,Branch,0,???,6,Jump To 6
4,*,129,アガタウマス,0,Branch,21,???,9,Jump To 9
5,*,129,アガタウマス,0,Branch,26,???,7,Jump To 7
6,*,129,アガタウマス,0,Branch,30,???,8,Jump To 8
7,*,129,アガタウマス,1,Action,550,Attack,1,Same Character
8,*,129,アガタウマス,1,Action,9,ターゲットサーチ,-1,None
9,*,129,アガタウマス,1,Action,99,ブラスター,2,Random Character
1,*,130,イマゴタリア,0,Branch,11,???,8,Jump To 8
2,*,130,イマゴタリア,0,Branch,5,???,8,Jump To 8
3,*,130,イマゴタリア,0,Branch,20,???,10,Jump To 10
4,*,130,イマゴタリア,0,Branch,37,???,10,Jump To 10
5,*,130,イマゴタリア,0,Branch,22,???,15,Jump To 15
6,*,130,イマゴタリア,0,Branch,24,???,14,Jump To 14
7,*,130,イマゴタリア,0,Branch,30,???,13,Jump To 13
8,*,130,イマゴタリア,0,Branch,24,???,14,Jump To 14
9,*,130,イマゴタリア,0,Branch,30,???,13,Jump To 13
10,*,130,イマゴタリア,0,Branch,22,???,15,Jump To 15
11,*,130,イマゴタリア,0,Branch,23,???,14,Jump To 14
12,*,130,イマゴタリア,0,Branch,30,???,13,Jump To 13
13,*,130,イマゴタリア,1,Action,550,Attack,2,Random Character
14,*,130,イマゴタリア,1,Action,183,凍結ブレス,-1,None
15,*,130,イマゴタリア,1,Action,25,毒ゲロ,-1,None
1,*,131,獄長,0,Branch,17,???,12,Jump To 12
2,*,131,獄長,0,Branch,16,???,8,Jump To 8
3,*,131,獄長,0,Branch,21,???,16,Jump To 16
4,*,131,獄長,0,Branch,23,???,17,Jump To 17
5,*,131,獄長,0,Branch,23,???,18,Jump To 18
6,*,131,獄長,0,Branch,28,???,15,Jump To 15
7,*,131,獄長,0,Branch,30,???,19,Jump To 19
8,*,131,獄長,0,Branch,22,???,16,Jump To 16
9,*,131,獄長,0,Branch,24,???,17,Jump To 17
10,*,131,獄長,0,Branch,28,???,15,Jump To 15
11,*,131,獄長,0,Branch,30,???,19,Jump To 19
12,*,131,獄長,0,Branch,24,???,16,Jump To 16
13,*,131,獄長,0,Branch,25,???,17,Jump To 17
14,*,131,獄長,0,Branch,30,???,15,Jump To 15
15,*,131,獄長,1,Action,550,Attack,2,Random Character
16,*,131,獄長,1,Action,11,肉弾アタック,3,Character w/ Most HP
17,*,131,獄長,1,Action,251,扇状ソニック,2,Random Character
18,*,131,獄長,1,Action,533,ボルティ,2,Random Character
19,*,131,獄長,1,Action,551,Guard,-1,None
1,*,133,護送将兵,0,Branch,5,???,11,Jump To 11
2,*,133,護送将兵,0,Branch,38,???,8,Jump To 8
3,*,133,護送将兵,0,Branch,25,???,14,Jump To 14
4,*,133,護送将兵,0,Branch,24,???,16,Jump To 16
5,*,133,護送将兵,0,Branch,25,???,17,Jump To 17
6,*,133,護送将兵,0,Branch,28,???,18,Jump To 18
7,*,133,護送将兵,0,Branch,30,???,15,Jump To 15
8,*,133,護送将兵,0,Branch,25,???,17,Jump To 17
9,*,133,護送将兵,0,Branch,32,???,11,Jump To 11
10,*,133,護送将兵,0,Branch,30,???,15,Jump To 15
11,*,133,護送将兵,0,Branch,24,???,14,Jump To 14
12,*,133,護送将兵,0,Branch,25,???,16,Jump To 16
13,*,133,護送将兵,0,Branch,30,???,17,Jump To 17
14,*,133,護送将兵,1,Action,550,Attack,2,Random Character
15,*,133,護送将兵,1,Action,506,サプラ,7,Injured Enemy
16,*,133,護送将兵,1,Action,533,ボルティ,2,Random Character
17,*,133,護送将兵,1,Action,19,反撃の構え,-1,None
18,*,133,護送将兵,1,Action,551,Guard,-1,None
1,*,134,ラァス,0,Branch,1,???,6,Jump To 6
2,*,134,ラァス,0,Branch,2,???,9,Jump To 9
3,*,134,ラァス,0,Branch,23,???,14,Jump To 14
4,*,134,ラァス,0,Branch,25,???,13,Jump To 13
5,*,134,ラァス,0,Branch,30,???,12,Jump To 12
6,*,134,ラァス,0,Branch,25,???,14,Jump To 14
7,*,134,ラァス,0,Branch,24,???,13,Jump To 13
8,*,134,ラァス,0,Branch,30,???,12,Jump To 12
9,*,134,ラァス,0,Branch,22,???,14,Jump To 14
10,*,134,ラァス,0,Branch,27,???,13,Jump To 13
11,*,134,ラァス,0,Branch,30,???,12,Jump To 12
12,*,134,ラァス,1,Action,550,Attack,2,Random Character
13,*,134,ラァス,1,Action,0,火山弾乱舞,-1,None
14,*,134,ラァス,1,Action,1,石化ガス,13,Character w/o Stone
