Entry ID,[Filter],[ES ID],[ES Name],Turn ID,Phase ID,Cond ID,[Cond Name],Cond Param ID,[Cond Param Name],T1 Type ID,[T1 Type Name],T1 Arm ID,T1 Param ID,[T1 Param Name],T1 Arm Dur,T2 Type ID,[T2 Type Name],T2 Arm ID,T2 Param ID,[T2 Param Name],T2 Arm Dur
30,R535A.BIN,27,Yeligar,7,2,0,PS HP ≤,10,%,2,Focus,-1,2,Preparing Attack,0,0,Attack,1,-1,None,0
31,R535A.BIN,27,Yeligar,7,3,0,PS HP ≤,30,%,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
32,R535A.BIN,27,Yeligar,8,0,3,Rating,50,%,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
33,R535A.BIN,27,Yeligar,8,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
34,R535A.BIN,27,Yeligar,8,2,0,PS HP ≤,10,%,2,Focus,-1,2,Preparing Attack,0,0,Attack,1,-1,None,0
35,R535A.BIN,27,Yeligar,8,3,7,PS Used S-Cannon in Same Turn?,0,None,4,Nothing,-1,1,Target Lost,0,0,Attack,2,-1,None,0
36,R535A.BIN,27,Yeligar,9,0,3,Rating,50,%,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
37,R535A.BIN,27,Yeligar,9,1,0,PS HP ≤,30,%,2,Focus,-1,2,Preparing Attack,0,0,Attack,1,-1,None,0
38,R535A.BIN,27,Yeligar,9,2,0,PS HP ≤,15,%,2,Focus,-1,2,Preparing Attack,0,0,Attack,0,-1,None,0
39,R535A.BIN,27,Yeligar,9,3,7,PS Used S-Cannon in Same Turn?,0,None,4,Nothing,-1,1,Target Lost,0,0,Attack,2,-1,None,0
40,R535A.BIN,27,Yeligar,10,0,3,Rating,80,%,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
41,R535A.BIN,27,Yeligar,10,1,3,Rating,50,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
42,R535A.BIN,27,Yeligar,10,2,3,Rating,80,%,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
43,R535A.BIN,27,Yeligar,10,3,0,PS HP ≤,10,%,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
44,R535A.BIN,27,Yeligar,11,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
45,R535A.BIN,27,Yeligar,11,1,3,Rating,50,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
46,R535A.BIN,27,Yeligar,11,2,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
47,R535A.BIN,27,Yeligar,11,3,7,PS Used S-Cannon in Same Turn?,0,None,4,Nothing,-1,1,Target Lost,0,0,Attack,2,-1,None,0
48,R535A.BIN,27,Yeligar,12,0,3,Rating,80,%,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
49,R535A.BIN,27,Yeligar,12,1,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
50,R535A.BIN,27,Yeligar,12,2,3,Rating,60,%,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
51,R535A.BIN,27,Yeligar,12,3,3,Rating,40,%,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
52,R535A.BIN,27,Yeligar,13,0,-1,None,0,None,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
53,R535A.BIN,27,Yeligar,13,1,3,Rating,80,%,4,Nothing,-1,2,Assessing Damage,0,3,Guard,-1,0,Evasive Action,0
54,R535A.BIN,27,Yeligar,13,2,3,Rating,50,%,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
55,R535A.BIN,27,Yeligar,13,3,3,Rating,80,%,4,Nothing,-1,2,Assessing Damage,0,2,Focus,-1,2,Preparing Attack,0
0,R537A.BIN,30,Raja,0,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
1,R537A.BIN,30,Raja,0,1,3,Rating,70,%,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
2,R537A.BIN,30,Raja,0,2,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
3,R537A.BIN,30,Raja,0,3,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
4,R537A.BIN,30,Raja,1,0,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
5,R537A.BIN,30,Raja,1,1,-1,None,0,None,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
6,R537A.BIN,30,Raja,1,2,3,Rating,50,%,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
7,R537A.BIN,30,Raja,1,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
8,R537A.BIN,30,Raja,2,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
9,R537A.BIN,30,Raja,2,1,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
10,R537A.BIN,30,Raja,2,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
11,R537A.BIN,30,Raja,2,3,-1,None,0,None,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
12,R537A.BIN,30,Raja,3,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
13,R537A.BIN,30,Raja,3,1,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
14,R537A.BIN,30,Raja,3,2,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
15,R537A.BIN,30,Raja,3,3,3,Rating,20,%,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
16,R537A.BIN,30,Raja,4,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
17,R537A.BIN,30,Raja,4,1,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
18,R537A.BIN,30,Raja,4,2,3,Rating,50,%,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
19,R537A.BIN,30,Raja,4,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
20,R537A.BIN,30,Raja,5,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
21,R537A.BIN,30,Raja,5,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
22,R537A.BIN,30,Raja,5,2,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
23,R537A.BIN,30,Raja,5,3,3,Rating,80,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
24,R537A.BIN,30,Raja,6,0,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
25,R537A.BIN,30,Raja,6,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
26,R537A.BIN,30,Raja,6,2,3,Rating,50,%,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
27,R537A.BIN,30,Raja,6,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
28,R537A.BIN,30,Raja,7,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
29,R537A.BIN,30,Raja,7,1,-1,None,0,None,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
30,R537A.BIN,30,Raja,7,2,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
31,R537A.BIN,30,Raja,7,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
32,R537A.BIN,30,Raja,8,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
33,R537A.BIN,30,Raja,8,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
34,R537A.BIN,30,Raja,8,2,3,Rating,60,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
35,R537A.BIN,30,Raja,8,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
36,R537A.BIN,30,Raja,9,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
37,R537A.BIN,30,Raja,9,1,3,Rating,60,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
38,R537A.BIN,30,Raja,9,2,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
39,R537A.BIN,30,Raja,9,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
40,R537A.BIN,30,Raja,10,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
41,R537A.BIN,30,Raja,10,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
42,R537A.BIN,30,Raja,10,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
43,R537A.BIN,30,Raja,10,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
0,R538A.BIN,31,Raja Embla,0,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
1,R538A.BIN,31,Raja Embla,0,1,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
2,R538A.BIN,31,Raja Embla,0,2,-1,None,0,None,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
3,R538A.BIN,31,Raja Embla,0,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
4,R538A.BIN,31,Raja Embla,1,0,-1,None,0,None,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
5,R538A.BIN,31,Raja Embla,1,1,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
6,R538A.BIN,31,Raja Embla,1,2,3,Rating,60,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
7,R538A.BIN,31,Raja Embla,1,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
8,R538A.BIN,31,Raja Embla,2,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
9,R538A.BIN,31,Raja Embla,2,1,0,PS HP ≤,50,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
10,R538A.BIN,31,Raja Embla,2,2,-1,None,0,None,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
11,R538A.BIN,31,Raja Embla,2,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
12,R538A.BIN,31,Raja Embla,3,0,-1,None,0,None,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
13,R538A.BIN,31,Raja Embla,3,1,5,PS Current Task Type =,0,Attack,3,Guard,-1,-1,None,0,0,Attack,0,-1,None,0
14,R538A.BIN,31,Raja Embla,3,2,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
15,R538A.BIN,31,Raja Embla,3,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
16,R538A.BIN,31,Raja Embla,4,0,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
17,R538A.BIN,31,Raja Embla,4,1,3,Rating,50,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
18,R538A.BIN,31,Raja Embla,4,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
19,R538A.BIN,31,Raja Embla,4,3,-1,None,0,None,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
20,R538A.BIN,31,Raja Embla,5,0,0,PS HP ≤,30,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
21,R538A.BIN,31,Raja Embla,5,1,3,Rating,50,%,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
22,R538A.BIN,31,Raja Embla,5,2,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
23,R538A.BIN,31,Raja Embla,5,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
24,R538A.BIN,31,Raja Embla,6,0,3,Rating,60,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
25,R538A.BIN,31,Raja Embla,6,1,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
26,R538A.BIN,31,Raja Embla,6,2,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
27,R538A.BIN,31,Raja Embla,6,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
28,R538A.BIN,31,Raja Embla,7,0,3,Rating,70,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
29,R538A.BIN,31,Raja Embla,7,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
30,R538A.BIN,31,Raja Embla,7,2,3,Rating,40,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
31,R538A.BIN,31,Raja Embla,7,3,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
32,R538A.BIN,31,Raja Embla,8,0,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
33,R538A.BIN,31,Raja Embla,8,1,3,Rating,30,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
34,R538A.BIN,31,Raja Embla,8,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
35,R538A.BIN,31,Raja Embla,8,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
36,R538A.BIN,31,Raja Embla,9,0,-1,None,0,None,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
37,R538A.BIN,31,Raja Embla,9,1,0,PS HP ≤,40,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
38,R538A.BIN,31,Raja Embla,9,2,-1,None,0,None,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
39,R538A.BIN,31,Raja Embla,9,3,3,Rating,50,%,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
40,R538A.BIN,31,Raja Embla,10,0,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
41,R538A.BIN,31,Raja Embla,10,1,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
42,R538A.BIN,31,Raja Embla,10,2,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
43,R538A.BIN,31,Raja Embla,10,3,-1,None,0,None,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
0,R540A.BIN,14,Chameleon,0,0,3,Rating,70,%,0,Attack,2,-1,None,2,2,Focus,-1,-1,None,0
1,R540A.BIN,14,Chameleon,0,1,3,Rating,80,%,0,Attack,0,-1,None,3,0,Attack,1,-1,None,2
2,R540A.BIN,14,Chameleon,0,2,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
3,R540A.BIN,14,Chameleon,0,3,-1,None,0,None,4,Nothing,-1,0,Awaiting Orders,0,-1,None,-1,-1,None,0
4,R540A.BIN,14,Chameleon,1,0,3,Rating,30,%,0,Attack,1,-1,None,1,0,Attack,2,-1,None,1
5,R540A.BIN,14,Chameleon,1,1,-1,None,0,None,0,Attack,0,-1,None,1,-1,None,-1,-1,None,0
6,R540A.BIN,14,Chameleon,1,2,-1,None,0,None,0,Attack,2,-1,None,1,-1,None,-1,-1,None,0
7,R540A.BIN,14,Chameleon,1,3,-1,None,0,None,4,Nothing,-1,1,Target Lost,0,-1,None,-1,-1,None,0
8,R540A.BIN,14,Chameleon,2,0,-1,None,0,None,0,Attack,2,-1,None,2,-1,None,-1,-1,None,0
9,R540A.BIN,14,Chameleon,2,1,-1,None,0,None,4,Nothing,-1,0,Awaiting Orders,0,-1,None,-1,-1,None,0
10,R540A.BIN,14,Chameleon,2,2,3,Rating,80,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
11,R540A.BIN,14,Chameleon,2,3,-1,None,0,None,2,Focus,-1,0,Focus,0,-1,None,-1,-1,None,0
0,R541A.BIN,14,Chameleon,0,0,3,Rating,30,%,3,Guard,-1,0,Evasive Action,0,0,Attack,2,-1,None,1
1,R541A.BIN,14,Chameleon,0,1,3,Rating,50,%,1,Magic,-1,2,Sylenis,0,0,Attack,0,-1,None,0
2,R541A.BIN,14,Chameleon,0,2,3,Rating,10,%,1,Magic,-1,24,Pyres,0,0,Attack,1,-1,None,1
3,R541A.BIN,14,Chameleon,0,3,3,Rating,20,%,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
4,R541A.BIN,14,Chameleon,1,0,3,Rating,50,%,2,Focus,-1,0,Focus,0,3,Guard,-1,0,Evasive Action,0
5,R541A.BIN,14,Chameleon,1,1,3,Rating,65,%,0,Attack,1,-1,None,1,1,Magic,-1,5,Drilnos,0
6,R541A.BIN,14,Chameleon,1,2,1,ES HP ≤,70,%,1,Magic,-1,7,Sacres,0,1,Magic,-1,24,Pyres,0
7,R541A.BIN,14,Chameleon,1,3,3,Rating,30,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
8,R541A.BIN,14,Chameleon,2,0,3,Rating,80,%,2,Focus,-1,-1,None,0,0,Attack,1,-1,None,2
9,R541A.BIN,14,Chameleon,2,1,3,Rating,50,%,1,Magic,-1,24,Pyres,0,0,Attack,0,-1,None,0
10,R541A.BIN,14,Chameleon,2,2,3,Rating,50,%,1,Magic,-1,24,Pyres,0,0,Attack,2,-1,None,1
11,R541A.BIN,14,Chameleon,2,3,3,Rating,50,%,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
0,R542A.BIN,4,Valuan Gunboat,0,0,-1,None,0,None,2,Focus,-1,0,Focus,0,-1,None,-1,0,???,0
1,R542A.BIN,4,Valuan Gunboat,0,1,3,Rating,50,%,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
2,R542A.BIN,4,Valuan Gunboat,0,2,-1,None,0,None,0,Attack,1,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
3,R542A.BIN,4,Valuan Gunboat,0,3,-1,None,0,None,0,Attack,1,-1,None,0,2,Focus,-1,0,Focus,0
4,R542A.BIN,4,Valuan Gunboat,1,0,3,Rating,50,%,2,Focus,-1,-1,None,0,0,Attack,2,-1,None,3
5,R542A.BIN,4,Valuan Gunboat,1,1,-1,None,0,None,0,Attack,1,-1,None,2,-1,None,-1,-1,None,0
6,R542A.BIN,4,Valuan Gunboat,1,2,-1,None,0,None,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
7,R542A.BIN,4,Valuan Gunboat,1,3,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
8,R542A.BIN,4,Valuan Gunboat,2,0,3,Rating,50,%,2,Focus,-1,0,Focus,0,3,Guard,-1,0,Evasive Action,0
9,R542A.BIN,4,Valuan Gunboat,2,1,-1,None,0,None,0,Attack,1,-1,None,1,-1,None,-1,-1,None,0
10,R542A.BIN,4,Valuan Gunboat,2,2,-1,None,0,None,0,Attack,2,-1,None,1,-1,None,-1,-1,None,0
11,R542A.BIN,4,Valuan Gunboat,2,3,-1,None,0,None,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
12,R542A.BIN,4,Valuan Gunboat,3,0,-1,None,0,None,2,Focus,-1,0,Focus,0,-1,None,-1,-1,None,0
13,R542A.BIN,4,Valuan Gunboat,3,1,-1,None,0,None,0,Attack,1,-1,None,0,-1,None,-1,-1,None,0
14,R542A.BIN,4,Valuan Gunboat,3,2,-1,None,0,None,0,Attack,1,-1,None,0,-1,None,-1,-1,None,0
15,R542A.BIN,4,Valuan Gunboat,3,3,-1,None,0,None,3,Guard,-1,0,Evasive Action,0,-1,None,-1,-1,None,0
0,R543A.BIN,5,Valuan Mage Ship,0,0,3,Rating,30,%,0,Attack,2,-1,None,3,-1,None,-1,0,???,0
1,R543A.BIN,5,Valuan Mage Ship,0,1,3,Rating,20,%,2,Focus,0,-1,None,0,0,Attack,2,0,None,2
2,R543A.BIN,5,Valuan Mage Ship,0,2,-1,None,0,None,0,Attack,1,-1,None,1,0,Attack,0,-1,None,0
3,R543A.BIN,5,Valuan Mage Ship,0,3,3,Rating,15,%,0,Attack,0,-1,None,0,1,Magic,-1,34,Electrum,0
4,R543A.BIN,5,Valuan Mage Ship,1,0,3,Rating,50,%,0,Attack,0,-1,None,1,1,Magic,-1,13,Quika,0
5,R543A.BIN,5,Valuan Mage Ship,1,1,3,Rating,50,%,0,Attack,1,-1,None,0,1,Magic,-1,4,Driln,0
6,R543A.BIN,5,Valuan Mage Ship,1,2,3,Rating,15,%,0,Attack,0,-1,None,0,1,Magic,-1,27,Crystales,0
7,R543A.BIN,5,Valuan Mage Ship,1,3,-1,None,0,None,4,Nothing,-1,0,Awaiting Orders,0,-1,None,-1,-1,None,0
8,R543A.BIN,5,Valuan Mage Ship,2,0,3,Rating,80,%,0,Attack,2,-1,None,3,0,Attack,2,-1,None,2
9,R543A.BIN,5,Valuan Mage Ship,2,1,3,Rating,50,%,1,Magic,-1,34,Electrum,0,1,Magic,-1,27,Crystales,0
10,R543A.BIN,5,Valuan Mage Ship,2,2,3,Rating,30,%,3,Guard,-1,0,Evasive Action,0,2,Focus,-1,0,Focus,0
11,R543A.BIN,5,Valuan Mage Ship,2,3,-1,None,0,None,1,Magic,-1,34,Electrum,0,-1,None,-1,-1,None,0
12,R543A.BIN,5,Valuan Mage Ship,3,0,-1,None,0,None,0,Attack,2,-1,None,2,0,Attack,2,-1,None,3
13,R543A.BIN,5,Valuan Mage Ship,3,1,3,Rating,50,%,0,Attack,1,-1,None,0,3,Guard,-1,-1,None,0
14,R543A.BIN,5,Valuan Mage Ship,3,2,3,Rating,50,%,2,Focus,-1,0,Focus,0,4,Nothing,-1,0,Awaiting Orders,0
15,R543A.BIN,5,Valuan Mage Ship,3,3,3,Rating,80,%,2,Focus,-1,34,Preparing Attack,0,0,Attack,1,-1,None,0
16,R543A.BIN,5,Valuan Mage Ship,4,0,-1,None,0,None,0,Attack,2,-1,None,2,0,Attack,2,-1,None,3
17,R543A.BIN,5,Valuan Mage Ship,4,1,3,Rating,50,%,0,Attack,1,-1,None,0,2,Focus,-1,0,Focus,0
18,R543A.BIN,5,Valuan Mage Ship,4,2,3,Rating,50,%,2,Focus,-1,0,Focus,0,4,Nothing,-1,0,Awaiting Orders,0
19,R543A.BIN,5,Valuan Mage Ship,4,3,-1,None,0,None,1,Magic,-1,27,Crystales,0,-1,None,-1,-1,None,0
0,R544A.BIN,8,Galcian's Elite,0,0,5,PS Current Task Type =,0,Attack,4,Nothing,-1,0,Awaiting Orders,0,2,Focus,-1,0,Focus,0
1,R544A.BIN,8,Galcian's Elite,0,1,3,Rating,90,%,0,Attack,0,-1,None,0,0,Attack,1,0,None,2
2,R544A.BIN,8,Galcian's Elite,0,2,3,Rating,30,%,0,Attack,1,-1,None,1,0,Attack,0,-1,None,0
3,R544A.BIN,8,Galcian's Elite,0,3,3,Rating,60,%,0,Attack,0,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
4,R544A.BIN,8,Galcian's Elite,1,0,3,Rating,30,%,2,Focus,-1,0,Focus,0,0,Attack,0,-1,None,0
5,R544A.BIN,8,Galcian's Elite,1,1,3,Rating,20,%,4,Nothing,-1,0,Awaiting Orders,0,0,Attack,1,-1,None,3
6,R544A.BIN,8,Galcian's Elite,1,2,-1,None,0,None,0,Attack,0,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
7,R544A.BIN,8,Galcian's Elite,1,3,3,Rating,40,%,4,Nothing,-1,0,Awaiting Orders,0,2,Focus,-1,0,Focus,0
8,R544A.BIN,8,Galcian's Elite,2,0,3,Rating,50,%,0,Attack,2,-1,None,2,2,Focus,-1,0,Focus,0
9,R544A.BIN,8,Galcian's Elite,2,1,-1,None,0,None,0,Attack,0,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
10,R544A.BIN,8,Galcian's Elite,2,2,-1,None,0,None,0,Attack,1,-1,None,1,2,Focus,-1,0,Focus,0
11,R544A.BIN,8,Galcian's Elite,2,3,5,PS Current Task Type =,0,Attack,0,Attack,0,-1,None,0,2,Focus,-1,0,Focus,0
12,R544A.BIN,8,Galcian's Elite,3,0,-1,None,0,None,0,Attack,1,-1,None,3,2,Focus,-1,0,Focus,0
13,R544A.BIN,8,Galcian's Elite,3,1,3,Rating,80,%,2,Focus,-1,0,Focus,0,0,Attack,0,-1,None,0
14,R544A.BIN,8,Galcian's Elite,3,2,3,Rating,30,%,2,Focus,-1,0,Focus,0,4,Nothing,-1,0,Awaiting Orders,0
15,R544A.BIN,8,Galcian's Elite,3,3,5,PS Current Task Type =,0,Attack,0,Attack,0,-1,None,0,2,Focus,-1,0,Focus,0
16,R544A.BIN,8,Galcian's Elite,4,0,3,Rating,50,%,0,Attack,2,-1,None,2,4,Nothing,-1,0,Awaiting Orders,0
17,R544A.BIN,8,Galcian's Elite,4,1,3,Rating,50,%,4,Nothing,-1,0,Awaiting Orders,0,0,Attack,0,-1,None,0
18,R544A.BIN,8,Galcian's Elite,4,2,3,Rating,50,%,0,Attack,1,-1,None,1,2,Focus,-1,0,Focus,0
19,R544A.BIN,8,Galcian's Elite,4,3,-1,None,0,None,0,Attack,0,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
0,R545A.BIN,18,Hydra,0,0,-1,None,0,None,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
1,R545A.BIN,18,Hydra,0,1,-1,None,0,None,0,Attack,1,-1,None,1,0,Attack,1,-1,None,1
2,R545A.BIN,18,Hydra,0,2,3,Rating,50,%,0,Attack,2,-1,None,0,2,Focus,-1,-1,None,0
3,R545A.BIN,18,Hydra,0,3,4,ES Previous Task Type =,0,Attack,2,Focus,-1,-1,None,0,0,Attack,2,-1,None,0
4,R545A.BIN,18,Hydra,1,0,3,Rating,80,%,3,Guard,-1,-1,None,0,0,Attack,1,-1,None,1
5,R545A.BIN,18,Hydra,1,1,3,Rating,20,%,0,Attack,2,-1,None,1,2,Focus,-1,-1,None,0
6,R545A.BIN,18,Hydra,1,2,4,ES Previous Task Type =,0,Attack,3,Guard,-1,-1,None,0,0,Attack,2,-1,None,1
7,R545A.BIN,18,Hydra,1,3,1,ES HP ≤,50,%,1,Magic,-1,7,Sacres,0,2,Focus,-1,-1,None,0
