Entry ID,Message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,MAXHP,Will,Defense,MagDef,Quick,Agile,Dodge%,Green,Red,Purple,Blue,Yellow,Silver,[DE arm. #0 name pos.],[DE arm. #0 name size],DE arm. #0 name string,[ES arm. #0 name pos.],[ES arm. #0 name size],ES arm. #0 name string,[FR arm. #0 name pos.],[FR arm. #0 name size],FR arm. #0 name string,[GB arm. #0 name pos.],[GB arm. #0 name size],GB arm. #0 name string,Arm. #0 type ID,[Arm. #0 type name],Arm. #0 attack,Arm. #0 range,Arm. #0 hit%,Arm. #0 element ID,[Arm. #0 element name],[DE arm. #1 name pos.],[DE arm. #1 name size],DE arm. #1 name string,[ES arm. #1 name pos.],[ES arm. #1 name size],ES arm. #1 name string,[FR arm. #1 name pos.],[FR arm. #1 name size],FR arm. #1 name string,[GB arm. #1 name pos.],[GB arm. #1 name size],GB arm. #1 name string,Arm. #1 type ID,[Arm. #1 type name],Arm. #1 attack,Arm. #1 range,Arm. #1 hit%,Arm. #1 element ID,[Arm. #1 element name],[DE arm. #2 name pos.],[DE arm. #2 name size],DE arm. #2 name string,[ES arm. #2 name pos.],[ES arm. #2 name size],ES arm. #2 name string,[FR arm. #2 name pos.],[FR arm. #2 name size],FR arm. #2 name string,[GB arm. #2 name pos.],[GB arm. #2 name size],GB arm. #2 name string,Arm. #2 type ID,[Arm. #2 type name],Arm. #2 attack,Arm. #2 range,Arm. #2 hit%,Arm. #2 element ID,[Arm. #2 element name],[DE arm. #3 name pos.],[DE arm. #3 name size],DE arm. #3 name string,[ES arm. #3 name pos.],[ES arm. #3 name size],ES arm. #3 name string,[FR arm. #3 name pos.],[FR arm. #3 name size],FR arm. #3 name string,[GB arm. #3 name pos.],[GB arm. #3 name size],GB arm. #3 name string,Arm. #3 type ID,[Arm. #3 type name],Arm. #3 attack,Arm. #3 range,Arm. #3 hit%,Arm. #3 element ID,[Arm. #3 element name],Padding #0,Padding #1,Padding #2,Padding #3,Padding #4,Padding #5,EXP,Gold,Item drop #0 ID,[Item drop #0 name],Item #0 ID,[Item #0 name],Item drop #1 ID,[Item drop #1 name],Item #1 ID,[Item #1 name],Item drop #2 ID,[Item drop #2 name],Item #2 ID,[Item #2 name]
28,2150956776,124787,6,Zelos,124133,6,Zelos,124726,6,Zelos,122301,6,Zelos,240000,240,300,350,250,30,20,8,8,8,8,8,0,127631,11,Mondstrahl,127072,13,Rayo de Luna,127615,14,Rayon de Lune,125121,9,Moon Ray,3,Special,800,0,-1,6,Neutral,127642,15,Gr. Mondstrahl,127085,16,Gran Rayo Lunar,127629,17,Faisceau lunaire,125130,15,Great Moon Ray,3,Special,900,0,-1,6,Neutral,127657,11,Mondgeheul,127101,14,Lamento Lunar,127646,16,Plainte lunaire,125145,12,Moon Lament,3,Special,1000,0,-1,6,Neutral,127668,8,Gericht,127115,7,Juicio,127662,9,Jugement,125157,10,Judgement,3,Special,1300,1,-1,6,Neutral,0,0,0,0,0,0,33590,0,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
29,2150956784,124793,8,Anguila,124139,8,Anguila,124732,8,Anguila,122307,8,Anguila,56000,300,100,100,80,10,5,10,25,10,10,10,10,127676,10,Giftnebel,127122,15,Spray Venenoso,127671,16,Spray de Poison,125167,13,Poison Spray,3,Special,250,0,-1,6,Neutral,127686,5,Biss,127137,9,Mordisco,127687,8,Morsure,125180,5,Bite,3,Special,300,0,-1,6,Neutral,127691,2,-,127146,2,-,127695,2,-,125185,2,-,-1,None,-1,-1,-1,-1,None,127693,2,-,127148,2,-,127697,2,-,125187,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,10830,5400,0,100%,482,Concussion Bomb,0,100%,425,Heavy Torpedo,7,Kalifa,456,Timing Valve
30,2150956792,124801,5,Raja,124147,5,Raja,124740,5,Raja,122315,5,Raja,15000,270,50,100,80,10,45,10,10,15,10,5,10,127695,9,Leuchten,127150,16,Ráfaga Luminosa,127699,10,Luminesce,125189,10,Luminesce,3,Special,230,0,-1,6,Neutral,127704,2,-,127166,2,-,127709,2,-,125199,2,-,-1,None,-1,-1,-1,-1,None,127706,2,-,127168,2,-,127711,2,-,125201,2,-,-1,None,-1,-1,-1,-1,None,127708,2,-,127170,2,-,127713,2,-,125203,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,2630,1100,4,50%,491,Deluxe Kit,6,Osman,508,Crystal Ball,2,10%,475,Soundproofing
31,2150454488,124806,11,Raja Embla,124152,11,Raja Embla,124745,11,Raja Embla,122320,11,Raja Embla,25000,300,100,150,120,15,45,10,10,15,10,3,10,127710,9,Leuchten,127172,16,Ráfaga Luminosa,127715,10,Luminesce,125205,10,Luminesce,3,Special,270,0,-1,6,Neutral,127719,2,-,127188,2,-,127725,2,-,125215,2,-,-1,None,-1,-1,-1,-1,None,127721,2,-,127190,2,-,127727,2,-,125217,2,-,-1,None,-1,-1,-1,-1,None,127723,2,-,127192,2,-,127729,2,-,125219,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,2630,1100,4,50%,493,Complete Kit,7,Kalifa,507,Gold Bullion,-1,None,-1,None
32,2150956800,124817,7,Obispo,124163,7,Obispo,124756,7,Obispo,122331,7,Obispo,60000,220,200,300,80,10,18,8,13,10,15,10,10,127725,17,Tintenfischtinte,127194,17,Tinta de Calamar,127731,16,Encre de Calmar,125221,10,Squid Ink,3,Special,250,0,-1,6,Neutral,127742,2,-,127211,2,-,127747,2,-,125231,2,-,-1,None,-1,-1,-1,-1,None,127744,2,-,127213,2,-,127749,2,-,125233,2,-,-1,None,-1,-1,-1,-1,None,127746,2,-,127215,2,-,127751,2,-,125235,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,11480,5600,0,100%,465,Alloy Deck,7,Kalifa,508,Crystal Ball,-1,None,-1,None
33,2150454500,124824,6,CUT33,124170,6,CUT33,124763,6,CUT33,122338,6,CUT33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127748,2,-,127217,2,-,127753,2,-,125237,2,-,-1,None,-1,-1,-1,-1,None,127750,2,-,127219,2,-,127755,2,-,125239,2,-,-1,None,-1,-1,-1,-1,None,127752,2,-,127221,2,-,127757,2,-,125241,2,-,-1,None,-1,-1,-1,-1,None,127754,2,-,127223,2,-,127759,2,-,125243,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
34,2150454512,124830,6,CUT34,124176,6,CUT34,124769,6,CUT34,122344,6,CUT34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127756,2,-,127225,2,-,127761,2,-,125245,2,-,-1,None,-1,-1,-1,-1,None,127758,2,-,127227,2,-,127763,2,-,125247,2,-,-1,None,-1,-1,-1,-1,None,127760,2,-,127229,2,-,127765,2,-,125249,2,-,-1,None,-1,-1,-1,-1,None,127762,2,-,127231,2,-,127767,2,-,125251,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
35,2150956808,124836,4,Roc,124182,4,Roc,124775,4,Roc,122350,4,Roc,45000,50,150,300,90,6,23,10,13,10,10,15,10,127764,13,Donnerstimme,127233,17,Explosión de Voz,127769,15,Voix explosive,125253,12,Blast Voice,3,Special,300,0,-1,6,Neutral,127777,2,-,127250,2,-,127784,2,-,125265,2,-,-1,None,-1,-1,-1,-1,None,127779,2,-,127252,2,-,127786,2,-,125267,2,-,-1,None,-1,-1,-1,-1,None,127781,8,Greifer,127254,7,Garfio,127788,7,Saisie,125269,5,Grab,3,Special,400,0,-1,6,Neutral,0,0,0,0,0,0,13580,6900,6,Osman,478,Wooden Doll,7,Kalifa,507,Gold Bullion,-1,None,-1,None
36,2150454524,124840,13,Giant Looper,124186,13,Giant Looper,124779,13,Giant Looper,122354,13,Giant Looper,30000,999,260,999,130,15,50,10,10,10,10,10,10,127789,12,Looper-Ring,127261,14,Anillo Looper,127795,17,Anneau de Looper,125274,12,Looper Ring,3,Special,500,0,-1,6,Neutral,127801,2,-,127275,2,-,127812,2,-,125286,2,-,-1,None,-1,-1,-1,-1,None,127803,2,-,127277,2,-,127814,2,-,125288,2,-,-1,None,-1,-1,-1,-1,None,127805,2,-,127279,2,-,127816,2,-,125290,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,28580,13000,0,100%,495,Thermal Grease,0,100%,496,Captain's Stripe,0,100%,505,Hex Shell
37,2150956812,124853,7,Alania,124199,7,Alania,124792,7,Alania,122367,7,Alania,52000,250,200,250,85,10,80,10,15,1,8,10,5,127807,8,Spirale,127281,8,Espiral,127818,8,Spirale,125292,7,Spiral,3,Special,280,0,-1,6,Neutral,127815,4,Rau,127289,7,Shaggy,127826,8,Hirsute,125299,7,Shaggy,3,Special,220,0,-1,6,Neutral,127819,2,-,127296,2,-,127834,2,-,125306,2,-,-1,None,-1,-1,-1,-1,None,127821,2,-,127298,2,-,127836,2,-,125308,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,14290,6500,6,Osman,447,Goddess Figure,6,Osman,473,Air Purifier,-1,None,-1,None
38,2150454540,124860,15,Fortress Gates,124206,15,Fortress Gates,124799,15,Fortress Gates,122374,15,Fortress Gates,200000,350,999,999,0,10,1,10,10,10,10,10,10,127823,14,Kleine Kanone,127300,14,Cañón Pequeño,127838,12,Petit Canon,125310,13,Small Cannon,0,Main cannon,500,2,80,6,Neutral,127837,2,-,127314,2,-,127850,2,-,125323,2,-,1,Secondary cannon,500,2,80,6,Neutral,127839,2,-,127316,2,-,127852,2,-,125325,2,-,2,Torpedo,500,2,80,6,Neutral,127841,2,-,127318,2,-,127854,2,-,125327,2,-,3,Special,500,2,80,6,Neutral,0,0,0,0,0,0,5630,3000,0,100%,494,Gear Grease,-1,None,-1,None,-1,None,-1,None
39,2150454556,124875,6,CUT39,124221,6,CUT39,124814,6,CUT39,122389,6,CUT39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127843,2,-,127320,2,-,127856,2,-,125329,2,-,-1,None,-1,-1,-1,-1,None,127845,2,-,127322,2,-,127858,2,-,125331,2,-,-1,None,-1,-1,-1,-1,None,127847,2,-,127324,2,-,127860,2,-,125333,2,-,-1,None,-1,-1,-1,-1,None,127849,2,-,127326,2,-,127862,2,-,125335,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
40,2150454568,124881,9,Gadianos,124227,9,Gadianos,124820,9,Gadianos,122395,9,Gadianos,15000,999,100,999,235,25,30,10,10,10,10,10,10,127851,12,Jeda-Balken,127328,10,Rayo Jeda,127864,14,Faisceau Jeda,125337,10,Jeda Beam,3,Special,300,0,-1,6,Neutral,127863,13,Jedos-Strahl,127338,12,Rayo Jedos,127878,12,Rayon Jedos,125347,10,Jedos Ray,3,Special,450,0,-1,6,Neutral,127876,2,-,127350,2,-,127890,2,-,125357,2,-,-1,None,-1,-1,-1,-1,None,127878,2,-,127352,2,-,127892,2,-,125359,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,6120,2500,0,100%,493,Complete Kit,0,100%,469,Sparkling Deck,0,100%,433,Moon Gun
41,2150454580,124890,9,Gaditaos,124236,9,Gaditaos,124829,9,Gaditaos,122404,9,Gaditaos,15000,999,150,999,235,25,45,10,10,10,10,10,10,127880,12,Jeda-Balken,127354,10,Rayo Jeda,127894,14,Faisceau Jeda,125361,10,Jeda Beam,3,Special,350,0,-1,6,Neutral,127892,13,Jedos-Strahl,127364,12,Rayos Jedos,127908,12,Rayon Jedos,125371,10,Jedos Ray,3,Special,500,0,-1,6,Neutral,127905,2,-,127376,2,-,127920,2,-,125381,2,-,-1,None,-1,-1,-1,-1,None,127907,2,-,127378,2,-,127922,2,-,125383,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,6120,2500,0,100%,493,Complete Kit,0,100%,469,Sparkling Deck,-1,None,-1,None
42,2150454592,124899,6,CUT42,124245,6,CUT42,124838,6,CUT42,122413,6,CUT42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127909,2,-,127380,2,-,127924,2,-,125385,2,-,-1,None,-1,-1,-1,-1,None,127911,2,-,127382,2,-,127926,2,-,125387,2,-,-1,None,-1,-1,-1,-1,None,127913,2,-,127384,2,-,127928,2,-,125389,2,-,-1,None,-1,-1,-1,-1,None,127915,2,-,127386,2,-,127930,2,-,125391,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
43,2150454604,124905,15,The Blackbeard,124251,15,The Blackbeard,124844,15,The Blackbeard,122419,15,The Blackbeard,15000,100,200,90,100,30,20,3,3,3,3,3,3,127917,14,Vega-Kanone +,127388,16,Cañón Vega Plus,127932,16,Canon Plus Vega,125393,17,Vega Cannon Plus,0,Main cannon,350,0,85,6,Neutral,127931,2,-,127404,2,-,127948,2,-,125410,2,-,-1,None,-1,-1,-1,-1,None,127933,2,-,127406,2,-,127950,2,-,125412,2,-,-1,None,-1,-1,-1,-1,None,127935,2,-,127408,2,-,127952,2,-,125414,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,5520,2400,0,100%,456,Timing Valve,0,100%,449,Spherical Figure,0,100%,500,Hybrid Wax
44,2150454620,124920,17,Tenkou Spellship,124266,17,Tenkou Spellship,124859,17,Tenkou Spellship,122434,17,Tenkou Spellship,25000,250,300,300,90,20,3,7,7,7,7,7,7,127937,7,Kanone,127410,6,Cañón,127954,6,Canon,125416,8,Cannon,0,Main cannon,250,0,80,6,Neutral,127944,11,Feuerpfeil,127416,16,Flecha de Fuego,127960,14,Flêche de Feu,125424,11,Fire Arrow,1,Secondary cannon,220,2,75,6,Neutral,127955,16,Houroku Torpedo,127432,16,Torpedo Houroku,127974,17,Torpille Houroku,125435,16,Houroku Torpedo,2,Torpedo,250,3,60,6,Neutral,127971,2,-,127448,2,-,127991,2,-,125451,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,1910,900,0,100%,484,Pyro Bomb,7,Kalifa,508,Crystal Ball,-1,None,-1,None
