Entry ID,[Filter],Party vigor,Magic EXP,Enemy #0 ID,[JP enemy #0 name],[US enemy #0 name],[EU enemy #0 name],Enemy #1 ID,[JP enemy #1 name],[US enemy #1 name],[EU enemy #1 name],Enemy #2 ID,[JP enemy #2 name],[US enemy #2 name],[EU enemy #2 name],Enemy #3 ID,[JP enemy #3 name],[US enemy #3 name],[EU enemy #3 name],Enemy #4 ID,[JP enemy #4 name],[US enemy #4 name],[EU enemy #4 name],Enemy #5 ID,[JP enemy #5 name],[US enemy #5 name],[EU enemy #5 name],Enemy #6 ID,[JP enemy #6 name],[US enemy #6 name],[EU enemy #6 name],Enemy #7 ID,[JP enemy #7 name],[US enemy #7 name],[EU enemy #7 name]
17,a099a_09ep.enp,128,3,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,54,カネヅル,Kanezl,Kanezl,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
18,a099a_09ep.enp,128,3,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,54,カネヅル,Kanezl,Kanezl,54,カネヅル,Kanezl,Kanezl,255,None,None,None,255,None,None,None
19,a099a_09ep.enp,123,3,44,プジョット,Iridzu,Iridzu,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
20,a099a_09ep.enp,123,3,44,プジョット,Iridzu,Iridzu,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
21,a099a_09ep.enp,123,3,44,プジョット,Iridzu,Iridzu,44,プジョット,Iridzu,Iridzu,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
22,a099a_09ep.enp,123,3,44,プジョット,Iridzu,Iridzu,44,プジョット,Iridzu,Iridzu,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,255,None,None,None,255,None,None,None
23,a099a_09ep.enp,123,3,44,プジョット,Iridzu,Iridzu,44,プジョット,Iridzu,Iridzu,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,255,None,None,None
24,a099a_09ep.enp,128,3,51,アイガムハ,Drogerp,Drogerp,44,プジョット,Iridzu,Iridzu,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
25,a099a_09ep.enp,128,3,51,アイガムハ,Drogerp,Drogerp,44,プジョット,Iridzu,Iridzu,44,プジョット,Iridzu,Iridzu,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
26,a099a_09ep.enp,128,3,51,アイガムハ,Drogerp,Drogerp,44,プジョット,Iridzu,Iridzu,44,プジョット,Iridzu,Iridzu,44,プジョット,Iridzu,Iridzu,44,プジョット,Iridzu,Iridzu,255,None,None,None,255,None,None,None,255,None,None,None
27,a099a_09ep.enp,128,3,51,アイガムハ,Drogerp,Drogerp,51,アイガムハ,Drogerp,Drogerp,44,プジョット,Iridzu,Iridzu,44,プジョット,Iridzu,Iridzu,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
28,a099a_09ep.enp,123,3,51,アイガムハ,Drogerp,Drogerp,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
29,a099a_09ep.enp,123,3,51,アイガムハ,Drogerp,Drogerp,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
30,a099a_09ep.enp,123,3,51,アイガムハ,Drogerp,Drogerp,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,255,None,None,None,255,None,None,None
31,a099a_09ep.enp,123,3,51,アイガムハ,Drogerp,Drogerp,51,アイガムハ,Drogerp,Drogerp,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,31,ヘムヘム,Tsurak,Tsurak,255,None,None,None,255,None,None,None,255,None,None,None
0,a099a_10ep.enp,128,3,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,54,カネヅル,Kanezl,Kanezl,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
1,a099a_10ep.enp,128,3,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,54,カネヅル,Kanezl,Kanezl,54,カネヅル,Kanezl,Kanezl,255,None,None,None,255,None,None,None
2,a099a_10ep.enp,128,3,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,85,イモヅル,Imezl,Imezl,255,None,None,None
3,a099a_10ep.enp,126,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
4,a099a_10ep.enp,126,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
5,a099a_10ep.enp,126,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,255,None,None,None,255,None,None,None
6,a099a_10ep.enp,126,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,255,None,None,None
7,a099a_10ep.enp,131,3,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
8,a099a_10ep.enp,131,3,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
9,a099a_10ep.enp,131,3,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,255,None,None,None,255,None,None,None,255,None,None,None
10,a099a_10ep.enp,131,3,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,255,None,None,None,255,None,None,None
11,a099a_10ep.enp,156,3,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
12,a099a_10ep.enp,156,3,58,ゴーヤエルモ,Golooper,Golooper,58,ゴーヤエルモ,Golooper,Golooper,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
13,a099a_10ep.enp,131,3,58,ゴーヤエルモ,Golooper,Golooper,58,ゴーヤエルモ,Golooper,Golooper,58,ゴーヤエルモ,Golooper,Golooper,58,ゴーヤエルモ,Golooper,Golooper,58,ゴーヤエルモ,Golooper,Golooper,58,ゴーヤエルモ,Golooper,Golooper,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None
14,a099a_10ep.enp,126,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,87,クベンシス,Jellikra,Jellikra,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
15,a099a_10ep.enp,126,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
16,a099a_10ep.enp,126,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,87,クベンシス,Jellikra,Jellikra,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
17,a099a_10ep.enp,126,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,255,None,None,None,255,None,None,None,255,None,None,None
18,a099a_10ep.enp,126,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,255,None,None,None,255,None,None,None
19,a099a_10ep.enp,126,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,255,None,None,None
20,a099a_10ep.enp,131,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
21,a099a_10ep.enp,131,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,58,ゴーヤエルモ,Golooper,Golooper,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
22,a099a_10ep.enp,131,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
23,a099a_10ep.enp,131,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,58,ゴーヤエルモ,Golooper,Golooper,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None,255,None,None,None
24,a099a_10ep.enp,131,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None,255,None,None,None
25,a099a_10ep.enp,131,3,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,63,シュリヌール,Ghrost,Ghrost,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None
26,a099a_10ep.enp,136,3,87,クベンシス,Jellikra,Jellikra,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
27,a099a_10ep.enp,136,3,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
28,a099a_10ep.enp,136,3,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,58,ゴーヤエルモ,Golooper,Golooper,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
29,a099a_10ep.enp,136,3,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
30,a099a_10ep.enp,136,3,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,58,ゴーヤエルモ,Golooper,Golooper,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None,255,None,None,None
31,a099a_10ep.enp,136,3,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,87,クベンシス,Jellikra,Jellikra,58,ゴーヤエルモ,Golooper,Golooper,255,None,None,None,255,None,None,None,255,None,None,None
0,a099a_11ep.enp,147,3,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
1,a099a_11ep.enp,147,3,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
2,a099a_11ep.enp,147,3,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,255,None,None,None,255,None,None,None
3,a099a_11ep.enp,147,3,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
4,a099a_11ep.enp,147,3,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,255,None,None,None,255,None,None,None,255,None,None,None
5,a099a_11ep.enp,147,3,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,255,None,None,None
6,a099a_11ep.enp,172,3,89,アークエルモ,Arclooper,Arclooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
7,a099a_11ep.enp,172,3,89,アークエルモ,Arclooper,Arclooper,89,アークエルモ,Arclooper,Arclooper,89,アークエルモ,Arclooper,Arclooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
8,a099a_11ep.enp,147,3,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
9,a099a_11ep.enp,147,3,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None,255,None,None,None
10,a099a_11ep.enp,147,3,46,メスカリナ,Medulizk,Medullizk,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
11,a099a_11ep.enp,147,3,46,メスカリナ,Medulizk,Medullizk,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,255,None,None,None,255,None,None,None,255,None,None,None
12,a099a_11ep.enp,147,3,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,255,None,None,None
13,a099a_11ep.enp,152,3,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,89,アークエルモ,Arclooper,Arclooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
14,a099a_11ep.enp,152,3,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,89,アークエルモ,Arclooper,Arclooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
15,a099a_11ep.enp,152,3,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,89,アークエルモ,Arclooper,Arclooper,89,アークエルモ,Arclooper,Arclooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
16,a099a_11ep.enp,147,3,46,メスカリナ,Medulizk,Medullizk,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
17,a099a_11ep.enp,147,3,46,メスカリナ,Medulizk,Medullizk,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None
18,a099a_11ep.enp,147,3,46,メスカリナ,Medulizk,Medullizk,46,メスカリナ,Medulizk,Medullizk,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None,255,None,None,None,255,None,None,None
19,a099a_11ep.enp,152,3,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,89,アークエルモ,Arclooper,Arclooper,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
20,a099a_11ep.enp,152,3,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,89,アークエルモ,Arclooper,Arclooper,255,None,None,None,255,None,None,None,255,None,None,None
21,a099a_11ep.enp,152,3,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,89,アークエルモ,Arclooper,Arclooper,255,None,None,None
22,a099a_11ep.enp,147,3,84,シデンクワイ,Kilite,Kilite,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
23,a099a_11ep.enp,147,3,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None,255,None,None,None
24,a099a_11ep.enp,147,3,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None
25,a099a_11ep.enp,152,3,89,アークエルモ,Arclooper,Arclooper,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
26,a099a_11ep.enp,152,3,89,アークエルモ,Arclooper,Arclooper,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None
27,a099a_11ep.enp,152,3,89,アークエルモ,Arclooper,Arclooper,89,アークエルモ,Arclooper,Arclooper,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None,255,None,None,None,255,None,None,None
28,a099a_11ep.enp,152,3,84,シデンクワイ,Kilite,Kilite,89,アークエルモ,Arclooper,Arclooper,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None,255,None,None,None,255,None,None,None
29,a099a_11ep.enp,152,3,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,89,アークエルモ,Arclooper,Arclooper,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None,255,None,None,None
30,a099a_11ep.enp,152,3,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,89,アークエルモ,Arclooper,Arclooper,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None
31,a099a_11ep.enp,152,3,84,シデンクワイ,Kilite,Kilite,84,シデンクワイ,Kilite,Kilite,89,アークエルモ,Arclooper,Arclooper,89,アークエルモ,Arclooper,Arclooper,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,68,ヴァルガンド,Valgand,Valgand,255,None,None,None
0,a099a_12ep.enp,171,4,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
1,a099a_12ep.enp,171,4,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
2,a099a_12ep.enp,171,4,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
3,a099a_12ep.enp,171,4,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,255,None,None,None,255,None,None,None
4,a099a_12ep.enp,171,4,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,255,None,None,None
5,a099a_12ep.enp,176,4,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
6,a099a_12ep.enp,176,4,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
7,a099a_12ep.enp,176,4,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,255,None,None,None,255,None,None,None,255,None,None,None
8,a099a_12ep.enp,176,4,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,255,None,None,None,255,None,None,None
9,a099a_12ep.enp,176,4,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,255,None,None,None
10,a099a_12ep.enp,171,4,78,テルヴァ,Telsor,Telsor,110,シュルラット,Hunter,Hunta,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
11,a099a_12ep.enp,176,4,78,テルヴァ,Telsor,Telsor,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
12,a099a_12ep.enp,176,4,78,テルヴァ,Telsor,Telsor,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
13,a099a_12ep.enp,176,4,78,テルヴァ,Telsor,Telsor,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,255,None,None,None,255,None,None,None,255,None,None,None
14,a099a_12ep.enp,176,4,78,テルヴァ,Telsor,Telsor,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,255,None,None,None,255,None,None,None
15,a099a_12ep.enp,176,4,78,テルヴァ,Telsor,Telsor,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,255,None,None,None
16,a099a_12ep.enp,171,4,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,110,シュルラット,Hunter,Hunta,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
17,a099a_12ep.enp,171,4,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,255,None,None,None,255,None,None,None,255,None,None,None,255,None,None,None
18,a099a_12ep.enp,176,4,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,255,None,None,None,255,None,None,None,255,None,None,None
19,a099a_12ep.enp,176,4,78,テルヴァ,Telsor,Telsor,78,テルヴァ,Telsor,Telsor,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,110,シュルラット,Hunter,Hunta,255,None,None,None,255,None,None,None
