Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Chara. flags,[Vyse],[Aika],[Fina],[Drachma],[Enrique],[Gilder],Retail price in %,Order by prio.,EU order by ABC,Purchase price,Feature #0 ID,[Feature #0 name],Padding #0,Feature #0 value,Feature #1 ID,[Feature #1 name],Padding #1,Feature #1 value,Feature #2 ID,[Feature #2 name],Padding #2,Feature #2 value,Feature #3 ID,[Feature #3 name],Padding #3,Feature #3 value,Padding #4,Padding #5,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
125,2150394856,120070,16,Schwere Rüstung,119270,16,Armadura Pesada,119837,14,Armure Lourde,117630,12,Heavy Armor,39,X,"","",X,X,X,100,10,26,230,17,Defense,0,58,18,MagDef,0,53,-1,None,0,0,-1,None,0,0,0,0,85715,82,Sehr dicke und schwere Rüstung für einen Mann.\nSchützt gegen physische Angriffe.,84804,79,Armadura muy pesada hecha para el hombre.\nProtege contra los ataques físicos.,84765,84,Armure très épaisse et lourde faite pour un\nhomme. Protège des attaques physiques.,83788,88,Very thick and heavy armor made for a man.\nOffers protection against physical attacks.
126,2150394868,120086,10,Alte Robe,119286,17,Túnica Ancestral,119851,14,Robe Ancienne,117642,13,Ancient Robe,26,"",X,X,"",X,"",100,17,2,370,17,Defense,0,69,18,MagDef,0,82,-1,None,0,0,-1,None,0,0,0,0,85797,70,"Robe, die einem lang verstorbenen, einst\nmächtigen Zauberer gehörte.",84883,66,Túnica perteneciente a un gran mago\nque murió hace mucho tiempo.,84849,49,Une robe portée jadis par un magicien\npuissant.,83876,60,"A robe belonging to a long-dead, but once\npowerful wizard."
127,2150394884,120096,15,De Loco-Panzer,119303,14,Malla De Loco,119865,15,Maille De Loco,117655,13,De Loco Mail,37,X,"","",X,"",X,100,21,12,730,17,Defense,0,99,18,MagDef,0,84,-1,None,0,0,-1,None,0,0,0,0,85867,87,"Eine von De Loco gefertigte Rüstung, die den\nTräger vor Feindangriffen schützen soll.",84949,83,Armadura hecha por De Loco para proteger\nal que la lleva de los ataques enemigos.,84898,95,"Une armure fabriquée par De Loco, conçue pour\nprotéger son utilisateur des attaques ennemies.",83936,88,"A suit of armor crafted by De Loco, designed\nto protect the wearer from enemy attacks."
128,2150394900,120111,16,Daccats Rüstung,119317,16,Armadura Daccat,119880,17,Armure de Daccat,117668,15,Daccat's Armor,53,X,X,"",X,"",X,100,29,9,910,17,Defense,0,108,18,MagDef,0,108,-1,None,0,0,-1,None,0,0,0,0,85954,68,"Sehr widerstandsfähige, leichte Rüstung, die\nDaccats Siegel trägt.",85032,78,"Armadura ligera pero muy resistente,\nque lleva grabado el emblema de Daccat.",84993,65,Armure légère et de qualité qui porte le sceau\ngravé de Daccat.,84024,58,"Very durable, light armor, engraved with \nDaccat's seal."
129,2150394916,120127,12,Moosrüstung,119333,15,Armadura Musgo,119897,17,Armure de Mousse,117683,11,Moss Armor,10,"","",X,"",X,"",100,38,39,1280,17,Defense,0,126,18,MagDef,0,126,19,Hit%,0,20,20,Dodge%,0,10,0,0,86022,64,"Eine alte Rüstung, die aus Moos der Dark Rift\ngefertigt wurde.",85110,67,Vieja armadura fabricada con musgo\nque crecía en la Gruta Oscura.,85058,76,Une vieille armure fabriquée avec de la mousse\ntrouvée dans le Récif Noir.,84082,65,An old suit of armor crafted from moss found in\nthe Dark Rift.
130,2150394928,120139,14,Mondlichtrobe,119348,13,Túnica Lunar,119914,15,Robe de Clarté,117694,15,Moonlight Robe,24,"",X,X,"","","",100,43,38,4460,17,Defense,0,134,18,MagDef,0,145,20,Dodge%,0,20,-1,None,0,0,0,0,86086,95,"Schimmernde Robe, in der sich das Mondlicht wie\nin einem stillen See bei Nacht widerspiegelt.",85177,84,Esta túnica de tenue brillo refleja la luna\ncomo un lago refleja la luz nocturna.,85134,83,Une robe chatoyante qui reflète le clair de lune\ncomme un lac reflète la lumière.,84147,89,"A shimmering robe that reflects moonlight, the\nway a calm lake reflects light at night."
131,2150394944,120153,14,Silberrüstung,119361,15,Armadura Plata,119929,16,Armure d'Argent,117709,13,Silver Armor,63,X,X,X,X,X,X,100,51,51,8580,17,Defense,0,160,18,MagDef,0,160,37,Silver,0,-2,-1,None,0,0,0,0,86181,90,"Eine silberne Rüstung, die hohe Widerstands-\nfähigkeit gegen silberne Angriffe aufweist.",85261,75,Una armadura de plata que ofrece gran\nresistencia a los Ataques de Plata.,85217,78,Une armure d'argent qui a un taux de résistance\nélevé aux attaques d'Argent.,84236,70,A silver suit of armor that has a high\nresistance to Silver attacks.
132,2150394960,120167,13,Siegespanzer,119376,15,Malla Victoria,119945,16,Maille Victoire,117722,13,Victory Mail,63,X,X,X,X,X,X,100,22,57,620,17,Defense,0,90,18,MagDef,0,90,16,Attack,0,5,1,Will,0,5,0,0,86271,67,"Verzauberte Rüstung, erhöht Angriffskraft und\nWillen des Trägers.",85336,85,Armadura encantada que aumenta la fuerza de\nataque y la voluntad de quien la lleva.,85295,91,Armure enchantée qui améliore la puissance\nd'attaque et la volonté de celui qui la porte.,84306,78,Enchanted suit of armor that raises the attack\npower and will of the wearer.
133,2150394976,120180,13,Flammenkleid,119391,16,Traje Flamígero,119961,12,Robe Flamme,117735,13,Flame Mantle,39,X,"","",X,X,X,100,16,20,390,17,Defense,0,74,18,MagDef,0,69,-1,None,0,0,-1,None,0,0,0,0,86338,71,"Ein Kleid, das aus außergewöhnlich leichtem\nMaterial gefertigt wurde.",85421,55,Traje fabricado de un material finísimo y\nmuy ligero.,85386,53,Une robe fabriquée avec un tissu extrêmement\nléger.,84384,53,A dress crafted from extremely light weight\nfabric.
134,2150394992,120193,14,Frauenrüstung,119407,14,Armadura Dama,119973,16,Armure féminine,117748,13,Female Armor,24,"",X,X,"","","",100,23,16,660,17,Defense,0,92,18,MagDef,0,99,-1,None,0,0,-1,None,0,0,0,0,86409,84,"Rüstung, die dem Körper der Frau angepasst ist\nund sie vor Feindangriffen schützt.",85476,83,Diseñada para adaptarse al cuerpo de la\nmujer. Protege de muchos tipos de ataque.,85439,94,Armure conçue pour s'adapter au corps d'une\nfemme et pour la protèger des attaques ennemies.,84437,73,"Armor crafted to fit a woman's body, and\nprotect it from enemy attacks."
135,2150395008,120207,14,Geisterpanzer,119421,15,Malla Fantasma,119989,15,Maille Fantôme,117761,11,Ghost Mail,53,X,X,"",X,"",X,100,37,23,1310,17,Defense,0,128,18,MagDef,0,128,-1,None,0,0,-1,None,0,0,0,0,86493,77,"Eine merkwürdige Kluft, die bei Licht\ndurchsichtig ist und seltsam schwebt.",85559,81,Extraña malla que se vuelve transparente con\nla luz y flota de forma fantasmal.,85533,77,"Tenue étrange, qui semble translucide\net flotte tel un fantôme si on l'ôte.",84510,86,"A strange outfit that appears translucent in\nlight, and floats eerily when released."
136,2150395020,120221,16,Leichter Mantel,119436,13,Manto Ligero,120004,14,Manteau léger,117772,11,Light Coat,10,"","",X,"",X,"",100,30,30,830,17,Defense,0,103,18,MagDef,0,103,19,Hit%,0,10,20,Dodge%,0,5,0,0,86570,64,"Ein leichter Mantel, der die\nBeweglichkeit des Trägers erhöht.",85640,67,Este manto de tejido ligero aumenta la \nagilidad de quien lo usa.,85610,61,Manteau léger qui améliore l'agilité de celui\nqui le porte.,84596,57,A lightweight coat that increases the wearer's\nagility.
137,2150395032,120237,13,Faserrüstung,119449,15,Malla de Fibra,120018,17,Maille de Fibres,117783,11,Fiber Mail,37,X,"","",X,"",X,100,47,17,2180,17,Defense,0,164,18,MagDef,0,139,-1,None,0,0,-1,None,0,0,0,0,86634,94,"Sehr wirksame Rüstung, die aus einer speziellen\nArt von Moos aus der Dark Rift gewebt wurde.",85707,83,Malla extremadamente útil hecha con un tipo\nespecial de musgo de la Gruta Oscura.,85671,92,"Armure très efficace, tissée avec une sorte de\nmousse spéciale trouvée dans le Récif Noir.",84653,80,Very effective armor woven from a special type\nof moss found in the Dark Rift.
138,2150395044,120250,9,Mondrobe,119464,15,Túnica de Luna,120035,13,Robe Lunaire,117794,10,Moon Robe,26,"",X,X,"",X,"",100,42,37,1300,17,Defense,0,125,18,MagDef,0,146,-1,None,0,0,-1,None,0,0,0,0,86728,82,"Eine hübsche Robe, die nachts blau glüht.\nWidersteht feindlichen Zaubersprüchen.",85790,83,Preciosa túnica que de noche refleja el\ncolor azul. A prueba de ataques enemigos.,85763,87,Une robe magnifique qui luit de couleur bleu\nla nuit. Résiste aux sortilèges ennemis.,84733,76,A beautiful robe that glows blue in the night.\nResists enemy magic spells.
139,2150395056,120259,11,DUMMYBOUGU,119479,11,DUMMYBOUGU,120048,11,DUMMYBOUGU,117804,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86810,9,DUMMY\n,85873,9,DUMMY\n,85850,9,DUMMY\n,84809,14,DUMMY\n------
140,2150395056,120270,11,DUMMYBOUGU,119490,11,DUMMYBOUGU,120059,11,DUMMYBOUGU,117815,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86819,9,DUMMY\n,85882,9,DUMMY\n,85859,9,DUMMY\n,84823,14,DUMMY\n------
141,2150395056,120281,11,DUMMYBOUGU,119501,11,DUMMYBOUGU,120070,11,DUMMYBOUGU,117826,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86828,9,DUMMY\n,85891,9,DUMMY\n,85868,9,DUMMY\n,84837,14,DUMMY\n------
142,2150395056,120292,11,DUMMYBOUGU,119512,11,DUMMYBOUGU,120081,11,DUMMYBOUGU,117837,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86837,9,DUMMY\n,85900,9,DUMMY\n,85877,9,DUMMY\n,84851,14,DUMMY\n------
143,2150395056,120303,11,DUMMYBOUGU,119523,11,DUMMYBOUGU,120092,11,DUMMYBOUGU,117848,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86846,9,DUMMY\n,85909,9,DUMMY\n,85886,9,DUMMY\n,84865,14,DUMMY\n------
144,2150395056,120314,11,DUMMYBOUGU,119534,11,DUMMYBOUGU,120103,11,DUMMYBOUGU,117859,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86855,9,DUMMY\n,85918,9,DUMMY\n,85895,9,DUMMY\n,84879,14,DUMMY\n------
145,2150395056,120325,11,DUMMYBOUGU,119545,11,DUMMYBOUGU,120114,11,DUMMYBOUGU,117870,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86864,9,DUMMY\n,85927,9,DUMMY\n,85904,9,DUMMY\n,84893,14,DUMMY\n------
146,2150395056,120336,11,DUMMYBOUGU,119556,11,DUMMYBOUGU,120125,11,DUMMYBOUGU,117881,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86873,9,DUMMY\n,85936,9,DUMMY\n,85913,9,DUMMY\n,84907,14,DUMMY\n------
147,2150395056,120347,11,DUMMYBOUGU,119567,11,DUMMYBOUGU,120136,11,DUMMYBOUGU,117892,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86882,9,DUMMY\n,85945,9,DUMMY\n,85922,9,DUMMY\n,84921,14,DUMMY\n------
148,2150395056,120358,11,DUMMYBOUGU,119578,11,DUMMYBOUGU,120147,11,DUMMYBOUGU,117903,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86891,9,DUMMY\n,85954,9,DUMMY\n,85931,9,DUMMY\n,84935,14,DUMMY\n------
149,2150395056,120369,11,DUMMYBOUGU,119589,11,DUMMYBOUGU,120158,11,DUMMYBOUGU,117914,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86900,9,DUMMY\n,85963,9,DUMMY\n,85940,9,DUMMY\n,84949,14,DUMMY\n------
150,2150395056,120380,11,DUMMYBOUGU,119600,11,DUMMYBOUGU,120169,11,DUMMYBOUGU,117925,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86909,9,DUMMY\n,85972,9,DUMMY\n,85949,9,DUMMY\n,84963,14,DUMMY\n------
151,2150395056,120391,11,DUMMYBOUGU,119611,11,DUMMYBOUGU,120180,11,DUMMYBOUGU,117936,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86918,9,DUMMY\n,85981,9,DUMMY\n,85958,9,DUMMY\n,84977,14,DUMMY\n------
152,2150395056,120402,11,DUMMYBOUGU,119622,11,DUMMYBOUGU,120191,11,DUMMYBOUGU,117947,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86927,9,DUMMY\n,85990,9,DUMMY\n,85967,9,DUMMY\n,84991,14,DUMMY\n------
153,2150395056,120413,11,DUMMYBOUGU,119633,11,DUMMYBOUGU,120202,11,DUMMYBOUGU,117958,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86936,9,DUMMY\n,85999,9,DUMMY\n,85976,9,DUMMY\n,85005,14,DUMMY\n------
154,2150395056,120424,11,DUMMYBOUGU,119644,11,DUMMYBOUGU,120213,11,DUMMYBOUGU,117969,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86945,9,DUMMY\n,86008,9,DUMMY\n,85985,9,DUMMY\n,85019,14,DUMMY\n------
155,2150395056,120435,11,DUMMYBOUGU,119655,11,DUMMYBOUGU,120224,11,DUMMYBOUGU,117980,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86954,9,DUMMY\n,86017,9,DUMMY\n,85994,9,DUMMY\n,85033,14,DUMMY\n------
156,2150395056,120446,11,DUMMYBOUGU,119666,11,DUMMYBOUGU,120235,11,DUMMYBOUGU,117991,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86963,9,DUMMY\n,86026,9,DUMMY\n,86003,9,DUMMY\n,85047,14,DUMMY\n------
157,2150395056,120457,11,DUMMYBOUGU,119677,11,DUMMYBOUGU,120246,11,DUMMYBOUGU,118002,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86972,9,DUMMY\n,86035,9,DUMMY\n,86012,9,DUMMY\n,85061,14,DUMMY\n------
158,2150395056,120468,11,DUMMYBOUGU,119688,11,DUMMYBOUGU,120257,11,DUMMYBOUGU,118013,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86981,9,DUMMY\n,86044,9,DUMMY\n,86021,9,DUMMY\n,85075,14,DUMMY\n------
159,2150395056,120479,11,DUMMYBOUGU,119699,11,DUMMYBOUGU,120268,11,DUMMYBOUGU,118024,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,86990,9,DUMMY\n,86053,9,DUMMY\n,86030,9,DUMMY\n,85089,14,DUMMY\n------
