Entry ID,US Entry Name,Pad 1,Pad 2,Pad 3,Pad 4,Category ID,[Category Name],Effect ID,[Effect Name],Scope ID,[Scope Name],Effect Param 1,Effect Param 2,Element ID,[Element Name],Type ID,[Type Name],Unk 1,Unk 2,State ID,[State Name],State Miss%,Pad 5,Pad 6
208,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
209,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
210,HP Absorb,0,0,0,0,0,S-Move,44,Absorb HP,1,Single PC,2,10,0,Green,0,Physical,0,0,0,Poison,0,0,0
211,HP Absorb,0,0,0,0,0,S-Move,44,Absorb HP,1,Single PC,2,10,0,Green,0,Physical,0,0,0,Poison,0,0,0
212,HP Absorb,0,0,0,0,0,S-Move,44,Absorb HP,1,Single PC,2,20,0,Green,0,Physical,0,0,0,Poison,0,0,0
213,HP Absorb,0,0,0,0,0,S-Move,44,Absorb HP,1,Single PC,2,20,0,Green,0,Physical,0,0,0,Poison,0,0,0
214,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
215,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
216,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
217,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
218,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
219,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
220,Rapid Fire,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,30,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
221,欠番,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
222,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
223,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
224,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
225,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
226,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
227,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
228,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
229,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
230,Irnagun,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,40,3,Blue,0,Physical,0,0,0,Poison,0,0,0
231,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
232,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
233,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
234,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
235,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
236,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
237,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
238,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
239,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
240,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
241,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
242,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
243,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
244,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
245,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
246,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
247,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
248,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
249,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
250,Wind Slash,0,0,0,0,0,S-Move,0,Damage,103,PC Triangle 60°,16,15,3,Blue,0,Physical,0,0,0,Poison,0,0,0
251,Sonic Wave,0,0,0,0,0,S-Move,0,Damage,103,PC Triangle 60°,16,15,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
252,欠番,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
253,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
254,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
255,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
256,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
257,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
258,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
259,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
260,Quake,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,20,2,Purple,0,Physical,0,0,0,Poison,0,0,0
261,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
262,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
263,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
264,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
265,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
266,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
267,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
268,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
269,ダミー,0,0,0,0,0,S-Move,255,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
270,Self-destruct,0,0,0,0,0,S-Move,62,Defeat User + Damage,200,PCs Nearby S1,16,40,0,Green,0,Physical,16,17,0,Poison,100,0,0
271,Poison Explode,0,0,0,0,0,S-Move,62,Defeat User + Damage,200,PCs Nearby S1,16,40,0,Green,0,Physical,16,17,0,Poison,50,0,0
