Entry ID,[Filter],Initiative,Magic EXP,EC1 ID,[JP EC1 Name],[EU EC1 Name],EC2 ID,[JP EC2 Name],[EU EC2 Name],EC3 ID,[JP EC3 Name],[EU EC3 Name],EC4 ID,[JP EC4 Name],[EU EC4 Name],EC5 ID,[JP EC5 Name],[EU EC5 Name],EC6 ID,[JP EC6 Name],[EU EC6 Name],EC7 ID,[JP EC7 Name],[EU EC7 Name],EC8 ID,[JP EC8 Name],[EU EC8 Name]
30,A099A_05EP.BIN,79,2,12,ギジェリガー,Varkris,36,ソピローテ,Pinalisk,90,キュキュ,Tsorok,90,キュキュ,Tsorok,90,キュキュ,Tsorok,255,None,None,255,None,None,255,None,None
31,A099A_05EP.BIN,79,2,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,36,ソピローテ,Pinalisk,90,キュキュ,Tsorok,90,キュキュ,Tsorok,90,キュキュ,Tsorok,90,キュキュ,Tsorok,255,None,None
0,A099A_06EP.BIN,104,2,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,A099A_06EP.BIN,104,2,41,エルモンテ,Elooper,41,エルモンテ,Elooper,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,A099A_06EP.BIN,84,2,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,A099A_06EP.BIN,84,2,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,255,None,None,255,None,None,255,None,None
4,A099A_06EP.BIN,74,2,36,ソピローテ,Pinalisk,36,ソピローテ,Pinalisk,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,A099A_06EP.BIN,74,2,36,ソピローテ,Pinalisk,36,ソピローテ,Pinalisk,36,ソピローテ,Pinalisk,36,ソピローテ,Pinalisk,255,None,None,255,None,None,255,None,None,255,None,None
6,A099A_06EP.BIN,91,2,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,255,None,None,255,None,None,255,None,None,255,None,None
7,A099A_06EP.BIN,91,2,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,255,None,None,255,None,None,255,None,None
8,A099A_06EP.BIN,91,2,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,255,None,None,255,None,None
9,A099A_06EP.BIN,84,2,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,41,エルモンテ,Elooper,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
10,A099A_06EP.BIN,74,2,36,ソピローテ,Pinalisk,36,ソピローテ,Pinalisk,41,エルモンテ,Elooper,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
11,A099A_06EP.BIN,91,2,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,41,エルモンテ,Elooper,41,エルモンテ,Elooper,255,None,None,255,None,None
12,A099A_06EP.BIN,79,2,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,36,ソピローテ,Pinalisk,255,None,None,255,None,None,255,None,None,255,None,None
13,A099A_06EP.BIN,79,2,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,36,ソピローテ,Pinalisk,36,ソピローテ,Pinalisk,255,None,None,255,None,None
14,A099A_06EP.BIN,91,2,12,ギジェリガー,Varkris,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,255,None,None,255,None,None,255,None,None,255,None,None
15,A099A_06EP.BIN,91,2,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,255,None,None,255,None,None
16,A099A_06EP.BIN,81,2,36,ソピローテ,Pinalisk,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,255,None,None,255,None,None,255,None,None,255,None,None
17,A099A_06EP.BIN,81,2,36,ソピローテ,Pinalisk,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,255,None,None,255,None,None
18,A099A_06EP.BIN,79,2,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,36,ソピローテ,Pinalisk,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
19,A099A_06EP.BIN,79,2,12,ギジェリガー,Varkris,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,41,エルモンテ,Elooper,255,None,None,255,None,None
20,A099A_06EP.BIN,81,2,36,ソピローテ,Pinalisk,92,ランギット,Langry,92,ランギット,Langry,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None,255,None,None
21,A099A_06EP.BIN,91,2,12,ギジェリガー,Varkris,36,ソピローテ,Pinalisk,92,ランギット,Langry,92,ランギット,Langry,255,None,None,255,None,None,255,None,None,255,None,None
22,A099A_06EP.BIN,91,2,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,36,ソピローテ,Pinalisk,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,255,None,None,255,None,None
23,A099A_06EP.BIN,86,2,40,ラフレシア,Roseln,40,ラフレシア,Roseln,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
24,A099A_06EP.BIN,81,2,40,ラフレシア,Roseln,40,ラフレシア,Roseln,40,ラフレシア,Roseln,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
25,A099A_06EP.BIN,96,2,40,ラフレシア,Roseln,41,エルモンテ,Elooper,41,エルモンテ,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
26,A099A_06EP.BIN,86,2,40,ラフレシア,Roseln,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,255,None,None,255,None,None,255,None,None,255,None,None
27,A099A_06EP.BIN,86,2,40,ラフレシア,Roseln,40,ラフレシア,Roseln,12,ギジェリガー,Varkris,12,ギジェリガー,Varkris,255,None,None,255,None,None,255,None,None,255,None,None
28,A099A_06EP.BIN,86,2,40,ラフレシア,Roseln,36,ソピローテ,Pinalisk,36,ソピローテ,Pinalisk,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
29,A099A_06EP.BIN,86,2,40,ラフレシア,Roseln,40,ラフレシア,Roseln,36,ソピローテ,Pinalisk,36,ソピローテ,Pinalisk,255,None,None,255,None,None,255,None,None,255,None,None
30,A099A_06EP.BIN,86,2,40,ラフレシア,Roseln,92,ランギット,Langry,92,ランギット,Langry,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
31,A099A_06EP.BIN,86,2,40,ラフレシア,Roseln,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,92,ランギット,Langry,255,None,None,255,None,None,255,None,None
0,A099A_07EP.BIN,99,2,107,ワーン,Jynnus,107,ワーン,Jynnus,107,ワーン,Jynnus,107,ワーン,Jynnus,255,None,None,255,None,None,255,None,None,255,None,None
1,A099A_07EP.BIN,99,2,107,ワーン,Jynnus,107,ワーン,Jynnus,107,ワーン,Jynnus,107,ワーン,Jynnus,107,ワーン,Jynnus,107,ワーン,Jynnus,255,None,None,255,None,None
2,A099A_07EP.BIN,109,2,97,キクシック,Razorbeak,97,キクシック,Razorbeak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,A099A_07EP.BIN,109,2,97,キクシック,Razorbeak,97,キクシック,Razorbeak,97,キクシック,Razorbeak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
4,A099A_07EP.BIN,124,2,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,A099A_07EP.BIN,124,2,109,イエルモー,Yulooper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,A099A_07EP.BIN,104,2,109,イエルモー,Yulooper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,109,イエルモー,Yulooper,255,None,None
7,A099A_07EP.BIN,104,2,95,ケベスク,Thryllak,95,ケベスク,Thryllak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
8,A099A_07EP.BIN,104,2,95,ケベスク,Thryllak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,255,None,None,255,None,None,255,None,None,255,None,None
9,A099A_07EP.BIN,94,2,88,エリュオン,Scorpon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,A099A_07EP.BIN,94,2,88,エリュオン,Scorpon,88,エリュオン,Scorpon,88,エリュオン,Scorpon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,A099A_07EP.BIN,104,2,107,ワーン,Jynnus,107,ワーン,Jynnus,97,キクシック,Razorbeak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
12,A099A_07EP.BIN,94,2,107,ワーン,Jynnus,107,ワーン,Jynnus,107,ワーン,Jynnus,107,ワーン,Jynnus,97,キクシック,Razorbeak,97,キクシック,Razorbeak,255,None,None,255,None,None
13,A099A_07EP.BIN,104,2,107,ワーン,Jynnus,107,ワーン,Jynnus,107,ワーン,Jynnus,107,ワーン,Jynnus,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None
14,A099A_07EP.BIN,114,2,97,キクシック,Razorbeak,97,キクシック,Razorbeak,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
15,A099A_07EP.BIN,99,2,95,ケベスク,Thryllak,95,ケベスク,Thryllak,88,エリュオン,Scorpon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
16,A099A_07EP.BIN,99,2,95,ケベスク,Thryllak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,88,エリュオン,Scorpon,88,エリュオン,Scorpon,255,None,None,255,None,None,255,None,None
17,A099A_07EP.BIN,109,2,95,ケベスク,Thryllak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None
18,A099A_07EP.BIN,104,2,88,エリュオン,Scorpon,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
19,A099A_07EP.BIN,109,2,107,ワーン,Jynnus,107,ワーン,Jynnus,97,キクシック,Razorbeak,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None
20,A099A_07EP.BIN,109,2,107,ワーン,Jynnus,107,ワーン,Jynnus,107,ワーン,Jynnus,97,キクシック,Razorbeak,109,イエルモー,Yulooper,109,イエルモー,Yulooper,255,None,None,255,None,None
21,A099A_07EP.BIN,99,2,95,ケベスク,Thryllak,95,ケベスク,Thryllak,88,エリュオン,Scorpon,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None
22,A099A_07EP.BIN,99,2,95,ケベスク,Thryllak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,88,エリュオン,Scorpon,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None
23,A099A_07EP.BIN,89,2,107,ワーン,Jynnus,107,ワーン,Jynnus,88,エリュオン,Scorpon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
24,A099A_07EP.BIN,94,2,107,ワーン,Jynnus,107,ワーン,Jynnus,107,ワーン,Jynnus,95,ケベスク,Thryllak,95,ケベスク,Thryllak,255,None,None,255,None,None,255,None,None
25,A099A_07EP.BIN,99,2,97,キクシック,Razorbeak,97,キクシック,Razorbeak,88,エリュオン,Scorpon,88,エリュオン,Scorpon,255,None,None,255,None,None,255,None,None,255,None,None
26,A099A_07EP.BIN,104,2,97,キクシック,Razorbeak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,255,None,None,255,None,None,255,None,None,255,None,None
27,A099A_07EP.BIN,94,2,107,ワーン,Jynnus,107,ワーン,Jynnus,97,キクシック,Razorbeak,88,エリュオン,Scorpon,255,None,None,255,None,None,255,None,None,255,None,None
28,A099A_07EP.BIN,104,2,107,ワーン,Jynnus,107,ワーン,Jynnus,97,キクシック,Razorbeak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,255,None,None,255,None,None,255,None,None
29,A099A_07EP.BIN,99,2,97,キクシック,Razorbeak,88,エリュオン,Scorpon,95,ケベスク,Thryllak,95,ケベスク,Thryllak,255,None,None,255,None,None,255,None,None,255,None,None
30,A099A_07EP.BIN,104,2,97,キクシック,Razorbeak,88,エリュオン,Scorpon,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
31,A099A_07EP.BIN,109,2,97,キクシック,Razorbeak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,109,イエルモー,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None
0,A099A_08EP.BIN,104,2,88,エリュオン,Scorpon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,A099A_08EP.BIN,104,2,88,エリュオン,Scorpon,88,エリュオン,Scorpon,88,エリュオン,Scorpon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,A099A_08EP.BIN,94,2,95,ケベスク,Thryllak,95,ケベスク,Thryllak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,A099A_08EP.BIN,94,2,95,ケベスク,Thryllak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,255,None,None,255,None,None,255,None,None
4,A099A_08EP.BIN,107,2,86,ブライヌール,Lurker,86,ブライヌール,Lurker,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,A099A_08EP.BIN,107,2,86,ブライヌール,Lurker,86,ブライヌール,Lurker,86,ブライヌール,Lurker,86,ブライヌール,Lurker,255,None,None,255,None,None,255,None,None,255,None,None
6,A099A_08EP.BIN,107,2,86,ブライヌール,Lurker,86,ブライヌール,Lurker,86,ブライヌール,Lurker,86,ブライヌール,Lurker,86,ブライヌール,Lurker,86,ブライヌール,Lurker,255,None,None,255,None,None
7,A099A_08EP.BIN,112,2,54,カネヅル,Kanezl,54,カネヅル,Kanezl,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
8,A099A_08EP.BIN,112,2,54,カネヅル,Kanezl,54,カネヅル,Kanezl,54,カネヅル,Kanezl,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,A099A_08EP.BIN,112,2,54,カネヅル,Kanezl,54,カネヅル,Kanezl,54,カネヅル,Kanezl,54,カネヅル,Kanezl,255,None,None,255,None,None,255,None,None,255,None,None
10,A099A_08EP.BIN,102,2,50,ブブロッカ,Burocca,50,ブブロッカ,Burocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,A099A_08EP.BIN,102,2,50,ブブロッカ,Burocca,50,ブブロッカ,Burocca,50,ブブロッカ,Burocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
12,A099A_08EP.BIN,99,2,88,エリュオン,Scorpon,95,ケベスク,Thryllak,95,ケベスク,Thryllak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,A099A_08EP.BIN,99,2,88,エリュオン,Scorpon,88,エリュオン,Scorpon,95,ケベスク,Thryllak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,255,None,None,255,None,None
14,A099A_08EP.BIN,112,2,86,ブライヌール,Lurker,86,ブライヌール,Lurker,54,カネヅル,Kanezl,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
15,A099A_08EP.BIN,112,2,86,ブライヌール,Lurker,86,ブライヌール,Lurker,86,ブライヌール,Lurker,86,ブライヌール,Lurker,54,カネヅル,Kanezl,54,カネヅル,Kanezl,255,None,None,255,None,None
16,A099A_08EP.BIN,102,2,86,ブライヌール,Lurker,86,ブライヌール,Lurker,50,ブブロッカ,Burocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,A099A_08EP.BIN,102,2,86,ブライヌール,Lurker,86,ブライヌール,Lurker,86,ブライヌール,Lurker,50,ブブロッカ,Burocca,50,ブブロッカ,Burocca,50,ブブロッカ,Burocca,255,None,None,255,None,None
18,A099A_08EP.BIN,107,2,54,カネヅル,Kanezl,50,ブブロッカ,Burocca,50,ブブロッカ,Burocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
19,A099A_08EP.BIN,107,2,54,カネヅル,Kanezl,54,カネヅル,Kanezl,50,ブブロッカ,Burocca,50,ブブロッカ,Burocca,255,None,None,255,None,None,255,None,None,255,None,None
20,A099A_08EP.BIN,109,2,54,カネヅル,Kanezl,88,エリュオン,Scorpon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,A099A_08EP.BIN,109,2,54,カネヅル,Kanezl,54,カネヅル,Kanezl,88,エリュオン,Scorpon,88,エリュオン,Scorpon,255,None,None,255,None,None,255,None,None,255,None,None
22,A099A_08EP.BIN,99,2,54,カネヅル,Kanezl,95,ケベスク,Thryllak,95,ケベスク,Thryllak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
23,A099A_08EP.BIN,99,2,54,カネヅル,Kanezl,54,カネヅル,Kanezl,95,ケベスク,Thryllak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,95,ケベスク,Thryllak,255,None,None,255,None,None
24,A099A_08EP.BIN,107,2,88,エリュオン,Scorpon,95,ケベスク,Thryllak,86,ブライヌール,Lurker,86,ブライヌール,Lurker,255,None,None,255,None,None,255,None,None,255,None,None
25,A099A_08EP.BIN,107,2,88,エリュオン,Scorpon,95,ケベスク,Thryllak,95,ケベスク,Thryllak,86,ブライヌール,Lurker,86,ブライヌール,Lurker,86,ブライヌール,Lurker,255,None,None,255,None,None
26,A099A_08EP.BIN,102,2,88,エリュオン,Scorpon,95,ケベスク,Thryllak,50,ブブロッカ,Burocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
27,A099A_08EP.BIN,102,2,88,エリュオン,Scorpon,95,ケベスク,Thryllak,95,ケベスク,Thryllak,50,ブブロッカ,Burocca,50,ブブロッカ,Burocca,255,None,None,255,None,None,255,None,None
28,A099A_08EP.BIN,107,2,88,エリュオン,Scorpon,86,ブライヌール,Lurker,86,ブライヌール,Lurker,50,ブブロッカ,Burocca,255,None,None,255,None,None,255,None,None,255,None,None
29,A099A_08EP.BIN,107,2,88,エリュオン,Scorpon,88,エリュオン,Scorpon,86,ブライヌール,Lurker,86,ブライヌール,Lurker,50,ブブロッカ,Burocca,50,ブブロッカ,Burocca,255,None,None,255,None,None
30,A099A_08EP.BIN,102,2,95,ケベスク,Thryllak,86,ブライヌール,Lurker,50,ブブロッカ,Burocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
31,A099A_08EP.BIN,102,2,95,ケベスク,Thryllak,95,ケベスク,Thryllak,86,ブライヌール,Lurker,86,ブライヌール,Lurker,50,ブブロッカ,Burocca,50,ブブロッカ,Burocca,255,None,None,255,None,None
0,A099A_09EP.BIN,128,3,44,プジョット,Iridzu,44,プジョット,Iridzu,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,A099A_09EP.BIN,128,3,44,プジョット,Iridzu,44,プジョット,Iridzu,44,プジョット,Iridzu,44,プジョット,Iridzu,255,None,None,255,None,None,255,None,None,255,None,None
2,A099A_09EP.BIN,128,3,44,プジョット,Iridzu,44,プジョット,Iridzu,44,プジョット,Iridzu,44,プジョット,Iridzu,44,プジョット,Iridzu,255,None,None,255,None,None,255,None,None
3,A099A_09EP.BIN,128,3,44,プジョット,Iridzu,44,プジョット,Iridzu,44,プジョット,Iridzu,44,プジョット,Iridzu,44,プジョット,Iridzu,44,プジョット,Iridzu,255,None,None,255,None,None
4,A099A_09EP.BIN,123,3,51,アイガムハ,Drogerp,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,A099A_09EP.BIN,123,3,51,アイガムハ,Drogerp,51,アイガムハ,Drogerp,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,A099A_09EP.BIN,123,3,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,A099A_09EP.BIN,123,3,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,255,None,None,255,None,None,255,None,None
8,A099A_09EP.BIN,123,3,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,255,None,None,255,None,None
9,A099A_09EP.BIN,123,3,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,255,None,None
10,A099A_09EP.BIN,133,3,85,イモヅル,Imezl,85,イモヅル,Imezl,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,A099A_09EP.BIN,133,3,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
12,A099A_09EP.BIN,133,3,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,255,None,None,255,None,None,255,None,None,255,None,None
13,A099A_09EP.BIN,117,3,54,カネヅル,Kanezl,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
14,A099A_09EP.BIN,117,3,54,カネヅル,Kanezl,54,カネヅル,Kanezl,54,カネヅル,Kanezl,54,カネヅル,Kanezl,54,カネヅル,Kanezl,54,カネヅル,Kanezl,54,カネヅル,Kanezl,255,None,None
15,A099A_09EP.BIN,128,3,85,イモヅル,Imezl,85,イモヅル,Imezl,54,カネヅル,Kanezl,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
16,A099A_09EP.BIN,128,3,85,イモヅル,Imezl,85,イモヅル,Imezl,54,カネヅル,Kanezl,54,カネヅル,Kanezl,255,None,None,255,None,None,255,None,None,255,None,None
17,A099A_09EP.BIN,128,3,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,54,カネヅル,Kanezl,255,None,None,255,None,None,255,None,None,255,None,None
18,A099A_09EP.BIN,128,3,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,54,カネヅル,Kanezl,54,カネヅル,Kanezl,255,None,None,255,None,None
19,A099A_09EP.BIN,123,3,44,プジョット,Iridzu,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,A099A_09EP.BIN,123,3,44,プジョット,Iridzu,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,255,None,None,255,None,None,255,None,None,255,None,None
21,A099A_09EP.BIN,123,3,44,プジョット,Iridzu,44,プジョット,Iridzu,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,255,None,None,255,None,None,255,None,None,255,None,None
22,A099A_09EP.BIN,123,3,44,プジョット,Iridzu,44,プジョット,Iridzu,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,255,None,None,255,None,None
23,A099A_09EP.BIN,123,3,44,プジョット,Iridzu,44,プジョット,Iridzu,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,255,None,None
24,A099A_09EP.BIN,128,3,51,アイガムハ,Drogerp,44,プジョット,Iridzu,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
25,A099A_09EP.BIN,128,3,51,アイガムハ,Drogerp,44,プジョット,Iridzu,44,プジョット,Iridzu,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
26,A099A_09EP.BIN,128,3,51,アイガムハ,Drogerp,44,プジョット,Iridzu,44,プジョット,Iridzu,44,プジョット,Iridzu,44,プジョット,Iridzu,255,None,None,255,None,None,255,None,None
27,A099A_09EP.BIN,128,3,51,アイガムハ,Drogerp,51,アイガムハ,Drogerp,44,プジョット,Iridzu,44,プジョット,Iridzu,255,None,None,255,None,None,255,None,None,255,None,None
28,A099A_09EP.BIN,123,3,51,アイガムハ,Drogerp,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
29,A099A_09EP.BIN,123,3,51,アイガムハ,Drogerp,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,255,None,None,255,None,None,255,None,None,255,None,None
30,A099A_09EP.BIN,123,3,51,アイガムハ,Drogerp,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,255,None,None,255,None,None
31,A099A_09EP.BIN,123,3,51,アイガムハ,Drogerp,51,アイガムハ,Drogerp,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,31,ヘムヘム,Tsurak,255,None,None,255,None,None,255,None,None
0,A099A_10EP.BIN,128,3,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,54,カネヅル,Kanezl,255,None,None,255,None,None,255,None,None,255,None,None
1,A099A_10EP.BIN,128,3,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,54,カネヅル,Kanezl,54,カネヅル,Kanezl,255,None,None,255,None,None
2,A099A_10EP.BIN,128,3,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,85,イモヅル,Imezl,255,None,None
3,A099A_10EP.BIN,126,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
4,A099A_10EP.BIN,126,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,255,None,None,255,None,None,255,None,None,255,None,None
5,A099A_10EP.BIN,126,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,255,None,None,255,None,None
6,A099A_10EP.BIN,126,3,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,63,シュリヌール,Ghrost,255,None,None
7,A099A_10EP.BIN,131,3,87,クベンシス,Jellikra,87,クベンシス,Jellikra,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
8,A099A_10EP.BIN,131,3,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,A099A_10EP.BIN,131,3,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,87,クベンシス,Jellikra,255,None,None,255,None,None,255,None,None
