Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Chara. ID,[Chara. name],Retail price in %,Order by prio.,EU order by ABC,Effect ID,[Effect name],Padding #0,Purchase price,Attack,Hit%,Feature ID,[Feature name],Padding #1,Feature value,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
48,2352245372,106738,9,Kunstarm,105795,17,Brazo Artificial,106699,16,Bras Artificiel,104863,15,Artificial Arm,3,Drachma,50,50,1,-1,None,0,390,43,80,-1,None,0,0,67850,103,"Mechanischer Arm, der Anzeichen von starker Benutzung\nüber die Jahre zeigt, aber er sieht robust aus.",67238,83,"Un brazo mecánico desgastado por muchos años de\nuso, pero de aspecto resistente.",67350,79,Bras mécanique qui montre les signes d'un usage\nintensif mais semble robuste.,66749,89,"A mechanical arm that shows signs of rigorous\nuse over many years, yet it looks sturdy."
49,2352245388,106747,10,Hakenhand,105812,15,Mano de garfio,106715,8,Crochet,104878,10,Hook Hand,3,Drachma,50,51,34,-1,None,0,580,51,80,-1,None,0,0,67953,82,"Aufsatz für Drachmas Arm, eine hakenförmige\nKlinge, scharf wie ein Rasiermesser.",67321,92,Una extensión del brazo de Drachma. Un sable\nen forma de garfio y afilado como una navaja.,67429,98,"Un accessoire pour le bras de Drachma, une épée\nen forme de crochet, tranchante comme un rasoir.",66838,81,"An attachment for Drachma's arm, it is a\nhook-shaped blade that is razor sharp."
50,2352245400,106757,12,Morgenstern,105827,13,Mano de maza,106723,12,Main Massue,104888,10,Mace Hand,3,Drachma,50,54,42,-1,None,0,2000,125,0,-1,None,0,0,68035,95,"Schwere, stachelige Stahlkugel mit schrecklicher\nZerstörungskraft, aber geringer Genauigkeit.",67413,88,"Pesada bola de acero con púas con un increíble\npoder destructivo, pero poca precisión.",67527,93,"Boule lourde, en acier avec des pointes, au\npouvoir destructeur immense mais guère précise.",66919,78,"A heavy, spiked steel ball with awesome\ndestructive power, but low accuracy."
51,2352245412,106769,10,Schürfarm,105840,15,Brazo de Minas,106735,15,Bras Extractif,104898,11,Mining Arm,3,Drachma,50,57,44,-1,None,0,9980,172,80,-1,None,0,0,68130,80,Vorrichtung zur Gewinnung von Mondsteinen. Von\nDe Loco in Ixa'taka entwickelt.,67501,87,"Instrumento para extraer Piedras Lunares,\ncreado por De Loco al marcharse a Ixa'taka.",67620,82,Équipement conçu pour extraire les Pierres de\nLune. Crée par De Loco à Ixa'taka.,66997,94,Equipment designed to mine Moon Stones. Created\nby De Loco when he was assigned to Ixa'taka.
52,2352245424,106779,11,Drachenarm,105855,17,Brazo del Dragón,106750,12,Bras Dragon,104909,11,Dragon Arm,3,Drachma,50,58,25,-1,None,0,11850,181,80,-1,None,0,0,68210,81,"Ein speziell für Drachma kreierter Arm, vom \nMeister-Schmied Ryu-kan entworfen.",67588,87,"Brazo especialmente diseñado para Drachma por\nRiu-kan, el maestro creador de espadas.",67702,75,"Un bras conçu spécialement pour Drachma par le\nfaçonneur d'épée, Ryu-kan.",67091,74,"An arm specially designed for Drachma by the\nmaster swordsmith, Ryu-kan."
53,2352245436,106790,13,Schnabelhand,105872,13,Mano de pico,106762,9,Main Bec,104920,10,Beak Hand,3,Drachma,50,52,3,5,Add Confusion #2,0,880,60,80,-1,None,0,0,68291,86,Aufsatz für Drachmas Arm in Form eines Vogel-\nschnabels. Kann auch Feinde verwirren.,67675,92,"Extensión del brazo de Drachma, con forma de\npico de ave. Sirve para confundir al enemigo.",67777,98,"Accessoire pour le bras de Drachma, en forme de\nbec d'oiseau qui peut aussi tromper les ennemis.",67165,97,An attachment for Drachma's arm that is shaped\nlike a bird's beak. It can also Confuse enemies.
54,2352245448,106803,15,De Loco-Bohrer,105885,16,Taladro De Loco,106771,16,Foreuse De Loco,104930,14,De Loco Drill,3,Drachma,50,55,24,6,Add Death #1,0,2600,95,80,-1,None,0,0,68377,89,Von De Loco zum Schürfen entworfener Bohrer;\nseine rotierende Klinge kann sofort töten.,67767,89,Un taladro del equipo de minas creado por De\nLoco. Su cuchilla-hélice mata al instante.,67875,94,"Foreuse de l'équipement minier conçue par De\nLoco, sa lame tournante peut tuer sur le champ.",67262,97,"A drill taken from mining equipment designed by\nDe Loco, its spinning blade can kill instantly."
55,2352245464,106818,15,Ausgrabungsarm,105901,16,Brazo Excavador,106787,16,Bras Excavateur,104944,15,Excavation Arm,3,Drachma,50,53,27,-1,None,0,1340,73,80,-1,None,0,0,68466,95,"Instrument für archäologische Ausgrabungen, kann\nsogar für feinere Bewegungen benutzt werden.",67856,88,"Instrumento diseñado para excavaciones\narqueológicas, que hace excavaciones delicadas.",67969,98,"Instrument destiné aux fouilles archéologiques,\npeut également servir à un travail de précision.",67359,92,"An instrument designed for archeological digs,\nit can even be used for delicate movements."
56,2352245480,106833,10,Ruinenarm,105917,16,Brazo de Ruinas,106803,16,Bras des Ruines,104959,9,Ruin Arm,3,Drachma,50,56,50,-1,None,0,3860,112,80,-1,None,0,0,68561,103,"Seltsamer Arm, auf unbekannter Technologie basierend,\nin den Ruinen einer alten Stadt zurückgelassen.",67944,95,"Un extraño brazo, de tecnología desconocida,\nolvidado entre las ruinas de una ciudad antigua.",68067,92,Un bras bizarre de technologie inconnue est\nabandonné dans les ruines d'une ancienne cité.,67451,90,"A strange arm, based on unknown technology,\nleft behind in the ruins of an ancient city."
57,2352245492,106843,10,Silberarm,105933,15,Brazo de Plata,106819,14,Bras d'argent,104968,11,Silver Arm,3,Drachma,50,59,53,-1,None,0,13710,190,80,37,Silver,0,-2,68664,100,"Teil eines androiden Soldaten, der von der Silber-\nzivilisation kreiert wurde. Hohe Angriffskraft.",68039,88,Parte de un soldado androide creado por la\nCivilización de Plata. Tiene gran potencia.,68159,85,Partie d'un androïde créé par la civilisation\nd'Argent. Puissant pouvoir d'attaque.,67541,90,Part of an android soldier created by the Silver\nCivilization. Boasts high attack power.
58,2352245504,106853,7,Rapier,105948,8,Estoque,106833,8,Rapière,104979,7,Rapier,4,Enrique,50,60,49,12,Add Silence #2,0,4200,122,95,-1,None,0,0,68764,91,"Dünne, scharfe Klinge, ein Symbol des noblen\nKriegers. Kann bei Feinden Silence bewirken.",68127,93,"Espada fina y afilada, símbolo del guerrero\nnoble. Puede imponer Silencio sobre el enemigo.",68244,97,"Une épée mince mais tranchante, symbole du noble\nguerrier. Peut imposer le Silence aux ennemis.",67631,87,"A thin but sharp blade, a symbol of the noble\nwarrior. Can impose Silence on enemies."
59,2352245512,106860,12,Steinklinge,105956,17,Espada de Piedra,106841,12,Épée Pierre,104986,11,Stoneblade,4,Enrique,50,64,57,13,Add Stone #2,0,9850,171,95,-1,None,0,0,68855,89,Geniale Arbeit vom meisterhaften Schmied Ryu-kan.\nKann Feinde auch zu Stein verwandeln.,68220,97,Una obra genial del maestro creador de espadas\nRyu-kan. También convierte al enemigo en piedra.,68341,94,Un travail de génie par le façonneur d'épée\nRyu-kan. Peut transformer les ennemis en pierre.,67718,88,"A work of genius by the master swordsmith,\nRyu-kan. It can also turn enemies to stone."
60,2352245524,106872,13,Kaiserklinge,105973,16,Espada Imperial,106853,15,Épée Impériale,104997,15,Imperial Blade,4,Enrique,50,63,39,7,Add Silence #1,0,8660,163,95,-1,None,0,0,68944,78,Das Schwert des legitimen Thronanwärters.\nKann bei Feinden Silence bewirken.,68317,84,La espada del heredero legítimo al trono.\nPuede imponer Silencio sobre el enemigo.,68435,78,L'épée de l'héritier légitime du trône.\nPeut imposer le Silence aux ennemis.,67806,80,The sword of the legitimate heir to the throne.\nCan impose Silence on enemies.
61,2352245540,106885,14,Schlangenhieb,105989,16,Golpe Serpiente,106868,16,Epée du Serpent,105012,15,Serpent Strike,4,Enrique,50,65,52,8,Add Stone #1,0,11150,179,95,-1,None,0,0,69022,89,Mächtiges Schwert der Krieger der Silver\nCivilization. Kann Feinde zu Stein verwandeln.,68401,92,Poderosa espada usada por los guerreros de la\nCivilización de Plata. Petrifica al enemigo.,68513,95,Épée puissante des guerriers de la Civilisation\nd'Argent. Peut changer les ennemis en Pierre.,67886,90,A powerful sword worn by warriors of the Silver\nCivilization. Can turn enemies to Stone.
62,2352245556,106899,12,Frostklinge,106005,14,Espada Helada,106884,14,Épée de Glace,105027,11,Frostblade,4,Enrique,50,62,30,14,Add Confusion #4,0,7020,150,95,-1,None,0,0,69111,93,"Eine so scharfe und kalte Klinge, dass man fast\ndaran festfriert. Kann Verwirrung auslösen.",68493,94,Una espada tan afilada y fria que casi entumece\nal tocarla. Provoca Confusion en el enemigo.,68608,91,Épée si aiguisée et si froide qu'elle engourdit\nau toucher. Peut désorienter les ennemis.,67976,87,"A blade so sharp and cold, it is almost numbing\nto the touch. It can Confuse enemies."
63,2352245568,106911,16,Schlummerklinge,106019,17,Espada de Dormir,106898,16,Épée du Sommeil,105038,17,Blade of Slumber,4,Enrique,50,61,4,15,Add Sleep #4,0,5690,138,95,-1,None,0,0,69204,90,"Riesiges Schwert, das in yafutomanischen \nZeremonien benutzt wird; schläfert Feinde ein.",68587,87,Larga espada usada en ceremonias de Yafutoman.\nSu misterioso poder duerme al enemigo.,68699,84,"Une grosse épée utilisée lors des cérémonies\nYafutoman, peut endormir les ennemis.",68063,93,"A large sword used in Yafutoman ceremonies, its\nmysterious powers can put enemies to Sleep."
64,2352245588,106927,14,Gilders Waffe,106036,15,Arma de Gilder,106914,15,Petit revolver,105055,13,Gilder's Own,5,Gilder,50,66,32,-1,None,0,2910,104,100,-1,None,0,0,69294,95,"Eine Schusswaffe, die Gilder schon durch manche\nGefahr half. Klein, aber leicht zu handhaben.",68674,81,Este arma ha sacado a Gilder de muchos aprietos.\nPequeña pero fácil de manejar.,68783,88,Un revolver qui a aidé Gilder à s'en sortir plus\nd'une fois. Petit et facile à manier.,68156,84,"A gun that has gotten Gilder through many a\ntight spot. Small, but easy to handle."
65,2352245604,106941,13,Nasr-Pistole,106051,13,Pistola Nasr,106929,14,Pistolet Nasr,105068,12,Nasr Pistol,5,Gilder,50,67,47,-1,None,0,3520,112,100,33,Red,0,-2,69389,75,"Nachbildung einer Waffe der Royal Guard,\njedoch ohne unnötige Verzierung.",68755,94,"Una réplica del arma usada por la Guardia Real,\npero sin elementos decorativos innecesarios.",68871,92,"Une réplique de l'arme utilisée par la Garde\nRoyale, dénuée de ses décorations superflues.",68240,95,"A replica of the weapon used by the Royal Guard,\nwithout the unnecessary decorative elements."
66,2352245616,106954,15,Kriegerpistole,106064,17,Pistola Guerrera,106943,9,Pistolet,105080,17,Warrior's Pistol,5,Gilder,50,72,69,-1,None,0,10920,176,100,-1,None,0,0,69464,88,Kleine Schusswaffe der alten Krieger. Ihr\nÄußeres verrät nichts von ihrer Schusskraft.,68849,83,Arma pequeña usada por antiguos guerreros.\nSu aspecto inocente oculta gran poder.,68963,98,Petit revolver utilisé par d'anciens guerriers.\nSon apparence dissimule son pouvoir destructeur.,68335,88,A small gun used by ancient warriors. Its\nappearance hides its destructive power well.
67,2352245636,106969,14,Valua-Pistole,106081,15,Pistola Valuan,106952,16,Pistolet Valuan,105097,14,Valuan Pistol,5,Gilder,50,69,66,-1,None,0,8140,160,100,-1,None,0,0,69552,86,Eine von Matrosen umgebaute valuanische Pistole\nmit hoher Schusskraft und Präzision.,68932,94,"Una pistola robada de los Valuan, modificada\npara aumentar su potencia sin restar precisión.",69061,97,"Pistolet Valuan dérobé, modifié par les marins\npour le rendre plus puissant et toujours précis.",68423,94,"A stolen Valuan pistol, modified by sailors to\nincrease power, without sacrificing accuracy."
68,2352245652,106983,16,Schützenpistole,106096,17,Pistola Marksman,106968,17,Arme de Marksman,105111,13,Marksman Gun,5,Gilder,50,71,43,10,Add Death #2,0,3000,100,200,-1,None,0,0,69638,99,"Kleine, von valuanischen Mördern verwendete Pis-\ntole. Bei einem gezielten Schuss sofort tödlich.",69026,96,Pistola pequeña de los asesinos Valuan. Puede\ncausar la muerte instantánea si se apunta bien.,69158,83,Petit pistolet utilisé par les assassins Valuan.\nPeut causer la mort instantanée.,68517,84,A small pistol used by Valuan assassins. Can\ncause instant death with a good shot.
69,2352245668,106999,15,Daccat-Pistole,106113,17,Costumbre Daccat,106985,15,Arme de Daccat,105124,14,Daccat Custom,5,Gilder,50,68,22,9,Add Sleep #3,0,4290,120,100,-1,None,0,0,69737,72,Lange Pistole des legendären Piraten Daccat.\nKann Feinde einschläfern.,69122,93,El legendario Pirata Aéreo Daccat usa esta\npistola larga que hace que el enemigo se duerma.,69241,90,Long pistolet utilisé par le fameux Pirate de\nDaccat. Peut parfois endormir les ennemis.,68601,93,"A long pistol used by the legendary Air Pirate,\nDaccat. Can sometimes put enemies to Sleep."
70,2352245684,107014,15,Gilder-Spezial,106130,16,Especial Gilder,107000,17,L'arme de Gilder,105138,15,Gilder Special,5,Gilder,50,70,31,-1,None,0,9460,168,100,-1,None,0,0,69809,99,Speziell auf Gilders Schusshand angepasste Waffe\nmit unübertroffener Genauigkeit und Schusskraft.,69215,97,Arma hecha especialmente para adaptarse al tacto\nde Gilder. Su potencia y precisión son únicas.,69331,92,Un revolver fabriqué spécialement pour Gilder.\nIl a une précision et une puissance unique.,68694,85,A gun made specifically to fit Gilder's touch.\nIt has unequaled accuracy and power.
71,2352245700,107029,17,Thunfischmachete,106146,16,Sable para Atún,107017,11,Sabre Thon,105153,13,Tuna Cutlass,0,Vyse,100,16,65,-1,None,0,22222,150,0,-1,None,0,0,69908,64,"Spezielle Waffe für Fischer. Sehr schlagkräftig,\naber ungenau.",69312,85,"Un arma especial para pescadores con red.\nTiene gran potencia, pero poca precisión.",69423,77,Un objet destiné aux pêcheurs.\nGrande puissance d'attaque mais peu précise.,68779,83,"A special item for people on the Net.\nBoasts high attack power, but low accuracy."
72,2352245716,107046,13,Wirbelmerang,106162,15,Crea-remolinos,107028,11,Tourbirang,105166,12,Swirlmerang,1,Aika,100,33,61,11,Add Confusion #3,0,11111,100,200,-1,None,0,0,69972,70,Spezielle Waffe für Fischer. Sorgt immer bei\nFeinden für Verwirrung.,69397,86,Un arma especial para gente con red.\nEs perfecta para crear confusión en el enemigo.,69500,77,Un objet destiné aux pêcheurs.\nRéussira toujours à désorienter les ennemis.,68862,81,A special item for people on the Net.\nWill always Confuse enemies without fail.
73,2352245728,107059,10,DUMMYBUKI,106177,10,DUMMYBUKI,107039,10,DUMMYBUKI,105178,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,70042,9,DUMMY\n,69483,9,DUMMY\n,69577,9,DUMMY\n,68943,14,DUMMY\n------
74,2352245728,107069,10,DUMMYBUKI,106187,10,DUMMYBUKI,107049,10,DUMMYBUKI,105188,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,70051,9,DUMMY\n,69492,9,DUMMY\n,69586,9,DUMMY\n,68957,14,DUMMY\n------
75,2352245728,107079,10,DUMMYBUKI,106197,10,DUMMYBUKI,107059,10,DUMMYBUKI,105198,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,70060,9,DUMMY\n,69501,9,DUMMY\n,69595,9,DUMMY\n,68971,14,DUMMY\n------
76,2352245728,107089,10,DUMMYBUKI,106207,10,DUMMYBUKI,107069,10,DUMMYBUKI,105208,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,70069,9,DUMMY\n,69510,9,DUMMY\n,69604,9,DUMMY\n,68985,14,DUMMY\n------
77,2352245728,107099,10,DUMMYBUKI,106217,10,DUMMYBUKI,107079,10,DUMMYBUKI,105218,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,70078,9,DUMMY\n,69519,9,DUMMY\n,69613,9,DUMMY\n,68999,14,DUMMY\n------
78,2352245728,107109,10,DUMMYBUKI,106227,10,DUMMYBUKI,107089,10,DUMMYBUKI,105228,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,70087,9,DUMMY\n,69528,9,DUMMY\n,69622,9,DUMMY\n,69013,14,DUMMY\n------
79,2352245728,107119,10,DUMMYBUKI,106237,10,DUMMYBUKI,107099,10,DUMMYBUKI,105238,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,70096,9,DUMMY\n,69537,9,DUMMY\n,69631,9,DUMMY\n,69027,14,DUMMY\n------
