Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Occ. flags,[Menu],[Battle],[Ship battle],Effect ID,[Effect name],Scope ID,[Scope name],Consume%,Retail price in %,Order by prio.,EU order by ABC,Padding #0,Purchase price,Padding #1,Padding #2,Effect value,Unknown #0,Unknown #1,Unknown #2,Hit%,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
284,2352248260,109831,12,Golden Mask,109155,15,Máscara Dorada,110043,12,Masque Doré,107961,12,Golden Mask,0,"","","",-1,None,0,None,0,100,48,21,0,2000,0,0,0,0,0,0,0,84165,58,"Wertvoller Schatz, nach dem Zivilyn Bane in\nRixis sucht.",83287,54,Un valioso tesoro buscado por Zivilyn Bane en\nRixis.,83735,59,Un précieux trésor recherché par Zivilyn Bane\ndans Rixis.,82697,54,A valuable treasure sought by Zivilyn Bane in\nRixis.
285,2352248272,109843,11,Sky Sardis,109170,15,Sardis Celeste,110055,7,Sardis,107973,11,Sky Sardis,4,X,"","",31,Recover HP,1,One character,100,100,58,60,0,1,0,0,1,-1,-1,0,0,84223,83,Ein häufig vorkommender Fisch. Dient den\nden meisten Meeresbewohnern als Nahrung.,83341,97,Un pez común del final de la cadena alimenticia.\nCasi todos los habitantes del oceano lo comen.,83794,67,Poisson banal. La plupart\ndes habitants de l'océan en consomment.,82751,92,A common fish at the bottom of the food chain.\nThey are fare for most Mid Ocean residents.
286,2352248284,109854,11,Red Sardis,109185,12,Sardis Rojo,110062,13,Sardis Rouge,107984,11,Red Sardis,4,X,"","",31,Recover HP,1,One character,100,100,59,47,0,10,0,0,1,-1,-1,0,0,84306,87,"Ein Fisch, der nicht gut schmeckt, aber\nwegen seiner feuerroten Schuppen beliebt ist.",83438,89,"Un tipo de pescado que no sabe muy bien,\npero es valorado por sus escamas rojo intenso.",83861,88,"Une sorte de poisson peu ragoûtant, mais\nqui est prisé pour ses écailles rougeoyantes.",82843,86,"A type of fish that doesn't taste very good,\nbut is valued for its fiery red scales."
287,2352248296,109865,12,Flying Fish,109197,12,Pez Volador,110075,15,Poisson Volant,107995,12,Flying Fish,4,X,"","",31,Recover HP,1,One character,100,100,60,16,0,2,0,0,1,-1,-1,0,0,84393,74,"Gewöhnlich nahe des Mid Ocean zu finden.\nHat dicke, stachelige Schuppen.",83527,77,Suele encontrarse junto al Océano Medio.\nSus escamas son gruesas y dañinas.,83949,88,Se trouve le plus souvent près de l'océan\nCentral. A des écailles épaisses et poilues.,82929,63,"Most commonly found near Mid Ocean. Has thick,\nbarbed scales."
288,2352248308,109877,15,Spiked Sunfish,109209,12,Pez de púas,110090,14,Poissonsoleil,108007,15,Spiked Sunfish,4,X,"","",31,Recover HP,1,One character,100,100,61,64,0,20,0,0,1,-1,-1,0,0,84467,94,"Sonnenfische schwimmen in Schwärmen, um Raub-\nfische abzuwehren. Man isst oder verkauft sie.",83604,76,Pez que viaja en grupo para evitar\nser devorado. Puede comerse o venderse.,84037,88,Le Poissonsoleil voyage en bancs pour\néviter les prédateurs. A consommmer ou à vendre.,82992,91,"Spiked Sunfish travel in schools, in order to\navoid predators. They can be eaten or sold."
289,2352248324,109892,12,Abirik Cham,109221,12,Chum Abirik,110104,12,Abirik Cham,108022,12,Abirik Cham,4,X,"","",75,Evolve Cupil with Abirik Cham,0,None,100,0,15,0,0,50000,0,0,-1,-2,-1,0,0,84561,89,"Wenn Cupil einen Abirik Cham frisst, entwickelt\ner sich zu seiner nächsten Form weiter.",83680,58,"Si Cupil come un chum Abirik,\nadoptará su próxima forma.",84125,69,"Si Cupil mange un Abirik Cham, il atteindra sa\nsa forme supérieure.",83083,66,"If Cupil eats an Abirik Cham, he will evolve\ninto his next form."
290,2352248336,109904,5,Chom,109233,5,Chom,110116,5,Chom,108034,5,Chom,4,X,"","",76,Reset Cupil,0,None,100,1,16,4,0,3000,0,0,-1,-2,-1,0,0,84650,79,"Eine verseuchte Art von Cham. Sie bringt Cupil\ndazu, alle Chams auszuspucken.",83738,83,Es un chum contaminado y hará que Cupil\nregurguite todos los chums que ha comido.,84194,86,Une espèce de Cham contaminé qui fait\nrégurgiter à Cupil tous les Chams déjà mangés.,83149,73,A contaminated form of Cham that causes Cupil\nto regurgitate all Chams.
291,2352248344,109909,12,Gold Pollen,109238,13,Polen de Oro,110121,12,Pollen D'or,108039,12,Gold Pollen,0,"","","",-1,None,0,None,100,100,41,20,0,5000,0,0,0,0,0,0,0,84729,79,Pollen von den Kanezl Plants nördlich von\nNasr. Ein teurer Export von Nasrad.,83821,96,Polen de las plantas Kanezl que se encuentra al\nnorte de Nasr. Una exportación cara de Nasrad.,84280,90,Pollen des Plantes Kanezl qui se trouvent au\nnord de Nasr. Produit d'exportation Nasran.,83222,83,Pollen from the Kanezl Plants found north of\nNasr. An expensive export of Nasrad.
292,2352248356,109921,9,Ilchymix,109251,9,Ilchymix,110133,9,Ilchymix,108051,9,Ilchymix,4,X,"","",51,Recover HP and MP,2,All characters,100,100,46,27,0,400,0,0,10000,-1,-1,0,0,84808,85,Ilchymis' spezielle Kräutermischung. Dieser\nTrank stellt HP and MP voll wieder her.,83917,94,Mezcla especial de hierbas hecha por Ilchymis\nque repone toda la Salud y la Magia del grupo.,84370,93,"Un mélange spécial d'herbes d'Ilchymis, cette\npotion redonnera au groupe tous ses PV et PM.",83305,95,"Ilchymis' special mix of herbs, this amazing\npotion will fully restore the party's HP and MP."
293,2352248368,109930,16,Orb of Serenity,109260,14,Esfera Serena,110142,17,Orbe de Sérénité,108060,16,Orb of Serenity,0,"","","",-1,None,0,None,0,100,54,38,0,10000,0,0,0,0,0,0,0,84893,59,"Wertvoller Schatz, nach dem Zivilyn Bane in\nSoltis sucht.",84011,55,Un valioso tesoro buscado por Zivilyn Bane en\nSoltis.,84463,60,Un précieux trésor recherché par Zivilyn Bane\ndans Soltis.,83400,55,A valuable treasure sought by Zivilyn Bane in\nSoltis.
294,2352248384,109946,13,Kabal Skewer,109274,15,Brocheta Kabal,110159,16,Brochette Kabal,108076,13,Kabal Skewer,6,X,X,"",48,Recover MP,1,One character,100,100,42,28,0,100,0,0,2,-1,-1,0,0,84952,94,Traditionelles Nasr-Gericht mit gegrilltem Kabal\n-Fleisch. Erhöht MP eines Verbündeten um 2.,84066,93,"Plato tradicional de Nasr, con carne de Kabal\nde brasa. Repone 2 puntos de Magia de aliado.",84523,77,Un plat traditionnel de Nasr avec du Kabal\ngrillé. Redonne 2 PM à un allié.,83455,84,A traditional Nasr dish featuring grilled Kabal\nmeat. Restores one ally's MP by 2.
295,2352248400,109959,13,Mom's Skewer,109289,17,Brocheta de mamá,110175,16,Brochette Maman,108089,13,Mom's Skewer,6,X,X,"",49,Recover MP to 100%,1,One character,100,100,43,34,0,200,0,0,100,-1,-1,0,0,85046,95,"Shish Kebab, aus den besten Zutaten hergestellt.\nStellt MP eines Verbündeten voll wieder her.",84159,81,Un kebab hecho con los mejores ingredientes.\nRepone toda la Magia de un aliado.,84600,87,Un shishkebab cuisiné avec les meilleurs\ningrédients. Redonne à un allié tous ses PM.,83539,93,A Kabal Skewer made with only the finest of\ningredients. Completely restores one ally's MP.
296,2352248416,109972,9,Tropica,109306,8,Tropica,110191,8,Tropica,108102,9,Tropica,4,X,"","",59,Increase MAXHP,1,One character,100,100,40,68,0,1000,0,0,200,-1,-1,0,0,85141,97,"Sehr seltener Kürbis, der in Ixa'taka vorkommt\nund die max. HP eines Verbündeten um 200 erhöht.",84240,96,"Calabaza muy difícil de encontrar, de Ixa'taka,\nque aumenta en 200 la Salud máxima del aliado.",84687,86,"Une gourde très rare, trouvée à Ixa'taka, qui\naugmente les PV Max d'un allié de 200.",83632,85,"An extremely rare gourd, found in Ixa'taka,\nthat increases an ally's Max HP by 200."
297,2352248428,109981,14,Urala's Lunch,109314,15,Almuerzo Urala,110199,14,Repas d'Urala,108111,14,Urala's Lunch,4,X,"","",51,Recover HP and MP,1,One character,100,100,44,70,0,200,0,0,10000,-1,-1,0,0,85238,91,"Aus exotischen Zutaten bereitete Mahlzeit, die\nHP und MP der Gruppe vollständig auffüllt.",84336,80,Una comida con ingredientes exóticos que\nrepone la Salud y la Magia del grupo.,84773,83,Un repas composé d'ingrédients exotiques qui\nredonne au groupe tous ses PV et PM.,83717,84,A meal made from exotic ingredients that \nfully replenishes the party's HP and MP.
298,2352248444,109995,14,Polly Special,109329,15,Especial Polly,110213,17,Spécialité Polly,108125,14,Polly Special,4,X,"","",51,Recover HP and MP,1,One character,100,100,45,42,0,200,0,0,10000,-1,-1,0,0,85329,93,"Aus seltenen Zutaten bereitete Mahlzeit, die\ndie HP und MP der Gruppe vollständig auffüllt.",84416,80,Una comida con ingredientes exóticos que\nrepone la Salud y la Magia del grupo.,84856,79,Un repas composé d'ingrédients rares qui\nredonne au groupe tous ses PV et PM.,83801,90,A meal made from rare ingredients that fully\nreplenishes a single characters HP and MP.
299,2352248460,110009,14,Magillex Idol,109344,15,Ídolo Magillex,110230,15,Idole Magillex,108139,14,Magillex Idol,0,"","","",-1,None,0,None,0,100,55,32,0,25000,0,0,0,0,0,0,0,85422,72,"Eine der drei verschwundenen heiligen Figuren,\nnach denen Pinta sucht.",84496,63,Una de las tres estatuillas sagradas que Pinta\nestá buscando.,84935,62,Une des trois figurines sacrées perdues que\nPinta recherche.,83891,67,One of the three lost sacred figurines that\nPinta is looking for.
300,2352248476,110023,12,Pharax Idol,109359,16,Ídolo de Pharax,110245,13,Idole Pharax,108153,12,Pharax Idol,0,"","","",-1,None,0,None,0,100,56,41,0,25000,0,0,0,0,0,0,0,85494,72,"Eine der drei verschwundenen heiligen Figuren,\nnach denen Pinta sucht.",84559,63,Una de las tres estatuillas sagradas que Pinta\nestá buscando.,84997,62,Une des trois figurines sacrées perdues que\nPinta recherche.,83958,68,One of the three lost sacred figurines that\nPinta is looking for.
301,2352248488,110035,13,Euconyx Idol,109375,17,Ídolo de Euconyx,110258,14,Idole Euconyx,108165,13,Euconyx Idol,0,"","","",-1,None,0,None,0,100,57,15,0,25000,0,0,0,0,0,0,0,85566,72,"Eine der drei verschwundenen heiligen Figuren,\nnach denen Pinta sucht.",84622,63,Una de las tres estatuillas sagradas que Pinta\nestá buscando.,85059,62,Une des trois figurines sacrées perdues que\nPinta recherche.,84026,68,One of the three lost sacred figurines that\nPinta is looking for.
302,2352248504,110048,6,DUMMY,109392,6,DUMMY,110272,6,DUMMY,108178,6,DUMMY,0,"","","",-1,None,0,None,0,0,77,-1,0,0,0,0,0,0,0,0,0,85638,9,DUMMY\n,84685,9,DUMMY\n,85121,9,DUMMY\n,84094,14,DUMMY\n------
303,2352248504,110054,6,DUMMY,109398,6,DUMMY,110278,6,DUMMY,108184,6,DUMMY,0,"","","",-1,None,0,None,0,0,78,-1,0,0,0,0,0,0,0,0,0,85647,9,DUMMY\n,84694,9,DUMMY\n,85130,9,DUMMY\n,84108,14,DUMMY\n------
304,2352248504,110060,6,DUMMY,109404,6,DUMMY,110284,6,DUMMY,108190,6,DUMMY,0,"","","",-1,None,0,None,0,0,79,-1,0,0,0,0,0,0,0,0,0,85656,9,DUMMY\n,84703,9,DUMMY\n,85139,9,DUMMY\n,84122,14,DUMMY\n------
305,2352248512,110066,12,Drajik Fish,109410,11,Pez Drajik,110290,15,Poisson Drajik,108196,12,Drajik Fish,0,"","","",-1,None,0,None,100,100,76,9,0,3000,0,0,0,0,0,0,0,85665,95,"Fisch, der seit der Alten Welt als ausgestorben\ngalt, vor kurzem nahe der Dark Rift entdeckt.",84712,88,"Pez extinguido desde el Mundo Antiguo, pero\nse ha descubierto junto a la Gruta Oscura.",85148,92,"Un poisson soi-disant disparu depuis l'Ancien\nMonde, découvert près de la Grande crevasse.",84136,93,"A fish, believed to be extinct since the Old\nWorld, recently discovered near the Dark Rift."
306,2352248524,110078,9,Kite Ray,109421,10,Raya Kite,110305,17,Raie Cerf-volant,108208,9,Kite Ray,4,X,"","",31,Recover HP,1,One character,100,100,62,29,0,5,0,0,10,-1,-1,0,0,85760,89,"Nahe Valua anzutreffen. Fliegender Fisch,\nfür seinen ausgezeichneten Geschmack bekannt.",84800,81,Vive junto a la zona de Valua. Es un pez aéreo\nconocido por su estupendo sabor.,85240,76,"Trouvé près de Valua. Un poisson volant, réputé\npour sa saveur délicieuse.",84229,65,Found near Valua. An air fish that's known\nfor its great taste.
307,2352248536,110087,12,Stealth Ray,109431,14,Raya Sigilosa,110322,13,Raie Furtive,108217,12,Stealth Ray,4,X,"","",31,Recover HP,1,One character,100,100,63,65,0,50,0,0,10,-1,-1,0,0,85849,95,"Größerer Rochen, der selten auftritt. Wird für\nseine Haut, nicht seinen Geschmack, geschätzt.",84881,85,"Raya grande y difícil de pescar. Valorada\npor sus escamas, más que para el consumo.",85316,82,"Un raie plus grande, rarement attrapée. Prisée\npour sa peau plutôt que son goût.",84294,76,"A larger ray, rarely caught. Valued for its\nhide, rather than consumption."
308,2352248548,110099,12,Spear Squid,109445,14,Calamar Arpón,110335,13,Calmar Lance,108229,12,Spear Squid,4,X,"","",31,Recover HP,1,One character,100,100,64,63,0,30,0,0,1,-1,-1,0,0,85944,84,Diese kleinen Lebewesen halten sich oft in\nwindigen Gebieten auf. Sie sind essbar.,84966,86,Estos diminutos seres suelen encontrarse en\nzonas con bastante viento. No están mal.,85398,98,Ces petites créatures sont souvent trouvées dans\ndes endroits venteux. Petites mais comestibles.,84370,83,"These small creatures are often found in windy\nareas. They are small, but edible."
309,2352248560,110111,12,Drill Squid,109459,12,Drill Squid,110348,15,Calmar Perceur,108241,12,Drill Squid,4,X,"","",31,Recover HP,1,One character,100,100,65,10,0,300,0,0,10,-1,-1,0,0,86028,87,"Größer als ein Speerfisch, ergibt eine akzeptable\nMahlzeit. Kann roh gegessen werden.",85052,86,"Más grande que el calamar Arpón, constituye\nuna buena comida. Pueden comerse crudos.",85496,80,"Plus grand qu'un Calmar Lance, peut faire\nun bon repas et peut être mangé cru.",84453,74,"Larger than a Spear Squid, and can make a\ndecent meal. Can be eaten raw."
310,2352248572,110123,6,Grule,109471,6,Grule,110363,6,Grule,108253,6,Grule,4,X,"","",31,Recover HP,1,One character,100,100,66,23,0,40,0,0,10,-1,-1,0,0,86115,95,"Fisch, der nahe der Dark Rift anzutreffen ist.\nSchmeckt trotz seines Äußeren erstaunlich gut.",85138,95,"Un pez descubierto junto a la Gruta Oscura. A\npesar de su grotesco aspecto, tiene buen sabor.",85576,90,Un poisson trouvé près de la Grande crevasse.\nD'apparence grotesque mais très savoureux.,84527,91,"A fish found near the Dark Rift. Despite its\ngrotesque appearance, it tastes pretty good."
311,2352248580,110129,14,Rainbow Grule,109477,15,Grule Arcoiris,110369,14,Grule colorée,108259,14,Rainbow Grule,4,X,"","",31,Recover HP,1,One character,100,100,67,45,0,400,0,0,50,-1,-1,0,0,86210,94,"Fisch, der zum Fangen kleinerer Fische einen\nleuchtenden Fangarm benutzt. Schmeckt köstlich.",85233,90,Pez que usa un tentáculo luminoso como cebo\npara atrapar peces pequenos. Son deliciosos.,85666,97,Poisson qui utilise une tentacule brillante pour\nattirer les petits poissons. Il est délicieux.,84618,96,A fish that uses a glowing tentacle as a lure\nto catch smaller fish. These fish are delicious.
312,2352248596,110143,9,Moonfish,109492,10,Pez Lunar,110383,12,Poissonlune,108273,9,Moonfish,4,X,"","",31,Recover HP,1,One character,100,100,68,36,0,150,0,0,10,-1,-1,0,0,86304,84,Sein Körper ist durchsichtig weiß. Er tritt\nin großen Höhen auf und schmeckt fade.,85323,74,Su cuerpo es traslúcido. Vive en latitudes altas\ny tiene un sabor suave.,85763,78,Son corps est translucide. On le trouve en\nhaute altitude et a un goût fade.,84714,87,"Its body is a translucent white. It's found at\nhigh altitudes, and has a bland taste."
313,2352248608,110152,11,Silverfish,109502,13,Pez de Plata,110395,17,Poisson d'argent,108282,11,Silverfish,4,X,"","",31,Recover HP,1,One character,100,100,69,59,0,1500,0,0,500,-1,-1,0,0,86388,77,Ein seltener Fisch in großen Höhen über dem\nMid Ocean. Sehr hoher Nährwert.,85397,96,Pez muy raro que vive en latitudes altas sobre\nel Océano Medio. Tiene un gran valor nutritivo.,85841,98,Poisson rare trouvé en haute altitude au-dessus\nde l'Océan Central. Forte teneur nutritionnelle.,84801,86,A rare fish found at high altitudes above Mid\nOcean. Very high in nutritional value.
314,2352248620,110163,13,Romuhai Fish,109515,12,Pez Romuhai,110412,16,Poisson Romuhai,108293,13,Romuhai Fish,4,X,"","",31,Recover HP,1,One character,100,100,70,51,0,100,0,0,50,-1,-1,0,0,86465,95,"Hat Flossen, die wie Flügel aussehen. Im Osten\ngewöhnlich roh gegessen oder in Brühe gekocht.",85493,96,Tiene aletas en forma de alas. En zonas del este\nse suele comer crudo o cocinarse en un caldo.,85939,94,"Ses nageoires ressemblent à des ailes. Souvent\nmangé cru dans l'Est, ou cuisiné en bouillon.",84887,84,"Has fins that look like wings. Commonly eaten in\nthe East raw, or cooked in broth."
315,2352248636,110176,13,Hamahai Fish,109527,12,Pez Hamahai,110428,16,Poisson Hamahai,108306,13,Hamahai Fish,4,X,"","",31,Recover HP,1,One character,100,100,71,24,0,1000,0,0,100,-1,-1,0,0,86560,96,"Auf Höhen über yafutoma anzutreffen. Als Deli-\nkatesse geschätzt, nicht viel davon ist essbar.",85589,89,"Vive en latitudes altas, sobre Yafutoma. Se\nconsidera un manjar, pero tiene poca carne.",86033,95,Trouvé en haute altitude au-dessus de Yafutoma.\nUne partie de ce mets délicat est comestible.,84971,93,"Found at high altitudes above Yafutoma. Prized\nas a delicacy, but not much of it is edible."
316,2352248652,110189,11,Nerath Eel,109539,15,Anguila Nerath,110444,16,Anguille Nerath,108319,11,Nerath Eel,4,X,"","",31,Recover HP,1,One character,100,100,72,37,0,80,0,0,10,-1,-1,0,0,86656,89,"Aal, der in dunklen Gefilden, unter Wolken oder\nKontinenten zu finden ist. Kaum essbar.",85678,90,"Esta anguila vive en zonas oscuras, debajo de\nnubes y continentes. Apenas es comestible.",86128,96,"Une anguille trouvée dans des endroits sombres,\nsous les nuages ou continents. Peu comestible.",85064,72,"An eel found in dark areas, under clouds or\ncontinents. Barely edible."
317,2352248664,110200,17,Great Nerath Eel,109554,12,Gran Nerath,110460,16,Grande Anguille,108330,17,Great Nerath Eel,4,X,"","",31,Recover HP,1,One character,100,100,73,22,0,800,0,0,1,-1,-1,0,0,86745,74,"Ein großer Nerath-Aal. Gut für jemanden,\nder einen Energieschub braucht.",85768,97,Una anguila Nerath que ha vivido durante años.\nBuena para quien necesite comer algo energético.,86224,87,Anguille Nerath qui existe depuis toujours.\nIdéal pour ceux qui ont besoin d'énergie.,85136,86,A Nerath Eel that has lived for years.\nGood food for those who need an energy boost.
318,2352248684,110217,11,Red Dragon,109566,12,Dragón Rojo,110476,13,Dragon Rouge,108347,11,Red Dragon,4,X,"","",31,Recover HP,1,One character,100,100,74,46,0,200,0,0,50,-1,-1,0,0,86819,81,Über diese seltene Kreatur ist wenig bekannt.\nIhr Fleisch ist eine Delikatesse.,85865,70,Se sabe muy poco sobre esta extraña criatura.\nSu carne es un manjar.,86311,73,Cette créature rare est très peu connue.\nSa viande est un mets délicat.,85222,72,Very little is known about this rare creature.\nIts meat is a delicacy.
319,2352248696,110228,12,Gold Dragon,109578,14,Dragón de Oro,110489,12,Dragon D'or,108358,12,Gold Dragon,4,X,"","",31,Recover HP,1,One character,100,100,75,19,0,2000,0,0,100,-1,-1,0,0,86900,94,"Eine äußerst rare Kreatur. Reiche Leute würden\nSäcke voller Gold bezahlen, um sie anzusehen.",85935,75,Un espécimen muy difícil de encontrar.\nLos ricos pagarían sólo por verlo.,86384,90,Une créature extrêmement rare. Les gens aisés\npaieraient une fortune juste pour la voir.,85294,85,An extremely rare creature. The wealthy would \npay bags of gold just to look at it.
