Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,MAXHP,Will,Defense,MagDef,Quick,Agile,Dodge%,Green,Red,Purple,Blue,Yellow,Silver,[DE arm. #0 name pos.],[DE arm. #0 name size],DE arm. #0 name str.,[ES arm. #0 name pos.],[ES arm. #0 name size],ES arm. #0 name str.,[FR arm. #0 name pos.],[FR arm. #0 name size],FR arm. #0 name str.,[GB arm. #0 name pos.],[GB arm. #0 name size],GB arm. #0 name str.,Arm. #0 type ID,[Arm. #0 type name],Arm. #0 attack,Arm. #0 range,Arm. #0 hit%,Arm. #0 element ID,[Arm. #0 element name],[DE arm. #1 name pos.],[DE arm. #1 name size],DE arm. #1 name str.,[ES arm. #1 name pos.],[ES arm. #1 name size],ES arm. #1 name str.,[FR arm. #1 name pos.],[FR arm. #1 name size],FR arm. #1 name str.,[GB arm. #1 name pos.],[GB arm. #1 name size],GB arm. #1 name str.,Arm. #1 type ID,[Arm. #1 type name],Arm. #1 attack,Arm. #1 range,Arm. #1 hit%,Arm. #1 element ID,[Arm. #1 element name],[DE arm. #2 name pos.],[DE arm. #2 name size],DE arm. #2 name str.,[ES arm. #2 name pos.],[ES arm. #2 name size],ES arm. #2 name str.,[FR arm. #2 name pos.],[FR arm. #2 name size],FR arm. #2 name str.,[GB arm. #2 name pos.],[GB arm. #2 name size],GB arm. #2 name str.,Arm. #2 type ID,[Arm. #2 type name],Arm. #2 attack,Arm. #2 range,Arm. #2 hit%,Arm. #2 element ID,[Arm. #2 element name],[DE arm. #3 name pos.],[DE arm. #3 name size],DE arm. #3 name str.,[ES arm. #3 name pos.],[ES arm. #3 name size],ES arm. #3 name str.,[FR arm. #3 name pos.],[FR arm. #3 name size],FR arm. #3 name str.,[GB arm. #3 name pos.],[GB arm. #3 name size],GB arm. #3 name str.,Arm. #3 type ID,[Arm. #3 type name],Arm. #3 attack,Arm. #3 range,Arm. #3 hit%,Arm. #3 element ID,[Arm. #3 element name],Pad. #0,Pad. #1,Pad. #2,Pad. #3,Pad. #4,Pad. #5,EXP,Gold,Item drop #0 ID,[Item drop #0 name],Item #0 ID,[Item #0 name],Item drop #1 ID,[Item drop #1 name],Item #1 ID,[Item #1 name],Item drop #2 ID,[Item drop #2 name],Item #2 ID,[Item #2 name]
28,2352250140,112265,6,Zelos,111603,6,Zelos,112465,6,Zelos,110350,6,Zelos,240000,240,300,350,250,30,20,8,8,8,8,8,0,115101,11,Mondstrahl,114545,13,Rayo de Luna,115355,14,Rayon de Lune,113163,9,Moon Ray,3,Special,800,0,-1,6,Neutral,115112,15,Gr. Mondstrahl,114558,16,Gran Rayo Lunar,115369,17,Faisceau lunaire,113172,15,Great Moon Ray,3,Special,900,0,-1,6,Neutral,115127,11,Mondgeheul,114574,14,Lamento Lunar,115386,16,Plainte lunaire,113187,12,Moon Lament,3,Special,1000,0,-1,6,Neutral,115138,8,Gericht,114588,7,Juicio,115402,9,Jugement,113199,10,Judgement,3,Special,1300,1,-1,6,Neutral,0,0,0,0,0,0,33590,0,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
29,2352250148,112271,8,Anguila,111609,8,Anguila,112471,8,Anguila,110356,8,Anguila,56000,300,100,100,80,10,5,10,25,10,10,10,10,115146,10,Giftnebel,114595,15,Spray Venenoso,115411,16,Spray de Poison,113209,13,Poison Spray,3,Special,250,0,-1,6,Neutral,115156,5,Biss,114610,9,Mordisco,115427,8,Morsure,113222,5,Bite,3,Special,300,0,-1,6,Neutral,115161,2,-,114619,2,-,115435,2,-,113227,2,-,-1,None,-1,-1,-1,-1,None,115163,2,-,114621,2,-,115437,2,-,113229,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,10830,5400,0,100%,482,Concussion Bomb,0,100%,425,Heavy Torpedo,7,Kalifa,456,Timing Valve
30,2352250156,112279,5,Raja,111617,5,Raja,112479,5,Raja,110364,5,Raja,15000,270,50,100,80,10,45,10,10,15,10,5,10,115165,9,Leuchten,114623,16,Ráfaga Luminosa,115439,10,Luminesce,113231,10,Luminesce,3,Special,230,0,-1,6,Neutral,115174,2,-,114639,2,-,115449,2,-,113241,2,-,-1,None,-1,-1,-1,-1,None,115176,2,-,114641,2,-,115451,2,-,113243,2,-,-1,None,-1,-1,-1,-1,None,115178,2,-,114643,2,-,115453,2,-,113245,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,2630,1100,4,50%,491,Deluxe Kit,6,Osman,508,Crystal Ball,2,10%,475,Soundproofing
31,2352250164,112284,11,Raja Embla,111622,11,Raja Embla,112484,11,Raja Embla,110369,11,Raja Embla,25000,300,100,150,120,15,45,10,10,15,10,3,10,115180,9,Leuchten,114645,16,Ráfaga Luminosa,115455,10,Luminesce,113247,10,Luminesce,3,Special,270,0,-1,6,Neutral,115189,2,-,114661,2,-,115465,2,-,113257,2,-,-1,None,-1,-1,-1,-1,None,115191,2,-,114663,2,-,115467,2,-,113259,2,-,-1,None,-1,-1,-1,-1,None,115193,2,-,114665,2,-,115469,2,-,113261,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,2630,1100,4,50%,493,Complete Kit,7,Kalifa,507,Gold Bullion,-1,None,-1,None
32,2352250176,112295,7,Obispo,111633,7,Obispo,112495,7,Obispo,110380,7,Obispo,60000,220,200,300,80,10,18,8,13,10,15,10,10,115195,17,Tintenfischtinte,114667,17,Tinta de Calamar,115471,16,Encre de Calmar,113263,10,Squid Ink,3,Special,250,0,-1,6,Neutral,115212,2,-,114684,2,-,115487,2,-,113273,2,-,-1,None,-1,-1,-1,-1,None,115214,2,-,114686,2,-,115489,2,-,113275,2,-,-1,None,-1,-1,-1,-1,None,115216,2,-,114688,2,-,115491,2,-,113277,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,11480,5600,0,100%,465,Alloy Deck,7,Kalifa,508,Crystal Ball,-1,None,-1,None
33,2352250184,112302,6,CUT33,111640,6,CUT33,112502,6,CUT33,110387,6,CUT33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115218,2,-,114690,2,-,115493,2,-,113279,2,-,-1,None,-1,-1,-1,-1,None,115220,2,-,114692,2,-,115495,2,-,113281,2,-,-1,None,-1,-1,-1,-1,None,115222,2,-,114694,2,-,115497,2,-,113283,2,-,-1,None,-1,-1,-1,-1,None,115224,2,-,114696,2,-,115499,2,-,113285,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
34,2352250196,112308,6,CUT34,111646,6,CUT34,112508,6,CUT34,110393,6,CUT34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115226,2,-,114698,2,-,115501,2,-,113287,2,-,-1,None,-1,-1,-1,-1,None,115228,2,-,114700,2,-,115503,2,-,113289,2,-,-1,None,-1,-1,-1,-1,None,115230,2,-,114702,2,-,115505,2,-,113291,2,-,-1,None,-1,-1,-1,-1,None,115232,2,-,114704,2,-,115507,2,-,113293,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
35,2352250208,112314,4,Roc,111652,4,Roc,112514,4,Roc,110399,4,Roc,45000,50,150,300,90,6,23,10,13,10,10,15,10,115234,13,Donnerstimme,114706,17,Explosión de Voz,115509,15,Voix explosive,113295,12,Blast Voice,3,Special,300,0,-1,6,Neutral,115247,2,-,114723,2,-,115524,2,-,113307,2,-,-1,None,-1,-1,-1,-1,None,115249,2,-,114725,2,-,115526,2,-,113309,2,-,-1,None,-1,-1,-1,-1,None,115251,8,Greifer,114727,7,Garfio,115528,7,Saisie,113311,5,Grab,3,Special,400,0,-1,6,Neutral,0,0,0,0,0,0,13580,6900,6,Osman,478,Wooden Doll,7,Kalifa,507,Gold Bullion,-1,None,-1,None
36,2352250212,112318,13,Giant Looper,111656,13,Giant Looper,112518,13,Giant Looper,110403,13,Giant Looper,30000,999,260,999,130,15,50,10,10,10,10,10,10,115259,12,Looper-Ring,114734,14,Anillo Looper,115535,17,Anneau de Looper,113316,12,Looper Ring,3,Special,500,0,-1,6,Neutral,115271,2,-,114748,2,-,115552,2,-,113328,2,-,-1,None,-1,-1,-1,-1,None,115273,2,-,114750,2,-,115554,2,-,113330,2,-,-1,None,-1,-1,-1,-1,None,115275,2,-,114752,2,-,115556,2,-,113332,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,28580,13000,0,100%,495,Thermal Grease,0,100%,496,Captain's Stripe,0,100%,505,Hex Shell
37,2352250228,112331,7,Alania,111669,7,Alania,112531,7,Alania,110416,7,Alania,52000,250,200,250,85,10,80,10,15,1,8,10,5,115277,8,Spirale,114754,8,Espiral,115558,8,Spirale,113334,7,Spiral,3,Special,280,0,-1,6,Neutral,115285,4,Rau,114762,7,Shaggy,115566,8,Hirsute,113341,7,Shaggy,3,Special,220,0,-1,6,Neutral,115289,2,-,114769,2,-,115574,2,-,113348,2,-,-1,None,-1,-1,-1,-1,None,115291,2,-,114771,2,-,115576,2,-,113350,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,14290,6500,6,Osman,447,Goddess Figure,6,Osman,473,Air Purifier,-1,None,-1,None
38,2352250236,112338,15,Fortress Gates,111676,15,Fortress Gates,112538,15,Fortress Gates,110423,15,Fortress Gates,200000,350,999,999,0,10,1,10,10,10,10,10,10,115293,14,Kleine Kanone,114773,14,Cañón Pequeño,115578,12,Petit Canon,113352,13,Small Cannon,0,Main cannon,500,2,80,6,Neutral,115307,2,-,114787,2,-,115590,2,-,113365,2,-,1,Secondary cannon,500,2,80,6,Neutral,115309,2,-,114789,2,-,115592,2,-,113367,2,-,2,Torpedo,500,2,80,6,Neutral,115311,2,-,114791,2,-,115594,2,-,113369,2,-,3,Special,500,2,80,6,Neutral,0,0,0,0,0,0,5630,3000,0,100%,494,Gear Grease,-1,None,-1,None,-1,None,-1,None
39,2352250252,112353,6,CUT39,111691,6,CUT39,112553,6,CUT39,110438,6,CUT39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115313,2,-,114793,2,-,115596,2,-,113371,2,-,-1,None,-1,-1,-1,-1,None,115315,2,-,114795,2,-,115598,2,-,113373,2,-,-1,None,-1,-1,-1,-1,None,115317,2,-,114797,2,-,115600,2,-,113375,2,-,-1,None,-1,-1,-1,-1,None,115319,2,-,114799,2,-,115602,2,-,113377,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
40,2352250264,112359,9,Gadianos,111697,9,Gadianos,112559,9,Gadianos,110444,9,Gadianos,15000,999,100,999,235,25,30,10,10,10,10,10,10,115321,12,Jeda-Balken,114801,10,Rayo Jeda,115604,14,Faisceau Jeda,113379,10,Jeda Beam,3,Special,300,0,-1,6,Neutral,115333,13,Jedos-Strahl,114811,12,Rayo Jedos,115618,12,Rayon Jedos,113389,10,Jedos Ray,3,Special,450,0,-1,6,Neutral,115346,2,-,114823,2,-,115630,2,-,113399,2,-,-1,None,-1,-1,-1,-1,None,115348,2,-,114825,2,-,115632,2,-,113401,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,6120,2500,0,100%,493,Complete Kit,0,100%,469,Sparkling Deck,0,100%,433,Moon Gun
41,2352250276,112368,9,Gaditaos,111706,9,Gaditaos,112568,9,Gaditaos,110453,9,Gaditaos,15000,999,150,999,235,25,45,10,10,10,10,10,10,115350,12,Jeda-Balken,114827,10,Rayo Jeda,115634,14,Faisceau Jeda,113403,10,Jeda Beam,3,Special,350,0,-1,6,Neutral,115362,13,Jedos-Strahl,114837,12,Rayos Jedos,115648,12,Rayon Jedos,113413,10,Jedos Ray,3,Special,500,0,-1,6,Neutral,115375,2,-,114849,2,-,115660,2,-,113423,2,-,-1,None,-1,-1,-1,-1,None,115377,2,-,114851,2,-,115662,2,-,113425,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,6120,2500,0,100%,493,Complete Kit,0,100%,469,Sparkling Deck,-1,None,-1,None
42,2352250288,112377,6,CUT42,111715,6,CUT42,112577,6,CUT42,110462,6,CUT42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115379,2,-,114853,2,-,115664,2,-,113427,2,-,-1,None,-1,-1,-1,-1,None,115381,2,-,114855,2,-,115666,2,-,113429,2,-,-1,None,-1,-1,-1,-1,None,115383,2,-,114857,2,-,115668,2,-,113431,2,-,-1,None,-1,-1,-1,-1,None,115385,2,-,114859,2,-,115670,2,-,113433,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
43,2352250300,112383,15,The Blackbeard,111721,15,The Blackbeard,112583,15,The Blackbeard,110468,15,The Blackbeard,15000,100,200,90,100,30,20,3,3,3,3,3,3,115387,14,Vega-Kanone +,114861,16,Cañón Vega Plus,115672,16,Canon Plus Vega,113435,17,Vega Cannon Plus,0,Main cannon,350,0,85,6,Neutral,115401,2,-,114877,2,-,115688,2,-,113452,2,-,-1,None,-1,-1,-1,-1,None,115403,2,-,114879,2,-,115690,2,-,113454,2,-,-1,None,-1,-1,-1,-1,None,115405,2,-,114881,2,-,115692,2,-,113456,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,5520,2400,0,100%,456,Timing Valve,0,100%,449,Spherical Figure,0,100%,500,Hybrid Wax
44,2352250316,112398,17,Tenkou Spellship,111736,17,Tenkou Spellship,112598,17,Tenkou Spellship,110483,17,Tenkou Spellship,25000,250,300,300,90,20,3,7,7,7,7,7,7,115407,7,Kanone,114883,6,Cañón,115694,6,Canon,113458,8,Cannon,0,Main cannon,250,0,80,6,Neutral,115414,11,Feuerpfeil,114889,16,Flecha de Fuego,115700,14,Flêche de Feu,113466,11,Fire Arrow,1,Secondary cannon,220,2,75,6,Neutral,115425,16,Houroku Torpedo,114905,16,Torpedo Houroku,115714,17,Torpille Houroku,113477,16,Houroku Torpedo,2,Torpedo,250,3,60,6,Neutral,115441,2,-,114921,2,-,115731,2,-,113493,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,1910,900,0,100%,484,Pyro Bomb,7,Kalifa,508,Crystal Ball,-1,None,-1,None
