Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Chara. flags,[Vyse],[Aika],[Fina],[Drachma],[Enrique],[Gilder],Retail price in %,Order by prio.,EU order by ABC,Purchase price,Feature #0 ID,[Feature #0 name],Padding #0,Feature #0 value,Feature #1 ID,[Feature #1 name],Padding #1,Feature #1 value,Feature #2 ID,[Feature #2 name],Padding #2,Feature #2 value,Feature #3 ID,[Feature #3 name],Padding #3,Feature #3 value,Padding #4,Padding #5,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
202,2352247304,108731,17,Unsichtbare Hand,107992,15,Mano Invisible,108853,15,La Main Cachée,106862,16,The Unseen Hand,29,"",X,X,X,"",X,50,44,52,2960,4,Quick,0,30,20,Dodge%,0,5,-1,None,0,0,-1,None,0,0,0,0,78652,83,"Zauberspruch, der den Krieger schneller\nattackieren und Feinden ausweichen lässt.",77625,85,Hechizo que da al guerrero el poder de un\nAtaque más rápido y de evitar al enemigo.,78061,93,Enchantement qui permet à un guerrier d'Attaquer\net d'esquiver plus rapidement les ennemis.,77117,76,"An enchantment that enables a warrior to Attack\nfaster, and avoid enemies."
203,2352247320,108748,16,Halbmondamulett,108007,14,Amuleto Lunar,108868,17,Amulette Lunaire,106878,16,Crescent Amulet,29,"",X,X,X,"",X,50,45,11,5710,4,Quick,0,19,17,Defense,0,28,18,MagDef,0,28,-1,None,0,0,0,0,78735,99,"Magisches Amulett in Form eines Halbmondes. Ver-\nbessert Schnelligkeit, Abwehr & Magie-Resistenz.",77710,86,"Amuleto en forma de media luna que mejora\nRapidez, Defensa y Resistencia a la Magia.",78154,99,"Amulette magique, en forme de Croissant de Lune.\nAccroît Rapidité, Défense et Résistance Magique.",77193,92,"A magic amulet, in the form of a Crescent Moon.\nImproves Quick, Defense and Magic Defense."
204,2352247336,108764,15,Fernzielbrille,108021,9,Anteojos,108885,14,Lunettes Zoom,106894,16,Skyseer Goggles,48,X,X,"","","","",50,46,49,40,19,Hit%,0,5,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,78834,76,"Fliegerbrille, die entfernte Ziele näherbringen\nkann. Verbessert Treffer%.",77796,85,Un par de anteojos que acercan el objetivo\nde un blanco distante. Mejoran Acierto%.,78253,94,Paire de lunettes pouvant zoomer sur des cibles\nlointaines. Améliore les chances de toucher.,77285,71,A pair of goggles that can zoom in on distant\ntargets. Improves Hit%.
205,2352247352,108779,11,Nachtsicht,108030,16,Visión nocturna,108899,16,Vision Nocturne,106910,16,Nocturnal Sight,48,X,X,"","","","",50,47,36,1930,19,Hit%,0,60,16,Attack,0,6,-1,None,0,0,-1,None,0,0,0,0,78910,69,"Verzauberung, die es dem Kämpfer erlaubt, nachts\nZiele auszumachen.",77881,71,Encantamiento que permite al combatiente\ndetectar objetivos de noche.,78347,71,Enchantement qui permet au combattant de\ndétecter des cibles la nuit.,77356,66,An enchantment that allows a fighter to detect\ntargets at night.
206,2352247368,108790,17,Kritischer Blick,108046,15,Visión Critica,108915,16,Vision Critique,106926,16,Critical Vision,48,X,X,"","","","",50,48,12,6660,19,Hit%,0,50,16,Attack,0,19,1,Will,0,19,-1,None,0,0,0,0,78979,86,"Verzauberung, die es dem Kämpfer erlaubt, die\nSchwachpunkte des Feindes zu erkennen.",77952,89,Un encantamiento que permite al combatiente \ndetectar los puntos débiles de un enemigo.,78418,83,Enchantement qui permet au combattant de\ndétecter les points faibles d'un ennemi.,77422,72,An enchantment that allows a fighter to detect\nan enemy's weak points.
207,2352247384,108807,15,Reinheitsjuwel,108061,10,Gema Pura,108931,16,Gemme de Pureté,106942,14,Gem of Purity,5,"","","",X,"",X,50,49,22,300,79,Block negative states,0,-3,17,Defense,0,8,-1,None,0,0,-1,None,0,0,0,0,79065,99,"Verzauberter Edelstein, der den Träger beschützt.\nErhöht Abwehr und Resistenz gegen neg. Effekte.",78041,81,"Gema encantada que protege, mejora la\nDefensa y Resistencia a Efectos Adversos.",78501,92,Pierre précieuse enchantée qui protège. Accroît\nDéfense et Résistance aux Effets Néfastes.,77494,92,An enchanted gem that protects the bearer.\nBoosts Defense & Resistance to Adverse Effects.
208,2352247400,108822,17,Reinheitsscherbe,108071,12,Casco Lunar,108947,17,Pierre de Pureté,106956,16,Shard of Purity,5,"","","",X,"",X,50,51,45,4760,79,Block negative states,0,-9,17,Defense,0,38,-1,None,0,0,-1,None,0,0,0,0,79164,94,"Verzauberte Mondscherbe, die den Träger vor\nnegativen Effekten schützt und Abwehr verstärkt.",78122,87,Casco lunar encantado que protege al que lo\nusa de Efectos Adversos y mejora Defensa.,78593,82,Morceau de Lune enchanté qui protège des effets\nNéfastes et améliore la Défense.,77586,94,"An enchanted Moon Shard that protects the wearer\nfrom Adverse Effects, and improves Defense."
209,2352247416,108839,11,Glücksring,108083,15,Anillo Fortuna,108964,17,Bague de Fortune,106972,13,Fortune Ring,24,"",X,X,"","","",50,16,20,2860,20,Dodge%,0,100,17,Defense,0,8,-1,None,0,0,-1,None,0,0,0,0,79258,98,"Mysteriöser Ring, der es dem Träger ermöglicht,\nnormale Angriffe zu vermeiden. Verstärkt Abwehr.",78209,86,Misterioso anillo que protege de la mayoría\nde Ataques normales y mejora la Defensa.,78675,94,Bague mystérieuse qui permet d'éviter la plupart\ndes Attaques normales. Améliore la Défense.,77680,90,A mysterious ring that allows the wearer to\navoid most normal Attacks. Improves Defense.
210,2352247432,108850,15,Schwarze Karte,108098,11,Mapa Negro,108981,12,Carte Noire,106985,10,Black Map,32,X,"","","","","",100,56,4,777,84,Random encounter%,0,100,80,First strike%,0,25,82,???,0,0,83,Enemy run%,0,0,0,0,79356,88,Karte führt feindliche Kreaturen zum Besitzer.\nErhöht außerdem Chancen für Erstschlag.,78295,98,Mapa que guía a seres enemigos hacia el poseedor.\nAdemás mejora la posibilidad de Primer Golpe.,78769,76,Force mystique qui attire les créatures ennemies\net augmente l'initiative.,77770,89,A map that leads enemy creatures to the holder.\nAlso improves chances for First Strike.
211,2352247444,108865,12,Weiße Karte,108109,10,White Map,108993,14,Carte Blanche,106995,10,White Map,32,X,"","","","","",100,57,61,666,84,Random encounter%,0,5,80,First strike%,0,0,82,???,0,0,81,Run%,0,100,0,0,79444,77,"Karte führt Besitzer von Feinden weg.\nErhöht außerdem Chancen, wegzulaufen.",78393,88,Mapa que guía al poseedor lejos de los enemigos.\nAdemás mejora la posibilidad de huir.,78845,89,Force mystique qui repousse les créatures\nennemies et augmente les chances de s'enfuir.,77859,87,A map that leads the holder away from enemies.\nAlso improves chances of running away.
212,2352247456,108877,12,Kapitänshut,108119,17,Gorra de Capitán,109007,16,Chapeau de Vyse,107005,14,Captain's Hat,32,X,"","","","","",100,61,7,10,16,Attack,0,80,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,79521,83,"Hut, den Vyse von der Mannschaft der Delphinus\nerhielt. Verbessert Angriffskraft.",78481,82,Gorra que la tripulación del Delphinus\nregaló a Vyse. Mejora el poder de Ataque.,78934,88,Chapeau offert à Vyse par l'équipage du\nDelphinus. Il améliore la puissance d'Attaque.,77946,72,A hat given to Vyse by the Delphinus' crew. \nIt improves Attack Power.
213,2352247472,108889,13,Netzstrümpfe,108136,16,Medias de Malla,109023,13,Bas magiques,107019,12,Mesh Tights,16,"",X,"","","","",100,62,34,10,16,Attack,0,40,1,Will,0,40,-1,None,0,0,-1,None,0,0,0,0,79604,96,"Magisches Tuch, das Aika von einem Bewunderer\ngegeben wurde. Verstärkt Angriffskraft & Willen.",78563,88,Regalo de un admirador secreto de Aika. Su\nmagia mejora el poder de Ataque y Voluntad.,79022,99,Cadeau d'un admirateur secret pour Aika. Matière\nmagique. Améliore Puissance d'Attaque & Volonté.,78018,81,Given to Aika by a secret admirer. Magic Cloth.\nImproves Attack Power and Will.
214,2352247484,108902,12,Augenklappe,108152,13,Parche Negro,109036,16,Cache-oeil Noir,107031,15,Black Eyepatch,37,X,"","",X,"",X,100,52,3,10,16,Attack,0,7,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,79700,85,Drachmas alte Augenklappe aus der Haut eines\nwilden Tiers. Verstärkt Angriffskraft.,78651,89,"Parche de cuero de Drachma, hecho con cuero\nde animal salvaje. Aumenta poder de Ataque.",79121,96,"Vieux cache-oeil en cuir de Drachma, en peau de\nbête sauvage. Augmente la Puissance d'Attaque.",78099,93,"Drachma's old leather eyepatch, made from the\nhide of a wild beast. Increases Attack Power."
215,2352247500,108914,15,Silberschleier,108165,14,Velo de Plata,109052,15,Voile d'Argent,107046,12,Silver Veil,24,"",X,X,"","","",100,53,46,100,1,Will,0,16,18,MagDef,0,16,-1,None,0,0,-1,None,0,0,0,0,79785,98,"Mystischer Schleier, der Finas Kopf abschirmt.\nSilberfäden verstärken Willen u. Magie-Resistenz.",78740,86,Velo místico de Fina. Sus hilos de plata\naumentan Voluntad y Resistencia a la Magia.,79217,91,Voile mystique protègeant Fina. Les fils\nd'argent augmentent Volonté & Résistance Magique,78192,89,A mystic veil that protects the head. The\nsilver strands increase Will & Magic Defense.
216,2352247512,108929,13,Kaiserwappen,108179,17,Penacho Imperial,109067,16,Blason Impérial,107058,15,Imperial Crest,2,"","","","",X,"",100,55,27,1000,17,Defense,0,20,18,MagDef,0,20,-1,None,0,0,-1,None,0,0,0,0,79883,85,Zum Schutz von Mitgliedern der Kaiserfamilie.\nVerstärkt Abwehr und Magie-Resistenz.,78826,88,Protege a los miembros de la Familia Real.\nMejora la Defensa y Resistencia a la Magia.,79308,95,Protège les membres de la Famille Impériale.\nAméliore la Défense et la Résistance à la Magie.,78281,83,Given to protect members of the Royal Family.\nImproves Defense and Magic Defense.
217,2352247528,108942,16,Gilders Amulett,108196,15,Amuleto Gilder,109083,16,Amulette Gilder,107073,16,Gilder's Amulet,49,X,X,"","","",X,100,54,24,500,17,Defense,0,11,18,MagDef,0,11,16,Attack,0,11,1,Will,0,11,0,0,79968,91,"Um Gilders Hals getragen. Verstärkt Abwehr und\nMagie-Resistenz, Angriffskraft und Willen.",78914,85,"Lo usa Gilder. Aumenta Defensa, Resistencia\na la Magia, poder de Ataque y Voluntad.",79403,93,"Gilder la porte autour du cou. Améliore Défense,\nRésistance à la Magie, Attaque et Volonté.",78364,85,"Worn around Gilder's neck. Improves Defense,\nMagic Defense, Attack Power, and Will."
218,2352247544,108958,17,Valuan Medaillon,108211,16,Medallón Valuan,109099,17,Médaillon Valuan,107089,17,Valuan Medallion,63,X,X,X,X,X,X,100,60,57,5000,49,Death,0,-10,17,Defense,0,30,18,MagDef,0,30,-1,None,0,0,0,0,80059,94,"Verzaubertes Medaillon, von den Offizieren der\nArmada getragen. Neutralisiert Eterni-Zauber.",78999,86,Medallón encantado que llevan los oficiales\nde la Armada. Anula los hechizos Eterni.,79496,87,Médaillon enchanté porté par les officiers de\nl'Armada. Annule les Sortilèges Eterni.,78449,76,Enchanted medallion worn by officers in the\nArmada. Negates Eterni spells.
219,2352247564,108975,15,Immunitätsring,108227,14,Anillo Inmune,109116,17,Bague d'Immunité,107106,14,Immunity Ring,5,"","","",X,"",X,50,50,26,1490,79,Block negative states,0,-6,17,Defense,0,21,-1,None,0,0,-1,None,0,0,0,0,80153,71,Heiliger Ring. Verstärkt Abwehr und Resistenz\ngegen negative Effekte.,79085,72,Anillo sagrado. Potencia la Defensa y\nResistencia a efectos adversos.,79583,73,Bague sacrée. Améliore la Défense et la\nRésistance aux effets néfastes.,78525,64,Sacred Ring. Boosts Defense and Resistance to\nadverse effects.
220,2352247580,108990,12,Thermo Ring,108241,13,Anillo Termo,109133,13,Bague Thermo,107120,12,Thermo Ring,63,X,X,X,X,X,X,50,58,53,2080,33,Red,0,-5,34,Purple,0,-5,-1,None,0,0,-1,None,0,0,0,0,80224,62,"Ring, der Widerstand gegen rote und Purpur-\nAngriffe erhöht.",79157,66,Anillo que aumenta la Resistencia\na los Ataques Rojos y Púrpura.,79656,65,Bague qui augmente la résistance aux Attaques\nRouges et Mauves.,78589,62,A ring that increases resistance to Red and \nPurple Attacks.
221,2352247592,109002,12,Tötungsring,108254,15,Anillo Verdugo,109146,13,Bague Tueuse,107132,12,Slayer Ring,63,X,X,X,X,X,X,50,59,50,1010,1,Will,0,8,17,Defense,0,8,19,Hit%,0,10,4,Quick,0,8,0,0,80286,74,"Steigert Abwehr, Treffer%, Willen und\nSchnelligkeit. Herkunft unbekannt.",79223,78,"Aumenta la Defensa, Aciertos%, Voluntad y\nRapidez. Es de origen desconocido.",79721,67,"Accroît Défense, Frappe, Volonté et Rapidité.\nD'origine inconnue.",78651,67,"Raises Defense, Hit%, Will, and Quick.\nIts background is unknown."
222,2352247604,109014,12,Chancenring,108269,16,Anillo del Azar,109159,16,Bague de Chance,107144,12,Chance Ring,63,X,X,X,X,X,X,100,32,8,1000,79,Block negative states,0,90,17,Defense,0,75,18,MagDef,0,75,-1,None,0,0,0,0,80360,86,"Steigert Abwehr und Magie-Resistenz, setzt den\nTräger jedoch negativen Effekten aus.",79301,88,"Potencia la Defensa y la Resistencia a la\nMagia, pero no protege de efectos adversos.",79788,96,Améliore Défense et Résistance Magique mais rend\nl'utilisateur vulnérable aux effets néfastes.,78718,89,"Boosts Defense and Magic Defense, but leaves\nthe wearer susceptible to adverse effects."
223,2352247616,109026,15,DUMMYACCESARRY,108285,15,DUMMYACCESARRY,109175,15,DUMMYACCESARRY,107156,15,DUMMYACCESARRY,0,"","","","","","",0,63,63,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80446,9,DUMMY\n,79389,9,DUMMY\n,79884,9,DUMMY\n,78807,14,DUMMY\n------
224,2352247616,109041,15,DUMMYACCESARRY,108300,15,DUMMYACCESARRY,109190,15,DUMMYACCESARRY,107171,15,DUMMYACCESARRY,0,"","","","","","",0,64,64,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80455,9,DUMMY\n,79398,9,DUMMY\n,79893,9,DUMMY\n,78821,14,DUMMY\n------
225,2352247616,109056,15,DUMMYACCESARRY,108315,15,DUMMYACCESARRY,109205,15,DUMMYACCESARRY,107186,15,DUMMYACCESARRY,0,"","","","","","",0,65,65,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80464,9,DUMMY\n,79407,9,DUMMY\n,79902,9,DUMMY\n,78835,14,DUMMY\n------
226,2352247616,109071,15,DUMMYACCESARRY,108330,15,DUMMYACCESARRY,109220,15,DUMMYACCESARRY,107201,15,DUMMYACCESARRY,0,"","","","","","",0,66,66,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80473,9,DUMMY\n,79416,9,DUMMY\n,79911,9,DUMMY\n,78849,14,DUMMY\n------
227,2352247616,109086,15,DUMMYACCESARRY,108345,15,DUMMYACCESARRY,109235,15,DUMMYACCESARRY,107216,15,DUMMYACCESARRY,0,"","","","","","",0,67,67,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80482,9,DUMMY\n,79425,9,DUMMY\n,79920,9,DUMMY\n,78863,14,DUMMY\n------
228,2352247616,109101,15,DUMMYACCESARRY,108360,15,DUMMYACCESARRY,109250,15,DUMMYACCESARRY,107231,15,DUMMYACCESARRY,0,"","","","","","",0,68,68,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80491,9,DUMMY\n,79434,9,DUMMY\n,79929,9,DUMMY\n,78877,14,DUMMY\n------
229,2352247616,109116,15,DUMMYACCESARRY,108375,15,DUMMYACCESARRY,109265,15,DUMMYACCESARRY,107246,15,DUMMYACCESARRY,0,"","","","","","",0,69,69,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80500,9,DUMMY\n,79443,9,DUMMY\n,79938,9,DUMMY\n,78891,14,DUMMY\n------
230,2352247616,109131,15,DUMMYACCESARRY,108390,15,DUMMYACCESARRY,109280,15,DUMMYACCESARRY,107261,15,DUMMYACCESARRY,0,"","","","","","",0,70,70,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80509,9,DUMMY\n,79452,9,DUMMY\n,79947,9,DUMMY\n,78905,14,DUMMY\n------
231,2352247616,109146,15,DUMMYACCESARRY,108405,15,DUMMYACCESARRY,109295,15,DUMMYACCESARRY,107276,15,DUMMYACCESARRY,0,"","","","","","",0,71,71,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80518,9,DUMMY\n,79461,9,DUMMY\n,79956,9,DUMMY\n,78919,14,DUMMY\n------
232,2352247616,109161,15,DUMMYACCESARRY,108420,15,DUMMYACCESARRY,109310,15,DUMMYACCESARRY,107291,15,DUMMYACCESARRY,0,"","","","","","",0,72,72,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80527,9,DUMMY\n,79470,9,DUMMY\n,79965,9,DUMMY\n,78933,14,DUMMY\n------
233,2352247616,109176,15,DUMMYACCESARRY,108435,15,DUMMYACCESARRY,109325,15,DUMMYACCESARRY,107306,15,DUMMYACCESARRY,0,"","","","","","",0,73,73,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80536,9,DUMMY\n,79479,9,DUMMY\n,79974,9,DUMMY\n,78947,14,DUMMY\n------
234,2352247616,109191,15,DUMMYACCESARRY,108450,15,DUMMYACCESARRY,109340,15,DUMMYACCESARRY,107321,15,DUMMYACCESARRY,0,"","","","","","",0,74,74,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80545,9,DUMMY\n,79488,9,DUMMY\n,79983,9,DUMMY\n,78961,14,DUMMY\n------
235,2352247616,109206,15,DUMMYACCESARRY,108465,15,DUMMYACCESARRY,109355,15,DUMMYACCESARRY,107336,15,DUMMYACCESARRY,0,"","","","","","",0,75,75,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80554,9,DUMMY\n,79497,9,DUMMY\n,79992,9,DUMMY\n,78975,14,DUMMY\n------
236,2352247616,109221,15,DUMMYACCESARRY,108480,15,DUMMYACCESARRY,109370,15,DUMMYACCESARRY,107351,15,DUMMYACCESARRY,0,"","","","","","",0,76,76,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80563,9,DUMMY\n,79506,9,DUMMY\n,80001,9,DUMMY\n,78989,14,DUMMY\n------
237,2352247616,109236,15,DUMMYACCESARRY,108495,15,DUMMYACCESARRY,109385,15,DUMMYACCESARRY,107366,15,DUMMYACCESARRY,0,"","","","","","",0,77,77,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80572,9,DUMMY\n,79515,9,DUMMY\n,80010,9,DUMMY\n,79003,14,DUMMY\n------
238,2352247616,109251,15,DUMMYACCESARRY,108510,15,DUMMYACCESARRY,109400,15,DUMMYACCESARRY,107381,15,DUMMYACCESARRY,0,"","","","","","",0,78,78,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80581,9,DUMMY\n,79524,9,DUMMY\n,80019,9,DUMMY\n,79017,14,DUMMY\n------
239,2352247616,109266,15,DUMMYACCESARRY,108525,15,DUMMYACCESARRY,109415,15,DUMMYACCESARRY,107396,15,DUMMYACCESARRY,0,"","","","","","",0,79,79,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,80590,9,DUMMY\n,79533,9,DUMMY\n,80028,9,DUMMY\n,79031,14,DUMMY\n------
