Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Chara. flags,[V],[A],[F],[D],[E],[G],Retail price in %,Order by prio.,EU order by ABC,Purchase price,Feat. #0 ID,[Feat. #0 name],Pad. #0,Feat. #0 value,Feat. #1 ID,[Feat. #1 name],Pad. #1,Feat. #1 value,Feat. #2 ID,[Feat. #2 name],Pad. #2,Feat. #2 value,Feat. #3 ID,[Feat. #3 name],Pad. #3,Feat. #3 value,Pad. #4,Pad. #5,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
125,2352246420,107739,12,Heavy Armor,106919,16,Armadura Pesada,107763,14,Armure Lourde,105853,12,Heavy Armor,39,X,"","",X,X,X,100,10,26,230,17,Defense,0,58,18,MagDef,0,53,-1,None,0,0,-1,None,0,0,0,0,73787,82,Sehr dicke und schwere Rüstung für einen Mann.\nSchützt gegen physische Angriffe.,72961,79,Armadura muy pesada hecha para el hombre.\nProtege contra los ataques fisicos.,73093,84,Armure très épaisse et lourde faite pour un\nhomme. Protège des attaques physiques.,72425,88,Very thick and heavy armor made for a man.\nOffers protection against physical attacks.
126,2352246432,107751,13,Ancient Robe,106935,17,Túnica Ancestral,107777,14,Robe Ancienne,105865,13,Ancient Robe,26,"",X,X,"",X,"",100,17,2,370,17,Defense,0,69,18,MagDef,0,82,-1,None,0,0,-1,None,0,0,0,0,73869,70,"Robe, die einem lang verstorbenen, einst\nmächtigen Zauberer gehörte.",73040,66,Túnica perteneciente a un gran mago\nque murió hace mucho tiempo.,73177,49,Une robe portée jadis par un magicien\npuissant.,72513,60,"A robe belonging to a long-dead, but once\npowerful wizard."
127,2352246448,107764,13,De Loco Mail,106952,14,Malla De Loco,107791,15,Maille De Loco,105878,13,De Loco Mail,37,X,"","",X,"",X,100,21,12,730,17,Defense,0,99,18,MagDef,0,84,-1,None,0,0,-1,None,0,0,0,0,73939,87,"Eine von De Loco gefertigte Rüstung, die den\nTräger vor Feindangriffen schützen soll.",73106,83,Armadura hecha por De Loco para proteger\nal que la lleva de los ataques enemigos.,73226,95,"Une armure fabriquée par De Loco, conçue pour\nprotéger son utilisateur des attaques ennemies.",72573,88,"A suit of armor crafted by De Loco, designed\nto protect the wearer from enemy attacks."
128,2352246464,107777,15,Daccat's Armor,106966,16,Armadura Daccat,107806,17,Armure de Daccat,105891,15,Daccat's Armor,53,X,X,"",X,"",X,100,29,9,910,17,Defense,0,108,18,MagDef,0,108,-1,None,0,0,-1,None,0,0,0,0,74026,68,"Sehr widerstandsfähige, leichte Rüstung, die\nDaccats Siegel trägt.",73189,78,"Armadura ligera pero muy resistente,\nque lleva grabado el emblema de Daccat.",73321,65,Armure légère et de qualité qui porte le sceau\ngravé de Daccat.,72661,58,"Very durable, light armor, engraved with \nDaccat's seal."
129,2352246480,107792,11,Moss Armor,106982,15,Armadura Musgo,107823,17,Armure de Mousse,105906,11,Moss Armor,10,"","",X,"",X,"",100,38,39,1280,17,Defense,0,126,18,MagDef,0,126,19,Hit%,0,20,20,Dodge%,0,10,0,0,74094,64,"Eine alte Rüstung, die aus Moos vom Dark Rift\ngefertigt wurde.",73267,67,Vieja armadura fabricada con musgo\nque crecia en la Gruta Oscura.,73386,76,Une vieille armure fabriquée avec de la mousse\ntrouvée dans le Récif Noir.,72719,65,An old suit of armor crafted from moss found in\nthe Dark Rift.
130,2352246492,107803,15,Moonlight Robe,106997,13,Túnica Lunar,107840,15,Robe de Clarté,105917,15,Moonlight Robe,24,"",X,X,"","","",100,43,38,4460,17,Defense,0,134,18,MagDef,0,145,20,Dodge%,0,20,-1,None,0,0,0,0,74158,95,"Schimmernde Robe, in der sich das Mondlicht wie\nin einem stillen See bei Nacht widerspiegelt.",73334,84,Esta túnica de tenue brillo refleja la luna\ncomo un lago refleja la luz nocturna.,73462,83,Une robe chatoyante qui reflète le clair de lune\ncomme un lac reflète la lumière.,72784,89,"A shimmering robe that reflects moonlight, the\nway a calm lake reflects light at night."
131,2352246508,107818,13,Silver Armor,107010,15,Armadura Plata,107855,16,Armure d'Argent,105932,13,Silver Armor,63,X,X,X,X,X,X,100,51,51,8580,17,Defense,0,160,18,MagDef,0,160,37,Silver,0,-2,-1,None,0,0,0,0,74253,90,"Eine silberne Rüstung, die hohe Widerstands-\nfähigkeit gegen silberne Angriffe aufweist.",73418,75,Una armadura de plata que ofrece gran\nresistencia a los Ataques de Plata.,73545,78,Une armure d'argent qui a un taux de résistance\nélevé aux attaques d'Argent.,72873,70,A silver suit of armor that has a high\nresistance to Silver attacks.
132,2352246524,107831,13,Victory Mail,107025,15,Malla Victoria,107871,16,Maille Victoire,105945,13,Victory Mail,63,X,X,X,X,X,X,100,22,57,620,17,Defense,0,90,18,MagDef,0,90,16,Attack,0,5,1,Will,0,5,0,0,74343,71,"Verzauberte Rüstung, die Angriffskraft und Willen\ndes Trägers erhöht.",73493,85,Armadura encantada que aumenta la fuerza de\nataque y la voluntad de quien la lleva.,73623,91,Armure enchantée qui améliore la puissance\nd'attaque et la volonté de celui qui la porte.,72943,78,Enchanted suit of armor that raises the attack\npower and will of the wearer.
133,2352246540,107844,13,Flame Mantle,107040,16,Traje Flamígero,107887,12,Robe Flamme,105958,13,Flame Mantle,39,X,"","",X,X,X,100,16,20,390,17,Defense,0,74,18,MagDef,0,69,-1,None,0,0,-1,None,0,0,0,0,74414,71,"Ein Kleid, das aus außergewöhnlich leichtem\nMaterial gefertigt wurde.",73578,55,Traje fabricado de un material finísimo y\nmuy ligero.,73714,53,Une robe fabriquée avec un tissu extrêmement\nléger.,73021,53,A dress crafted from extremely light weight\nfabric.
134,2352246556,107857,13,Female Armor,107056,14,Armadura Dama,107899,16,Armure féminine,105971,13,Female Armor,24,"",X,X,"","","",100,23,16,660,17,Defense,0,92,18,MagDef,0,99,-1,None,0,0,-1,None,0,0,0,0,74485,84,"Rüstung, die dem Körper der Frau angepasst ist\nund sie vor Feindangriffen schützt.",73633,83,Diseñada para adaptarse al cuerpo de la\nmujer. Protege de muchos tipos de ataque.,73767,94,Armure conçue pour s'adapter au corps d'une\nfemme et pour la protèger des attaques ennemies.,73074,73,"Armor crafted to fit a woman's body, and\nprotect it from enemy attacks."
135,2352246572,107870,11,Ghost Mail,107070,15,Malla Fantasma,107915,15,Maille Fantôme,105984,11,Ghost Mail,53,X,X,"",X,"",X,100,37,23,1310,17,Defense,0,128,18,MagDef,0,128,-1,None,0,0,-1,None,0,0,0,0,74569,77,"Eine merkwürdige Kluft, die bei Licht\ndurchsichtig ist und seltsam schwebt.",73716,79,Extraño malla que se pone transparente con\nla luz y flota de forma fantasmal.,73861,77,"Tenue étrange, qui semble translucide\net flotte tel un fantôme si on l'ôte.",73147,86,"A strange outfit that appears translucent in\nlight, and floats eerily when released."
136,2352246584,107881,16,Leichter Mantel,107085,13,Manto Ligero,107930,14,Manteau léger,105995,11,Light Coat,10,"","",X,"",X,"",100,30,30,830,17,Defense,0,103,18,MagDef,0,103,19,Hit%,0,10,20,Dodge%,0,5,0,0,74646,64,"Ein leichter Mantel, der die\nBeweglichkeit des Trägers erhöht.",73795,67,Este manto de tejido ligero aumenta la \nagilidad de quien lo usa.,73938,61,Manteau léger qui améliore l'agilité de celui\nqui le porte.,73233,57,A lightweight coat that increases the wearer's\nagility.
137,2352246596,107897,11,Fiber Mail,107098,15,Malla de Fibra,107944,17,Maille de Fibres,106006,11,Fiber Mail,37,X,"","",X,"",X,100,47,17,2180,17,Defense,0,164,18,MagDef,0,139,-1,None,0,0,-1,None,0,0,0,0,74710,94,"Sehr wirksame Rüstung, die aus einer speziellen\nArt von Moos aus dem Dark Rift gewebt wurde.",73862,83,Malla extremadamente útil hecha con un tipo\nespecial de musgo de la Gruta Oscura.,73999,92,"Armure très efficace, tissée avec une sorte de\nmousse spéciale trouvée dans le Récif Noir.",73290,80,Very effective armor woven from a special type\nof moss found in the Dark Rift.
138,2352246608,107908,10,Moon Robe,107113,15,Túnica de Luna,107961,13,Robe Lunaire,106017,10,Moon Robe,26,"",X,X,"",X,"",100,42,37,1300,17,Defense,0,125,18,MagDef,0,146,-1,None,0,0,-1,None,0,0,0,0,74804,82,"Eine hübsche Robe, die nachts blau glüht.\nWidersteht feindlichen Zaubersprüchen.",73945,83,Preciosa túnica que de noche refleja el\ncolor azul. A prueba de ataques enemigos.,74091,87,Une robe magnifique qui luit de couleur bleu la\nnuit. Résiste aux sortilèges ennemis.,73370,76,A beautiful robe that glows blue in the night.\nResists enemy magic spells.
139,2352246620,107918,11,DUMMYBOUGU,107128,11,DUMMYBOUGU,107974,11,DUMMYBOUGU,106027,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74886,9,DUMMY\n,74028,9,DUMMY\n,74178,9,DUMMY\n,73446,14,DUMMY\n------
140,2352246620,107929,11,DUMMYBOUGU,107139,11,DUMMYBOUGU,107985,11,DUMMYBOUGU,106038,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74895,9,DUMMY\n,74037,9,DUMMY\n,74187,9,DUMMY\n,73460,14,DUMMY\n------
141,2352246620,107940,11,DUMMYBOUGU,107150,11,DUMMYBOUGU,107996,11,DUMMYBOUGU,106049,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74904,9,DUMMY\n,74046,9,DUMMY\n,74196,9,DUMMY\n,73474,14,DUMMY\n------
142,2352246620,107951,11,DUMMYBOUGU,107161,11,DUMMYBOUGU,108007,11,DUMMYBOUGU,106060,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74913,9,DUMMY\n,74055,9,DUMMY\n,74205,9,DUMMY\n,73488,14,DUMMY\n------
143,2352246620,107962,11,DUMMYBOUGU,107172,11,DUMMYBOUGU,108018,11,DUMMYBOUGU,106071,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74922,9,DUMMY\n,74064,9,DUMMY\n,74214,9,DUMMY\n,73502,14,DUMMY\n------
144,2352246620,107973,11,DUMMYBOUGU,107183,11,DUMMYBOUGU,108029,11,DUMMYBOUGU,106082,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74931,9,DUMMY\n,74073,9,DUMMY\n,74223,9,DUMMY\n,73516,14,DUMMY\n------
145,2352246620,107984,11,DUMMYBOUGU,107194,11,DUMMYBOUGU,108040,11,DUMMYBOUGU,106093,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74940,9,DUMMY\n,74082,9,DUMMY\n,74232,9,DUMMY\n,73530,14,DUMMY\n------
146,2352246620,107995,11,DUMMYBOUGU,107205,11,DUMMYBOUGU,108051,11,DUMMYBOUGU,106104,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74949,9,DUMMY\n,74091,9,DUMMY\n,74241,9,DUMMY\n,73544,14,DUMMY\n------
147,2352246620,108006,11,DUMMYBOUGU,107216,11,DUMMYBOUGU,108062,11,DUMMYBOUGU,106115,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74958,9,DUMMY\n,74100,9,DUMMY\n,74250,9,DUMMY\n,73558,14,DUMMY\n------
148,2352246620,108017,11,DUMMYBOUGU,107227,11,DUMMYBOUGU,108073,11,DUMMYBOUGU,106126,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74967,9,DUMMY\n,74109,9,DUMMY\n,74259,9,DUMMY\n,73572,14,DUMMY\n------
149,2352246620,108028,11,DUMMYBOUGU,107238,11,DUMMYBOUGU,108084,11,DUMMYBOUGU,106137,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74976,9,DUMMY\n,74118,9,DUMMY\n,74268,9,DUMMY\n,73586,14,DUMMY\n------
150,2352246620,108039,11,DUMMYBOUGU,107249,11,DUMMYBOUGU,108095,11,DUMMYBOUGU,106148,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74985,9,DUMMY\n,74127,9,DUMMY\n,74277,9,DUMMY\n,73600,14,DUMMY\n------
151,2352246620,108050,11,DUMMYBOUGU,107260,11,DUMMYBOUGU,108106,11,DUMMYBOUGU,106159,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74994,9,DUMMY\n,74136,9,DUMMY\n,74286,9,DUMMY\n,73614,14,DUMMY\n------
152,2352246620,108061,11,DUMMYBOUGU,107271,11,DUMMYBOUGU,108117,11,DUMMYBOUGU,106170,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,75003,9,DUMMY\n,74145,9,DUMMY\n,74295,9,DUMMY\n,73628,14,DUMMY\n------
153,2352246620,108072,11,DUMMYBOUGU,107282,11,DUMMYBOUGU,108128,11,DUMMYBOUGU,106181,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,75012,9,DUMMY\n,74154,9,DUMMY\n,74304,9,DUMMY\n,73642,14,DUMMY\n------
154,2352246620,108083,11,DUMMYBOUGU,107293,11,DUMMYBOUGU,108139,11,DUMMYBOUGU,106192,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,75021,9,DUMMY\n,74163,9,DUMMY\n,74313,9,DUMMY\n,73656,14,DUMMY\n------
155,2352246620,108094,11,DUMMYBOUGU,107304,11,DUMMYBOUGU,108150,11,DUMMYBOUGU,106203,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,75030,9,DUMMY\n,74172,9,DUMMY\n,74322,9,DUMMY\n,73670,14,DUMMY\n------
156,2352246620,108105,11,DUMMYBOUGU,107315,11,DUMMYBOUGU,108161,11,DUMMYBOUGU,106214,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,75039,9,DUMMY\n,74181,9,DUMMY\n,74331,9,DUMMY\n,73684,14,DUMMY\n------
157,2352246620,108116,11,DUMMYBOUGU,107326,11,DUMMYBOUGU,108172,11,DUMMYBOUGU,106225,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,75048,9,DUMMY\n,74190,9,DUMMY\n,74340,9,DUMMY\n,73698,14,DUMMY\n------
158,2352246620,108127,11,DUMMYBOUGU,107337,11,DUMMYBOUGU,108183,11,DUMMYBOUGU,106236,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,75057,9,DUMMY\n,74199,9,DUMMY\n,74349,9,DUMMY\n,73712,14,DUMMY\n------
159,2352246620,108138,11,DUMMYBOUGU,107348,11,DUMMYBOUGU,108194,11,DUMMYBOUGU,106247,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,75066,9,DUMMY\n,74208,9,DUMMY\n,74358,9,DUMMY\n,73726,14,DUMMY\n------
