Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Retail price in %,Order by prio.,EU order by ABC,Pad. #0,Purchase price,Pad. #1,Pad. #2,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
385,2352249304,111052,11,DUMMYCLEAR,110393,11,DUMMYCLEAR,111309,11,DUMMYCLEAR,109186,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90345,9,DUMMY\n,89415,9,DUMMY\n,89933,9,DUMMY\n,88843,14,DUMMY\n------
386,2352249304,111063,11,DUMMYCLEAR,110404,11,DUMMYCLEAR,111320,11,DUMMYCLEAR,109197,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90354,9,DUMMY\n,89424,9,DUMMY\n,89942,9,DUMMY\n,88857,14,DUMMY\n------
387,2352249304,111074,11,DUMMYCLEAR,110415,11,DUMMYCLEAR,111331,11,DUMMYCLEAR,109208,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90363,9,DUMMY\n,89433,9,DUMMY\n,89951,9,DUMMY\n,88871,14,DUMMY\n------
388,2352249304,111085,11,DUMMYCLEAR,110426,11,DUMMYCLEAR,111342,11,DUMMYCLEAR,109219,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90372,9,DUMMY\n,89442,9,DUMMY\n,89960,9,DUMMY\n,88885,14,DUMMY\n------
389,2352249304,111096,11,DUMMYCLEAR,110437,11,DUMMYCLEAR,111353,11,DUMMYCLEAR,109230,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90381,9,DUMMY\n,89451,9,DUMMY\n,89969,9,DUMMY\n,88899,14,DUMMY\n------
390,2352249304,111107,11,DUMMYCLEAR,110448,11,DUMMYCLEAR,111364,11,DUMMYCLEAR,109241,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90390,9,DUMMY\n,89460,9,DUMMY\n,89978,9,DUMMY\n,88913,14,DUMMY\n------
391,2352249304,111118,11,DUMMYCLEAR,110459,11,DUMMYCLEAR,111375,11,DUMMYCLEAR,109252,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90399,9,DUMMY\n,89469,9,DUMMY\n,89987,9,DUMMY\n,88927,14,DUMMY\n------
392,2352249304,111129,11,DUMMYCLEAR,110470,11,DUMMYCLEAR,111386,11,DUMMYCLEAR,109263,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90408,9,DUMMY\n,89478,9,DUMMY\n,89996,9,DUMMY\n,88941,14,DUMMY\n------
393,2352249304,111140,11,DUMMYCLEAR,110481,11,DUMMYCLEAR,111397,11,DUMMYCLEAR,109274,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90417,9,DUMMY\n,89487,9,DUMMY\n,90005,9,DUMMY\n,88955,14,DUMMY\n------
394,2352249304,111151,11,DUMMYCLEAR,110492,11,DUMMYCLEAR,111408,11,DUMMYCLEAR,109285,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90426,9,DUMMY\n,89496,9,DUMMY\n,90014,9,DUMMY\n,88969,14,DUMMY\n------
395,2352249304,111162,11,DUMMYCLEAR,110503,11,DUMMYCLEAR,111419,11,DUMMYCLEAR,109296,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90435,9,DUMMY\n,89505,9,DUMMY\n,90023,9,DUMMY\n,88983,14,DUMMY\n------
396,2352249304,111173,11,DUMMYCLEAR,110514,11,DUMMYCLEAR,111430,11,DUMMYCLEAR,109307,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90444,9,DUMMY\n,89514,9,DUMMY\n,90032,9,DUMMY\n,88997,14,DUMMY\n------
397,2352249304,111184,11,DUMMYCLEAR,110525,11,DUMMYCLEAR,111441,11,DUMMYCLEAR,109318,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90453,9,DUMMY\n,89523,9,DUMMY\n,90041,9,DUMMY\n,89011,14,DUMMY\n------
398,2352249304,111195,11,DUMMYCLEAR,110536,11,DUMMYCLEAR,111452,11,DUMMYCLEAR,109329,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90462,9,DUMMY\n,89532,9,DUMMY\n,90050,9,DUMMY\n,89025,14,DUMMY\n------
399,2352249304,111206,11,DUMMYCLEAR,110547,11,DUMMYCLEAR,111463,11,DUMMYCLEAR,109340,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,90471,9,DUMMY\n,89541,9,DUMMY\n,90059,9,DUMMY\n,89039,14,DUMMY\n------
