Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,Chara. Flags,[V],[A],[F],[D],[E],[G],Retail Price in %,Order by Prio.,EU Order by ABC,Purchase Price,Feat. 1 ID,[Feat. 1 Name],Pad. 1,Feat. 1 Value,Feat. 2 ID,[Feat. 2 Name],Pad. 2,Feat. 2 Value,Feat. 3 ID,[Feat. 3 Name],Pad. 3,Feat. 3 Value,Feat. 4 ID,[Feat. 4 Name],Pad. 4,Feat. 4 Value,Pad. 5,Pad. 6,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.
197,0x8c3471bc,0x1a880,11,Mörderring,0x1a58d,15,Anillo Asesino,0x1a8ec,17,Bague d'Assassin,0x1a12e,14,Assassin Ring,0x3f,X,X,X,X,X,X,50,36,1,3200,80,First Strike%,0,40,19,Hit%,0,40,-1,None,0,0,-1,None,0,0,0,0,0x131c6,91,Ein in Nasr gefertigter Ring. Erhöht Wahrschein-\\nlichkeit eines Erstschlags und Treffer%.,0x12dcd,75,Anillo hecho en Nasr. Aumenta la\\nposibilidad de Primer Golpe y Aciertos%.,0x12f80,78,Une bague fabriquée à Nasr. Augmente\\nl'initiative et les chances de toucher.,0x12bda,72,"A ring crafted in Nasr. Improves chances for\\na First Strike, and Hit%."
198,0x8c3471cc,0x1a88b,13,Stealth Ring,0x1a59c,16,Anillo Sigiloso,0x1a8fd,14,Bague Furtive,0x1a13c,13,Stealth Ring,0x3f,X,X,X,X,X,X,50,37,51,3000,81,Run%,0,100,4,Quick,0,10,20,Dodge%,0,10,-1,None,0,0,0,0,0x13221,79,"Ring, der Geschicklichkeit und Ausweich%\\nverbessert. Man entkommt fast immer.",0x12e18,83,Anillo que aumenta Agilidad y Esquivar%.\\nLa mayor parte de las veces puedes huir.,0x12fce,89,Une bague qui améliore Agilité et Esquive. Vous\\npouvez vous enfuir la plupart du temps.,0x12c22,90,"A ring that improves Agile and Dodge%. In\\nmost cases, you can run away 100% of the time."
199,0x8c3471dc,0x1a898,11,Dhabu Haut,0x1a5ac,12,Cuero Dhabu,0x1a90b,14,Cuir de Dhabu,0x1a149,11,Dhabu Hide,0x3f,X,X,X,X,X,X,50,38,16,2800,4,Quick,0,50,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13270,61,"Zusammengefaltetes Stück Dhabu-Leder, als Panzer\\nverwendet.",0x12e6b,69,Una pieza de cuero Dhabu envejecido\\nque hace las veces de armadura.,0x13027,67,"Un morceau de cuir plié et traité de Dhabu,\\nutilisé comme armure.",0x12c7c,54,"A folded piece of cured Dhabu hide, used as a\\narmor."
200,0x8c3471e8,0x1a8a3,14,Ominöse Maske,0x1a5b8,16,Máscara Ominosa,0x1a919,16,Masque sinistre,0x1a154,13,Ominous Mask,0x25,X,"","",X,"",X,50,42,38,4760,68,Reduce Spirit,0,1,16,Attack,0,75,17,Defense,0,75,-1,None,0,0,0,0,0x132ad,87,"Verstärkt Angriff und Abwehr gewaltig,\\naber reduziert den Spirit der Gruppe auf Null.",0x12eb0,85,"Potencia el poder de Ataque y la Defensa,\\npero reduce a cero el Espíritu del Grupo.",0x1306a,80,Augmente Puissance d'Attaque et Défense mais\\nreduit l'Esprit du groupe à zéro.,0x12cb2,90,"Gives a large boost to Attack Power and Defense,\\nbut reduces the party's Spirit to zero."
201,0x8c3471f8,0x1a8b1,10,Flitzband,0x1a5c8,16,Cinta Encantada,0x1a929,12,Ruban Flash,0x1a161,13,Flash Ribbon,0x1d,"",X,X,X,"",X,50,43,19,60,4,Quick,0,2,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13304,56,"Verzaubertes Band, das Aikas Schnelligkeit\\nverbessert.",0x12f05,52,Una cinta encantada que mejora la Rapidez\\nde Aika.,0x130ba,51,Ruban enchanté qui améliore la Rapidité d'Aika.\\n ,0x12d0c,49,An enchanted Ribbon that improves Aika's\\nQuick.
202,0x8c347208,0x1a8bb,17,Unsichtbare Hand,0x1a5d8,15,Mano Invisible,0x1a935,15,La Main Cachée,0x1a16e,16,The Unseen Hand,0x1d,"",X,X,X,"",X,50,44,52,2960,4,Quick,0,30,20,Dodge%,0,5,-1,None,0,0,-1,None,0,0,0,0,0x1333c,83,"Zauberspruch, der den Krieger schneller\\nattackieren und Feinden ausweichen lässt.",0x12f39,85,Hechizo que da al guerrero el poder de un\\nAtaque más rápido y de evitar al enemigo.,0x130ed,93,Enchantement qui permet à un guerrier d'Attaquer\\net d'esquiver plus rapidement les ennemis.,0x12d3d,76,"An enchantment that enables a warrior to Attack\\nfaster, and avoid enemies."
203,0x8c347218,0x1a8cc,16,Halbmondamulett,0x1a5e7,14,Amuleto Lunar,0x1a944,17,Amulette Lunaire,0x1a17e,16,Crescent Amulet,0x1d,"",X,X,X,"",X,50,45,11,5710,4,Quick,0,19,17,Defense,0,28,18,MagDef,0,28,-1,None,0,0,0,0,0x1338f,99,"Magisches Amulett in Form eines Halbmondes. Ver-\\nbessert Schnelligkeit, Abwehr & Magie-Resistenz.",0x12f8e,86,"Amuleto en forma de media luna que mejora\\nRapidez, Defensa y Resistencia a la Magia.",0x1314a,99,"Amulette magique, en forme de Croissant de Lune.\\nAccroît Rapidité, Défense et Résistance Magique.",0x12d89,92,"A magic amulet, in the form of a Crescent Moon.\\nImproves Quick, Defense and Magic Defense."
204,0x8c347228,0x1a8dc,15,Fernzielbrille,0x1a5f5,9,Anteojos,0x1a955,14,Lunettes Zoom,0x1a18e,16,Skyseer Goggles,0x30,X,X,"","","","",50,46,49,40,19,Hit%,0,5,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x133f2,76,"Fliegerbrille, die entfernte Ziele näherbringen\\nkann. Verbessert Treffer%.",0x12fe4,85,Un par de anteojos que acercan el objetivo\\nde un blanco distante. Mejoran Acierto%.,0x131ad,94,Paire de lunettes pouvant zoomer sur des cibles\\nlointaines. Améliore les chances de toucher.,0x12de5,71,A pair of goggles that can zoom in on distant\\ntargets. Improves Hit%.
205,0x8c347238,0x1a8eb,11,Nachtsicht,0x1a5fe,16,Visión nocturna,0x1a963,16,Vision Nocturne,0x1a19e,16,Nocturnal Sight,0x30,X,X,"","","","",50,47,36,1930,19,Hit%,0,60,16,Attack,0,6,-1,None,0,0,-1,None,0,0,0,0,0x1343e,69,"Verzauberung, die es dem Kämpfer erlaubt, nachts\\nZiele auszumachen.",0x13039,71,Encantamiento que permite al combatiente\\ndetectar objetivos de noche.,0x1320b,71,Enchantement qui permet au combattant de\\ndétecter des cibles la nuit.,0x12e2c,66,An enchantment that allows a fighter to detect\\ntargets at night.
206,0x8c347248,0x1a8f6,17,Kritischer Blick,0x1a60e,15,Visión Critica,0x1a973,16,Vision Critique,0x1a1ae,16,Critical Vision,0x30,X,X,"","","","",50,48,12,6660,19,Hit%,0,50,16,Attack,0,19,1,Will,0,19,-1,None,0,0,0,0,0x13483,86,"Verzauberung, die es dem Kämpfer erlaubt, die\\nSchwachpunkte des Feindes zu erkennen.",0x13080,89,Un encantamiento que permite al combatiente \\ndetectar los puntos débiles de un enemigo.,0x13252,83,Enchantement qui permet au combattant de\\ndétecter les points faibles d'un ennemi.,0x12e6e,72,An enchantment that allows a fighter to detect\\nan enemy's weak points.
207,0x8c347258,0x1a907,15,Reinheitsjuwel,0x1a61d,10,Gema Pura,0x1a983,16,Gemme de Pureté,0x1a1be,14,Gem of Purity,0x5,"","","",X,"",X,50,49,22,300,79,Block Negative States,0,-3,17,Defense,0,8,-1,None,0,0,-1,None,0,0,0,0,0x134d9,99,"Verzauberter Edelstein, der den Träger beschützt.\\nErhöht Abwehr und Resistenz gegen neg. Effekte.",0x130d9,81,"Gema encantada que protege, mejora la\\nDefensa y Resistencia a Efectos Adversos.",0x132a5,92,Pierre précieuse enchantée qui protège. Accroît\\nDéfense et Résistance aux Effets Néfastes.,0x12eb6,92,An enchanted gem that protects the bearer.\\nBoosts Defense & Resistance to Adverse Effects.
208,0x8c347268,0x1a916,17,Reinheitsscherbe,0x1a627,12,Casco Lunar,0x1a993,17,Pierre de Pureté,0x1a1cc,16,Shard of Purity,0x5,"","","",X,"",X,50,51,45,4760,79,Block Negative States,0,-9,17,Defense,0,38,-1,None,0,0,-1,None,0,0,0,0,0x1353c,94,"Verzauberte Mondscherbe, die den Träger vor\\nnegativen Effekten schützt und Abwehr verstärkt.",0x1312a,87,Casco lunar encantado que protege al que lo\\nusa de Efectos Adversos y mejora Defensa.,0x13301,82,Morceau de Lune enchanté qui protège des effets\\nNéfastes et améliore la Défense.,0x12f12,94,"An enchanted Moon Shard that protects the wearer\\nfrom Adverse Effects, and improves Defense."
209,0x8c347278,0x1a927,11,Glücksring,0x1a633,15,Anillo Fortuna,0x1a9a4,17,Bague de Fortune,0x1a1dc,13,Fortune Ring,0x18,"",X,X,"","","",50,16,20,2860,20,Dodge%,0,100,17,Defense,0,8,-1,None,0,0,-1,None,0,0,0,0,0x1359a,98,"Mysteriöser Ring, der es dem Träger ermöglicht,\\nnormale Angriffe zu vermeiden. Verstärkt Abwehr.",0x13181,86,Misterioso anillo que protege de la mayoría\\nde Ataques normales y mejora la Defensa.,0x13353,94,Bague mystérieuse qui permet d'éviter la plupart\\ndes Attaques normales. Améliore la Défense.,0x12f70,90,A mysterious ring that allows the wearer to\\navoid most normal Attacks. Improves Defense.
210,0x8c347288,0x1a932,15,Schwarze Karte,0x1a642,11,Mapa Negro,0x1a9b5,12,Carte Noire,0x1a1e9,10,Black Map,0x20,X,"","","","","",100,56,4,777,84,Random Encounter%,0,100,80,First Strike%,0,25,82,???,0,0,83,Enemy Run%,0,0,0,0,0x135fc,88,Karte führt feindliche Kreaturen zum Besitzer.\\nErhöht außerdem Chancen für Erstschlag.,0x131d7,98,Mapa que guía a seres enemigos hacia el poseedor.\\nAdemás mejora la posibilidad de Primer Golpe. ,0x133b1,76,Force mystique qui attire les créatures ennemies\\net augmente l'initiative.,0x12fca,89,A map that leads enemy creatures to the holder.\\nAlso improves chances for First Strike.
211,0x8c347294,0x1a941,12,Weiße Karte,0x1a64d,10,White Map,0x1a9c1,14,Carte Blanche,0x1a1f3,10,White Map,0x20,X,"","","","","",100,57,61,666,84,Random Encounter%,0,5,80,First Strike%,0,0,82,???,0,0,81,Run%,0,100,0,0,0x13654,77,"Karte führt Besitzer von Feinden weg.\\nErhöht außerdem Chancen, wegzulaufen.",0x13239,88,Mapa que guía al poseedor lejos de los enemigos.\\nAdemás mejora la posibilidad de huir.,0x133fd,89,Force mystique qui repousse les créatures\\nennemies et augmente les chances de s'enfuir.,0x13023,87,A map that leads the holder away from enemies.\\nAlso improves chances of running away.
212,0x8c3472a0,0x1a94d,12,Kapitänshut,0x1a657,17,Gorra de Capitán,0x1a9cf,16,Chapeau de Vyse,0x1a1fd,14,Captain's Hat,0x20,X,"","","","","",100,61,7,10,16,Attack,0,80,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x136a1,83,"Hut, den Vyse von der Mannschaft der Delphinus\\nerhielt. Verbessert Angriffskraft.",0x13291,82,Gorra que la tripulación del Delphinus\\nregaló a Vyse. Mejora el poder de Ataque.,0x13456,88,Chapeau offert à Vyse par l'équipage du\\nDelphinus. Il améliore la puissance d'Attaque.,0x1307a,72,A hat given to Vyse by the Delphinus' crew. \\nIt improves Attack Power.
213,0x8c3472b0,0x1a959,13,Netzstrümpfe,0x1a668,16,Medias de Malla,0x1a9df,13,Bas magiques,0x1a20b,12,Mesh Tights,0x10,"",X,"","","","",100,62,34,10,16,Attack,0,40,1,Will,0,40,-1,None,0,0,-1,None,0,0,0,0,0x136f4,96,"Magisches Tuch, das Aika von einem Bewunderer\\ngegeben wurde. Verstärkt Angriffskraft & Willen.",0x132e3,88,Regalo de un admirador secreto de Aika. Su\\nmagia mejora el poder de Ataque y Voluntad.,0x134ae,99,Cadeau d'un admirateur secret pour Aika. Matière\\nmagique. Améliore Puissance d'Attaque & Volonté.,0x130c2,81,Given to Aika by a secret admirer. Magic Cloth.\\nImproves Attack Power and Will.
214,0x8c3472bc,0x1a966,12,Augenklappe,0x1a678,13,Parche Negro,0x1a9ec,16,Cache-oeil Noir,0x1a217,15,Black Eyepatch,0x25,X,"","",X,"",X,100,52,3,10,16,Attack,0,7,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13754,85,Drachmas alte Augenklappe aus der Haut eines\\nwilden Tiers. Verstärkt Angriffskraft.,0x1333b,89,"Parche de cuero de Drachma, hecho con cuero\\nde animal salvaje. Aumenta poder de Ataque.",0x13511,96,"Vieux cache-oeil en cuir de Drachma, en peau de\\nbête sauvage. Augmente la Puissance d'Attaque.",0x13113,93,"Drachma's old leather eyepatch, made from the\\nhide of a wild beast. Increases Attack Power."
215,0x8c3472cc,0x1a972,15,Silberschleier,0x1a685,14,Velo de Plata,0x1a9fc,15,Voile d'Argent,0x1a226,12,Silver Veil,0x18,"",X,X,"","","",100,53,46,100,1,Will,0,16,18,MagDef,0,16,-1,None,0,0,-1,None,0,0,0,0,0x137a9,98,"Mystischer Schleier, der Finas Kopf abschirmt.\\nSilberfäden verstärken Willen u. Magie-Resistenz.",0x13394,86,Velo místico de Fina. Sus hilos de plata\\naumentan Voluntad y Resistencia a la Magia.,0x13571,91,Voile mystique protègeant Fina. Les fils\\nd'argent augmentent Volonté & Résistance Magique,0x13170,89,A mystic veil that protects the head. The\\nsilver strands increase Will & Magic Defense.
216,0x8c3472d8,0x1a981,13,Kaiserwappen,0x1a693,17,Penacho Imperial,0x1aa0b,16,Blason Impérial,0x1a232,15,Imperial Crest,0x2,"","","","",X,"",100,55,27,1000,17,Defense,0,20,18,MagDef,0,20,-1,None,0,0,-1,None,0,0,0,0,0x1380b,85,Zum Schutz von Mitgliedern der Kaiserfamilie.\\nVerstärkt Abwehr und Magie-Resistenz.,0x133ea,88,Protege a los miembros de la Familia Real.\\nMejora la Defensa y Resistencia a la Magia.,0x135cc,95,Protège les membres de la Famille Impériale.\\nAméliore la Défense et la Résistance à la Magie.,0x131c9,83,Given to protect members of the Royal Family.\\nImproves Defense and Magic Defense.
217,0x8c3472e8,0x1a98e,16,Gilders Amulett,0x1a6a4,15,Amuleto Gilder,0x1aa1b,16,Amulette Gilder,0x1a241,16,Gilder's Amulet,0x31,X,X,"","","",X,100,54,24,500,17,Defense,0,11,18,MagDef,0,11,16,Attack,0,11,1,Will,0,11,0,0,0x13860,91,"Um Gilders Hals getragen. Verstärkt Abwehr und\\nMagie-Resistenz, Angriffskraft und Willen.",0x13442,85,"Lo usa Gilder. Aumenta Defensa, Resistencia\\na la Magia, poder de Ataque y Voluntad.",0x1362b,93,"Gilder la porte autour du cou. Améliore Défense,\\nRésistance à la Magie, Attaque et Volonté.",0x1321c,85,"Worn around Gilder's neck. Improves Defense,\\nMagic Defense, Attack Power, and Will."
218,0x8c3472f8,0x1a99e,17,Valuan Medaillon,0x1a6b3,16,Medallón Valuan,0x1aa2b,17,Médaillon Valuan,0x1a251,17,Valuan Medallion,0x3f,X,X,X,X,X,X,100,60,57,5000,49,Unconscious,0,-10,17,Defense,0,30,18,MagDef,0,30,-1,None,0,0,0,0,0x138bb,94,"Verzaubertes Medaillon, von den Offizieren der\\nArmada getragen. Neutralisiert Eterni-Zauber.",0x13497,86,Medallón encantado que llevan los oficiales\\nde la Armada. Anula los hechizos Eterni.,0x13688,87,Médaillon enchanté porté par les officiers de\\nl'Armada. Annule les Sortilèges Eterni.,0x13271,76,Enchanted medallion worn by officers in the\\nArmada. Negates Eterni spells.
219,0x8c34730c,0x1a9af,15,Immunitätsring,0x1a6c3,14,Anillo Inmune,0x1aa3c,17,Bague d'Immunité,0x1a262,14,Immunity Ring,0x5,"","","",X,"",X,50,50,26,1490,79,Block Negative States,0,-6,17,Defense,0,21,-1,None,0,0,-1,None,0,0,0,0,0x13919,71,Heiliger Ring. Verstärkt Abwehr und Resistenz\\ngegen negative Effekte.,0x134ed,72,Anillo sagrado. Potencia la Defensa y\\nResistencia a efectos adversos. ,0x136df,73,Bague sacrée. Améliore la Défense et la\\nRésistance aux effets néfastes.,0x132bd,64,Sacred Ring. Boosts Defense and Resistance to\\nadverse effects.
220,0x8c34731c,0x1a9be,12,Thermo Ring,0x1a6d1,13,Anillo Termo,0x1aa4d,13,Bague Thermo,0x1a270,12,Thermo Ring,0x3f,X,X,X,X,X,X,50,58,53,2080,33,Red,0,-5,34,Purple,0,-5,-1,None,0,0,-1,None,0,0,0,0,0x13960,62,"Ring, der Widerstand gegen rote und Purpur-\\nAngriffe erhöht.",0x13535,66,Anillo que aumenta la Resistencia\\na los Ataques Rojos y Púrpura.,0x13728,65,Bague qui augmente la résistance aux Attaques\\nRouges et Mauves.,0x132fd,62,A ring that increases resistance to Red and \\nPurple Attacks.
221,0x8c347328,0x1a9ca,12,Tötungsring,0x1a6de,15,Anillo Verdugo,0x1aa5a,13,Bague Tueuse,0x1a27c,12,Slayer Ring,0x3f,X,X,X,X,X,X,50,59,50,1010,1,Will,0,8,17,Defense,0,8,19,Hit%,0,10,4,Quick,0,8,0,0,0x1399e,74,"Steigert Abwehr, Treffer%, Willen und\\nSchnelligkeit. Herkunft unbekannt.",0x13577,78,"Aumenta la Defensa, Aciertos%, Voluntad y\\nRapidez. Es de origen desconocido.",0x13769,67,"Accroît Défense, Frappe, Volonté et Rapidité.\\nD'origine inconnue.",0x1333b,67,"Raises Defense, Hit%, Will, and Quick.\\nIts background is unknown."
222,0x8c347334,0x1a9d6,12,Chancenring,0x1a6ed,16,Anillo del Azar,0x1aa67,16,Bague de Chance,0x1a288,12,Chance Ring,0x3f,X,X,X,X,X,X,100,32,8,1000,79,Block Negative States,0,90,17,Defense,0,75,18,MagDef,0,75,-1,None,0,0,0,0,0x139e8,86,"Steigert Abwehr und Magie-Resistenz, setzt den\\nTräger jedoch negativen Effekten aus.",0x135c5,88,"Potencia la Defensa y la Resistencia a la\\nMagia, pero no protege de efectos adversos. ",0x137ac,96,Améliore Défense et Résistance Magique mais rend\\nl'utilisateur vulnérable aux effets néfastes.,0x1337e,89,"Boosts Defense and Magic Defense, but leaves\\nthe wearer susceptible to adverse effects."
223,0x8c347340,0x1a9e2,15,DUMMYACCESARRY,0x1a6fd,15,DUMMYACCESARRY,0x1aa77,15,DUMMYACCESARRY,0x1a294,15,DUMMYACCESARRY,0x0,"","","","","","",0,63,63,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13a3e,9,DUMMY\\n ,0x1361d,9,DUMMY\\n ,0x1380c,9,DUMMY\\n ,0x133d7,14,DUMMY\\n------
224,0x8c347340,0x1a9f1,15,DUMMYACCESARRY,0x1a70c,15,DUMMYACCESARRY,0x1aa86,15,DUMMYACCESARRY,0x1a2a3,15,DUMMYACCESARRY,0x0,"","","","","","",0,64,64,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13a47,9,DUMMY\\n ,0x13626,9,DUMMY\\n ,0x13815,9,DUMMY\\n ,0x133e5,14,DUMMY\\n------
225,0x8c347340,0x1aa00,15,DUMMYACCESARRY,0x1a71b,15,DUMMYACCESARRY,0x1aa95,15,DUMMYACCESARRY,0x1a2b2,15,DUMMYACCESARRY,0x0,"","","","","","",0,65,65,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13a50,9,DUMMY\\n ,0x1362f,9,DUMMY\\n ,0x1381e,9,DUMMY\\n ,0x133f3,14,DUMMY\\n------
226,0x8c347340,0x1aa0f,15,DUMMYACCESARRY,0x1a72a,15,DUMMYACCESARRY,0x1aaa4,15,DUMMYACCESARRY,0x1a2c1,15,DUMMYACCESARRY,0x0,"","","","","","",0,66,66,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13a59,9,DUMMY\\n ,0x13638,9,DUMMY\\n ,0x13827,9,DUMMY\\n ,0x13401,14,DUMMY\\n------
227,0x8c347340,0x1aa1e,15,DUMMYACCESARRY,0x1a739,15,DUMMYACCESARRY,0x1aab3,15,DUMMYACCESARRY,0x1a2d0,15,DUMMYACCESARRY,0x0,"","","","","","",0,67,67,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13a62,9,DUMMY\\n ,0x13641,9,DUMMY\\n ,0x13830,9,DUMMY\\n ,0x1340f,14,DUMMY\\n------
228,0x8c347340,0x1aa2d,15,DUMMYACCESARRY,0x1a748,15,DUMMYACCESARRY,0x1aac2,15,DUMMYACCESARRY,0x1a2df,15,DUMMYACCESARRY,0x0,"","","","","","",0,68,68,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13a6b,9,DUMMY\\n ,0x1364a,9,DUMMY\\n ,0x13839,9,DUMMY\\n ,0x1341d,14,DUMMY\\n------
229,0x8c347340,0x1aa3c,15,DUMMYACCESARRY,0x1a757,15,DUMMYACCESARRY,0x1aad1,15,DUMMYACCESARRY,0x1a2ee,15,DUMMYACCESARRY,0x0,"","","","","","",0,69,69,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13a74,9,DUMMY\\n ,0x13653,9,DUMMY\\n ,0x13842,9,DUMMY\\n ,0x1342b,14,DUMMY\\n------
230,0x8c347340,0x1aa4b,15,DUMMYACCESARRY,0x1a766,15,DUMMYACCESARRY,0x1aae0,15,DUMMYACCESARRY,0x1a2fd,15,DUMMYACCESARRY,0x0,"","","","","","",0,70,70,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13a7d,9,DUMMY\\n ,0x1365c,9,DUMMY\\n ,0x1384b,9,DUMMY\\n ,0x13439,14,DUMMY\\n------
231,0x8c347340,0x1aa5a,15,DUMMYACCESARRY,0x1a775,15,DUMMYACCESARRY,0x1aaef,15,DUMMYACCESARRY,0x1a30c,15,DUMMYACCESARRY,0x0,"","","","","","",0,71,71,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13a86,9,DUMMY\\n ,0x13665,9,DUMMY\\n ,0x13854,9,DUMMY\\n ,0x13447,14,DUMMY\\n------
232,0x8c347340,0x1aa69,15,DUMMYACCESARRY,0x1a784,15,DUMMYACCESARRY,0x1aafe,15,DUMMYACCESARRY,0x1a31b,15,DUMMYACCESARRY,0x0,"","","","","","",0,72,72,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13a8f,9,DUMMY\\n ,0x1366e,9,DUMMY\\n ,0x1385d,9,DUMMY\\n ,0x13455,14,DUMMY\\n------
233,0x8c347340,0x1aa78,15,DUMMYACCESARRY,0x1a793,15,DUMMYACCESARRY,0x1ab0d,15,DUMMYACCESARRY,0x1a32a,15,DUMMYACCESARRY,0x0,"","","","","","",0,73,73,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13a98,9,DUMMY\\n ,0x13677,9,DUMMY\\n ,0x13866,9,DUMMY\\n ,0x13463,14,DUMMY\\n------
234,0x8c347340,0x1aa87,15,DUMMYACCESARRY,0x1a7a2,15,DUMMYACCESARRY,0x1ab1c,15,DUMMYACCESARRY,0x1a339,15,DUMMYACCESARRY,0x0,"","","","","","",0,74,74,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13aa1,9,DUMMY\\n ,0x13680,9,DUMMY\\n ,0x1386f,9,DUMMY\\n ,0x13471,14,DUMMY\\n------
235,0x8c347340,0x1aa96,15,DUMMYACCESARRY,0x1a7b1,15,DUMMYACCESARRY,0x1ab2b,15,DUMMYACCESARRY,0x1a348,15,DUMMYACCESARRY,0x0,"","","","","","",0,75,75,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13aaa,9,DUMMY\\n ,0x13689,9,DUMMY\\n ,0x13878,9,DUMMY\\n ,0x1347f,14,DUMMY\\n------
236,0x8c347340,0x1aaa5,15,DUMMYACCESARRY,0x1a7c0,15,DUMMYACCESARRY,0x1ab3a,15,DUMMYACCESARRY,0x1a357,15,DUMMYACCESARRY,0x0,"","","","","","",0,76,76,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13ab3,9,DUMMY\\n ,0x13692,9,DUMMY\\n ,0x13881,9,DUMMY\\n ,0x1348d,14,DUMMY\\n------
237,0x8c347340,0x1aab4,15,DUMMYACCESARRY,0x1a7cf,15,DUMMYACCESARRY,0x1ab49,15,DUMMYACCESARRY,0x1a366,15,DUMMYACCESARRY,0x0,"","","","","","",0,77,77,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13abc,9,DUMMY\\n ,0x1369b,9,DUMMY\\n ,0x1388a,9,DUMMY\\n ,0x1349b,14,DUMMY\\n------
238,0x8c347340,0x1aac3,15,DUMMYACCESARRY,0x1a7de,15,DUMMYACCESARRY,0x1ab58,15,DUMMYACCESARRY,0x1a375,15,DUMMYACCESARRY,0x0,"","","","","","",0,78,78,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13ac5,9,DUMMY\\n ,0x136a4,9,DUMMY\\n ,0x13893,9,DUMMY\\n ,0x134a9,14,DUMMY\\n------
239,0x8c347340,0x1aad2,15,DUMMYACCESARRY,0x1a7ed,15,DUMMYACCESARRY,0x1ab67,15,DUMMYACCESARRY,0x1a384,15,DUMMYACCESARRY,0x0,"","","","","","",0,79,79,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,0x13ace,9,DUMMY\\n ,0x136ad,9,DUMMY\\n ,0x1389c,9,DUMMY\\n ,0x134b7,14,DUMMY\\n------
