Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Category ID,[Category name],Effect ID,[Effect name],Scope ID,[Scope name],Padding #0,Effect value #1,Effect value #2,Element ID,[Element name],Type ID,[Type name],Unknown #0,Unknown #1,State ID,[State name],State hit%,Padding #1,Padding #2
121,2352319784,6573,6,DUMMY,6686,6,DUMMY,6641,6,DUMMY,6446,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
122,2352319784,6579,6,DUMMY,6692,6,DUMMY,6647,6,DUMMY,6452,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
123,2352319784,6585,6,DUMMY,6698,6,DUMMY,6653,6,DUMMY,6458,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
124,2352319784,6591,6,DUMMY,6704,6,DUMMY,6659,6,DUMMY,6464,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
125,2352319784,6597,6,DUMMY,6710,6,DUMMY,6665,6,DUMMY,6470,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
126,2352319784,6603,6,DUMMY,6716,6,DUMMY,6671,6,DUMMY,6476,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
127,2352319784,6609,6,DUMMY,6722,6,DUMMY,6677,6,DUMMY,6482,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
128,2352319784,6615,6,DUMMY,6728,6,DUMMY,6683,6,DUMMY,6488,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
129,2352319784,6621,6,DUMMY,6734,6,DUMMY,6689,6,DUMMY,6494,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
130,2352319784,6627,6,DUMMY,6740,6,DUMMY,6695,6,DUMMY,6500,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
131,2352319784,6633,6,DUMMY,6746,6,DUMMY,6701,6,DUMMY,6506,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
132,2352319784,6639,6,DUMMY,6752,6,DUMMY,6707,6,DUMMY,6512,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
133,2352319784,6645,6,DUMMY,6758,6,DUMMY,6713,6,DUMMY,6518,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
134,2352319784,6651,6,DUMMY,6764,6,DUMMY,6719,6,DUMMY,6524,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
135,2352319784,6657,6,DUMMY,6770,6,DUMMY,6725,6,DUMMY,6530,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
136,2352319784,6663,6,DUMMY,6776,6,DUMMY,6731,6,DUMMY,6536,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
137,2352319784,6669,6,DUMMY,6782,6,DUMMY,6737,6,DUMMY,6542,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
138,2352319784,6675,6,DUMMY,6788,6,DUMMY,6743,6,DUMMY,6548,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
139,2352319784,6681,6,DUMMY,6794,6,DUMMY,6749,6,DUMMY,6554,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
140,2352319784,6687,6,DUMMY,6800,6,DUMMY,6755,6,DUMMY,6560,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
141,2352319784,6693,6,DUMMY,6806,6,DUMMY,6761,6,DUMMY,6566,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
142,2352319784,6699,6,DUMMY,6812,6,DUMMY,6767,6,DUMMY,6572,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
143,2352319784,6705,6,DUMMY,6818,6,DUMMY,6773,6,DUMMY,6578,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
144,2352319784,6711,6,DUMMY,6824,6,DUMMY,6779,6,DUMMY,6584,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
145,2352319784,6717,6,DUMMY,6830,6,DUMMY,6785,6,DUMMY,6590,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
146,2352319784,6723,6,DUMMY,6836,6,DUMMY,6791,6,DUMMY,6596,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
147,2352319784,6729,6,DUMMY,6842,6,DUMMY,6797,6,DUMMY,6602,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
148,2352319784,6735,6,DUMMY,6848,6,DUMMY,6803,6,DUMMY,6608,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
149,2352319784,6741,6,DUMMY,6854,6,DUMMY,6809,6,DUMMY,6614,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
150,2352319784,6747,6,DUMMY,6860,6,DUMMY,6815,6,DUMMY,6620,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
151,2352319784,6753,6,DUMMY,6866,6,DUMMY,6821,6,DUMMY,6626,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
152,2352319784,6759,6,DUMMY,6872,6,DUMMY,6827,6,DUMMY,6632,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
153,2352319784,6765,6,DUMMY,6878,6,DUMMY,6833,6,DUMMY,6638,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
154,2352319784,6771,6,DUMMY,6884,6,DUMMY,6839,6,DUMMY,6644,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
155,2352319784,6777,6,DUMMY,6890,6,DUMMY,6845,6,DUMMY,6650,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
156,2352319784,6783,6,DUMMY,6896,6,DUMMY,6851,6,DUMMY,6656,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
157,2352319784,6789,6,DUMMY,6902,6,DUMMY,6857,6,DUMMY,6662,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
158,2352319784,6795,6,DUMMY,6908,6,DUMMY,6863,6,DUMMY,6668,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
159,2352319784,6801,6,DUMMY,6914,6,DUMMY,6869,6,DUMMY,6674,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
160,2352319884,6807,6,Suche,6920,9,Búsqueda,6875,10,Recherche,6680,7,Search,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
161,2352319064,6813,8,Giftgas,6929,13,Gas Venenoso,6885,15,Gaz Empoisonné,6687,11,Poison Gas,0,Super Move,4,Add Poison + Damage,96,Character area #1,0,16,15,0,Green,0,Physical,16,17,0,Poison,50,0,0
162,2352319892,6821,13,Ermüdungsgas,6942,14,Gas de Fatiga,6900,15,Gaz de Fatigue,6698,12,Fatigue Gas,0,Super Move,72,Add Fatigue + Damage,96,Character area #1,0,16,15,4,Yellow,0,Physical,16,17,6,Fatigue,20,0,0
163,2352319784,6834,6,DUMMY,6956,6,DUMMY,6915,6,DUMMY,6710,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
164,2352319784,6840,6,DUMMY,6962,6,DUMMY,6921,6,DUMMY,6716,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
165,2352319784,6846,6,DUMMY,6968,6,DUMMY,6927,6,DUMMY,6722,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
166,2352319784,6852,6,DUMMY,6974,6,DUMMY,6933,6,DUMMY,6728,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
167,2352319784,6858,6,DUMMY,6980,6,DUMMY,6939,6,DUMMY,6734,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
168,2352319784,6864,6,DUMMY,6986,6,DUMMY,6945,6,DUMMY,6740,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
169,2352319784,6870,6,DUMMY,6992,6,DUMMY,6951,6,DUMMY,6746,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
170,2352319904,6876,11,Nadelsturm,6998,17,Ráfaga de Agujas,6957,16,Orage Aiguilles,6752,13,Needle Storm,0,Super Move,0,Damage,1,One character,0,16,40,3,Blue,0,Physical,0,0,0,Poison,0,0,0
171,2352319784,6887,6,DUMMY,7015,6,DUMMY,6973,6,DUMMY,6765,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
172,2352319784,6893,6,DUMMY,7021,6,DUMMY,6979,6,DUMMY,6771,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
173,2352319784,6899,6,DUMMY,7027,6,DUMMY,6985,6,DUMMY,6777,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
174,2352319784,6905,6,DUMMY,7033,6,DUMMY,6991,6,DUMMY,6783,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
175,2352319784,6911,6,DUMMY,7039,6,DUMMY,6997,6,DUMMY,6789,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
176,2352319784,6917,6,DUMMY,7045,6,DUMMY,7003,6,DUMMY,6795,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
177,2352319784,6923,6,DUMMY,7051,6,DUMMY,7009,6,DUMMY,6801,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
178,2352319784,6929,6,DUMMY,7057,6,DUMMY,7015,6,DUMMY,6807,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
179,2352319784,6935,6,DUMMY,7063,6,DUMMY,7021,6,DUMMY,6813,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
180,2352319920,6941,10,Lavasturm,7069,17,Tormenta de lava,7027,14,Orage de Lave,6819,11,Lava Storm,0,Super Move,0,Damage,2,All characters,0,16,10,1,Red,0,Physical,0,0,0,Poison,0,0,0
181,2352319932,6951,13,Blast-Breath,7086,16,Ráfaga de Brisa,7041,16,Soufflexplosion,6830,13,Blast Breath,0,Super Move,0,Damage,2,All characters,0,16,15,1,Red,0,Physical,0,0,0,Poison,0,0,0
182,2352319948,6964,12,Loqua-Spray,7102,12,Spray Loqua,7057,12,Spray Loqua,6843,12,Loqua Spray,0,Super Move,0,Damage,2,All characters,0,16,25,1,Red,0,Physical,0,0,0,Poison,0,0,0
183,2352319960,6976,10,Frostatem,7114,15,Brisa de Hielo,7069,15,Souffle de Gel,6855,13,Frost Breath,0,Super Move,0,Damage,2,All characters,0,16,15,2,Purple,0,Physical,0,0,0,Poison,0,0,0
184,2352319960,6986,10,Frostatem,7129,15,Brisa de Hielo,7084,15,Souffle de Gel,6868,13,Frost Breath,0,Super Move,0,Damage,2,All characters,0,16,15,2,Purple,0,Physical,0,0,0,Poison,0,0,0
185,2352319784,6996,6,DUMMY,7144,6,DUMMY,7099,6,DUMMY,6881,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
186,2352319784,7002,6,DUMMY,7150,6,DUMMY,7105,6,DUMMY,6887,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
187,2352319784,7008,6,DUMMY,7156,6,DUMMY,7111,6,DUMMY,6893,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
188,2352319784,7014,6,DUMMY,7162,6,DUMMY,7117,6,DUMMY,6899,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
189,2352319784,7020,6,DUMMY,7168,6,DUMMY,7123,6,DUMMY,6905,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
190,2352319976,7026,7,Damyun,7174,7,Damyun,7129,7,Damyun,6911,7,Damyun,0,Super Move,12,Add Silence,2,All characters,0,0,0,0,Green,0,Physical,16,17,5,Silence,40,0,0
191,2352319984,7033,15,Schlummerstaub,7181,16,Polvo de Dormir,7136,15,Poudre Sommeil,6918,13,Slumber Dust,0,Super Move,9,Add Sleep,102,Character line #3,0,0,0,0,Green,0,Physical,16,17,3,Sleep,40,0,0
192,2352319784,7048,6,DUMMY,7197,6,DUMMY,7151,6,DUMMY,6931,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
193,2352319784,7054,6,DUMMY,7203,6,DUMMY,7157,6,DUMMY,6937,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
194,2352319784,7060,6,DUMMY,7209,6,DUMMY,7163,6,DUMMY,6943,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
195,2352319784,7066,6,DUMMY,7215,6,DUMMY,7169,6,DUMMY,6949,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
196,2352319784,7072,6,DUMMY,7221,6,DUMMY,7175,6,DUMMY,6955,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
197,2352319784,7078,6,DUMMY,7227,6,DUMMY,7181,6,DUMMY,6961,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
198,2352319784,7084,6,DUMMY,7233,6,DUMMY,7187,6,DUMMY,6967,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
199,2352319784,7090,6,DUMMY,7239,6,DUMMY,7193,6,DUMMY,6973,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
200,2352319212,7096,17,Verbündete rufen,7245,17,Convocar aliados,7199,15,Appel d'alliés,6979,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,13,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
201,2352319212,7113,17,Verbündete rufen,7262,17,Convocar aliados,7214,15,Appel d'alliés,6991,12,Call Allies,0,Super Move,43,Call enemy,0,None,0,96,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
202,2352319784,7130,6,DUMMY,7279,6,DUMMY,7229,6,DUMMY,7003,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
203,2352319784,7136,6,DUMMY,7285,6,DUMMY,7235,6,DUMMY,7009,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
204,2352319784,7142,6,DUMMY,7291,6,DUMMY,7241,6,DUMMY,7015,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
205,2352319784,7148,6,DUMMY,7297,6,DUMMY,7247,6,DUMMY,7021,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
206,2352319784,7154,6,DUMMY,7303,6,DUMMY,7253,6,DUMMY,7027,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
207,2352319784,7160,6,DUMMY,7309,6,DUMMY,7259,6,DUMMY,7033,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
208,2352319784,7166,6,DUMMY,7315,6,DUMMY,7265,6,DUMMY,7039,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
209,2352319784,7172,6,DUMMY,7321,6,DUMMY,7271,6,DUMMY,7045,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
210,2352320000,7178,14,HP übernehmen,7327,15,Absorber Salud,7277,12,Absorber PV,7051,10,HP Absorb,0,Super Move,44,Absorb HP,1,One character,0,2,10,0,Green,0,Physical,0,0,0,Poison,0,0,0
211,2352320000,7192,14,HP übernehmen,7342,15,Absorber Salud,7289,12,Absorber PV,7061,10,HP Absorb,0,Super Move,44,Absorb HP,1,One character,0,2,10,0,Green,0,Physical,0,0,0,Poison,0,0,0
212,2352320000,7206,14,HP übernehmen,7357,15,Absorber Salud,7301,12,Absorber PV,7071,10,HP Absorb,0,Super Move,44,Absorb HP,1,One character,0,2,20,0,Green,0,Physical,0,0,0,Poison,0,0,0
213,2352320000,7220,14,HP übernehmen,7372,15,Absorber Salud,7313,12,Absorber PV,7081,10,HP Absorb,0,Super Move,44,Absorb HP,1,One character,0,2,20,0,Green,0,Physical,0,0,0,Poison,0,0,0
214,2352319784,7234,6,DUMMY,7387,6,DUMMY,7325,6,DUMMY,7091,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
215,2352319784,7240,6,DUMMY,7393,6,DUMMY,7331,6,DUMMY,7097,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
216,2352319784,7246,6,DUMMY,7399,6,DUMMY,7337,6,DUMMY,7103,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
217,2352319784,7252,6,DUMMY,7405,6,DUMMY,7343,6,DUMMY,7109,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
218,2352319784,7258,6,DUMMY,7411,6,DUMMY,7349,6,DUMMY,7115,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
219,2352319784,7264,6,DUMMY,7417,6,DUMMY,7355,6,DUMMY,7121,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
220,2352320012,7270,13,Schnellfeuer,7423,13,Fuego Rápido,7361,11,Tir Rapide,7127,11,Rapid Fire,0,Super Move,0,Damage,1,One character,0,16,30,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
221,2352318952,7283,9,KETSUBAN,7436,9,KETSUBAN,7372,9,KETSUBAN,7138,9,KETSUBAN,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
222,2352319784,7292,6,DUMMY,7445,6,DUMMY,7381,6,DUMMY,7147,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
223,2352319784,7298,6,DUMMY,7451,6,DUMMY,7387,6,DUMMY,7153,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
224,2352319784,7304,6,DUMMY,7457,6,DUMMY,7393,6,DUMMY,7159,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
225,2352319784,7310,6,DUMMY,7463,6,DUMMY,7399,6,DUMMY,7165,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
226,2352319784,7316,6,DUMMY,7469,6,DUMMY,7405,6,DUMMY,7171,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
227,2352319784,7322,6,DUMMY,7475,6,DUMMY,7411,6,DUMMY,7177,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
228,2352319784,7328,6,DUMMY,7481,6,DUMMY,7417,6,DUMMY,7183,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
229,2352319784,7334,6,DUMMY,7487,6,DUMMY,7423,6,DUMMY,7189,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
230,2352320024,7340,8,Irnagun,7493,8,Irnagun,7429,8,Irnagun,7195,8,Irnagun,0,Super Move,0,Damage,1,One character,0,16,40,3,Blue,0,Physical,0,0,0,Poison,0,0,0
231,2352319784,7348,6,DUMMY,7501,6,DUMMY,7437,6,DUMMY,7203,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
232,2352319784,7354,6,DUMMY,7507,6,DUMMY,7443,6,DUMMY,7209,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
233,2352319784,7360,6,DUMMY,7513,6,DUMMY,7449,6,DUMMY,7215,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
234,2352319784,7366,6,DUMMY,7519,6,DUMMY,7455,6,DUMMY,7221,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
235,2352319784,7372,6,DUMMY,7525,6,DUMMY,7461,6,DUMMY,7227,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
236,2352319784,7378,6,DUMMY,7531,6,DUMMY,7467,6,DUMMY,7233,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
237,2352319784,7384,6,DUMMY,7537,6,DUMMY,7473,6,DUMMY,7239,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
238,2352319784,7390,6,DUMMY,7543,6,DUMMY,7479,6,DUMMY,7245,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
239,2352319784,7396,6,DUMMY,7549,6,DUMMY,7485,6,DUMMY,7251,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
240,2352319784,7402,6,DUMMY,7555,6,DUMMY,7491,6,DUMMY,7257,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
241,2352319784,7408,6,DUMMY,7561,6,DUMMY,7497,6,DUMMY,7263,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
242,2352319784,7414,6,DUMMY,7567,6,DUMMY,7503,6,DUMMY,7269,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
243,2352319784,7420,6,DUMMY,7573,6,DUMMY,7509,6,DUMMY,7275,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
244,2352319784,7426,6,DUMMY,7579,6,DUMMY,7515,6,DUMMY,7281,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
245,2352319784,7432,6,DUMMY,7585,6,DUMMY,7521,6,DUMMY,7287,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
246,2352319784,7438,6,DUMMY,7591,6,DUMMY,7527,6,DUMMY,7293,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
247,2352319784,7444,6,DUMMY,7597,6,DUMMY,7533,6,DUMMY,7299,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
248,2352319784,7450,6,DUMMY,7603,6,DUMMY,7539,6,DUMMY,7305,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
249,2352319784,7456,6,DUMMY,7609,6,DUMMY,7545,6,DUMMY,7311,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
250,2352320032,7462,12,Windschnitt,7615,14,Corta Vientos,7551,15,Vent Tranchant,7317,11,Wind Slash,0,Super Move,0,Damage,103,Character line #4,0,16,15,3,Blue,0,Physical,0,0,0,Poison,0,0,0
251,2352320044,7474,12,Schallwelle,7629,11,Ola Sónica,7566,14,Vague Sonique,7328,11,Sonic Wave,0,Super Move,0,Damage,103,Character line #4,0,16,15,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
252,2352318952,7486,9,KETSUBAN,7640,9,KETSUBAN,7580,9,KETSUBAN,7339,9,KETSUBAN,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
253,2352319784,7495,6,DUMMY,7649,6,DUMMY,7589,6,DUMMY,7348,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
254,2352319784,7501,6,DUMMY,7655,6,DUMMY,7595,6,DUMMY,7354,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
255,2352319784,7507,6,DUMMY,7661,6,DUMMY,7601,6,DUMMY,7360,6,DUMMY,0,Super Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
