Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Element ID,Padding #0,[Element name],Order by prio.,Occ. flags,[Menu],[Battle],[Ship battle],Effect ID,[Effect name],Scope ID,[Scope name],Category ID,[Category name],Effect priority,Effect spirit,Padding #1,Padding #2,Effect value,Type ID,[Type name],State ID,[State name],State hit%,Padding #3,Padding #4,Padding #5,Ship occ. ID,[Ship occ. name],Padding #6,Ship effect ID,[Ship effect name],Ship effect spirit,Ship effect turns,Ship effect amount,Unknown,Padding #7,Padding #8,Padding #9,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.,[DE ship descr. pos.],[DE ship descr. size],DE ship descr. str.,[ES ship descr. pos.],[ES ship descr. size],ES ship descr. str.,[FR ship descr. pos.],[FR ship descr. size],FR ship descr. str.,[GB ship descr. pos.],[GB ship descr. size],GB ship descr. str.
26,2352244240,105693,9,Crystali,104711,9,Crystali,105617,9,Crystali,103845,9,Crystali,2,0,Purple,10,3,"",X,X,0,Damage,3,One enemy,6,Magic,0,1,0,0,70,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),1,-1,30,2,0,0,0,60163,97,Überzieht einen Feind mit einer Eisschicht.Sehr\nwirkungsvoll und verbraucht wenig Spirit.  SP 1,59632,99,Cubre de hielo a un solo enemigo. Tiene bastante\npotencia y usa muy poco Espíritu.           SEP1,59839,97,Emprisonne un seul ennemi dans la glace. C'est\nassez puissant et nécessite peu d'Esprit.   ES 1,59130,92,Encases a single enemy in ice. It is quite\npowerful and uses very little Spirit.      SP 1,101571,88,Feuert eine mit Purple Magic geladene\nKanonenkugel ab. Erfordert Spezialausrüstung.1SP,100487,95,Dispara una bala de cañón con Magia Púrpura.\nLanzar hechizos requiere un equipo especial. 1SP,101243,98,Lance un boulet de canon chargé de Magie Mauve.\nÉquipement spécial requis.                  1 ES,99753,96,Fires a cannonball charged with Purple Magic.\nSpecial equipment is needed to cast.        1 SP
27,2352244252,105702,10,Crystales,104720,10,Crystales,105626,10,Crystales,103854,10,Crystales,2,0,Purple,11,3,"",X,X,0,Damage,3,One enemy,6,Magic,0,2,0,0,120,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),2,-1,50,2,0,0,0,60260,95,Erzeugt einen Eiszapfen am Fuß eines Feindes.\nRichtet erheblichen Schaden an.            SP 2,59731,94,"Crea un punzón de hielo a los pies de un enemigo\ny lo atraviesa, produciendo gran daño. SEP2",59936,97,"Invoque un rocher de glace sur un seul ennemi,\ncausant beaucoup de dégâts.                 ES 2",59222,97,"Summons an icicle at the foot of a single enemy\nand impales it, causing great damage.      SP 2",101659,88,Feuert eine mit Purple Magic geladene\nKanonenkugel ab. Erfordert Spezialausrüstung.2SP,100582,95,Dispara una bala de cañón con Magia Púrpura.\nLanzar hechizos requiere un equipo especial. 2SP,101341,98,Lance un boulet de canon chargé de Magie Mauve.\nÉquipement spécial requis.                  2 ES,99849,96,Fires a cannonball charged with Purple Magic.\nSpecial equipment is needed to cast.        2 SP
28,2352244264,105712,10,Crystalum,104730,10,Crystalum,105636,10,Crystalum,103864,10,Crystalum,2,0,Purple,12,3,"",X,X,0,Damage,3,One enemy,6,Magic,0,3,0,0,170,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),3,-1,70,2,0,0,0,60355,95,Lässt einen Feind zu einer Eissäule erstarren\nund richtet so erheblichen Schaden an.     SP 3,59825,89,Atrapa a un enemigo en una columna de\nhielo y le produce grandes daños.           SEP3,60033,96,"Emprisonne un seul ennemi dans une colonne de\nglace, causant beaucoup de dégâts.          ES 3",59319,89,Traps a single enemy in a column of ice\nan extensive amount of damage.             SP 3,101747,88,Feuert eine mit Purple Magic geladene\nKanonenkugel ab. Erfordert Spezialausrüstung.3SP,100677,95,Dispara una bala de cañón con Magia Púrpura.\nLanzar hechizos requiere un equipo especial. 3SP,101439,98,Lance un boulet de canon chargé de Magie Mauve.\nÉquipement spécial requis.                  3 ES,99945,96,Fires a cannonball charged with Purple Magic.\nSpecial equipment is needed to cast.        3 SP
29,2352244276,105722,10,Crystalen,104740,10,Crystalen,105646,10,Crystalen,103874,10,Crystalen,2,0,Purple,13,3,"",X,X,0,Damage,3,One enemy,6,Magic,0,4,0,0,220,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),4,-1,90,2,0,0,0,60450,91,Riesige Eissäulen durchbohren einen Feind\nund richten erheblichen Schaden an.        SP 4,59914,92,"Enormes columnas de hielo caen del cielo,\natraviesan a un enemigo y le producen daños.SEP4",60129,91,Grands pilliers de grêle tombant du ciel\npour causer beaucoup de dégâts.             ES 4,59408,97,Huge pillars of ice rain from the sky to impale\none enemy for enormous damage.             SP 4,101835,88,Feuert eine mit Purple Magic geladene\nKanonenkugel ab. Erfordert Spezialausrüstung.4SP,100772,95,Dispara una bala de cañón con Magia Púrpura.\nLanzar hechizos requiere un equipo especial. 4SP,101537,98,Lance un boulet de canon chargé de Magie Mauve.\nÉquipement spécial requis.                  4 ES,100041,96,Fires a cannonball charged with Purple Magic.\nSpecial equipment is needed to cast.        4 SP
30,2352244288,105732,8,Pyrulen,104750,8,Pyrulen,105656,8,Pyrulen,103884,8,Pyrulen,1,0,Red,3,3,"",X,X,0,Damage,4,All enemies,6,Magic,0,10,0,0,155,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),10,-1,150,1,0,0,0,60541,96,Entzündet die Luft und setzt alle Feinde auf \ndem Bildschirm einem Feuersturm aus.       SP 10,60006,92,Arde el aire y rodea a todos los enemigos\nen una cortina de fuego.                   SEP10,60220,95,Enflamme l'air et engouffre tous les ennemis\nà l'écran dans une tempête de feu.         ES 10,59505,97,Sets the air aflame and engulfs all enemies on\nscreen in a firestorm.                     SP 10,101923,98,Feuert eine mit Red Magic geladene Kanonenkugel\nab. Erfordert Spezialausrüstung.           10 SP,100867,92,Dispara una bala de cañón con Magia Roja.\nLanzar hechizos requiere un equipo especial.10SP,101635,98,Lance un boulet de canon chargé de Magie Rouge.\nÉquipement spécial requis.                 10 ES,100137,93,Fires a cannonball charged with Red Magic.\nSpecial equipment is needed to cast.       10 SP
31,2352244296,105740,7,Wevlum,104758,7,Wevlum,105664,7,Wevlum,103892,7,Wevlum,3,0,Blue,62,3,"",X,X,0,Damage,33,Enemy area #2,6,Magic,0,6,0,0,150,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),6,-1,120,4,0,0,0,60637,96,"Erzeugt heftige Winde und stechenden Regen, um\nFeinde in einem großen Gebiet zu schädigen.SP 6",60098,95,Crea una zona de fuertes vientos y punzantes\nlluvias que causan danos al enemigo.        SEP6,60315,97,Invoque la force des vents et de la pluie pour\nblesser les ennemis sur une large surface.  ES 6,59602,94,Summons a field of fierce winds and stinging\nrain to damage enemies in a large area.    SP 6,102021,99,Feuert eine mit Blue Magic geladene Kanonenkugel\nab. Erfordert Spezialausrüstung.            6 SP,100959,92,Dispara una bala de cañón con Magia Azul.\nLanzar hechizos requiere un equipo especial. 6SP,101733,98,Lance un boulet de canon chargé de Magie Bleue.\nÉquipement spécial requis.                  6 ES,100230,94,Fires a cannonball charged with Blue Magic.\nSpecial equipment is needed to cast.        6 SP
32,2352244304,105747,8,Electri,104765,8,Electri,105671,8,Electri,103899,8,Electri,4,0,Yellow,30,3,"",X,X,0,Damage,36,Enemy line #1,6,Magic,0,2,0,0,60,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),2,-1,60,3,0,0,0,60733,94,"Schädigt einen Feind und alle Feinde, die im\nWeg stehen, mit einem Stromstoß.           SP 2",60193,96,Dispara una descarga de electricidad sobre un\nobjetivo y hiere a quienes haya en medio.   SEP2,60412,96,"Envoie une décharge électrique sur une cible,\nblessant au passage tous les ennemis.       ES 2",59696,96,"Shoots a bolt of electricity at a target, also\ndamaging any enemies in the way.           SP 2",102120,97,Feuert eine mit Yellow Magic geladene Kanonen-\nkugel ab. Erfordert Spezialausrüstung.      2 SP,101051,96,Dispara una bala de cañón con Magia Amarilla.\nLanzar hechizos requiere un equipo especial. 2SP,101831,98,Lance un boulet de canon chargé de Magie Jaune.\nÉquipement spécial requis.                  2 ES,100324,96,Fires a cannonball charged with Yellow Magic.\nSpecial equipment is needed to cast.        2 SP
33,2352244312,105755,9,Electres,104773,9,Electres,105679,9,Electres,103907,9,Electres,4,0,Yellow,31,3,"",X,X,0,Damage,37,Enemy line #2,6,Magic,0,4,0,0,105,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),4,-1,90,3,0,0,0,60827,91,"Schädigt alle Feinde, die auf einer Linie\nstehen, mit einem Blitzschlag.             SP 4",60289,90,Envía un relámpago a través de una fila\nde enemigos produciendo un gran daño.       SEP4,60508,96,"Envoie un éclair sur une brochette d'ennemis,\ncausant d'importants dégâts.                ES 4",59792,98,Sends a lightning bolt through a line of enemies\ncausing major damage.                      SP 4,102217,97,Feuert eine mit Yellow Magic geladene Kanonen-\nkugel ab. Erfordert Spezialausrüstung.      4 SP,101147,96,Dispara una bala de cañón con Magia Amarilla.\nLanzar hechizos requiere un equipo especial. 4SP,101929,98,Lance un boulet de canon chargé de Magie Jaune.\nÉquipement spécial requis.                  4 ES,100420,96,Fires a cannonball charged with Yellow Magic.\nSpecial equipment is needed to cast.        4 SP
34,2352244324,105764,9,Electrum,104782,10,Elect+rum,105688,9,Electrum,103916,9,Electrum,4,0,Yellow,32,3,"",X,X,0,Damage,37,Enemy line #2,6,Magic,0,6,0,0,150,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),6,-1,120,3,0,0,0,60918,91,"Schädigt alle Feinde, die auf einer Linie\nstehen, mit einem starken Stromschlag.     SP 6",60379,90,Dispara una enorme descarga eléctrica y\nhiere a todos los enemigos en línea recta.  SEP6,60604,93,Une énorme décharge électrique est envoyée\nsur la brochette d'ennemis.                 ES 6,59890,95,A massive bolt of electricity is shot out and\nhits all enemies in a straight line.       SP 6,102314,97,Feuert eine mit Yellow Magic geladene Kanonen-\nkugel ab. Erfordert Spezialausrüstung.      6 SP,101243,96,Dispara una bala de cañón con Magia Amarilla.\nLanzar hechizos requiere un equipo especial. 6SP,102027,98,Lance un boulet de canon chargé de Magie Jaune.\nÉquipement spécial requis.                  6 ES,100516,96,Fires a cannonball charged with Yellow Magic.\nSpecial equipment is needed to cast.        6 SP
35,2352244336,105773,11,Electrulen,104792,11,Electrulen,105697,11,Electrulen,103925,11,Electrulen,4,0,Yellow,33,3,"",X,X,0,Damage,38,Enemy line #3,6,Magic,0,8,0,0,195,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),8,-1,150,3,0,0,0,61009,96,Ultimativer Angriffszauber. Fügt allen Feinden\nauf einer Linie erheblichen Schaden zu.    SP 8,60469,99,El más poderoso hechizo de ataque. Produce mucho\ndaño a todos los enemigos en línea recta.   SEP8,60697,91,L'ultime sortilège d'attaque. Il causera\nd'énormes dégâts sur les ennemis alignés.   ES 8,59985,96,The ultimate attack spell. It will cause major\ndamage on all enemies in a straight line.  SP 8,102411,97,Feuert eine mit Yellow Magic geladene Kanonen-\nkugel ab. Erfordert Spezialausrüstung.      8 SP,101339,96,Dispara una bala de cañón con Magia Amarilla.\nLanzar hechizos requiere un equipo especial. 8SP,102125,98,Lance un boulet de canon chargé de Magie Jaune.\nÉquipement spécial requis.                  8 ES,100612,96,Fires a cannonball charged with Yellow Magic.\nSpecial equipment is needed to cast.        8 SP
