Entry ID,[Filter],[EC ID],[EC JP Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Ranged Speed,Close Speed
4,MB034.STD,34,マブルール,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b01010000100000000000000000000000,36,???,3,5.00,0.30
5,MB034.STD,34,マブルール,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,37,???,3,5.00,0.30
0,MB035.STD,35,クチュ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,2.20,13.10
1,MB035.STD,35,クチュ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB035.STD,35,クチュ,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB035.STD,35,クチュ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB035.STD,35,クチュ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB035.STD,35,クチュ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB036.STD,36,ソピローテ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,6,1.20,12.40
1,MB036.STD,36,ソピローテ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB036.STD,36,ソピローテ,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB036.STD,36,ソピローテ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB036.STD,36,ソピローテ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB036.STD,36,ソピローテ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB037.STD,37,シーサー,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.50,17.10
1,MB037.STD,37,シーサー,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,1.00,1.00
2,MB037.STD,37,シーサー,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,0.80
3,MB037.STD,37,シーサー,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB037.STD,37,シーサー,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB037.STD,37,シーサー,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB038.STD,38,レジボン,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,10,0.40,3.00
1,MB038.STD,38,レジボン,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB038.STD,38,レジボン,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,0.50
3,MB038.STD,38,レジボン,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB038.STD,38,レジボン,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB038.STD,38,レジボン,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB039.STD,39,ミラドール,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,6,0.50,5.00
1,MB039.STD,39,ミラドール,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,0.50
2,MB039.STD,39,ミラドール,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,0.60
3,MB039.STD,39,ミラドール,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB039.STD,39,ミラドール,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB039.STD,39,ミラドール,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB040.STD,40,ラフレシア,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,13,0.80,4.80
1,MB040.STD,40,ラフレシア,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB040.STD,40,ラフレシア,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB040.STD,40,ラフレシア,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB040.STD,40,ラフレシア,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB040.STD,40,ラフレシア,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB041.STD,41,エルモンテ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,0,0.90,8.90
1,MB041.STD,41,エルモンテ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB041.STD,41,エルモンテ,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB041.STD,41,エルモンテ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB041.STD,41,エルモンテ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB041.STD,41,エルモンテ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB042.STD,42,フードン,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.70,11.90
1,MB042.STD,42,フードン,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB042.STD,42,フードン,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB042.STD,42,フードン,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB042.STD,42,フードン,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB042.STD,42,フードン,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB043.STD,43,フィモソマ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,2,1.00,5.00
1,MB043.STD,43,フィモソマ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB043.STD,43,フィモソマ,3,Set Turn Speed,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,0.50
3,MB043.STD,43,フィモソマ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB043.STD,43,フィモソマ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB043.STD,43,フィモソマ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB044.STD,44,プジョット,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,6,1.60,8.20
1,MB044.STD,44,プジョット,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB044.STD,44,プジョット,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB044.STD,44,プジョット,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB044.STD,44,プジョット,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB044.STD,44,プジョット,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB045.STD,45,モペール,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,0.60,10.10
1,MB045.STD,45,モペール,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB045.STD,45,モペール,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB045.STD,45,モペール,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB045.STD,45,モペール,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB045.STD,45,モペール,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB046.STD,46,メスカリナ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,8,1.00,5.00
1,MB046.STD,46,メスカリナ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB046.STD,46,メスカリナ,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB046.STD,46,メスカリナ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB046.STD,46,メスカリナ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB046.STD,46,メスカリナ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB047.STD,47,プラニナ,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,-1,None,2,0.60,4.10
1,MB047.STD,47,プラニナ,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB047.STD,47,プラニナ,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,-1,None,0,5.00,0.60
3,MB047.STD,47,プラニナ,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,35,???,2,5.00,0.30
4,MB047.STD,47,プラニナ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b01010000100000000000000000000000,36,???,3,5.00,0.30
5,MB047.STD,47,プラニナ,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,37,???,3,5.00,0.30
0,MB048.STD,48,デ式ディガー,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,7,0.50,5.00
1,MB048.STD,48,デ式ディガー,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB048.STD,48,デ式ディガー,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB048.STD,48,デ式ディガー,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB048.STD,48,デ式ディガー,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB048.STD,48,デ式ディガー,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB049.STD,49,レナウト,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,0.50,5.00
1,MB049.STD,49,レナウト,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB049.STD,49,レナウト,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB049.STD,49,レナウト,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB049.STD,49,レナウト,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB049.STD,49,レナウト,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB050.STD,50,ブブロッカ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,1.00,7.50
1,MB050.STD,50,ブブロッカ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB050.STD,50,ブブロッカ,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB050.STD,50,ブブロッカ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB050.STD,50,ブブロッカ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB050.STD,50,ブブロッカ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB051.STD,51,アイガムハ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,8,1.50,7.00
1,MB051.STD,51,アイガムハ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB051.STD,51,アイガムハ,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB051.STD,51,アイガムハ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB051.STD,51,アイガムハ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB051.STD,51,アイガムハ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB052.STD,52,ニウニウ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,0.50,5.00
1,MB052.STD,52,ニウニウ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB052.STD,52,ニウニウ,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB052.STD,52,ニウニウ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB052.STD,52,ニウニウ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB052.STD,52,ニウニウ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB053.STD,53,ニャカラガ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,4,0.50,5.00
1,MB053.STD,53,ニャカラガ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB053.STD,53,ニャカラガ,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB053.STD,53,ニャカラガ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB053.STD,53,ニャカラガ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB053.STD,53,ニャカラガ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB054.STD,54,カネヅル,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,7,0.40,5.00
1,MB054.STD,54,カネヅル,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB054.STD,54,カネヅル,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB054.STD,54,カネヅル,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB054.STD,54,カネヅル,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB054.STD,54,カネヅル,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB055.STD,55,メメゾーレ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,13,1.00,5.00
1,MB055.STD,55,メメゾーレ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB055.STD,55,メメゾーレ,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB055.STD,55,メメゾーレ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB055.STD,55,メメゾーレ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB055.STD,55,メメゾーレ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB056.STD,56,ヒュドラ煌兵,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.00,10.00
1,MB056.STD,56,ヒュドラ煌兵,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB056.STD,56,ヒュドラ煌兵,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.50
3,MB056.STD,56,ヒュドラ煌兵,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB056.STD,56,ヒュドラ煌兵,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB056.STD,56,ヒュドラ煌兵,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB057.STD,57,イラブ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,3,0.20,4.10
1,MB057.STD,57,イラブ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB057.STD,57,イラブ,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB057.STD,57,イラブ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB057.STD,57,イラブ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB057.STD,57,イラブ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB058.STD,58,ゴーヤエルモ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,0,0.90,8.90
1,MB058.STD,58,ゴーヤエルモ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB058.STD,58,ゴーヤエルモ,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB058.STD,58,ゴーヤエルモ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB058.STD,58,ゴーヤエルモ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB058.STD,58,ゴーヤエルモ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB059.STD,59,ナマトヌカ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,9,1.00,5.00
1,MB059.STD,59,ナマトヌカ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB059.STD,59,ナマトヌカ,3,Set Turn Speed,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB059.STD,59,ナマトヌカ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB059.STD,59,ナマトヌカ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB059.STD,59,ナマトヌカ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB060.STD,60,モノノフ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.10,10.00
1,MB060.STD,60,モノノフ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB060.STD,60,モノノフ,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.50
3,MB060.STD,60,モノノフ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB060.STD,60,モノノフ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB060.STD,60,モノノフ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB061.STD,61,ヴィヒム,0,Set Approach Speed,0,7,0,Idle 1,0b01001000000000000000000000000000,-1,None,2,0.60,4.10
1,MB061.STD,61,ヴィヒム,1,Set Withdraw Speed,1,9,0,Idle 1,0b01011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB061.STD,61,ヴィヒム,3,Set Turn Speed,1,8,4,Critical Attack,0b01000000000000000000000000000000,-1,None,0,5.00,0.60
3,MB061.STD,61,ヴィヒム,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,35,???,2,5.00,0.30
4,MB061.STD,61,ヴィヒム,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b01010000100000000000000000000000,36,???,3,5.00,0.30
5,MB061.STD,61,ヴィヒム,30,Silver Nightmare,1,8,3,Close Attack,0b01010000100000000000000000000000,37,???,3,5.00,0.30
0,MB062.STD,62,ヒュドラ将兵,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,0,1.60,10.20
1,MB062.STD,62,ヒュドラ将兵,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB062.STD,62,ヒュドラ将兵,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB062.STD,62,ヒュドラ将兵,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB062.STD,62,ヒュドラ将兵,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB062.STD,62,ヒュドラ将兵,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB063.STD,63,シュリヌール,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.20,16.50
1,MB063.STD,63,シュリヌール,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB063.STD,63,シュリヌール,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB063.STD,63,シュリヌール,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB063.STD,63,シュリヌール,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB063.STD,63,シュリヌール,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB064.STD,64,デモンヌール,0,Set Approach Speed,0,7,0,Idle 1,0b10001000000000000000000000000000,-1,None,5,1.20,16.50
1,MB064.STD,64,デモンヌール,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB064.STD,64,デモンヌール,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB064.STD,64,デモンヌール,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB064.STD,64,デモンヌール,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB064.STD,64,デモンヌール,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB065.STD,65,マウルティア,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,6,1.00,5.00
1,MB065.STD,65,マウルティア,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB065.STD,65,マウルティア,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
3,MB065.STD,65,マウルティア,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB065.STD,65,マウルティア,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB065.STD,65,マウルティア,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB066.STD,66,ギャルブ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,5,0.50,5.00
1,MB066.STD,66,ギャルブ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
2,MB066.STD,66,ギャルブ,3,Set Turn Speed,1,8,2,Approach,0b10000000000000000000000000000000,-1,None,0,5.00,1.50
3,MB066.STD,66,ギャルブ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,35,???,2,5.00,0.30
4,MB066.STD,66,ギャルブ,30,Silver Nightmare,1,8,0,Idle 1,0b10010000100000000000000000000000,36,???,3,5.00,0.30
5,MB066.STD,66,ギャルブ,30,Silver Nightmare,1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,37,???,3,5.00,0.30
0,MB067.STD,67,ガジュマ,0,Set Approach Speed,0,7,0,Idle 1,0b10001000010000000000000000000000,-1,None,13,0.80,4.80
1,MB067.STD,67,ガジュマ,1,Set Withdraw Speed,1,9,0,Idle 1,0b10011100000000000000000000000000,-1,None,0,0.00,1.00
