Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,Element ID,[Element Name],Pad. 1,Order by Prio.,Occ. Flags,[M],[B],[S],Effect ID,[Effect Name],Scope ID,[Scope Name],Category ID,[Category Name],Effect Prio.,Effect Spirit,Pad. 2,Pad. 3,Effect Value,Type ID,[Type Name],State ID,[State Name],State Miss%,Pad. 4,Pad. 5,Pad. 6,Ship Occ. ID,[Ship Occ. Name],Pad. 7,Ship Effect ID,[Ship Effect Name],Ship Effect Spirit,Ship Effect Turns,Ship Effect Amount,Unk.,Pad. 8,Pad. 9,Pad. 10,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.,[DE Ship Descr. Pos.],[DE Ship Descr. Size],DE Ship Descr. Str.,[ES Ship Descr. Pos.],[ES Ship Descr. Size],ES Ship Descr. Str.,[FR Ship Descr. Pos.],[FR Ship Descr. Size],FR Ship Descr. Str.,[GB Ship Descr. Pos.],[GB Ship Descr. Size],GB Ship Descr. Str.
23,0x8034fb50,0x1ccdc,5,Pyri,0x1c92f,5,Pyri,0x1cb9f,5,Pyri,0x1c396,5,Pyri,1,Red,0,0,0x3,"",X,X,0,Damage,4,All Enemies,6,Magic,0,2,0,0,50,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),2,-1,60,1,0,0,0,0x11884,95,"Entfacht eine Feuerexplosion, die alle Feinde\\nauf dem Bildschirm schädigt.               SP 2",0x1159e,94,"Produce una explosión de llamas, hiriendo a\\ntodos los enemigos en pantalla.             2 PE",0x115c7,94,"Provoque une explosion de flammes, blessant\\ntous les ennemis à l'écran.                 ES 2",0x111d1,97,"Summons a burst of flames, damaging all enemies\\non screen.                                 SP 2",0x1bbb6,98,Feuert eine mit Red Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.            2 SP,0x1b784,99,Dispara una bala de cañón con Magia Roja. Lanzar\\nhechizos requiere un equipo especial.        2PE,0x1b974,98,Lance un boulet de canon chargé de Magie Rouge.\\nÉquipement spécial requis.                  2 ES,0x1b294,93,Fires a cannonball charged with Red Magic.\\nSpecial equipment is needed to cast.        2 SP
24,0x8034fb58,0x1cce1,6,Pyres,0x1c934,6,Pyres,0x1cba4,6,Pyres,0x1c39b,6,Pyres,1,Red,0,1,0x3,"",X,X,0,Damage,4,All Enemies,6,Magic,0,4,0,0,85,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),4,-1,90,1,0,0,0,0x118e3,97,Erzeugt einen gewaltigen Tornado um einen Feind\\nund schädigt alle nahen Feinde.            SP 4,0x115fc,85,Produce una gran explosión y hiere\\na todos los enemigos en pantalla.           4 PE,0x11625,95,Provoque une énorme explosion et blesse tous\\nles ennemis à l'écran.                      ES 4,0x11232,91,Summons a great explosion and damages all\\nenemies on screen.                         SP 4,0x1bc18,98,Feuert eine mit Red Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.            4 SP,0x1b7e7,99,Dispara una bala de cañón con Magia Roja. Lanzar\\nhechizos requiere un equipo especial.        4PE,0x1b9d6,98,Lance un boulet de canon chargé de Magie Rouge.\\nÉquipement spécial requis.                  4 ES,0x1b2f1,93,Fires a cannonball charged with Red Magic.\\nSpecial equipment is needed to cast.        4 SP
25,0x8034fb60,0x1cce7,6,Pyrum,0x1c93a,6,Pyrum,0x1cbaa,6,Pyrum,0x1c3a1,6,Pyrum,1,Red,0,2,0x3,"",X,X,0,Damage,4,All Enemies,6,Magic,0,6,0,0,120,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),6,-1,120,1,0,0,0,0x11944,97,Lässt Feuerbälle vom Himmel kommen und schädigt\\nalle Feinde auf dem Bildschirm.            SP 6,0x11651,89,Hace surgir bolas de fuego del cielo y\\nhiere a todos los enemigos en pantalla.     6 PE,0x11684,97,Invoque des boules de feu tombant des cieux et\\nblesse tous les ennemis à l'écran.          ES 6,0x1128d,92,Summons fireballs from the sky and damages\\nall enemies on the screen.                 SP 6,0x1bc7a,98,Feuert eine mit Red Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.            6 SP,0x1b84a,99,Dispara una bala de cañón con Magia Roja. Lanzar\\nhechizos requiere un equipo especial.        6PE,0x1ba38,98,Lance un boulet de canon chargé de Magie Rouge.\\nÉquipement spécial requis.                  6 ES,0x1b34e,93,Fires a cannonball charged with Red Magic.\\nSpecial equipment is needed to cast.        6 SP
26,0x802c6398,0x1cced,9,Crystali,0x1c940,9,Crystali,0x1cbb0,9,Crystali,0x1c3a7,9,Crystali,2,Purple,0,10,0x3,"",X,X,0,Damage,3,One Enemy,6,Magic,0,1,0,0,70,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),1,-1,30,2,0,0,0,0x119a5,97,Überzieht einen Feind mit einer Eisschicht.Sehr\\nwirkungsvoll und verbraucht wenig Spirit.  SP 1,0x116aa,99,Cubre de hielo a un solo enemigo. Tiene bastante\\npotencia y usa muy poco Espíritu.           1 PE,0x116e5,97,Emprisonne un seul ennemi dans la glace. C'est\\nassez puissant et nécessite peu d'Esprit.   ES 1,0x112e9,92,Encases a single enemy in ice. It is quite\\npowerful and uses very little Spirit.      SP 1,0x1bcdc,88,Feuert eine mit Purple Magic geladene\\nKanonenkugel ab. Erfordert Spezialausrüstung.1SP,0x1b8ad,95,Dispara una bala de cañón con Magia Púrpura.\\nLanzar hechizos requiere un equipo especial. 1PE,0x1ba9a,98,Lance un boulet de canon chargé de Magie Mauve.\\nÉquipement spécial requis.                  1 ES,0x1b3ab,96,Fires a cannonball charged with Purple Magic.\\nSpecial equipment is needed to cast.        1 SP
27,0x802c63a4,0x1ccf6,10,Crystales,0x1c949,10,Crystales,0x1cbb9,10,Crystales,0x1c3b0,10,Crystales,2,Purple,0,11,0x3,"",X,X,0,Damage,3,One Enemy,6,Magic,0,2,0,0,120,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),2,-1,50,2,0,0,0,0x11a06,95,Erzeugt einen Eiszapfen am Fuß eines Feindes.\\nRichtet erheblichen Schaden an.            SP 2,0x1170d,99,"Crea un punzón de hielo a los pies de un enemigo\\ny lo atraviesa, produciendo gran daño.      2 PE",0x11746,97,"Invoque un rocher de glace sur un seul ennemi,\\ncausant beaucoup de dégâts.                 ES 2",0x11345,97,"Summons an icicle at the foot of a single enemy\\nand impales it, causing great damage.      SP 2",0x1bd34,88,Feuert eine mit Purple Magic geladene\\nKanonenkugel ab. Erfordert Spezialausrüstung.2SP,0x1b90c,95,Dispara una bala de cañón con Magia Púrpura.\\nLanzar hechizos requiere un equipo especial. 2PE,0x1bafc,98,Lance un boulet de canon chargé de Magie Mauve.\\nÉquipement spécial requis.                  2 ES,0x1b40b,96,Fires a cannonball charged with Purple Magic.\\nSpecial equipment is needed to cast.        2 SP
28,0x802c63b0,0x1cd00,10,Crystalum,0x1c953,10,Crystalum,0x1cbc3,10,Crystalum,0x1c3ba,10,Crystalum,2,Purple,0,12,0x3,"",X,X,0,Damage,3,One Enemy,6,Magic,0,3,0,0,170,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),3,-1,70,2,0,0,0,0x11a65,95,Lässt einen Feind zu einer Eissäule erstarren\\nund richtet so erheblichen Schaden an.     SP 3,0x11770,88,Atrapa a un enemigo en una columna de\\nhielo y le produce grandes daños.           3 PE,0x117a7,96,"Emprisonne un seul ennemi dans une colonne de\\nglace, causant beaucoup de dégâts.          ES 3",0x113a6,98,"Traps a single enemy in a column of ice, causing\\nan extensive amount of damage.             SP 3",0x1bd8c,88,Feuert eine mit Purple Magic geladene\\nKanonenkugel ab. Erfordert Spezialausrüstung.3SP,0x1b96b,95,Dispara una bala de cañón con Magia Púrpura.\\nLanzar hechizos requiere un equipo especial. 3PE,0x1bb5e,98,Lance un boulet de canon chargé de Magie Mauve.\\nÉquipement spécial requis.                  3 ES,0x1b46b,96,Fires a cannonball charged with Purple Magic.\\nSpecial equipment is needed to cast.        3 SP
29,0x802c63bc,0x1cd0a,10,Crystalen,0x1c95d,10,Crystalen,0x1cbcd,10,Crystalen,0x1c3c4,10,Crystalen,2,Purple,0,13,0x3,"",X,X,0,Damage,3,One Enemy,6,Magic,0,4,0,0,220,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),4,-1,90,2,0,0,0,0x11ac4,91,Riesige Eissäulen durchbohren einen Feind\\nund richten erheblichen Schaden an.        SP 4,0x117c8,92,"Enormes columnas de hielo caen del cielo,\\natraviesan a un enemigo y producen daños.   4 PE",0x11807,91,Grands pilliers de grêle tombant du ciel\\npour causer beaucoup de dégâts.             ES 4,0x11408,97,Huge pillars of ice rain from the sky to impale\\none enemy for enormous damage.             SP 4,0x1bde4,88,Feuert eine mit Purple Magic geladene\\nKanonenkugel ab. Erfordert Spezialausrüstung.4SP,0x1b9ca,95,Dispara una bala de cañón con Magia Púrpura.\\nLanzar hechizos requiere un equipo especial. 4PE,0x1bbc0,98,Lance un boulet de canon chargé de Magie Mauve.\\nÉquipement spécial requis.                  4 ES,0x1b4cb,96,Fires a cannonball charged with Purple Magic.\\nSpecial equipment is needed to cast.        4 SP
30,0x8034fb68,0x1cd14,8,Pyrulen,0x1c967,8,Pyrulen,0x1cbd7,8,Pyrulen,0x1c3ce,8,Pyrulen,1,Red,0,3,0x3,"",X,X,0,Damage,4,All Enemies,6,Magic,0,10,0,0,155,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),10,-1,150,1,0,0,0,0x11b1f,96,Entzündet die Luft und setzt alle Feinde auf \\ndem Bildschirm einem Feuersturm aus.       SP 10,0x11824,92,Arde el aire y rodea a todos los enemigos\\nen una cortina de fuego.                   10 PE,0x11862,95,Enflamme l'air et engouffre tous les ennemis\\nà l'écran dans une tempête de feu.         ES 10,0x11469,97,Sets the air aflame and engulfs all enemies on\\nscreen in a firestorm.                     SP 10,0x1be3c,98,Feuert eine mit Red Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.           10 SP,0x1ba29,99,Dispara una bala de cañón con Magia Roja. Lanzar\\nhechizos requiere un equipo especial.       10PE,0x1bc22,98,Lance un boulet de canon chargé de Magie Rouge.\\nÉquipement spécial requis.                 10 ES,0x1b52b,93,Fires a cannonball charged with Red Magic.\\nSpecial equipment is needed to cast.       10 SP
31,0x8034fb70,0x1cd1c,7,Wevlum,0x1c96f,7,Wevlum,0x1cbdf,7,Wevlum,0x1c3d6,7,Wevlum,3,Blue,0,62,0x3,"",X,X,0,Damage,33,Enemy Area 2,6,Magic,0,6,0,0,150,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),6,-1,120,4,0,0,0,0x11b7f,96,"Erzeugt heftige Winde und stechenden Regen, um\\nFeinde in einem großen Gebiet zu schädigen.SP 6",0x11880,95,Crea una zona de fuertes vientos y punzantes\\nlluvias que causan danos al enemigo.        6 PE,0x118c1,97,Invoque la force des vents et de la pluie pour\\nblesser les ennemis sur une large surface.  ES 6,0x114ca,94,Summons a field of fierce winds and stinging\\nrain to damage enemies in a large area.    SP 6,0x1be9e,99,Feuert eine mit Blue Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.            6 SP,0x1ba8c,99,Dispara una bala de cañón con Magia Azul. Lanzar\\nhechizos requiere un equipo especial.        6PE,0x1bc84,98,Lance un boulet de canon chargé de Magie Bleue.\\nÉquipement spécial requis.                  6 ES,0x1b588,94,Fires a cannonball charged with Blue Magic.\\nSpecial equipment is needed to cast.        6 SP
32,0x8034fb78,0x1cd23,8,Electri,0x1c976,8,Electri,0x1cbe6,8,Electri,0x1c3dd,8,Electri,4,Yellow,0,30,0x3,"",X,X,0,Damage,36,Enemy Line 1,6,Magic,0,2,0,0,60,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),2,-1,60,3,0,0,0,0x11bdf,94,"Schädigt einen Feind und alle Feinde, die im\\nWeg stehen, mit einem Stromstoß.           SP 2",0x118df,96,Dispara una descarga de electricidad sobre un\\nobjetivo y hiere a quienes haya en medio.   2 PE,0x11922,96,"Envoie une décharge électrique sur une cible,\\nblessant au passage tous les ennemis.       ES 2",0x11528,96,"Shoots a bolt of electricity at a target, also\\ndamaging any enemies in the way.           SP 2",0x1bf01,97,Feuert eine mit Yellow Magic geladene Kanonen-\\nkugel ab. Erfordert Spezialausrüstung.      2 SP,0x1baef,96,Dispara una bala de cañón con Magia Amarilla.\\nLanzar hechizos requiere un equipo especial. 2PE,0x1bce6,98,Lance un boulet de canon chargé de Magie Jaune.\\nÉquipement spécial requis.                  2 ES,0x1b5e6,96,Fires a cannonball charged with Yellow Magic.\\nSpecial equipment is needed to cast.        2 SP
33,0x802c63c8,0x1cd2b,9,Electres,0x1c97e,9,Electres,0x1cbee,9,Electres,0x1c3e5,9,Electres,4,Yellow,0,31,0x3,"",X,X,0,Damage,37,Enemy Line 2,6,Magic,0,4,0,0,105,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),4,-1,90,3,0,0,0,0x11c3d,91,"Schädigt alle Feinde, die auf einer Linie\\nstehen, mit einem Blitzschlag.             SP 4",0x1193f,90,Envía un relámpago a través de una fila\\nde enemigos produciendo un gran daño.       4 PE,0x11982,96,"Envoie un éclair sur une brochette d'ennemis,\\ncausant d'importants dégâts.                ES 4",0x11588,98,Sends a lightning bolt through a line of enemies\\ncausing major damage.                      SP 4,0x1bf62,97,Feuert eine mit Yellow Magic geladene Kanonen-\\nkugel ab. Erfordert Spezialausrüstung.      4 SP,0x1bb4f,96,Dispara una bala de cañón con Magia Amarilla.\\nLanzar hechizos requiere un equipo especial. 4PE,0x1bd48,98,Lance un boulet de canon chargé de Magie Jaune.\\nÉquipement spécial requis.                  4 ES,0x1b646,96,Fires a cannonball charged with Yellow Magic.\\nSpecial equipment is needed to cast.        4 SP
34,0x802c63d4,0x1cd34,9,Electrum,0x1c987,9,Electrum,0x1cbf7,9,Electrum,0x1c3ee,9,Electrum,4,Yellow,0,32,0x3,"",X,X,0,Damage,37,Enemy Line 2,6,Magic,0,6,0,0,150,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),6,-1,120,3,0,0,0,0x11c98,91,"Schädigt alle Feinde, die auf einer Linie\\nstehen, mit einem starken Stromschlag.     SP 6",0x11999,90,Dispara una enorme descarga eléctrica y\\nhiere a todos los enemigos en línea recta.  6 PE,0x119e2,93,Une énorme décharge électrique est envoyée\\nsur la brochette d'ennemis.                 ES 6,0x115ea,95,A massive bolt of electricity is shot out and\\nhits all enemies in a straight line.       SP 6,0x1bfc3,97,Feuert eine mit Yellow Magic geladene Kanonen-\\nkugel ab. Erfordert Spezialausrüstung.      6 SP,0x1bbaf,96,Dispara una bala de cañón con Magia Amarilla.\\nLanzar hechizos requiere un equipo especial. 6PE,0x1bdaa,98,Lance un boulet de canon chargé de Magie Jaune.\\nÉquipement spécial requis.                  6 ES,0x1b6a6,96,Fires a cannonball charged with Yellow Magic.\\nSpecial equipment is needed to cast.        6 SP
35,0x802c63e0,0x1cd3d,11,Electrulen,0x1c990,11,Electrulen,0x1cc00,11,Electrulen,0x1c3f7,11,Electrulen,4,Yellow,0,33,0x3,"",X,X,0,Damage,38,Enemy Line 3,6,Magic,0,8,0,0,195,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage (Ship),8,-1,150,3,0,0,0,0x11cf3,96,Ultimativer Angriffszauber. Fügt allen Feinden\\nauf einer Linie erheblichen Schaden zu.    SP 8,0x119f3,99,El más poderoso hechizo de ataque. Produce mucho\\ndaño a todos los enemigos en línea recta.   8 PE,0x11a3f,91,L'ultime sortilège d'attaque. Il causera\\nd'énormes dégâts sur les ennemis alignés.   ES 8,0x11649,96,The ultimate attack spell. It will cause major\\ndamage on all enemies in a straight line.  SP 8,0x1c024,97,Feuert eine mit Yellow Magic geladene Kanonen-\\nkugel ab. Erfordert Spezialausrüstung.      8 SP,0x1bc0f,96,Dispara una bala de cañón con Magia Amarilla.\\nLanzar hechizos requiere un equipo especial. 8PE,0x1be0c,98,Lance un boulet de canon chargé de Magie Jaune.\\nÉquipement spécial requis.                  8 ES,0x1b706,96,Fires a cannonball charged with Yellow Magic.\\nSpecial equipment is needed to cast.        8 SP
