Entry ID,[Filter],[Enemy Ship ID],[Enemy Ship Name],Unk.,Task Rating,Task A Type ID,[Task A Type Name],Task A Arm. ID,[Task A Arm. Name],Task A Param. ID,[Task A Param. Name],Task A Arm. Range,Task B Type ID,[Task B Type Name],Task B Arm. ID,[Task B Arm. Name],Task B Param. ID,[Task B Param. Name],Task B Arm. Range
3,r514a.tec,13,Chameleon,-1,1,0,Attack,1,Type D Subcannon,-1,None,0,-1,None,-1,None,-1,None,0
4,r514a.tec,13,Chameleon,-1,0,0,Attack,2,Type D Torpedo,-1,None,1,0,Attack,2,Type D Torpedo,-1,None,2
5,r514a.tec,13,Chameleon,-1,0,4,Nothing,0,Handgun,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
6,r514a.tec,13,Chameleon,3,50,0,Attack,0,Handgun,-1,None,1,0,Attack,0,Handgun,-1,None,0
7,r514a.tec,13,Chameleon,3,50,0,Attack,0,Handgun,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
8,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
9,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
10,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
11,r514a.tec,13,Chameleon,-1,0,0,Attack,3,Test Cannon,-1,None,0,-1,None,-1,None,-1,None,0
12,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
13,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
14,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
15,r514a.tec,13,Chameleon,-1,0,0,Attack,3,Test Cannon,-1,None,0,-1,None,-1,None,-1,None,0
16,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
17,r514a.tec,13,Chameleon,3,50,0,Attack,2,Type D Torpedo,-1,None,1,3,Guard,-1,None,0,Evasive Action,0
18,r514a.tec,13,Chameleon,-1,0,0,Attack,0,Handgun,-1,None,0,-1,None,-1,None,-1,None,0
19,r514a.tec,13,Chameleon,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
20,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
21,r514a.tec,13,Chameleon,3,50,0,Attack,2,Type D Torpedo,-1,None,1,3,Guard,-1,None,0,Evasive Action,0
22,r514a.tec,13,Chameleon,3,70,0,Attack,0,Handgun,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
23,r514a.tec,13,Chameleon,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
24,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
25,r514a.tec,13,Chameleon,-1,0,0,Attack,1,Type D Subcannon,-1,None,0,-1,None,-1,None,-1,None,0
26,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
27,r514a.tec,13,Chameleon,-1,0,0,Attack,3,Test Cannon,-1,None,0,-1,None,-1,None,-1,None,0
28,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
29,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
30,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
31,r514a.tec,13,Chameleon,-1,0,0,Attack,3,Test Cannon,1,None,0,-1,None,-1,None,-1,None,0
32,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
33,r514a.tec,13,Chameleon,-1,0,0,Attack,2,Type D Torpedo,-1,None,2,3,Guard,-1,None,0,Evasive Action,0
34,r514a.tec,13,Chameleon,-1,0,0,Attack,0,Handgun,-1,None,0,-1,None,-1,None,-1,None,0
35,r514a.tec,13,Chameleon,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
36,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
37,r514a.tec,13,Chameleon,3,50,0,Attack,1,Type D Subcannon,-1,None,1,3,Guard,-1,None,0,Evasive Action,0
38,r514a.tec,13,Chameleon,3,50,0,Attack,0,Handgun,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
39,r514a.tec,13,Chameleon,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
40,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,0,Focus,0,-1,None,-1,None,-1,None,0
41,r514a.tec,13,Chameleon,-1,0,0,Attack,2,Type D Torpedo,-1,None,1,0,Attack,-1,None,-1,None,0
42,r514a.tec,13,Chameleon,3,50,0,Attack,2,Type D Torpedo,-1,None,1,3,Guard,-1,None,0,Evasive Action,0
43,r514a.tec,13,Chameleon,3,50,0,Attack,0,Handgun,-1,None,0,0,Attack,1,Type D Subcannon,-1,None,0
44,r514a.tec,13,Chameleon,-1,0,2,Focus,-1,None,1,Taking Aim,0,-1,None,-1,None,-1,None,0
45,r514a.tec,13,Chameleon,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
46,r514a.tec,13,Chameleon,3,50,0,Attack,1,Type D Subcannon,-1,None,0,0,Attack,0,Handgun,-1,None,3
47,r514a.tec,13,Chameleon,-1,0,4,Nothing,-1,None,0,Awaiting Orders,0,-1,None,-1,None,-1,None,0
48,r514a.tec,13,Chameleon,-1,0,0,Attack,2,Type D Torpedo,-1,None,1,0,Attack,2,Type D Torpedo,-1,None,2
49,r514a.tec,13,Chameleon,3,50,0,Attack,0,Handgun,-1,None,1,0,Attack,0,Handgun,-1,None,0
50,r514a.tec,13,Chameleon,3,50,0,Attack,0,Handgun,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
51,r514a.tec,13,Chameleon,3,50,0,Attack,0,Handgun,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
0,r515a.tec,25,Grendel,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
1,r515a.tec,25,Grendel,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
2,r515a.tec,25,Grendel,-1,0,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Fist of Grendel,-1,None,0
3,r515a.tec,25,Grendel,-1,0,0,Attack,1,Boulder Throw,-1,None,0,0,Attack,1,Boulder Throw,-1,None,0
4,r515a.tec,25,Grendel,9,0,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Fist of Grendel,-1,None,0
5,r515a.tec,25,Grendel,-1,0,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Fist of Grendel,-1,None,0
6,r515a.tec,25,Grendel,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
7,r515a.tec,25,Grendel,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
8,r515a.tec,25,Grendel,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
9,r515a.tec,25,Grendel,9,0,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Fist of Grendel,-1,None,0
10,r515a.tec,25,Grendel,-1,0,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Fist of Grendel,-1,None,0
11,r515a.tec,25,Grendel,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
12,r515a.tec,25,Grendel,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
13,r515a.tec,25,Grendel,-1,0,0,Attack,1,Boulder Throw,-1,None,0,0,Attack,1,Boulder Throw,-1,None,0
14,r515a.tec,25,Grendel,-1,0,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Fist of Grendel,-1,None,0
15,r515a.tec,25,Grendel,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
16,r515a.tec,25,Grendel,-1,0,4,Nothing,-1,None,1,Target Lost,0,4,Nothing,-1,None,1,Target Lost,0
17,r515a.tec,25,Grendel,-1,0,0,Attack,1,Boulder Throw,-1,None,0,0,Attack,1,Boulder Throw,-1,None,0
18,r515a.tec,25,Grendel,-1,0,4,Nothing,-1,None,1,Target Lost,0,4,Nothing,-1,None,1,Target Lost,0
19,r515a.tec,25,Grendel,-1,0,0,Attack,1,Boulder Throw,-1,None,0,0,Attack,1,Boulder Throw,-1,None,0
20,r515a.tec,25,Grendel,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
21,r515a.tec,25,Grendel,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
22,r515a.tec,25,Grendel,-1,0,0,Attack,2,Stomp,-1,None,0,0,Attack,2,Stomp,-1,None,0
23,r515a.tec,25,Grendel,-1,0,0,Attack,1,Boulder Throw,-1,None,0,0,Attack,1,Boulder Throw,-1,None,0
24,r515a.tec,25,Grendel,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
25,r515a.tec,25,Grendel,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
26,r515a.tec,25,Grendel,3,80,0,Attack,0,Fist of Grendel,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
27,r515a.tec,25,Grendel,4,0,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Fist of Grendel,-1,None,0
28,r515a.tec,25,Grendel,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
29,r515a.tec,25,Grendel,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
30,r515a.tec,25,Grendel,-1,0,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Fist of Grendel,-1,None,0
31,r515a.tec,25,Grendel,-1,0,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Fist of Grendel,-1,None,0
32,r515a.tec,25,Grendel,-1,0,4,Nothing,-1,None,1,Target Lost,0,4,Nothing,-1,None,1,Target Lost,0
33,r515a.tec,25,Grendel,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
34,r515a.tec,25,Grendel,-1,0,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Fist of Grendel,-1,None,0
35,r515a.tec,25,Grendel,0,50,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Fist of Grendel,-1,None,0
36,r515a.tec,25,Grendel,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
37,r515a.tec,25,Grendel,9,0,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Fist of Grendel,-1,None,0
38,r515a.tec,25,Grendel,-1,0,0,Attack,0,Fist of Grendel,-1,None,0,0,Attack,0,Fist of Grendel,-1,None,0
39,r515a.tec,25,Grendel,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
0,r518a.tec,4,Valuan Gunboat,-1,0,0,Attack,0,Large Cannon,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
1,r518a.tec,4,Valuan Gunboat,3,80,0,Attack,1,Heavy Subcannon,-1,None,1,4,Nothing,0,Large Cannon,0,Awaiting Orders,0
2,r518a.tec,4,Valuan Gunboat,-1,0,0,Attack,0,Large Cannon,-1,None,0,0,Attack,-1,None,-1,None,0
3,r518a.tec,4,Valuan Gunboat,3,50,0,Attack,1,Heavy Subcannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
4,r518a.tec,4,Valuan Gunboat,-1,0,0,Attack,2,Torpedo,-1,None,1,0,Attack,0,Large Cannon,-1,None,0
5,r518a.tec,4,Valuan Gunboat,3,80,0,Attack,0,Large Cannon,-1,None,0,4,Nothing,-1,None,0,Awaiting Orders,0
6,r518a.tec,4,Valuan Gunboat,3,50,0,Attack,1,Heavy Subcannon,-1,None,2,4,Nothing,-1,None,0,Awaiting Orders,0
7,r518a.tec,4,Valuan Gunboat,-1,0,0,Attack,0,Large Cannon,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
8,r518a.tec,4,Valuan Gunboat,3,80,0,Attack,2,Torpedo,-1,None,3,2,Focus,-1,None,0,Focus,0
9,r518a.tec,4,Valuan Gunboat,3,30,0,Attack,1,Heavy Subcannon,-1,None,1,3,Guard,0,Large Cannon,0,Evasive Action,0
10,r518a.tec,4,Valuan Gunboat,-1,0,0,Attack,0,Large Cannon,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
11,r518a.tec,4,Valuan Gunboat,3,30,0,Attack,1,Heavy Subcannon,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
12,r518a.tec,4,Valuan Gunboat,-1,0,0,Attack,2,Torpedo,-1,None,1,0,Attack,-1,None,-1,None,0
13,r518a.tec,4,Valuan Gunboat,-1,0,0,Attack,2,Torpedo,-1,None,2,0,Attack,-1,None,-1,None,0
14,r518a.tec,4,Valuan Gunboat,3,50,0,Attack,0,Large Cannon,-1,None,0,2,Focus,0,Large Cannon,-1,None,0
15,r518a.tec,4,Valuan Gunboat,3,30,0,Attack,1,Heavy Subcannon,-1,None,0,0,Attack,0,Large Cannon,-1,None,0
0,r519a.tec,38,Fortress Gates,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Small Cannon,-1,None,0
1,r519a.tec,38,Fortress Gates,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Small Cannon,-1,None,0
2,r519a.tec,38,Fortress Gates,-1,0,0,Attack,0,Small Cannon,-1,None,0,0,Attack,0,Small Cannon,-1,None,0
3,r519a.tec,38,Fortress Gates,-1,0,0,Attack,0,Small Cannon,-1,None,0,0,Attack,0,Small Cannon,-1,None,0
0,r520a.tec,9,Gregorio Cruiser,-1,0,0,Attack,0,Main Cannon,-1,None,0,-1,None,-1,None,-1,None,0
1,r520a.tec,9,Gregorio Cruiser,3,25,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragmentation ,-1,None,1
2,r520a.tec,9,Gregorio Cruiser,-1,0,0,Attack,0,Main Cannon,-1,None,0,-1,None,-1,None,-1,None,0
3,r520a.tec,9,Gregorio Cruiser,3,20,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragmentation ,-1,None,0
4,r520a.tec,9,Gregorio Cruiser,-1,0,0,Attack,1,Fragmentation ,-1,None,0,-1,None,-1,None,-1,None,0
5,r520a.tec,9,Gregorio Cruiser,3,50,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragmentation ,-1,None,1
6,r520a.tec,9,Gregorio Cruiser,-1,0,0,Attack,0,Main Cannon,-1,None,0,-1,None,-1,None,-1,None,0
7,r520a.tec,9,Gregorio Cruiser,3,30,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragmentation ,-1,None,0
0,r521a.tec,10,Gregorio Gunboat,-1,0,3,Guard,-1,None,-1,None,0,0,Attack,0,Main Cannon,-1,None,0
1,r521a.tec,10,Gregorio Gunboat,-1,0,2,Focus,-1,None,1,Taking Aim,0,0,Attack,0,Main Cannon,-1,None,0
2,r521a.tec,10,Gregorio Gunboat,-1,0,0,Attack,0,Main Cannon,-1,None,0,0,Attack,0,Main Cannon,-1,None,0
3,r521a.tec,10,Gregorio Gunboat,-1,0,0,Attack,1,Fragmenter Gun,-1,None,0,0,Attack,0,Main Cannon,-1,None,0
4,r521a.tec,10,Gregorio Gunboat,-1,0,0,Attack,1,Fragmenter Gun,-1,None,3,0,Attack,0,Main Cannon,-1,None,0
5,r521a.tec,10,Gregorio Gunboat,-1,0,0,Attack,2,Blast Charge,-1,None,2,0,Attack,0,Main Cannon,-1,None,0
6,r521a.tec,10,Gregorio Gunboat,-1,0,3,Guard,-1,None,-1,None,0,0,Attack,0,Main Cannon,-1,None,0
7,r521a.tec,10,Gregorio Gunboat,-1,0,2,Focus,-1,None,1,Taking Aim,0,0,Attack,0,Main Cannon,-1,None,0
8,r521a.tec,10,Gregorio Gunboat,-1,0,4,Nothing,-1,None,1,Target Lost,0,0,Attack,0,Main Cannon,-1,None,0
9,r521a.tec,10,Gregorio Gunboat,-1,0,2,Focus,-1,None,1,Taking Aim,0,0,Attack,0,Main Cannon,-1,None,0
10,r521a.tec,10,Gregorio Gunboat,-1,0,0,Attack,0,Main Cannon,-1,None,0,0,Attack,0,Main Cannon,-1,None,0
11,r521a.tec,10,Gregorio Gunboat,-1,0,0,Attack,1,Fragmenter Gun,-1,None,3,0,Attack,0,Main Cannon,-1,None,0
12,r521a.tec,10,Gregorio Gunboat,-1,0,0,Attack,0,Main Cannon,-1,None,0,0,Attack,0,Main Cannon,-1,None,0
13,r521a.tec,10,Gregorio Gunboat,-1,0,0,Attack,2,Blast Charge,-1,None,3,0,Attack,0,Main Cannon,-1,None,0
14,r521a.tec,10,Gregorio Gunboat,-1,0,0,Attack,1,Fragmenter Gun,-1,None,1,0,Attack,0,Main Cannon,-1,None,0
15,r521a.tec,10,Gregorio Gunboat,-1,0,3,Guard,-1,None,-1,None,0,0,Attack,0,Main Cannon,-1,None,0
0,r522a.tec,16,Auriga,3,20,3,Guard,-1,None,0,Evasive Action,0,0,Attack,2,Blast Charge,-1,None,2
1,r522a.tec,16,Auriga,3,60,3,Guard,-1,None,0,Evasive Action,0,0,Attack,0,AP Cannon,-1,None,0
2,r522a.tec,16,Auriga,3,80,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragment Gun,-1,None,1
3,r522a.tec,16,Auriga,3,10,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,0,Focus,0
4,r522a.tec,16,Auriga,-1,0,3,Guard,-1,None,0,Evasive Action,0,3,Guard,-1,None,0,Evasive Action,0
5,r522a.tec,16,Auriga,3,35,0,Attack,0,AP Cannon,-1,None,0,0,Attack,1,Fragment Gun,-1,None,3
6,r522a.tec,16,Auriga,-1,0,3,Guard,-1,None,0,Evasive Action,0,3,Guard,-1,None,0,Evasive Action,0
7,r522a.tec,16,Auriga,3,70,0,Attack,0,AP Cannon,-1,None,0,2,Focus,-1,None,0,Focus,0
8,r522a.tec,16,Auriga,3,40,4,Nothing,-1,None,0,Awaiting Orders,0,0,Attack,0,AP Cannon,-1,None,0
9,r522a.tec,16,Auriga,-1,0,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
10,r522a.tec,16,Auriga,-1,0,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
11,r522a.tec,16,Auriga,6,0,4,Nothing,0,AP Cannon,3,Hull Ram,0,0,Attack,3,Hull Ram,-1,None,0
12,r522a.tec,16,Auriga,3,20,3,Guard,-1,None,0,Evasive Action,0,0,Attack,2,Blast Charge,-1,None,2
13,r522a.tec,16,Auriga,3,80,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragment Gun,-1,None,3
14,r522a.tec,16,Auriga,3,10,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,0,Focus,0
15,r522a.tec,16,Auriga,3,60,3,Guard,-1,None,0,Evasive Action,0,0,Attack,0,AP Cannon,-1,None,0
16,r522a.tec,16,Auriga,3,20,3,Guard,-1,None,0,Evasive Action,0,0,Attack,1,Fragment Gun,-1,None,3
17,r522a.tec,16,Auriga,3,20,3,Guard,-1,None,0,Evasive Action,0,0,Attack,2,Blast Charge,-1,None,2
18,r522a.tec,16,Auriga,3,10,3,Guard,-1,None,0,Evasive Action,0,0,Attack,0,AP Cannon,-1,None,0
19,r522a.tec,16,Auriga,3,20,3,Guard,-1,None,0,Evasive Action,0,2,Focus,-1,None,0,Focus,0
20,r522a.tec,16,Auriga,3,40,4,Nothing,-1,None,0,Awaiting Orders,0,0,Attack,1,Fragment Gun,-1,None,2
21,r522a.tec,16,Auriga,-1,0,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
22,r522a.tec,16,Auriga,-1,0,2,Focus,-1,None,0,Focus,0,2,Focus,-1,None,0,Focus,0
23,r522a.tec,16,Auriga,6,0,4,Nothing,0,AP Cannon,3,Hull Ram,0,0,Attack,3,Hull Ram,-1,None,0
24,r522a.tec,16,Auriga,-1,0,0,Attack,1,Fragment Gun,-1,None,2,0,Attack,1,Fragment Gun,-1,None,2
25,r522a.tec,16,Auriga,3,40,0,Attack,0,AP Cannon,-1,None,0,0,Attack,2,Blast Charge,-1,None,1
26,r522a.tec,16,Auriga,3,60,0,Attack,0,AP Cannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
27,r522a.tec,16,Auriga,0,35,2,Focus,-1,None,0,Focus,0,0,Attack,0,AP Cannon,-1,None,0
28,r522a.tec,16,Auriga,-1,0,0,Attack,1,Fragment Gun,-1,None,2,0,Attack,1,Fragment Gun,-1,None,2
29,r522a.tec,16,Auriga,3,40,0,Attack,0,AP Cannon,-1,None,0,0,Attack,2,Blast Charge,-1,None,1
30,r522a.tec,16,Auriga,3,60,0,Attack,0,AP Cannon,-1,None,0,3,Guard,-1,None,0,Evasive Action,0
31,r522a.tec,16,Auriga,0,35,2,Focus,-1,None,0,Focus,0,0,Attack,0,AP Cannon,-1,None,0
32,r522a.tec,16,Auriga,3,90,4,Nothing,-1,None,0,Awaiting Orders,0,2,Focus,-1,None,0,Focus,0
33,r522a.tec,16,Auriga,3,70,4,Nothing,-1,None,0,Awaiting Orders,0,2,Focus,-1,None,0,Focus,0
34,r522a.tec,16,Auriga,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,3,Guard,-1,None,0,Evasive Action,0
35,r522a.tec,16,Auriga,3,20,4,Nothing,-1,None,0,Awaiting Orders,0,3,Guard,-1,None,0,Evasive Action,0
36,r522a.tec,16,Auriga,3,90,4,Nothing,-1,None,0,Awaiting Orders,0,2,Focus,-1,None,0,Focus,0
37,r522a.tec,16,Auriga,3,70,4,Nothing,-1,None,0,Awaiting Orders,0,2,Focus,-1,None,0,Focus,0
38,r522a.tec,16,Auriga,3,50,4,Nothing,-1,None,0,Awaiting Orders,0,3,Guard,-1,None,0,Evasive Action,0
39,r522a.tec,16,Auriga,3,20,4,Nothing,-1,None,0,Awaiting Orders,0,3,Guard,-1,None,0,Evasive Action,0
0,r523a.tec,32,Obispo,-1,0,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,0,Squid Ink,-1,None,0
1,r523a.tec,32,Obispo,-1,0,0,Attack,0,Squid Ink,-1,None,0,0,Attack,0,Squid Ink,-1,None,0
2,r523a.tec,32,Obispo,3,50,0,Attack,0,Squid Ink,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
3,r523a.tec,32,Obispo,4,0,4,Nothing,-1,None,2,Assessing Damage,0,0,Attack,0,Squid Ink,-1,None,0
4,r523a.tec,32,Obispo,-1,0,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,0,Squid Ink,-1,None,0
5,r523a.tec,32,Obispo,-1,0,0,Attack,0,Squid Ink,-1,None,0,0,Attack,0,Squid Ink,-1,None,0
6,r523a.tec,32,Obispo,1,30,3,Guard,-1,None,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
7,r523a.tec,32,Obispo,-1,0,0,Attack,0,Squid Ink,-1,None,0,0,Attack,0,Squid Ink,-1,None,0
8,r523a.tec,32,Obispo,-1,0,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,0,Squid Ink,-1,None,0
9,r523a.tec,32,Obispo,-1,0,0,Attack,0,Squid Ink,-1,None,0,0,Attack,0,Squid Ink,-1,None,0
10,r523a.tec,32,Obispo,1,30,3,Guard,-1,None,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
11,r523a.tec,32,Obispo,-1,0,0,Attack,0,Squid Ink,-1,None,0,0,Attack,0,Squid Ink,-1,None,0
12,r523a.tec,32,Obispo,1,30,3,Guard,-1,None,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
13,r523a.tec,32,Obispo,-1,0,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,0,Squid Ink,-1,None,0
14,r523a.tec,32,Obispo,-1,0,0,Attack,0,Squid Ink,-1,None,0,0,Attack,0,Squid Ink,-1,None,0
15,r523a.tec,32,Obispo,1,30,3,Guard,-1,None,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
16,r523a.tec,32,Obispo,1,30,3,Guard,-1,None,-1,None,0,4,Nothing,-1,None,2,Assessing Damage,0
17,r523a.tec,32,Obispo,-1,0,2,Focus,-1,None,2,Preparing Attack,0,0,Attack,0,Squid Ink,-1,None,0
18,r523a.tec,32,Obispo,-1,0,0,Attack,0,Squid Ink,-1,None,0,0,Attack,0,Squid Ink,-1,None,0
19,r523a.tec,32,Obispo,-1,0,0,Attack,0,Squid Ink,-1,None,0,0,Attack,0,Squid Ink,-1,None,0
20,r523a.tec,32,Obispo,-1,0,0,Attack,0,Squid Ink,-1,None,0,0,Attack,0,Squid Ink,-1,None,0
21,r523a.tec,32,Obispo,-1,0,0,Attack,0,Squid Ink,-1,None,0,0,Attack,0,Squid Ink,-1,None,0
22,r523a.tec,32,Obispo,-1,0,0,Attack,0,Squid Ink,-1,None,0,0,Attack,0,Squid Ink,-1,None,0
23,r523a.tec,32,Obispo,-1,0,0,Attack,0,Squid Ink,-1,None,0,0,Attack,0,Squid Ink,-1,None,0
0,r524a.tec,29,Anguila,3,50,0,Attack,1,Bite,-1,None,0,3,Guard,-1,None,-1,None,0
1,r524a.tec,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
2,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
3,r524a.tec,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
4,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
5,r524a.tec,29,Anguila,3,60,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
6,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
7,r524a.tec,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
8,r524a.tec,29,Anguila,-1,0,0,Attack,0,Poison Spray,-1,None,0,0,Attack,0,Poison Spray,-1,None,0
9,r524a.tec,29,Anguila,-1,0,2,Focus,-1,None,2,Preparing Attack,0,2,Focus,-1,None,2,Preparing Attack,0
10,r524a.tec,29,Anguila,3,40,0,Attack,0,Poison Spray,-1,None,0,3,Guard,-1,None,-1,None,0
11,r524a.tec,29,Anguila,-1,0,4,Nothing,-1,None,2,Assessing Damage,0,4,Nothing,-1,None,2,Assessing Damage,0
