Entry ID,[Filter],[Enemy Ship ID],[Enemy Ship Name],Unk.,Task Rating,Task A Type ID,[Task A Type Name],Task A Arm. ID,Task A Param. ID,[Task A Param. Name],Task A Arm. Range,Task B Type ID,[Task B Type Name],Task B Arm. ID,Task B Param. ID,[Task B Param. Name],Task B Arm. Range
34,R514A.BIN,13,カミュレオン,-1,0,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
35,R514A.BIN,13,カミュレオン,-1,0,4,Nothing,-1,0,Awaiting Orders,0,-1,None,-1,-1,None,0
36,R514A.BIN,13,カミュレオン,-1,0,2,Focus,-1,0,Focus,0,-1,None,-1,-1,None,0
37,R514A.BIN,13,カミュレオン,3,50,0,Attack,1,-1,None,1,3,Guard,-1,0,Evasive Action,0
38,R514A.BIN,13,カミュレオン,3,50,0,Attack,0,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
39,R514A.BIN,13,カミュレオン,-1,0,4,Nothing,-1,0,Awaiting Orders,0,-1,None,-1,-1,None,0
40,R514A.BIN,13,カミュレオン,-1,0,2,Focus,-1,0,Focus,0,-1,None,-1,-1,None,0
41,R514A.BIN,13,カミュレオン,-1,0,0,Attack,2,-1,None,1,0,Attack,-1,-1,None,0
42,R514A.BIN,13,カミュレオン,3,50,0,Attack,2,-1,None,1,3,Guard,-1,0,Evasive Action,0
43,R514A.BIN,13,カミュレオン,3,50,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
44,R514A.BIN,13,カミュレオン,-1,0,2,Focus,-1,1,Taking Aim,0,-1,None,-1,-1,None,0
45,R514A.BIN,13,カミュレオン,-1,0,4,Nothing,-1,0,Awaiting Orders,0,-1,None,-1,-1,None,0
46,R514A.BIN,13,カミュレオン,3,50,0,Attack,1,-1,None,0,0,Attack,0,-1,None,3
47,R514A.BIN,13,カミュレオン,-1,0,4,Nothing,-1,0,Awaiting Orders,0,-1,None,-1,-1,None,0
48,R514A.BIN,13,カミュレオン,-1,0,0,Attack,2,-1,None,1,0,Attack,2,-1,None,2
49,R514A.BIN,13,カミュレオン,3,50,0,Attack,0,-1,None,1,0,Attack,0,-1,None,0
50,R514A.BIN,13,カミュレオン,3,50,0,Attack,0,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
51,R514A.BIN,13,カミュレオン,3,50,0,Attack,0,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
0,R515A.BIN,25,グリデ・ガルデ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
1,R515A.BIN,25,グリデ・ガルデ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
2,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
3,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
4,R515A.BIN,25,グリデ・ガルデ,9,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
5,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
6,R515A.BIN,25,グリデ・ガルデ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
7,R515A.BIN,25,グリデ・ガルデ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
8,R515A.BIN,25,グリデ・ガルデ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
9,R515A.BIN,25,グリデ・ガルデ,9,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
10,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
11,R515A.BIN,25,グリデ・ガルデ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
12,R515A.BIN,25,グリデ・ガルデ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
13,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
14,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
15,R515A.BIN,25,グリデ・ガルデ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
16,R515A.BIN,25,グリデ・ガルデ,-1,0,4,Nothing,-1,1,Target Lost,0,4,Nothing,-1,1,Target Lost,0
17,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
18,R515A.BIN,25,グリデ・ガルデ,-1,0,4,Nothing,-1,1,Target Lost,0,4,Nothing,-1,1,Target Lost,0
19,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
20,R515A.BIN,25,グリデ・ガルデ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
21,R515A.BIN,25,グリデ・ガルデ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
22,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,2,-1,None,0,0,Attack,2,-1,None,0
23,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
24,R515A.BIN,25,グリデ・ガルデ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
25,R515A.BIN,25,グリデ・ガルデ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
26,R515A.BIN,25,グリデ・ガルデ,3,80,0,Attack,0,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
27,R515A.BIN,25,グリデ・ガルデ,4,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
28,R515A.BIN,25,グリデ・ガルデ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
29,R515A.BIN,25,グリデ・ガルデ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
30,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
31,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
32,R515A.BIN,25,グリデ・ガルデ,-1,0,4,Nothing,-1,1,Target Lost,0,4,Nothing,-1,1,Target Lost,0
33,R515A.BIN,25,グリデ・ガルデ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
34,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
35,R515A.BIN,25,グリデ・ガルデ,0,50,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
36,R515A.BIN,25,グリデ・ガルデ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
37,R515A.BIN,25,グリデ・ガルデ,9,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
38,R515A.BIN,25,グリデ・ガルデ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
39,R515A.BIN,25,グリデ・ガルデ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
0,R518A.BIN,4,バルア戦艦,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
1,R518A.BIN,4,バルア戦艦,3,80,0,Attack,1,-1,None,1,4,Nothing,0,0,Awaiting Orders,0
2,R518A.BIN,4,バルア戦艦,-1,0,0,Attack,0,-1,None,0,0,Attack,-1,-1,None,0
3,R518A.BIN,4,バルア戦艦,3,50,0,Attack,1,-1,None,0,3,Guard,-1,0,Evasive Action,0
4,R518A.BIN,4,バルア戦艦,-1,0,0,Attack,2,-1,None,1,0,Attack,0,-1,None,0
5,R518A.BIN,4,バルア戦艦,3,80,0,Attack,0,-1,None,0,4,Nothing,-1,0,Awaiting Orders,0
6,R518A.BIN,4,バルア戦艦,3,50,0,Attack,1,-1,None,2,4,Nothing,-1,0,Awaiting Orders,0
7,R518A.BIN,4,バルア戦艦,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
8,R518A.BIN,4,バルア戦艦,3,80,0,Attack,2,-1,None,3,2,Focus,-1,0,Focus,0
9,R518A.BIN,4,バルア戦艦,3,30,0,Attack,1,-1,None,1,3,Guard,0,0,Evasive Action,0
10,R518A.BIN,4,バルア戦艦,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
11,R518A.BIN,4,バルア戦艦,3,30,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
12,R518A.BIN,4,バルア戦艦,-1,0,0,Attack,2,-1,None,1,0,Attack,-1,-1,None,0
13,R518A.BIN,4,バルア戦艦,-1,0,0,Attack,2,-1,None,2,0,Attack,-1,-1,None,0
14,R518A.BIN,4,バルア戦艦,3,50,0,Attack,0,-1,None,0,2,Focus,0,-1,None,0
15,R518A.BIN,4,バルア戦艦,3,30,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
0,R519A.BIN,38,要塞ゲート,-1,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
1,R519A.BIN,38,要塞ゲート,-1,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
2,R519A.BIN,38,要塞ゲート,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
3,R519A.BIN,38,要塞ゲート,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
0,R520A.BIN,9,グレゴリオ巡洋艦,-1,0,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
1,R520A.BIN,9,グレゴリオ巡洋艦,3,25,3,Guard,-1,0,Evasive Action,0,0,Attack,1,-1,None,1
2,R520A.BIN,9,グレゴリオ巡洋艦,-1,0,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
3,R520A.BIN,9,グレゴリオ巡洋艦,3,20,3,Guard,-1,0,Evasive Action,0,0,Attack,1,-1,None,0
4,R520A.BIN,9,グレゴリオ巡洋艦,-1,0,0,Attack,1,-1,None,0,-1,None,-1,-1,None,0
5,R520A.BIN,9,グレゴリオ巡洋艦,3,50,3,Guard,-1,0,Evasive Action,0,0,Attack,1,-1,None,1
6,R520A.BIN,9,グレゴリオ巡洋艦,-1,0,0,Attack,0,-1,None,0,-1,None,-1,-1,None,0
7,R520A.BIN,9,グレゴリオ巡洋艦,3,30,3,Guard,-1,0,Evasive Action,0,0,Attack,1,-1,None,0
0,R521A.BIN,10,グレゴリオ戦艦,-1,0,3,Guard,-1,-1,None,0,0,Attack,0,-1,None,0
1,R521A.BIN,10,グレゴリオ戦艦,-1,0,2,Focus,-1,1,Taking Aim,0,0,Attack,0,-1,None,0
2,R521A.BIN,10,グレゴリオ戦艦,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
3,R521A.BIN,10,グレゴリオ戦艦,-1,0,0,Attack,1,-1,None,0,0,Attack,0,-1,None,0
4,R521A.BIN,10,グレゴリオ戦艦,-1,0,0,Attack,1,-1,None,3,0,Attack,0,-1,None,0
5,R521A.BIN,10,グレゴリオ戦艦,-1,0,0,Attack,2,-1,None,2,0,Attack,0,-1,None,0
6,R521A.BIN,10,グレゴリオ戦艦,-1,0,3,Guard,-1,-1,None,0,0,Attack,0,-1,None,0
7,R521A.BIN,10,グレゴリオ戦艦,-1,0,2,Focus,-1,1,Taking Aim,0,0,Attack,0,-1,None,0
8,R521A.BIN,10,グレゴリオ戦艦,-1,0,4,Nothing,-1,1,Target Lost,0,0,Attack,0,-1,None,0
9,R521A.BIN,10,グレゴリオ戦艦,-1,0,2,Focus,-1,1,Taking Aim,0,0,Attack,0,-1,None,0
10,R521A.BIN,10,グレゴリオ戦艦,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
11,R521A.BIN,10,グレゴリオ戦艦,-1,0,0,Attack,1,-1,None,3,0,Attack,0,-1,None,0
12,R521A.BIN,10,グレゴリオ戦艦,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
13,R521A.BIN,10,グレゴリオ戦艦,-1,0,0,Attack,2,-1,None,3,0,Attack,0,-1,None,0
14,R521A.BIN,10,グレゴリオ戦艦,-1,0,0,Attack,1,-1,None,1,0,Attack,0,-1,None,0
15,R521A.BIN,10,グレゴリオ戦艦,-1,0,3,Guard,-1,-1,None,0,0,Attack,0,-1,None,0
0,R522A.BIN,16,アウリーガ,3,20,3,Guard,-1,0,Evasive Action,0,0,Attack,2,-1,None,2
1,R522A.BIN,16,アウリーガ,3,60,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
2,R522A.BIN,16,アウリーガ,3,80,3,Guard,-1,0,Evasive Action,0,0,Attack,1,-1,None,1
3,R522A.BIN,16,アウリーガ,3,10,3,Guard,-1,0,Evasive Action,0,2,Focus,-1,0,Focus,0
4,R522A.BIN,16,アウリーガ,-1,0,3,Guard,-1,0,Evasive Action,0,3,Guard,-1,0,Evasive Action,0
5,R522A.BIN,16,アウリーガ,3,35,0,Attack,0,-1,None,0,0,Attack,1,-1,None,3
6,R522A.BIN,16,アウリーガ,-1,0,3,Guard,-1,0,Evasive Action,0,3,Guard,-1,0,Evasive Action,0
7,R522A.BIN,16,アウリーガ,3,70,0,Attack,0,-1,None,0,2,Focus,-1,0,Focus,0
8,R522A.BIN,16,アウリーガ,3,40,4,Nothing,-1,0,Awaiting Orders,0,0,Attack,0,-1,None,0
9,R522A.BIN,16,アウリーガ,-1,0,2,Focus,-1,0,Focus,0,2,Focus,-1,0,Focus,0
10,R522A.BIN,16,アウリーガ,-1,0,2,Focus,-1,0,Focus,0,2,Focus,-1,0,Focus,0
11,R522A.BIN,16,アウリーガ,6,0,4,Nothing,0,3,Hull Ram,0,0,Attack,3,-1,None,0
12,R522A.BIN,16,アウリーガ,3,20,3,Guard,-1,0,Evasive Action,0,0,Attack,2,-1,None,2
13,R522A.BIN,16,アウリーガ,3,80,3,Guard,-1,0,Evasive Action,0,0,Attack,1,-1,None,3
14,R522A.BIN,16,アウリーガ,3,10,3,Guard,-1,0,Evasive Action,0,2,Focus,-1,0,Focus,0
15,R522A.BIN,16,アウリーガ,3,60,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
16,R522A.BIN,16,アウリーガ,3,20,3,Guard,-1,0,Evasive Action,0,0,Attack,1,-1,None,3
17,R522A.BIN,16,アウリーガ,3,20,3,Guard,-1,0,Evasive Action,0,0,Attack,2,-1,None,2
18,R522A.BIN,16,アウリーガ,3,10,3,Guard,-1,0,Evasive Action,0,0,Attack,0,-1,None,0
19,R522A.BIN,16,アウリーガ,3,20,3,Guard,-1,0,Evasive Action,0,2,Focus,-1,0,Focus,0
20,R522A.BIN,16,アウリーガ,3,40,4,Nothing,-1,0,Awaiting Orders,0,0,Attack,1,-1,None,2
21,R522A.BIN,16,アウリーガ,-1,0,2,Focus,-1,0,Focus,0,2,Focus,-1,0,Focus,0
22,R522A.BIN,16,アウリーガ,-1,0,2,Focus,-1,0,Focus,0,2,Focus,-1,0,Focus,0
23,R522A.BIN,16,アウリーガ,6,0,4,Nothing,0,3,Hull Ram,0,0,Attack,3,-1,None,0
24,R522A.BIN,16,アウリーガ,-1,0,0,Attack,1,-1,None,2,0,Attack,1,-1,None,2
25,R522A.BIN,16,アウリーガ,3,40,0,Attack,0,-1,None,0,0,Attack,2,-1,None,1
26,R522A.BIN,16,アウリーガ,3,60,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
27,R522A.BIN,16,アウリーガ,0,35,2,Focus,-1,0,Focus,0,0,Attack,0,-1,None,0
28,R522A.BIN,16,アウリーガ,-1,0,0,Attack,1,-1,None,2,0,Attack,1,-1,None,2
29,R522A.BIN,16,アウリーガ,3,40,0,Attack,0,-1,None,0,0,Attack,2,-1,None,1
30,R522A.BIN,16,アウリーガ,3,60,0,Attack,0,-1,None,0,3,Guard,-1,0,Evasive Action,0
31,R522A.BIN,16,アウリーガ,0,35,2,Focus,-1,0,Focus,0,0,Attack,0,-1,None,0
32,R522A.BIN,16,アウリーガ,3,90,4,Nothing,-1,0,Awaiting Orders,0,2,Focus,-1,0,Focus,0
33,R522A.BIN,16,アウリーガ,3,70,4,Nothing,-1,0,Awaiting Orders,0,2,Focus,-1,0,Focus,0
34,R522A.BIN,16,アウリーガ,3,50,4,Nothing,-1,0,Awaiting Orders,0,3,Guard,-1,0,Evasive Action,0
35,R522A.BIN,16,アウリーガ,3,20,4,Nothing,-1,0,Awaiting Orders,0,3,Guard,-1,0,Evasive Action,0
36,R522A.BIN,16,アウリーガ,3,90,4,Nothing,-1,0,Awaiting Orders,0,2,Focus,-1,0,Focus,0
37,R522A.BIN,16,アウリーガ,3,70,4,Nothing,-1,0,Awaiting Orders,0,2,Focus,-1,0,Focus,0
38,R522A.BIN,16,アウリーガ,3,50,4,Nothing,-1,0,Awaiting Orders,0,3,Guard,-1,0,Evasive Action,0
39,R522A.BIN,16,アウリーガ,3,20,4,Nothing,-1,0,Awaiting Orders,0,3,Guard,-1,0,Evasive Action,0
0,R523A.BIN,32,オビスポー,-1,0,2,Focus,-1,2,Preparing Attack,0,0,Attack,0,-1,None,0
1,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
2,R523A.BIN,32,オビスポー,3,50,0,Attack,0,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
3,R523A.BIN,32,オビスポー,4,0,4,Nothing,-1,2,Assessing Damage,0,0,Attack,0,-1,None,0
4,R523A.BIN,32,オビスポー,-1,0,2,Focus,-1,2,Preparing Attack,0,0,Attack,0,-1,None,0
5,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
6,R523A.BIN,32,オビスポー,1,30,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
7,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
8,R523A.BIN,32,オビスポー,-1,0,2,Focus,-1,2,Preparing Attack,0,0,Attack,0,-1,None,0
9,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
10,R523A.BIN,32,オビスポー,1,30,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
11,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
12,R523A.BIN,32,オビスポー,1,30,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
13,R523A.BIN,32,オビスポー,-1,0,2,Focus,-1,2,Preparing Attack,0,0,Attack,0,-1,None,0
14,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
15,R523A.BIN,32,オビスポー,1,30,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
16,R523A.BIN,32,オビスポー,1,30,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
17,R523A.BIN,32,オビスポー,-1,0,2,Focus,-1,2,Preparing Attack,0,0,Attack,0,-1,None,0
18,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
19,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
20,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
21,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
22,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
23,R523A.BIN,32,オビスポー,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
0,R524A.BIN,29,アンギーラ,3,50,0,Attack,1,-1,None,0,3,Guard,-1,-1,None,0
1,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
2,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
3,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
4,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
5,R524A.BIN,29,アンギーラ,3,60,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
6,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
7,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
8,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
9,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
10,R524A.BIN,29,アンギーラ,3,40,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
11,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
12,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
13,R524A.BIN,29,アンギーラ,3,20,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
14,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
15,R524A.BIN,29,アンギーラ,3,70,0,Attack,1,-1,None,0,2,Focus,-1,2,Preparing Attack,0
16,R524A.BIN,29,アンギーラ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
17,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
18,R524A.BIN,29,アンギーラ,3,60,3,Guard,-1,-1,None,0,2,Focus,-1,2,Preparing Attack,0
19,R524A.BIN,29,アンギーラ,3,50,0,Attack,0,-1,None,0,0,Attack,1,-1,None,0
20,R524A.BIN,29,アンギーラ,3,70,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
21,R524A.BIN,29,アンギーラ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
22,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
23,R524A.BIN,29,アンギーラ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
24,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
25,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
26,R524A.BIN,29,アンギーラ,3,70,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
27,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
28,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
29,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
30,R524A.BIN,29,アンギーラ,3,80,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
31,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
32,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
33,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
34,R524A.BIN,29,アンギーラ,3,30,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
35,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
36,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
37,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
38,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
39,R524A.BIN,29,アンギーラ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
40,R524A.BIN,29,アンギーラ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
41,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
42,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
43,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
44,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
45,R524A.BIN,29,アンギーラ,3,60,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
46,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
47,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
48,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
49,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
50,R524A.BIN,29,アンギーラ,3,70,3,Guard,-1,-1,None,0,0,Attack,0,-1,None,0
51,R524A.BIN,29,アンギーラ,3,50,3,Guard,-1,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
52,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
53,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
54,R524A.BIN,29,アンギーラ,3,80,0,Attack,0,-1,None,0,4,Nothing,-1,2,Assessing Damage,0
55,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
56,R524A.BIN,29,アンギーラ,-1,0,4,Nothing,-1,2,Assessing Damage,0,4,Nothing,-1,2,Assessing Damage,0
57,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
58,R524A.BIN,29,アンギーラ,3,30,0,Attack,0,-1,None,0,3,Guard,-1,-1,None,0
59,R524A.BIN,29,アンギーラ,-1,0,0,Attack,1,-1,None,0,0,Attack,1,-1,None,0
60,R524A.BIN,29,アンギーラ,-1,0,2,Focus,-1,2,Preparing Attack,0,2,Focus,-1,2,Preparing Attack,0
61,R524A.BIN,29,アンギーラ,3,50,0,Attack,0,-1,None,0,2,Focus,-1,2,Preparing Attack,0
62,R524A.BIN,29,アンギーラ,-1,0,0,Attack,0,-1,None,0,0,Attack,0,-1,None,0
63,R524A.BIN,29,アンギーラ,-1,0,3,Guard,-1,-1,None,0,3,Guard,-1,-1,None,0
