Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Chara. flags,[Vyse],[Aika],[Fina],[Drachma],[Enrique],[Gilder],Retail price in %,Order by prio.,EU order by ABC,Purchase price,Feature #0 ID,[Feature #0 name],Padding #0,Feature #0 value,Feature #1 ID,[Feature #1 name],Padding #1,Feature #1 value,Feature #2 ID,[Feature #2 name],Padding #2,Feature #2 value,Feature #3 ID,[Feature #3 name],Padding #3,Feature #3 value,Padding #4,Padding #5,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
125,2352238120,107212,12,Heavy Armor,106871,16,Armadura Pesada,107619,14,Armure Lourde,105838,12,Heavy Armor,39,X,"","",X,X,X,100,10,26,230,17,Defense,0,58,18,MagDef,0,53,-1,None,0,0,-1,None,0,0,0,0,73290,82,Sehr dicke und schwere Rüstung für einen Mann.\nSchützt gegen physische Angriffe.,72923,79,Armadura muy pesada hecha para el hombre.\nProtege contra los ataques fisicos.,72950,84,Armure très épaisse et lourde faite pour un\nhomme. Protège des attaques physiques.,72412,88,Very thick and heavy armor made for a man.\nOffers protection against physical attacks.
126,2352238132,107224,13,Ancient Robe,106887,17,Túnica Ancestral,107633,14,Robe Ancienne,105850,13,Ancient Robe,26,"",X,X,"",X,"",100,17,2,370,17,Defense,0,69,18,MagDef,0,82,-1,None,0,0,-1,None,0,0,0,0,73372,70,"Robe, die einem lang verstorbenen, einst\nmächtigen Zauberer gehörte.",73002,66,Túnica perteneciente a un gran mago\nque murió hace mucho tiempo.,73034,49,Une robe portée jadis par un magicien\npuissant.,72500,60,"A robe belonging to a long-dead, but once\npowerful wizard."
127,2352238148,107237,13,De Loco Mail,106904,14,Malla De Loco,107647,15,Maille De Loco,105863,13,De Loco Mail,37,X,"","",X,"",X,100,21,12,730,17,Defense,0,99,18,MagDef,0,84,-1,None,0,0,-1,None,0,0,0,0,73442,87,"Eine von De Loco gefertigte Rüstung, die den\nTräger vor Feindangriffen schützen soll.",73068,83,Armadura hecha por De Loco para proteger\nal que la lleva de los ataques enemigos.,73083,95,"Une armure fabriquée par De Loco, conçue pour\nprotéger son utilisateur des attaques ennemies.",72560,88,"A suit of armor crafted by De Loco, designed\nto protect the wearer from enemy attacks."
128,2352238164,107250,15,Daccat's Armor,106918,16,Armadura Daccat,107662,17,Armure de Daccat,105876,15,Daccat's Armor,53,X,X,"",X,"",X,100,29,9,910,17,Defense,0,108,18,MagDef,0,108,-1,None,0,0,-1,None,0,0,0,0,73529,68,"Sehr widerstandsfähige, leichte Rüstung, die\nDaccats Siegel trägt.",73151,78,"Armadura ligera pero muy resistente,\nque lleva grabado el emblema de Daccat.",73178,65,Armure légère et de qualité qui porte le sceau\ngravé de Daccat.,72648,58,"Very durable, light armor, engraved with \nDaccat's seal."
129,2352238180,107265,11,Moss Armor,106934,15,Armadura Musgo,107679,17,Armure de Mousse,105891,11,Moss Armor,10,"","",X,"",X,"",100,38,39,1280,17,Defense,0,126,18,MagDef,0,126,19,Hit%,0,20,20,Dodge%,0,10,0,0,73597,64,"Eine alte Rüstung, die aus Moos vom Dark Rift\ngefertigt wurde.",73229,67,Vieja armadura fabricada con musgo\nque crecia en la Gruta Oscura.,73243,76,Une vieille armure fabriquée avec de la mousse\ntrouvée dans le Récif Noir.,72706,65,An old suit of armor crafted from moss found in\nthe Dark Rift.
130,2352238192,107276,15,Moonlight Robe,106949,13,Túnica Lunar,107696,15,Robe de Clarté,105902,15,Moonlight Robe,24,"",X,X,"","","",100,43,38,4460,17,Defense,0,134,18,MagDef,0,145,20,Dodge%,0,20,-1,None,0,0,0,0,73661,95,"Schimmernde Robe, in der sich das Mondlicht wie\nin einem stillen See bei Nacht widerspiegelt.",73296,84,Esta túnica de tenue brillo refleja la luna\ncomo un lago refleja la luz nocturna.,73319,83,Une robe chatoyante qui reflète le clair de lune\ncomme un lac reflète la lumière.,72771,89,"A shimmering robe that reflects moonlight, the\nway a calm lake reflects light at night."
131,2352238208,107291,13,Silver Armor,106962,15,Armadura Plata,107711,16,Armure d'Argent,105917,13,Silver Armor,63,X,X,X,X,X,X,100,51,51,8580,17,Defense,0,160,18,MagDef,0,160,37,Silver,0,-2,-1,None,0,0,0,0,73756,90,"Eine silberne Rüstung, die hohe Widerstands-\nfähigkeit gegen silberne Angriffe aufweist.",73380,75,Una armadura de plata que ofrece gran\nresistencia a los Ataques de Plata.,73402,78,Une armure d'argent qui a un taux de résistance\nélevé aux attaques d'Argent.,72860,70,A silver suit of armor that has a high\nresistance to Silver attacks.
132,2352238224,107304,13,Victory Mail,106977,15,Malla Victoria,107727,16,Maille Victoire,105930,13,Victory Mail,63,X,X,X,X,X,X,100,22,57,620,17,Defense,0,90,18,MagDef,0,90,16,Attack,0,5,1,Will,0,5,0,0,73846,71,"Verzauberte Rüstung, die Angriffskraft und Willen\ndes Trägers erhöht.",73455,85,Armadura encantada que aumenta la fuerza de\nataque y la voluntad de quien la lleva.,73480,91,Armure enchantée qui améliore la puissance\nd'attaque et la volonté de celui qui la porte.,72930,78,Enchanted suit of armor that raises the attack\npower and will of the wearer.
133,2352238240,107317,13,Flame Mantle,106992,16,Traje Flamígero,107743,12,Robe Flamme,105943,13,Flame Mantle,39,X,"","",X,X,X,100,16,20,390,17,Defense,0,74,18,MagDef,0,69,-1,None,0,0,-1,None,0,0,0,0,73917,71,"Ein Kleid, das aus außergewöhnlich leichtem\nMaterial gefertigt wurde.",73540,55,Traje fabricado de un material finísimo y\nmuy ligero.,73571,53,Une robe fabriquée avec un tissu extrêmement\nléger.,73008,53,A dress crafted from extremely light weight\nfabric.
134,2352238256,107330,13,Female Armor,107008,14,Armadura Dama,107755,16,Armure féminine,105956,13,Female Armor,24,"",X,X,"","","",100,23,16,660,17,Defense,0,92,18,MagDef,0,99,-1,None,0,0,-1,None,0,0,0,0,73988,84,"Rüstung, die dem Körper der Frau angepasst ist\nund sie vor Feindangriffen schützt.",73595,83,Diseñada para adaptarse al cuerpo de la\nmujer. Protege de muchos tipos de ataque.,73624,94,Armure conçue pour s'adapter au corps d'une\nfemme et pour la protèger des attaques ennemies.,73061,73,"Armor crafted to fit a woman's body, and\nprotect it from enemy attacks."
135,2352238272,107343,11,Ghost Mail,107022,15,Malla Fantasma,107771,15,Maille Fantôme,105969,11,Ghost Mail,53,X,X,"",X,"",X,100,37,23,1310,17,Defense,0,128,18,MagDef,0,128,-1,None,0,0,-1,None,0,0,0,0,74072,77,"Eine merkwürdige Kluft, die bei Licht\ndurchsichtig ist und seltsam schwebt.",73678,79,Extraña malla que se pone transparente con\nla luz y flota de forma fantasmal.,73718,77,"Tenue étrange, qui semble translucide\net flotte tel un fantôme si on l'ôte.",73134,86,"A strange outfit that appears translucent in\nlight, and floats eerily when released."
136,2352238284,107354,16,Leichter Mantel,107037,13,Manto Ligero,107786,14,Manteau léger,105980,11,Light Coat,10,"","",X,"",X,"",100,30,30,830,17,Defense,0,103,18,MagDef,0,103,19,Hit%,0,10,20,Dodge%,0,5,0,0,74149,64,"Ein leichter Mantel, der die\nBeweglichkeit des Trägers erhöht.",73757,67,Este manto de tejido ligero aumenta la \nagilidad de quien lo usa.,73795,61,Manteau léger qui améliore l'agilité de celui\nqui le porte.,73220,57,A lightweight coat that increases the wearer's\nagility.
137,2352238296,107370,11,Fiber Mail,107050,15,Malla de Fibra,107800,17,Maille de Fibres,105991,11,Fiber Mail,37,X,"","",X,"",X,100,47,17,2180,17,Defense,0,164,18,MagDef,0,139,-1,None,0,0,-1,None,0,0,0,0,74213,94,"Sehr wirksame Rüstung, die aus einer speziellen\nArt von Moos aus dem Dark Rift gewebt wurde.",73824,83,Malla extremadamente útil hecha con un tipo\nespecial de musgo de la Gruta Oscura.,73856,92,"Armure très efficace, tissée avec une sorte de\nmousse spéciale trouvée dans le Récif Noir.",73277,80,Very effective armor woven from a special type\nof moss found in the Dark Rift.
138,2352238308,107381,10,Moon Robe,107065,15,Túnica de Luna,107817,13,Robe Lunaire,106002,10,Moon Robe,26,"",X,X,"",X,"",100,42,37,1300,17,Defense,0,125,18,MagDef,0,146,-1,None,0,0,-1,None,0,0,0,0,74307,82,"Eine hübsche Robe, die nachts blau glüht.\nWidersteht feindlichen Zaubersprüchen.",73907,83,Preciosa túnica que de noche refleja el\ncolor azul. A prueba de ataques enemigos.,73948,87,Une robe magnifique qui luit de couleur bleu\nla nuit. Résiste aux sortilèges ennemis.,73357,76,A beautiful robe that glows blue in the night.\nResists enemy magic spells.
139,2352238320,107391,11,DUMMYBOUGU,107080,11,DUMMYBOUGU,107830,11,DUMMYBOUGU,106012,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74389,9,DUMMY\n,73990,9,DUMMY\n,74035,9,DUMMY\n,73433,14,DUMMY\n------
140,2352238320,107402,11,DUMMYBOUGU,107091,11,DUMMYBOUGU,107841,11,DUMMYBOUGU,106023,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74398,9,DUMMY\n,73999,9,DUMMY\n,74044,9,DUMMY\n,73447,14,DUMMY\n------
141,2352238320,107413,11,DUMMYBOUGU,107102,11,DUMMYBOUGU,107852,11,DUMMYBOUGU,106034,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74407,9,DUMMY\n,74008,9,DUMMY\n,74053,9,DUMMY\n,73461,14,DUMMY\n------
142,2352238320,107424,11,DUMMYBOUGU,107113,11,DUMMYBOUGU,107863,11,DUMMYBOUGU,106045,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74416,9,DUMMY\n,74017,9,DUMMY\n,74062,9,DUMMY\n,73475,14,DUMMY\n------
143,2352238320,107435,11,DUMMYBOUGU,107124,11,DUMMYBOUGU,107874,11,DUMMYBOUGU,106056,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74425,9,DUMMY\n,74026,9,DUMMY\n,74071,9,DUMMY\n,73489,14,DUMMY\n------
144,2352238320,107446,11,DUMMYBOUGU,107135,11,DUMMYBOUGU,107885,11,DUMMYBOUGU,106067,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74434,9,DUMMY\n,74035,9,DUMMY\n,74080,9,DUMMY\n,73503,14,DUMMY\n------
145,2352238320,107457,11,DUMMYBOUGU,107146,11,DUMMYBOUGU,107896,11,DUMMYBOUGU,106078,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74443,9,DUMMY\n,74044,9,DUMMY\n,74089,9,DUMMY\n,73517,14,DUMMY\n------
146,2352238320,107468,11,DUMMYBOUGU,107157,11,DUMMYBOUGU,107907,11,DUMMYBOUGU,106089,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74452,9,DUMMY\n,74053,9,DUMMY\n,74098,9,DUMMY\n,73531,14,DUMMY\n------
147,2352238320,107479,11,DUMMYBOUGU,107168,11,DUMMYBOUGU,107918,11,DUMMYBOUGU,106100,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74461,9,DUMMY\n,74062,9,DUMMY\n,74107,9,DUMMY\n,73545,14,DUMMY\n------
148,2352238320,107490,11,DUMMYBOUGU,107179,11,DUMMYBOUGU,107929,11,DUMMYBOUGU,106111,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74470,9,DUMMY\n,74071,9,DUMMY\n,74116,9,DUMMY\n,73559,14,DUMMY\n------
149,2352238320,107501,11,DUMMYBOUGU,107190,11,DUMMYBOUGU,107940,11,DUMMYBOUGU,106122,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74479,9,DUMMY\n,74080,9,DUMMY\n,74125,9,DUMMY\n,73573,14,DUMMY\n------
150,2352238320,107512,11,DUMMYBOUGU,107201,11,DUMMYBOUGU,107951,11,DUMMYBOUGU,106133,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74488,9,DUMMY\n,74089,9,DUMMY\n,74134,9,DUMMY\n,73587,14,DUMMY\n------
151,2352238320,107523,11,DUMMYBOUGU,107212,11,DUMMYBOUGU,107962,11,DUMMYBOUGU,106144,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74497,9,DUMMY\n,74098,9,DUMMY\n,74143,9,DUMMY\n,73601,14,DUMMY\n------
152,2352238320,107534,11,DUMMYBOUGU,107223,11,DUMMYBOUGU,107973,11,DUMMYBOUGU,106155,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74506,9,DUMMY\n,74107,9,DUMMY\n,74152,9,DUMMY\n,73615,14,DUMMY\n------
153,2352238320,107545,11,DUMMYBOUGU,107234,11,DUMMYBOUGU,107984,11,DUMMYBOUGU,106166,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74515,9,DUMMY\n,74116,9,DUMMY\n,74161,9,DUMMY\n,73629,14,DUMMY\n------
154,2352238320,107556,11,DUMMYBOUGU,107245,11,DUMMYBOUGU,107995,11,DUMMYBOUGU,106177,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74524,9,DUMMY\n,74125,9,DUMMY\n,74170,9,DUMMY\n,73643,14,DUMMY\n------
155,2352238320,107567,11,DUMMYBOUGU,107256,11,DUMMYBOUGU,108006,11,DUMMYBOUGU,106188,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74533,9,DUMMY\n,74134,9,DUMMY\n,74179,9,DUMMY\n,73657,14,DUMMY\n------
156,2352238320,107578,11,DUMMYBOUGU,107267,11,DUMMYBOUGU,108017,11,DUMMYBOUGU,106199,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74542,9,DUMMY\n,74143,9,DUMMY\n,74188,9,DUMMY\n,73671,14,DUMMY\n------
157,2352238320,107589,11,DUMMYBOUGU,107278,11,DUMMYBOUGU,108028,11,DUMMYBOUGU,106210,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74551,9,DUMMY\n,74152,9,DUMMY\n,74197,9,DUMMY\n,73685,14,DUMMY\n------
158,2352238320,107600,11,DUMMYBOUGU,107289,11,DUMMYBOUGU,108039,11,DUMMYBOUGU,106221,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74560,9,DUMMY\n,74161,9,DUMMY\n,74206,9,DUMMY\n,73699,14,DUMMY\n------
159,2352238320,107611,11,DUMMYBOUGU,107300,11,DUMMYBOUGU,108050,11,DUMMYBOUGU,106232,11,DUMMYBOUGU,0,"","","","","","",0,-1,-1,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,-1,None,0,0,0,0,74569,9,DUMMY\n,74170,9,DUMMY\n,74215,9,DUMMY\n,73713,14,DUMMY\n------
