Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Chara. ID,[Chara. name],Retail price in %,Order by prio.,EU order by ABC,Effect ID,[Effect name],Pad. #0,Purchase price,Attack,Hit%,Feat. ID,[Feat. name],Pad. #1,Feat. value,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
48,2352237072,106211,9,Kunstarm,105747,17,Brazo Artificial,106555,16,Bras Artificiel,104848,15,Artificial Arm,3,Drachma,50,50,1,-1,None,0,390,43,80,-1,None,0,0,67404,87,"Mechanischer Arm, der Anzeichen sehr starker\nBenutzung zeigt, ist jedoch sehr robust.",67199,83,"Un brazo mecánico desgastado por muchos años de\nuso, pero de aspecto resistente.",67207,79,Bras mécanique qui montre les signes d'un usage\nintensif mais semble robuste.,66736,89,"A mechanical arm that shows signs of rigorous\nuse over many years, yet it looks sturdy."
49,2352237088,106220,10,Hakenhand,105764,15,Mano de garfio,106571,8,Crochet,104863,10,Hook Hand,3,Drachma,50,51,34,-1,None,0,580,51,80,-1,None,0,0,67491,82,"Aufsatz für Drachmas Arm, eine hakenförmige\nKlinge, scharf wie ein Rasiermesser.",67282,92,Una extensión del brazo de Drachma. Un sable\nen forma de garfio y afilado como una navaja.,67286,98,"Un accessoire pour le bras de Drachma, une épée\nen forme de crochet, tranchante comme un rasoir.",66825,81,"An attachment for Drachma's arm, it is a\nhook-shaped blade that is razor sharp."
50,2352237100,106230,12,Morgenstern,105779,13,Mano de maza,106579,12,Main Massue,104873,10,Mace Hand,3,Drachma,50,54,42,-1,None,0,2000,125,0,-1,None,0,0,67573,95,"Schwere, stachelige Stahlkugel mit schrecklicher\nZerstörungskraft, aber geringer Genauigkeit.",67374,88,"Pesada bola de acero con púas con un increíble\npoder destructivo, pero poca precisión.",67384,93,"Boule lourde, en acier avec des pointes, au\npouvoir destructeur immense mais guère précise.",66906,78,"A heavy, spiked steel ball with awesome\ndestructive power, but low accuracy."
51,2352237112,106242,10,Schürfarm,105792,15,Brazo de Minas,106591,15,Bras Extractif,104883,11,Mining Arm,3,Drachma,50,57,44,-1,None,0,9980,172,80,-1,None,0,0,67668,80,Vorrichtung zur Gewinnung von Mondsteinen. Von\nDe Loco in Ixa'taka entwickelt.,67462,87,"Instrumento para extraer Piedras Lunares,\ncreado por De Loco al marcharse a Ixa'taka.",67477,82,Équipement conçu pour extraire les Pierres de\nLune. Crée par De Loco à Ixa'taka.,66984,94,Equipment designed to mine Moon Stones. Created\nby De Loco when he was assigned to Ixa'taka.
52,2352237124,106252,11,Drachenarm,105807,17,Brazo del Dragón,106606,12,Bras Dragon,104894,11,Dragon Arm,3,Drachma,50,58,25,-1,None,0,11850,181,80,-1,None,0,0,67748,81,"Ein speziell für Drachma kreierter Arm, vom \nMeister-Schmied Ryu-kan entworfen.",67549,87,"Brazo especialmente diseñado para Drachma por\nRiu-kan, el maestro creador de espadas.",67559,75,"Un bras conçu spécialement pour Drachma par le\nfaçonneur d'épée, Ryu-kan.",67078,74,"An arm specially designed for Drachma by the\nmaster swordsmith, Ryu-kan."
53,2352237136,106263,13,Schnabelhand,105824,13,Mano de pico,106618,9,Main Bec,104905,10,Beak Hand,3,Drachma,50,52,3,5,Add Confusion #2,0,880,60,80,-1,None,0,0,67829,86,Aufsatz für Drachmas Arm in Form eines Vogel-\nschnabels. Kann auch Feinde verwirren.,67636,92,"Extensión del brazo de Drachma, con forma de\npico de ave. Sirve para confundir al enemigo.",67634,98,"Accessoire pour le bras de Drachma, en forme de\nbec d'oiseau qui peut aussi tromper les ennemis.",67152,97,An attachment for Drachma's arm that is shaped\nlike a bird's beak. It can also Confuse enemies.
54,2352237148,106276,15,De Loco-Bohrer,105837,16,Taladro De Loco,106627,16,Foreuse De Loco,104915,14,De Loco Drill,3,Drachma,50,55,24,6,Add Death #1,0,2600,95,80,-1,None,0,0,67915,89,Von De Loco zum Schürfen entworfener Bohrer;\nseine rotierende Klinge kann sofort töten.,67728,89,Un taladro del equipo de minas creado por De\nLoco. Su cuchilla-hélice mata al instante.,67732,94,"Foreuse de l'équipement minier conçue par De\nLoco, sa lame tournante peut tuer sur le champ.",67249,97,"A drill taken from mining equipment designed by\nDe Loco, its spinning blade can kill instantly."
55,2352237164,106291,15,Ausgrabungsarm,105853,16,Brazo Excavador,106643,16,Bras Excavateur,104929,15,Excavation Arm,3,Drachma,50,53,27,-1,None,0,1340,73,80,-1,None,0,0,68004,95,"Instrument für archäologische Ausgrabungen, kann\nsogar für feinere Bewegungen benutzt werden.",67817,88,"Instrumento diseñado para excavaciones\narqueológicas, que hace excavaciones delicadas.",67826,98,"Instrument destiné aux fouilles archéologiques,\npeut également servir à un travail de précision.",67346,92,"An instrument designed for archeological digs,\nit can even be used for delicate movements."
56,2352237180,106306,10,Ruinenarm,105869,16,Brazo de Ruinas,106659,16,Bras des Ruines,104944,9,Ruin Arm,3,Drachma,50,56,50,-1,None,0,3860,112,80,-1,None,0,0,68099,83,"Seltsamer Arm unbekannter Bauart, in den\nRuinen einer alten Stadt zurückgelassen.",67905,95,"Un extraño brazo, de tecnología desconocida,\nolvidado entre las ruinas de una ciudad antigua.",67924,92,Un bras bizarre de technologie inconnue est\nabandonné dans les ruines d'une ancienne cité.,67438,90,"A strange arm, based on unknown technology,\nleft behind in the ruins of an ancient city."
57,2352237192,106316,10,Silberarm,105885,15,Brazo de Plata,106675,14,Bras d'argent,104953,11,Silver Arm,3,Drachma,50,59,53,-1,None,0,13710,190,80,37,Silver,0,-2,68182,89,"Teil eines androiden Soldaten, von der Silver\nCivilization kreiert. Hohe Angriffskraft.",68000,88,Parte de un soldado androide creado por la\nCivilización de Plata. Tiene gran potencia.,68016,85,Partie d'un androïde créé par la civilisation\nd'Argent. Puissant pouvoir d'attaque.,67528,90,Part of an android soldier created by the Silver\nCivilization. Boasts high attack power.
58,2352237204,106326,7,Rapier,105900,8,Estoque,106689,8,Rapière,104964,7,Rapier,4,Enrique,50,60,49,12,Add Silence #2,0,4200,122,95,-1,None,0,0,68271,91,"Dünne, scharfe Klinge, ein Symbol des noblen\nKriegers. Kann bei Feinden Silence bewirken.",68088,93,"Espada fina y afilada, símbolo del guerrero\nnoble. Puede imponer Silencio sobre el enemigo.",68101,97,"Une épée mince mais tranchante, symbole du noble\nguerrier. Peut imposer le Silence aux ennemis.",67618,87,"A thin but sharp blade, a symbol of the noble\nwarrior. Can impose Silence on enemies."
59,2352237212,106333,12,Steinklinge,105908,17,Espada de Piedra,106697,12,Épée Pierre,104971,11,Stoneblade,4,Enrique,50,64,57,13,Add Stone #2,0,9850,171,95,-1,None,0,0,68362,89,Geniale Arbeit vom meisterhaften Schmied Ryu-kan.\nKann Feinde auch zu Stein verwandeln.,68181,97,Una obra genial del maestro creador de espadas\nRyu-kan. También convierte al enemigo en piedra.,68198,94,Un travail de génie par le façonneur d'épée\nRyu-kan. Peut transformer les ennemis en pierre.,67705,88,"A work of genius by the master swordsmith,\nRyu-kan. It can also turn enemies to stone."
60,2352237224,106345,13,Kaiserklinge,105925,16,Espada Imperial,106709,15,Épée Impériale,104982,15,Imperial Blade,4,Enrique,50,63,39,7,Add Silence #1,0,8660,163,95,-1,None,0,0,68451,78,Das Schwert des legitimen Thronanwärters.\nKann bei Feinden Silence bewirken.,68278,84,La espada del heredero legítimo al trono.\nPuede imponer Silencio sobre el enemigo.,68292,78,L'épée de l'héritier légitime du trône.\nPeut imposer le Silence aux ennemis.,67793,80,The sword of the legitimate heir to the throne.\nCan impose Silence on enemies.
61,2352237240,106358,14,Schlangenhieb,105941,16,Golpe Serpiente,106724,16,Epée du Serpent,104997,15,Serpent Strike,4,Enrique,50,65,52,8,Add Stone #1,0,11150,179,95,-1,None,0,0,68529,89,Mächtiges Schwert der Krieger der Silver\nCivilization. Kann Feinde zu Stein verwandeln.,68362,92,Poderosa espada usada por los guerreros de la\nCivilización de Plata. Petrifica al enemigo.,68370,95,Épée puissante des guerriers de la Civilisation\nd'Argent. Peut changer les ennemis en Pierre.,67873,90,A powerful sword worn by warriors of the Silver\nCivilization. Can turn enemies to Stone.
62,2352237256,106372,12,Frostklinge,105957,14,Espada Helada,106740,14,Épée de Glace,105012,11,Frostblade,4,Enrique,50,62,30,14,Add Confusion #4,0,7020,150,95,-1,None,0,0,68618,93,"Eine so scharfe und kalte Klinge, dass man fast\ndaran festfriert. Kann Verwirrung auslösen.",68454,94,Una espada tan afilada y fria que casi entumece\nal tocarla. Provoca Confusion en el enemigo.,68465,91,Épée si aiguisée et si froide qu'elle engourdit\nau toucher. Peut désorienter les ennemis.,67963,87,"A blade so sharp and cold, it is almost numbing\nto the touch. It can Confuse enemies."
63,2352237268,106384,16,Schlummerklinge,105971,17,Espada de Dormir,106754,16,Épée du Sommeil,105023,17,Blade of Slumber,4,Enrique,50,61,4,15,Add Sleep #4,0,5690,138,95,-1,None,0,0,68711,90,"Riesiges Schwert, das in yafutomanischen \nZeremonien benutzt wird; schläfert Feinde ein.",68548,87,Larga espada usada en ceremonias de Yafutoman.\nSu misterioso poder duerme al enemigo.,68556,84,"Une grosse épée utilisée lors des cérémonies\nYafutoman, peut endormir les ennemis.",68050,93,"A large sword used in Yafutoman ceremonies, its\nmysterious powers can put enemies to Sleep."
64,2352237288,106400,14,Gilders Waffe,105988,15,Arma de Gilder,106770,15,Petit revolver,105040,13,Gilder's Own,5,Gilder,50,66,32,-1,None,0,2910,104,100,-1,None,0,0,68801,95,"Eine Schusswaffe, die Gilder schon durch manche\nGefahr half. Klein, aber leicht zu handhaben.",68635,81,Este arma ha sacado a Gilder de muchos aprietos.\nPequeña pero fácil de manejar.,68640,88,Un revolver qui a aidé Gilder à s'en sortir plus\nd'une fois. Petit et facile à manier.,68143,84,"A gun that has gotten Gilder through many a\ntight spot. Small, but easy to handle."
65,2352237304,106414,13,Nasr-Pistole,106003,13,Pistola Nasr,106785,14,Pistolet Nasr,105053,12,Nasr Pistol,5,Gilder,50,67,47,-1,None,0,3520,112,100,33,Red,0,-2,68896,75,"Nachbildung einer Waffe der Royal Guard,\njedoch ohne unnötige Verzierung.",68716,94,"Una réplica del arma usada por la Guardia Real,\npero sin elementos decorativos innecesarios.",68728,92,"Une réplique de l'arme utilisée par la Garde\nRoyale, dénuée de ses décorations superflues.",68227,95,"A replica of the weapon used by the Royal Guard,\nwithout the unnecessary decorative elements."
66,2352237316,106427,15,Kriegerpistole,106016,17,Pistola Guerrera,106799,9,Pistolet,105065,17,Warrior's Pistol,5,Gilder,50,72,69,-1,None,0,10920,176,100,-1,None,0,0,68971,88,Kleine Schusswaffe der alten Krieger. Ihr\nÄußeres verrät nichts von ihrer Schusskraft.,68810,83,Arma pequeña usada por antiguos guerreros.\nSu aspecto inocente oculta gran poder.,68820,98,Petit revolver utilisé par d'anciens guerriers.\nSon apparence dissimule son pouvoir destructeur.,68322,88,A small gun used by ancient warriors. Its\nappearance hides its destructive power well.
67,2352237336,106442,14,Valua-Pistole,106033,15,Pistola Valuan,106808,16,Pistolet Valuan,105082,14,Valuan Pistol,5,Gilder,50,69,66,-1,None,0,8140,160,100,-1,None,0,0,69059,86,Eine von Matrosen umgebaute valuanische Pistole\nmit hoher Schusskraft und Präzision.,68893,94,"Una pistola robada de los Valuan, modificada\npara aumentar su potencia sin restar precisión.",68918,97,"Pistolet Valuan dérobé, modifié par les marins\npour le rendre plus puissant et toujours précis.",68410,94,"A stolen Valuan pistol, modified by sailors to\nincrease power, without sacrificing accuracy."
68,2352237352,106456,16,Schützenpistole,106048,17,Pistola Marksman,106824,17,Arme de Marksman,105096,13,Marksman Gun,5,Gilder,50,71,43,10,Add Death #2,0,3000,100,200,-1,None,0,0,69145,99,"Kleine, von valuanischen Mördern verwendete Pis-\ntole. Bei einem gezielten Schuss sofort tödlich.",68987,96,Pistola pequeña de los asesinos Valuan. Puede\ncausar la muerte instantánea si se apunta bien.,69015,83,Petit pistolet utilisé par les assassins Valuan.\nPeut causer la mort instantanée.,68504,84,A small pistol used by Valuan assassins. Can\ncause instant death with a good shot.
69,2352237368,106472,15,Daccat-Pistole,106065,17,Costumbre Daccat,106841,15,Arme de Daccat,105109,14,Daccat Custom,5,Gilder,50,68,22,9,Add Sleep #3,0,4290,120,100,-1,None,0,0,69244,72,Lange Pistole des legendären Piraten Daccat.\nKann Feinde einschläfern.,69083,93,El legendario Pirata Aéreo Daccat usa esta\npistola larga que hace que el enemigo se duerma.,69098,90,Long pistolet utilisé par le fameux Pirate de\nDaccat. Peut parfois endormir les ennemis.,68588,93,"A long pistol used by the legendary Air Pirate,\nDaccat. Can sometimes put enemies to Sleep."
70,2352237384,106487,15,Gilder-Spezial,106082,16,Especial Gilder,106856,17,L'arme de Gilder,105123,15,Gilder Special,5,Gilder,50,70,31,-1,None,0,9460,168,100,-1,None,0,0,69316,99,Speziell auf Gilders Schusshand angepasste Waffe\nmit unübertroffener Genauigkeit und Schusskraft.,69176,97,Arma hecha especialmente para adaptarse al tacto\nde Gilder. Su potencia y precisión son únicas.,69188,92,Un revolver fabriqué spécialement pour Gilder.\nIl a une précision et une puissance unique.,68681,85,A gun made specifically to fit Gilder's touch.\nIt has unequaled accuracy and power.
71,2352237400,106502,17,Thunfischmachete,106098,16,Sable para Atún,106873,11,Sabre Thon,105138,13,Tuna Cutlass,0,Vyse,100,16,65,-1,None,0,22222,150,0,-1,None,0,0,69415,64,"Spezielle Waffe für Fischer. Sehr schlagkräftig,\naber ungenau.",69273,85,"Un arma especial para pescadores con red.\nTiene gran potencia, pero poca precisión.",69280,77,Un objet destiné aux pêcheurs.\nGrande puissance d'attaque mais peu précise.,68766,83,"A special item for people on the Net.\nBoasts high attack power, but low accuracy."
72,2352237416,106519,13,Wirbelmerang,106114,15,Crea-remolinos,106884,11,Tourbirang,105151,12,Swirlmerang,1,Aika,100,33,61,11,Add Confusion #3,0,11111,100,200,-1,None,0,0,69479,70,Spezielle Waffe für Fischer. Sorgt immer bei\nFeinden für Verwirrung.,69358,86,Un arma especial para gente con red.\nEs perfecta para crear confusión en el enemigo.,69357,77,Un objet destiné aux pêcheurs.\nRéussira toujours à désorienter les ennemis.,68849,81,A special item for people on the Net.\nWill always Confuse enemies without fail.
73,2352237428,106532,10,DUMMYBUKI,106129,10,DUMMYBUKI,106895,10,DUMMYBUKI,105163,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,69549,9,DUMMY\n,69444,9,DUMMY\n,69434,9,DUMMY\n,68930,14,DUMMY\n------
74,2352237428,106542,10,DUMMYBUKI,106139,10,DUMMYBUKI,106905,10,DUMMYBUKI,105173,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,69558,9,DUMMY\n,69453,9,DUMMY\n,69443,9,DUMMY\n,68944,14,DUMMY\n------
75,2352237428,106552,10,DUMMYBUKI,106149,10,DUMMYBUKI,106915,10,DUMMYBUKI,105183,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,69567,9,DUMMY\n,69462,9,DUMMY\n,69452,9,DUMMY\n,68958,14,DUMMY\n------
76,2352237428,106562,10,DUMMYBUKI,106159,10,DUMMYBUKI,106925,10,DUMMYBUKI,105193,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,69576,9,DUMMY\n,69471,9,DUMMY\n,69461,9,DUMMY\n,68972,14,DUMMY\n------
77,2352237428,106572,10,DUMMYBUKI,106169,10,DUMMYBUKI,106935,10,DUMMYBUKI,105203,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,69585,9,DUMMY\n,69480,9,DUMMY\n,69470,9,DUMMY\n,68986,14,DUMMY\n------
78,2352237428,106582,10,DUMMYBUKI,106179,10,DUMMYBUKI,106945,10,DUMMYBUKI,105213,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,69594,9,DUMMY\n,69489,9,DUMMY\n,69479,9,DUMMY\n,69000,14,DUMMY\n------
79,2352237428,106592,10,DUMMYBUKI,106189,10,DUMMYBUKI,106955,10,DUMMYBUKI,105223,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,69603,9,DUMMY\n,69498,9,DUMMY\n,69488,9,DUMMY\n,69014,14,DUMMY\n------
