Entry ID,EU message ID,[DE entry name pos.],[DE entry name size],DE entry name,[ES entry name pos.],[ES entry name size],ES entry name,[FR entry name pos.],[FR entry name size],FR entry name,[GB entry name pos.],[GB entry name size],GB entry name,Occ. flags,[M],[B],[S],Effect ID,[Effect name],Scope ID,[Scope name],Consume%,Retail price in %,Order by prio.,EU order by ABC,Pad. #0,Purchase price,Pad. #1,Pad. #2,Effect value,Element ID,[Element name],Type ID,[Type name],State ID,[State name],Hit%,[DE descr. pos.],[DE descr. size],DE descr. str.,[ES descr. pos.],[ES descr. size],ES descr. str.,[FR descr. pos.],[FR descr. size],FR descr. str.,[GB descr. pos.],[GB descr. size],GB descr. str.
278,0x8c345508,0x1aaac,12,Sylenis Box,0x1a9e4,13,Caja Sylenis,0x1acf8,14,Boîte Sylenis,0x1a55e,12,Sylenis Box,0x2,"",X,"",12,Add Silence,3,One enemy,12,1,35,66,0,600,0,0,0,0,Green,0,Physical,5,Silence,30,0x14508,80,Ein Purple Moon-Magier hat eine Box mit\\nSylenis verzaubert. 7 oder 8 Ladungen.,0x1433a,88,Un mago de la Luna Púrpura ha encantado la caja\\ncon el hechizo Sylenis. 7 u 8 ataques.,0x14498,85,Un Mage de la Lune Mauve a enchanté une boîte\\navec le sort Sylenis. 7 ou 8 charges.,0x14110,87,A mage of the Purple Moon has enchanted a box\\nwith the spell Sylenis. 7 or 8 charges.
279,0x8c345514,0x1aab8,11,Panika Box,0x1a9f1,12,Caja Panika,0x1ad06,13,Boîte Panika,0x1a56a,11,Panika Box,0x2,"",X,"",11,Add Confusion,3,One enemy,24,1,36,39,0,1200,0,0,0,0,Green,0,Physical,4,Confusion,30,0x14558,79,Ein Purple Moon-Magier hat eine Box mit\\nPanika verzaubert. 3 oder 4 Ladungen.,0x14392,87,Un mago de la Luna Púrpura ha encantado la caja\\ncon el hechizo Panika. 3 ó 4 ataques.,0x144ed,84,Un Mage de la Lune Mauve a enchanté une boîte\\navec le sort Panika. 3 ou 4 charges.,0x14167,86,A mage of the Purple Moon has enchanted a box\\nwith the spell Panika. 3 or 4 charges.
280,0x8c345520,0x1aac3,10,Driln Box,0x1a9fd,11,Caja Driln,0x1ad13,12,Boîte Driln,0x1a575,10,Driln Box,0x2,"",X,"",26,Add Weak,3,One enemy,12,1,37,11,0,600,0,0,0,0,Green,0,Physical,8,Weak,50,0x145a7,78,Ein Yellow Moon-Magier hat eine Box mit\\nDriln verzaubert. 7 oder 8 Ladungen.,0x143e9,87,Un mago de la Luna Amarilla ha encantado la caja\\ncon el hechizo Driln. 7 u 8 ataques.,0x14541,83,Un Mage de la Lune Jaune a enchanté une boîte\\navec le sort Driln. 7 ou 8 charges.,0x141bd,85,A mage of the Yellow Moon has enchanted a box\\nwith the spell Driln. 7 or 8 charges.
281,0x8c34552c,0x1aacd,12,Slipara Box,0x1aa08,13,Caja Slipara,0x1ad1f,14,Boîte Slipara,0x1a57f,12,Slipara Box,0x2,"",X,"",9,Add Sleep,4,All enemies,24,1,38,61,0,1200,0,0,0,0,Green,0,Physical,3,Sleep,50,0x145f5,76,Ein Blue Moon-Magier hat eine Box mit\\nSlipara verzaubert. 3 or 4 Ladungen.,0x14440,85,Un mago de la Luna Azul ha encantado la caja\\ncon el hechizo Slipara. 3 ó 4 ataques.,0x14594,86,Un Mage de la Lune Bleue a enchanté une boîte\\navec le sort Slipara. 3 ou 4 attaques.,0x14212,85,A mage of the Blue Moon has enchanted a box\\nwith the spell Slipara. 3 or 4 charges.
282,0x8c345538,0x1aad9,12,Eternum Box,0x1aa15,13,Caja Eternum,0x1ad2d,14,Boîte Eternum,0x1a58b,12,Eternum Box,0x2,"",X,"",6,Add Unconscious + Damage #1,3,One enemy,32,1,39,14,0,3600,0,0,250,5,Silver,1,Magical,49,???,0,0x14641,89,Ein Silver Moon-Magier hat eine Box mit\\nEternum verzaubert. Diese Box ist zerbrechlich!,0x14495,99,Un mago de la Luna de Plata ha encantado la caja\\ncon el hechizo Eternum. !Es una caja muy fragil!,0x145ea,97,Un Mage de la Lune d'Argent a enchanté une boîte\\navec le sort Eternum. Cette boîte est fragile!,0x14267,92,A mage of the Silver Moon has enchanted a box\\nwith the spell Eternum. This box is fragile!
283,0x8c345544,0x1aae5,17,Rune of Ill Omen,0x1aa22,17,Profecía Maldita,0x1ad3b,14,Rune d'Augure,0x1a597,17,Rune of Ill Omen,0x0,"","","",-1,None,0,None,0,100,47,52,0,1000,0,0,0,0,Green,0,Physical,0,Poison,0,0x1469a,59,"Wertvoller Schatz, nach dem Zivilyn Bane in\\nPyrynn sucht.",0x144f8,55,Un valioso tesoro buscado por Zivilyn Bane en\\nPyrynn.,0x1464b,60,Un précieux trésor recherché par Zivilyn Bane\\ndans Pyrynn.,0x142c3,55,A valuable treasure sought by Zivilyn Bane in\\nPyrynn.
284,0x8c345558,0x1aaf6,12,Golden Mask,0x1aa33,15,Máscara Dorada,0x1ad49,12,Masque Doré,0x1a5a8,12,Golden Mask,0x0,"","","",-1,None,0,None,0,100,48,21,0,2000,0,0,0,0,Green,0,Physical,0,Poison,0,0x146d5,58,"Wertvoller Schatz, nach dem Zivilyn Bane in\\nRixis sucht.",0x1452f,54,Un valioso tesoro buscado por Zivilyn Bane en\\nRixis.,0x14687,59,Un précieux trésor recherché par Zivilyn Bane\\ndans Rixis.,0x142fa,54,A valuable treasure sought by Zivilyn Bane in\\nRixis.
285,0x8c345564,0x1ab02,11,Sky Sardis,0x1aa42,15,Sardis Celeste,0x1ad55,7,Sardis,0x1a5b4,11,Sky Sardis,0x4,X,"","",31,Recover HP,1,One character,100,100,58,60,0,1,0,0,1,-1,None,-1,None,0,Poison,0,0x1470f,83,Ein häufig vorkommender Fisch. Dient den\\nden meisten Meeresbewohnern als Nahrung.,0x14565,97,Un pez común del final de la cadena alimenticia.\\nCasi todos los habitantes del oceano lo comen.,0x146c2,67,Poisson banal. La plupart\\ndes habitants de l'océan en consomment.,0x14330,92,A common fish at the bottom of the food chain.\\nThey are fare for most Mid Ocean residents.
286,0x8c345570,0x1ab0d,11,Red Sardis,0x1aa51,12,Sardis Rojo,0x1ad5c,13,Sardis Rouge,0x1a5bf,11,Red Sardis,0x4,X,"","",31,Recover HP,1,One character,100,100,59,47,0,10,0,0,1,-1,None,-1,None,0,Poison,0,0x14762,87,"Ein Fisch, der nicht gut schmeckt, aber\\nwegen seiner feuerroten Schuppen beliebt ist.",0x145c6,89,"Un tipo de pescado que no sabe muy bien,\\npero es valorado por sus escamas rojo intenso.",0x14705,88,"Une sorte de poisson peu ragoûtant, mais\\nqui est prisé pour ses écailles rougeoyantes.",0x1438c,86,"A type of fish that doesn't taste very good,\\nbut is valued for its fiery red scales."
287,0x8c34557c,0x1ab18,12,Flying Fish,0x1aa5d,12,Pez Volador,0x1ad69,15,Poisson Volant,0x1a5ca,12,Flying Fish,0x4,X,"","",31,Recover HP,1,One character,100,100,60,16,0,2,0,0,1,-1,None,-1,None,0,Poison,0,0x147b9,74,"Gewöhnlich nahe des Mid Ocean zu finden.\\nHat dicke, stachelige Schuppen.",0x1461f,77,Suele encontrarse junto al Océano Medio.\\nSus escamas son gruesas y dañinas.,0x1475d,88,Se trouve le plus souvent près de l'océan\\nCentral. A des écailles épaisses et poilues.,0x143e2,63,"Most commonly found near Mid Ocean. Has thick,\\nbarbed scales."
288,0x8c345588,0x1ab24,15,Spiked Sunfish,0x1aa69,12,Pez de púas,0x1ad78,14,Poissonsoleil,0x1a5d6,15,Spiked Sunfish,0x4,X,"","",31,Recover HP,1,One character,100,100,61,64,0,20,0,0,1,-1,None,-1,None,0,Poison,0,0x14803,94,"Sonnenfische schwimmen in Schwärmen, um Raub-\\nfische abzuwehren. Man isst oder verkauft sie.",0x1466c,76,Pez que viaja en grupo para evitar\\nser devorado. Puede comerse o venderse.,0x147b5,88,Le Poissonsoleil voyage en bancs pour\\néviter les prédateurs. A consommmer ou à vendre.,0x14421,91,"Spiked Sunfish travel in schools, in order to\\navoid predators. They can be eaten or sold."
289,0x8c345598,0x1ab33,12,Abirik Cham,0x1aa75,12,Chum Abirik,0x1ad86,12,Abirik Cham,0x1a5e5,12,Abirik Cham,0x4,X,"","",75,Evolve Cupil with Abirik Cham,0,None,100,0,15,0,0,50000,0,0,-1,-2,???,-1,None,0,Poison,0,0x14861,89,"Wenn Cupil einen Abirik Cham frisst, entwickelt\\ner sich zu seiner nächsten Form weiter.",0x146b8,58,"Si Cupil come un chum Abirik,\\nadoptará su próxima forma.",0x1480d,69,"Si Cupil mange un Abirik Cham, il atteindra sa\\nsa forme supérieure.",0x1447c,66,"If Cupil eats an Abirik Cham, he will evolve\\ninto his next form."
290,0x8c3455a4,0x1ab3f,5,Chom,0x1aa81,5,Chom,0x1ad92,5,Chom,0x1a5f1,5,Chom,0x4,X,"","",76,Reset Cupil,0,None,100,1,16,4,0,3000,0,0,-1,-2,???,-1,None,0,Poison,0,0x148ba,79,"Eine verseuchte Art von Cham. Sie bringt Cupil\\ndazu, alle Chams auszuspucken.",0x146f2,83,Es un chum contaminado y hará que Cupil\\nregurguite todos los chums que ha comido.,0x14852,86,Une espèce de Cham contaminé qui fait\\nrégurgiter à Cupil tous les Chams déjà mangés.,0x144be,73,A contaminated form of Cham that causes Cupil\\nto regurgitate all Chams.
291,0x8c3455ac,0x1ab44,12,Gold Pollen,0x1aa86,13,Polen de Oro,0x1ad97,12,Pollen D'or,0x1a5f6,12,Gold Pollen,0x0,"","","",-1,None,0,None,100,100,41,20,0,5000,0,0,0,0,Green,0,Physical,0,Poison,0,0x14909,79,Pollen von den Kanezl Plants nördlich von\\nNasr. Ein teurer Export von Nasrad.,0x14745,96,Polen de las plantas Kanezl que se encuentra al\\nnorte de Nasr. Una exportación cara de Nasrad.,0x148a8,90,Pollen des Plantes Kanezl qui se trouvent au\\nnord de Nasr. Produit d'exportation Nasran.,0x14507,83,Pollen from the Kanezl Plants found north of\\nNasr. An expensive export of Nasrad.
292,0x8c3455b8,0x1ab50,9,Ilchymix,0x1aa93,9,Ilchymix,0x1ada3,9,Ilchymix,0x1a602,9,Ilchymix,0x4,X,"","",51,Recover HP and MP,2,All characters,100,100,46,27,0,400,0,0,10000,-1,None,-1,None,0,Poison,0,0x14958,85,Ilchymis' spezielle Kräutermischung. Dieser\\nTrank stellt HP and MP voll wieder her.,0x147a5,94,Mezcla especial de hierbas hecha por Ilchymis\\nque repone toda la Salud y la Magia del grupo.,0x14902,93,"Un mélange spécial d'herbes d'Ilchymis, cette\\npotion redonnera au groupe tous ses PV et PM.",0x1455a,95,"Ilchymis' special mix of herbs, this amazing\\npotion will fully restore the party's HP and MP."
293,0x8c3455c4,0x1ab59,16,Orb of Serenity,0x1aa9c,14,Esfera Serena,0x1adac,17,Orbe de Sérénité,0x1a60b,16,Orb of Serenity,0x0,"","","",-1,None,0,None,0,100,54,38,0,10000,0,0,0,0,Green,0,Physical,0,Poison,0,0x149ad,59,"Wertvoller Schatz, nach dem Zivilyn Bane in\\nSoltis sucht.",0x14803,55,Un valioso tesoro buscado por Zivilyn Bane en\\nSoltis.,0x1495f,60,Un précieux trésor recherché par Zivilyn Bane\\ndans Soltis.,0x145b9,55,A valuable treasure sought by Zivilyn Bane in\\nSoltis.
294,0x8c3455d4,0x1ab69,13,Kabal Skewer,0x1aaaa,15,Brocheta Kabal,0x1adbd,16,Brochette Kabal,0x1a61b,13,Kabal Skewer,0x6,X,X,"",48,Recover MP,1,One character,100,100,42,28,0,100,0,0,2,-1,None,-1,None,0,Poison,0,0x149e8,94,Traditionelles Nasr-Gericht mit gegrilltem Kabal\\n-Fleisch. Erhöht MP eines Verbündeten um 2.,0x1483a,93,"Plato tradicional de Nasr, con carne de Kabal\\nde brasa. Repone 2 puntos de Magia de aliado.",0x1499b,77,Un plat traditionnel de Nasr avec du Kabal\\ngrillé. Redonne 2 PM à un allié.,0x145f0,84,A traditional Nasr dish featuring grilled Kabal\\nmeat. Restores one ally's MP by 2.
295,0x8c3455e4,0x1ab76,13,Mom's Skewer,0x1aab9,17,Brocheta de mamá,0x1adcd,16,Brochette Maman,0x1a628,13,Mom's Skewer,0x6,X,X,"",49,Recover MP to 100%,1,One character,100,100,43,34,0,200,0,0,100,-1,None,-1,None,0,Poison,0,0x14a46,95,"Shish Kebab, aus den besten Zutaten hergestellt.\\nStellt MP eines Verbündeten voll wieder her.",0x14897,81,Un kebab hecho con los mejores ingredientes.\\nRepone toda la Magia de un aliado.,0x149e8,87,Un shishkebab cuisiné avec les meilleurs\\ningrédients. Redonne à un allié tous ses PM.,0x14644,93,A Kabal Skewer made with only the finest of\\ningredients. Completely restores one ally's MP.
296,0x8c3455f4,0x1ab83,9,Tropica ,0x1aaca,8,Tropica,0x1addd,8,Tropica,0x1a635,9,Tropica ,0x4,X,"","",59,Increase MAXHP,1,One character,100,100,40,68,0,1000,0,0,200,-1,None,-1,None,0,Poison,0,0x14aa5,97,"Sehr seltener Kürbis, der in Ixa'taka vorkommt\\nund die max. HP eines Verbündeten um 200 erhöht.",0x148e8,96,"Calabaza muy difícil de encontrar, de Ixa'taka,\\nque aumenta en 200 la Salud máxima del aliado.",0x14a3f,86,"Une gourde très rare, trouvée à Ixa'taka, qui\\naugmente les PV Max d'un allié de 200.",0x146a1,85,"An extremely rare gourd, found in Ixa'taka,\\nthat increases an ally's Max HP by 200."
297,0x8c345600,0x1ab8c,14,Urala's Lunch,0x1aad2,15,Almuerzo Urala,0x1ade5,14,Repas d'Urala,0x1a63e,14,Urala's Lunch,0x4,X,"","",51,Recover HP and MP,1,One character,100,100,44,70,0,200,0,0,10000,-1,None,-1,None,0,Poison,0,0x14b06,91,"Aus exotischen Zutaten bereitete Mahlzeit, die\\nHP und MP der Gruppe vollständig auffüllt.",0x14948,80,Una comida con ingredientes exóticos que\\nrepone la Salud y la Magia del grupo.,0x14a95,83,Un repas composé d'ingrédients exotiques qui\\nredonne au groupe tous ses PV et PM.,0x146f6,84,A meal made from exotic ingredients that \\nfully replenishes the party's HP and MP.
298,0x8c345610,0x1ab9a,14,Polly Special,0x1aae1,15,Especial Polly,0x1adf3,17,Spécialité Polly,0x1a64c,14,Polly Special,0x4,X,"","",51,Recover HP and MP,1,One character,100,100,45,42,0,200,0,0,10000,-1,None,-1,None,0,Poison,0,0x14b61,93,"Aus seltenen Zutaten bereitete Mahlzeit, die\\ndie HP und MP der Gruppe vollständig auffüllt.",0x14998,80,Una comida con ingredientes exóticos que\\nrepone la Salud y la Magia del grupo.,0x14ae8,79,Un repas composé d'ingrédients rares qui\\nredonne au groupe tous ses PV et PM.,0x1474a,90,A meal made from rare ingredients that fully\\nreplenishes a single character’s HP and MP.
299,0x8c345620,0x1aba8,14,Magillex Idol,0x1aaf0,15,Ídolo Magillex,0x1ae04,15,Idole Magillex,0x1a65a,14,Magillex Idol,0x0,"","","",-1,None,0,None,0,100,55,32,0,25000,0,0,0,0,Green,0,Physical,0,Poison,0,0x14bbe,72,"Eine der drei verschwundenen heiligen Figuren,\\nnach denen Pinta sucht.",0x149e8,63,Una de las tres estatuillas sagradas que Pinta\\nestá buscando.,0x14b37,62,Une des trois figurines sacrées perdues que\\nPinta recherche.,0x147a4,67,One of the three lost sacred figurines that\\nPinta is looking for.
300,0x8c345630,0x1abb6,12,Pharax Idol,0x1aaff,16,Ídolo de Pharax,0x1ae13,13,Idole Pharax,0x1a668,12,Pharax Idol,0x0,"","","",-1,None,0,None,0,100,56,41,0,25000,0,0,0,0,Green,0,Physical,0,Poison,0,0x14c06,72,"Eine der drei verschwundenen heiligen Figuren,\\nnach denen Pinta sucht.",0x14a27,63,Una de las tres estatuillas sagradas que Pinta\\nestá buscando.,0x14b75,62,Une des trois figurines sacrées perdues que\\nPinta recherche.,0x147e7,68,One of the three lost sacred figurines that\\nPinta is looking for. 
301,0x8c34563c,0x1abc2,13,Euconyx Idol,0x1ab0f,17,Ídolo de Euconyx,0x1ae20,14,Idole Euconyx,0x1a674,13,Euconyx Idol,0x0,"","","",-1,None,0,None,0,100,57,15,0,25000,0,0,0,0,Green,0,Physical,0,Poison,0,0x14c4e,72,"Eine der drei verschwundenen heiligen Figuren,\\nnach denen Pinta sucht.",0x14a66,63,Una de las tres estatuillas sagradas que Pinta\\nestá buscando.,0x14bb3,62,Une des trois figurines sacrées perdues que\\nPinta recherche.,0x1482b,68,One of the three lost sacred figurines that\\nPinta is looking for. 
302,0x8c34564c,0x1abcf,6,DUMMY,0x1ab20,6,DUMMY,0x1ae2e,6,DUMMY,0x1a681,6,DUMMY,0x0,"","","",-1,None,0,None,0,0,77,-1,0,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x14c96,9,DUMMY\\n ,0x14aa5,9,DUMMY\\n ,0x14bf1,9,DUMMY\\n ,0x1486f,14,DUMMY\\n------
303,0x8c34564c,0x1abd5,6,DUMMY,0x1ab26,6,DUMMY,0x1ae34,6,DUMMY,0x1a687,6,DUMMY,0x0,"","","",-1,None,0,None,0,0,78,-1,0,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x14c9f,9,DUMMY\\n ,0x14aae,9,DUMMY\\n ,0x14bfa,9,DUMMY\\n ,0x1487d,14,DUMMY\\n------
304,0x8c34564c,0x1abdb,6,DUMMY,0x1ab2c,6,DUMMY,0x1ae3a,6,DUMMY,0x1a68d,6,DUMMY,0x0,"","","",-1,None,0,None,0,0,79,-1,0,0,0,0,0,0,Green,0,Physical,0,Poison,0,0x14ca8,9,DUMMY\\n ,0x14ab7,9,DUMMY\\n ,0x14c03,9,DUMMY\\n ,0x1488b,14,DUMMY\\n------
305,0x8c345654,0x1abe1,12,Drajik Fish,0x1ab32,11,Pez Drajik,0x1ae40,15,Poisson Drajik,0x1a693,12,Drajik Fish,0x0,"","","",-1,None,0,None,100,100,76,9,0,3000,0,0,0,0,Green,0,Physical,0,Poison,0,0x14cb1,95,"Fisch, der seit der Alten Welt als ausgestorben\\ngalt, vor kurzem nahe der Dark Rift entdeckt.",0x14ac0,88,"Pez extinguido desde el Mundo Antiguo, pero\\nse ha descubierto junto a la Gruta Oscura.",0x14c0c,92,"Un poisson soi-disant disparu depuis l'Ancien\\nMonde, découvert près de la Grande crevasse.",0x14899,93,"A fish, believed to be extinct since the Old\\nWorld, recently discovered near the Dark Rift."
306,0x8c345660,0x1abed,9,Kite Ray,0x1ab3d,10,Raya Kite,0x1ae4f,17,Raie Cerf-volant,0x1a69f,9,Kite Ray,0x4,X,"","",31,Recover HP,1,One character,100,100,62,29,0,5,0,0,10,-1,None,-1,None,0,Poison,0,0x14d10,89,"Nahe Valua anzutreffen. Fliegender Fisch,\\nfür seinen ausgezeichneten Geschmack bekannt.",0x14b18,81,Vive junto a la zona de Valua. Es un pez aéreo\\nconocido por su estupendo sabor.,0x14c68,76,"Trouvé près de Valua. Un poisson volant, réputé\\npour sa saveur délicieuse.",0x148f6,65,Found near Valua. An air fish that's known\\nfor its great taste.
307,0x8c34566c,0x1abf6,12,Stealth Ray,0x1ab47,14,Raya Sigilosa,0x1ae60,13,Raie Furtive,0x1a6a8,12,Stealth Ray,0x4,X,"","",31,Recover HP,1,One character,100,100,63,65,0,50,0,0,10,-1,None,-1,None,0,Poison,0,0x14d69,95,"Größerer Rochen, der selten auftritt. Wird für\\nseine Haut, nicht seinen Geschmack, geschätzt.",0x14b69,85,"Raya grande y difícil de pescar. Valorada\\npor sus escamas, más que para el consumo.",0x14cb4,82,"Un raie plus grande, rarement attrapée. Prisée\\npour sa peau plutôt que son goût.",0x14937,76,"A larger ray, rarely caught. Valued for its\\nhide, rather than consumption."
308,0x8c345678,0x1ac02,12,Spear Squid,0x1ab55,14,Calamar Arpón,0x1ae6d,13,Calmar Lance,0x1a6b4,12,Spear Squid,0x4,X,"","",31,Recover HP,1,One character,100,100,64,63,0,30,0,0,1,-1,None,-1,None,0,Poison,0,0x14dc8,84,Diese kleinen Lebewesen halten sich oft in\\nwindigen Gebieten auf. Sie sind essbar.,0x14bbe,86,Estos diminutos seres suelen encontrarse en\\nzonas con bastante viento. No están mal.,0x14d06,98,Ces petites créatures sont souvent trouvées dans\\ndes endroits venteux. Petites mais comestibles.,0x14983,83,"These small creatures are often found in windy\\nareas. They are small, but edible."
309,0x8c345684,0x1ac0e,12,Drill Squid,0x1ab63,12,Drill Squid,0x1ae7a,15,Calmar Perceur,0x1a6c0,12,Drill Squid,0x4,X,"","",31,Recover HP,1,One character,100,100,65,10,0,300,0,0,10,-1,None,-1,None,0,Poison,0,0x14e1c,87,"Größer als ein Speerfisch, ergibt eine akzeptable\\nMahlzeit. Kann roh gegessen werden.",0x14c14,86,"Más grande que el calamar Arpón, constituye\\nuna buena comida. Pueden comerse crudos.",0x14d68,80,"Plus grand qu'un Calmar Lance, peut faire\\nun bon repas et peut être mangé cru.",0x149d6,74,"Larger than a Spear Squid, and can make a\\ndecent meal. Can be eaten raw."
310,0x8c345690,0x1ac1a,6,Grule,0x1ab6f,6,Grule,0x1ae89,6,Grule,0x1a6cc,6,Grule,0x4,X,"","",31,Recover HP,1,One character,100,100,66,23,0,40,0,0,10,-1,None,-1,None,0,Poison,0,0x14e73,95,"Fisch, der nahe der Dark Rift anzutreffen ist.\\nSchmeckt trotz seines Äußeren erstaunlich gut.",0x14c6a,95,"Un pez descubierto junto a la Gruta Oscura. A\\npesar de su grotesco aspecto, tiene buen sabor.",0x14db8,90,Un poisson trouvé près de la Grande crevasse.\\nD'apparence grotesque mais très savoureux.,0x14a20,91,"A fish found near the Dark Rift. Despite its\\ngrotesque appearance, it tastes pretty good."
311,0x8c345698,0x1ac20,14,Rainbow Grule,0x1ab75,15,Grule Arcoiris,0x1ae8f,14,Grule colorée,0x1a6d2,14,Rainbow Grule,0x4,X,"","",31,Recover HP,1,One character,100,100,67,45,0,400,0,0,50,-1,None,-1,None,0,Poison,0,0x14ed2,94,"Fisch, der zum Fangen kleinerer Fische einen\\nleuchtenden Fangarm benutzt. Schmeckt köstlich.",0x14cc9,90,Pez que usa un tentáculo luminoso como cebo\\npara atrapar peces pequenos. Son deliciosos.,0x14e12,97,Poisson qui utilise une tentacule brillante pour\\nattirer les petits poissons. Il est délicieux.,0x14a7b,96,A fish that uses a glowing tentacle as a lure\\nto catch smaller fish. These fish are delicious.
312,0x8c3456a8,0x1ac2e,9,Moonfish,0x1ab84,10,Pez Lunar,0x1ae9d,12,Poissonlune,0x1a6e0,9,Moonfish,0x4,X,"","",31,Recover HP,1,One character,100,100,68,36,0,150,0,0,10,-1,None,-1,None,0,Poison,0,0x14f30,84,Sein Körper ist durchsichtig weiß. Er tritt\\nin großen Höhen auf und schmeckt fade.,0x14d23,74,Su cuerpo es traslúcido. Vive en latitudes altas\\ny tiene un sabor suave.,0x14e73,78,Son corps est translucide. On le trouve en\\nhaute altitude et a un goût fade.,0x14adb,87,"Its body is a translucent white. It's found at\\nhigh altitudes, and has a bland taste."
313,0x8c3456b4,0x1ac37,11,Silverfish,0x1ab8e,13,Pez de Plata,0x1aea9,17,Poisson d'argent,0x1a6e9,11,Silverfish,0x4,X,"","",31,Recover HP,1,One character,100,100,69,59,0,1500,0,0,500,-1,None,-1,None,0,Poison,0,0x14f84,77,Ein seltener Fisch in großen Höhen über dem\\nMid Ocean. Sehr hoher Nährwert.,0x14d6d,96,Pez muy raro que vive en latitudes altas sobre\\nel Océano Medio. Tiene un gran valor nutritivo.,0x14ec1,98,Poisson rare trouvé en haute altitude au-dessus\\nde l'Océan Central. Forte teneur nutritionnelle.,0x14b32,86,A rare fish found at high altitudes above Mid\\nOcean. Very high in nutritional value.
314,0x8c3456c0,0x1ac42,13,Romuhai Fish,0x1ab9b,12,Pez Romuhai,0x1aeba,16,Poisson Romuhai,0x1a6f4,13,Romuhai Fish,0x4,X,"","",31,Recover HP,1,One character,100,100,70,51,0,100,0,0,50,-1,None,-1,None,0,Poison,0,0x14fd1,95,"Hat Flossen, die wie Flügel aussehen. Im Osten\\ngewöhnlich roh gegessen oder in Brühe gekocht.",0x14dcd,96,Tiene aletas en forma de alas. En zonas del este\\nse suele comer crudo o cocinarse en un caldo.,0x14f23,94,"Ses nageoires ressemblent à des ailes. Souvent\\nmangé cru dans l'Est, ou cuisiné en bouillon.",0x14b88,84,"Has fins that look like wings. Commonly eaten in\\nthe East raw, or cooked in broth."
315,0x8c3456d0,0x1ac4f,13,Hamahai Fish,0x1aba7,12,Pez Hamahai,0x1aeca,16,Poisson Hamahai,0x1a701,13,Hamahai Fish,0x4,X,"","",31,Recover HP,1,One character,100,100,71,24,0,1000,0,0,100,-1,None,-1,None,0,Poison,0,0x15030,96,"Auf Höhen über yafutoma anzutreffen. Als Deli-\\nkatesse geschätzt, nicht viel davon ist essbar.",0x14e2d,89,"Vive en latitudes altas, sobre Yafutoma. Se\\nconsidera un manjar, pero tiene poca carne.",0x14f81,95,Trouvé en haute altitude au-dessus de Yafutoma.\\nUne partie de ce mets délicat est comestible.,0x14bdc,93,"Found at high altitudes above Yafutoma. Prized\\nas a delicacy, but not much of it is edible."
316,0x8c3456e0,0x1ac5c,11,Nerath Eel,0x1abb3,15,Anguila Nerath,0x1aeda,16,Anguille Nerath,0x1a70e,11,Nerath Eel,0x4,X,"","",31,Recover HP,1,One character,100,100,72,37,0,80,0,0,10,-1,None,-1,None,0,Poison,0,0x15090,89,"Aal, der in dunklen Gefilden, unter Wolken oder\\nKontinenten zu finden ist. Kaum essbar.",0x14e86,90,"Esta anguila vive en zonas oscuras, debajo de\\nnubes y continentes. Apenas es comestible.",0x14fe0,96,"Une anguille trouvée dans des endroits sombres,\\nsous les nuages ou continents. Peu comestible.",0x14c39,72,"An eel found in dark areas, under clouds or\\ncontinents. Barely edible."
317,0x8c3456ec,0x1ac67,17,Great Nerath Eel,0x1abc2,12,Gran Nerath,0x1aeea,16,Grande Anguille,0x1a719,17,Great Nerath Eel,0x4,X,"","",31,Recover HP,1,One character,100,100,73,22,0,800,0,0,1,-1,None,-1,None,0,Poison,0,0x150e9,74,"Ein großer Nerath-Aal. Gut für jemanden,\\nder einen Energieschub braucht.",0x14ee0,97,Una anguila Nerath que ha vivido durante años.\\nBuena para quien necesite comer algo energético.,0x15040,87,Anguille Nerath qui existe depuis toujours.\\nIdéal pour ceux qui ont besoin d'énergie.,0x14c81,86,A Nerath Eel that has lived for years.\\nGood food for those who need an energy boost.
318,0x8c345700,0x1ac78,11,Red Dragon,0x1abce,12,Dragón Rojo,0x1aefa,13,Dragon Rouge,0x1a72a,11,Red Dragon,0x4,X,"","",31,Recover HP,1,One character,100,100,74,46,0,200,0,0,50,-1,None,-1,None,0,Poison,0,0x15133,81,Über diese seltene Kreatur ist wenig bekannt.\\nIhr Fleisch ist eine Delikatesse.,0x14f41,70,Se sabe muy poco sobre esta extraña criatura.\\nSu carne es un manjar.,0x15097,73,Cette créature rare est très peu connue.\\nSa viande est un mets délicat.,0x14cd7,72,Very little is known about this rare creature.\\nIts meat is a delicacy.
319,0x8c34570c,0x1ac83,12,Gold Dragon,0x1abda,14,Dragón de Oro,0x1af07,12,Dragon D'or,0x1a735,12,Gold Dragon,0x4,X,"","",31,Recover HP,1,One character,100,100,75,19,0,2000,0,0,100,-1,None,-1,None,0,Poison,0,0x15184,94,"Eine äußerst rare Kreatur. Reiche Leute würden\\nSäcke voller Gold bezahlen, um sie anzusehen.",0x14f87,75,Un espécimen muy difícil de encontrar.\\nLos ricos pagarían sólo por verlo.,0x150e0,90,Une créature extrêmement rare. Les gens aisés\\npaieraient une fortune juste pour la voir.,0x14d1f,85,An extremely rare creature. The wealthy would \\npay bags of gold just to look at it.
