Entry ID,Entry Name,ENGLISH.SOT,FRENCH.SOT,GERMAN.SOT,SPANISH.SOT
152,guildMsgTbl,"A chimney-like rocky
mountain with a hollow
center, rising up from
the Great Cloud Sea. From
the depths of the pit, it
is said that a woman's
weeping can be heard in
the wind. Could this be
the mythical entrance to
the land of the dead?","A chimney-like rocky
mountain with a hollow
center, rising up from
the Great Cloud Sea. From
the depths of the pit, it
is said that a woman's
weeping can be heard in
the wind. Could this be
the mythical entrance to
the land of the dead?","A chimney-like rocky
mountain with a hollow
center, rising up from
the Great Cloud Sea. From
the depths of the pit, it
is said that a woman's
weeping can be heard in
the wind. Could this be
the mythical entrance to
the land of the dead?","Head east from Dangral Island. It looks
just like it sounds, so you'll spot it easily."
153,guildMsgTbl,"Everyone said monsters live beyond the end of
the world… but… the two ends were connected!","Everyone said monsters live beyond the end of
the world… but… the two ends were connected!","Everyone said monsters live beyond the end of
the world… but… the two ends were connected!","Sounds pretty creepy?This is just a guess, but
I'm guessing it's somewhere pretty low."
154,guildMsgTbl,"I guess people have always wondered what's
beyond the edge of the world…","I guess people have always wondered what's
beyond the edge of the world…","I guess people have always wondered what's
beyond the edge of the world…","A chimney-like rocky
mountain with a hollow
center, rising up from
the Great Cloud Sea. From
the depths of the pit, it
is said that a woman's
weeping can be heard in
the wind. Could this be
the mythical entrance to
the land of the dead?"
155,guildMsgTbl,"Until now, no one knew
what lay beyond the end of
the world, and it was
commonly thought to be a
long, turbulent drop into
nothingness. But after the
Blue Rogue Vyse returned
from his voyage around the
world, it became known
that the world was round.","Until now, no one knew
what lay beyond the end of
the world, and it was
commonly thought to be a
long, turbulent drop into
nothingness. But after the
Blue Rogue Vyse returned
from his voyage around the
world, it became known
that the world was round.","Until now, no one knew
what lay beyond the end of
the world, and it was
commonly thought to be a
long, turbulent drop into
nothingness. But after the
Blue Rogue Vyse returned
from his voyage around the
world, it became known
that the world was round.","Everyone said monsters live beyond the end of
the world?but?the two ends were connected!"
156,guildMsgTbl,"Far south of South Ocean, under the Purple Moon…
that's where the frozen continent is.","Far south of South Ocean, under the Purple Moon…
that's where the frozen continent is.","Far south of South Ocean, under the Purple Moon…
that's where the frozen continent is.","I guess people have always wondered what's
beyond the edge of the world"
157,guildMsgTbl,"Far south of South Ocean… they say that's where
the legendary continent is.","Far south of South Ocean… they say that's where
the legendary continent is.","Far south of South Ocean… they say that's where
the legendary continent is.","Until now, no one knew
what lay beyond the end of
the world, and it was
commonly thought to be a
long, turbulent drop into
nothingness. But after the
Blue Rogue Vyse returned
from his voyage around the
world, it became known
that the world was round."
158,guildMsgTbl,"A frozen continent,
sleeping quietly under the
light of the Purple Moon.
Ancient legends and myths
speak of it as a land of
the dead, but its true
nature remained unknown
until its discovery by
Vyse, the Blue Rogue.","A frozen continent,
sleeping quietly under the
light of the Purple Moon.
Ancient legends and myths
speak of it as a land of
the dead, but its true
nature remained unknown
until its discovery by
Vyse, the Blue Rogue.","A frozen continent,
sleeping quietly under the
light of the Purple Moon.
Ancient legends and myths
speak of it as a land of
the dead, but its true
nature remained unknown
until its discovery by
Vyse, the Blue Rogue.","Far south of South Ocean, under the Purple Moon?n"
159,guildMsgTbl,"The object of many a sailor's dreams… it's to
the East, beyond the Dark Rift.","The object of many a sailor's dreams… it's to
the East, beyond the Dark Rift.","The object of many a sailor's dreams… it's to
the East, beyond the Dark Rift.",that's where the frozen continent is.
160,guildMsgTbl,"The object of many a sailor's dreams… they say
it's to the east, beyond the Dark Rift.","The object of many a sailor's dreams… they say
it's to the east, beyond the Dark Rift.","The object of many a sailor's dreams… they say
it's to the east, beyond the Dark Rift.","Far south of South Ocean?they say that's where
the legendary continent is."
161,guildMsgTbl,"Ancient legends speak of
Yafutoma as a mythical
land to the east, covered
in gold and populated by a
proud, polite people. Cut
off from the world by
dangerous currents, it has
developed a distinctive
culture. First discovered
by Vyse, the Blue Rogue.","Ancient legends speak of
Yafutoma as a mythical
land to the east, covered
in gold and populated by a
proud, polite people. Cut
off from the world by
dangerous currents, it has
developed a distinctive
culture. First discovered
by Vyse, the Blue Rogue.","Ancient legends speak of
Yafutoma as a mythical
land to the east, covered
in gold and populated by a
proud, polite people. Cut
off from the world by
dangerous currents, it has
developed a distinctive
culture. First discovered
by Vyse, the Blue Rogue.","A frozen continent,
sleeping quietly under the
light of the Purple Moon.
Ancient legends and myths
speak of it as a land of
the dead, but its true
nature remained unknown
until its discovery by
Vyse, the Blue Rogue."
162,guildMsgTbl,"Near the Land of Ice, there's floating masses of
ice called icebergs. It's in one of those.","Near the Land of Ice, there's floating masses of
ice called icebergs. It's in one of those.","Near the Land of Ice, there's floating masses of
ice called icebergs. It's in one of those.","The object of many a sailor's dreams?it's to
the East, beyond the Dark Rift."
163,guildMsgTbl,"If it's frozen, it must be in the Lands of
Ice. Look for a place where your compass spins.","If it's frozen, it must be in the Lands of
Ice. Look for a place where your compass spins.","If it's frozen, it must be in the Lands of
Ice. Look for a place where your compass spins.","The object of many a sailor's dreams?they say
it's to the east, beyond the Dark Rift."
164,guildMsgTbl,"A giant, furry animal,
perfectly preserved in ice
for more than 20,000 years.
It is unknown how the
creature came to be frozen
here - perhaps it fell
into a crack in a glacier
while chasing its prey, or
was instantly frozen in
some catastrophe.","A giant, furry animal,
perfectly preserved in ice
for more than 20,000 years.
It is unknown how the
creature came to be frozen
here - perhaps it fell
into a crack in a glacier
while chasing its prey, or
was instantly frozen in
some catastrophe.","A giant, furry animal,
perfectly preserved in ice
for more than 20,000 years.
It is unknown how the
creature came to be frozen
here - perhaps it fell
into a crack in a glacier
while chasing its prey, or
was instantly frozen in
some catastrophe.","Ancient legends speak of
Yafutoma as a mythical
land to the east, covered
in gold and populated by a
proud, polite people. Cut
off from the world by
dangerous currents, it has
developed a distinctive
culture. First discovered
by Vyse, the Blue Rogue."
165,guildMsgTbl,"I hear it flies in a circle along the sky rifts
around the Dark Rift.","I hear it flies in a circle along the sky rifts
around the Dark Rift.","I hear it flies in a circle along the sky rifts
around the Dark Rift.","Near the Land of Ice, there's floating masses of
ice called icebergs. It's in one of those."
166,guildMsgTbl,"It's been sighted flying at high altitudes,
floating near a sky rift…","It's been sighted flying at high altitudes,
floating near a sky rift…","It's been sighted flying at high altitudes,
floating near a sky rift…","If it's frozen, it must be in the Lands of
Ice. Look for a place where your compass spins."
167,guildMsgTbl,"An unmanned shipwreck that
continues to wander the
skies. Many sailors tell
of a ghost ship that
appeared suddenly from the
fog. Some claim that it
was once the ship of the
great Air Pirate Daccat,
but no evidence has been
found to support it.","An unmanned shipwreck that
continues to wander the
skies. Many sailors tell
of a ghost ship that
appeared suddenly from the
fog. Some claim that it
was once the ship of the
great Air Pirate Daccat,
but no evidence has been
found to support it.","An unmanned shipwreck that
continues to wander the
skies. Many sailors tell
of a ghost ship that
appeared suddenly from the
fog. Some claim that it
was once the ship of the
great Air Pirate Daccat,
but no evidence has been
found to support it.","A giant, furry animal,
perfectly preserved in ice
for more than 20,000 years.
It is unknown how the
creature came to be frozen
here - perhaps it fell
into a crack in a glacier
while chasing its prey, or
was instantly frozen in
some catastrophe."
168,guildMsgTbl,"It's a huge ruin that stands in the middle of
the Nasr desert.","It's a huge ruin that stands in the middle of
the Nasr desert.","It's a huge ruin that stands in the middle of
the Nasr desert.","I hear it flies in a circle along the sky rifts
around the Dark Rift."
169,guildMsgTbl,"They say there's a mysterious building in the
middle of the desert in the Nasr Kingdom.","They say there's a mysterious building in the
middle of the desert in the Nasr Kingdom.","They say there's a mysterious building in the
middle of the desert in the Nasr Kingdom.","It's been sighted flying at high altitudes,
floating near a sky rift"
170,guildMsgTbl,"A stone building thought
to have been created by an
ancient dynasty. The
stonework and construction
demonstrate a high level
of technology for that
period, but no clues are
left that point to the
purpose behind these huge
creations.","A stone building thought
to have been created by an
ancient dynasty. The
stonework and construction
demonstrate a high level
of technology for that
period, but no clues are
left that point to the
purpose behind these huge
creations.","A stone building thought
to have been created by an
ancient dynasty. The
stonework and construction
demonstrate a high level
of technology for that
period, but no clues are
left that point to the
purpose behind these huge
creations.","An unmanned shipwreck that
continues to wander the
skies. Many sailors tell
of a ghost ship that
appeared suddenly from the
fog. Some claim that it
was once the ship of the
great Air Pirate Daccat,
but no evidence has been
found to support it."
171,guildMsgTbl,"It's at low altitude, near the Vortex. Maybe
it's a relic of an ancient civilization…","It's at low altitude, near the Vortex. Maybe
it's a relic of an ancient civilization…","It's at low altitude, near the Vortex. Maybe
it's a relic of an ancient civilization…","It's a huge ruin that stands in the middle of
the Nasr desert."
172,guildMsgTbl,"I heard from some Valuan deserters that they saw
something low, near the Vortex. ","I heard from some Valuan deserters that they saw
something low, near the Vortex. ","I heard from some Valuan deserters that they saw
something low, near the Vortex. ","They say there's a mysterious building in the
middle of the desert in the Nasr Kingdom."
173,guildMsgTbl,"An odd-looking ship whose
origins remain a complete
mystery. The fluid design
and strange metals used in
its hull have led to
theories of a ship built
on another world, and some
even go so far as to say
that it travelled through
areas without air.","An odd-looking ship whose
origins remain a complete
mystery. The fluid design
and strange metals used in
its hull have led to
theories of a ship built
on another world, and some
even go so far as to say
that it travelled through
areas without air.","An odd-looking ship whose
origins remain a complete
mystery. The fluid design
and strange metals used in
its hull have led to
theories of a ship built
on another world, and some
even go so far as to say
that it travelled through
areas without air.","A stone building thought
to have been created by an
ancient dynasty. The
stonework and construction
demonstrate a high level
of technology for that
period, but no clues are
left that point to the
purpose behind these huge
creations."
174,guildMsgTbl,"In north Ixa'taka, find an area inside the sky
rifts and stone reefs where the sky turns dark…","In north Ixa'taka, find an area inside the sky
rifts and stone reefs where the sky turns dark…","In north Ixa'taka, find an area inside the sky
rifts and stone reefs where the sky turns dark…","It's at low altitude, near the Vortex. Maybe
it's a relic of an ancient civilization"
175,guildMsgTbl,"There's a place in north Ixa'taka surrounded by
sky rifts and stone reefs. Above there…","There's a place in north Ixa'taka surrounded by
sky rifts and stone reefs. Above there…","There's a place in north Ixa'taka surrounded by
sky rifts and stone reefs. Above there…","I heard from some Valuan deserters that they saw
something low, near the Vortex. "
176,guildMsgTbl,"The only place in the
world where a lunar
eclipse can be observed at
predictable intervals.
Eclipses where a golden
ring can be seen around
the Moon are seen as good
omens, and complete ec-
lipses are said to portent
an impending disaster.","The only place in the
world where a lunar
eclipse can be observed at
predictable intervals.
Eclipses where a golden
ring can be seen around
the Moon are seen as good
omens, and complete ec-
lipses are said to portent
an impending disaster.","The only place in the
world where a lunar
eclipse can be observed at
predictable intervals.
Eclipses where a golden
ring can be seen around
the Moon are seen as good
omens, and complete ec-
lipses are said to portent
an impending disaster.","An odd-looking ship whose
origins remain a complete
mystery. The fluid design
and strange metals used in
its hull have led to
theories of a ship built
on another world, and some
even go so far as to say
that it travelled through
areas without air."
177,guildMsgTbl,"It's on an island north of Yafutoma. I hear it's
pretty well known among the locals.","It's on an island north of Yafutoma. I hear it's
pretty well known among the locals.","It's on an island north of Yafutoma. I hear it's
pretty well known among the locals.","In north Ixa'taka, find an area inside the sky
rifts and stone reefs where the sky turns dark"
178,guildMsgTbl,"Apparently that name shows up in more than one
Yafutoman history book…","Apparently that name shows up in more than one
Yafutoman history book…","Apparently that name shows up in more than one
Yafutoman history book…","There's a place in north Ixa'taka surrounded by
sky rifts and stone reefs. Above there"
179,guildMsgTbl,"This tree is revered by
the Yafutomans. In one of
their ancient scriptures,
it says that he who
climbs to the top of this
tree will someday conquer
the world. The tree is now
2,000 years old. To this
day, no one has ever made
it to the top.","This tree is revered by
the Yafutomans. In one of
their ancient scriptures,
it says that he who
climbs to the top of this
tree will someday conquer
the world. The tree is now
2,000 years old. To this
day, no one has ever made
it to the top.","This tree is revered by
the Yafutomans. In one of
their ancient scriptures,
it says that he who
climbs to the top of this
tree will someday conquer
the world. The tree is now
2,000 years old. To this
day, no one has ever made
it to the top.","The only place in the
world where a lunar
eclipse can be observed at
predictable intervals.
Eclipses where a golden
ring can be seen around
the Moon are seen as good
omens, and complete ec-
lipses are said to portent
an impending disaster."
180,guildMsgTbl,"It's on an island straight south from Yafutoma,
near the Dark Rift.","It's on an island straight south from Yafutoma,
near the Dark Rift.","It's on an island straight south from Yafutoma,
near the Dark Rift.","It's on an island north of Yafutoma. I hear it's
pretty well known among the locals."
181,guildMsgTbl,"I hear it's in an area past the Dark Rift, on
the Yafutoman side.","I hear it's in an area past the Dark Rift, on
the Yafutoman side.","I hear it's in an area past the Dark Rift, on
the Yafutoman side.","Apparently that name shows up in more than one
Yafutoman history book"
182,guildMsgTbl,"Although this bird builds
its nests in rock faces,
for some reason they
always travel northwards
to human civilizations to
raise their young. That is
why sailors have learned
to recognize these nests
as signs that a human
city is nearby.","Although this bird builds
its nests in rock faces,
for some reason they
always travel northwards
to human civilizations to
raise their young. That is
why sailors have learned
to recognize these nests
as signs that a human
city is nearby.","Although this bird builds
its nests in rock faces,
for some reason they
always travel northwards
to human civilizations to
raise their young. That is
why sailors have learned
to recognize these nests
as signs that a human
city is nearby.","This tree is revered by
the Yafutomans. In one of
their ancient scriptures,
it says that he who
climbs to the top of this
tree will someday conquer
the world. The tree is now
2,000 years old. To this
day, no one has ever made
it to the top."
183,guildMsgTbl,"Go through the Dark Rift to Yafutoma, and you
can't miss it.","Go through the Dark Rift to Yafutoma, and you
can't miss it.","Go through the Dark Rift to Yafutoma, and you
can't miss it.","It's on an island straight south from Yafutoma,
near the Dark Rift."
184,guildMsgTbl,"I hear it's in an area past the Dark Rift, on
the Yafutoman side.","I hear it's in an area past the Dark Rift, on
the Yafutoman side.","I hear it's in an area past the Dark Rift, on
the Yafutoman side.","I hear it's in an area past the Dark Rift, on
the Yafutoman side."
185,guildMsgTbl,"A massive fortress built
by an ancient Yafutoman
king. Rather than as a
form of defense, the walls
were said to have been
built so that lookouts
could spot enemy ships
before they got too close
to the city they were
trying to defend.","A massive fortress built
by an ancient Yafutoman
king. Rather than as a
form of defense, the walls
were said to have been
built so that lookouts
could spot enemy ships
before they got too close
to the city they were
trying to defend.","A massive fortress built
by an ancient Yafutoman
king. Rather than as a
form of defense, the walls
were said to have been
built so that lookouts
could spot enemy ships
before they got too close
to the city they were
trying to defend.","Although this bird builds
its nests in rock faces,
for some reason they
always travel northwards
to human civilizations to
raise their young. That is
why sailors have learned
to recognize these nests
as signs that a human
city is nearby."
186,guildMsgTbl,"It's just south of South Ocean. I hear it's a
beautiful place…","It's just south of South Ocean. I hear it's a
beautiful place…","It's just south of South Ocean. I hear it's a
beautiful place…","Go through the Dark Rift to Yafutoma, and you
can't miss it."
187,guildMsgTbl,"There's a strange-shaped island south of South
Ocean…","There's a strange-shaped island south of South
Ocean…","There's a strange-shaped island south of South
Ocean…","I hear it's in an area past the Dark Rift, on
the Yafutoman side."
188,guildMsgTbl,"A mysterious, cross-shaped
island. The building that
sits atop it is said to be
a remnant of the Purple
Civilization. Legends say
that the long arm of the
cross points toward the
location of that 
civilization, but no one
has ever confirmed it.","A mysterious, cross-shaped
island. The building that
sits atop it is said to be
a remnant of the Purple
Civilization. Legends say
that the long arm of the
cross points toward the
location of that 
civilization, but no one
has ever confirmed it.","A mysterious, cross-shaped
island. The building that
sits atop it is said to be
a remnant of the Purple
Civilization. Legends say
that the long arm of the
cross points toward the
location of that 
civilization, but no one
has ever confirmed it.","A massive fortress built
by an ancient Yafutoman
king. Rather than as a
form of defense, the walls
were said to have been
built so that lookouts
could spot enemy ships
before they got too close
to the city they were
trying to defend."
189,guildMsgTbl,"It's high above Nasrad. I hear it's some relic
from some ancient civilization…","It's high above Nasrad. I hear it's some relic
from some ancient civilization…","It's high above Nasrad. I hear it's some relic
from some ancient civilization…","It's just south of South Ocean. I hear it's a
beautiful place"
190,guildMsgTbl,"I hear there's some shiny and metal floating
above Nasrad…","I hear there's some shiny and metal floating
above Nasrad…","I hear there's some shiny and metal floating
above Nasrad…","There's a strange-shaped island south of South
Ocean"
191,guildMsgTbl,"A strange object said to
be launched by the ancient
civilization of the Red
Moon. Its purpose has been
long forgotten, but
legends say that its Eye
could see the entire
world. Even now, sailors
navigate by its rhythmic
flashing light.","A strange object said to
be launched by the ancient
civilization of the Red
Moon. Its purpose has been
long forgotten, but
legends say that its Eye
could see the entire
world. Even now, sailors
navigate by its rhythmic
flashing light.","A strange object said to
be launched by the ancient
civilization of the Red
Moon. Its purpose has been
long forgotten, but
legends say that its Eye
could see the entire
world. Even now, sailors
navigate by its rhythmic
flashing light.","A mysterious, cross-shaped
island. The building that
sits atop it is said to be
a remnant of the Purple
Civilization. Legends say
that the long arm of the
cross points toward the
location of that 
civilization, but no one
has ever confirmed it."
192,guildMsgTbl,"","","","It's high above Nasrad. I hear it's some relic
from some ancient civilization"
193,guildMsgTbl,"","","","I hear there's some shiny and metal floating
above Nasrad"
194,guildMsgTbl,"","","","A strange object said to
be launched by the ancient
civilization of the Red
Moon. Its purpose has been
long forgotten, but
legends say that its Eye
could see the entire
world. Even now, sailors
navigate by its rhythmic
flashing light."
0,IslandTbl,   Pirate Isle  ,   Île Pirate   ,   Pirate Isle  ,   Pirate Isle  
1,IslandTbl, Shrine Island  ,  Île du Temple , Shrine Island  , Shrine Island  
2,IslandTbl,Sailors' Island , Île des Marins ,Sailors' Island ,Sailors' Island 
3,IslandTbl,     Maramba    ,     Maramba    ,     Maramba    ,     Maramba    
4,IslandTbl,Temple of Pyrynn,Temple de Pyrynn,Temple of Pyrynn,Temple of Pyrynn
5,IslandTbl,     Horteka    ,     Horteka    ,     Horteka    ,     Horteka    
6,IslandTbl, Moon Stone Mtn.,Mont Pierre Lune, Moon Stone Mtn., Moon Stone Mtn.
7,IslandTbl, King's Hideout , La Hutte du Roi, King's Hideout , King's Hideout 
8,IslandTbl,     Rixis      ,     Rixis      ,     Rixis      ,     Rixis      
9,IslandTbl,  Maw of Tartas ,Bouche de Tartas,  Maw of Tartas ,  Maw of Tartas 
10,IslandTbl,     Nasrad     ,     Nasrad     ,     Nasrad     ,     Nasrad     
11,IslandTbl, Daccat's Island,  Île de Daccat , Daccat's Island, Daccat's Island
12,IslandTbl,  Crescent Isle ,  Île Croissant ,  Crescent Isle ,  Crescent Isle 
13,IslandTbl,    Esparanza   ,    Esparanza   ,    Esparanza   ,    Esparanza   
14,IslandTbl,Lower City Valua,  Le bas Valua  ,Lower City Valua,Lower City Valua
15,IslandTbl,   Mount Kazai  ,   Mont Kazai   ,   Mount Kazai  ,   Mount Kazai  
16,IslandTbl,  Tenkou Island ,   Île Tenkou   ,  Tenkou Island ,  Tenkou Island 
17,IslandTbl,  Ruins of Ice  , Ruines de Glace,  Ruins of Ice  ,  Ruins of Ice  
18,IslandTbl,  Maw of Tartas ,Bouche de Tartas,  Maw of Tartas ,  Maw of Tartas 
19,IslandTbl,   The Vortex   ,    Le Vortex   ,   The Vortex   ,   The Vortex   
20,IslandTbl,  The Dark Rift ,  Le Récif Noir ,  The Dark Rift ,  The Dark Rift 
21,IslandTbl,  The Dark Rift ,  Le Récif Noir ,  The Dark Rift ,  The Dark Rift 
22,IslandTbl,  Dangral Island,   Île Dangral  ,  Dangral Island,  Dangral Island
23,IslandTbl,     Yafutoma   ,    Yafutoma    ,     Yafutoma   ,     Yafutoma   
24,IslandTbl,     Yafutoma   ,    Yafutoma    ,     Yafutoma   ,     Yafutoma   
25,IslandTbl,     Yafutoma   ,    Yafutoma    ,     Yafutoma   ,     Yafutoma   
26,IslandTbl,Ilchymis' Island, Île d'Ilchymis ,Ilchymis' Island,Ilchymis' Island
27,IslandTbl,Ryu-kan's Island, Île de Ryu-kan ,Ryu-kan's Island,Ryu-kan's Island
28,IslandTbl,  Gordo's Bistro, Bistro de Gordo,  Gordo's Bistro,  Gordo's Bistro
29,IslandTbl, Hamachou Island,  Île Hamachou  , Hamachou Island, Hamachou Island
30,IslandTbl,  Ruins of Ice  , Ruines de Glace,  Ruins of Ice  ,  Ruins of Ice  
31,IslandTbl,      Rixis     ,      Rixis     ,      Rixis     ,      Rixis     
32,IslandTbl, Tenkou Island  ,   Île Tenkou   , Tenkou Island  , Tenkou Island  
33,IslandTbl, Tenkou Island  ,   Île Tenkou   , Tenkou Island  , Tenkou Island  
34,IslandTbl, Maw of Tartas  ,Bouche de Tartas, Maw of Tartas  , Maw of Tartas  
35,IslandTbl, Shrine Island  ,  Île du Temple , Shrine Island  , Shrine Island  
0,sotBtlEnd,Lv,Lv,Lv,Lv
1,sotBtlEnd,Total Exp.,Total Exp.,Total Exp.,Total Exp.
2,sotBtlEnd,Next,Next,Next,Next
3,sotBtlEnd, was learned!, was learned!, was learned!, was learned!
0,KdiskChgMsg,"Please insert Disc 1 and press any
button to continue playing.","Please insert Disc 1 and press any
button to continue playing.","Please insert Disc 1 and press any
button to continue playing.","Please insert Disc 1 and press any
button to continue playing."
1,KdiskChgMsg,"Please open the disc door of your
Dreamcast and switch Disc 1 and Disc 2
of Skies of Arcadia.","Please open the disc door of your
Dreamcast and switch Disc 1 and Disc 2
of Skies of Arcadia.","Please open the disc door of your
Dreamcast and switch Disc 1 and Disc 2
of Skies of Arcadia.","Please open the disc door of your
Dreamcast and switch Disc 1 and Disc 2
of Skies of Arcadia."
2,KdiskChgMsg,"The disc that you have inserted is not
Disc 1. Please insert Disc 1.","The disc that you have inserted is not
Disc 1. Please insert Disc 1.","The disc that you have inserted is not
Disc 1. Please insert Disc 1.","The disc that you have inserted is not
Disc 1. Please insert Disc 1."
3,KdiskChgMsg,"Please insert Disc 1 and close
the disc door.","Please insert Disc 1 and close
the disc door.","Please insert Disc 1 and close
the disc door.","Please insert Disc 1 and close
the disc door."
4,KdiskChgMsg,Checking disc data…,Checking disc data…,Checking disc data…,Checking disc data
5,KdiskChgMsg,"No disc was found.
Please open the disc door and insert
Disc 1 of Skies of Arcadia.","No disc was found.
Please open the disc door and insert
Disc 1 of Skies of Arcadia.","No disc was found.
Please open the disc door and insert
Disc 1 of Skies of Arcadia.","No disc was found.
Please open the disc door and insert
Disc 1 of Skies of Arcadia."
6,KdiskChgMsg,"The disc you have inserted is not a
Skies of Arcadia disc. Please open the
disc door and insert Disc 1 of Skies of
Arcadia.","The disc you have inserted is not a
Skies of Arcadia disc. Please open the
disc door and insert Disc 1 of Skies of
Arcadia.","The disc you have inserted is not a
Skies of Arcadia disc. Please open the
disc door and insert Disc 1 of Skies of
Arcadia.","The disc you have inserted is not a
Skies of Arcadia disc. Please open the
disc door and insert Disc 1 of Skies of
Arcadia."
0,lWmapTownName,Pirate Isle,Île des Pirates,Pirate Isle,Pirate Isle
1,lWmapTownName,Shrine Island,Île du Temple,Shrine Island,Shrine Island
2,lWmapTownName,Sailors' Island,Île des Marins,Sailors' Island,Sailors' Island
3,lWmapTownName,Grand Fortress,Grande Forteresse,Grand Fortress,Grand Fortress
4,lWmapTownName,Valuan Capital,Capitale Valuan,Valuan Capital,Valuan Capital
5,lWmapTownName,Maw of Tartas,Bouche de Tartas,Maw of Tartas,Maw of Tartas
6,lWmapTownName,Maw of Tartas,Bouche de Tartas,Maw of Tartas,Maw of Tartas
7,lWmapTownName,Maramba,Maramba,Maramba,Maramba
8,lWmapTownName,Temple of Pyrynn,Temple de Pyrynn,Temple of Pyrynn,Temple of Pyrynn
9,lWmapTownName,Nasrad,Nasrad,Nasrad,Nasrad
10,lWmapTownName,Esparanza,Esparanza,Esparanza,Esparanza
11,lWmapTownName,Horteka,Horteka,Horteka,Horteka
12,lWmapTownName,Rixis,Rixis,Rixis,Rixis
13,lWmapTownName,Moon Stone Mtn.,Mont Pierre Lune,Moon Stone Mtn.,Moon Stone Mtn.
14,lWmapTownName,King's Hideout,La Hutte du Roi,King's Hideout,King's Hideout
15,lWmapTownName,Yafutoma,Yafutoma,Yafutoma,Yafutoma
16,lWmapTownName,Mount Kazai,Mont Kazai,Mount Kazai,Mount Kazai
17,lWmapTownName,Ryu-kan's Island,Île de Ryu-kan,Ryu-kan's Island,Ryu-kan's Island
18,lWmapTownName,Tenkou Island,Île Tenkou,Tenkou Island,Tenkou Island
19,lWmapTownName,Daccat's Island,Île de Daccat,Daccat's Island,Daccat's Island
20,lWmapTownName,Crescent Isle,Île du Croissant,Crescent Isle,Crescent Isle
21,lWmapTownName,Ruins of Ice,Ruines de Glace,Ruins of Ice,Ruins of Ice
22,lWmapTownName,Gordo's Bistro,Bistro de Gordo,Gordo's Bistro,Gordo's Bistro
23,lWmapTownName,The Dark Rift,Le Récif Noir,The Dark Rift,The Dark Rift
24,lWmapTownName,Dangral Island,Île Dangral,Dangral Island,Dangral Island
25,lWmapTownName,Ilchymis' Island,Île d'Ilchymis,Ilchymis' Island,Ilchymis' Island
26,lWmapTownName,Valuan Ruins,Ruines Valuan,Valuan Ruins,Valuan Ruins
27,lWmapTownName,The Vortex,Le Vortex,The Vortex,The Vortex
28,lWmapTownName,Hamachou Island,Île Hamachou,Hamachou Island,Hamachou Island
0,NisshiData,  Strange Clothes   ,  Strange Clothes   ,  Strange Clothes   ,  Strange Clothes   
1,NisshiData,    Leaving Home    ,    Leaving Home    ,    Leaving Home    ,    Leaving Home    
2,NisshiData,  The Little Jack   ,  The Little Jack   ,  The Little Jack   ,  The Little Jack   
3,NisshiData,    A Passport!     ,    A Passport!     ,    A Passport!     ,    A Passport!     
4,NisshiData,     Valuan Inn     ,     Valuan Inn     ,     Valuan Inn     ,     Valuan Inn     
5,NisshiData,   New Adventures   ,   New Adventures   ,   New Adventures   ,   New Adventures   
6,NisshiData,   Desert Nights    ,   Desert Nights    ,   Desert Nights    ,   Desert Nights    
7,NisshiData,      Hrumph!       ,      Hrumph!       ,      Hrumph!       ,      Hrumph!       
8,NisshiData,    The New Land    ,    The New Land    ,    The New Land    ,    The New Land    
9,NisshiData,   Green Crystal    ,   Green Crystal    ,   Green Crystal    ,   Green Crystal    
10,NisshiData,     Marooned…     ,     Marooned…     ,     Marooned…     ,     Marooned?    
11,NisshiData,   The Red Moon…   ,   The Red Moon…   ,   The Red Moon…   ,   The Red Moon?  
12,NisshiData,  Captain Vyse…?   ,  Captain Vyse…?   ,  Captain Vyse…?   ,  Captain Vyse?   
13,NisshiData,    Cape Victory    ,    Cape Victory    ,    Cape Victory    ,    Cape Victory    
14,NisshiData,      Yafutoma      ,      Yafutoma      ,      Yafutoma      ,      Yafutoma      
15,NisshiData,    A New Love?     ,    A New Love?     ,    A New Love?     ,    A New Love?     
16,NisshiData,  The World's Edge  ,  The World's Edge  ,  The World's Edge  ,  The World's Edge  
17,NisshiData,   Separations…    ,   Separations…    ,   Separations…    ,   Separations?   
18,NisshiData,  Return to Valua   ,  Return to Valua   ,  Return to Valua   ,  Return to Valua   
19,NisshiData,       Ruins        ,       Ruins        ,       Ruins        ,       Ruins        
20,NisshiData,      Defiance      ,      Defiance      ,      Defiance      ,      Defiance      
21,NisshiData,       Whoa…       ,       Whoa…       ,       Whoa…       ,       Whoa?      
22,NisshiData,  The Fateful Eve   ,  The Fateful Eve   ,  The Fateful Eve   ,  The Fateful Eve   
23,NisshiData,  The Final Entry   ,  The Final Entry   ,  The Final Entry   ,  The Final Entry   
