Entry ID,[Filter],[EC ID],[EC JP Name],State ID,[State Name],Unk 1,Unk 2,Motion ID,[Motion Name],Motion Flags,Param ID,[Param Name],Unk 3,Blend Time,Play Rate
10,MB029.STD,29,エルモ,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,0.90
11,MB029.STD,29,エルモ,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB029.STD,29,エルモ,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB029.STD,29,エルモ,21,Cast Magic,1,8,13,Focus,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
14,MB029.STD,29,エルモ,32,Knockdown,1,10,14,Widthdraw,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
15,MB029.STD,29,エルモ,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,28,グラシェス,0,5.00,1.00
16,MB029.STD,29,エルモ,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,33,ボルティ,0,5.00,1.00
17,MB029.STD,29,エルモ,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,34,ボルテス,0,5.00,1.00
18,MB029.STD,29,エルモ,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,23,バーナ,0,5.00,1.00
19,MB029.STD,29,エルモ,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,7,サプリィ,0,5.00,1.00
20,MB029.STD,29,エルモ,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,0,アパ,0,5.00,1.00
21,MB029.STD,29,エルモ,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,12,スリーパ,0,5.00,1.00
22,MB029.STD,29,エルモ,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,2,サイレシャ,0,5.00,1.00
23,MB029.STD,29,エルモ,29,Exec S-Move,1,8,13,Focus,0b10001010001000000000000000000000,100,Ж術？,0,5.00,1.00
0,MB030.STD,30,エルモック,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB030.STD,30,エルモック,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB030.STD,30,エルモック,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB030.STD,30,エルモック,4,Close Attack,1,8,3,Close Attack,0b10001010001000000000000000000000,-1,None,0,5.00,2.00
4,MB030.STD,30,エルモック,8,Critical Attack,1,8,4,Critical Attack,0b10001010000000000000000000000000,-1,None,0,5.00,2.00
5,MB030.STD,30,エルモック,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB030.STD,30,エルモック,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
7,MB030.STD,30,エルモック,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB030.STD,30,エルモック,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,0.90
9,MB030.STD,30,エルモック,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,0.90
10,MB030.STD,30,エルモック,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,0.90
11,MB030.STD,30,エルモック,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB030.STD,30,エルモック,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB030.STD,30,エルモック,21,Cast Magic,1,8,13,Focus,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
14,MB030.STD,30,エルモック,32,Knockdown,1,10,14,Widthdraw,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
15,MB030.STD,30,エルモック,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,28,グラシェス,0,5.00,1.00
16,MB030.STD,30,エルモック,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,33,ボルティ,0,5.00,1.00
17,MB030.STD,30,エルモック,24,Exec Magic/S-Move,1,8,13,Focus,0b10001000000000000000000000000000,34,ボルテス,0,5.00,1.00
18,MB030.STD,30,エルモック,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,23,バーナ,0,5.00,1.00
19,MB030.STD,30,エルモック,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,7,サプリィ,0,5.00,1.00
20,MB030.STD,30,エルモック,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,0,アパ,0,5.00,1.00
21,MB030.STD,30,エルモック,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,12,スリーパ,0,5.00,1.00
22,MB030.STD,30,エルモック,24,Exec Magic/S-Move,1,8,13,Focus,0b10001010001000000000000000000000,2,サイレシャ,0,5.00,1.00
23,MB030.STD,30,エルモック,29,Exec S-Move,1,8,13,Focus,0b10001010001000000000000000000000,100,Ж術？,0,5.00,1.00
0,MB031.STD,31,ヘムヘム,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB031.STD,31,ヘムヘム,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,12.00,1.00
2,MB031.STD,31,ヘムヘム,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,2.00
3,MB031.STD,31,ヘムヘム,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
4,MB031.STD,31,ヘムヘム,8,Critical Attack,1,8,4,Critical Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
5,MB031.STD,31,ヘムヘム,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB031.STD,31,ヘムヘム,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.00
7,MB031.STD,31,ヘムヘム,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB031.STD,31,ヘムヘム,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MB031.STD,31,ヘムヘム,12,Guard,1,8,9,Guard,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
10,MB031.STD,31,ヘムヘム,13,Dodge,1,8,10,Dodge,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
11,MB031.STD,31,ヘムヘム,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB031.STD,31,ヘムヘム,32,Knockdown,1,10,12,Revive,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
13,MB031.STD,31,ヘムヘム,29,Exec S-Move,1,8,13,Focus,0b10001010000000000000000000000000,29,仲間を呼ぶ,0,5.00,1.00
14,MB031.STD,31,ヘムヘム,29,Exec S-Move,1,8,13,Focus,0b10001010000000000000000000000000,82,仲間を呼ぶ,0,5.00,1.00
15,MB031.STD,31,ヘムヘム,29,Exec S-Move,1,8,13,Focus,0b10001010000000000000000000000000,98,仲間を呼ぶ,0,5.00,1.00
0,MB032.STD,32,調査兵,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB032.STD,32,調査兵,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB032.STD,32,調査兵,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB032.STD,32,調査兵,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB032.STD,32,調査兵,8,Critical Attack,1,8,4,Critical Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
5,MB032.STD,32,調査兵,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB032.STD,32,調査兵,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.80
7,MB032.STD,32,調査兵,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB032.STD,32,調査兵,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MB032.STD,32,調査兵,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB032.STD,32,調査兵,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB032.STD,32,調査兵,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB032.STD,32,調査兵,32,Knockdown,1,10,12,Revive,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
13,MB032.STD,32,調査兵,29,Exec S-Move,1,8,13,Focus,0b10001000000000000000000000000000,70,手りゅう弾,0,5.00,1.00
14,MB032.STD,32,調査兵,29,Exec S-Move,1,8,13,Focus,0b10001000000000000000000000000000,71,毒ガス爆弾,0,5.00,1.00
15,MB032.STD,32,調査兵,29,Exec S-Move,1,8,15,Run,0b10001000000000000000000000000000,72,サプハネの葉,0,5.00,1.00
0,MB033.STD,33,ガランガラン,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,0.70
1,MB033.STD,33,ガランガラン,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,16.00,0.40
2,MB033.STD,33,ガランガラン,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB033.STD,33,ガランガラン,4,Close Attack,1,8,3,Close Attack,0b10001010000000000000000000000000,-1,None,0,5.00,0.70
4,MB033.STD,33,ガランガラン,8,Critical Attack,1,8,4,Critical Attack,0b10001010000000000000000000000000,-1,None,0,5.00,0.80
5,MB033.STD,33,ガランガラン,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB033.STD,33,ガランガラン,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010001000000000000000000000,-1,None,0,5.00,0.80
7,MB033.STD,33,ガランガラン,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB033.STD,33,ガランガラン,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,0.50
9,MB033.STD,33,ガランガラン,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,0.70
10,MB033.STD,33,ガランガラン,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB033.STD,33,ガランガラン,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB033.STD,33,ガランガラン,20,Idle 3,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB033.STD,33,ガランガラン,21,Cast Magic,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
14,MB033.STD,33,ガランガラン,32,Knockdown,1,10,14,Widthdraw,0b10001000000000000000000000000000,-1,None,0,0.00,0.70
15,MB033.STD,33,ガランガラン,29,Exec S-Move,1,8,15,Run,0b10001000000000000000000000000000,40,疲労かぶり,0,5.00,0.50
16,MB033.STD,33,ガランガラン,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,24,バーニィ,0,5.00,1.00
17,MB033.STD,33,ガランガラン,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,25,バーネス,0,5.00,1.00
18,MB033.STD,33,ガランガラン,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,30,バーノーン,0,5.00,1.00
0,MB034.STD,34,マブルール,2,Idle 1,1,8,0,Idle 1,0b01010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB034.STD,34,マブルール,2,Idle 1,1,8,1,Idle 2 (Injured),0b01010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB034.STD,34,マブルール,7,Idle 2 (Injured),1,8,2,Approach,0b01010000100000000000000000000000,-1,None,0,5.00,1.00
3,MB034.STD,34,マブルール,7,Idle 2 (Injured),1,8,3,Close Attack,0b01010000100000000000000000000000,-1,None,0,5.00,1.00
4,MB034.STD,34,マブルール,6,Approach,1,8,4,Critical Attack,0b01000001000000000000000000000000,-1,None,0,5.00,1.00
5,MB034.STD,34,マブルール,6,Approach,1,8,5,Take Damage 1,0b01000001000000000000000000000000,-1,None,0,5.00,1.00
6,MB034.STD,34,マブルール,4,Close Attack,1,8,6,Ranged Attack,0b01001010000000000000000000000000,-1,None,0,5.00,1.00
7,MB034.STD,34,マブルール,4,Close Attack,1,8,7,Take Damage 2,0b01001010000000000000000000000000,-1,None,0,5.00,1.00
8,MB034.STD,34,マブルール,8,Critical Attack,1,8,8,Take Damage 3,0b01001010000000000000000000000000,-1,None,0,5.00,1.00
9,MB034.STD,34,マブルール,8,Critical Attack,1,8,9,Guard,0b01001010000000000000000000000000,-1,None,0,5.00,1.00
10,MB034.STD,34,マブルール,9,Take Damage 1,1,11,10,Dodge,0b01001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB034.STD,34,マブルール,9,Take Damage 1,1,11,11,Defeat,0b01001000000000000000000000000000,-1,None,0,0.00,1.00
12,MB034.STD,34,マブルール,5,Ranged Attack,1,8,12,Revive,0b01001010000000000000000000000000,-1,None,0,5.00,1.00
13,MB034.STD,34,マブルール,5,Ranged Attack,1,8,13,Focus,0b01001010000000000000000000000000,-1,None,0,5.00,1.00
14,MB034.STD,34,マブルール,10,Take Damage 2,1,12,10,Dodge,0b01001000000000000000000000000000,-1,None,0,0.00,1.00
15,MB034.STD,34,マブルール,10,Take Damage 2,1,12,11,Defeat,0b01001000000000000000000000000000,-1,None,0,0.00,1.00
16,MB034.STD,34,マブルール,11,Take Damage 3,1,10,10,Dodge,0b01001010000000000000000000000000,-1,None,0,0.00,1.00
17,MB034.STD,34,マブルール,11,Take Damage 3,1,10,11,Defeat,0b01001010000000000000000000000000,-1,None,0,0.00,1.00
18,MB034.STD,34,マブルール,13,Dodge,1,8,18,Victory 2,0b01001010000000000000000000000000,-1,None,0,0.00,1.00
19,MB034.STD,34,マブルール,13,Dodge,1,8,19,Victory 3 (Injured),0b01001010000000000000000000000000,-1,None,0,0.00,1.00
20,MB034.STD,34,マブルール,19,Withdraw,1,8,4,Critical Attack,0b01000001000000000000000000000000,-1,None,0,5.00,1.00
21,MB034.STD,34,マブルール,19,Withdraw,1,8,5,Take Damage 1,0b01000001000000000000000000000000,-1,None,0,5.00,1.00
22,MB034.STD,34,マブルール,20,Idle 3,1,15,4,Critical Attack,0b01000001000000000000000000000000,-1,None,0,5.00,1.00
23,MB034.STD,34,マブルール,20,Idle 3,1,15,5,Take Damage 1,0b01000001000000000000000000000000,-1,None,0,5.00,1.00
24,MB034.STD,34,マブルール,21,Cast Magic,1,8,24,アポス,0b01001000000000000000000000000000,-1,None,0,5.00,1.00
25,MB034.STD,34,マブルール,21,Cast Magic,1,8,25,サイレシャ,0b01001000000000000000000000000000,-1,None,0,5.00,1.00
26,MB034.STD,34,マブルール,32,Knockdown,1,10,26,パニカ,0b01001010000000000000000000000000,-1,None,0,0.00,1.00
27,MB034.STD,34,マブルール,32,Knockdown,1,10,27,ダウナ,0b01001010000000000000000000000000,-1,None,0,0.00,1.00
28,MB034.STD,34,マブルール,29,Exec S-Move,1,8,24,アポス,0b01001000000000000000000000000000,271,毒自爆,0,5.00,1.00
29,MB034.STD,34,マブルール,29,Exec S-Move,1,8,25,サイレシャ,0b01001000000000000000000000000000,271,毒自爆,0,5.00,1.00
30,MB034.STD,34,マブルール,29,Exec S-Move,1,8,24,アポス,0b01001000000000000000000000000000,270,自爆,0,5.00,1.00
31,MB034.STD,34,マブルール,29,Exec S-Move,1,8,25,サイレシャ,0b01001000000000000000000000000000,270,自爆,0,5.00,1.00
32,MB034.STD,34,マブルール,29,Exec S-Move,1,8,24,アポス,0b01001000000000000000000000000000,100,Ж術？,0,5.00,1.00
33,MB034.STD,34,マブルール,29,Exec S-Move,1,8,25,サイレシャ,0b01001000000000000000000000000000,100,Ж術？,0,5.00,1.00
34,MB034.STD,34,マブルール,24,Exec Magic/S-Move,1,8,24,アポス,0b01001000000000000000000000000000,4,ダウナ,0,5.00,1.00
35,MB034.STD,34,マブルール,24,Exec Magic/S-Move,1,8,25,サイレシャ,0b01001000000000000000000000000000,4,ダウナ,0,5.00,1.00
36,MB034.STD,34,マブルール,24,Exec Magic/S-Move,1,8,24,アポス,0b01001000000000000000000000000000,7,サプリィ,0,5.00,1.00
37,MB034.STD,34,マブルール,24,Exec Magic/S-Move,1,8,25,サイレシャ,0b01001000000000000000000000000000,7,サプリィ,0,5.00,1.00
38,MB034.STD,34,マブルール,24,Exec Magic/S-Move,1,8,24,アポス,0b01001000000000000000000000000000,17,ジェダ,0,5.00,1.00
39,MB034.STD,34,マブルール,24,Exec Magic/S-Move,1,8,25,サイレシャ,0b01001000000000000000000000000000,17,ジェダ,0,5.00,1.00
40,MB034.STD,34,マブルール,24,Exec Magic/S-Move,1,8,24,アポス,0b01001000000000000000000000000000,18,ジェデス,0,5.00,1.00
41,MB034.STD,34,マブルール,24,Exec Magic/S-Move,1,8,25,サイレシャ,0b01001000000000000000000000000000,18,ジェデス,0,5.00,1.00
0,MB035.STD,35,クチュ,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB035.STD,35,クチュ,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB035.STD,35,クチュ,6,Approach,1,8,2,Approach,0b10000001001000000000000000000000,-1,None,0,5.00,1.00
3,MB035.STD,35,クチュ,4,Close Attack,1,8,3,Close Attack,0b10001000001000000000000000000000,-1,None,0,5.00,0.90
4,MB035.STD,35,クチュ,8,Critical Attack,1,8,4,Critical Attack,0b10001000001000000000000000000000,-1,None,0,5.00,1.00
5,MB035.STD,35,クチュ,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB035.STD,35,クチュ,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
7,MB035.STD,35,クチュ,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB035.STD,35,クチュ,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
9,MB035.STD,35,クチュ,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB035.STD,35,クチュ,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB035.STD,35,クチュ,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB035.STD,35,クチュ,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB035.STD,35,クチュ,21,Cast Magic,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
14,MB035.STD,35,クチュ,32,Knockdown,1,10,14,Widthdraw,0b10001000000000000000000000000000,-1,None,0,0.00,0.80
15,MB035.STD,35,クチュ,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,24,バーニィ,0,5.00,1.00
16,MB035.STD,35,クチュ,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,6,サプラ,0,5.00,1.00
0,MB036.STD,36,ソピローテ,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB036.STD,36,ソピローテ,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,1.00
2,MB036.STD,36,ソピローテ,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
3,MB036.STD,36,ソピローテ,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB036.STD,36,ソピローテ,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MB036.STD,36,ソピローテ,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB036.STD,36,ソピローテ,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010001000000000000000000000,-1,None,0,5.00,1.00
7,MB036.STD,36,ソピローテ,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB036.STD,36,ソピローテ,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
9,MB036.STD,36,ソピローテ,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB036.STD,36,ソピローテ,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
11,MB036.STD,36,ソピローテ,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB036.STD,36,ソピローテ,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB036.STD,36,ソピローテ,32,Knockdown,1,10,13,Focus,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
14,MB036.STD,36,ソピローテ,29,Exec S-Move,1,8,14,Widthdraw,0b10001000000000000000000000000000,92,疲労ブレス,0,5.00,1.00
0,MB037.STD,37,シーサー,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,1.00
1,MB037.STD,37,シーサー,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,13.40,1.00
2,MB037.STD,37,シーサー,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.30
3,MB037.STD,37,シーサー,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.90
4,MB037.STD,37,シーサー,8,Critical Attack,1,8,4,Critical Attack,0b10001010000000000000000000000000,-1,None,0,5.00,1.30
5,MB037.STD,37,シーサー,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB037.STD,37,シーサー,5,Ranged Attack,1,8,6,Ranged Attack,0b10001010001000000000000000000000,-1,None,0,0.90,1.90
7,MB037.STD,37,シーサー,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB037.STD,37,シーサー,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
9,MB037.STD,37,シーサー,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
10,MB037.STD,37,シーサー,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,1.10
11,MB037.STD,37,シーサー,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB037.STD,37,シーサー,20,Idle 3,1,15,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB037.STD,37,シーサー,21,Cast Magic,1,8,0,Idle 1,0b10000000000000000000000000000000,-1,None,0,5.00,1.00
14,MB037.STD,37,シーサー,32,Knockdown,1,10,14,Widthdraw,0b10001000001000000000000000000000,-1,None,0,0.00,1.00
15,MB037.STD,37,シーサー,24,Exec Magic/S-Move,1,8,0,Idle 1,0b10001000000000000000000000000000,13,クイッカ,0,5.00,1.00
0,MB038.STD,38,レジボン,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,0.50
1,MB038.STD,38,レジボン,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,10.00,1.00
2,MB038.STD,38,レジボン,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,0.50
3,MB038.STD,38,レジボン,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.50
4,MB038.STD,38,レジボン,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.60
5,MB038.STD,38,レジボン,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB038.STD,38,レジボン,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.60
7,MB038.STD,38,レジボン,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB038.STD,38,レジボン,11,Take Damage 3,1,10,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,0.70
9,MB038.STD,38,レジボン,12,Guard,1,8,9,Guard,0b10001000000000000000000000000000,-1,None,0,0.00,0.70
10,MB038.STD,38,レジボン,13,Dodge,1,8,10,Dodge,0b10001000000000000000000000000000,-1,None,0,0.00,0.50
11,MB038.STD,38,レジボン,19,Withdraw,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
12,MB038.STD,38,レジボン,20,Idle 3,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,1.00
13,MB038.STD,38,レジボン,32,Knockdown,1,10,13,Focus,0b10001000000000000000000000000000,-1,None,0,0.00,0.60
14,MB038.STD,38,レジボン,29,Exec S-Move,1,8,14,Widthdraw,0b10001000000000000000000000000000,260,アースシェイク,0,5.00,0.50
15,MB038.STD,38,レジボン,29,Exec S-Move,1,8,15,Run,0b10001000000000000000000000000000,41,おやすみなさい,0,30.00,1.20
0,MB039.STD,39,ミラドール,2,Idle 1,1,8,0,Idle 1,0b10010000100000000000000000000000,-1,None,0,5.00,0.20
1,MB039.STD,39,ミラドール,7,Idle 2 (Injured),1,8,1,Idle 2 (Injured),0b10010000100000000000000000000000,-1,None,0,5.00,0.50
2,MB039.STD,39,ミラドール,6,Approach,1,8,2,Approach,0b10000001000000000000000000000000,-1,None,0,5.00,0.60
3,MB039.STD,39,ミラドール,4,Close Attack,1,8,3,Close Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
4,MB039.STD,39,ミラドール,8,Critical Attack,1,8,4,Critical Attack,0b10001000000000000000000000000000,-1,None,0,5.00,1.00
5,MB039.STD,39,ミラドール,9,Take Damage 1,1,11,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
6,MB039.STD,39,ミラドール,5,Ranged Attack,1,8,6,Ranged Attack,0b10001000000000000000000000000000,-1,None,0,5.00,0.80
7,MB039.STD,39,ミラドール,10,Take Damage 2,1,12,5,Take Damage 1,0b10001000000000000000000000000000,-1,None,0,0.00,1.00
8,MB039.STD,39,ミラドール,11,Take Damage 3,1,10,5,Take Damage 1,0b10001010000000000000000000000000,-1,None,0,0.00,1.00
