Entry ID,[Filter],[EC ID],[JP EC Name],[EU EC Name],Type ID,[Type Name],Task ID,[Task Name],Param ID,[Param Name]
13,*,26,パラミス,Baroo,0,Branch,30,Always,9,Go to 9
14,*,26,パラミス,Baroo,1,Action,550,Attack,1,Same PC
15,*,26,パラミス,Baroo,1,Action,551,Guard,-1,None
16,*,26,パラミス,Baroo,1,Action,552,Run,-1,None
1,*,27,コロガス,Oestrus,0,Branch,17,ECs Alive = 1,15,Go to 15
2,*,27,コロガス,Oestrus,0,Branch,36,Used State Spells ≥ 2,10,Go to 10
3,*,27,コロガス,Oestrus,0,Branch,22,Rating 20%,19,Go to 19
4,*,27,コロガス,Oestrus,0,Branch,23,Rating 30%,20,Go to 20
5,*,27,コロガス,Oestrus,0,Branch,24,Rating 40%,18,Go to 18
6,*,27,コロガス,Oestrus,0,Branch,24,Rating 40%,21,Go to 21
7,*,27,コロガス,Oestrus,0,Branch,24,Rating 40%,22,Go to 22
8,*,27,コロガス,Oestrus,0,Branch,25,Rating 50%,23,Go to 23
9,*,27,コロガス,Oestrus,0,Branch,30,Always,24,Go to 24
10,*,27,コロガス,Oestrus,0,Branch,25,Rating 50%,18,Go to 18
11,*,27,コロガス,Oestrus,0,Branch,24,Rating 40%,21,Go to 21
12,*,27,コロガス,Oestrus,0,Branch,26,Rating 60%,22,Go to 22
13,*,27,コロガス,Oestrus,0,Branch,25,Rating 50%,23,Go to 23
14,*,27,コロガス,Oestrus,0,Branch,30,Always,24,Go to 24
15,*,27,コロガス,Oestrus,0,Branch,24,Rating 40%,21,Go to 21
16,*,27,コロガス,Oestrus,0,Branch,25,Rating 50%,22,Go to 22
17,*,27,コロガス,Oestrus,0,Branch,30,Always,23,Go to 23
18,*,27,コロガス,Oestrus,1,Action,550,Attack,2,Random PC
19,*,27,コロガス,Oestrus,1,Action,504,Driln,17,PC w/o Weak
20,*,27,コロガス,Oestrus,1,Action,512,Slipara,16,PC w/o Sleep
21,*,27,コロガス,Oestrus,1,Action,28,Call Allies,-1,None
22,*,27,コロガス,Oestrus,1,Action,110,Call Allies,-1,None
23,*,27,コロガス,Oestrus,1,Action,552,Run,-1,None
24,*,27,コロガス,Oestrus,1,Action,551,Guard,-1,None
1,*,28,マータ,Deatth,0,Branch,26,Rating 60%,4,Go to 4
2,*,28,マータ,Deatth,0,Branch,28,Rating 80%,5,Go to 5
3,*,28,マータ,Deatth,0,Branch,30,Always,6,Go to 6
4,*,28,マータ,Deatth,1,Action,550,Attack,1,Same PC
5,*,28,マータ,Deatth,1,Action,15,Stone Breath,13,PC w/o Stone
6,*,28,マータ,Deatth,1,Action,551,Guard,-1,None
1,*,29,エルモ,Looper,0,Branch,1,HP < 50%,9,Go to 9
2,*,29,エルモ,Looper,0,Branch,25,Rating 50%,9,Go to 9
3,*,29,エルモ,Looper,0,Branch,24,Rating 40%,7,Go to 7
4,*,29,エルモ,Looper,0,Branch,23,Rating 30%,8,Go to 8
5,*,29,エルモ,Looper,0,Branch,33,Used Attack Spells ≥ 1,11,Go to 11
6,*,29,エルモ,Looper,0,Branch,30,Always,10,Go to 10
7,*,29,エルモ,Looper,1,Action,550,Attack,2,Random PC
8,*,29,エルモ,Looper,1,Action,551,Guard,-1,None
9,*,29,エルモ,Looper,1,Action,552,Run,-1,None
10,*,29,エルモ,Looper,1,Action,523,Pyri,-1,None
11,*,29,エルモ,Looper,1,Action,100,Magic?,-1,None
1,*,30,エルモック,Loopalon,0,Branch,1,HP < 50%,11,Go to 11
2,*,30,エルモック,Loopalon,0,Branch,25,Rating 50%,11,Go to 11
3,*,30,エルモック,Loopalon,0,Branch,11,Turn 1,5,Go to 5
4,*,30,エルモック,Loopalon,0,Branch,30,Always,6,Go to 6
5,*,30,エルモック,Loopalon,0,Branch,25,Rating 50%,12,Go to 12
6,*,30,エルモック,Loopalon,0,Branch,25,Rating 50%,9,Go to 9
7,*,30,エルモック,Loopalon,0,Branch,25,Rating 50%,10,Go to 10
8,*,30,エルモック,Loopalon,0,Branch,30,Always,13,Go to 13
9,*,30,エルモック,Loopalon,1,Action,550,Attack,2,Random PC
10,*,30,エルモック,Loopalon,1,Action,551,Guard,-1,None
11,*,30,エルモック,Loopalon,1,Action,552,Run,-1,None
12,*,30,エルモック,Loopalon,1,Action,500,Increm,11,EC w/o Strengthen
13,*,30,エルモック,Loopalon,1,Action,100,Magic?,-1,None
1,*,31,ヘムヘム,Tsurak,0,Branch,44,1st PC ΔLevel > 3,3,Go to 3
2,*,31,ヘムヘム,Tsurak,0,Branch,30,Always,4,Go to 4
3,*,31,ヘムヘム,Tsurak,0,Branch,28,Rating 80%,16,Go to 16
4,*,31,ヘムヘム,Tsurak,0,Branch,17,ECs Alive = 1,10,Go to 10
5,*,31,ヘムヘム,Tsurak,0,Branch,25,Rating 50%,13,Go to 13
6,*,31,ヘムヘム,Tsurak,0,Branch,25,Rating 50%,14,Go to 14
7,*,31,ヘムヘム,Tsurak,0,Branch,26,Rating 60%,15,Go to 15
8,*,31,ヘムヘム,Tsurak,0,Branch,25,Rating 50%,16,Go to 16
9,*,31,ヘムヘム,Tsurak,0,Branch,30,Always,17,Go to 17
10,*,31,ヘムヘム,Tsurak,0,Branch,25,Rating 50%,14,Go to 14
11,*,31,ヘムヘム,Tsurak,0,Branch,25,Rating 50%,15,Go to 15
12,*,31,ヘムヘム,Tsurak,0,Branch,30,Always,16,Go to 16
13,*,31,ヘムヘム,Tsurak,1,Action,550,Attack,2,Random PC
14,*,31,ヘムヘム,Tsurak,1,Action,29,Call Allies,-1,None
15,*,31,ヘムヘム,Tsurak,1,Action,98,Call Allies,-1,None
16,*,31,ヘムヘム,Tsurak,1,Action,552,Run,-1,None
17,*,31,ヘムヘム,Tsurak,1,Action,551,Guard,-1,None
1,*,32,調査兵,Enforca,0,Branch,21,Rating 10%,5,Go to 5
2,*,32,調査兵,Enforca,0,Branch,23,Rating 30%,4,Go to 4
3,*,32,調査兵,Enforca,1,Action,550,Attack,2,Random PC
4,*,32,調査兵,Enforca,1,Action,70,Grenade,2,Random PC
5,*,32,調査兵,Enforca,1,Action,551,Guard,-1,None
1,*,33,ガランガラン,Serpantis,0,Branch,34,Used Attack Spells ≥ 2,3,Go to 3
2,*,33,ガランガラン,Serpantis,0,Branch,22,Rating 20%,7,Go to 7
3,*,33,ガランガラン,Serpantis,0,Branch,26,Rating 60%,6,Go to 6
4,*,33,ガランガラン,Serpantis,0,Branch,28,Rating 80%,8,Go to 8
5,*,33,ガランガラン,Serpantis,0,Branch,30,Always,9,Go to 9
6,*,33,ガランガラン,Serpantis,1,Action,550,Attack,2,Random PC
7,*,33,ガランガラン,Serpantis,1,Action,524,Pyres,-1,None
8,*,33,ガランガラン,Serpantis,1,Action,40,Terrible Bite,1,Same PC
9,*,33,ガランガラン,Serpantis,1,Action,551,Guard,-1,None
1,*,34,マブルール,Dralnog,0,Branch,44,1st PC ΔLevel > 3,3,Go to 3
2,*,34,マブルール,Dralnog,0,Branch,30,Always,4,Go to 4
3,*,34,マブルール,Dralnog,0,Branch,26,Rating 60%,17,Go to 17
4,*,34,マブルール,Dralnog,0,Branch,2,HP < 25%,6,Go to 6
5,*,34,マブルール,Dralnog,0,Branch,30,Always,7,Go to 7
6,*,34,マブルール,Dralnog,0,Branch,28,Rating 80%,18,Go to 18
7,*,34,マブルール,Dralnog,0,Branch,1,HP < 50%,9,Go to 9
8,*,34,マブルール,Dralnog,0,Branch,30,Always,10,Go to 10
9,*,34,マブルール,Dralnog,0,Branch,24,Rating 40%,18,Go to 18
10,*,34,マブルール,Dralnog,0,Branch,35,Used State Spells ≥ 1,12,Go to 12
11,*,34,マブルール,Dralnog,0,Branch,22,Rating 20%,19,Go to 19
12,*,34,マブルール,Dralnog,0,Branch,22,Rating 20%,18,Go to 18
13,*,34,マブルール,Dralnog,0,Branch,27,Rating 70%,16,Go to 16
14,*,34,マブルール,Dralnog,0,Branch,26,Rating 60%,20,Go to 20
15,*,34,マブルール,Dralnog,0,Branch,30,Always,17,Go to 17
16,*,34,マブルール,Dralnog,1,Action,550,Attack,2,Random PC
17,*,34,マブルール,Dralnog,1,Action,552,Run,-1,None
18,*,34,マブルール,Dralnog,1,Action,271,Poison Explode,-1,None
19,*,34,マブルール,Dralnog,1,Action,517,Eterni,1,Same PC
20,*,34,マブルール,Dralnog,1,Action,100,Magic?,-1,None
1,*,35,クチュ,Que'lak,0,Branch,45,1st PC ΔLevel > 7,3,Go to 3
2,*,35,クチュ,Que'lak,0,Branch,30,Always,4,Go to 4
3,*,35,クチュ,Que'lak,0,Branch,28,Rating 80%,15,Go to 15
4,*,35,クチュ,Que'lak,0,Branch,32,Used Sacri Spells ≥ 2,8,Go to 8
5,*,35,クチュ,Que'lak,0,Branch,38,Any EC HP < 50%,7,Go to 7
6,*,35,クチュ,Que'lak,0,Branch,30,Always,8,Go to 8
7,*,35,クチュ,Que'lak,0,Branch,24,Rating 40%,13,Go to 13
8,*,35,クチュ,Que'lak,0,Branch,21,Rating 10%,14,Go to 14
9,*,35,クチュ,Que'lak,0,Branch,34,Used Attack Spells ≥ 2,11,Go to 11
10,*,35,クチュ,Que'lak,0,Branch,23,Rating 30%,12,Go to 12
11,*,35,クチュ,Que'lak,1,Action,550,Attack,2,Random PC
12,*,35,クチュ,Que'lak,1,Action,524,Pyres,-1,None
13,*,35,クチュ,Que'lak,1,Action,506,Sacri,7,EC w/ Least HP
14,*,35,クチュ,Que'lak,1,Action,551,Guard,-1,None
15,*,35,クチュ,Que'lak,1,Action,552,Run,-1,None
1,*,36,ソピローテ,Pinalisk,0,Branch,44,1st PC ΔLevel > 3,3,Go to 3
2,*,36,ソピローテ,Pinalisk,0,Branch,30,Always,4,Go to 4
3,*,36,ソピローテ,Pinalisk,0,Branch,27,Rating 70%,8,Go to 8
4,*,36,ソピローテ,Pinalisk,0,Branch,26,Rating 60%,7,Go to 7
5,*,36,ソピローテ,Pinalisk,0,Branch,28,Rating 80%,9,Go to 9
6,*,36,ソピローテ,Pinalisk,0,Branch,30,Always,10,Go to 10
7,*,36,ソピローテ,Pinalisk,1,Action,550,Attack,2,Random PC
8,*,36,ソピローテ,Pinalisk,1,Action,552,Run,-1,None
9,*,36,ソピローテ,Pinalisk,1,Action,92,Fatigue Breath,2,Random PC
10,*,36,ソピローテ,Pinalisk,1,Action,551,Guard,-1,None
1,*,37,シーサー,Crylbeast,0,Branch,45,1st PC ΔLevel > 7,3,Go to 3
2,*,37,シーサー,Crylbeast,0,Branch,30,Always,4,Go to 4
3,*,37,シーサー,Crylbeast,0,Branch,26,Rating 60%,13,Go to 13
4,*,37,シーサー,Crylbeast,0,Branch,44,1st PC ΔLevel > 3,6,Go to 6
5,*,37,シーサー,Crylbeast,0,Branch,30,Always,7,Go to 7
6,*,37,シーサー,Crylbeast,0,Branch,23,Rating 30%,13,Go to 13
7,*,37,シーサー,Crylbeast,0,Branch,11,Turn 1,10,Go to 10
8,*,37,シーサー,Crylbeast,0,Branch,29,Rating 90%,12,Go to 12
9,*,37,シーサー,Crylbeast,0,Branch,30,Always,13,Go to 13
10,*,37,シーサー,Crylbeast,0,Branch,23,Rating 30%,14,Go to 14
11,*,37,シーサー,Crylbeast,0,Branch,21,Rating 10%,15,Go to 15
12,*,37,シーサー,Crylbeast,1,Action,550,Attack,2,Random PC
13,*,37,シーサー,Crylbeast,1,Action,552,Run,-1,None
14,*,37,シーサー,Crylbeast,1,Action,513,Quika,-1,None
15,*,37,シーサー,Crylbeast,1,Action,551,Guard,-1,None
1,*,38,レジボン,Slothstra,0,Branch,44,1st PC ΔLevel > 3,5,Go to 5
2,*,38,レジボン,Slothstra,0,Branch,1,HP < 50%,4,Go to 4
3,*,38,レジボン,Slothstra,0,Branch,30,Always,5,Go to 5
4,*,38,レジボン,Slothstra,0,Branch,25,Rating 50%,10,Go to 10
5,*,38,レジボン,Slothstra,0,Branch,21,Rating 10%,11,Go to 11
6,*,38,レジボン,Slothstra,0,Branch,50,Used S-Move Last Turn?,8,Go to 8
7,*,38,レジボン,Slothstra,0,Branch,24,Rating 40%,9,Go to 9
8,*,38,レジボン,Slothstra,1,Action,550,Attack,2,Random PC
9,*,38,レジボン,Slothstra,1,Action,260,Quake,-1,None
10,*,38,レジボン,Slothstra,1,Action,41,Deep Sleep,22,Self
11,*,38,レジボン,Slothstra,1,Action,551,Guard,-1,None
1,*,39,ミラドール,Polraxis,0,Branch,21,Rating 10%,3,Go to 3
2,*,39,ミラドール,Polraxis,1,Action,550,Attack,1,Same PC
3,*,39,ミラドール,Polraxis,1,Action,551,Guard,-1,None
1,*,40,ラフレシア,Roseln,0,Branch,50,Used S-Move Last Turn?,5,Go to 5
2,*,40,ラフレシア,Roseln,0,Branch,25,Rating 50%,7,Go to 7
3,*,40,ラフレシア,Roseln,0,Branch,26,Rating 60%,9,Go to 9
4,*,40,ラフレシア,Roseln,0,Branch,30,Always,10,Go to 10
5,*,40,ラフレシア,Roseln,0,Branch,28,Rating 80%,7,Go to 7
6,*,40,ラフレシア,Roseln,0,Branch,30,Always,8,Go to 8
7,*,40,ラフレシア,Roseln,1,Action,550,Attack,2,Random PC
8,*,40,ラフレシア,Roseln,1,Action,551,Guard,-1,None
9,*,40,ラフレシア,Roseln,1,Action,26,Death Blossom,2,Random PC
10,*,40,ラフレシア,Roseln,1,Action,191,Slumber Dust,-1,None
1,*,41,エルモンテ,Elooper,0,Branch,1,HP < 50%,10,Go to 10
2,*,41,エルモンテ,Elooper,0,Branch,25,Rating 50%,10,Go to 10
3,*,41,エルモンテ,Elooper,0,Branch,24,Rating 40%,8,Go to 8
4,*,41,エルモンテ,Elooper,0,Branch,23,Rating 30%,9,Go to 9
5,*,41,エルモンテ,Elooper,0,Branch,31,Used Sacri Spells ≥ 1,12,Go to 12
6,*,41,エルモンテ,Elooper,0,Branch,11,Turn 1,8,Go to 8
7,*,41,エルモンテ,Elooper,0,Branch,30,Always,11,Go to 11
8,*,41,エルモンテ,Elooper,1,Action,550,Attack,2,Random PC
9,*,41,エルモンテ,Elooper,1,Action,551,Guard,-1,None
10,*,41,エルモンテ,Elooper,1,Action,552,Run,-1,None
11,*,41,エルモンテ,Elooper,1,Action,507,Sacres,7,EC w/ Least HP
12,*,41,エルモンテ,Elooper,1,Action,100,Magic?,-1,None
1,*,42,フードン,Grapor,0,Branch,23,Rating 30%,4,Go to 4
2,*,42,フードン,Grapor,0,Branch,21,Rating 10%,5,Go to 5
3,*,42,フードン,Grapor,1,Action,550,Attack,2,Random PC
4,*,42,フードン,Grapor,1,Action,552,Run,-1,None
5,*,42,フードン,Grapor,1,Action,551,Guard,-1,None
1,*,43,フィモソマ,Sphyrus,0,Branch,11,Turn 1,5,Go to 5
2,*,43,フィモソマ,Sphyrus,0,Branch,12,Turn 2,6,Go to 6
3,*,43,フィモソマ,Sphyrus,0,Branch,29,Rating 90%,7,Go to 7
4,*,43,フィモソマ,Sphyrus,0,Branch,30,Always,8,Go to 8
5,*,43,フィモソマ,Sphyrus,0,Branch,23,Rating 30%,9,Go to 9
6,*,43,フィモソマ,Sphyrus,0,Branch,21,Rating 10%,9,Go to 9
7,*,43,フィモソマ,Sphyrus,1,Action,550,Attack,2,Random PC
8,*,43,フィモソマ,Sphyrus,1,Action,551,Guard,-1,None
9,*,43,フィモソマ,Sphyrus,1,Action,190,Damyun,-1,None
1,*,44,プジョット,Iridzu,0,Branch,44,1st PC ΔLevel > 3,3,Go to 3
2,*,44,プジョット,Iridzu,0,Branch,30,Always,4,Go to 4
3,*,44,プジョット,Iridzu,0,Branch,27,Rating 70%,28,Go to 28
4,*,44,プジョット,Iridzu,0,Branch,17,ECs Alive = 1,20,Go to 20
5,*,44,プジョット,Iridzu,0,Branch,36,Used State Spells ≥ 2,16,Go to 16
6,*,44,プジョット,Iridzu,0,Branch,11,Turn 1,8,Go to 8
7,*,44,プジョット,Iridzu,0,Branch,30,Always,9,Go to 9
8,*,44,プジョット,Iridzu,0,Branch,23,Rating 30%,24,Go to 24
9,*,44,プジョット,Iridzu,0,Branch,12,Turn 2,11,Go to 11
10,*,44,プジョット,Iridzu,0,Branch,30,Always,12,Go to 12
11,*,44,プジョット,Iridzu,0,Branch,21,Rating 10%,24,Go to 24
12,*,44,プジョット,Iridzu,0,Branch,22,Rating 20%,25,Go to 25
13,*,44,プジョット,Iridzu,0,Branch,27,Rating 70%,23,Go to 23
14,*,44,プジョット,Iridzu,0,Branch,25,Rating 50%,26,Go to 26
15,*,44,プジョット,Iridzu,0,Branch,30,Always,27,Go to 27
16,*,44,プジョット,Iridzu,0,Branch,25,Rating 50%,23,Go to 23
17,*,44,プジョット,Iridzu,0,Branch,24,Rating 40%,26,Go to 26
18,*,44,プジョット,Iridzu,0,Branch,26,Rating 60%,27,Go to 27
19,*,44,プジョット,Iridzu,0,Branch,30,Always,28,Go to 28
20,*,44,プジョット,Iridzu,0,Branch,24,Rating 40%,26,Go to 26
21,*,44,プジョット,Iridzu,0,Branch,25,Rating 50%,27,Go to 27
22,*,44,プジョット,Iridzu,0,Branch,30,Always,28,Go to 28
23,*,44,プジョット,Iridzu,1,Action,550,Attack,2,Random PC
24,*,44,プジョット,Iridzu,1,Action,513,Quika,-1,None
25,*,44,プジョット,Iridzu,1,Action,512,Slipara,16,PC w/o Sleep
26,*,44,プジョット,Iridzu,1,Action,87,Call Allies,-1,None
27,*,44,プジョット,Iridzu,1,Action,107,Call Allies,-1,None
28,*,44,プジョット,Iridzu,1,Action,552,Run,-1,None
1,*,45,モペール,Flyst,0,Branch,45,1st PC ΔLevel > 7,3,Go to 3
2,*,45,モペール,Flyst,0,Branch,30,Always,4,Go to 4
3,*,45,モペール,Flyst,0,Branch,26,Rating 60%,16,Go to 16
4,*,45,モペール,Flyst,0,Branch,44,1st PC ΔLevel > 3,6,Go to 6
5,*,45,モペール,Flyst,0,Branch,30,Always,7,Go to 7
6,*,45,モペール,Flyst,0,Branch,23,Rating 30%,16,Go to 16
7,*,45,モペール,Flyst,0,Branch,11,Turn 1,10,Go to 10
8,*,45,モペール,Flyst,0,Branch,12,Turn 2,10,Go to 10
9,*,45,モペール,Flyst,0,Branch,30,Always,12,Go to 12
10,*,45,モペール,Flyst,0,Branch,22,Rating 20%,17,Go to 17
11,*,45,モペール,Flyst,0,Branch,23,Rating 30%,18,Go to 18
12,*,45,モペール,Flyst,0,Branch,27,Rating 70%,15,Go to 15
13,*,45,モペール,Flyst,0,Branch,25,Rating 50%,19,Go to 19
14,*,45,モペール,Flyst,0,Branch,30,Always,20,Go to 20
15,*,45,モペール,Flyst,1,Action,550,Attack,2,Random PC
16,*,45,モペール,Flyst,1,Action,552,Run,-1,None
17,*,45,モペール,Flyst,1,Action,504,Driln,17,PC w/o Weak
18,*,45,モペール,Flyst,1,Action,511,Noxus,-1,None
19,*,45,モペール,Flyst,1,Action,100,Magic?,-1,None
20,*,45,モペール,Flyst,1,Action,551,Guard,-1,None
1,*,46,メスカリナ,Medulizk,0,Branch,11,Turn 1,4,Go to 4
2,*,46,メスカリナ,Medulizk,0,Branch,12,Turn 2,5,Go to 5
3,*,46,メスカリナ,Medulizk,0,Branch,30,Always,6,Go to 6
4,*,46,メスカリナ,Medulizk,0,Branch,22,Rating 20%,15,Go to 15
5,*,46,メスカリナ,Medulizk,0,Branch,22,Rating 20%,9,Go to 9
6,*,46,メスカリナ,Medulizk,0,Branch,26,Rating 60%,13,Go to 13
7,*,46,メスカリナ,Medulizk,0,Branch,28,Rating 80%,11,Go to 11
8,*,46,メスカリナ,Medulizk,0,Branch,30,Always,14,Go to 14
9,*,46,メスカリナ,Medulizk,0,Branch,49,Used Spell Last Turn?,17,Go to 17
10,*,46,メスカリナ,Medulizk,0,Branch,30,Always,15,Go to 15
11,*,46,メスカリナ,Medulizk,0,Branch,49,Used Spell Last Turn?,17,Go to 17
12,*,46,メスカリナ,Medulizk,0,Branch,30,Always,16,Go to 16
13,*,46,メスカリナ,Medulizk,1,Action,550,Attack,2,Random PC
14,*,46,メスカリナ,Medulizk,1,Action,552,Run,-1,None
15,*,46,メスカリナ,Medulizk,1,Action,505,Drilnos,-1,None
16,*,46,メスカリナ,Medulizk,1,Action,521,Wevles,2,Random PC
17,*,46,メスカリナ,Medulizk,1,Action,100,Magic?,-1,None
1,*,47,プラニナ,Lucich,0,Branch,44,1st PC ΔLevel > 3,3,Go to 3
2,*,47,プラニナ,Lucich,0,Branch,30,Always,4,Go to 4
3,*,47,プラニナ,Lucich,0,Branch,26,Rating 60%,17,Go to 17
4,*,47,プラニナ,Lucich,0,Branch,2,HP < 25%,6,Go to 6
5,*,47,プラニナ,Lucich,0,Branch,30,Always,7,Go to 7
6,*,47,プラニナ,Lucich,0,Branch,28,Rating 80%,18,Go to 18
7,*,47,プラニナ,Lucich,0,Branch,1,HP < 50%,9,Go to 9
8,*,47,プラニナ,Lucich,0,Branch,30,Always,10,Go to 10
9,*,47,プラニナ,Lucich,0,Branch,24,Rating 40%,18,Go to 18
10,*,47,プラニナ,Lucich,0,Branch,35,Used State Spells ≥ 1,12,Go to 12
11,*,47,プラニナ,Lucich,0,Branch,22,Rating 20%,19,Go to 19
12,*,47,プラニナ,Lucich,0,Branch,22,Rating 20%,18,Go to 18
13,*,47,プラニナ,Lucich,0,Branch,27,Rating 70%,16,Go to 16
14,*,47,プラニナ,Lucich,0,Branch,26,Rating 60%,20,Go to 20
15,*,47,プラニナ,Lucich,0,Branch,30,Always,17,Go to 17
16,*,47,プラニナ,Lucich,1,Action,550,Attack,2,Random PC
17,*,47,プラニナ,Lucich,1,Action,552,Run,-1,None
18,*,47,プラニナ,Lucich,1,Action,270,Self-destruct,-1,None
19,*,47,プラニナ,Lucich,1,Action,517,Eterni,1,Same PC
20,*,47,プラニナ,Lucich,1,Action,100,Magic?,-1,None
1,*,48,デ式ディガー,Digger,0,Branch,11,Turn 1,6,Go to 6
2,*,48,デ式ディガー,Digger,0,Branch,24,Rating 40%,10,Go to 10
3,*,48,デ式ディガー,Digger,0,Branch,22,Rating 20%,11,Go to 11
4,*,48,デ式ディガー,Digger,0,Branch,25,Rating 50%,12,Go to 12
5,*,48,デ式ディガー,Digger,0,Branch,30,Always,13,Go to 13
6,*,48,デ式ディガー,Digger,0,Branch,25,Rating 50%,10,Go to 10
7,*,48,デ式ディガー,Digger,0,Branch,24,Rating 40%,11,Go to 11
8,*,48,デ式ディガー,Digger,0,Branch,27,Rating 70%,12,Go to 12
9,*,48,デ式ディガー,Digger,0,Branch,30,Always,13,Go to 13
10,*,48,デ式ディガー,Digger,1,Action,550,Attack,2,Random PC
11,*,48,デ式ディガー,Digger,1,Action,551,Guard,-1,None
12,*,48,デ式ディガー,Digger,1,Action,162,Fatigue Gas,18,PC w/o Fatigue
13,*,48,デ式ディガー,Digger,1,Action,220,Rapid Fire,2,Random PC
1,*,49,レナウト,Fiendo,0,Branch,11,Turn 1,6,Go to 6
2,*,49,レナウト,Fiendo,0,Branch,12,Turn 2,9,Go to 9
3,*,49,レナウト,Fiendo,0,Branch,28,Rating 80%,11,Go to 11
4,*,49,レナウト,Fiendo,0,Branch,25,Rating 50%,13,Go to 13
5,*,49,レナウト,Fiendo,0,Branch,30,Always,15,Go to 15
6,*,49,レナウト,Fiendo,0,Branch,26,Rating 60%,11,Go to 11
7,*,49,レナウト,Fiendo,0,Branch,25,Rating 50%,12,Go to 12
8,*,49,レナウト,Fiendo,0,Branch,25,Rating 50%,14,Go to 14
9,*,49,レナウト,Fiendo,0,Branch,23,Rating 30%,11,Go to 11
10,*,49,レナウト,Fiendo,0,Branch,30,Always,13,Go to 13
11,*,49,レナウト,Fiendo,1,Action,550,Attack,2,Random PC
12,*,49,レナウト,Fiendo,1,Action,551,Guard,-1,None
13,*,49,レナウト,Fiendo,1,Action,507,Sacres,7,EC w/ Least HP
14,*,49,レナウト,Fiendo,1,Action,513,Quika,-1,None
15,*,49,レナウト,Fiendo,1,Action,100,Magic?,-1,None
1,*,50,ブブロッカ,Burocca,0,Branch,44,1st PC ΔLevel > 3,3,Go to 3
2,*,50,ブブロッカ,Burocca,0,Branch,30,Always,4,Go to 4
3,*,50,ブブロッカ,Burocca,0,Branch,26,Rating 60%,8,Go to 8
4,*,50,ブブロッカ,Burocca,0,Branch,1,HP < 50%,7,Go to 7
5,*,50,ブブロッカ,Burocca,0,Branch,28,Rating 80%,7,Go to 7
6,*,50,ブブロッカ,Burocca,1,Action,551,Guard,-1,None
7,*,50,ブブロッカ,Burocca,1,Action,550,Attack,1,Same PC
8,*,50,ブブロッカ,Burocca,1,Action,552,Run,-1,None
1,*,51,アイガムハ,Drogerp,0,Branch,33,Used Attack Spells ≥ 1,3,Go to 3
2,*,51,アイガムハ,Drogerp,0,Branch,22,Rating 20%,10,Go to 10
3,*,51,アイガムハ,Drogerp,0,Branch,36,Used State Spells ≥ 2,5,Go to 5
4,*,51,アイガムハ,Drogerp,0,Branch,22,Rating 20%,9,Go to 9
5,*,51,アイガムハ,Drogerp,0,Branch,23,Rating 30%,11,Go to 11
6,*,51,アイガムハ,Drogerp,0,Branch,22,Rating 20%,8,Go to 8
7,*,51,アイガムハ,Drogerp,1,Action,550,Attack,2,Random PC
8,*,51,アイガムハ,Drogerp,1,Action,551,Guard,-1,None
9,*,51,アイガムハ,Drogerp,1,Action,503,Panika,14,PC w/o Confusion
10,*,51,アイガムハ,Drogerp,1,Action,521,Wevles,2,Random PC
11,*,51,アイガムハ,Drogerp,1,Action,57,Eerie Wail,2,Random PC
1,*,52,ニウニウ,Nadnarb,0,Branch,44,1st PC ΔLevel > 3,3,Go to 3
2,*,52,ニウニウ,Nadnarb,0,Branch,30,Always,4,Go to 4
3,*,52,ニウニウ,Nadnarb,0,Branch,28,Rating 80%,17,Go to 17
4,*,52,ニウニウ,Nadnarb,0,Branch,11,Turn 1,9,Go to 9
5,*,52,ニウニウ,Nadnarb,0,Branch,12,Turn 2,13,Go to 13
6,*,52,ニウニウ,Nadnarb,0,Branch,23,Rating 30%,15,Go to 15
7,*,52,ニウニウ,Nadnarb,0,Branch,24,Rating 40%,19,Go to 19
8,*,52,ニウニウ,Nadnarb,0,Branch,30,Always,17,Go to 17
9,*,52,ニウニウ,Nadnarb,0,Branch,24,Rating 40%,15,Go to 15
10,*,52,ニウニウ,Nadnarb,0,Branch,22,Rating 20%,16,Go to 16
11,*,52,ニウニウ,Nadnarb,0,Branch,25,Rating 50%,18,Go to 18
12,*,52,ニウニウ,Nadnarb,0,Branch,30,Always,19,Go to 19
13,*,52,ニウニウ,Nadnarb,0,Branch,25,Rating 50%,15,Go to 15
14,*,52,ニウニウ,Nadnarb,0,Branch,30,Always,19,Go to 19
15,*,52,ニウニウ,Nadnarb,1,Action,550,Attack,2,Random PC
16,*,52,ニウニウ,Nadnarb,1,Action,551,Guard,-1,None
17,*,52,ニウニウ,Nadnarb,1,Action,552,Run,-1,None
18,*,52,ニウニウ,Nadnarb,1,Action,500,Increm,11,EC w/o Strengthen
19,*,52,ニウニウ,Nadnarb,1,Action,52,Stone Ooze,13,PC w/o Stone
1,*,53,ニャカラガ,Nairad,0,Branch,44,1st PC ΔLevel > 3,3,Go to 3
2,*,53,ニャカラガ,Nairad,0,Branch,30,Always,4,Go to 4
3,*,53,ニャカラガ,Nairad,0,Branch,28,Rating 80%,17,Go to 17
4,*,53,ニャカラガ,Nairad,0,Branch,11,Turn 1,9,Go to 9
5,*,53,ニャカラガ,Nairad,0,Branch,12,Turn 2,13,Go to 13
6,*,53,ニャカラガ,Nairad,0,Branch,23,Rating 30%,15,Go to 15
7,*,53,ニャカラガ,Nairad,0,Branch,24,Rating 40%,19,Go to 19
8,*,53,ニャカラガ,Nairad,0,Branch,30,Always,17,Go to 17
