Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,Category ID,[Category Name],Effect ID,[Effect Name],Scope ID,[Scope Name],Pad. 1,Effect Value 1,Effect Value 2,Element ID,[Element Name],Type ID,[Type Name],Unk. 1,Unk. 2,State ID,[State Name],State Miss%,Pad. 2,Pad. 3
108,0x8c385bec,0x1862,12,Call Allies,0x1921,17,Convocar aliados,0x1901,15,Appel d'alliés,0x1862,12,Call Allies,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
109,0x8c385bec,0x186e,12,Call Allies,0x1932,17,Convocar aliados,0x1910,15,Appel d'alliés,0x186e,12,Call Allies,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
110,0x8c385bec,0x187a,12,Call Allies,0x1943,17,Convocar aliados,0x191f,15,Appel d'alliés,0x187a,12,Call Allies,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
111,0x8c385bec,0x1886,12,Call Allies,0x1954,17,Convocar aliados,0x192e,15,Appel d'alliés,0x1886,12,Call Allies,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
112,0x8c385bec,0x1892,12,Call Allies,0x1965,17,Convocar aliados,0x193d,15,Appel d'alliés,0x1892,12,Call Allies,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
113,0x8c385bec,0x189e,12,Call Allies,0x1976,17,Convocar aliados,0x194c,15,Appel d'alliés,0x189e,12,Call Allies,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
114,0x8c385bec,0x18aa,12,Call Allies,0x1987,17,Convocar aliados,0x195b,15,Appel d'alliés,0x18aa,12,Call Allies,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
115,0x8c385bec,0x18b6,12,Call Allies,0x1998,17,Convocar aliados,0x196a,15,Appel d'alliés,0x18b6,12,Call Allies,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
116,0x8c385e5c,0x18c2,13,Power Potion,0x19a9,16,Poción Poderosa,0x1979,15,Potion Pouvoir,0x18c2,13,Power Potion,0,S-Move,21,Strengthen,3,Single EC,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
117,0x8c385e6c,0x18cf,13,Speed Potion,0x19b9,17,Poción de Prisas,0x1988,15,Potion Vitesse,0x18cf,13,Speed Potion,0,S-Move,20,Quickened,4,All ECs,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
118,0x8c385db4,0x18dc,15,Sacres Crystal,0x19ca,15,Cristal Sacres,0x1997,15,Cristal Sacres,0x18dc,15,Sacres Crystal,0,S-Move,31,Recover HP,3,Single EC,0,1000,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
119,0x8c385e7c,0x18eb,13,Death Tackle,0x19d9,17,Embestida Mortal,0x19a6,13,Tacle Mortel,0x18eb,13,Death Tackle,0,S-Move,0,Damage,102,PC Ray S5,0,16,40,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
120,0x8c385e28,0x18f8,6,DUMMY,0x19ea,6,DUMMY,0x19b3,6,DUMMY,0x18f8,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
121,0x8c385e28,0x18fe,6,DUMMY,0x19f0,6,DUMMY,0x19b9,6,DUMMY,0x18fe,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
122,0x8c385e28,0x1904,6,DUMMY,0x19f6,6,DUMMY,0x19bf,6,DUMMY,0x1904,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
123,0x8c385e28,0x190a,6,DUMMY,0x19fc,6,DUMMY,0x19c5,6,DUMMY,0x190a,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
124,0x8c385e28,0x1910,6,DUMMY,0x1a02,6,DUMMY,0x19cb,6,DUMMY,0x1910,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
125,0x8c385e28,0x1916,6,DUMMY,0x1a08,6,DUMMY,0x19d1,6,DUMMY,0x1916,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
126,0x8c385e28,0x191c,6,DUMMY,0x1a0e,6,DUMMY,0x19d7,6,DUMMY,0x191c,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
127,0x8c385e28,0x1922,6,DUMMY,0x1a14,6,DUMMY,0x19dd,6,DUMMY,0x1922,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
128,0x8c385e28,0x1928,6,DUMMY,0x1a1a,6,DUMMY,0x19e3,6,DUMMY,0x1928,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
129,0x8c385e28,0x192e,6,DUMMY,0x1a20,6,DUMMY,0x19e9,6,DUMMY,0x192e,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
130,0x8c385e28,0x1934,6,DUMMY,0x1a26,6,DUMMY,0x19ef,6,DUMMY,0x1934,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
131,0x8c385e28,0x193a,6,DUMMY,0x1a2c,6,DUMMY,0x19f5,6,DUMMY,0x193a,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
132,0x8c385e28,0x1940,6,DUMMY,0x1a32,6,DUMMY,0x19fb,6,DUMMY,0x1940,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
133,0x8c385e28,0x1946,6,DUMMY,0x1a38,6,DUMMY,0x1a01,6,DUMMY,0x1946,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
134,0x8c385e28,0x194c,6,DUMMY,0x1a3e,6,DUMMY,0x1a07,6,DUMMY,0x194c,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
135,0x8c385e28,0x1952,6,DUMMY,0x1a44,6,DUMMY,0x1a0d,6,DUMMY,0x1952,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
136,0x8c385e28,0x1958,6,DUMMY,0x1a4a,6,DUMMY,0x1a13,6,DUMMY,0x1958,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
137,0x8c385e28,0x195e,6,DUMMY,0x1a50,6,DUMMY,0x1a19,6,DUMMY,0x195e,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
138,0x8c385e28,0x1964,6,DUMMY,0x1a56,6,DUMMY,0x1a1f,6,DUMMY,0x1964,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
139,0x8c385e28,0x196a,6,DUMMY,0x1a5c,6,DUMMY,0x1a25,6,DUMMY,0x196a,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
140,0x8c385e28,0x1970,6,DUMMY,0x1a62,6,DUMMY,0x1a2b,6,DUMMY,0x1970,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
141,0x8c385e28,0x1976,6,DUMMY,0x1a68,6,DUMMY,0x1a31,6,DUMMY,0x1976,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
142,0x8c385e28,0x197c,6,DUMMY,0x1a6e,6,DUMMY,0x1a37,6,DUMMY,0x197c,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
143,0x8c385e28,0x1982,6,DUMMY,0x1a74,6,DUMMY,0x1a3d,6,DUMMY,0x1982,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
144,0x8c385e28,0x1988,6,DUMMY,0x1a7a,6,DUMMY,0x1a43,6,DUMMY,0x1988,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
145,0x8c385e28,0x198e,6,DUMMY,0x1a80,6,DUMMY,0x1a49,6,DUMMY,0x198e,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
146,0x8c385e28,0x1994,6,DUMMY,0x1a86,6,DUMMY,0x1a4f,6,DUMMY,0x1994,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
147,0x8c385e28,0x199a,6,DUMMY,0x1a8c,6,DUMMY,0x1a55,6,DUMMY,0x199a,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
148,0x8c385e28,0x19a0,6,DUMMY,0x1a92,6,DUMMY,0x1a5b,6,DUMMY,0x19a0,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
149,0x8c385e28,0x19a6,6,DUMMY,0x1a98,6,DUMMY,0x1a61,6,DUMMY,0x19a6,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
150,0x8c385e28,0x19ac,6,DUMMY,0x1a9e,6,DUMMY,0x1a67,6,DUMMY,0x19ac,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
151,0x8c385e28,0x19b2,6,DUMMY,0x1aa4,6,DUMMY,0x1a6d,6,DUMMY,0x19b2,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
152,0x8c385e28,0x19b8,6,DUMMY,0x1aaa,6,DUMMY,0x1a73,6,DUMMY,0x19b8,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
153,0x8c385e28,0x19be,6,DUMMY,0x1ab0,6,DUMMY,0x1a79,6,DUMMY,0x19be,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
154,0x8c385e28,0x19c4,6,DUMMY,0x1ab6,6,DUMMY,0x1a7f,6,DUMMY,0x19c4,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
155,0x8c385e28,0x19ca,6,DUMMY,0x1abc,6,DUMMY,0x1a85,6,DUMMY,0x19ca,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
156,0x8c385e28,0x19d0,6,DUMMY,0x1ac2,6,DUMMY,0x1a8b,6,DUMMY,0x19d0,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
157,0x8c385e28,0x19d6,6,DUMMY,0x1ac8,6,DUMMY,0x1a91,6,DUMMY,0x19d6,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
158,0x8c385e28,0x19dc,6,DUMMY,0x1ace,6,DUMMY,0x1a97,6,DUMMY,0x19dc,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
159,0x8c385e28,0x19e2,6,DUMMY,0x1ad4,6,DUMMY,0x1a9d,6,DUMMY,0x19e2,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
160,0x8c385e8c,0x19e8,7,Search,0x1ada,9,Búsqueda,0x1aa3,10,Recherche,0x19e8,7,Search,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
161,0x8c385b58,0x19ef,11,Poison Gas,0x1ae3,13,Gas Venenoso,0x1aad,15,Gaz Empoisonné,0x19ef,11,Poison Gas,0,S-Move,4,"Damage, Poison",96,PC Square S3,0,16,15,0,Green,0,Physical,16,17,0,Poison,50,0,0
162,0x8c385e94,0x19fa,12,Fatigue Gas,0x1af0,14,Gas de Fatiga,0x1abc,15,Gaz de Fatigue,0x19fa,12,Fatigue Gas,0,S-Move,72,"Damage, Fatigue",96,PC Square S3,0,16,15,4,Yellow,0,Physical,16,17,6,Fatigue,20,0,0
163,0x8c385e28,0x1a06,6,DUMMY,0x1afe,6,DUMMY,0x1acb,6,DUMMY,0x1a06,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
164,0x8c385e28,0x1a0c,6,DUMMY,0x1b04,6,DUMMY,0x1ad1,6,DUMMY,0x1a0c,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
165,0x8c385e28,0x1a12,6,DUMMY,0x1b0a,6,DUMMY,0x1ad7,6,DUMMY,0x1a12,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
166,0x8c385e28,0x1a18,6,DUMMY,0x1b10,6,DUMMY,0x1add,6,DUMMY,0x1a18,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
167,0x8c385e28,0x1a1e,6,DUMMY,0x1b16,6,DUMMY,0x1ae3,6,DUMMY,0x1a1e,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
168,0x8c385e28,0x1a24,6,DUMMY,0x1b1c,6,DUMMY,0x1ae9,6,DUMMY,0x1a24,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
169,0x8c385e28,0x1a2a,6,DUMMY,0x1b22,6,DUMMY,0x1aef,6,DUMMY,0x1a2a,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
170,0x8c385ea0,0x1a30,13,Needle Storm,0x1b28,17,Ráfaga de Agujas,0x1af5,16,Orage Aiguilles,0x1a30,13,Needle Storm,0,S-Move,0,Damage,1,Single PC,0,16,40,3,Blue,0,Physical,0,0,0,Poison,0,0,0
171,0x8c385e28,0x1a3d,6,DUMMY,0x1b39,6,DUMMY,0x1b05,6,DUMMY,0x1a3d,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
172,0x8c385e28,0x1a43,6,DUMMY,0x1b3f,6,DUMMY,0x1b0b,6,DUMMY,0x1a43,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
173,0x8c385e28,0x1a49,6,DUMMY,0x1b45,6,DUMMY,0x1b11,6,DUMMY,0x1a49,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
174,0x8c385e28,0x1a4f,6,DUMMY,0x1b4b,6,DUMMY,0x1b17,6,DUMMY,0x1a4f,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
175,0x8c385e28,0x1a55,6,DUMMY,0x1b51,6,DUMMY,0x1b1d,6,DUMMY,0x1a55,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
176,0x8c385e28,0x1a5b,6,DUMMY,0x1b57,6,DUMMY,0x1b23,6,DUMMY,0x1a5b,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
177,0x8c385e28,0x1a61,6,DUMMY,0x1b5d,6,DUMMY,0x1b29,6,DUMMY,0x1a61,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
178,0x8c385e28,0x1a67,6,DUMMY,0x1b63,6,DUMMY,0x1b2f,6,DUMMY,0x1a67,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
179,0x8c385e28,0x1a6d,6,DUMMY,0x1b69,6,DUMMY,0x1b35,6,DUMMY,0x1a6d,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
180,0x8c385eb0,0x1a73,11,Lava Storm,0x1b6f,17,Tormenta de lava,0x1b3b,14,Orage de Lave,0x1a73,11,Lava Storm,0,S-Move,0,Damage,2,All PCs,0,16,10,1,Red,0,Physical,0,0,0,Poison,0,0,0
181,0x8c385ebc,0x1a7e,13,Blast Breath,0x1b80,16,Ráfaga de Brisa,0x1b49,16,Soufflexplosion,0x1a7e,13,Blast Breath,0,S-Move,0,Damage,2,All PCs,0,16,15,1,Red,0,Physical,0,0,0,Poison,0,0,0
182,0x8c385ecc,0x1a8b,12,Loqua Spray,0x1b90,12,Spray Loqua,0x1b59,12,Spray Loqua,0x1a8b,12,Loqua Spray,0,S-Move,0,Damage,2,All PCs,0,16,25,1,Red,0,Physical,0,0,0,Poison,0,0,0
183,0x8c385ed8,0x1a97,13,Frost Breath,0x1b9c,15,Brisa de Hielo,0x1b65,15,Souffle de Gel,0x1a97,13,Frost Breath,0,S-Move,0,Damage,2,All PCs,0,16,15,2,Purple,0,Physical,0,0,0,Poison,0,0,0
184,0x8c385ed8,0x1aa4,13,Frost Breath,0x1bab,15,Brisa de Hielo,0x1b74,15,Souffle de Gel,0x1aa4,13,Frost Breath,0,S-Move,0,Damage,2,All PCs,0,16,15,2,Purple,0,Physical,0,0,0,Poison,0,0,0
185,0x8c385e28,0x1ab1,6,DUMMY,0x1bba,6,DUMMY,0x1b83,6,DUMMY,0x1ab1,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
186,0x8c385e28,0x1ab7,6,DUMMY,0x1bc0,6,DUMMY,0x1b89,6,DUMMY,0x1ab7,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
187,0x8c385e28,0x1abd,6,DUMMY,0x1bc6,6,DUMMY,0x1b8f,6,DUMMY,0x1abd,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
188,0x8c385e28,0x1ac3,6,DUMMY,0x1bcc,6,DUMMY,0x1b95,6,DUMMY,0x1ac3,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
189,0x8c385e28,0x1ac9,6,DUMMY,0x1bd2,6,DUMMY,0x1b9b,6,DUMMY,0x1ac9,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
190,0x8c385ee8,0x1acf,7,Damyun,0x1bd8,7,Damyun,0x1ba1,7,Damyun,0x1acf,7,Damyun,0,S-Move,12,Silence,2,All PCs,0,0,0,0,Green,0,Physical,16,17,5,Silence,40,0,0
191,0x8c385ef0,0x1ad6,13,Slumber Dust,0x1bdf,16,Polvo de Dormir,0x1ba8,15,Poudre Sommeil,0x1ad6,13,Slumber Dust,0,S-Move,9,Sleep,102,PC Ray S5,0,0,0,0,Green,0,Physical,16,17,3,Sleep,40,0,0
192,0x8c385e28,0x1ae3,6,DUMMY,0x1bef,6,DUMMY,0x1bb7,6,DUMMY,0x1ae3,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
193,0x8c385e28,0x1ae9,6,DUMMY,0x1bf5,6,DUMMY,0x1bbd,6,DUMMY,0x1ae9,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
194,0x8c385e28,0x1aef,6,DUMMY,0x1bfb,6,DUMMY,0x1bc3,6,DUMMY,0x1aef,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
195,0x8c385e28,0x1af5,6,DUMMY,0x1c01,6,DUMMY,0x1bc9,6,DUMMY,0x1af5,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
196,0x8c385e28,0x1afb,6,DUMMY,0x1c07,6,DUMMY,0x1bcf,6,DUMMY,0x1afb,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
197,0x8c385e28,0x1b01,6,DUMMY,0x1c0d,6,DUMMY,0x1bd5,6,DUMMY,0x1b01,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
198,0x8c385e28,0x1b07,6,DUMMY,0x1c13,6,DUMMY,0x1bdb,6,DUMMY,0x1b07,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
199,0x8c385e28,0x1b0d,6,DUMMY,0x1c19,6,DUMMY,0x1be1,6,DUMMY,0x1b0d,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
200,0x8c385bec,0x1b13,12,Call Allies,0x1c1f,17,Convocar aliados,0x1be7,15,Appel d'alliés,0x1b13,12,Call Allies,0,S-Move,43,Call EC,0,None,0,13,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
201,0x8c385bec,0x1b1f,12,Call Allies,0x1c30,17,Convocar aliados,0x1bf6,15,Appel d'alliés,0x1b1f,12,Call Allies,0,S-Move,43,Call EC,0,None,0,96,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
202,0x8c385e28,0x1b2b,6,DUMMY,0x1c41,6,DUMMY,0x1c05,6,DUMMY,0x1b2b,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
203,0x8c385e28,0x1b31,6,DUMMY,0x1c47,6,DUMMY,0x1c0b,6,DUMMY,0x1b31,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
204,0x8c385e28,0x1b37,6,DUMMY,0x1c4d,6,DUMMY,0x1c11,6,DUMMY,0x1b37,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
205,0x8c385e28,0x1b3d,6,DUMMY,0x1c53,6,DUMMY,0x1c17,6,DUMMY,0x1b3d,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
206,0x8c385e28,0x1b43,6,DUMMY,0x1c59,6,DUMMY,0x1c1d,6,DUMMY,0x1b43,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
207,0x8c385e28,0x1b49,6,DUMMY,0x1c5f,6,DUMMY,0x1c23,6,DUMMY,0x1b49,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
208,0x8c385e28,0x1b4f,6,DUMMY,0x1c65,6,DUMMY,0x1c29,6,DUMMY,0x1b4f,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
209,0x8c385e28,0x1b55,6,DUMMY,0x1c6b,6,DUMMY,0x1c2f,6,DUMMY,0x1b55,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
210,0x8c385f00,0x1b5b,10,HP Absorb,0x1c71,15,Absorber Salud,0x1c35,12,Absorber PV,0x1b5b,10,HP Absorb,0,S-Move,44,Absorb HP,1,Single PC,0,2,10,0,Green,0,Physical,0,0,0,Poison,0,0,0
211,0x8c385f00,0x1b65,10,HP Absorb,0x1c80,15,Absorber Salud,0x1c41,12,Absorber PV,0x1b65,10,HP Absorb,0,S-Move,44,Absorb HP,1,Single PC,0,2,10,0,Green,0,Physical,0,0,0,Poison,0,0,0
212,0x8c385f00,0x1b6f,10,HP Absorb,0x1c8f,15,Absorber Salud,0x1c4d,12,Absorber PV,0x1b6f,10,HP Absorb,0,S-Move,44,Absorb HP,1,Single PC,0,2,20,0,Green,0,Physical,0,0,0,Poison,0,0,0
213,0x8c385f00,0x1b79,10,HP Absorb,0x1c9e,15,Absorber Salud,0x1c59,12,Absorber PV,0x1b79,10,HP Absorb,0,S-Move,44,Absorb HP,1,Single PC,0,2,20,0,Green,0,Physical,0,0,0,Poison,0,0,0
214,0x8c385e28,0x1b83,6,DUMMY,0x1cad,6,DUMMY,0x1c65,6,DUMMY,0x1b83,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
215,0x8c385e28,0x1b89,6,DUMMY,0x1cb3,6,DUMMY,0x1c6b,6,DUMMY,0x1b89,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
216,0x8c385e28,0x1b8f,6,DUMMY,0x1cb9,6,DUMMY,0x1c71,6,DUMMY,0x1b8f,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
217,0x8c385e28,0x1b95,6,DUMMY,0x1cbf,6,DUMMY,0x1c77,6,DUMMY,0x1b95,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
218,0x8c385e28,0x1b9b,6,DUMMY,0x1cc5,6,DUMMY,0x1c7d,6,DUMMY,0x1b9b,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
219,0x8c385e28,0x1ba1,6,DUMMY,0x1ccb,6,DUMMY,0x1c83,6,DUMMY,0x1ba1,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
220,0x8c385f0c,0x1ba7,11,Rapid Fire,0x1cd1,13,Fuego Rápido,0x1c89,11,Tir Rapide,0x1ba7,11,Rapid Fire,0,S-Move,0,Damage,1,Single PC,0,16,30,4,Yellow,0,Physical,0,0,0,Poison,0,0,0
221,0x8c385ae8,0x1bb2,9,KETSUBAN,0x1cde,9,KETSUBAN,0x1c94,9,KETSUBAN,0x1bb2,9,KETSUBAN,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
222,0x8c385e28,0x1bbb,6,DUMMY,0x1ce7,6,DUMMY,0x1c9d,6,DUMMY,0x1bbb,6,DUMMY,0,S-Move,-1,None,0,None,0,0,0,0,Green,0,Physical,0,0,0,Poison,0,0,0
