Entry ID,JP entry name,Padding #1,Padding #2,Padding #3,Padding #4,Category ID,[Category name],Effect ID,[Effect name],Scope ID,[Scope name],Effect amount #1 ,Effect amount #2 ,Element ID,[Element name],Type ID,[Type name],Unknown #1,Unknown #2,Unknown #3,Hit%,Padding #5,Padding #6
215,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
216,ファラオの業火,0,0,0,0,0,Super Move,0,Damage,2,All allies,16,10,1,Red,0,Physical,0,0,0,0,0,0
217,ブラストブレス,0,0,0,0,0,Super Move,0,Damage,2,All allies,16,15,1,Red,0,Physical,0,0,0,0,0,0
218,ウォッカ一気飲み,0,0,0,0,0,Super Move,0,Damage,2,All allies,16,25,1,Red,0,Physical,0,0,0,0,0,0
219,フロストブレス,0,0,0,0,0,Super Move,0,Damage,2,All allies,16,15,2,Purple,0,Physical,0,0,0,0,0,0
220,フロストブレス,0,0,0,0,0,Super Move,0,Damage,2,All allies,16,15,2,Purple,0,Physical,0,0,0,0,0,0
221,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
222,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
223,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
224,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
225,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
226,ダマユーン,0,0,0,0,0,Super Move,12,Add Silence,2,All allies,0,0,0,Green,0,Physical,16,17,5,40,0,0
227,爆睡の花粉,0,0,0,0,0,Super Move,9,Add Sleep,102,Ally line #3,0,0,0,Green,0,Physical,16,17,3,40,0,0
228,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
229,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
230,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
231,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
232,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
233,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
234,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
235,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
236,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call enemy,0,None,13,0,0,Green,0,Physical,0,0,0,0,0,0
237,仲間を呼ぶ,0,0,0,0,0,Super Move,43,Call enemy,0,None,96,0,0,Green,0,Physical,0,0,0,0,0,0
238,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
239,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
240,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
241,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
242,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
243,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
244,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
245,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
246,ＨＰ吸収,0,0,0,0,0,Super Move,44,Absorb HP,1,One ally,2,10,0,Green,0,Physical,0,0,0,0,0,0
247,ＨＰ吸収,0,0,0,0,0,Super Move,44,Absorb HP,1,One ally,2,10,0,Green,0,Physical,0,0,0,0,0,0
248,ＨＰ吸収,0,0,0,0,0,Super Move,44,Absorb HP,1,One ally,2,20,0,Green,0,Physical,0,0,0,0,0,0
249,ＨＰ吸収,0,0,0,0,0,Super Move,44,Absorb HP,1,One ally,2,20,0,Green,0,Physical,0,0,0,0,0,0
250,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
251,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
252,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
253,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
254,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
255,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
256,ラピッドキャノン,0,0,0,0,0,Super Move,0,Damage,1,One ally,16,30,4,Yellow,0,Physical,0,0,0,0,0,0
257,欠番,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
258,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
259,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
260,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
261,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
262,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
263,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
264,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
265,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
266,イラナギュン,0,0,0,0,0,Super Move,0,Damage,1,One ally,16,40,3,Blue,0,Physical,0,0,0,0,0,0
267,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
268,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
269,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
270,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
271,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
272,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
273,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
274,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
275,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
276,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
277,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
278,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
279,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
280,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
281,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
282,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
283,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
284,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
285,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
286,ヤマナージャ,0,0,0,0,0,Super Move,0,Damage,103,Ally line #4,16,15,3,Blue,0,Physical,0,0,0,0,0,0
287,ブロードソニック,0,0,0,0,0,Super Move,0,Damage,103,Ally line #4,16,15,4,Yellow,0,Physical,0,0,0,0,0,0
288,欠番,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
289,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
290,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
291,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
292,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
293,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
294,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
295,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
296,アースシェイク,0,0,0,0,0,Super Move,0,Damage,2,All allies,16,20,2,Purple,0,Physical,0,0,0,0,0,0
297,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
298,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
299,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
300,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
301,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
302,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
303,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
304,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
305,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
306,自爆,0,0,0,0,0,Super Move,62,Damage + Defeat user,200,Allies nearby #1,16,40,0,Green,0,Physical,16,17,0,100,0,0
307,毒自爆,0,0,0,0,0,Super Move,62,Damage + Defeat user,200,Allies nearby #1,16,40,0,Green,0,Physical,16,17,0,50,0,0
308,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
309,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
310,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
311,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
312,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
313,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
314,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
315,ダミー,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
316,チャックモール,0,0,0,0,0,Super Move,72,Add Fatigue + Damage,2,All allies,16,30,0,Green,0,Physical,16,17,6,70,0,0
317,黄金乱舞,0,0,0,0,0,Super Move,70,Add Confusion + Damage,2,All allies,16,30,3,Blue,0,Physical,16,17,4,70,0,0
318,用心棒,0,0,0,0,0,Super Move,43,Call enemy,0,None,248,0,0,Green,0,Physical,0,0,0,0,0,0
319,バーサク・ルピー,0,0,0,0,0,Super Move,0,Damage,1,One ally,16,90,1,Red,0,Physical,0,0,0,0,0,0
320,名門伝統の火ふき,0,0,0,0,0,Super Move,72,Add Fatigue + Damage,1,One ally,16,20,1,Red,0,Physical,16,17,6,70,0,0
321,名門伝統のパンチ,0,0,0,0,0,Super Move,0,Damage,1,One ally,16,40,1,Red,0,Physical,0,0,0,0,0,0
322,名門伝統の気合い,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
323,サプの葉,0,0,0,0,0,Super Move,31,Recover HP,3,One enemy,500,0,0,Green,0,Physical,0,0,0,0,0,0
324,カトラスブギ,0,0,0,0,0,Super Move,0,Damage,1,One ally,16,40,6,Neutral,0,Physical,0,0,0,0,0,0
325,リベンジ,0,0,0,0,0,Super Move,38,Counter attack + Guard,5,User,0,0,0,Green,0,Physical,0,0,0,0,0,0
326,アニタバースト,0,0,0,0,0,Super Move,0,Damage,2,All allies,16,30,1,Red,0,Physical,0,0,0,0,0,0
327,アニタシールド,0,0,0,0,0,Super Move,39,Block magic,4,All enemies,0,0,0,Green,0,Physical,0,0,0,0,0,0
328,伝説のつのぶえ,0,0,0,0,0,Super Move,43,Call enemy,0,None,251,0,0,Green,0,Physical,0,0,0,0,0,0
329,伝説の発破,0,0,0,0,0,Super Move,0,Damage,2,All allies,16,40,1,Red,0,Physical,0,0,0,0,0,0
330,伝説のランプ,0,0,0,0,0,Super Move,16,Add Weak,2,All allies,0,0,0,Green,0,Physical,0,0,0,0,0,0
331,伝説の薬びん,0,0,0,0,0,Super Move,78,Add Quickened + Add Regenerate + Add Strengthen,5,User,0,0,0,Green,0,Physical,0,0,0,0,0,0
332,伝説のこえつぼ,0,0,0,0,0,Super Move,26,Add Weak,2,All allies,0,0,0,Green,0,Physical,1,1,8,90,0,0
333,月Жガン,0,0,0,0,0,Super Move,68,Add Unconscious + Damage #2,1,One ally,16,30,4,Yellow,0,Physical,16,17,1,60,0,0
334,フロックチャージ,0,0,0,0,0,Super Move,43,Call enemy,0,None,254,0,0,Green,0,Physical,0,0,0,0,0,0
335,明日なき暴走,0,0,0,0,0,Super Move,0,Damage,1,One ally,16,70,4,Yellow,0,Physical,0,0,0,0,0,0
336,バルア横流し爆雷,0,0,0,0,0,Super Move,0,Damage,2,All allies,16,30,4,Yellow,0,Physical,0,0,0,0,0,0
337,目標サーチ,0,0,0,0,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,0,0,0
338,ワイルドダンス,0,0,0,0,0,Super Move,0,Damage,1,One ally,16,40,6,Neutral,0,Physical,0,0,0,0,0,0
339,ワイルドダンス,0,0,0,0,0,Super Move,0,Damage,1,One ally,16,50,6,Neutral,0,Physical,0,0,0,0,0,0
340,ワイルドダンス,0,0,0,0,0,Super Move,0,Damage,1,One ally,16,60,6,Neutral,0,Physical,0,0,0,0,0,0
341,ワイルドダンス,0,0,0,0,0,Super Move,0,Damage,1,One ally,16,50,6,Neutral,0,Physical,0,0,0,0,0,0
342,ジェルージュ,0,0,0,0,0,Super Move,0,Damage,2,All allies,16,25,6,Neutral,0,Physical,0,0,0,0,0,0
343,投げキッス,0,0,0,0,0,Super Move,70,Add Confusion + Damage,1,One ally,16,5,1,Red,0,Physical,16,17,4,0,0,0
344,用心棒,0,0,0,0,0,Super Move,43,Call enemy,0,None,250,0,0,Green,0,Physical,0,0,0,0,0,0
