Entry ID,US Entry Name,Pad 1,Pad 2,Pad 3,Pad 4,Category ID,[Category Name],Effect ID,[Effect Name],Scope ID,[Scope Name],Effect Param ID,Effect Param Name,Effect Base,Element ID,[Element Name],Type ID,[Type Name],State Inflict ID,State Inflict Name,State Resist ID,State Resist Name,State ID,[State Name],State Miss%,Pad 5,Pad 6
178,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
179,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
180,Lava Storm,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,Attack,10,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
181,Blast Breath,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,Attack,15,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
182,Loqua Spray,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,Attack,25,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
183,Frost Breath,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,Attack,15,2,Purple,0,Physical,0,Power,0,Power,0,Poison,0,0,0
184,Frost Breath,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,Attack,15,2,Purple,0,Physical,0,Power,0,Power,0,Poison,0,0,0
185,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
186,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
187,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
188,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
189,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
190,Damyun,0,0,0,0,0,S-Move,12,Silence,2,All PCs,0,Power,0,0,Green,0,Physical,16,Attack,17,Defense,5,Silence,40,0,0
191,Slumber Dust,0,0,0,0,0,S-Move,9,Sleep,102,PC Ray S5,0,Power,0,0,Green,0,Physical,16,Attack,17,Defense,3,Sleep,40,0,0
192,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
193,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
194,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
195,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
196,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
197,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
198,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
199,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
200,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,13,Azbeth,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
201,Call Allies,0,0,0,0,0,S-Move,43,Call EC,0,None,96,Stonebeak,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
202,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
203,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
204,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
205,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
206,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
207,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
208,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
209,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
210,HP Absorb,0,0,0,0,0,S-Move,44,Absorb HP,1,Single PC,2,Vigor,10,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
211,HP Absorb,0,0,0,0,0,S-Move,44,Absorb HP,1,Single PC,2,Vigor,10,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
212,HP Absorb,0,0,0,0,0,S-Move,44,Absorb HP,1,Single PC,2,Vigor,20,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
213,HP Absorb,0,0,0,0,0,S-Move,44,Absorb HP,1,Single PC,2,Vigor,20,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
214,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
215,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
216,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
217,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
218,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
219,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
220,Rapid Fire,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,Attack,30,4,Yellow,0,Physical,0,Power,0,Power,0,Poison,0,0,0
221,欠番,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
222,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
223,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
224,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
225,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
226,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
227,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
228,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
229,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
230,Irnagun,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,Attack,40,3,Blue,0,Physical,0,Power,0,Power,0,Poison,0,0,0
231,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
232,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
233,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
234,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
235,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
236,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
237,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
238,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
239,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
240,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
241,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
242,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
243,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
244,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
245,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
246,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
247,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
248,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
249,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
250,Wind Slash,0,0,0,0,0,S-Move,0,Damage,103,PC Triangle 60°,16,Attack,15,3,Blue,0,Physical,0,Power,0,Power,0,Poison,0,0,0
251,Sonic Wave,0,0,0,0,0,S-Move,0,Damage,103,PC Triangle 60°,16,Attack,15,4,Yellow,0,Physical,0,Power,0,Power,0,Poison,0,0,0
252,欠番,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
253,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
254,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
255,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
256,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
257,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
258,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
259,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
260,Quake,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,Attack,20,2,Purple,0,Physical,0,Power,0,Power,0,Poison,0,0,0
261,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
262,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
263,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
264,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
265,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
266,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
267,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
268,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
269,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
270,Self-destruct,0,0,0,0,0,S-Move,62,Defeat User + Damage,200,PCs Nearby S1,16,Attack,40,0,Green,0,Physical,16,Attack,17,Defense,0,Poison,100,0,0
271,Poison Explode,0,0,0,0,0,S-Move,62,Defeat User + Damage,200,PCs Nearby S1,16,Attack,40,0,Green,0,Physical,16,Attack,17,Defense,0,Poison,50,0,0
272,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
273,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
274,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
275,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
276,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
277,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
278,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
279,ダミー,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
280,Chak Mol,0,0,0,0,0,S-Move,72,Fatigue + Damage,2,All PCs,16,Attack,30,0,Green,0,Physical,16,Attack,17,Defense,6,Fatigue,70,0,0
281,Golden Flurry,0,0,0,0,0,S-Move,70,Confusion + Damage,2,All PCs,16,Attack,30,3,Blue,0,Physical,16,Attack,17,Defense,4,Confusion,70,0,0
282,Bodyguard,0,0,0,0,0,S-Move,43,Call EC,0,None,248,Youjin,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
283,Berserk Rupee,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,Attack,90,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
284,Legendary Fire,0,0,0,0,0,S-Move,72,Fatigue + Damage,1,Single PC,16,Attack,20,1,Red,0,Physical,16,Attack,17,Defense,6,Fatigue,70,0,0
285,Legendary Punch,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,Attack,40,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
286,Legendary Charge,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
287,Sacri Crystal,0,0,0,0,0,S-Move,31,Recover HP,3,Single EC,500,HP,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
288,Cutlass Wrath,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,Attack,40,6,Neutral,0,Physical,0,Power,0,Power,0,Poison,0,0,0
289,Revenge,0,0,0,0,0,S-Move,38,Counter% to 100% + Guard,5,Self,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
290,Anita Burst,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,Attack,30,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
291,Anita Shield,0,0,0,0,0,S-Move,39,Block Magic,4,All ECs,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
292,Pipes of Doom,0,0,0,0,0,S-Move,43,Call EC,0,None,251,Zivilyn Bane,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
293,Explosive Powder,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,Attack,40,1,Red,0,Physical,0,Power,0,Power,0,Poison,0,0,0
294,Magic Lamp,0,0,0,0,0,S-Move,16,Rem Pos States,2,All PCs,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
295,Medicine Box,0,0,0,0,0,S-Move,78,"Regenerate + Incr Atk, Def & Qck",5,Self,0,HP,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
296,Vase of Echos,0,0,0,0,0,S-Move,26,Decr All Attr,2,All PCs,0,Power,0,0,Green,0,Physical,1,Will,1,Will,8,Weak,90,0,0
297,Moonstone Blast,0,0,0,0,0,S-Move,68,Unconscious + Damage B,1,Single PC,16,Attack,30,4,Yellow,0,Physical,16,Attack,17,Defense,1,Unconscious,60,0,0
298,Charge,0,0,0,0,0,S-Move,43,Call EC,0,None,254,Frock,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
299,Rampage,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,Attack,70,4,Yellow,0,Physical,0,Power,0,Power,0,Poison,0,0,0
300,Sidewinder,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,Attack,30,4,Yellow,0,Physical,0,Power,0,Power,0,Poison,0,0,0
301,Target Search,0,0,0,0,0,S-Move,-1,None,0,None,0,Power,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
302,Tempest Dance,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,Attack,40,6,Neutral,0,Physical,0,Power,0,Power,0,Poison,0,0,0
303,Tempest Dance,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,Attack,50,6,Neutral,0,Physical,0,Power,0,Power,0,Poison,0,0,0
304,Tempest Dance,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,Attack,60,6,Neutral,0,Physical,0,Power,0,Power,0,Poison,0,0,0
305,Tempest Dance,0,0,0,0,0,S-Move,0,Damage,1,Single PC,16,Attack,50,6,Neutral,0,Physical,0,Power,0,Power,0,Poison,0,0,0
306,Deluge,0,0,0,0,0,S-Move,0,Damage,2,All PCs,16,Attack,25,6,Neutral,0,Physical,0,Power,0,Power,0,Poison,0,0,0
307,Vigoro's Charm,0,0,0,0,0,S-Move,70,Confusion + Damage,1,Single PC,16,Attack,5,1,Red,0,Physical,16,Attack,17,Defense,4,Confusion,0,0,0
308,Bodyguard,0,0,0,0,0,S-Move,43,Call EC,0,None,250,Boo,0,0,Green,0,Physical,0,Power,0,Power,0,Poison,0,0,0
