Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,PCID,[PCName],Retail Price in %,Order by Prio.,EU Order by ABC,Effect ID,[Effect Name],Pad. 1,Purchase Price,Attack,Hit%,Feat.ID,[Feat.Name],Pad. 2,Feat.Value,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.
42,0x802c677c,0x1d0b4,14,Cupil-Stachel,0x1cd2a,15,Cupil con púas,0x1cf9d,13,Pointe Cupil,0x1c75a,12,Cupil Spike,2,Fina,0,44,17,-1,None,0,0,141,105,20,Dodge%,0,10,0x1353a,94,Cupil verwandelt sich in ein Nagelbrett und\\nfällt auf den Kopf eines Feindes. Trifft selten!,0x13255,94,Cupil se convierte en una tabla llena de púas y\\ncae sobre sus enemigos. También falla mucho.,0x1324a,97,Cupil se change en planche couverte de pointes\\n& tombe sur la tête d'un ennemi. Échoue souvent.,0x12e96,94,"Cupil morphs into a spike-laden board and drops\\non an enemy's head. It misses a lot, though."
43,0x802c6788,0x1d0c2,14,Cupil-Gewicht,0x1cd39,13,Cupil Pesado,0x1cfaa,15,Poids de Cupil,0x1c766,13,Cupil Weight,2,Fina,0,48,20,-1,None,0,0,172,105,20,Dodge%,0,15,0x13598,97,Cupil erhöht durch Magie sein Körpergewicht um\\nein Vielfaches und fällt dem Feind auf den Kopf.,0x132b3,93,"Haciendo magia, Cupil multiplica su propio peso\\ny se deja caer sobre la cabeza del enemigo.",0x132ab,89,"Cupil fait un tour de magie pour augmenter son\\npoids, et tombe sur la tête d'un ennemi.",0x12ef4,97,"Cupil uses magic to increase its own weight many\\ntimes over, and then drops on an enemy's head."
44,0x802c6798,0x1d0d0,13,Cupil-Pfanne,0x1cd46,13,Sartén Cupil,0x1cfb9,12,Poêle Cupil,0x1c773,10,Cupil Pan,2,Fina,0,45,15,-1,None,0,0,145,110,-1,None,0,0,0x135f9,94,"Cupil verwandelt sich in eine Pfanne und legt\\nalles daran, Feinden auf den Kopf zu schlagen.",0x13310,91,Cupil se transforma en sartén y golpea a sus\\nenemigos en la cabeza con todas sus fuerzas.,0x13304,90,Cupil se change en poêle à frire et frappe de\\ntoutes ses forces sur la tête des ennemis.,0x12f55,96,Cupil morphs into a frying pan and uses all of\\nits strength to whack enemies over their heads.
45,0x802c67a4,0x1d0dd,12,Cupil-Keule,0x1cd53,11,Club Cupil,0x1cfc5,11,Club Cupil,0x1c77d,11,Cupil Club,2,Fina,0,39,11,-1,None,0,0,99,110,-1,None,0,0,0x13657,99,"Verwandelt sich in eine Keule und prügelt Feinde,\\nbis sie aufgeben. Sogar Cupil kann gemein sein.",0x1336b,97,Se convierte en porra y golpea al enemigo hasta\\nque éste se rinde. Es el lado malvado de Cupil.,0x1335e,88,Se change en massue et force les ennemis à se\\nsoumettre. Même Cupil peut être méchant.,0x12fb5,89,Morphs into a club and bludgeons enemies into\\nsubmission. Even Cupil has a mean-streak.
46,0x802c67b0,0x1d0e9,13,Cupil-Hammer,0x1cd5e,15,Martillo Cupil,0x1cfd0,14,Marteau Cupil,0x1c788,13,Cupil Hammer,2,Fina,0,42,13,-1,None,0,0,122,110,-1,None,0,0,0x136ba,80,Cupil nimmt die Form eines großen Hammers\\nan und schlägt Feinden auf den Kopf.,0x133cc,77,Adopta la forma de un martillo gigante y\\natiza a los enemigos en la cabeza.,0x133b6,69,Cupil se change en marteau géant et frappe\\nsur la tête des ennemis.,0x1300e,82,Cupil morphs into the shape of a giant hammer\\nand hits enemies over their heads.
47,0x802c67c0,0x1d0f6,10,End-Cupil,0x1cd6d,18,Cupil Definitivo ,0x1cfde,13,Ultime Cupil,0x1c795,12,Final Cupil,2,Fina,0,49,28,-1,None,0,0,300,100,-1,None,0,0,0x1370a,83,"Cupils letzte und endgültige Form, sehr\\neindrucksvoll und ziemlich schlagkräftig.",0x13419,96,La última y definitiva forma que Cupil adopta es\\nimpresionante. Tiene gran impacto y potencia.,0x133fb,68,"Forme finale et ultime de Cupil, très\\nimpressionante et puissante.",0x13060,85,"Cupil's final and ultimate form, it looks very\\nimpressive, and packs quite a punch."
48,0x802c67cc,0x1d100,9,Kunstarm,0x1cd7f,17,Brazo Artificial,0x1cfeb,16,Bras Artificiel,0x1c7a1,15,Artificial Arm,3,Drachma,50,50,1,-1,None,0,390,43,80,-1,None,0,0,0x1375d,87,"Mechanischer Arm, der Anzeichen sehr starker\\nBenutzung zeigt, ist jedoch sehr robust.",0x13479,83,"Un brazo mecánico desgastado por muchos años de\\nuso, pero de aspecto resistente. ",0x1343f,79,Bras mécanique qui montre les signes d'un usage\\nintensif mais semble robuste.,0x130b5,89,"A mechanical arm that shows signs of rigorous\\nuse over many years, yet it looks sturdy."
49,0x802c67dc,0x1d109,10,Hakenhand,0x1cd90,15,Mano de garfio,0x1cffb,8,Crochet,0x1c7b0,10,Hook Hand,3,Drachma,50,51,34,-1,None,0,580,51,80,-1,None,0,0,0x137b4,82,"Aufsatz für Drachmas Arm, eine hakenförmige\\nKlinge, scharf wie ein Rasiermesser.",0x134cc,92,Una extensión del brazo de Drachma. Un sable\\nen forma de garfio y afilado como una navaja.,0x1348e,98,"Un accessoire pour le bras de Drachma, une épée\\nen forme de crochet, tranchante comme un rasoir.",0x1310e,81,"An attachment for Drachma's arm, it is a\\nhook-shaped blade that is razor sharp."
50,0x802c67e8,0x1d113,12,Morgenstern,0x1cd9f,13,Mano de maza,0x1d003,12,Main Massue,0x1c7ba,10,Mace Hand,3,Drachma,50,54,42,-1,None,0,2000,125,0,-1,None,0,0,0x13806,95,"Schwere, stachelige Stahlkugel mit schrecklicher\\nZerstörungskraft, aber geringer Genauigkeit.",0x13528,88,"Pesada bola de acero con púas con un increíble\\npoder destructivo, pero poca precisión.",0x134f0,93,"Boule lourde, en acier avec des pointes, au\\npouvoir destructeur immense mais guère précise.",0x1315f,78,"A heavy, spiked steel ball with awesome\\ndestructive power, but low accuracy."
51,0x802c67f4,0x1d11f,10,Schürfarm,0x1cdac,15,Brazo de Minas,0x1d00f,15,Bras Extractif,0x1c7c4,11,Mining Arm,3,Drachma,50,57,44,-1,None,0,9980,172,80,-1,None,0,0,0x13865,80,Vorrichtung zur Gewinnung von Moon Stones. Von\\nDe Loco in Ixa'taka entwickelt.,0x13580,87,"Instrumento para extraer Piedras Lunares,\\ncreado por De Loco al marcharse a Ixa'taka.",0x1354d,82,Équipement conçu pour extraire les Pierres de\\nLune. Crée par De Loco à Ixa'taka.,0x131ad,94,Equipment designed to mine Moon Stones. Created\\nby De Loco when he was assigned to Ixa'taka.
52,0x802c6800,0x1d129,11,Drachenarm,0x1cdbb,17,Brazo del Dragón,0x1d01e,12,Bras Dragon,0x1c7cf,11,Dragon Arm,3,Drachma,50,58,25,-1,None,0,11850,181,80,-1,None,0,0,0x138b5,78,"Ein extra für Drachma kreierter Arm, vom \\nMeister-Schmied Ryu-kan entworfen.",0x135d7,87,"Brazo especialmente diseñado para Drachma por\\nRiu-kan, el maestro creador de espadas.",0x1359f,75,"Un bras conçu spécialement pour Drachma par le\\nfaçonneur d'épée, Ryu-kan.",0x1320b,74,"An arm specially designed for Drachma by the\\nmaster swordsmith, Ryu-kan."
53,0x802c680c,0x1d134,13,Schnabelhand,0x1cdcc,13,Mano de pico,0x1d02a,9,Main Bec,0x1c7da,10,Beak Hand,3,Drachma,50,52,3,5,Confusion 20%,0,880,60,80,-1,None,0,0,0x13903,86,Aufsatz für Drachmas Arm in Form eines Vogel-\\nschnabels. Kann auch Feinde verwirren.,0x1362e,92,"Extensión del brazo de Drachma, con forma de\\npico de ave. Sirve para confundir al enemigo.",0x135ea,98,"Accessoire pour le bras de Drachma, en forme de\\nbec d'oiseau qui peut aussi tromper les ennemis.",0x13255,97,An attachment for Drachma's arm that is shaped\\nlike a bird's beak. It can also Confuse enemies.
54,0x802c6818,0x1d141,15,De Loco-Bohrer,0x1cdd9,16,Taladro De Loco,0x1d033,16,Foreuse De Loco,0x1c7e4,14,De Loco Drill,3,Drachma,50,55,24,6,Unconscious 10%,0,2600,95,80,-1,None,0,0,0x13959,89,Von De Loco zum Schürfen entworfener Bohrer;\\nseine rotierende klinge kann sofort töten.,0x1368a,89,Un taladro del equipo de minas creado por De\\nLoco. Su cuchilla-hélice mata al instante.,0x1364c,94,"Foreuse de l'équipement minier conçue par De\\nLoco, sa lame tournante peut tuer sur le champ.",0x132b6,97,"A drill taken from mining equipment designed by\\nDe Loco, its spinning blade can kill instantly."
55,0x802c6828,0x1d150,15,Ausgrabungsarm,0x1cde9,16,Brazo Excavador,0x1d043,16,Bras Excavateur,0x1c7f2,15,Excavation Arm,3,Drachma,50,53,27,-1,None,0,1340,73,80,-1,None,0,0,0x139b2,95,"Instrument für archäologische Ausgrabungen, kann\\nsogar für feinere Bewegungen benutzt werden.",0x136e3,87,"Instrumento diseñado para excavaciones\\narqueológicas, que hace movimientos delicados.",0x136aa,98,"Instrument destiné aux fouilles archéologiques,\\npeut également servir à un travail de précision.",0x13317,92,"An instrument designed for archeological digs,\\nit can even be used for delicate movements."
56,0x802c6838,0x1d15f,10,Ruinenarm,0x1cdf9,16,Brazo de Ruinas,0x1d053,16,Bras des Ruines,0x1c801,9,Ruin Arm,3,Drachma,50,56,50,-1,None,0,3860,112,80,-1,None,0,0,0x13a11,83,"Seltsamer Arm unbekannter Bauart, in den\\nRuinen einer alten Stadt zurückgelassen.",0x1373a,95,"Un extraño brazo, de tecnología desconocida,\\nolvidado entre las ruinas de una ciudad antigua.",0x1370c,92,Un bras bizarre de technologie inconnue est\\nabandonné dans les ruines d'une ancienne cité.,0x13373,90,"A strange arm, based on unknown technology,\\nleft behind in the ruins of an ancient city."
57,0x802c6844,0x1d169,10,Silberarm,0x1ce09,15,Brazo de Plata,0x1d063,14,Bras d'argent,0x1c80a,11,Silver Arm,3,Drachma,50,59,53,-1,None,0,13710,190,80,37,Silver,0,-2,0x13a64,89,"Teil eines androiden Soldaten, von der Silver\\nCivilization kreiert. Hohe Angriffskraft.",0x13799,88,Parte de un soldado androide creado por la\\nCivilización de Plata. Tiene gran potencia.,0x13768,85,Partie d'un androïde créé par la civilisation\\nd'Argent. Puissant pouvoir d'attaque.,0x133cd,90,Part of an android soldier created by the Silver\\nCivilization. Boasts high attack power.
58,0x8034fba0,0x1d173,7,Rapier,0x1ce18,8,Estoque,0x1d071,8,Rapière,0x1c815,7,Rapier,4,Enrique,50,60,49,12,Silence 20%,0,4200,122,95,-1,None,0,0,0x13abd,90,"Dünne, scharfe Klinge, ein Symbol des noblen\\nKriegers. Kann bei Feinden Stille bewirken.",0x137f1,93,"Espada fina y afilada, símbolo del guerrero\\nnoble. Puede imponer Silencio sobre el enemigo.",0x137bd,97,"Une épée mince mais tranchante, symbole du noble\\nguerrier. Peut imposer le Silence aux ennemis.",0x13427,87,"A thin but sharp blade, a symbol of the noble\\nwarrior. Can impose Silence on enemies."
59,0x802c6850,0x1d17a,12,Steinklinge,0x1ce20,17,Espada de Piedra,0x1d079,12,Épée Pierre,0x1c81c,11,Stoneblade,4,Enrique,50,64,57,13,Stone 10%,0,9850,171,95,-1,None,0,0,0x13b17,89,Geniale Arbeit vom meisterhaften Schmied Ryu-kan.\\nKann Feinde auch zu Stein verwandeln.,0x1384e,97,Una obra genial del maestro creador de espadas\\nRyu-kan. También convierte al enemigo en piedra.,0x1381e,94,Un travail de génie par le façonneur d'épée\\nRyu-kan. Peut transformer les ennemis en pierre.,0x1347e,88,"A work of genius by the master swordsmith,\\nRyu-kan. It can also turn enemies to stone."
60,0x802c685c,0x1d186,13,Kaiserklinge,0x1ce31,16,Espada Imperial,0x1d085,15,Épée Impériale,0x1c827,15,Imperial Blade,4,Enrique,50,63,39,7,Silence 20%,0,8660,163,95,-1,None,0,0,0x13b70,77,Das Schwert des legitimen Thronanwärters.\\nKann bei Feinden Stille bewirken.,0x138af,84,La espada del heredero legítimo al trono.\\nPuede imponer Silencio sobre el enemigo.,0x1387c,78,L'épée de l'héritier légitime du trône.\\nPeut imposer le Silence aux ennemis.,0x134d6,80,The sword of the legitimate heir to the throne.\\nCan impose Silence on enemies.
61,0x802c686c,0x1d193,14,Schlangenhieb,0x1ce41,16,Golpe Serpiente,0x1d094,16,Épée du Serpent,0x1c836,15,Serpent Strike,4,Enrique,50,65,52,8,Stone 10%,0,11150,179,95,-1,None,0,0,0x13bbd,89,Mächtiges Schwert der Krieger der Silver\\nCivilization. Kann Feinde zu Stein verwandeln.,0x13903,92,Poderosa espada usada por los guerreros de la\\nCivilización de Plata. Petrifica al enemigo.,0x138ca,95,Épée puissante des guerriers de la Civilisation\\nd'Argent. Peut changer les ennemis en Pierre.,0x13526,90,A powerful sword worn by warriors of the Silver\\nCivilization. Can turn enemies to Stone.
62,0x802c687c,0x1d1a1,12,Frostklinge,0x1ce51,14,Espada Helada,0x1d0a4,14,Épée de Glace,0x1c845,11,Frostblade,4,Enrique,50,62,30,14,Confusion 20%,0,7020,150,95,-1,None,0,0,0x13c16,93,"Eine so scharfe und kalte Klinge, dass man fast\\ndaran festfriert. Kann Verwirrung auslösen.",0x1395f,91,Una espada tan afilada y fría que casi entumece\\nal tocarla. Provoca confusión al enemigo.,0x13929,91,Épée si aiguisée et si froide qu'elle engourdit\\nau toucher. Peut désorienter les ennemis.,0x13580,87,"A blade so sharp and cold, it is almost numbing\\nto the touch. It can Confuse enemies."
63,0x802c6888,0x1d1ad,16,Schlummerklinge,0x1ce5f,17,Espada de Dormir,0x1d0b2,16,Épée du Sommeil,0x1c850,17,Blade of Slumber,4,Enrique,50,61,4,15,Sleep 10%,0,5690,138,95,-1,None,0,0,0x13c73,90,"Riesiges Schwert, das in yafutomanischen \\nZeremonien benutzt wird; schläfert Feinde ein.",0x139ba,87,Larga espada usada en ceremonias de Yafutoman.\\nSu misterioso poder duerme al enemigo.,0x13984,84,"Une grosse épée utilisée lors des cérémonies\\nYafutoman, peut endormir les ennemis.",0x135d7,93,"A large sword used in Yafutoman ceremonies, its\\nmysterious powers can put enemies to Sleep."
64,0x802c689c,0x1d1bd,14,Gilders Waffe,0x1ce70,15,Arma de Gilder,0x1d0c2,15,Petit revolver,0x1c861,13,Gilder's Own,5,Gilder,50,66,32,-1,None,0,2910,104,100,-1,None,0,0,0x13ccd,95,"Eine Schusswaffe, die Gilder schon durch manche\\nGefahr half. Klein, aber leicht zu handhaben.",0x13a11,81,Este arma ha sacado a Gilder de muchos aprietos.\\nPequeña pero fácil de manejar.,0x139d8,88,Un revolver qui a aidé Gilder à s'en sortir plus\\nd'une fois. Petit et facile à manier.,0x13634,84,"A gun that has gotten Gilder through many a\\ntight spot. Small, but easy to handle."
65,0x802c68ac,0x1d1cb,13,Nasr-Pistole,0x1ce7f,13,Pistola Nasr,0x1d0d1,14,Pistolet Nasr,0x1c86e,12,Nasr Pistol,5,Gilder,50,67,47,-1,None,0,3520,112,100,33,Red,0,-2,0x13d2c,72,"Nachbildung einer Waffe der Royal Guard,\\nnur ohne unnötige Verzierung.",0x13a62,94,"Una réplica del arma usada por la Guardia Real,\\npero sin elementos decorativos innecesarios.",0x13a30,92,"Une réplique de l'arme utilisée par la Garde\\nRoyale, dénuée de ses décorations superflues.",0x13688,95,"A replica of the weapon used by the Royal Guard,\\nwithout the unnecessary decorative elements."
66,0x802c68b8,0x1d1d8,15,Kriegerpistole,0x1ce8c,17,Pistola Guerrera,0x1d0df,9,Pistolet,0x1c87a,17,Warrior's Pistol,5,Gilder,50,72,69,-1,None,0,10920,176,100,-1,None,0,0,0x13d74,88,Kleine Schusswaffe der alten Krieger. Ihr\\nÄußeres verrät nichts von ihrer Schusskraft.,0x13ac0,83,Arma pequeña usada por antiguos guerreros.\\nSu aspecto inocente oculta gran poder.,0x13a8c,98,Petit revolver utilisé par d'anciens guerriers.\\nSon apparence dissimule son pouvoir destructeur.,0x136e7,88,A small gun used by ancient warriors. Its\\nappearance hides its destructive power well.
67,0x802c68cc,0x1d1e7,14,Valua-Pistole,0x1ce9d,15,Pistola Valuan,0x1d0e8,16,Pistolet Valuan,0x1c88b,14,Valuan Pistol,5,Gilder,50,69,66,-1,None,0,8140,160,100,-1,None,0,0,0x13dcc,86,Eine von Matrosen umgebaute valuanische Pistole\\nmit hoher Schusskraft und Präzision.,0x13b13,94,"Una pistola robada de los Valuan, modificada\\npara aumentar su potencia sin restar precisión.",0x13aee,97,"Pistolet Valuan dérobé, modifié par les marins\\npour le rendre plus puissant et toujours précis.",0x1373f,94,"A stolen Valuan pistol, modified by sailors to\\nincrease power, without sacrificing accuracy."
68,0x802c68dc,0x1d1f5,16,Schützenpistole,0x1ceac,17,Pistola Marksman,0x1d0f8,17,Arme de Marksman,0x1c899,13,Marksman Gun,5,Gilder,50,71,43,10,Unconscious 20%,0,3000,100,200,-1,None,0,0,0x13e22,99,"Kleine, von valuanischen Mördern verwendete Pis-\\ntole. Bei einem gezielten Schuss sofort tödlich.",0x13b71,96,Pistola pequeña de los asesinos Valuan. Puede\\ncausar la muerte instantánea si se apunta bien. ,0x13b4f,83,Petit pistolet utilisé par les assassins Valuan.\\nPeut causer la mort instantanée.,0x1379d,84,A small pistol used by Valuan assassins. Can\\ncause instant death with a good shot.
69,0x802c68ec,0x1d205,15,Daccat-Pistole,0x1cebd,17,Costumbre Daccat,0x1d109,15,Arme de Daccat,0x1c8a6,14,Daccat Custom,5,Gilder,50,68,22,9,Sleep 50%,0,4290,120,100,-1,None,0,0,0x13e85,72,Lange Pistole des legendären Piraten Daccat.\\nKann Feinde einschläfern.,0x13bd1,93,El legendario Pirata Aéreo Daccat usa esta\\npistola larga que hace que el enemigo se duerma.,0x13ba2,90,Long pistolet utilisé par le fameux Pirate de\\nDaccat. Peut parfois endormir les ennemis.,0x137f1,93,"A long pistol used by the legendary Air Pirate,\\nDaccat. Can sometimes put enemies to Sleep."
70,0x802c68fc,0x1d214,15,Gilder-Spezial,0x1cece,16,Especial Gilder,0x1d118,17,L'arme de Gilder,0x1c8b4,15,Gilder Special,5,Gilder,50,70,31,-1,None,0,9460,168,100,-1,None,0,0,0x13ecd,98,Speziell an Gilders Schusshand angepasste Waffe\\nmit unübertroffener Genauigkeit und Schusskraft.,0x13c2e,97,Arma hecha especialmente para adaptarse al tacto\\nde Gilder. Su potencia y precisión son únicas.,0x13bfc,92,Un revolver fabriqué spécialement pour Gilder.\\nIl a une précision et une puissance unique.,0x1384e,85,A gun made specifically to fit Gilder's touch.\\nIt has unequaled accuracy and power.
71,0x802c690c,0x1d223,17,Thunfischmachete,0x1cede,11,Sable Atún,0x1d129,11,Sabre thon,0x1c8c3,13,Tuna Cutlass,0,Vyse,100,16,65,-1,None,0,22222,150,0,-1,None,0,0,0x13f2f,59,"Von Vize, dem Betrüger.\\nSehr schlagkräftig, aber ungenau.",0x13c8f,78,Regalo del impostor Vize. Posee un gran poder\\nde ataque pero poca precisión.,0x13c58,94,"Un cadeau de l'imposteur, Vize. A une grande\\npuissance d'attaque, mais une faible précision.",0x138a3,78,"Received from the imposter, Vize.\\nBoasts high attack power, but low accuracy"
72,0x802c691c,0x1d234,13,Wirbelmerang,0x1cee9,13,Crea-molinos,0x1d134,17,Tourbillonmerang,0x1c8d0,12,Swirlmerang,1,Aika,100,33,61,11,Confusion 100%,0,11111,100,200,-1,None,0,0,0x13f6a,94,"Von Anita, der Betrügerin. Sorgt bei Feinden\\nfür ""Verwirrung"", die dagegen nicht immun sind.",0x13cdd,94,"Regalo de Anita la impostora. ""Confundirá"" a\\nlos enemigos no inmunizados contra ""Confusión"".",0x13cb6,95,"Cadeau de l'imposteur, Anita. ""Désoriente"" les\\nennemis non immunisés contre ""Désorientation.""",0x138f1,93,"Received from the imposter, Anita. Will always\\n""Confuse"" any enemy not immune to ""Confuse."""
73,0x802c6928,0x1d241,12,Himmelsfang,0x1cef6,17,Colmillo Celeste,0x1d145,13,Croc céleste,0x1c8dc,9,Sky Fang,0,Vyse,50,16,54,-1,None,0,50000,255,224,-1,None,0,0,0x13fc8,98,"Ein Schwert, das so machtvoll sein soll, dass es\\nden Himmel teilen kann. Das ultimative Schwert.",0x13d3b,83,"Espada tan poderosa, que se dice que puede\\ndividir los cielos. La espada suprema.",0x13d15,88,"Une épée si puissante, qu'elle peut soi-disant\\nfendre le ciel en deux. L'épée suprême.",0x1394e,84,"A sword so powerful, it is said that it can\\nsplit the heavens. The ultimate sword."
74,0x802c6934,0x1d24d,10,DUMMYBUKI,0x1cf07,10,DUMMYBUKI,0x1d152,10,DUMMYBUKI,0x1c8e5,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,0x1402a,9,DUMMY\\n ,0x13d8e,9,DUMMY\\n ,0x13d6d,9,DUMMY\\n ,0x139a2,14,DUMMY\\n------
75,0x802c6934,0x1d257,10,DUMMYBUKI,0x1cf11,10,DUMMYBUKI,0x1d15c,10,DUMMYBUKI,0x1c8ef,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,0x14033,9,DUMMY\\n ,0x13d97,9,DUMMY\\n ,0x13d76,9,DUMMY\\n ,0x139b0,14,DUMMY\\n------
76,0x802c6934,0x1d261,10,DUMMYBUKI,0x1cf1b,10,DUMMYBUKI,0x1d166,10,DUMMYBUKI,0x1c8f9,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,0x1403c,9,DUMMY\\n ,0x13da0,9,DUMMY\\n ,0x13d7f,9,DUMMY\\n ,0x139be,14,DUMMY\\n------
77,0x802c6934,0x1d26b,10,DUMMYBUKI,0x1cf25,10,DUMMYBUKI,0x1d170,10,DUMMYBUKI,0x1c903,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,0x14045,9,DUMMY\\n ,0x13da9,9,DUMMY\\n ,0x13d88,9,DUMMY\\n ,0x139cc,14,DUMMY\\n------
78,0x802c6934,0x1d275,10,DUMMYBUKI,0x1cf2f,10,DUMMYBUKI,0x1d17a,10,DUMMYBUKI,0x1c90d,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,0x1404e,9,DUMMY\\n ,0x13db2,9,DUMMY\\n ,0x13d91,9,DUMMY\\n ,0x139da,14,DUMMY\\n------
79,0x802c6934,0x1d27f,10,DUMMYBUKI,0x1cf39,10,DUMMYBUKI,0x1d184,10,DUMMYBUKI,0x1c917,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,0x14057,9,DUMMY\\n ,0x13dbb,9,DUMMY\\n ,0x13d9a,9,DUMMY\\n ,0x139e8,14,DUMMY\\n------
