Entry ID,EU Message ID,[Entry DE Name Pos],[Entry DE Name Size],Entry DE Name,[Entry ES Name Pos],[Entry ES Name Size],Entry ES Name,[Entry FR Name Pos],[Entry FR Name Size],Entry FR Name,[Entry GB Name Pos],[Entry GB Name Size],Entry GB Name,Sell%,Ord by 123,EU Ord by ABC,Pad 1,Buy,Pad 2,Pad 3,[DE Descr Pos],[DE Descr Size],DE Descr Str,[ES Descr Pos],[ES Descr Size],ES Descr Str,[FR Descr Pos],[FR Descr Size],FR Descr Str,[GB Descr Pos],[GB Descr Size],GB Descr Str
372,0x8c3479d8,0x1b13d,11,DUMMYCLEAR,0x1aeaa,11,DUMMYCLEAR,0x1b23e,11,DUMMYCLEAR,0x1a9f3,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x16074,9,DUMMY\\n ,0x15cd2,9,DUMMY\\n ,0x15ed8,9,DUMMY\\n ,0x15a55,14,DUMMY\\n------
373,0x8c3479d8,0x1b148,11,DUMMYCLEAR,0x1aeb5,11,DUMMYCLEAR,0x1b249,11,DUMMYCLEAR,0x1a9fe,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1607d,9,DUMMY\\n ,0x15cdb,9,DUMMY\\n ,0x15ee1,9,DUMMY\\n ,0x15a63,14,DUMMY\\n------
374,0x8c3479d8,0x1b153,11,DUMMYCLEAR,0x1aec0,11,DUMMYCLEAR,0x1b254,11,DUMMYCLEAR,0x1aa09,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x16086,9,DUMMY\\n ,0x15ce4,9,DUMMY\\n ,0x15eea,9,DUMMY\\n ,0x15a71,14,DUMMY\\n------
375,0x8c3479d8,0x1b15e,11,DUMMYCLEAR,0x1aecb,11,DUMMYCLEAR,0x1b25f,11,DUMMYCLEAR,0x1aa14,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1608f,9,DUMMY\\n ,0x15ced,9,DUMMY\\n ,0x15ef3,9,DUMMY\\n ,0x15a7f,14,DUMMY\\n------
376,0x8c3479d8,0x1b169,11,DUMMYCLEAR,0x1aed6,11,DUMMYCLEAR,0x1b26a,11,DUMMYCLEAR,0x1aa1f,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x16098,9,DUMMY\\n ,0x15cf6,9,DUMMY\\n ,0x15efc,9,DUMMY\\n ,0x15a8d,14,DUMMY\\n------
377,0x8c3479d8,0x1b174,11,DUMMYCLEAR,0x1aee1,11,DUMMYCLEAR,0x1b275,11,DUMMYCLEAR,0x1aa2a,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x160a1,9,DUMMY\\n ,0x15cff,9,DUMMY\\n ,0x15f05,9,DUMMY\\n ,0x15a9b,14,DUMMY\\n------
378,0x8c3479d8,0x1b17f,11,DUMMYCLEAR,0x1aeec,11,DUMMYCLEAR,0x1b280,11,DUMMYCLEAR,0x1aa35,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x160aa,9,DUMMY\\n ,0x15d08,9,DUMMY\\n ,0x15f0e,9,DUMMY\\n ,0x15aa9,14,DUMMY\\n------
379,0x8c3479d8,0x1b18a,11,DUMMYCLEAR,0x1aef7,11,DUMMYCLEAR,0x1b28b,11,DUMMYCLEAR,0x1aa40,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x160b3,9,DUMMY\\n ,0x15d11,9,DUMMY\\n ,0x15f17,9,DUMMY\\n ,0x15ab7,14,DUMMY\\n------
380,0x8c3479d8,0x1b195,11,DUMMYCLEAR,0x1af02,11,DUMMYCLEAR,0x1b296,11,DUMMYCLEAR,0x1aa4b,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x160bc,9,DUMMY\\n ,0x15d1a,9,DUMMY\\n ,0x15f20,9,DUMMY\\n ,0x15ac5,14,DUMMY\\n------
381,0x8c3479d8,0x1b1a0,11,DUMMYCLEAR,0x1af0d,11,DUMMYCLEAR,0x1b2a1,11,DUMMYCLEAR,0x1aa56,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x160c5,9,DUMMY\\n ,0x15d23,9,DUMMY\\n ,0x15f29,9,DUMMY\\n ,0x15ad3,14,DUMMY\\n------
382,0x8c3479d8,0x1b1ab,11,DUMMYCLEAR,0x1af18,11,DUMMYCLEAR,0x1b2ac,11,DUMMYCLEAR,0x1aa61,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x160ce,9,DUMMY\\n ,0x15d2c,9,DUMMY\\n ,0x15f32,9,DUMMY\\n ,0x15ae1,14,DUMMY\\n------
383,0x8c3479d8,0x1b1b6,11,DUMMYCLEAR,0x1af23,11,DUMMYCLEAR,0x1b2b7,11,DUMMYCLEAR,0x1aa6c,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x160d7,9,DUMMY\\n ,0x15d35,9,DUMMY\\n ,0x15f3b,9,DUMMY\\n ,0x15aef,14,DUMMY\\n------
384,0x8c3479d8,0x1b1c1,11,DUMMYCLEAR,0x1af2e,11,DUMMYCLEAR,0x1b2c2,11,DUMMYCLEAR,0x1aa77,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x160e0,9,DUMMY\\n ,0x15d3e,9,DUMMY\\n ,0x15f44,9,DUMMY\\n ,0x15afd,14,DUMMY\\n------
385,0x8c3479d8,0x1b1cc,11,DUMMYCLEAR,0x1af39,11,DUMMYCLEAR,0x1b2cd,11,DUMMYCLEAR,0x1aa82,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x160e9,9,DUMMY\\n ,0x15d47,9,DUMMY\\n ,0x15f4d,9,DUMMY\\n ,0x15b0b,14,DUMMY\\n------
386,0x8c3479d8,0x1b1d7,11,DUMMYCLEAR,0x1af44,11,DUMMYCLEAR,0x1b2d8,11,DUMMYCLEAR,0x1aa8d,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x160f2,9,DUMMY\\n ,0x15d50,9,DUMMY\\n ,0x15f56,9,DUMMY\\n ,0x15b19,14,DUMMY\\n------
387,0x8c3479d8,0x1b1e2,11,DUMMYCLEAR,0x1af4f,11,DUMMYCLEAR,0x1b2e3,11,DUMMYCLEAR,0x1aa98,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x160fb,9,DUMMY\\n ,0x15d59,9,DUMMY\\n ,0x15f5f,9,DUMMY\\n ,0x15b27,14,DUMMY\\n------
388,0x8c3479d8,0x1b1ed,11,DUMMYCLEAR,0x1af5a,11,DUMMYCLEAR,0x1b2ee,11,DUMMYCLEAR,0x1aaa3,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x16104,9,DUMMY\\n ,0x15d62,9,DUMMY\\n ,0x15f68,9,DUMMY\\n ,0x15b35,14,DUMMY\\n------
389,0x8c3479d8,0x1b1f8,11,DUMMYCLEAR,0x1af65,11,DUMMYCLEAR,0x1b2f9,11,DUMMYCLEAR,0x1aaae,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1610d,9,DUMMY\\n ,0x15d6b,9,DUMMY\\n ,0x15f71,9,DUMMY\\n ,0x15b43,14,DUMMY\\n------
390,0x8c3479d8,0x1b203,11,DUMMYCLEAR,0x1af70,11,DUMMYCLEAR,0x1b304,11,DUMMYCLEAR,0x1aab9,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x16116,9,DUMMY\\n ,0x15d74,9,DUMMY\\n ,0x15f7a,9,DUMMY\\n ,0x15b51,14,DUMMY\\n------
391,0x8c3479d8,0x1b20e,11,DUMMYCLEAR,0x1af7b,11,DUMMYCLEAR,0x1b30f,11,DUMMYCLEAR,0x1aac4,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1611f,9,DUMMY\\n ,0x15d7d,9,DUMMY\\n ,0x15f83,9,DUMMY\\n ,0x15b5f,14,DUMMY\\n------
392,0x8c3479d8,0x1b219,11,DUMMYCLEAR,0x1af86,11,DUMMYCLEAR,0x1b31a,11,DUMMYCLEAR,0x1aacf,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x16128,9,DUMMY\\n ,0x15d86,9,DUMMY\\n ,0x15f8c,9,DUMMY\\n ,0x15b6d,14,DUMMY\\n------
393,0x8c3479d8,0x1b224,11,DUMMYCLEAR,0x1af91,11,DUMMYCLEAR,0x1b325,11,DUMMYCLEAR,0x1aada,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x16131,9,DUMMY\\n ,0x15d8f,9,DUMMY\\n ,0x15f95,9,DUMMY\\n ,0x15b7b,14,DUMMY\\n------
394,0x8c3479d8,0x1b22f,11,DUMMYCLEAR,0x1af9c,11,DUMMYCLEAR,0x1b330,11,DUMMYCLEAR,0x1aae5,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1613a,9,DUMMY\\n ,0x15d98,9,DUMMY\\n ,0x15f9e,9,DUMMY\\n ,0x15b89,14,DUMMY\\n------
395,0x8c3479d8,0x1b23a,11,DUMMYCLEAR,0x1afa7,11,DUMMYCLEAR,0x1b33b,11,DUMMYCLEAR,0x1aaf0,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x16143,9,DUMMY\\n ,0x15da1,9,DUMMY\\n ,0x15fa7,9,DUMMY\\n ,0x15b97,14,DUMMY\\n------
396,0x8c3479d8,0x1b245,11,DUMMYCLEAR,0x1afb2,11,DUMMYCLEAR,0x1b346,11,DUMMYCLEAR,0x1aafb,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1614c,9,DUMMY\\n ,0x15daa,9,DUMMY\\n ,0x15fb0,9,DUMMY\\n ,0x15ba5,14,DUMMY\\n------
397,0x8c3479d8,0x1b250,11,DUMMYCLEAR,0x1afbd,11,DUMMYCLEAR,0x1b351,11,DUMMYCLEAR,0x1ab06,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x16155,9,DUMMY\\n ,0x15db3,9,DUMMY\\n ,0x15fb9,9,DUMMY\\n ,0x15bb3,14,DUMMY\\n------
398,0x8c3479d8,0x1b25b,11,DUMMYCLEAR,0x1afc8,11,DUMMYCLEAR,0x1b35c,11,DUMMYCLEAR,0x1ab11,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1615e,9,DUMMY\\n ,0x15dbc,9,DUMMY\\n ,0x15fc2,9,DUMMY\\n ,0x15bc1,14,DUMMY\\n------
399,0x8c3479d8,0x1b266,11,DUMMYCLEAR,0x1afd3,11,DUMMYCLEAR,0x1b367,11,DUMMYCLEAR,0x1ab1c,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x16167,9,DUMMY\\n ,0x15dc5,9,DUMMY\\n ,0x15fcb,9,DUMMY\\n ,0x15bcf,14,DUMMY\\n------
