Entry ID,EU Message ID,[DE Entry Name Pos],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos],[GB Entry Name Size],GB Entry Name,MAXHP,Will,Defense,MagDef,Quick,Agile,Dodge%,Green,Red,Purple,Blue,Yellow,Silver,[DE Arm 1 Name Pos],[DE Arm 1 Name Size],DE Arm 1 Name Str,[ES Arm 1 Name Pos],[ES Arm 1 Name Size],ES Arm 1 Name Str,[FR Arm 1 Name Pos],[FR Arm 1 Name Size],FR Arm 1 Name Str,[GB Arm 1 Name Pos],[GB Arm 1 Name Size],GB Arm 1 Name Str,Arm 1 Type ID,[Arm 1 Type name],Arm 1 Attack,Arm 1 Range,Arm 1 Hit%,Arm 1 Element ID,[Arm 1 Element Name],[DE Arm 2 Name Pos],[DE Arm 2 Name Size],DE Arm 2 Name Str,[ES Arm 2 Name Pos],[ES Arm 2 Name Size],ES Arm 2 Name Str,[FR Arm 2 Name Pos],[FR Arm 2 Name Size],FR Arm 2 Name Str,[GB Arm 2 Name Pos],[GB Arm 2 Name Size],GB Arm 2 Name Str,Arm 2 Type ID,[Arm 2 Type name],Arm 2 Attack,Arm 2 Range,Arm 2 Hit%,Arm 2 Element ID,[Arm 2 Element Name],[DE Arm 3 Name Pos],[DE Arm 3 Name Size],DE Arm 3 Name Str,[ES Arm 3 Name Pos],[ES Arm 3 Name Size],ES Arm 3 Name Str,[FR Arm 3 Name Pos],[FR Arm 3 Name Size],FR Arm 3 Name Str,[GB Arm 3 Name Pos],[GB Arm 3 Name Size],GB Arm 3 Name Str,Arm 3 Type ID,[Arm 3 Type name],Arm 3 Attack,Arm 3 Range,Arm 3 Hit%,Arm 3 Element ID,[Arm 3 Element Name],[DE Arm 4 Name Pos],[DE Arm 4 Name Size],DE Arm 4 Name Str,[ES Arm 4 Name Pos],[ES Arm 4 Name Size],ES Arm 4 Name Str,[FR Arm 4 Name Pos],[FR Arm 4 Name Size],FR Arm 4 Name Str,[GB Arm 4 Name Pos],[GB Arm 4 Name Size],GB Arm 4 Name Str,Arm 4 Type ID,[Arm 4 Type name],Arm 4 Attack,Arm 4 Range,Arm 4 Hit%,Arm 4 Element ID,[Arm 4 Element Name],Pad 1,Pad 2,Pad 3,Pad 4,Pad 5,Pad 6,EXP,Gold,Item Drop 1 ID,[Item Drop 1 Name],Item 1 ID,[Item 1 Name],Item Drop 2 ID,[Item Drop 2 Name],Item 2 ID,[Item 2 Name],Item Drop 3 ID,[Item Drop 3 Name],Item 3 ID,[Item 3 Name]
22,0x8c347ce0,0x1b650,14,Spell Pirates,0x1b3ba,14,Spell Pirates,0x1b718,14,Spell Pirates,0x1aed5,14,Spell Pirates,12000,100,70,220,50,8,15,9,9,9,9,9,10,0x1c0ac,16,Schwarze Kanone,0x1be91,12,Cañón Negro,0x1c1b3,11,Canon Noir,0x1b93b,13,Black Cannon,0,Main Cannon,140,0,80,6,Neutral,0x1c0bc,16,Schwarzes Torp.,0x1be9d,14,Torpedo Negro,0x1c1be,15,Torpille Noire,0x1b948,14,Black Torpedo,2,Torpedo,200,1,40,6,Neutral,0x1c0cc,2,-,0x1beab,2,-,0x1c1cd,2,-,0x1b956,2,-,-1,None,-1,-1,-1,-1,None,0x1c0ce,2,-,0x1bead,2,-,0x1c1cf,2,-,0x1b958,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,1030,600,0,100%,484,Pyro Bomb,-1,None,-1,None,-1,None,-1,None
23,0x8c347cf0,0x1b65e,11,Blackbeard,0x1b3c8,11,Blackbeard,0x1b726,11,Blackbeard,0x1aee3,11,Blackbeard,10000,50,40,10,50,10,10,10,10,10,10,10,10,0x1c0d0,16,Schwarze Kanone,0x1beaf,12,Cañón Negro,0x1c1d1,11,Canon Noir,0x1b95a,13,Black Cannon,0,Main Cannon,115,0,75,6,Neutral,0x1c0e0,2,-,0x1bebb,2,-,0x1c1dc,2,-,0x1b967,2,-,-1,None,-1,-1,-1,-1,None,0x1c0e2,2,-,0x1bebd,2,-,0x1c1de,2,-,0x1b969,2,-,-1,None,-1,-1,-1,-1,None,0x1c0e4,2,-,0x1bebf,2,-,0x1c1e0,2,-,0x1b96b,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,410,300,0,100%,496,Captain's Stripe,0,100%,480,Bomb,-1,None,-1,None
24,0x8c347cfc,0x1b669,8,Recumen,0x1b3d3,8,Recumen,0x1b731,8,Recumen,0x1aeee,8,Recumen,100000,150,0,400,40,0,1,10,0,10,10,10,10,0x1c0e6,13,Roter Strahl,0x1bec1,10,Rayo Rojo,0x1c1e2,12,Rayon Rouge,0x1b96d,8,Red Ray,3,Special,400,0,-1,6,Neutral,0x1c0f3,13,Roter Strahl,0x1becb,10,Rayo Rojo,0x1c1ee,12,Rayon Rouge,0x1b975,8,Red Ray,-1,None,-1,-1,-1,-1,None,0x1c100,13,Roter Strahl,0x1bed5,10,Rayo Rojo,0x1c1fa,12,Rayon Rouge,0x1b97d,8,Red Ray,-1,None,-1,-1,-1,-1,None,0x1c10d,13,Roter Strahl,0x1bedf,10,Rayo Rojo,0x1c206,12,Rayon Rouge,0x1b985,8,Red Ray,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,0,0,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
25,0x8c347d04,0x1b671,8,Grendel,0x1b3db,8,Grendel,0x1b739,8,Grendel,0x1aef6,8,Grendel,110000,300,100,250,70,10,1,0,10,5,5,5,5,0x1c11a,14,Grendel-Faust,0x1bee9,16,Puño de Grendel,0x1c212,17,Poing de Grendel,0x1b98d,16,Fist of Grendel,3,Special,180,0,-1,6,Neutral,0x1c128,12,Steinwerfer,0x1bef9,14,Lanzar Piedra,0x1c223,14,Jet de rocher,0x1b99d,14,Boulder Throw,3,Special,200,0,-1,6,Neutral,0x1c134,7,Stampf,0x1bf07,7,Patear,0x1c231,11,Pas Lourds,0x1b9ab,6,Stomp,3,Special,400,0,-1,6,Neutral,0x1c13b,2,-,0x1bf0e,2,-,0x1c23c,2,-,0x1b9b1,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,4640,2700,0,100%,496,Captain's Stripe,0,100%,30,Grendel Wing,0,100%,493,Complete Kit
26,0x8c347d0c,0x1b679,8,Bluheim,0x1b3e3,8,Bluheim,0x1b741,8,Bluheim,0x1aefe,8,Bluheim,100000,350,200,350,130,10,70,10,15,10,0,10,10,0x1c13d,12,Blaue Winde,0x1bf10,15,Vientos Azules,0x1c23e,12,Vents Bleus,0x1b9b3,11,Blue Winds,3,Special,250,0,-1,6,Neutral,0x1c149,13,Blauer Blitz,0x1bf1f,10,Rayo Azul,0x1c24a,12,Éclair Bleu,0x1b9be,15,Blue Lightning,3,Special,300,0,-1,6,Neutral,0x1c156,15,Phoenix-Strahl,0x1bf29,11,Rayo Fénix,0x1c256,14,Rayon Phoenix,0x1b9cd,12,Phoenix Ray,3,Special,450,0,-1,6,Neutral,0x1c165,16,Göttliche Winde,0x1bf34,16,Vientos Divinos,0x1c264,12,Vents Bleus,0x1b9d9,11,Blue Winds,3,Special,200,0,-1,6,Neutral,0,0,0,0,0,0,17140,8100,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
27,0x8c347d14,0x1b681,8,Yeligar,0x1b3eb,8,Yeligar,0x1b749,8,Yeligar,0x1af06,8,Yeligar,150000,400,100,330,80,5,2,10,10,10,10,0,10,0x1c175,9,Voltigar,0x1bf44,9,Voltigar,0x1c270,9,Voltigar,0x1b9e4,9,Voltigar,3,Special,330,0,-1,6,Neutral,0x1c17e,16,Photonen-Ladung,0x1bf4d,17,Ataque de Photon,0x1c279,15,Attaque Photon,0x1b9ed,14,Photon Charge,3,Special,300,0,-1,6,Neutral,0x1c18e,13,Donnerschlag,0x1bf5e,17,Clamor de Trueno,0x1c288,17,Coup de Tonnerre,0x1b9fb,14,Thunder Crash,3,Special,500,0,-1,6,Neutral,0x1c19b,2,-,0x1bf6f,2,-,0x1c299,2,-,0x1ba09,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,19050,8700,0,100%,496,Captain's Stripe,0,100%,5,Thunder Cutlass,-1,None,-1,None
28,0x8c347d1c,0x1b689,6,Zelos,0x1b3f3,6,Zelos,0x1b751,6,Zelos,0x1af0e,6,Zelos,240000,240,300,350,250,30,20,8,8,8,8,8,0,0x1c19d,11,Mondstrahl,0x1bf71,13,Rayo de Luna,0x1c29b,14,Rayon de Lune,0x1ba0b,9,Moon Ray,3,Special,800,0,-1,6,Neutral,0x1c1a8,15,Gr. Mondstrahl,0x1bf7e,16,Gran Rayo Lunar,0x1c2a9,17,Faisceau lunaire,0x1ba14,15,Great Moon Ray,3,Special,900,0,-1,6,Neutral,0x1c1b7,11,Mondgeheul,0x1bf8e,14,Lamento Lunar,0x1c2ba,16,Plainte lunaire,0x1ba23,12,Moon Lament,3,Special,1000,0,-1,6,Neutral,0x1c1c2,8,Gericht,0x1bf9c,7,Juicio,0x1c2ca,9,Jugement,0x1ba2f,10,Judgement,3,Special,1300,1,-1,6,Neutral,0,0,0,0,0,0,33590,0,0,100%,496,Captain's Stripe,-1,None,-1,None,-1,None,-1,None
29,0x8c347d24,0x1b68f,8,Anguila,0x1b3f9,8,Anguila,0x1b757,8,Anguila,0x1af14,8,Anguila,56000,300,100,100,80,10,5,10,25,10,10,10,10,0x1c1ca,10,Giftnebel,0x1bfa3,15,Spray Venenoso,0x1c2d3,16,Spray de Poison,0x1ba39,13,Poison Spray,3,Special,250,0,-1,6,Neutral,0x1c1d4,5,Biss,0x1bfb2,9,Mordisco,0x1c2e3,8,Morsure,0x1ba46,5,Bite,3,Special,300,0,-1,6,Neutral,0x1c1d9,2,-,0x1bfbb,2,-,0x1c2eb,2,-,0x1ba4b,2,-,-1,None,-1,-1,-1,-1,None,0x1c1db,2,-,0x1bfbd,2,-,0x1c2ed,2,-,0x1ba4d,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,10830,5400,0,100%,482,Concussion Bomb,0,100%,425,Heavy Torpedo,7,Osman,456,Timing Valve
30,0x8c347d2c,0x1b697,5,Raja,0x1b401,5,Raja,0x1b75f,5,Raja,0x1af1c,5,Raja,15000,270,50,100,80,10,45,10,10,15,10,5,10,0x1c1dd,9,Leuchten,0x1bfbf,16,Ráfaga Luminosa,0x1c2ef,10,Luminesce,0x1ba4f,10,Luminesce,3,Special,230,0,-1,6,Neutral,0x1c1e6,2,-,0x1bfcf,2,-,0x1c2f9,2,-,0x1ba59,2,-,-1,None,-1,-1,-1,-1,None,0x1c1e8,2,-,0x1bfd1,2,-,0x1c2fb,2,-,0x1ba5b,2,-,-1,None,-1,-1,-1,-1,None,0x1c1ea,2,-,0x1bfd3,2,-,0x1c2fd,2,-,0x1ba5d,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,2630,1100,4,50%,491,Deluxe Kit,6,Kalifa,508,Crystal Ball,2,10%,475,Soundproofing
31,0x8c347d34,0x1b69c,11,Raja Embla,0x1b406,11,Raja Embla,0x1b764,11,Raja Embla,0x1af21,11,Raja Embla,25000,300,100,150,120,15,45,10,10,15,10,3,10,0x1c1ec,9,Leuchten,0x1bfd5,16,Ráfaga Luminosa,0x1c2ff,10,Luminesce,0x1ba5f,10,Luminesce,3,Special,270,0,-1,6,Neutral,0x1c1f5,2,-,0x1bfe5,2,-,0x1c309,2,-,0x1ba69,2,-,-1,None,-1,-1,-1,-1,None,0x1c1f7,2,-,0x1bfe7,2,-,0x1c30b,2,-,0x1ba6b,2,-,-1,None,-1,-1,-1,-1,None,0x1c1f9,2,-,0x1bfe9,2,-,0x1c30d,2,-,0x1ba6d,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,2630,1100,4,50%,493,Complete Kit,7,Osman,507,Gold Bullion,-1,None,-1,None
32,0x8c347d40,0x1b6a7,7,Obispo,0x1b411,7,Obispo,0x1b76f,7,Obispo,0x1af2c,7,Obispo,60000,220,200,300,80,10,18,8,13,10,15,10,10,0x1c1fb,17,Tintenfischtinte,0x1bfeb,17,Tinta de Calamar,0x1c30f,16,Encre de Calmar,0x1ba6f,10,Squid Ink,3,Special,250,0,-1,6,Neutral,0x1c20c,2,-,0x1bffc,2,-,0x1c31f,2,-,0x1ba79,2,-,-1,None,-1,-1,-1,-1,None,0x1c20e,2,-,0x1bffe,2,-,0x1c321,2,-,0x1ba7b,2,-,-1,None,-1,-1,-1,-1,None,0x1c210,2,-,0x1c000,2,-,0x1c323,2,-,0x1ba7d,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,11480,5600,0,100%,465,Alloy Deck,7,Osman,508,Crystal Ball,-1,None,-1,None
33,0x8c347d48,0x1b6ae,6,CUT33,0x1b418,6,CUT33,0x1b776,6,CUT33,0x1af33,6,CUT33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1c212,2,-,0x1c002,2,-,0x1c325,2,-,0x1ba7f,2,-,-1,None,-1,-1,-1,-1,None,0x1c214,2,-,0x1c004,2,-,0x1c327,2,-,0x1ba81,2,-,-1,None,-1,-1,-1,-1,None,0x1c216,2,-,0x1c006,2,-,0x1c329,2,-,0x1ba83,2,-,-1,None,-1,-1,-1,-1,None,0x1c218,2,-,0x1c008,2,-,0x1c32b,2,-,0x1ba85,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
34,0x8c347d54,0x1b6b4,6,CUT34,0x1b41e,6,CUT34,0x1b77c,6,CUT34,0x1af39,6,CUT34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1c21a,2,-,0x1c00a,2,-,0x1c32d,2,-,0x1ba87,2,-,-1,None,-1,-1,-1,-1,None,0x1c21c,2,-,0x1c00c,2,-,0x1c32f,2,-,0x1ba89,2,-,-1,None,-1,-1,-1,-1,None,0x1c21e,2,-,0x1c00e,2,-,0x1c331,2,-,0x1ba8b,2,-,-1,None,-1,-1,-1,-1,None,0x1c220,2,-,0x1c010,2,-,0x1c333,2,-,0x1ba8d,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
35,0x8c347d60,0x1b6ba,4,Roc,0x1b424,4,Roc,0x1b782,4,Roc,0x1af3f,4,Roc,45000,50,150,300,90,6,23,10,13,10,10,15,10,0x1c222,13,Donnerstimme,0x1c012,17,Explosión de Voz,0x1c335,15,Voix explosive,0x1ba8f,12,Blast Voice,3,Special,300,0,-1,6,Neutral,0x1c22f,2,-,0x1c023,2,-,0x1c344,2,-,0x1ba9b,2,-,-1,None,-1,-1,-1,-1,None,0x1c231,2,-,0x1c025,2,-,0x1c346,2,-,0x1ba9d,2,-,-1,None,-1,-1,-1,-1,None,0x1c233,8,Greifer,0x1c027,7,Garfio,0x1c348,7,Saisie,0x1ba9f,5,Grab,3,Special,400,0,-1,6,Neutral,0,0,0,0,0,0,13580,6900,6,Kalifa,478,Wooden Doll,7,Osman,507,Gold Bullion,-1,None,-1,None
36,0x8c347d64,0x1b6be,13,Giant Looper,0x1b428,13,Giant Looper,0x1b786,13,Giant Looper,0x1af43,13,Giant Looper,30000,999,260,999,130,15,50,10,10,10,10,10,10,0x1c23b,12,Looper-Ring,0x1c02e,14,Anillo Looper,0x1c34f,17,Anneau de Looper,0x1baa4,12,Looper Ring,3,Special,500,0,-1,6,Neutral,0x1c247,2,-,0x1c03c,2,-,0x1c360,2,-,0x1bab0,2,-,-1,None,-1,-1,-1,-1,None,0x1c249,2,-,0x1c03e,2,-,0x1c362,2,-,0x1bab2,2,-,-1,None,-1,-1,-1,-1,None,0x1c24b,2,-,0x1c040,2,-,0x1c364,2,-,0x1bab4,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,28580,13000,0,100%,495,Thermal Grease,0,100%,496,Captain's Stripe,0,100%,505,Hex Shell
37,0x8c347d74,0x1b6cb,7,Alania,0x1b435,7,Alania,0x1b793,7,Alania,0x1af50,7,Alania,52000,250,200,250,85,10,80,10,15,1,8,10,5,0x1c24d,8,Spirale,0x1c042,8,Espiral,0x1c366,8,Spirale,0x1bab6,7,Spiral,3,Special,280,0,-1,6,Neutral,0x1c255,4,Rau,0x1c04a,7,Shaggy,0x1c36e,8,Hirsute,0x1babd,7,Shaggy,3,Special,220,0,-1,6,Neutral,0x1c259,2,-,0x1c051,2,-,0x1c376,2,-,0x1bac4,2,-,-1,None,-1,-1,-1,-1,None,0x1c25b,2,-,0x1c053,2,-,0x1c378,2,-,0x1bac6,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,14290,6500,6,Kalifa,447,Goddess Figure,6,Kalifa,473,Air Purifier,-1,None,-1,None
38,0x8c347d7c,0x1b6d2,15,Fortress Gates,0x1b43c,15,Fortress Gates,0x1b79a,15,Fortress Gates,0x1af57,15,Fortress Gates,200000,350,999,999,0,10,1,10,10,10,10,10,10,0x1c25d,14,Kleine Kanone,0x1c055,14,Cañón Pequeño,0x1c37a,12,Petit Canon,0x1bac8,13,Small Cannon,0,Main Cannon,500,2,80,6,Neutral,0x1c26b,2,-,0x1c063,2,-,0x1c386,2,-,0x1bad5,2,-,1,Sec Cannon,500,2,80,6,Neutral,0x1c26d,2,-,0x1c065,2,-,0x1c388,2,-,0x1bad7,2,-,2,Torpedo,500,2,80,6,Neutral,0x1c26f,2,-,0x1c067,2,-,0x1c38a,2,-,0x1bad9,2,-,3,Special,500,2,80,6,Neutral,0,0,0,0,0,0,5630,3000,0,100%,494,Gear Grease,-1,None,-1,None,-1,None,-1,None
39,0x8c347d8c,0x1b6e1,6,CUT39,0x1b44b,6,CUT39,0x1b7a9,6,CUT39,0x1af66,6,CUT39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1c271,2,-,0x1c069,2,-,0x1c38c,2,-,0x1badb,2,-,-1,None,-1,-1,-1,-1,None,0x1c273,2,-,0x1c06b,2,-,0x1c38e,2,-,0x1badd,2,-,-1,None,-1,-1,-1,-1,None,0x1c275,2,-,0x1c06d,2,-,0x1c390,2,-,0x1badf,2,-,-1,None,-1,-1,-1,-1,None,0x1c277,2,-,0x1c06f,2,-,0x1c392,2,-,0x1bae1,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
40,0x8c347d98,0x1b6e7,9,Gadianos,0x1b451,9,Gadianos,0x1b7af,9,Gadianos,0x1af6c,9,Gadianos,15000,999,100,999,235,25,30,10,10,10,10,10,10,0x1c279,12,Jeda-Balken,0x1c071,10,Rayo Jeda,0x1c394,14,Faisceau Jeda,0x1bae3,10,Jeda Beam,3,Special,300,0,-1,6,Neutral,0x1c285,13,Jedos-Strahl,0x1c07b,12,Rayo Jedos ,0x1c3a2,12,Rayon Jedos,0x1baed,10,Jedos Ray,3,Special,450,0,-1,6,Neutral,0x1c292,2,-,0x1c087,2,-,0x1c3ae,2,-,0x1baf7,2,-,-1,None,-1,-1,-1,-1,None,0x1c294,2,-,0x1c089,2,-,0x1c3b0,2,-,0x1baf9,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,6120,2500,0,100%,493,Complete Kit,0,100%,469,Sparkling Deck,0,100%,433,Moon Gun
41,0x8c347da4,0x1b6f0,9,Gaditaos,0x1b45a,9,Gaditaos,0x1b7b8,9,Gaditaos,0x1af75,9,Gaditaos,15000,999,150,999,235,25,45,10,10,10,10,10,10,0x1c296,12,Jeda-Balken,0x1c08b,10,Rayo Jeda,0x1c3b2,14,Faisceau Jeda,0x1bafb,10,Jeda Beam,3,Special,350,0,-1,6,Neutral,0x1c2a2,13,Jedos-Strahl,0x1c095,12,Rayos Jedos,0x1c3c0,12,Rayon Jedos,0x1bb05,10,Jedos Ray,3,Special,500,0,-1,6,Neutral,0x1c2af,2,-,0x1c0a1,2,-,0x1c3cc,2,-,0x1bb0f,2,-,-1,None,-1,-1,-1,-1,None,0x1c2b1,2,-,0x1c0a3,2,-,0x1c3ce,2,-,0x1bb11,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,6120,2500,0,100%,493,Complete Kit,0,100%,469,Sparkling Deck,-1,None,-1,None
42,0x8c347db0,0x1b6f9,6,CUT42,0x1b463,6,CUT42,0x1b7c1,6,CUT42,0x1af7e,6,CUT42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x1c2b3,2,-,0x1c0a5,2,-,0x1c3d0,2,-,0x1bb13,2,-,-1,None,-1,-1,-1,-1,None,0x1c2b5,2,-,0x1c0a7,2,-,0x1c3d2,2,-,0x1bb15,2,-,-1,None,-1,-1,-1,-1,None,0x1c2b7,2,-,0x1c0a9,2,-,0x1c3d4,2,-,0x1bb17,2,-,-1,None,-1,-1,-1,-1,None,0x1c2b9,2,-,0x1c0ab,2,-,0x1c3d6,2,-,0x1bb19,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,-1,-1,-1,None,-1,None,-1,None,-1,None,-1,None,-1,None
43,0x8c347dbc,0x1b6ff,15,The Blackbeard,0x1b469,15,The Blackbeard,0x1b7c7,15,The Blackbeard,0x1af84,15,The Blackbeard,15000,100,200,90,100,30,20,3,3,3,3,3,3,0x1c2bb,14,Vega-Kanone +,0x1c0ad,16,Cañón Vega Plus,0x1c3d8,16,Canon Plus Vega,0x1bb1b,17,Vega Cannon Plus,0,Main Cannon,350,0,85,6,Neutral,0x1c2c9,2,-,0x1c0bd,2,-,0x1c3e8,2,-,0x1bb2c,2,-,-1,None,-1,-1,-1,-1,None,0x1c2cb,2,-,0x1c0bf,2,-,0x1c3ea,2,-,0x1bb2e,2,-,-1,None,-1,-1,-1,-1,None,0x1c2cd,2,-,0x1c0c1,2,-,0x1c3ec,2,-,0x1bb30,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,5520,2400,0,100%,456,Timing Valve,0,100%,449,Spherical Figure,0,100%,500,Hybrid Wax
44,0x8c347dcc,0x1b70e,17,Tenkou Spellship,0x1b478,17,Tenkou Spellship,0x1b7d6,17,Tenkou Spellship,0x1af93,17,Tenkou Spellship,25000,250,300,300,90,20,3,7,7,7,7,7,7,0x1c2cf,7,Kanone,0x1c0c3,6,Cañón,0x1c3ee,6,Canon,0x1bb32,8,Cannon ,0,Main Cannon,250,0,80,6,Neutral,0x1c2d6,11,Feuerpfeil,0x1c0c9,16,Flecha de Fuego,0x1c3f4,14,Flêche de Feu,0x1bb3a,11,Fire Arrow,1,Sec Cannon,220,2,75,6,Neutral,0x1c2e1,16,Houroku Torpedo,0x1c0d9,16,Torpedo Houroku,0x1c402,17,Torpille Houroku,0x1bb45,16,Houroku Torpedo,2,Torpedo,250,3,60,6,Neutral,0x1c2f1,2,-,0x1c0e9,2,-,0x1c413,2,-,0x1bb55,2,-,-1,None,-1,-1,-1,-1,None,0,0,0,0,0,0,1910,900,0,100%,484,Pyro Bomb,7,Osman,508,Crystal Ball,-1,None,-1,None
