Entry ID,Entry Name,ENGLISH.SOT,FRENCH.SOT,GERMAN.SOT,SPANISH.SOT
177,guildMsgTbl,"It's on an island north of Yafutoma. I hear it's
pretty well known among the locals.","Il est sur une île au nord de Yafutoma. On dit
que les autochtones le connaissent bien.","Steht auf einer Insel nördlich von yafutoma. Er
ist wohl unter den Einwohnern gut bekannt.","Está en una isla al norte de Yafutoma. Los
lugareños lo conocen muy bien."
178,guildMsgTbl,"Apparently that name shows up in more than one
Yafutoman history book…","Apparemment ce nom apparaît dans plus d'un livre
d'histoires Yafutoman……","Dieser Name erscheint anscheinend in mehreren
Geschichtsbüchern der yafutoman.","Parece que su nombre es citado en más de un
libro de historia Yafutoman"
179,guildMsgTbl,"This tree is revered by
the Yafutomans. In one of
their ancient scriptures,
it says that he who
climbs to the top of this
tree will someday conquer
the world. The tree is now
2,000 years old. To this
day, no one has ever made
it to the top.","Cet arbre est vénéré par
les Yafutoman. Dans une
ancienne Écriture, on
raconte que celui qui
grimpe au sommet de cet
arbre sera le maître du
monde. Aujourd'hui l'arbre
a 2000 ans et personne n'a
encore atteint sa cime.","Dieser Baum wird von den
Yafutomanern verehrt. In
einer ihrer alten Schrift-
stücke heißt es, dass
derjenige, der diesen
Baum erklimmt, eines Tages
die Welt erobern wird. 
Der Baum ist heute 2.000
Jahre alt, und niemand hat
ihn bisher erklommen.","Los Yafutoman adoran a
este árbol. En una de sus
inscripciones antiguas, se
dice que aquél que trepa a
la copa de este árbol
algún día conquistará el
mundo. El árbol tiene
2.000 años. Hasta el día
de hoy, nadie ha alcanzado
la copa del árbol."
180,guildMsgTbl,"It's on an island straight south from Yafutoma,
near the Dark Rift.","Il se trouve sur une île tout au sud de
Yafutoma, près du Récif Noir.","Auf einer Insel genau südlich von yafutoma, nahe
Dark Rift.","Está en una isla justo al sur de Yafutoma, junto
a la Gruta Oscura."
181,guildMsgTbl,"I hear it's in an area past the Dark Rift, on
the Yafutoman side.","J'ai entendu dire qu'il se trouve quelque part
après le Récif Noir, du côté de Yafutoma.","Man sagt, es ist in einer Gegend hinter Dark
Rift, auf der yafutoman-Seite.","Según creo está en una zona tras la Gruta
Oscura, en el lado de Yafutoman."
182,guildMsgTbl,"Although this bird builds
its nests in rock faces,
for some reason they
always travel northwards
to human civilizations to
raise their young. That is
why sailors have learned
to recognize these nests
as signs that a human
city is nearby.","Bien que cet oiseau fasse
son nid dans la paroi des
rochers, il voyage
toujours vers les
civilisations humaines du
nord pour élever ses
petits. Ce qui explique
pourquoi les marins ont
associé la présence des
nids à celle des humains.","Obwohl dieser Vogel seine
Nester an Felswänden baut,
zieht er aus irgendeinem
Grund stets nordwärts
zu den Menschen, um seine
Jungen großzuziehen.
Darum haben Matrosen es
gelernt, diese Nester als
Indiz für die Nähe einer
Stadt zu sehen.","Aunque este pájaro edifica
sus nidos en la superficie
de las rocas, siempre
emigra hacia el Norte,
donde hay asentamientos
humanos, para criar a sus
polluelos. Por eso estos
nidos sirven a los marinos
para detectar poblaciones
próximas."
183,guildMsgTbl,"Go through the Dark Rift to Yafutoma, and you
can't miss it.","Allez à Yafutoma en passant par le Récif Noir,
et vous ne pourrez pas la rater.","Geh' durch Dark Rift nach yafutoma, und Du kannst
sie nicht verfehlen.","Ve a través de la Gruta Oscura hacia Yafutoma.
No tiene pérdida, seguro que los ves."
184,guildMsgTbl,"I hear it's in an area past the Dark Rift, on
the Yafutoman side.","J'ai entendu dire qu'il se trouve quelque part
après le Récif Noir, du côté de Yafutoma.","Man sagt, es ist in einer Gegend hinter Dark
Rift, auf der yafutoman-Seite.","Creo que está más allá de la Gruta Oscura, en el
lado de Yafutoman."
185,guildMsgTbl,"A massive fortress built
by an ancient Yafutoman
king. Rather than as a
form of defense, the walls
were said to have been
built so that lookouts
could spot enemy ships
before they got too close
to the city they were
trying to defend.","Une énorme forteresse
bâtie par un ancien roi
Yafutoman. Les murs ont
été bâtis pour permettre
aux guetteurs de repérer
les navires ennemis avant
qu'ils ne soient trop près
de la ville qu'ils
essayaient de défendre.","Ein massives Fort, das
von einem alten König der
yafutoman erbaut wurde.
Weniger zur Verteidigung
als vielmehr für die
Spähposten gebaut, die
feindliche Schiffe
ausmachen konnten, ehe
diese zu nah an die Stadt
herankamen.","Una enorme fortaleza
construida por un antiguo
rey Yafutoman. Más que con
fines defensivos, dicen
que estos muros fueron
edificados para poder ver
y detectar la presencia de
navíos enemigos antes de
que se acercaran demasiado
a la ciudad."
186,guildMsgTbl,"It's just south of South Ocean. I hear it's a
beautiful place…","Elle est juste au sud de l'Océan Sud. J'ai
entendu dire que c'est un magnifique endroit……","Gleich südlich von South Ocean. Man sagt, es ist
ein schöner Ort…","Está al sur del Océano Sur. Dicen que es un
bello lugar"
187,guildMsgTbl,"There's a strange-shaped island south of South
Ocean…","Il y a une île de forme étrange au sud de
l'Océan Sud……","Südlich von South Ocean gibt es eine seltsam
geformte Insel…","Hay una isla de extraña forma al sur del Océano
Sur"
188,guildMsgTbl,"A mysterious, cross-shaped
island. The building that
sits atop it is said to be
a remnant of the Purple
Civilization. Legends say
that the long arm of the
cross points toward the
location of that 
civilization, but no one
has ever confirmed it.","Une île mystérieuse en
forme de croix. Le
bâtiment situé au sommet
est soi-disant un vestige
de la Civilisation Mauve.
On dit que le bras long de
la croix indique son
emplacement, mais personne
n'a jamais pu le
confirmer.","Mysteriöse Insel in Form
eines Kreuzes. Das Gebäude
darauf ist angeblich ein
Rest der Purple
Civilisation. Legenden
zufolge weist der lange
Arm des Kreuzes auf den
Standort dieser
Zivilisation, aber niemand
hat dies je bestätigt.","Misteriosa isla con forma
de cruz. La edificación de
la parte superior podría
ser un vestigio de la
Civilización Púrpura. La
leyenda dice que el brazo
más largo de la cruz
apunta hacia donde vivían
sus gentes, pero no se
sabe con seguridad."
189,guildMsgTbl,"It's high above Nasrad. I hear it's some relic
from some ancient civilization…","Elle est loin au dessus de Nasrad. On dit que
c'est une relique de l'ancienne civilisation……","Hoch oben über Nasrad. Man sagt, es sei ein
Überbleibsel einer alten Zivilisation…","Está a gran altitud sobre Nasrad. Dicen que es
una reliquia de una antigua cultura"
190,guildMsgTbl,"I hear there's some shiny and metal floating
above Nasrad…","On dit qu'il y a quelque chose de métallique et
brillant qui flotte au-dessus de Nasrad……","Man sagt, dass über Nasrad so etwas Glänzendes
wie Metall schwebe…","Creo que hay algo metálico y brillante flotando
sobre Nasrad"
191,guildMsgTbl,"A strange object said to
be launched by the ancient
civilization of the Red
Moon. Its purpose has been
long forgotten, but
legends say that its Eye
could see the entire
world. Even now, sailors
navigate by its rhythmic
flashing light.","Un étrange objet que
l'ancienne civilisation de
la Lune Rouge aurait
envoyé. On a oublié son
but depuis longtemps, mais
on dit que son Oeil peut
voir le monde entier.
Aujourd'hui encore, les
marins naviguent au rythme
de sa lumière clignotante.","Ein seltsames Objekt, das
angeblich von der alten
Zivilisation des Red
Moon in Umlauf gebracht
wurde. Legenden erzählen,
dass sein Auge die ganze
Welt sehen konnte. Heute
noch navigieren Seeleute
nach seinem rhythmischen
Licht.","Extraño objeto que podría
haber sido creado por la
antigua civilización de la
Luna Roja. Se desconoce su
utilidad original, pero
según la leyenda, su Ojo
veía el mundo entero.
Todavía hoy, los marinos
navegan al compás de su
titilante luz."
0,IslandTbl,   Pirate Isle  , Île des Pirates,   Pirate Isle  ,   Pirate Isle  
1,IslandTbl, Shrine Island  ,  Île du Temple , Shrine Island  , Shrine Island  
2,IslandTbl,Sailors' Island , Île des Marins ,Sailors' Island ,Sailors' Island 
3,IslandTbl,     Maramba    ,     Maramba    ,     Maramba    ,     Maramba    
4,IslandTbl,Temple of Pyrynn,Temple de Pyrynn,Temple of Pyrynn,Temple of Pyrynn
5,IslandTbl,     Horteka    ,     Horteka    ,     Horteka    ,     Horteka    
6,IslandTbl, Moon Stone Mtn.,Mont Pierre Lune, Moon Stone Mtn., Moon Stone Mtn.
7,IslandTbl, King's Hideout , La Hutte du Roi, King's Hideout , King's Hideout 
8,IslandTbl,     Rixis      ,     Rixis      ,     Rixis      ,     Rixis      
9,IslandTbl,  Maw of Tartas ,Bouche de Tartas,  Maw of Tartas ,  Maw of Tartas 
10,IslandTbl,     Nasrad     ,     Nasrad     ,     Nasrad     ,     Nasrad     
11,IslandTbl, Daccat's Island,  Île de Daccat , Daccat's Island, Daccat's Island
12,IslandTbl,  Crescent Isle ,  Île Croissant ,  Crescent Isle ,  Crescent Isle 
13,IslandTbl,    Esparanza   ,    Esparanza   ,    Esparanza   ,    Esparanza   
14,IslandTbl,Lower City Valua,  Le bas Valua  ,Lower City Valua,Lower City Valua
15,IslandTbl,   Mount Kazai  ,   Mont Kazai   ,   Mount Kazai  ,   Mount Kazai  
16,IslandTbl,  Tenkou Island ,   Île Tenkou   ,  Tenkou Island ,  Tenkou Island 
17,IslandTbl,  Ruins of Ice  , Ruines de Glace,  Ruins of Ice  ,  Ruins of Ice  
18,IslandTbl,  Maw of Tartas ,Bouche de Tartas,  Maw of Tartas ,  Maw of Tartas 
19,IslandTbl,   The Vortex   ,    Le Vortex   ,   The Vortex   ,   The Vortex   
20,IslandTbl,  The Dark Rift ,  Le Récif Noir ,  The Dark Rift ,  The Dark Rift 
21,IslandTbl,  The Dark Rift ,  Le Récif Noir ,  The Dark Rift ,  The Dark Rift 
22,IslandTbl,  Dangral Island,   Île Dangral  ,  Dangral Island,  Dangral Island
23,IslandTbl,     Yafutoma   ,    Yafutoma    ,     Yafutoma   ,     Yafutoma   
24,IslandTbl,     Yafutoma   ,    Yafutoma    ,     Yafutoma   ,     Yafutoma   
25,IslandTbl,     Yafutoma   ,    Yafutoma    ,     Yafutoma   ,     Yafutoma   
26,IslandTbl,Ilchymis' Island, Île d'Ilchymis ,Ilchymis' Island,Ilchymis' Island
27,IslandTbl,Ryu-kan's Island, Île de Ryu-kan ,Ryu-kan's Island,Ryu-kan's Island
28,IslandTbl,  Gordo's Bistro, Bistro de Gordo,  Gordo's Bistro,  Gordo's Bistro
29,IslandTbl, Hamachou Island,  Île Hamachou  , Hamachou Island, Hamachou Island
30,IslandTbl,  Ruins of Ice  , Ruines de Glace,  Ruins of Ice  ,  Ruins of Ice  
31,IslandTbl,      Rixis     ,      Rixis     ,      Rixis     ,      Rixis     
32,IslandTbl, Tenkou Island  ,   Île Tenkou   , Tenkou Island  , Tenkou Island  
33,IslandTbl, Tenkou Island  ,   Île Tenkou   , Tenkou Island  , Tenkou Island  
34,IslandTbl, Maw of Tartas  ,Bouche de Tartas, Maw of Tartas  , Maw of Tartas  
35,IslandTbl, Shrine Island  ,  Île du Temple , Shrine Island  , Shrine Island  
0,sotBtlEnd,Lv,Niv,Lv,Nv
1,sotBtlEnd,Total Exp.,Exp. Totale,Gesamterfg.,Exp. Total
2,sotBtlEnd,Next,Suivant,nächst. Lv.,Siguiente
3,sotBtlEnd, was learned!, appris !, gelernt!,¡Aprendido!
0,KdiskChgMsg,"Please insert Disc 1 and press any
button to continue playing.","Veuillez insérer le Disque 1 et appuyer
sur une des touches pour continuer.","Bitte GD 1 einlegen und irgendeinen Knopf
drücken, um weiterzuspielen.","Inserta el Disco 1 y pulsa cualquier
botón para seguir jugando."
1,KdiskChgMsg,"Please open the disc door of your
Dreamcast and switch Disc 1 and Disc 2
of Skies of Arcadia.","Veuillez ouvrir le lecteur de votre
Dreamcast pour remplacer le Disque 2 par
le Disque 1 de Skies of Arcadia.","Bitte CD-Abdeckung Ihrer Dreamcast öffnen
und GD 1 und GD 2 von Skies of Arcadia
auswechseln.","Abre la unidad de disco de tu
Dreamcast y cambia el Disco 1 y Disco 2
de Skies of Arcadia."
2,KdiskChgMsg,"The disc that you have inserted is not
Disc 1. Please insert Disc 1.","Vous n'avez pas insérer le Disque 1.
Veuillez insérer le Disque 1.","Die Diskette, die Sie eingelegt haben, ist
nicht GD 1. Bitte GD 1 einlegen.","El disco que has insertado no es el
Disco 1. Inserta el Disco 1."
3,KdiskChgMsg,"Please insert Disc 1 and close
the disc door.","Veuillez insérer le Disque 1 et fermer
le lecteur.","Bitte GD 1 einlegen und CD-Abdeckung
schließen.","Inserta el Disco 1 y cierra
la unidad de disco."
4,KdiskChgMsg,Checking disc data…,Vérification en cours…,Daten werden überprüft…,Comprobando los datos del disco…
5,KdiskChgMsg,"No disc was found.
Please open the disc door and insert
Disc 1 of Skies of Arcadia.","Aucun disque.
Veuillez ouvrir le lecteur et insérer le
Disque 1 de Skies of Arcadia.","Keine Diskette gefunden.
Bitte CD-Abdeckung öffnen und GD 1 von
Skies of Arcadia einlegen.","No se ha encontrado ningún disco.
Abre la unidad de disco e inserta
el Disco 1 de Skies of Arcadia."
6,KdiskChgMsg,"The disc you have inserted is not a
Skies of Arcadia disc. Please open the
disc door and insert Disc 1 of Skies of
Arcadia.","Disque inséré n'est pas celui de Skies
of Arcadia. Veuillez ouvrir le lecteur &
insérer le Disque 1 de Skies of Arcadia.","Die eingelegte Diskette ist keine GD von
Skies of Arcadia. Bitte CD-Abdeckung
öffnen und GD 1 von Skies of Arcadia
einlegen.","El disco que has insertado no es
el disco de Skies of Arcadia. Abre la
unidad de disco en inserta el Disco 1 de Skies
of Arcadia."
0,lWmapTownName,Pirate Isle,Île des Pirates,Pirate Isle,Pirate Isle
1,lWmapTownName,Shrine Island,Île du Temple,Shrine Island,Shrine Island
2,lWmapTownName,Sailors' Island,Île des Marins,Sailors' Island,Sailors' Island
3,lWmapTownName,Grand Fortress,Grande Forteresse,Grand Fortress,Grand Fortress
4,lWmapTownName,Valuan Capital,Capitale Valuan,Valuan Capital,Valuan Capital
5,lWmapTownName,Maw of Tartas,Bouche de Tartas,Maw of Tartas,Maw of Tartas
6,lWmapTownName,Maw of Tartas,Bouche de Tartas,Maw of Tartas,Maw of Tartas
7,lWmapTownName,Maramba,Maramba,Maramba,Maramba
8,lWmapTownName,Temple of Pyrynn,Temple de Pyrynn,Temple of Pyrynn,Temple of Pyrynn
9,lWmapTownName,Nasrad,Nasrad,Nasrad,Nasrad
10,lWmapTownName,Esparanza,Esparanza,Esparanza,Esparanza
11,lWmapTownName,Horteka,Horteka,Horteka,Horteka
12,lWmapTownName,Rixis,Rixis,Rixis,Rixis
13,lWmapTownName,Moon Stone Mtn.,Mont Pierre Lune,Moon Stone Mtn.,Moon Stone Mtn.
14,lWmapTownName,King's Hideout,La Hutte du Roi,King's Hideout,King's Hideout
15,lWmapTownName,Yafutoma,Yafutoma,Yafutoma,Yafutoma
16,lWmapTownName,Mount Kazai,Mont Kazai,Mount Kazai,Mount Kazai
17,lWmapTownName,Ryu-kan's Island,Île de Ryu-kan,Ryu-kan's Island,Ryu-kan's Island
18,lWmapTownName,Tenkou Island,Île Tenkou,Tenkou Island,Tenkou Island
19,lWmapTownName,Daccat's Island,Île de Daccat,Daccat's Island,Daccat's Island
20,lWmapTownName,Crescent Isle,Île du Croissant,Crescent Isle,Crescent Isle
21,lWmapTownName,Ruins of Ice,Ruines de Glace,Ruins of Ice,Ruins of Ice
22,lWmapTownName,Gordo's Bistro,Bistro de Gordo,Gordo's Bistro,Gordo's Bistro
23,lWmapTownName,The Dark Rift,Le Récif Noir,The Dark Rift,The Dark Rift
24,lWmapTownName,Dangral Island,Île Dangral,Dangral Island,Dangral Island
25,lWmapTownName,Ilchymis' Island,Île d'Ilchymis,Ilchymis' Island,Ilchymis' Island
26,lWmapTownName,Valuan Ruins,Ruines Valuan,Valuan Ruins,Valuan Ruins
27,lWmapTownName,The Vortex,Le Vortex,The Vortex,The Vortex
28,lWmapTownName,Hamachou Island,Île Hamachou,Hamachou Island,Hamachou Island
0,NisshiData,  Strange Clothes   ,  Habits Étranges   ,  Komische Kleider  ,   Extrañas Ropas   
1,NisshiData,    Leaving Home    ,  Tout Abandonner   ,  Abschied nehmen   ,      Sin hogar     
2,NisshiData,  The Little Jack   ,   Le Little Jack   ,  The Little Jack   ,    Little Jack     
3,NisshiData,    A Passport!     ,   Un Passeport !   ,     Ein Pass!      ,   ¡El pasaporte!   
4,NisshiData,     Valuan Inn     ,   Auberge Valuan   ,   Valua-Wirtshaus  ,    Posada Valuan   
5,NisshiData,   New Adventures   ,  Autres Aventures  ,   Neue Abenteuer   ,  Nuevas aventuras  
6,NisshiData,   Desert Nights    ,  Nuits du Désert   ,    Wüstennächte    ,  Noche Desértica   
7,NisshiData,      Hrumph!       ,       Grrrr!       ,       Bums!        ,       ¡Uf!         
8,NisshiData,    The New Land    ,   Nouvelle Terre   ,     Neues Land     ,   Nuevas Tierras   
9,NisshiData,   Green Crystal    ,    Cristal Vert    ,   Green Crystal    ,   Cristal Verde    
10,NisshiData,     Marooned…     ,     Abandonné      ,     Ausgesetzt…    ,     Abandonado…    
11,NisshiData,   The Red Moon…   ,  La Lune Rouge……   ,      Red Moon…     ,   La Luna Roja…    
12,NisshiData,  Captain Vyse…?   ,  Capitaine Vyse…?  ,   Captain Vyse…?   ,    ¿Capi Vyse?     
13,NisshiData,    Cape Victory    ,   Cape Victoire    ,    Cape Victory    ,    Cabo Victoria   
14,NisshiData,      Yafutoma      ,      Yafutoma      ,      Yafutoma      ,      Yafutoma      
15,NisshiData,    A New Love?     ,  Un Nouvel Amour ? ,  Neue Liebschaft?  ,  ¿Un nuevo amor?   
16,NisshiData,  The World's Edge  ,  Le Bout du Monde  ,   Rand der Welt    ,  El fin del mundo  
17,NisshiData,   Separations…    ,   Séparations……    ,    Trennungen…     ,   Separaciones…    
18,NisshiData,  Return to Valua   ,   Retour à Valua   ,  Zurück in Valua   ,  Regreso a Valua   
19,NisshiData,       Ruins        ,       Ruines       ,       Ruinen       ,       Ruinas       
20,NisshiData,      Defiance      ,        Défi        ,    Trotzhandlung   ,      Desafío       
21,NisshiData,       Whoa…       ,      Ooooh……       ,        Wow…        ,        Guau…       
22,NisshiData,  The Fateful Eve   ,  Veille Fatidique  ,  Der große Abend   ,  Fatídica víspera  
23,NisshiData,  The Final Entry   ,  Derniers Ecrits   ,  Letzter Eintrag   ,    Gran momento    
0,NisshiTxt0,"Who would have guessed
that we would find a girl
aboard a Valuan vessel?
She said her name was Fina
and she is wearing strange
clothes, but she's quite
pretty. Dad was a little
stern with her at first,
but it looks like she's
staying with us tonight.
","Qui aurait deviné que l'on
trouverait une fille sur
un vaisseau Valuan ? Elle
a dit qu'elle s'appelait
Fina et ses habits sont
bizarres, mais elle est
mignonne. Papa a été un
peu dur avec elle au début
mais on dirait qu'elle
reste avec nous ce soir.
","Wer hätte gedacht, dass
wir auf einem Valua-Schiff
ein Mädchen finden?
Sie sagt, ihr Name sei
Fina, und sie trägt
komische Kleider, ist aber
recht hübsch. Dad war
erst etwas streng mit ihr,
aber ich glaube, sie
bleibt heute Nacht hier.
","¿Quién iba a adivinar que
encontraríamos una chica a
bordo de un navío Valuan?
Dijo que se llamaba Fina
y lleva una ropa muy rara,
pero es bastante guapa.
Papá fue un poco severo
con ella al principio,
pero parece que se va a
quedar esta noche.
"
0,NisshiTxt1,"The whole village was
burned down… even
the flowers that I was
growing in front of my
house. It's quite a shock
to come home and find
nothing. But, we can't
just sit here and feel
sorry for ourselves. We
must save the others.
","Le village entier a été
brûlé…… même les fleurs
que je faisais pousser
devant ma maison. Ça fait
vraiment un choc de
rentrer chez soi et de ne
rien trouver. Mais, on ne
peut pas rester assis à se
lamenter sur notre sort.
Il faut sauver les autres.
","Das ganze Dorf ist
zerstört… Sogar die
Blumen, die ich vor meinem
Haus gepflanzt habe. Es
ist…  ein ziemlicher
Schock, nach Hause ins
Nichts zu kommen. Aber wir
können nicht einfach hier
sitzen und nichts tun. Wir
müssen die anderen retten.
","La aldea entera fue
quemada… hasta las
flores que cultivaba
enfrente de mi casa.
Es… todo un trauma
llegar a casa y que no
quede nada. Bueno, no
podemos quedarnos aquí
compadeciéndonos. Tenemos
que salvar a los demás.
"
0,NisshiTxt2,"We were rescued by a
grumpy old man named
Drachma. He treats people
a little rough, but he
let me take the helm of
the Little Jack for a
while. Our destination is
a place called Sailors'
Island. I hope he'll take
us to Valua afterwards…
","Nous avons été sauvés par
un vieux grognon nommé
Drachma. Il est un peu
dur avec les gens, mais
il m'a laissé gouverner le
Little Jack un moment.
Notre destination
s'appelle l'Île des
Marins. J'espère qu'après
il nous emmènera à Valua……
","Wir wurden von einem alten
Mann namens Drachma
gerettet. Er behandelt die
Leute etwas grob, aber ich
durfte eine Weile das
Steuer der Little Jack
übernehmen. Unser Ziel ist
ein Ort namens Sailor's
Island. Hoffentlich nimmt
er uns mit nach Valua…
","Fuimos rescatados por un
viejo gruñón llamado
Drachma. Es un poco brusco
con la gente, pero me dejó
hacerme cargo del timón
del Little Jack durante un
rato. Nuestro destino es
un lugar llamado Isla
Los Marinos. Espero que
nos lleve a Valua luego…"
0,NisshiTxt3,"Vyse and I won our first
ship battle today! I've
never been so nervous in
my life! On the Albatross,
we usually just boarded
other ships But, since we
escorted the merchant back
to Nasr, we can finally
get into Valua with the
Passport he gave us!
","Vyse et moi avons gagné
notre 1ère bataille
navale ! Je n'ai jamais
été aussi nerveux ! Sur
l'Albatros, on abordait
juste les autres navires…
Puisque l'on a escorté le
marchand à Nasr on peut
aller à Valua avec le
Passeport qu'il a donné !
","Vyse und ich haben heute
unsere erste Schlacht
gewonnen! Ich war noch nie
so nervös! Auf der Alba-
tross überfielen wir meist
nur andere Schiffe… Aber
nachdem wir den Händler
nach Nasr begleitet haben,
können wir mit seinem Pass
endlich nach Valua!
","¡Vyse y yo ganamos nuestra
primera batalla naval!
¡En mi vida había estado
tan nervioso! En el
Albatros, sólo íbamos al
abordaje de otros navíos…
Pero desde que escoltamos
al mercader a Nasr, ya
podemos entrar a Valua con
el pasaporte que nos dio!
"
0,NisshiTxt4,"Aika was right… that kid
Marco reminds me of myself
when I was little. Just so
much built up frustration…
Once I was old enough to
go sailing, I had a way to
vent my frustrations, but
Marco… Maybe tomorrow at
the Coliseum, I can con-
vince him to not give up.
","Aika avait raison…… ce
gamin Marco me ressemble
quand j'étais jeune. Tant
de frustration…… Quand
j'ai eu l'âge de naviguer,
j'ai appris à la canaliser
mais Marco…… Peut-être que
demain au Coliseum, je
pourrai le convaincre de
ne pas abandonner.
","Aika hatte Recht… dieser
Marco benimmt sich wie
ich, als ich klein war. So
viel aufgestaute Frustra-
tion… Als ich zur See
fuhr, konnte ich meinen
Frust loswerden, aber
Marco… vielleicht kann
ich ihm morgen im Coliseum
neuen Mut machen.
","Aika tenía razón… ese niño
Marco, me recuerda a mí
cuando era pequeño. Tanta
frustración acumulada…
Una vez me hice mayor y
pude navegar, tuve un modo
de aliviar mi frustración,
pero Marco… Quizá mañana
en el Coliseo le convenza
para que no abandone.
"
0,NisshiTxt5,"Vyse and Aika have agreed
to travel with me. I was
told not to trust anyone
before I set out on my
quest, but… somehow, I
feel that I can trust
them. They've done so much
for me already. And… I've
only had one friend other
than Cupil before…
","Vyse et Aika ont accepté
de voyager avec moi. On
m'a dit de ne me fier à
personne avant de partir……
mais je sens que je peux
leur faire confiance. Ils
m'ont déjà tant aidé. Et……
je n'avais qu'un seul ami
avant, mis à part Cupil……
","Vyse und Aika wollen mit
mir reisen. Vor meinem
Abenteuer sagte man mir,
ich solle niemandem trauen
aber… irgendwie glaube
ich, ihnen vertrauen zu
können. Sie haben schon so
viel für mich getan. Und
bisher hatte ich auch nur
einen Freund außer Cupil…
","Vyse y Aika han aceptado
viajar conmigo. Antes de
mi partida me aconsejaron
que no me fiara de nadie,
pero… de algún modo, me
da la sensación de que son
de fiar. Me han hecho
tantos favores… Además
aparte de Cupil, sólo he
tenido un amigo hasta hoy.
"
0,NisshiTxt6,"I can't believe the Cap'n
just left us out here in
the middle of the desert.
Well, this lady named
Bellena agreed to lend us
her ship… but for some
reason, I can't trust her.
Vyse can't stop drooling
over her and it's really
getting on my nerves…
","Je ne peux pas croire que
le capitaine nous a laissé
au milieu du désert. Cette
dame, Bellena, a accepté
de nous prêter son navire,
mais bizarrement je ne
lui fais pas confiance.
Vyse ne peut s'empêcher de
s'extasier devant elle et
ça m'énerve vraiment…
","Ich kann nicht fassen,
dass der Käpt'n uns hier
mitten in der Wüste abge-
setzt hat. Diese Bellena
möchte uns ihr Schiff
leihen… aber irgendwie
kann ich ihr nicht trauen.
Vyse hört nicht auf, sie
zu bezirzen, und das geht
mir auf den Nerv…
","No puedo creer que el capi
nos haya dejado aquí,
en medio del desierto.
Bueno, esta dama llamada
Bellena nos ha prestado
su barco… pero, por
alguna razón, no me fío.
A Vyse se le cae la baba
con ella y me pone de los
nervios…
"
0,NisshiTxt7,"I can't believe myself.
Why did I go out of my
way to help those kids?
I should be chasin'
Rhaknam… Maybe Vyse just
reminded me of… What am I
thinkin'. I must chase
Rhaknam. I have taken an
oath. I will chase him
until one of us is dead.
","Je ne peux pas y croire.
Pourquoi j'ai voulu rendre
service à ses gamins ?
Je devrais poursuivre
Rhaknam…… Peut-être que
Vyse m'a rappelé…… Où ai-
je la tête? Je dois
traquer Rhaknam. J'en ai
fait le serment. L'un de
nous deux devra mourir.
","Ich kann's nicht fassen.
Warum habe ich bloß diesen
Kids geholfen? Ich sollte
hinter Rhaknam her sein…
Vielleicht erinnert mich
Vyse ja an… Ach was,
ich muss Rhaknam jagen.
Ich hab's geschworen. Ich
werde ihn jagen, bis
einer von uns tot ist.
","No lo puedo creer.
¿Por qué me molestaría en
ir a ayudar a esos niños?
Debería estar persiguiendo
a Rhaknam… Tal vez Vyse
me recordaba a mí…
¿En qué estaré pensando?
Mi misión es atrapar a
Rhaknam. Le perseguiré
hasta la muerte.
"
0,NisshiTxt8,"I can't believe how much
the Valuans are taking
advantage of the people
here! Why won't the king
fight back?! But, this
land sure is huge! It's
going to be hard looking
for the Crystal… And all
Aika can think about is
fruit. Sheesh.
","Je ne peux pas croire que
les Valuans exploitent
autant les gens d'ici !
Pourquoi le roi ne riposte
pas ?! Ce pays est immense
Ça va être dur
de trouver le Cristal…… Et
Aika qui ne pense qu'aux
fruits. C'est fou.
","Es ist unglaublich, wie
die Valuaner die Leute
hier ausnutzen! Warum
wehrt sich der König denn
nicht?! Aber dieses Land
ist echt riesig! Es wird
nicht leicht sein, nach
dem Kristall zu suchen…
Und Aika denkt nur an
Früchte. Mannomann.
","¡No puedo creer cómo los
Valuan se aprovechan de
la gente aquí! ¡¿Cómo es
posible que el rey no se
rebele?! ¡Pero estas
tierras son enormes! Va a
ser difícil buscar el
Cristal por aquí… Y todo
lo que Aika tiene en la
cabeza es fruta.
"
0,NisshiTxt9,"We have finally secured
our second Crystal, the
Green Crystal. I began
thinking… I realized that
the Gigas are nothing but
tools. It is the hearts of
men that use the Gigas for
their own evil use. I must
not fail on my mission… I
must not let Vyse down…
","On a enfin trouvé notre 2e
Cristal, le Cristal Vert.
J'ai réfléchi…… J'ai
réalisé que les Gigas ne
sont que des instruments.
C'est le coeur des hommes
qui utilisent les Gigas à
des fins maléfiques. Je
dois réussir…… Je ne dois
pas laisser tomber Vyse……
","Wir haben uns endlich den
zweiten Kristall, den
Green Crystal, gesichert.
Mir wurde klar, dass die
Gigas nichts als Werkzeuge
sind. Es liegt an den
Herzen der Menschen, die
die Gigas für böse Zwecke
missbrauchen. Ich darf Vy-
se nicht im Stich lassen…
","Por fin tenemos
nuestro segundo Cristal,
el Cristal Verde. Empezaba
a creer que… Me he dado
cuenta de que los Gigas no
son más que instrumentos.
Pero la gente malvada los
usa con fines malvados.
Debo cumplir mi misión y
no decepcionar a Vyse…
"
