Entry ID,[Filter],[EC ID],[JP EC Name],Type ID,[Type Name],Instr. ID,[Instr. Name],Param. ID,[Param. Name]
19,*,34,マブルール,1,Action,517,ジェダ,1,Same PC
20,*,34,マブルール,1,Action,100,Ж術？,-1,None
1,*,35,クチュ,0,Branch,45,???,3,Go to 3
2,*,35,クチュ,0,Branch,30,???,4,Go to 4
3,*,35,クチュ,0,Branch,28,???,15,Go to 15
4,*,35,クチュ,0,Branch,32,???,8,Go to 8
5,*,35,クチュ,0,Branch,38,???,7,Go to 7
6,*,35,クチュ,0,Branch,30,???,8,Go to 8
7,*,35,クチュ,0,Branch,24,???,13,Go to 13
8,*,35,クチュ,0,Branch,21,???,14,Go to 14
9,*,35,クチュ,0,Branch,34,???,11,Go to 11
10,*,35,クチュ,0,Branch,23,???,12,Go to 12
11,*,35,クチュ,1,Action,550,Attack,2,Random PC
12,*,35,クチュ,1,Action,524,バーニィ,-1,None
13,*,35,クチュ,1,Action,506,サプラ,7,Injured EC
14,*,35,クチュ,1,Action,551,Guard,-1,None
15,*,35,クチュ,1,Action,552,Run,-1,None
1,*,36,ソピローテ,0,Branch,44,???,3,Go to 3
2,*,36,ソピローテ,0,Branch,30,???,4,Go to 4
3,*,36,ソピローテ,0,Branch,27,???,8,Go to 8
4,*,36,ソピローテ,0,Branch,26,???,7,Go to 7
5,*,36,ソピローテ,0,Branch,28,???,9,Go to 9
6,*,36,ソピローテ,0,Branch,30,???,10,Go to 10
7,*,36,ソピローテ,1,Action,550,Attack,2,Random PC
8,*,36,ソピローテ,1,Action,552,Run,-1,None
9,*,36,ソピローテ,1,Action,92,疲労ブレス,2,Random PC
10,*,36,ソピローテ,1,Action,551,Guard,-1,None
1,*,37,シーサー,0,Branch,45,???,3,Go to 3
2,*,37,シーサー,0,Branch,30,???,4,Go to 4
3,*,37,シーサー,0,Branch,26,???,13,Go to 13
4,*,37,シーサー,0,Branch,44,???,6,Go to 6
5,*,37,シーサー,0,Branch,30,???,7,Go to 7
6,*,37,シーサー,0,Branch,23,???,13,Go to 13
7,*,37,シーサー,0,Branch,11,???,10,Go to 10
8,*,37,シーサー,0,Branch,29,???,12,Go to 12
9,*,37,シーサー,0,Branch,30,???,13,Go to 13
10,*,37,シーサー,0,Branch,23,???,14,Go to 14
11,*,37,シーサー,0,Branch,21,???,15,Go to 15
12,*,37,シーサー,1,Action,550,Attack,2,Random PC
13,*,37,シーサー,1,Action,552,Run,-1,None
14,*,37,シーサー,1,Action,513,クイッカ,-1,None
15,*,37,シーサー,1,Action,551,Guard,-1,None
1,*,38,レジボン,0,Branch,44,???,5,Go to 5
2,*,38,レジボン,0,Branch,1,???,4,Go to 4
3,*,38,レジボン,0,Branch,30,???,5,Go to 5
4,*,38,レジボン,0,Branch,25,???,10,Go to 10
5,*,38,レジボン,0,Branch,21,???,11,Go to 11
6,*,38,レジボン,0,Branch,50,???,8,Go to 8
7,*,38,レジボン,0,Branch,24,???,9,Go to 9
8,*,38,レジボン,1,Action,550,Attack,2,Random PC
9,*,38,レジボン,1,Action,260,アースシェイク,-1,None
10,*,38,レジボン,1,Action,41,おやすみなさい,22,Self
11,*,38,レジボン,1,Action,551,Guard,-1,None
1,*,39,ミラドール,0,Branch,21,???,3,Go to 3
2,*,39,ミラドール,1,Action,550,Attack,1,Same PC
3,*,39,ミラドール,1,Action,551,Guard,-1,None
1,*,40,ラフレシア,0,Branch,50,???,5,Go to 5
2,*,40,ラフレシア,0,Branch,25,???,7,Go to 7
3,*,40,ラフレシア,0,Branch,26,???,9,Go to 9
4,*,40,ラフレシア,0,Branch,30,???,10,Go to 10
5,*,40,ラフレシア,0,Branch,28,???,7,Go to 7
6,*,40,ラフレシア,0,Branch,30,???,8,Go to 8
7,*,40,ラフレシア,1,Action,550,Attack,2,Random PC
8,*,40,ラフレシア,1,Action,551,Guard,-1,None
9,*,40,ラフレシア,1,Action,26,花葬の舞,2,Random PC
10,*,40,ラフレシア,1,Action,191,爆睡の花粉,-1,None
1,*,41,エルモンテ,0,Branch,1,???,10,Go to 10
2,*,41,エルモンテ,0,Branch,25,???,10,Go to 10
3,*,41,エルモンテ,0,Branch,24,???,8,Go to 8
4,*,41,エルモンテ,0,Branch,23,???,9,Go to 9
5,*,41,エルモンテ,0,Branch,31,???,12,Go to 12
6,*,41,エルモンテ,0,Branch,11,???,8,Go to 8
7,*,41,エルモンテ,0,Branch,30,???,11,Go to 11
8,*,41,エルモンテ,1,Action,550,Attack,2,Random PC
9,*,41,エルモンテ,1,Action,551,Guard,-1,None
10,*,41,エルモンテ,1,Action,552,Run,-1,None
11,*,41,エルモンテ,1,Action,507,サプリィ,7,Injured EC
12,*,41,エルモンテ,1,Action,100,Ж術？,-1,None
1,*,42,フードン,0,Branch,23,???,4,Go to 4
2,*,42,フードン,0,Branch,21,???,5,Go to 5
3,*,42,フードン,1,Action,550,Attack,2,Random PC
4,*,42,フードン,1,Action,552,Run,-1,None
5,*,42,フードン,1,Action,551,Guard,-1,None
1,*,43,フィモソマ,0,Branch,11,???,5,Go to 5
2,*,43,フィモソマ,0,Branch,12,???,6,Go to 6
3,*,43,フィモソマ,0,Branch,29,???,7,Go to 7
4,*,43,フィモソマ,0,Branch,30,???,8,Go to 8
5,*,43,フィモソマ,0,Branch,23,???,9,Go to 9
6,*,43,フィモソマ,0,Branch,21,???,9,Go to 9
7,*,43,フィモソマ,1,Action,550,Attack,2,Random PC
8,*,43,フィモソマ,1,Action,551,Guard,-1,None
9,*,43,フィモソマ,1,Action,190,ダマユーン,-1,None
1,*,44,プジョット,0,Branch,44,???,3,Go to 3
2,*,44,プジョット,0,Branch,30,???,4,Go to 4
3,*,44,プジョット,0,Branch,27,???,28,Go to 28
4,*,44,プジョット,0,Branch,17,???,20,Go to 20
5,*,44,プジョット,0,Branch,36,???,16,Go to 16
6,*,44,プジョット,0,Branch,11,???,8,Go to 8
7,*,44,プジョット,0,Branch,30,???,9,Go to 9
8,*,44,プジョット,0,Branch,23,???,24,Go to 24
9,*,44,プジョット,0,Branch,12,???,11,Go to 11
10,*,44,プジョット,0,Branch,30,???,12,Go to 12
11,*,44,プジョット,0,Branch,21,???,24,Go to 24
12,*,44,プジョット,0,Branch,22,???,25,Go to 25
13,*,44,プジョット,0,Branch,27,???,23,Go to 23
14,*,44,プジョット,0,Branch,25,???,26,Go to 26
15,*,44,プジョット,0,Branch,30,???,27,Go to 27
16,*,44,プジョット,0,Branch,25,???,23,Go to 23
17,*,44,プジョット,0,Branch,24,???,26,Go to 26
18,*,44,プジョット,0,Branch,26,???,27,Go to 27
19,*,44,プジョット,0,Branch,30,???,28,Go to 28
20,*,44,プジョット,0,Branch,24,???,26,Go to 26
21,*,44,プジョット,0,Branch,25,???,27,Go to 27
22,*,44,プジョット,0,Branch,30,???,28,Go to 28
23,*,44,プジョット,1,Action,550,Attack,2,Random PC
24,*,44,プジョット,1,Action,513,クイッカ,-1,None
25,*,44,プジョット,1,Action,512,スリーパ,16,PC w/o Sleep
26,*,44,プジョット,1,Action,87,仲間を呼ぶ,-1,None
27,*,44,プジョット,1,Action,107,仲間を呼ぶ,-1,None
28,*,44,プジョット,1,Action,552,Run,-1,None
1,*,45,モペール,0,Branch,45,???,3,Go to 3
2,*,45,モペール,0,Branch,30,???,4,Go to 4
3,*,45,モペール,0,Branch,26,???,16,Go to 16
4,*,45,モペール,0,Branch,44,???,6,Go to 6
5,*,45,モペール,0,Branch,30,???,7,Go to 7
6,*,45,モペール,0,Branch,23,???,16,Go to 16
7,*,45,モペール,0,Branch,11,???,10,Go to 10
8,*,45,モペール,0,Branch,12,???,10,Go to 10
9,*,45,モペール,0,Branch,30,???,12,Go to 12
10,*,45,モペール,0,Branch,22,???,17,Go to 17
11,*,45,モペール,0,Branch,23,???,18,Go to 18
12,*,45,モペール,0,Branch,27,???,15,Go to 15
13,*,45,モペール,0,Branch,25,???,19,Go to 19
14,*,45,モペール,0,Branch,30,???,20,Go to 20
15,*,45,モペール,1,Action,550,Attack,2,Random PC
16,*,45,モペール,1,Action,552,Run,-1,None
17,*,45,モペール,1,Action,504,ダウナ,17,PC w/o Weak
18,*,45,モペール,1,Action,511,プワゾーク,-1,None
19,*,45,モペール,1,Action,100,Ж術？,-1,None
20,*,45,モペール,1,Action,551,Guard,-1,None
1,*,46,メスカリナ,0,Branch,11,???,4,Go to 4
2,*,46,メスカリナ,0,Branch,12,???,5,Go to 5
3,*,46,メスカリナ,0,Branch,30,???,6,Go to 6
4,*,46,メスカリナ,0,Branch,22,???,15,Go to 15
5,*,46,メスカリナ,0,Branch,22,???,9,Go to 9
6,*,46,メスカリナ,0,Branch,26,???,13,Go to 13
7,*,46,メスカリナ,0,Branch,28,???,11,Go to 11
8,*,46,メスカリナ,0,Branch,30,???,14,Go to 14
9,*,46,メスカリナ,0,Branch,49,???,17,Go to 17
10,*,46,メスカリナ,0,Branch,30,???,15,Go to 15
11,*,46,メスカリナ,0,Branch,49,???,17,Go to 17
12,*,46,メスカリナ,0,Branch,30,???,16,Go to 16
13,*,46,メスカリナ,1,Action,550,Attack,2,Random PC
14,*,46,メスカリナ,1,Action,552,Run,-1,None
15,*,46,メスカリナ,1,Action,505,ダウノス,-1,None
16,*,46,メスカリナ,1,Action,521,ウェイビィ,2,Random PC
17,*,46,メスカリナ,1,Action,100,Ж術？,-1,None
1,*,47,プラニナ,0,Branch,44,???,3,Go to 3
2,*,47,プラニナ,0,Branch,30,???,4,Go to 4
3,*,47,プラニナ,0,Branch,26,???,17,Go to 17
4,*,47,プラニナ,0,Branch,2,???,6,Go to 6
5,*,47,プラニナ,0,Branch,30,???,7,Go to 7
6,*,47,プラニナ,0,Branch,28,???,18,Go to 18
7,*,47,プラニナ,0,Branch,1,???,9,Go to 9
8,*,47,プラニナ,0,Branch,30,???,10,Go to 10
9,*,47,プラニナ,0,Branch,24,???,18,Go to 18
10,*,47,プラニナ,0,Branch,35,???,12,Go to 12
11,*,47,プラニナ,0,Branch,22,???,19,Go to 19
12,*,47,プラニナ,0,Branch,22,???,18,Go to 18
13,*,47,プラニナ,0,Branch,27,???,16,Go to 16
14,*,47,プラニナ,0,Branch,26,???,20,Go to 20
15,*,47,プラニナ,0,Branch,30,???,17,Go to 17
16,*,47,プラニナ,1,Action,550,Attack,2,Random PC
17,*,47,プラニナ,1,Action,552,Run,-1,None
18,*,47,プラニナ,1,Action,270,自爆,-1,None
19,*,47,プラニナ,1,Action,517,ジェダ,1,Same PC
20,*,47,プラニナ,1,Action,100,Ж術？,-1,None
1,*,48,デ式ディガー,0,Branch,11,???,6,Go to 6
2,*,48,デ式ディガー,0,Branch,24,???,10,Go to 10
3,*,48,デ式ディガー,0,Branch,22,???,11,Go to 11
4,*,48,デ式ディガー,0,Branch,25,???,12,Go to 12
5,*,48,デ式ディガー,0,Branch,30,???,13,Go to 13
6,*,48,デ式ディガー,0,Branch,25,???,10,Go to 10
7,*,48,デ式ディガー,0,Branch,24,???,11,Go to 11
8,*,48,デ式ディガー,0,Branch,27,???,12,Go to 12
9,*,48,デ式ディガー,0,Branch,30,???,13,Go to 13
10,*,48,デ式ディガー,1,Action,550,Attack,2,Random PC
11,*,48,デ式ディガー,1,Action,551,Guard,-1,None
12,*,48,デ式ディガー,1,Action,162,疲労ガス爆弾,18,PC w/o Fatigue
13,*,48,デ式ディガー,1,Action,220,ラピッドキャノン,2,Random PC
1,*,49,レナウト,0,Branch,11,???,6,Go to 6
2,*,49,レナウト,0,Branch,12,???,9,Go to 9
3,*,49,レナウト,0,Branch,28,???,11,Go to 11
4,*,49,レナウト,0,Branch,25,???,13,Go to 13
5,*,49,レナウト,0,Branch,30,???,15,Go to 15
6,*,49,レナウト,0,Branch,26,???,11,Go to 11
7,*,49,レナウト,0,Branch,25,???,12,Go to 12
8,*,49,レナウト,0,Branch,25,???,14,Go to 14
9,*,49,レナウト,0,Branch,23,???,11,Go to 11
10,*,49,レナウト,0,Branch,30,???,13,Go to 13
11,*,49,レナウト,1,Action,550,Attack,2,Random PC
12,*,49,レナウト,1,Action,551,Guard,-1,None
13,*,49,レナウト,1,Action,507,サプリィ,7,Injured EC
14,*,49,レナウト,1,Action,513,クイッカ,-1,None
15,*,49,レナウト,1,Action,100,Ж術？,-1,None
1,*,50,ブブロッカ,0,Branch,44,???,3,Go to 3
2,*,50,ブブロッカ,0,Branch,30,???,4,Go to 4
3,*,50,ブブロッカ,0,Branch,26,???,8,Go to 8
4,*,50,ブブロッカ,0,Branch,1,???,7,Go to 7
5,*,50,ブブロッカ,0,Branch,28,???,7,Go to 7
6,*,50,ブブロッカ,1,Action,551,Guard,-1,None
7,*,50,ブブロッカ,1,Action,550,Attack,1,Same PC
8,*,50,ブブロッカ,1,Action,552,Run,-1,None
1,*,51,アイガムハ,0,Branch,33,???,3,Go to 3
2,*,51,アイガムハ,0,Branch,22,???,10,Go to 10
3,*,51,アイガムハ,0,Branch,36,???,5,Go to 5
4,*,51,アイガムハ,0,Branch,22,???,9,Go to 9
5,*,51,アイガムハ,0,Branch,23,???,11,Go to 11
6,*,51,アイガムハ,0,Branch,22,???,8,Go to 8
7,*,51,アイガムハ,1,Action,550,Attack,2,Random PC
8,*,51,アイガムハ,1,Action,551,Guard,-1,None
9,*,51,アイガムハ,1,Action,503,パニカ,14,PC w/o Confusion
10,*,51,アイガムハ,1,Action,521,ウェイビィ,2,Random PC
11,*,51,アイガムハ,1,Action,57,あやしい音波,2,Random PC
1,*,52,ニウニウ,0,Branch,44,???,3,Go to 3
2,*,52,ニウニウ,0,Branch,30,???,4,Go to 4
3,*,52,ニウニウ,0,Branch,28,???,17,Go to 17
4,*,52,ニウニウ,0,Branch,11,???,9,Go to 9
5,*,52,ニウニウ,0,Branch,12,???,13,Go to 13
6,*,52,ニウニウ,0,Branch,23,???,15,Go to 15
7,*,52,ニウニウ,0,Branch,24,???,19,Go to 19
8,*,52,ニウニウ,0,Branch,30,???,17,Go to 17
9,*,52,ニウニウ,0,Branch,24,???,15,Go to 15
10,*,52,ニウニウ,0,Branch,22,???,16,Go to 16
11,*,52,ニウニウ,0,Branch,25,???,18,Go to 18
12,*,52,ニウニウ,0,Branch,30,???,19,Go to 19
13,*,52,ニウニウ,0,Branch,25,???,15,Go to 15
14,*,52,ニウニウ,0,Branch,30,???,19,Go to 19
15,*,52,ニウニウ,1,Action,550,Attack,2,Random PC
16,*,52,ニウニウ,1,Action,551,Guard,-1,None
17,*,52,ニウニウ,1,Action,552,Run,-1,None
18,*,52,ニウニウ,1,Action,500,アパ,11,EC w/o Strengthen
19,*,52,ニウニウ,1,Action,52,石化液,13,PC w/o Stone
1,*,53,ニャカラガ,0,Branch,44,???,3,Go to 3
2,*,53,ニャカラガ,0,Branch,30,???,4,Go to 4
3,*,53,ニャカラガ,0,Branch,28,???,17,Go to 17
4,*,53,ニャカラガ,0,Branch,11,???,9,Go to 9
5,*,53,ニャカラガ,0,Branch,12,???,13,Go to 13
6,*,53,ニャカラガ,0,Branch,23,???,15,Go to 15
7,*,53,ニャカラガ,0,Branch,24,???,19,Go to 19
8,*,53,ニャカラガ,0,Branch,30,???,17,Go to 17
9,*,53,ニャカラガ,0,Branch,24,???,15,Go to 15
10,*,53,ニャカラガ,0,Branch,22,???,16,Go to 16
11,*,53,ニャカラガ,0,Branch,24,???,18,Go to 18
12,*,53,ニャカラガ,0,Branch,30,???,19,Go to 19
13,*,53,ニャカラガ,0,Branch,25,???,15,Go to 15
14,*,53,ニャカラガ,0,Branch,30,???,19,Go to 19
15,*,53,ニャカラガ,1,Action,550,Attack,2,Random PC
16,*,53,ニャカラガ,1,Action,551,Guard,-1,None
17,*,53,ニャカラガ,1,Action,552,Run,-1,None
18,*,53,ニャカラガ,1,Action,501,アポス,-1,None
19,*,53,ニャカラガ,1,Action,52,石化液,13,PC w/o Stone
1,*,54,カネヅル,0,Branch,45,???,3,Go to 3
2,*,54,カネヅル,0,Branch,30,???,4,Go to 4
3,*,54,カネヅル,0,Branch,30,???,23,Go to 23
4,*,54,カネヅル,0,Branch,44,???,6,Go to 6
5,*,54,カネヅル,0,Branch,30,???,7,Go to 7
6,*,54,カネヅル,0,Branch,25,???,23,Go to 23
7,*,54,カネヅル,0,Branch,31,???,14,Go to 14
8,*,54,カネヅル,0,Branch,39,???,11,Go to 11
9,*,54,カネヅル,0,Branch,38,???,12,Go to 12
10,*,54,カネヅル,0,Branch,30,???,14,Go to 14
11,*,54,カネヅル,0,Branch,24,???,24,Go to 24
12,*,54,カネヅル,0,Branch,24,???,24,Go to 24
13,*,54,カネヅル,0,Branch,30,???,27,Go to 27
14,*,54,カネヅル,0,Branch,11,???,16,Go to 16
15,*,54,カネヅル,0,Branch,24,???,23,Go to 23
16,*,54,カネヅル,0,Branch,23,???,21,Go to 21
17,*,54,カネヅル,0,Branch,23,???,22,Go to 22
18,*,54,カネヅル,0,Branch,24,???,25,Go to 25
19,*,54,カネヅル,0,Branch,26,???,26,Go to 26
20,*,54,カネヅル,0,Branch,30,???,28,Go to 28
21,*,54,カネヅル,1,Action,550,Attack,2,Random PC
22,*,54,カネヅル,1,Action,551,Guard,-1,None
23,*,54,カネヅル,1,Action,552,Run,-1,None
24,*,54,カネヅル,1,Action,508,サプレス,-1,None
25,*,54,カネヅル,1,Action,39,落雷,2,Random PC
26,*,54,カネヅル,1,Action,49,仲間呼ぶ,-1,None
27,*,54,カネヅル,1,Action,100,Ж術？,-1,None
28,*,54,カネヅル,1,Action,113,仲間を呼ぶ,-1,None
1,*,55,メメゾーレ,0,Branch,34,???,3,Go to 3
2,*,55,メメゾーレ,0,Branch,22,???,7,Go to 7
3,*,55,メメゾーレ,0,Branch,26,???,6,Go to 6
4,*,55,メメゾーレ,0,Branch,28,???,8,Go to 8
5,*,55,メメゾーレ,0,Branch,30,???,9,Go to 9
6,*,55,メメゾーレ,1,Action,550,Attack,2,Random PC
7,*,55,メメゾーレ,1,Action,525,バーネス,-1,None
8,*,55,メメゾーレ,1,Action,40,疲労かぶり,1,Same PC
9,*,55,メメゾーレ,1,Action,551,Guard,-1,None
1,*,56,ヒュドラ煌兵,0,Branch,51,???,18,Go to 18
2,*,56,ヒュドラ煌兵,0,Branch,11,???,5,Go to 5
3,*,56,ヒュドラ煌兵,0,Branch,12,???,5,Go to 5
4,*,56,ヒュドラ煌兵,0,Branch,30,???,12,Go to 12
5,*,56,ヒュドラ煌兵,0,Branch,35,???,7,Go to 7
6,*,56,ヒュドラ煌兵,0,Branch,23,???,22,Go to 22
7,*,56,ヒュドラ煌兵,0,Branch,21,???,27,Go to 27
8,*,56,ヒュドラ煌兵,0,Branch,21,???,20,Go to 20
9,*,56,ヒュドラ煌兵,0,Branch,21,???,21,Go to 21
10,*,56,ヒュドラ煌兵,0,Branch,25,???,25,Go to 25
11,*,56,ヒュドラ煌兵,0,Branch,30,???,26,Go to 26
12,*,56,ヒュドラ煌兵,0,Branch,31,???,7,Go to 7
13,*,56,ヒュドラ煌兵,0,Branch,1,???,16,Go to 16
14,*,56,ヒュドラ煌兵,0,Branch,39,???,16,Go to 16
15,*,56,ヒュドラ煌兵,0,Branch,30,???,7,Go to 7
16,*,56,ヒュドラ煌兵,0,Branch,24,???,23,Go to 23
17,*,56,ヒュドラ煌兵,0,Branch,30,???,7,Go to 7
18,*,56,ヒュドラ煌兵,0,Branch,26,???,24,Go to 24
19,*,56,ヒュドラ煌兵,0,Branch,30,???,7,Go to 7
20,*,56,ヒュドラ煌兵,1,Action,550,Attack,1,Same PC
21,*,56,ヒュドラ煌兵,1,Action,551,Guard,-1,None
22,*,56,ヒュドラ煌兵,1,Action,502,サイレシャ,15,PC w/o Silence
23,*,56,ヒュドラ煌兵,1,Action,507,サプリィ,7,Injured EC
24,*,56,ヒュドラ煌兵,1,Action,518,ジェデス,2,Random PC
25,*,56,ヒュドラ煌兵,1,Action,529,グラゾーバ,2,Random PC
26,*,56,ヒュドラ煌兵,1,Action,535,ボルドーラ,2,Random PC
27,*,56,ヒュドラ煌兵,1,Action,37,ガッツ,-1,None
1,*,57,イラブ,0,Branch,33,???,5,Go to 5
2,*,57,イラブ,0,Branch,26,???,9,Go to 9
3,*,57,イラブ,0,Branch,28,???,10,Go to 10
4,*,57,イラブ,0,Branch,30,???,13,Go to 13
5,*,57,イラブ,0,Branch,26,???,9,Go to 9
6,*,57,イラブ,0,Branch,25,???,11,Go to 11
7,*,57,イラブ,0,Branch,25,???,13,Go to 13
8,*,57,イラブ,0,Branch,30,???,12,Go to 12
9,*,57,イラブ,1,Action,550,Attack,2,Random PC
10,*,57,イラブ,1,Action,525,バーネス,-1,None
11,*,57,イラブ,1,Action,100,Ж術？,-1,None
12,*,57,イラブ,1,Action,552,Run,-1,None
13,*,57,イラブ,1,Action,551,Guard,-1,None
1,*,58,ゴーヤエルモ,0,Branch,1,???,9,Go to 9
2,*,58,ゴーヤエルモ,0,Branch,25,???,9,Go to 9
3,*,58,ゴーヤエルモ,0,Branch,24,???,7,Go to 7
4,*,58,ゴーヤエルモ,0,Branch,23,???,8,Go to 8
5,*,58,ゴーヤエルモ,0,Branch,35,???,11,Go to 11
6,*,58,ゴーヤエルモ,0,Branch,30,???,10,Go to 10
7,*,58,ゴーヤエルモ,1,Action,550,Attack,2,Random PC
8,*,58,ゴーヤエルモ,1,Action,551,Guard,-1,None
9,*,58,ゴーヤエルモ,1,Action,552,Run,-1,None
10,*,58,ゴーヤエルモ,1,Action,512,スリーパ,-1,None
11,*,58,ゴーヤエルモ,1,Action,100,Ж術？,-1,None
1,*,59,ナマトヌカ,0,Branch,11,???,4,Go to 4
2,*,59,ナマトヌカ,0,Branch,12,???,5,Go to 5
3,*,59,ナマトヌカ,0,Branch,30,???,6,Go to 6
4,*,59,ナマトヌカ,0,Branch,22,???,9,Go to 9
5,*,59,ナマトヌカ,0,Branch,22,???,9,Go to 9
6,*,59,ナマトヌカ,0,Branch,21,???,8,Go to 8
7,*,59,ナマトヌカ,1,Action,550,Attack,13,PC w/o Stone
8,*,59,ナマトヌカ,1,Action,551,Guard,-1,None
9,*,59,ナマトヌカ,1,Action,44,フリムーン,17,PC w/o Weak
1,*,60,モノノフ,0,Branch,23,???,6,Go to 6
2,*,60,モノノフ,0,Branch,23,???,5,Go to 5
3,*,60,モノノフ,0,Branch,21,???,7,Go to 7
4,*,60,モノノフ,1,Action,550,Attack,2,Random PC
5,*,60,モノノフ,1,Action,21,イアイチュン,-1,None
6,*,60,モノノフ,1,Action,250,ヤマナージャ,2,Random PC
7,*,60,モノノフ,1,Action,551,Guard,-1,None
1,*,61,ヴィヒム,0,Branch,44,???,3,Go to 3
2,*,61,ヴィヒム,0,Branch,30,???,4,Go to 4
3,*,61,ヴィヒム,0,Branch,26,???,17,Go to 17
4,*,61,ヴィヒム,0,Branch,2,???,6,Go to 6
5,*,61,ヴィヒム,0,Branch,30,???,7,Go to 7
6,*,61,ヴィヒム,0,Branch,29,???,18,Go to 18
7,*,61,ヴィヒム,0,Branch,1,???,9,Go to 9
8,*,61,ヴィヒム,0,Branch,30,???,10,Go to 10
9,*,61,ヴィヒム,0,Branch,26,???,18,Go to 18
10,*,61,ヴィヒム,0,Branch,35,???,12,Go to 12
11,*,61,ヴィヒム,0,Branch,24,???,19,Go to 19
12,*,61,ヴィヒム,0,Branch,23,???,18,Go to 18
13,*,61,ヴィヒム,0,Branch,27,???,16,Go to 16
14,*,61,ヴィヒム,0,Branch,26,???,20,Go to 20
15,*,61,ヴィヒム,0,Branch,30,???,17,Go to 17
16,*,61,ヴィヒム,1,Action,550,Attack,2,Random PC
17,*,61,ヴィヒム,1,Action,552,Run,-1,None
18,*,61,ヴィヒム,1,Action,270,自爆,-1,None
19,*,61,ヴィヒム,1,Action,518,ジェデス,1,Same PC
20,*,61,ヴィヒム,1,Action,100,Ж術？,-1,None
1,*,62,ヒュドラ将兵,0,Branch,5,???,12,Go to 12
2,*,62,ヒュドラ将兵,0,Branch,38,???,8,Go to 8
3,*,62,ヒュドラ将兵,0,Branch,25,???,15,Go to 15
4,*,62,ヒュドラ将兵,0,Branch,24,???,17,Go to 17
5,*,62,ヒュドラ将兵,0,Branch,25,???,18,Go to 18
6,*,62,ヒュドラ将兵,0,Branch,28,???,19,Go to 19
7,*,62,ヒュドラ将兵,0,Branch,30,???,16,Go to 16
8,*,62,ヒュドラ将兵,0,Branch,23,???,18,Go to 18
9,*,62,ヒュドラ将兵,0,Branch,24,???,17,Go to 17
10,*,62,ヒュドラ将兵,0,Branch,31,???,12,Go to 12
11,*,62,ヒュドラ将兵,0,Branch,30,???,16,Go to 16
12,*,62,ヒュドラ将兵,0,Branch,24,???,15,Go to 15
13,*,62,ヒュドラ将兵,0,Branch,25,???,17,Go to 17
14,*,62,ヒュドラ将兵,0,Branch,30,???,18,Go to 18
15,*,62,ヒュドラ将兵,1,Action,550,Attack,2,Random PC
16,*,62,ヒュドラ将兵,1,Action,509,サプローネ,7,Injured EC
17,*,62,ヒュドラ将兵,1,Action,534,ボルテス,2,Random PC
18,*,62,ヒュドラ将兵,1,Action,19,反撃の構え,-1,None
19,*,62,ヒュドラ将兵,1,Action,551,Guard,-1,None
1,*,63,シュリヌール,0,Branch,45,???,3,Go to 3
2,*,63,シュリヌール,0,Branch,30,???,4,Go to 4
3,*,63,シュリヌール,0,Branch,28,???,17,Go to 17
4,*,63,シュリヌール,0,Branch,44,???,6,Go to 6
5,*,63,シュリヌール,0,Branch,30,???,7,Go to 7
6,*,63,シュリヌール,0,Branch,24,???,17,Go to 17
7,*,63,シュリヌール,0,Branch,0,???,10,Go to 10
8,*,63,シュリヌール,0,Branch,46,???,10,Go to 10
9,*,63,シュリヌール,0,Branch,29,???,19,Go to 19
10,*,63,シュリヌール,0,Branch,34,???,12,Go to 12
11,*,63,シュリヌール,0,Branch,23,???,21,Go to 21
12,*,63,シュリヌール,0,Branch,22,???,22,Go to 22
13,*,63,シュリヌール,0,Branch,23,???,20,Go to 20
14,*,63,シュリヌール,0,Branch,21,???,17,Go to 17
15,*,63,シュリヌール,0,Branch,21,???,18,Go to 18
16,*,63,シュリヌール,1,Action,550,Attack,2,Random PC
17,*,63,シュリヌール,1,Action,552,Run,-1,None
18,*,63,シュリヌール,1,Action,551,Guard,-1,None
19,*,63,シュリヌール,1,Action,210,ＨＰ吸収,3,PC w/ Most HP
20,*,63,シュリヌール,1,Action,510,プワザ,19,PC w/o Poison
21,*,63,シュリヌール,1,Action,511,プワゾーク,-1,None
22,*,63,シュリヌール,1,Action,100,Ж術？,-1,None
1,*,64,デモンヌール,0,Branch,45,???,3,Go to 3
2,*,64,デモンヌール,0,Branch,30,???,4,Go to 4
3,*,64,デモンヌール,0,Branch,28,???,23,Go to 23
4,*,64,デモンヌール,0,Branch,44,???,6,Go to 6
5,*,64,デモンヌール,0,Branch,30,???,7,Go to 7
6,*,64,デモンヌール,0,Branch,22,???,23,Go to 23
7,*,64,デモンヌール,0,Branch,17,???,9,Go to 9
8,*,64,デモンヌール,0,Branch,30,???,11,Go to 11
9,*,64,デモンヌール,0,Branch,35,???,11,Go to 11
10,*,64,デモンヌール,0,Branch,25,???,25,Go to 25
11,*,64,デモンヌール,0,Branch,0,???,14,Go to 14
12,*,64,デモンヌール,0,Branch,46,???,14,Go to 14
13,*,64,デモンヌール,0,Branch,25,???,24,Go to 24
14,*,64,デモンヌール,0,Branch,25,???,21,Go to 21
15,*,64,デモンヌール,0,Branch,24,???,22,Go to 22
16,*,64,デモンヌール,0,Branch,65,???,18,Go to 18
17,*,64,デモンヌール,0,Branch,30,???,26,Go to 26
18,*,64,デモンヌール,0,Branch,35,???,26,Go to 26
19,*,64,デモンヌール,0,Branch,24,???,25,Go to 25
20,*,64,デモンヌール,0,Branch,24,???,26,Go to 26
