Entry ID,EU Message ID,[ DE Entry Name Pos.],[ DE Entry Name Size],DE Entry Name,[ ES Entry Name Pos.],[ ES Entry Name Size],ES Entry Name,[ FR Entry Name Pos.],[ FR Entry Name Size],FR Entry Name,[ GB Entry Name Pos.],[ GB Entry Name Size],GB Entry Name,PC ID,[PC Name],Retail Price in %,Order by Prio.,EU Order by ABC,Effect ID,[Effect Name],Pad. 1,Purchase Price,Attack,Hit%,Feat. ID,[Feat. Name],Pad. 2,Feat. Value,[ DE Descr. Pos.],[ DE Descr. Size],DE Descr. Str.,[ ES Descr. Pos.],[ ES Descr. Size],ES Descr. Str.,[ FR Descr. Pos.],[ FR Descr. Size],FR Descr. Str.,[ GB Descr. Pos.],[ GB Descr. Size],GB Descr. Str.
44,0x8c372b60,0x199f7,10,Cupil Pan,0x19de6,13,Sartén Cupil,0x1a257,12,Poêle Cupil,0x199c7,10,Cupil Pan,2,Fina,0,45,15,-1,None,0,0,145,110,-1,None,0,0,0x103b2,96,Cupil morphs into a frying pan and uses all of\\nits strength to whack enemies over their heads.,0x103fd,91,Cupil se transforma en sartén y golpea a sus\\nenemigos en la cabeza con todas sus fuerzas.,0x105b2,90,Cupil se change en poêle à frire et frappe de\\ntoutes ses forces sur la tête des ennemis.,0x10382,96,Cupil morphs into a frying pan and uses all of\\nits strength to whack enemies over their heads.
45,0x8c372b6c,0x19a01,11,Cupil Club,0x19df3,11,Club Cupil,0x1a263,11,Club Cupil,0x199d1,11,Cupil Club,2,Fina,0,39,11,-1,None,0,0,99,110,-1,None,0,0,0x10412,89,Morphs into a club and bludgeons enemies into\\nsubmission. Even Cupil has a mean-streak.,0x10458,97,Se convierte en porra y golpea al enemigo hasta\\nque éste se rinde. Es el lado malvado de Cupil.,0x1060c,88,Se change en massue et force les ennemis à se\\nsoumettre. Même Cupil peut être méchant.,0x103e2,89,Morphs into a club and bludgeons enemies into\\nsubmission. Even Cupil has a mean-streak.
46,0x8c372b78,0x19a0c,13,Cupil Hammer,0x19dfe,15,Martillo Cupil,0x1a26e,14,Marteau Cupil,0x199dc,13,Cupil Hammer,2,Fina,0,42,13,-1,None,0,0,122,110,-1,None,0,0,0x1046b,82,Cupil morphs into the shape of a giant hammer\\nand hits enemies over their heads.,0x104b9,77,Adopta la forma de un martillo gigante y\\natiza a los enemigos en la cabeza.,0x10664,69,Cupil se change en marteau géant et frappe\\nsur la tête des ennemis.,0x1043b,82,Cupil morphs into the shape of a giant hammer\\nand hits enemies over their heads.
47,0x8c372b88,0x19a19,12,Final Cupil,0x19e0d,18,Cupil Definitivo ,0x1a27c,13,Ultime Cupil,0x199e9,12,Final Cupil,2,Fina,0,49,28,-1,None,0,0,500,100,-1,None,0,0,0x104bd,85,"Cupil's final and ultimate form, it looks very\\nimpressive, and packs quite a punch.",0x10506,96,La última y definitiva forma que Cupil adopta es\\nimpresionante. Tiene gran impacto y potencia.,0x106a9,68,"Forme finale et ultime de Cupil, très\\nimpressionante et puissante.",0x1048d,85,"Cupil's final and ultimate form, it looks very\\nimpressive, and packs quite a punch."
48,0x8c372b94,0x19a25,15,Artificial Arm,0x19e1f,17,Brazo Artificial,0x1a289,16,Bras Artificiel,0x199f5,15,Artificial Arm,3,Drachma,50,50,1,-1,None,0,390,43,80,-1,None,0,0,0x10512,89,"A mechanical arm that shows signs of rigorous\\nuse over many years, yet it looks sturdy.",0x10566,83,"Un brazo mecánico desgastado por muchos años de\\nuso, pero de aspecto resistente. ",0x106ed,79,Bras mécanique qui montre les signes d'un usage\\nintensif mais semble robuste.,0x104e2,89,"A mechanical arm that shows signs of rigorous\\nuse over many years, yet it looks sturdy."
49,0x8c372ba4,0x19a34,10,Hook Hand,0x19e30,15,Mano de garfio,0x1a299,8,Crochet,0x19a04,10,Hook Hand,3,Drachma,50,51,34,-1,None,0,580,51,80,-1,None,0,0,0x1056b,81,"An attachment for Drachma's arm, it is a\\nhook-shaped blade that is razor sharp.",0x105b9,97,Una extensión del brazo de Drachma. Una cuchilla\\nen forma de garfio y afilada como una navaja. ,0x1073c,98,"Un accessoire pour le bras de Drachma, une épée\\nen forme de crochet, tranchante comme un rasoir.",0x1053b,81,"An attachment for Drachma's arm, it is a\\nhook-shaped blade that is razor sharp."
50,0x8c372bb0,0x19a3e,10,Mace Hand,0x19e3f,13,Mano de maza,0x1a2a1,12,Main Massue,0x19a0e,10,Mace Hand,3,Drachma,50,54,42,-1,None,0,2000,125,0,-1,None,0,0,0x105bc,78,"A heavy, spiked steel ball with awesome\\ndestructive power, but low accuracy.",0x1061a,88,"Pesada bola de acero con púas con un increíble\\npoder destructivo, pero poca precisión.",0x1079e,93,"Boule lourde, en acier avec des pointes, au\\npouvoir destructeur immense mais guère précise.",0x1058c,78,"A heavy, spiked steel ball with awesome\\ndestructive power, but low accuracy."
51,0x8c372bbc,0x19a48,11,Mining Arm,0x19e4c,15,Brazo de Minas,0x1a2ad,15,Bras Extractif,0x19a18,11,Mining Arm,3,Drachma,50,57,44,-1,None,0,9980,172,80,-1,None,0,0,0x1060a,94,Equipment designed to mine Moon Stones. Created\\nby De Loco when he was assigned to Ixa'taka.,0x10672,87,"Instrumento para extraer Piedras Lunares,\\ncreado por De Loco al marcharse a Ixa'taka.",0x107fb,82,Équipement conçu pour extraire les Pierres de\\nLune. Crée par De Loco à Ixa'taka.,0x105da,94,Equipment designed to mine Moon Stones. Created\\nby De Loco when he was assigned to Ixa'taka.
52,0x8c372bc8,0x19a53,11,Dragon Arm,0x19e5b,17,Brazo del Dragón,0x1a2bc,12,Bras Dragon,0x19a23,11,Dragon Arm,3,Drachma,50,58,25,-1,None,0,11850,181,80,-1,None,0,0,0x10668,74,"An arm specially designed for Drachma by the\\nmaster swordsmith, Ryu-kan.",0x106c9,88,"Brazo especialmente diseñado para Drachma por Riu-\\nkan, el maestro creador de espadas.",0x1084d,75,"Un bras conçu spécialement pour Drachma par le\\nfaçonneur d'épée, Ryu-kan.",0x10638,74,"An arm specially designed for Drachma by the\\nmaster swordsmith, Ryu-kan."
53,0x8c372bd4,0x19a5e,10,Beak Hand,0x19e6c,13,Mano de pico,0x1a2c8,9,Main Bec,0x19a2e,10,Beak Hand,3,Drachma,50,52,3,5,Confusion 2,0,880,60,80,-1,None,0,0,0x106b2,97,An attachment for Drachma's arm that is shaped\\nlike a bird's beak. It can also Confuse enemies.,0x10721,92,"Extensión del brazo de Drachma, con forma de pico\\nde ave. Sirve para confundir al enemigo.",0x10898,98,"Accessoire pour le bras de Drachma, en forme de\\nbec d'oiseau qui peut aussi tromper les ennemis.",0x10682,97,An attachment for Drachma's arm that is shaped\\nlike a bird's beak. It can also Confuse enemies.
54,0x8c372be0,0x19a68,14,De Loco Drill,0x19e79,16,Taladro De Loco,0x1a2d1,16,Foreuse De Loco,0x19a38,14,De Loco Drill,3,Drachma,50,55,24,6,Unconscious 1,0,2600,95,80,-1,None,0,0,0x10713,97,"A drill taken from mining equipment designed by\\nDe Loco, its spinning blade can kill instantly.",0x1077d,89,Un taladro del equipo de minas creado por De Loco.\\nSu cuchilla-hélice mata al instante.,0x108fa,94,"Foreuse de l'équipement minier conçue par De\\nLoco, sa lame tournante peut tuer sur le champ.",0x106e3,97,"A drill taken from mining equipment designed by\\nDe Loco, its spinning blade can kill instantly."
55,0x8c372bf0,0x19a76,15,Excavation Arm,0x19e89,16,Brazo Excavador,0x1a2e1,16,Bras Excavateur,0x19a46,15,Excavation Arm,3,Drachma,50,53,27,-1,None,0,1340,73,80,-1,None,0,0,0x10774,92,"An instrument designed for archeological digs,\\nit can even be used for delicate movements.",0x107d6,88,"Instrumento diseñado para excavaciones\\narqueológicas, que hace excavaciones delicadas.",0x10958,98,"Instrument destiné aux fouilles archéologiques,\\npeut également servir à un travail de précision.",0x10744,92,"An instrument designed for archeological digs,\\nit can even be used for delicate movements."
56,0x8c372c00,0x19a85,9,Ruin Arm,0x19e99,16,Brazo de Ruinas,0x1a2f1,16,Bras des Ruines,0x19a55,9,Ruin Arm,3,Drachma,50,56,50,-1,None,0,3860,112,80,-1,None,0,0,0x107d0,90,"A strange arm, based on unknown technology,\\nleft behind in the ruins of an ancient city.",0x1082e,95,"Un extraño brazo, de tecnología desconocida,\\nolvidado entre las ruinas de una ciudad antigua.",0x109ba,92,Un bras bizarre de technologie inconnue est\\nabandonné dans les ruines d'une ancienne cité.,0x107a0,90,"A strange arm, based on unknown technology,\\nleft behind in the ruins of an ancient city."
57,0x8c372c0c,0x19a8e,11,Silver Arm,0x19ea9,15,Brazo de Plata,0x1a301,14,Bras d'argent,0x19a5e,11,Silver Arm,3,Drachma,50,59,53,-1,None,0,13710,190,80,37,Silver,0,-2,0x1082a,90,Part of an android soldier created by the Silver\\nCivilization. Boasts high attack power.,0x1088d,88,Parte de un soldado androide creado por la\\nCivilización de Plata. Tiene gran potencia.,0x10a16,85,Partie d'un androïde créé par la civilisation\\nd'Argent. Puissant pouvoir d'attaque.,0x107fa,90,Part of an android soldier created by the Silver\\nCivilization. Boasts high attack power.
58,0x8c372c18,0x19a99,7,Rapier,0x19eb8,8,Estoque,0x1a30f,8,Rapière,0x19a69,7,Rapier,4,Enrique,50,60,49,12,Silence 3,0,4200,122,95,-1,None,0,0,0x10884,87,"A thin but sharp blade, a symbol of the noble\\nwarrior. Can impose Silence on enemies.",0x108e5,93,"Espada fina y afilada, símbolo del guerrero noble.\\nPuede imponer Silencio sobre el enemigo.",0x10a6b,97,"Une épée mince mais tranchante, symbole du noble\\nguerrier. Peut imposer le Silence aux ennemis.",0x10854,87,"A thin but sharp blade, a symbol of the noble\\nwarrior. Can impose Silence on enemies."
59,0x8c372c20,0x19aa0,11,Stoneblade,0x19ec0,17,Espada de Piedra,0x1a317,12,Épée Pierre,0x19a70,11,Stoneblade,4,Enrique,50,64,57,13,Stone 2,0,9850,171,95,-1,None,0,0,0x108db,88,"A work of genius by the master swordsmith,\\nRyu-kan. It can also turn enemies to stone.",0x10942,97,Una obra genial del maestro creador de espadas\\nRyu-kan. También convierte al enemigo en piedra.,0x10acc,94,Un travail de génie par le façonneur d'épée\\nRyu-kan. Peut transformer les ennemis en pierre.,0x108ab,88,"A work of genius by the master swordsmith,\\nRyu-kan. It can also turn enemies to stone."
60,0x8c372c2c,0x19aab,15,Imperial Blade,0x19ed1,16,Espada Imperial,0x1a323,15,Épée Impériale,0x19a7b,15,Imperial Blade,4,Enrique,50,63,39,7,Silence 2,0,8660,163,95,-1,None,0,0,0x10933,80,The sword of the legitimate heir to the throne.\\nCan impose Silence on enemies.,0x109a3,84,La espada del heredero legítimo al trono.\\nPuede imponer Silencio sobre el enemigo.,0x10b2a,78,L'épée de l'héritier légitime du trône.\\nPeut imposer le Silence aux ennemis.,0x10903,80,The sword of the legitimate heir to the throne.\\nCan impose Silence on enemies.
61,0x8c372c3c,0x19aba,15,Serpent Strike,0x19ee1,16,Golpe Serpiente,0x1a332,16,Epée du Serpent,0x19a8a,15,Serpent Strike,4,Enrique,50,65,52,8,Stone 1,0,11150,179,95,-1,None,0,0,0x10983,90,A powerful sword worn by warriors of the Silver\\nCivilization. Can turn enemies to Stone.,0x109f7,92,Poderosa espada usada por los guerreros de la\\nCivilización de Plata. Petrifica al enemigo.,0x10b78,95,Épée puissante des guerriers de la Civilisation\\nd'Argent. Peut changer les ennemis en Pierre.,0x10953,90,A powerful sword worn by warriors of the Silver\\nCivilization. Can turn enemies to Stone.
62,0x8c372c4c,0x19ac9,11,Frostblade,0x19ef1,14,Espada Helada,0x1a342,14,Épée de Glace,0x19a99,11,Frostblade,4,Enrique,50,62,30,14,Confusion 4,0,7020,150,95,-1,None,0,0,0x109dd,87,"A blade so sharp and cold, it is almost numbing\\nto the touch. It can Confuse enemies.",0x10a53,94,Una espada tan afilada y fria que casi entumece\\nal tocarla. Provoca Confusion en el enemigo.,0x10bd7,91,Épée si aiguisée et si froide qu'elle engourdit\\nau toucher. Peut désorienter les ennemis.,0x109ad,87,"A blade so sharp and cold, it is almost numbing\\nto the touch. It can Confuse enemies."
63,0x8c372c58,0x19ad4,17,Blade of Slumber,0x19eff,17,Espada de Dormir,0x1a350,16,Épée du Sommeil,0x19aa4,17,Blade of Slumber,4,Enrique,50,61,4,15,Sleep 3,0,5690,138,95,-1,None,0,0,0x10a34,93,"A large sword used in Yafutoman ceremonies, its\\nmysterious powers can put enemies to Sleep.",0x10ab1,91,Una larga espada usada en ceremonias de Yafutoman.\\nSu misterioso poder duerme al enemigo.,0x10c32,84,"Une grosse épée utilisée lors des cérémonies\\nYafutoman, peut endormir les ennemis.",0x10a04,93,"A large sword used in Yafutoman ceremonies, its\\nmysterious powers can put enemies to Sleep."
64,0x8c372c6c,0x19ae5,13,Gilder's Own,0x19f10,15,Arma de Gilder,0x1a360,15,Petit revolver,0x19ab5,13,Gilder's Own,5,Gilder,50,66,32,-1,None,0,2910,104,100,-1,None,0,0,0x10a91,84,"A gun that has gotten Gilder through many a\\ntight spot. Small, but easy to handle.",0x10b0c,81,Este arma ha sacado a Gilder de muchos aprietos.\\nPequeña pero fácil de manejar.,0x10c86,88,Un revolver qui a aidé Gilder à s'en sortir plus\\nd'une fois. Petit et facile à manier.,0x10a61,84,"A gun that has gotten Gilder through many a\\ntight spot. Small, but easy to handle."
65,0x8c372c7c,0x19af2,12,Nasr Pistol,0x19f1f,13,Pistola Nasr,0x1a36f,14,Pistolet Nasr,0x19ac2,12,Nasr Pistol,5,Gilder,50,67,47,-1,None,0,3520,112,100,33,Red,0,-2,0x10ae5,95,"A replica of the weapon used by the Royal Guard,\\nwithout the unnecessary decorative elements.",0x10b5d,94,"Una réplica del arma usada por la Guardia Real,\\npero sin elementos decorativos innecesarios.",0x10cde,92,"Une réplique de l'arme utilisée par la Garde\\nRoyale, dénuée de ses décorations superflues.",0x10ab5,95,"A replica of the weapon used by the Royal Guard,\\nwithout the unnecessary decorative elements."
66,0x8c372c88,0x19afe,17,Warrior's Pistol,0x19f2c,17,Pistola Guerrera,0x1a37d,9,Pistolet,0x19ace,17,Warrior's Pistol,5,Gilder,50,72,69,-1,None,0,10920,176,100,-1,None,0,0,0x10b44,88,A small gun used by ancient warriors. Its\\nappearance hides its destructive power well.,0x10bbb,83,Arma pequeña usada por antiguos guerreros.\\nSu aspecto inocente oculta gran poder.,0x10d3a,98,Petit revolver utilisé par d'anciens guerriers.\\nSon apparence dissimule son pouvoir destructeur.,0x10b14,88,A small gun used by ancient warriors. Its\\nappearance hides its destructive power well.
67,0x8c372c9c,0x19b0f,14,Valuan Pistol,0x19f3d,15,Pistola Valuan,0x1a386,16,Pistolet Valuan,0x19adf,14,Valuan Pistol,5,Gilder,50,69,66,-1,None,0,8140,160,100,-1,None,0,0,0x10b9c,94,"A stolen Valuan pistol, modified by sailors to\\nincrease power, without sacrificing accuracy.",0x10c0e,94,"Una pistola robada de los Valuan, modificada\\npara aumentar su potencia sin restar precisión.",0x10d9c,97,"Pistolet Valuan dérobé, modifié par les marins\\npour le rendre plus puissant et toujours précis.",0x10b6c,94,"A stolen Valuan pistol, modified by sailors to\\nincrease power, without sacrificing accuracy."
68,0x8c372cac,0x19b1d,13,Marksman Gun,0x19f4c,17,Pistola Marksman,0x1a396,17,Arme de Marksman,0x19aed,13,Marksman Gun,5,Gilder,50,71,43,10,Unconscious 2,0,3000,100,200,-1,None,0,0,0x10bfa,84,A small pistol used by Valuan assassins. Can\\ncause instant death with a good shot.,0x10c6c,96,Pistola pequeña de los asesinos Valuan. Puede\\ncausar la muerte instantánea si se apunta bien. ,0x10dfd,83,Petit pistolet utilisé par les assassins Valuan.\\nPeut causer la mort instantanée.,0x10bca,84,A small pistol used by Valuan assassins. Can\\ncause instant death with a good shot.
69,0x8c372cbc,0x19b2a,14,Daccat Custom,0x19f5d,17,Costumbre Daccat,0x1a3a7,15,Arme de Daccat,0x19afa,14,Daccat Custom,5,Gilder,50,68,22,9,Sleep 2,0,4290,120,100,-1,None,0,0,0x10c4e,93,"A long pistol used by the legendary Air Pirate,\\nDaccat. Can sometimes put enemies to Sleep.",0x10ccc,93,El legendario Pirata Aéreo Daccat usa esta\\npistola larga que hace que el enemigo se duerma.,0x10e50,90,Long pistolet utilisé par le fameux Pirate de\\nDaccat. Peut parfois endormir les ennemis.,0x10c1e,93,"A long pistol used by the legendary Air Pirate,\\nDaccat. Can sometimes put enemies to Sleep."
70,0x8c372ccc,0x19b38,15,Gilder Special,0x19f6e,16,Especial Gilder,0x1a3b6,17,L'arme de Gilder,0x19b08,15,Gilder Special,5,Gilder,50,70,31,-1,None,0,9460,168,100,-1,None,0,0,0x10cab,85,A gun made specifically to fit Gilder's touch.\\nIt has unequaled accuracy and power.,0x10d29,97,Arma hecha especialmente para adaptarse al tacto\\nde Gilder. Su potencia y precisión son únicas.,0x10eaa,92,Un revolver fabriqué spécialement pour Gilder.\\nIl a une précision et une puissance unique.,0x10c7b,85,A gun made specifically to fit Gilder's touch.\\nIt has unequaled accuracy and power.
71,0x8c372cdc,0x19b47,13,Tuna Cutlass,0x19f7e,16,Sable para Atún,0x1a3c7,11,Sabre Thon,0x19b17,13,Tuna Cutlass,0,Vyse,100,16,65,-1,None,0,22222,150,0,-1,None,0,0,0x10d00,83,"A special item for people on the Net.\\nBoasts high attack power, but low accuracy.",0x10d8a,85,"Un arma especial para pescadores con red.\\nTiene gran potencia, pero poca precisión.",0x10f06,77,Un objet destiné aux pêcheurs.\\nGrande puissance d'attaque mais peu précise.,0x10cd0,83,"A special item for people on the Net.\\nBoasts high attack power, but low accuracy."
72,0x8c372cec,0x19b54,12,Swirlmerang,0x19f8e,15,Crea-remolinos,0x1a3d2,11,Tourbirang,0x19b24,12,Swirlmerang,1,Aika,100,33,61,11,Confusion 3,0,11111,100,200,-1,None,0,0,0x10d53,81,A special item for people on the Net.\\nWill always Confuse enemies without fail.,0x10ddf,86,Un arma especial para gente con red.\\nEs perfecta para crear confusión en el enemigo.,0x10f53,77,Un objet destiné aux pêcheurs.\\nRéussira toujours à désorienter les ennemis.,0x10d23,81,A special item for people on the Net.\\nWill always Confuse enemies without fail.
73,0x8c372cf8,0x19b60,10,DUMMYBUKI,0x19f9d,10,DUMMYBUKI,0x1a3dd,10,DUMMYBUKI,0x19b30,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,0x10da4,14,DUMMY\\n------,0x10e35,14,DUMMY\\n------,0x10fa0,14,DUMMY\\n------,0x10d74,14,DUMMY\\n------
74,0x8c372cf8,0x19b6a,10,DUMMYBUKI,0x19fa7,10,DUMMYBUKI,0x1a3e7,10,DUMMYBUKI,0x19b3a,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,0x10db2,14,DUMMY\\n------,0x10e43,14,DUMMY\\n------,0x10fae,14,DUMMY\\n------,0x10d82,14,DUMMY\\n------
75,0x8c372cf8,0x19b74,10,DUMMYBUKI,0x19fb1,10,DUMMYBUKI,0x1a3f1,10,DUMMYBUKI,0x19b44,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,0x10dc0,14,DUMMY\\n------,0x10e51,14,DUMMY\\n------,0x10fbc,14,DUMMY\\n------,0x10d90,14,DUMMY\\n------
76,0x8c372cf8,0x19b7e,10,DUMMYBUKI,0x19fbb,10,DUMMYBUKI,0x1a3fb,10,DUMMYBUKI,0x19b4e,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,0x10dce,14,DUMMY\\n------,0x10e5f,14,DUMMY\\n------,0x10fca,14,DUMMY\\n------,0x10d9e,14,DUMMY\\n------
77,0x8c372cf8,0x19b88,10,DUMMYBUKI,0x19fc5,10,DUMMYBUKI,0x1a405,10,DUMMYBUKI,0x19b58,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,0x10ddc,14,DUMMY\\n------,0x10e6d,14,DUMMY\\n------,0x10fd8,14,DUMMY\\n------,0x10dac,14,DUMMY\\n------
78,0x8c372cf8,0x19b92,10,DUMMYBUKI,0x19fcf,10,DUMMYBUKI,0x1a40f,10,DUMMYBUKI,0x19b62,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,0x10dea,14,DUMMY\\n------,0x10e7b,14,DUMMY\\n------,0x10fe6,14,DUMMY\\n------,0x10dba,14,DUMMY\\n------
79,0x8c372cf8,0x19b9c,10,DUMMYBUKI,0x19fd9,10,DUMMYBUKI,0x1a419,10,DUMMYBUKI,0x19b6c,10,DUMMYBUKI,0,Vyse,0,-1,-1,-1,None,0,0,0,0,-1,None,0,0,0x10df8,14,DUMMY\\n------,0x10e89,14,DUMMY\\n------,0x10ff4,14,DUMMY\\n------,0x10dc8,14,DUMMY\\n------
