Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,Element ID,[Element Name],Pad. 1,Order by Prio.,Occ. Flags,[M],[B],[S],Effect ID,[Effect Name],Scope ID,[Scope Name],Category ID,[Category Name],Effect Prio.,Effect SP,Pad. 2,Pad. 3,Effect Value,Type ID,[Type Name],State ID,[State Name],State Miss%,Pad. 4,Pad. 5,Pad. 6,Ship Occ. ID,[Ship Occ. Name],Pad. 7,Ship Effect ID,[Ship Effect Name],Ship Effect SP,Ship Effect Turns,Ship Effect Amount,Unk.,Pad. 8,Pad. 9,Pad. 10,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.,[DE Ship Descr. Pos.],[DE Ship Descr. Size],DE Ship Descr. Str.,[ES Ship Descr. Pos.],[ES Ship Descr. Size],ES Ship Descr. Str.,[FR Ship Descr. Pos.],[FR Ship Descr. Size],FR Ship Descr. Str.,[GB Ship Descr. Pos.],[GB Ship Descr. Size],GB Ship Descr. Str.
24,0x8c346600,0x19cd1,6,Pyres,0x198fb,6,Pyres,0x19c85,6,Pyres,0x19599,6,Pyres,1,Red,0,1,0x3,"",X,X,0,Damage,4,All ECs,6,Magic,0,4,0,0,85,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage,4,-1,90,1,0,0,0,0xea42,96,Löst eine gewaltige Explosion aus und schädigt\\nalle Feinde auf dem Bildschirm.            SP 4,0xe842,85,Produce una gran explosión y hiere\\na todos los enemigos en pantalla.           SEP4,0xe8ff,95,Provoque une énorme explosion et blesse tous\\nles ennemis à l'écran.                      ES 4,0xe643,91,Summons a great explosion and damages all\\nenemies on screen.                         SP 4,0x18bff,98,Feuert eine mit Red Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.            4 SP,0x187cf,92,Dispara una bala de cañón con Magia Roja.\\nLanzar hechizos requiere un equipo especial. 4SP,0x18ab7,98,Lance un boulet de canon chargé de Magie Rouge.\\nÉquipement spécial requis.                  4 ES,0x184ef,93,Fires a cannonball charged with Red Magic.\\nSpecial equipment is needed to cast.        4 SP
25,0x8c346608,0x19cd7,6,Pyrum,0x19901,6,Pyrum,0x19c8b,6,Pyrum,0x1959f,6,Pyrum,1,Red,0,2,0x3,"",X,X,0,Damage,4,All ECs,6,Magic,0,6,0,0,120,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage,6,-1,120,1,0,0,0,0xeaa2,97,Lässt Feuerbälle vom Himmel kommen und schädigt\\nalle Feinde auf dem Bildschirm.            SP 6,0xe897,89,Hace surgir bolas de fuego del cielo y\\nhiere a todos los enemigos en pantalla.     SEP6,0xe95e,97,Invoque des boules de feu tombant des cieux et\\nblesse tous les ennemis à l'écran.          ES 6,0xe69e,92,Summons fireballs from the sky and damages\\nall enemies on the screen.                 SP 6,0x18c61,98,Feuert eine mit Red Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.            6 SP,0x1882b,92,Dispara una bala de cañón con Magia Roja.\\nLanzar hechizos requiere un equipo especial. 6SP,0x18b19,98,Lance un boulet de canon chargé de Magie Rouge.\\nÉquipement spécial requis.                  6 ES,0x1854c,93,Fires a cannonball charged with Red Magic.\\nSpecial equipment is needed to cast.        6 SP
26,0x8c346610,0x19cdd,9,Crystali,0x19907,9,Crystali,0x19c91,9,Crystali,0x195a5,9,Crystali,2,Purple,0,10,0x3,"",X,X,0,Damage,3,Single EC,6,Magic,0,1,0,0,70,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage,1,-1,30,2,0,0,0,0xeb03,97,Überzieht einen Feind mit einer Eisschicht.Sehr\\nwirkungsvoll und verbraucht wenig Spirit.  SP 1,0xe8f0,99,Cubre de hielo a un solo enemigo. Tiene bastante\\npotencia y usa muy poco Espíritu.           SEP1,0xe9bf,97,Emprisonne un seul ennemi dans la glace. C'est\\nassez puissant et nécessite peu d'Esprit.   ES 1,0xe6fa,92,Encases a single enemy in ice. It is quite\\npowerful and uses very little Spirit.      SP 1,0x18cc3,88,Feuert eine mit Purple Magic geladene\\nKanonenkugel ab. Erfordert Spezialausrüstung.1SP,0x18887,95,Dispara una bala de cañón con Magia Púrpura.\\nLanzar hechizos requiere un equipo especial. 1SP,0x18b7b,98,Lance un boulet de canon chargé de Magie Mauve.\\nÉquipement spécial requis.                  1 ES,0x185a9,96,Fires a cannonball charged with Purple Magic.\\nSpecial equipment is needed to cast.        1 SP
27,0x8c34661c,0x19ce6,10,Crystales,0x19910,10,Crystales,0x19c9a,10,Crystales,0x195ae,10,Crystales,2,Purple,0,11,0x3,"",X,X,0,Damage,3,Single EC,6,Magic,0,2,0,0,120,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage,2,-1,50,2,0,0,0,0xeb64,95,Erzeugt einen Eiszapfen am Fuß eines Feindes.\\nRichtet erheblichen Schaden an.            SP 2,0xe953,94,"Crea un punzón de hielo a los pies de un enemigo\\ny lo atraviesa, produciendo gran daño. SEP2",0xea20,97,"Invoque un rocher de glace sur un seul ennemi,\\ncausant beaucoup de dégâts.                 ES 2",0xe756,97,"Summons an icicle at the foot of a single enemy\\nand impales it, causing great damage.      SP 2",0x18d1b,88,Feuert eine mit Purple Magic geladene\\nKanonenkugel ab. Erfordert Spezialausrüstung.2SP,0x188e6,95,Dispara una bala de cañón con Magia Púrpura.\\nLanzar hechizos requiere un equipo especial. 2SP,0x18bdd,98,Lance un boulet de canon chargé de Magie Mauve.\\nÉquipement spécial requis.                  2 ES,0x18609,96,Fires a cannonball charged with Purple Magic.\\nSpecial equipment is needed to cast.        2 SP
28,0x8c346628,0x19cf0,10,Crystalum,0x1991a,10,Crystalum,0x19ca4,10,Crystalum,0x195b8,10,Crystalum,2,Purple,0,12,0x3,"",X,X,0,Damage,3,Single EC,6,Magic,0,3,0,0,170,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage,3,-1,70,2,0,0,0,0xebc3,95,Lässt einen Feind zu einer Eissäule erstarren\\nund richtet so erheblichen Schaden an.     SP 3,0xe9b1,89,Atrapa a un enemigo en una columna de\\nhielo y le produce grandes daños.           SEP3 ,0xea81,96,"Emprisonne un seul ennemi dans une colonne de\\nglace, causant beaucoup de dégâts.          ES 3",0xe7b7,89,Traps a single enemy in a column of ice\\nan extensive amount of damage.             SP 3,0x18d73,88,Feuert eine mit Purple Magic geladene\\nKanonenkugel ab. Erfordert Spezialausrüstung.3SP,0x18945,95,Dispara una bala de cañón con Magia Púrpura.\\nLanzar hechizos requiere un equipo especial. 3SP,0x18c3f,98,Lance un boulet de canon chargé de Magie Mauve.\\nÉquipement spécial requis.                  3 ES,0x18669,96,Fires a cannonball charged with Purple Magic.\\nSpecial equipment is needed to cast.        3 SP
29,0x8c346634,0x19cfa,10,Crystalen,0x19924,10,Crystalen,0x19cae,10,Crystalen,0x195c2,10,Crystalen,2,Purple,0,13,0x3,"",X,X,0,Damage,3,Single EC,6,Magic,0,4,0,0,220,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage,4,-1,90,2,0,0,0,0xec22,91,Riesige Eissäulen durchbohren einen Feind\\nund richten erheblichen Schaden an.        SP 4,0xea0a,92,"Enormes columnas de hielo caen del cielo,\\natraviesan a un enemigo y le producen daños.SEP4",0xeae1,91,Grands pilliers de grêle tombant du ciel\\npour causer beaucoup de dégâts.             ES 4,0xe810,97,Huge pillars of ice rain from the sky to impale\\none enemy for enormous damage.             SP 4,0x18dcb,88,Feuert eine mit Purple Magic geladene\\nKanonenkugel ab. Erfordert Spezialausrüstung.4SP,0x189a4,95,Dispara una bala de cañón con Magia Púrpura.\\nLanzar hechizos requiere un equipo especial. 4SP,0x18ca1,98,Lance un boulet de canon chargé de Magie Mauve.\\nÉquipement spécial requis.                  4 ES,0x186c9,96,Fires a cannonball charged with Purple Magic.\\nSpecial equipment is needed to cast.        4 SP
30,0x8c346640,0x19d04,8,Pyrulen,0x1992e,8,Pyrulen,0x19cb8,8,Pyrulen,0x195cc,8,Pyrulen,1,Red,0,3,0x3,"",X,X,0,Damage,4,All ECs,6,Magic,0,10,0,0,155,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage,10,-1,150,1,0,0,0,0xec7d,96,Entzündet die Luft und setzt alle Feinde auf \\ndem Bildschirm einem Feuersturm aus.       SP 10,0xea66,92,Arde el aire y rodea a todos los enemigos\\nen una cortina de fuego.                   SEP10,0xeb3c,95,Enflamme l'air et engouffre tous les ennemis\\nà l'écran dans une tempête de feu.         ES 10,0xe871,97,Sets the air aflame and engulfs all enemies on\\nscreen in a firestorm.                     SP 10,0x18e23,98,Feuert eine mit Red Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.           10 SP,0x18a03,92,Dispara una bala de cañón con Magia Roja.\\nLanzar hechizos requiere un equipo especial.10SP,0x18d03,98,Lance un boulet de canon chargé de Magie Rouge.\\nÉquipement spécial requis.                 10 ES,0x18729,93,Fires a cannonball charged with Red Magic.\\nSpecial equipment is needed to cast.       10 SP
31,0x8c346648,0x19d0c,7,Wevlum,0x19936,7,Wevlum,0x19cc0,7,Wevlum,0x195d4,7,Wevlum,3,Blue,0,62,0x3,"",X,X,0,Damage,33,EC Square S5,6,Magic,0,6,0,0,150,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage,6,-1,120,4,0,0,0,0xecdd,96,"Erzeugt heftige Winde und stechenden Regen, um\\nFeinde in einem großen Gebiet zu schädigen.SP 6",0xeac2,95,Crea una zona de fuertes vientos y punzantes\\nlluvias que causan danos al enemigo.        SEP6,0xeb9b,97,Invoque la force des vents et de la pluie pour\\nblesser les ennemis sur une large surface.  ES 6,0xe8d2,94,Summons a field of fierce winds and stinging\\nrain to damage enemies in a large area.    SP 6,0x18e85,99,Feuert eine mit Blue Magic geladene Kanonenkugel\\nab. Erfordert Spezialausrüstung.            6 SP,0x18a5f,92,Dispara una bala de cañón con Magia Azul.\\nLanzar hechizos requiere un equipo especial. 6SP,0x18d65,98,Lance un boulet de canon chargé de Magie Bleue.\\nÉquipement spécial requis.                  6 ES,0x18786,94,Fires a cannonball charged with Blue Magic.\\nSpecial equipment is needed to cast.        6 SP
32,0x8c346650,0x19d13,8,Electri,0x1993d,8,Electri,0x19cc7,8,Electri,0x195db,8,Electri,4,Yellow,0,30,0x3,"",X,X,0,Damage,36,EC Ray S1,6,Magic,0,2,0,0,60,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage,2,-1,60,3,0,0,0,0xed3d,94,"Schädigt einen Feind und alle Feinde, die im\\nWeg stehen, mit einem Stromstoß.           SP 2",0xeb21,96,Dispara una descarga de electricidad sobre un\\nobjetivo y hiere a quienes haya en medio.   SEP2,0xebfc,96,"Envoie une décharge électrique sur une cible,\\nblessant au passage tous les ennemis.       ES 2",0xe930,96,"Shoots a bolt of electricity at a target, also\\ndamaging any enemies in the way.           SP 2",0x18ee8,97,Feuert eine mit Yellow Magic geladene Kanonen-\\nkugel ab. Erfordert Spezialausrüstung.      2 SP,0x18abb,96,Dispara una bala de cañón con Magia Amarilla.\\nLanzar hechizos requiere un equipo especial. 2SP,0x18dc7,98,Lance un boulet de canon chargé de Magie Jaune.\\nÉquipement spécial requis.                  2 ES,0x187e4,96,Fires a cannonball charged with Yellow Magic.\\nSpecial equipment is needed to cast.        2 SP
33,0x8c346658,0x19d1b,9,Electres,0x19945,9,Electres,0x19ccf,9,Electres,0x195e3,9,Electres,4,Yellow,0,31,0x3,"",X,X,0,Damage,37,EC Ray S3,6,Magic,0,4,0,0,105,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage,4,-1,90,3,0,0,0,0xed9b,91,"Schädigt alle Feinde, die auf einer Linie\\nstehen, mit einem Blitzschlag.             SP 4",0xeb81,90,Envía un relámpago a través de una fila\\nde enemigos produciendo un gran daño.       SEP4,0xec5c,96,"Envoie un éclair sur une brochette d'ennemis,\\ncausant d'importants dégâts.                ES 4",0xe990,98,Sends a lightning bolt through a line of enemies\\ncausing major damage.                      SP 4,0x18f49,97,Feuert eine mit Yellow Magic geladene Kanonen-\\nkugel ab. Erfordert Spezialausrüstung.      4 SP,0x18b1b,96,Dispara una bala de cañón con Magia Amarilla.\\nLanzar hechizos requiere un equipo especial. 4SP,0x18e29,98,Lance un boulet de canon chargé de Magie Jaune.\\nÉquipement spécial requis.                  4 ES,0x18844,96,Fires a cannonball charged with Yellow Magic.\\nSpecial equipment is needed to cast.        4 SP
34,0x8c346664,0x19d24,9,Electrum,0x1994e,10,Elect+rum,0x19cd8,9,Electrum,0x195ec,9,Electrum,4,Yellow,0,32,0x3,"",X,X,0,Damage,37,EC Ray S3,6,Magic,0,6,0,0,150,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage,6,-1,120,3,0,0,0,0xedf6,91,"Schädigt alle Feinde, die auf einer Linie\\nstehen, mit einem starken Stromschlag.     SP 6",0xebdb,90,Dispara una enorme descarga eléctrica y\\nhiere a todos los enemigos en línea recta.  SEP6,0xecbc,93,Une énorme décharge électrique est envoyée\\nsur la brochette d'ennemis.                 ES 6,0xe9f2,95,A massive bolt of electricity is shot out and\\nhits all enemies in a straight line.       SP 6,0x18faa,97,Feuert eine mit Yellow Magic geladene Kanonen-\\nkugel ab. Erfordert Spezialausrüstung.      6 SP,0x18b7b,96,Dispara una bala de cañón con Magia Amarilla.\\nLanzar hechizos requiere un equipo especial. 6SP,0x18e8b,98,Lance un boulet de canon chargé de Magie Jaune.\\nÉquipement spécial requis.                  6 ES,0x188a4,96,Fires a cannonball charged with Yellow Magic.\\nSpecial equipment is needed to cast.        6 SP
35,0x8c346670,0x19d2d,11,Electrulen,0x19958,11,Electrulen,0x19ce1,11,Electrulen,0x195f5,11,Electrulen,4,Yellow,0,33,0x3,"",X,X,0,Damage,38,EC Ray S5,6,Magic,0,8,0,0,195,1,Magical,0,Poison,0,0,0,0,0,Magic Cannon,0,107,Damage,8,-1,150,3,0,0,0,0xee51,96,Ultimativer Angriffszauber. Fügt allen Feinden\\nauf einer Linie erheblichen Schaden zu.    SP 8,0xec35,99,El más poderoso hechizo de ataque. Produce mucho\\ndaño a todos los enemigos en línea recta.   SEP8,0xed19,91,L'ultime sortilège d'attaque. Il causera\\nd'énormes dégâts sur les ennemis alignés.   ES 8,0xea51,96,The ultimate attack spell. It will cause major\\ndamage on all enemies in a straight line.  SP 8,0x1900b,97,Feuert eine mit Yellow Magic geladene Kanonen-\\nkugel ab. Erfordert Spezialausrüstung.      8 SP,0x18bdb,96,Dispara una bala de cañón con Magia Amarilla.\\nLanzar hechizos requiere un equipo especial. 8SP,0x18eed,98,Lance un boulet de canon chargé de Magie Jaune.\\nÉquipement spécial requis.                  8 ES,0x18904,96,Fires a cannonball charged with Yellow Magic.\\nSpecial equipment is needed to cast.        8 SP
