Entry ID,EU Message ID,[DE Entry Name Pos],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos],[GB Entry Name Size],GB Entry Name,PC ID,[PC Name],Sell%,Ord by 123,EU Ord by ABC,Effect ID,[Effect Name],Pad 1,Buy,Attack,Hit%,Trait ID,[Trait Name],Pad 2,Trait Value,[DE Descr Pos],[DE Descr Size],DE Descr Str,[ES Descr Pos],[ES Descr Size],ES Descr Str,[FR Descr Pos],[FR Descr Size],FR Descr Str,[GB Descr Pos],[GB Descr Size],GB Descr Str
42,0x8c346a2c,0x1a0a6,14,Cupil-Stachel,0x19cee,15,Cupil con púas,0x1a07d,13,Pointe Cupil,0x19958,12,Cupil Spike,2,Fina,0,44,17,255,Poison 100%,0,0,141,105,20,Dodge%,0,10,0x106cd,94,Cupil verwandelt sich in ein Nagelbrett und\\nfällt auf den Kopf eines Feindes. Trifft selten!,0x10482,94,Cupil se convierte en una tabla llena de púas y\\ncae sobre sus enemigos. También falla mucho.,0x10521,97,Cupil se change en planche couverte de pointes\\n& tombe sur la tête d'un ennemi. Échoue souvent.,0x1029e,94,"Cupil morphs into a spike-laden board and drops\\non an enemy's head. It misses a lot, though."
43,0x8c346a38,0x1a0b4,14,Cupil-Gewicht,0x19cfd,13,Cupil Pesado,0x1a08a,15,Poids de Cupil,0x19964,13,Cupil Weight,2,Fina,0,48,20,255,Poison 100%,0,0,172,105,20,Dodge%,0,15,0x1072b,97,Cupil erhöht durch Magie sein Körpergewicht um\\nein Vielfaches und fällt dem Feind auf den Kopf.,0x104e0,93,"Haciendo magia, Cupil multiplica su propio peso\\ny se deja caer sobre la cabeza del enemigo.",0x10582,89,"Cupil fait un tour de magie pour augmenter son\\npoids, et tombe sur la tête d'un ennemi.",0x102fc,97,"Cupil uses magic to increase its own weight many\\ntimes over, and then drops on an enemy's head."
44,0x8c346a48,0x1a0c2,13,Cupil-Pfanne,0x19d0a,13,Sartén Cupil,0x1a099,12,Poêle Cupil,0x19971,10,Cupil Pan,2,Fina,0,45,15,255,Poison 100%,0,0,145,110,-1,None,0,0,0x1078c,102,"Cupil verwandelt sich in eine Pfanne und gebraucht\\nall seine Kraft, Feinde auf den Kopf zu schlagen.",0x1053d,91,Cupil se transforma en sartén y golpea a sus\\nenemigos en la cabeza con todas sus fuerzas.,0x105db,90,Cupil se change en poêle à frire et frappe de\\ntoutes ses forces sur la tête des ennemis.,0x1035d,96,Cupil morphs into a frying pan and uses all of\\nits strength to whack enemies over their heads.
45,0x8c346a54,0x1a0cf,12,Cupil-Keule,0x19d17,11,Club Cupil,0x1a0a5,11,Club Cupil,0x1997b,11,Cupil Club,2,Fina,0,39,11,255,Poison 100%,0,0,99,110,-1,None,0,0,0x107f2,99,"Verwandelt sich in eine Keule und prügelt Feinde,\\nbis sie aufgeben. Sogar Cupil kann gemein sein.",0x10598,97,Se convierte en porra y golpea al enemigo hasta\\nque éste se rinde. Es el lado malvado de Cupil.,0x10635,88,Se change en massue et force les ennemis à se\\nsoumettre. Même Cupil peut être méchant.,0x103bd,89,Morphs into a club and bludgeons enemies into\\nsubmission. Even Cupil has a mean-streak.
46,0x8c346a60,0x1a0db,13,Cupil-Hammer,0x19d22,15,Martillo Cupil,0x1a0b0,14,Marteau Cupil,0x19986,13,Cupil Hammer,2,Fina,0,42,13,255,Poison 100%,0,0,122,110,-1,None,0,0,0x10855,80,Cupil nimmt die Form eines großen Hammers\\nan und schlägt Feinden auf den Kopf.,0x105f9,77,Adopta la forma de un martillo gigante y\\natiza a los enemigos en la cabeza.,0x1068d,69,Cupil se change en marteau géant et frappe\\nsur la tête des ennemis.,0x10416,82,Cupil morphs into the shape of a giant hammer\\nand hits enemies over their heads.
47,0x8c346a70,0x1a0e8,10,End-Cupil,0x19d31,18,Cupil Definitivo ,0x1a0be,13,Ultime Cupil,0x19993,12,Final Cupil,2,Fina,0,49,28,255,Poison 100%,0,0,500,100,-1,None,0,0,0x108a5,101,"Cupils letzte und endgültige Form, sie sieht sehr\\neindrucksvoll aus und ist ziemlich schlagkräftig.",0x10646,96,La última y definitiva forma que Cupil adopta es\\nimpresionante. Tiene gran impacto y potencia.,0x106d2,68,"Forme finale et ultime de Cupil, très\\nimpressionante et puissante.",0x10468,85,"Cupil's final and ultimate form, it looks very\\nimpressive, and packs quite a punch."
48,0x8c346a7c,0x1a0f2,9,Kunstarm,0x19d43,17,Brazo Artificial,0x1a0cb,16,Bras Artificiel,0x1999f,15,Artificial Arm,3,Drachma,50,50,1,255,Poison 100%,0,390,43,80,-1,None,0,0,0x1090a,103,"Mechanischer Arm, der Anzeichen von starker Benutzung\\nüber die Jahre zeigt, aber er sieht robust aus.",0x106a6,83,"Un brazo mecánico desgastado por muchos años de\\nuso, pero de aspecto resistente. ",0x10716,79,Bras mécanique qui montre les signes d'un usage\\nintensif mais semble robuste.,0x104bd,89,"A mechanical arm that shows signs of rigorous\\nuse over many years, yet it looks sturdy."
49,0x8c346a8c,0x1a0fb,10,Hakenhand,0x19d54,15,Mano de garfio,0x1a0db,8,Crochet,0x199ae,10,Hook Hand,3,Drachma,50,51,34,255,Poison 100%,0,580,51,80,-1,None,0,0,0x10971,82,"Aufsatz für Drachmas Arm, eine hakenförmige\\nKlinge, scharf wie ein Rasiermesser.",0x106f9,92,Una extensión del brazo de Drachma. Un sable\\nen forma de garfio y afilado como una navaja.,0x10765,98,"Un accessoire pour le bras de Drachma, une épée\\nen forme de crochet, tranchante comme un rasoir.",0x10516,81,"An attachment for Drachma's arm, it is a\\nhook-shaped blade that is razor sharp."
50,0x8c346a98,0x1a105,12,Morgenstern,0x19d63,13,Mano de maza,0x1a0e3,12,Main Massue,0x199b8,10,Mace Hand,3,Drachma,50,54,42,255,Poison 100%,0,2000,125,0,-1,None,0,0,0x109c3,95,"Schwere, stachelige Stahlkugel mit schrecklicher\\nZerstörungskraft, aber geringer Genauigkeit.",0x10755,88,"Pesada bola de acero con púas con un increíble\\npoder destructivo, pero poca precisión.",0x107c7,93,"Boule lourde, en acier avec des pointes, au\\npouvoir destructeur immense mais guère précise.",0x10567,78,"A heavy, spiked steel ball with awesome\\ndestructive power, but low accuracy."
51,0x8c346aa4,0x1a111,10,Schürfarm,0x19d70,15,Brazo de Minas,0x1a0ef,15,Bras Extractif,0x199c2,11,Mining Arm,3,Drachma,50,57,44,255,Poison 100%,0,9980,172,80,-1,None,0,0,0x10a22,80,Vorrichtung zur Gewinnung von Mondsteinen. Von\\nDe Loco in Ixa'taka entwickelt.,0x107ad,87,"Instrumento para extraer Piedras Lunares,\\ncreado por De Loco al marcharse a Ixa'taka.",0x10824,82,Équipement conçu pour extraire les Pierres de\\nLune. Crée par De Loco à Ixa'taka.,0x105b5,94,Equipment designed to mine Moon Stones. Created\\nby De Loco when he was assigned to Ixa'taka.
52,0x8c346ab0,0x1a11b,11,Drachenarm,0x19d7f,17,Brazo del Dragón,0x1a0fe,12,Bras Dragon,0x199cd,11,Dragon Arm,3,Drachma,50,58,25,255,Poison 100%,0,11850,181,80,-1,None,0,0,0x10a72,81,"Ein speziell für Drachma kreierter Arm, vom \\nMeister-Schmied Ryu-kan entworfen.",0x10804,87,"Brazo especialmente diseñado para Drachma por\\nRiu-kan, el maestro creador de espadas.",0x10876,75,"Un bras conçu spécialement pour Drachma par le\\nfaçonneur d'épée, Ryu-kan.",0x10613,74,"An arm specially designed for Drachma by the\\nmaster swordsmith, Ryu-kan."
53,0x8c346abc,0x1a126,13,Schnabelhand,0x19d90,13,Mano de pico,0x1a10a,9,Main Bec,0x199d8,10,Beak Hand,3,Drachma,50,52,3,5,Confusion 20%,0,880,60,80,-1,None,0,0,0x10ac3,86,Aufsatz für Drachmas Arm in Form eines Vogel-\\nschnabels. Kann auch Feinde verwirren.,0x1085b,92,"Extensión del brazo de Drachma, con forma de\\npico de ave. Sirve para confundir al enemigo.",0x108c1,98,"Accessoire pour le bras de Drachma, en forme de\\nbec d'oiseau qui peut aussi tromper les ennemis.",0x1065d,97,An attachment for Drachma's arm that is shaped\\nlike a bird's beak. It can also Confuse enemies.
54,0x8c346ac8,0x1a133,15,De Loco-Bohrer,0x19d9d,16,Taladro De Loco,0x1a113,16,Foreuse De Loco,0x199e2,14,De Loco Drill,3,Drachma,50,55,24,6,Unconscious 10%,0,2600,95,80,-1,None,0,0,0x10b19,89,Von De Loco zum Schürfen entworfener Bohrer;\\nseine rotierende Klinge kann sofort töten.,0x108b7,89,Un taladro del equipo de minas creado por De\\nLoco. Su cuchilla-hélice mata al instante.,0x10923,94,"Foreuse de l'équipement minier conçue par De\\nLoco, sa lame tournante peut tuer sur le champ.",0x106be,97,"A drill taken from mining equipment designed by\\nDe Loco, its spinning blade can kill instantly."
55,0x8c346ad8,0x1a142,15,Ausgrabungsarm,0x19dad,16,Brazo Excavador,0x1a123,16,Bras Excavateur,0x199f0,15,Excavation Arm,3,Drachma,50,53,27,255,Poison 100%,0,1340,73,80,-1,None,0,0,0x10b72,95,"Instrument für archäologische Ausgrabungen, kann\\nsogar für feinere Bewegungen benutzt werden.",0x10910,88,"Instrumento diseñado para excavaciones\\narqueológicas, que hace excavaciones delicadas.",0x10981,98,"Instrument destiné aux fouilles archéologiques,\\npeut également servir à un travail de précision.",0x1071f,92,"An instrument designed for archeological digs,\\nit can even be used for delicate movements."
56,0x8c346ae8,0x1a151,10,Ruinenarm,0x19dbd,16,Brazo de Ruinas,0x1a133,16,Bras des Ruines,0x199ff,9,Ruin Arm,3,Drachma,50,56,50,255,Poison 100%,0,3860,112,80,-1,None,0,0,0x10bd1,103,"Seltsamer Arm, auf unbekannter Technologie basierend,\\nin den Ruinen einer alten Stadt zurückgelassen.",0x10968,95,"Un extraño brazo, de tecnología desconocida,\\nolvidado entre las ruinas de una ciudad antigua.",0x109e3,92,Un bras bizarre de technologie inconnue est\\nabandonné dans les ruines d'une ancienne cité.,0x1077b,90,"A strange arm, based on unknown technology,\\nleft behind in the ruins of an ancient city."
57,0x8c346af4,0x1a15b,10,Silberarm,0x19dcd,15,Brazo de Plata,0x1a143,14,Bras d'argent,0x19a08,11,Silver Arm,3,Drachma,50,59,53,255,Poison 100%,0,13710,190,80,37,Silver,0,-2,0x10c38,100,"Teil eines androiden Soldaten, der von der Silber-\\nzivilisation kreiert wurde. Hohe Angriffskraft.",0x109c7,88,Parte de un soldado androide creado por la\\nCivilización de Plata. Tiene gran potencia.,0x10a3f,85,Partie d'un androïde créé par la civilisation\\nd'Argent. Puissant pouvoir d'attaque.,0x107d5,90,Part of an android soldier created by the Silver\\nCivilization. Boasts high attack power.
58,0x8c346b00,0x1a165,7,Rapier,0x19ddc,8,Estoque,0x1a151,8,Rapière,0x19a13,7,Rapier,4,Enrique,50,60,49,12,Silence 20%,0,4200,122,95,-1,None,0,0,0x10c9c,91,"Dünne, scharfe Klinge, ein Symbol des noblen\\nKriegers. Kann bei Feinden Silence bewirken.",0x10a1f,93,"Espada fina y afilada, símbolo del guerrero\\nnoble. Puede imponer Silencio sobre el enemigo.",0x10a94,97,"Une épée mince mais tranchante, symbole du noble\\nguerrier. Peut imposer le Silence aux ennemis.",0x1082f,87,"A thin but sharp blade, a symbol of the noble\\nwarrior. Can impose Silence on enemies."
59,0x8c346b08,0x1a16c,12,Steinklinge,0x19de4,17,Espada de Piedra,0x1a159,12,Épée Pierre,0x19a1a,11,Stoneblade,4,Enrique,50,64,57,13,Stone 10%,0,9850,171,95,-1,None,0,0,0x10cf7,89,Geniale Arbeit vom meisterhaften Schmied Ryu-kan.\\nKann Feinde auch zu Stein verwandeln.,0x10a7c,97,Una obra genial del maestro creador de espadas\\nRyu-kan. También convierte al enemigo en piedra.,0x10af5,94,Un travail de génie par le façonneur d'épée\\nRyu-kan. Peut transformer les ennemis en pierre.,0x10886,88,"A work of genius by the master swordsmith,\\nRyu-kan. It can also turn enemies to stone."
60,0x8c346b14,0x1a178,13,Kaiserklinge,0x19df5,16,Espada Imperial,0x1a165,15,Épée Impériale,0x19a25,15,Imperial Blade,4,Enrique,50,63,39,7,Silence 20%,0,8660,163,95,-1,None,0,0,0x10d50,78,Das Schwert des legitimen Thronanwärters.\\nKann bei Feinden Silence bewirken.,0x10add,84,La espada del heredero legítimo al trono.\\nPuede imponer Silencio sobre el enemigo.,0x10b53,78,L'épée de l'héritier légitime du trône.\\nPeut imposer le Silence aux ennemis.,0x108de,80,The sword of the legitimate heir to the throne.\\nCan impose Silence on enemies.
61,0x8c346b24,0x1a185,14,Schlangenhieb,0x19e05,16,Golpe Serpiente,0x1a174,16,Epée du Serpent,0x19a34,15,Serpent Strike,4,Enrique,50,65,52,8,Stone 10%,0,11150,179,95,-1,None,0,0,0x10d9e,89,Mächtiges Schwert der Krieger der Silver\\nCivilization. Kann Feinde zu Stein verwandeln.,0x10b31,92,Poderosa espada usada por los guerreros de la\\nCivilización de Plata. Petrifica al enemigo.,0x10ba1,95,Épée puissante des guerriers de la Civilisation\\nd'Argent. Peut changer les ennemis en Pierre.,0x1092e,90,A powerful sword worn by warriors of the Silver\\nCivilization. Can turn enemies to Stone.
62,0x8c346b34,0x1a193,12,Frostklinge,0x19e15,14,Espada Helada,0x1a184,14,Épée de Glace,0x19a43,11,Frostblade,4,Enrique,50,62,30,14,Confusion 20%,0,7020,150,95,-1,None,0,0,0x10df7,93,"Eine so scharfe und kalte Klinge, dass man fast\\ndaran festfriert. Kann Verwirrung auslösen.",0x10b8d,94,Una espada tan afilada y fria que casi entumece\\nal tocarla. Provoca Confusion en el enemigo.,0x10c00,91,Épée si aiguisée et si froide qu'elle engourdit\\nau toucher. Peut désorienter les ennemis.,0x10988,87,"A blade so sharp and cold, it is almost numbing\\nto the touch. It can Confuse enemies."
63,0x8c346b40,0x1a19f,16,Schlummerklinge,0x19e23,17,Espada de Dormir,0x1a192,16,Épée du Sommeil,0x19a4e,17,Blade of Slumber,4,Enrique,50,61,4,15,Sleep 10%,0,5690,138,95,-1,None,0,0,0x10e54,90,"Riesiges Schwert, das in yafutomanischen \\nZeremonien benutzt wird; schläfert Feinde ein.",0x10beb,87,Larga espada usada en ceremonias de Yafutoman.\\nSu misterioso poder duerme al enemigo.,0x10c5b,84,"Une grosse épée utilisée lors des cérémonies\\nYafutoman, peut endormir les ennemis.",0x109df,93,"A large sword used in Yafutoman ceremonies, its\\nmysterious powers can put enemies to Sleep."
64,0x8c346b54,0x1a1af,14,Gilders Waffe,0x19e34,15,Arma de Gilder,0x1a1a2,15,Petit revolver,0x19a5f,13,Gilder's Own,5,Gilder,50,66,32,255,Poison 100%,0,2910,104,100,-1,None,0,0,0x10eae,95,"Eine Schusswaffe, die Gilder schon durch manche\\nGefahr half. Klein, aber leicht zu handhaben.",0x10c42,81,Este arma ha sacado a Gilder de muchos aprietos.\\nPequeña pero fácil de manejar.,0x10caf,88,Un revolver qui a aidé Gilder à s'en sortir plus\\nd'une fois. Petit et facile à manier.,0x10a3c,84,"A gun that has gotten Gilder through many a\\ntight spot. Small, but easy to handle."
65,0x8c346b64,0x1a1bd,13,Nasr-Pistole,0x19e43,13,Pistola Nasr,0x1a1b1,14,Pistolet Nasr,0x19a6c,12,Nasr Pistol,5,Gilder,50,67,47,255,Poison 100%,0,3520,112,100,33,Red,0,-2,0x10f0d,75,"Nachbildung einer Waffe der Royal Guard,\\njedoch ohne unnötige Verzierung.",0x10c93,94,"Una réplica del arma usada por la Guardia Real,\\npero sin elementos decorativos innecesarios.",0x10d07,92,"Une réplique de l'arme utilisée par la Garde\\nRoyale, dénuée de ses décorations superflues.",0x10a90,95,"A replica of the weapon used by the Royal Guard,\\nwithout the unnecessary decorative elements."
66,0x8c346b70,0x1a1ca,15,Kriegerpistole,0x19e50,17,Pistola Guerrera,0x1a1bf,9,Pistolet,0x19a78,17,Warrior's Pistol,5,Gilder,50,72,69,255,Poison 100%,0,10920,176,100,-1,None,0,0,0x10f58,88,Kleine Schusswaffe der alten Krieger. Ihr\\nÄußeres verrät nichts von ihrer Schusskraft.,0x10cf1,83,Arma pequeña usada por antiguos guerreros.\\nSu aspecto inocente oculta gran poder.,0x10d63,98,Petit revolver utilisé par d'anciens guerriers.\\nSon apparence dissimule son pouvoir destructeur.,0x10aef,88,A small gun used by ancient warriors. Its\\nappearance hides its destructive power well.
67,0x8c346b84,0x1a1d9,14,Valua-Pistole,0x19e61,15,Pistola Valuan,0x1a1c8,16,Pistolet Valuan,0x19a89,14,Valuan Pistol,5,Gilder,50,69,66,255,Poison 100%,0,8140,160,100,-1,None,0,0,0x10fb0,86,Eine von Matrosen umgebaute valuanische Pistole\\nmit hoher Schusskraft und Präzision.,0x10d44,94,"Una pistola robada de los Valuan, modificada\\npara aumentar su potencia sin restar precisión.",0x10dc5,97,"Pistolet Valuan dérobé, modifié par les marins\\npour le rendre plus puissant et toujours précis.",0x10b47,94,"A stolen Valuan pistol, modified by sailors to\\nincrease power, without sacrificing accuracy."
68,0x8c346b94,0x1a1e7,16,Schützenpistole,0x19e70,17,Pistola Marksman,0x1a1d8,17,Arme de Marksman,0x19a97,13,Marksman Gun,5,Gilder,50,71,43,10,Unconscious 20%,0,3000,100,200,-1,None,0,0,0x11006,99,"Kleine, von valuanischen Mördern verwendete Pis-\\ntole. Bei einem gezielten Schuss sofort tödlich.",0x10da2,96,Pistola pequeña de los asesinos Valuan. Puede\\ncausar la muerte instantánea si se apunta bien. ,0x10e26,83,Petit pistolet utilisé par les assassins Valuan.\\nPeut causer la mort instantanée.,0x10ba5,84,A small pistol used by Valuan assassins. Can\\ncause instant death with a good shot.
69,0x8c346ba4,0x1a1f7,15,Daccat-Pistole,0x19e81,17,Costumbre Daccat,0x1a1e9,15,Arme de Daccat,0x19aa4,14,Daccat Custom,5,Gilder,50,68,22,9,Sleep 50%,0,4290,120,100,-1,None,0,0,0x11069,72,Lange Pistole des legendären Piraten Daccat.\\nKann Feinde einschläfern.,0x10e02,93,El legendario Pirata Aéreo Daccat usa esta\\npistola larga que hace que el enemigo se duerma.,0x10e79,90,Long pistolet utilisé par le fameux Pirate de\\nDaccat. Peut parfois endormir les ennemis.,0x10bf9,93,"A long pistol used by the legendary Air Pirate,\\nDaccat. Can sometimes put enemies to Sleep."
70,0x8c346bb4,0x1a206,15,Gilder-Spezial,0x19e92,16,Especial Gilder,0x1a1f8,17,L'arme de Gilder,0x19ab2,15,Gilder Special,5,Gilder,50,70,31,255,Poison 100%,0,9460,168,100,-1,None,0,0,0x110b1,99,Speziell auf Gilders Schusshand angepasste Waffe\\nmit unübertroffener Genauigkeit und Schusskraft.,0x10e5f,97,Arma hecha especialmente para adaptarse al tacto\\nde Gilder. Su potencia y precisión son únicas.,0x10ed3,92,Un revolver fabriqué spécialement pour Gilder.\\nIl a une précision et une puissance unique.,0x10c56,85,A gun made specifically to fit Gilder's touch.\\nIt has unequaled accuracy and power.
71,0x8c346bc4,0x1a215,17,Thunfischmachete,0x19ea2,16,Sable para Atún,0x1a209,11,Sabre Thon,0x19ac1,13,Tuna Cutlass,0,Vyse,100,16,65,255,Poison 100%,0,22222,150,0,-1,None,0,0,0x11114,64,"Spezielle Waffe für Fischer. Sehr schlagkräftig,\\naber ungenau.",0x10ec0,85,"Un arma especial para pescadores con red.\\nTiene gran potencia, pero poca precisión.",0x10f2f,77,Un objet destiné aux pêcheurs.\\nGrande puissance d'attaque mais peu précise.,0x10cab,83,"A special item for people on the Net.\\nBoasts high attack power, but low accuracy."
72,0x8c346bd4,0x1a226,13,Wirbelmerang,0x19eb2,15,Crea-remolinos,0x1a214,11,Tourbirang,0x19ace,12,Swirlmerang,1,Aika,100,33,61,11,Confusion 100%,0,11111,100,200,-1,None,0,0,0x11154,70,Spezielle Waffe für Fischer. Sorgt immer bei\\nFeinden für Verwirrung.,0x10f15,86,Un arma especial para gente con red.\\nEs perfecta para crear confusión en el enemigo.,0x10f7c,77,Un objet destiné aux pêcheurs.\\nRéussira toujours à désorienter les ennemis.,0x10cfe,81,A special item for people on the Net.\\nWill always Confuse enemies without fail.
73,0x8c346be0,0x1a233,10,DUMMYBUKI,0x19ec1,10,DUMMYBUKI,0x1a21f,10,DUMMYBUKI,0x19ada,10,DUMMYBUKI,0,Vyse,0,-1,-1,255,Poison 100%,0,0,0,0,-1,None,0,0,0x1119a,9,DUMMY\\n ,0x10f6b,9,DUMMY\\n ,0x10fc9,9,DUMMY\\n ,0x10d4f,14,DUMMY\\n------
74,0x8c346be0,0x1a23d,10,DUMMYBUKI,0x19ecb,10,DUMMYBUKI,0x1a229,10,DUMMYBUKI,0x19ae4,10,DUMMYBUKI,0,Vyse,0,-1,-1,255,Poison 100%,0,0,0,0,-1,None,0,0,0x111a3,9,DUMMY\\n ,0x10f74,9,DUMMY\\n ,0x10fd2,9,DUMMY\\n ,0x10d5d,14,DUMMY\\n------
75,0x8c346be0,0x1a247,10,DUMMYBUKI,0x19ed5,10,DUMMYBUKI,0x1a233,10,DUMMYBUKI,0x19aee,10,DUMMYBUKI,0,Vyse,0,-1,-1,255,Poison 100%,0,0,0,0,-1,None,0,0,0x111ac,9,DUMMY\\n ,0x10f7d,9,DUMMY\\n ,0x10fdb,9,DUMMY\\n ,0x10d6b,14,DUMMY\\n------
76,0x8c346be0,0x1a251,10,DUMMYBUKI,0x19edf,10,DUMMYBUKI,0x1a23d,10,DUMMYBUKI,0x19af8,10,DUMMYBUKI,0,Vyse,0,-1,-1,255,Poison 100%,0,0,0,0,-1,None,0,0,0x111b5,9,DUMMY\\n ,0x10f86,9,DUMMY\\n ,0x10fe4,9,DUMMY\\n ,0x10d79,14,DUMMY\\n------
77,0x8c346be0,0x1a25b,10,DUMMYBUKI,0x19ee9,10,DUMMYBUKI,0x1a247,10,DUMMYBUKI,0x19b02,10,DUMMYBUKI,0,Vyse,0,-1,-1,255,Poison 100%,0,0,0,0,-1,None,0,0,0x111be,9,DUMMY\\n ,0x10f8f,9,DUMMY\\n ,0x10fed,9,DUMMY\\n ,0x10d87,14,DUMMY\\n------
78,0x8c346be0,0x1a265,10,DUMMYBUKI,0x19ef3,10,DUMMYBUKI,0x1a251,10,DUMMYBUKI,0x19b0c,10,DUMMYBUKI,0,Vyse,0,-1,-1,255,Poison 100%,0,0,0,0,-1,None,0,0,0x111c7,9,DUMMY\\n ,0x10f98,9,DUMMY\\n ,0x10ff6,9,DUMMY\\n ,0x10d95,14,DUMMY\\n------
79,0x8c346be0,0x1a26f,10,DUMMYBUKI,0x19efd,10,DUMMYBUKI,0x1a25b,10,DUMMYBUKI,0x19b16,10,DUMMYBUKI,0,Vyse,0,-1,-1,255,Poison 100%,0,0,0,0,-1,None,0,0,0x111d0,9,DUMMY\\n ,0x10fa1,9,DUMMY\\n ,0x10fff,9,DUMMY\\n ,0x10da3,14,DUMMY\\n------
